series,cohort,portfolio,comparison_start,comparison_end,baseline_start,baseline_end,markets,change_30d_rate_pp,markets_increased,leave_one_market_out_min_pp,leave_one_market_out_max_pp,interpretation
balanced_event,reviewed_str_homes,all,2025-11,2025-12,2025-09,2025-10,11,-0.3228107369799233,3,-1.0878916422151461,0.5482911095012841,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
balanced_event,reviewed_str_homes,all,2025-12,2026-01,2025-09,2025-10,11,5.732523477070229,10,4.515507086378181,6.23876221378447,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
balanced_event,reviewed_str_homes,one,2025-10,2025-11,2025-09,2025-10,11,-1.6024932893535953,2,-1.8467655641388743,-1.3383193202883539,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
balanced_event,reviewed_str_homes,one,2025-11,2025-12,2025-09,2025-10,11,-0.2286359500329111,4,-1.7297981118718646,1.1173566925678244,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
balanced_event,reviewed_str_homes,one,2025-12,2026-01,2025-09,2025-10,11,6.6603744314694495,8,5.212509010141683,7.443909673172551,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
balanced_event,reviewed_str_homes,five_plus,2025-10,2025-11,2025-09,2025-10,11,-1.2096556260536655,2,-1.3504086406534705,-1.022014668723423,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
balanced_event,reviewed_str_homes,five_plus,2025-11,2025-12,2025-09,2025-10,11,0.04386109388690258,4,-0.6221220973742316,0.6821927494948612,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
balanced_event,reviewed_str_homes,five_plus,2025-12,2026-01,2025-09,2025-10,11,3.9952508731950322,9,3.518518283458853,4.272085147946999,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
balanced_broad,all_listings,all,2025-12,2026-03,2025-09,2025-12,94,5.2623498330733876,79,4.8639539475553,5.427409626257675,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
balanced_broad,all_listings,all,2026-03,2026-06,2025-09,2025-12,94,-1.380153710776912,34,-1.618228629665847,-1.2189244169911457,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
balanced_broad,all_listings,one,2025-12,2026-03,2025-09,2025-12,94,6.167286226111232,82,5.751944584160565,6.471065421828263,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
balanced_broad,all_listings,one,2026-03,2026-06,2025-09,2025-12,94,-1.071830313603878,38,-1.5487782168590163,-0.8011027330822617,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
balanced_broad,all_listings,five_plus,2025-12,2026-03,2025-09,2025-12,94,4.694856572992348,79,4.147643897788176,4.9578472099355775,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
balanced_broad,all_listings,five_plus,2026-03,2026-06,2025-09,2025-12,94,-1.6394100204329793,27,-1.7316796520431303,-1.3954253008083695,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
balanced_broad,reviewed_str_homes,all,2025-12,2026-03,2025-09,2025-12,94,2.3146103521497903,74,2.141388874622908,2.462474877676962,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
balanced_broad,reviewed_str_homes,all,2026-03,2026-06,2025-09,2025-12,94,-1.375960312149155,20,-1.499218444958399,-1.2657242424380526,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
balanced_broad,reviewed_str_homes,one,2025-12,2026-03,2025-09,2025-12,94,2.333795015732974,70,2.159466659542928,2.529766811472678,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
balanced_broad,reviewed_str_homes,one,2026-03,2026-06,2025-09,2025-12,94,-1.4753215469006287,25,-1.6399211073038364,-1.2285588685040225,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
balanced_broad,reviewed_str_homes,five_plus,2025-12,2026-03,2025-09,2025-12,94,2.3559322058097476,76,2.0625118832352003,2.559960649346065,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
balanced_broad,reviewed_str_homes,five_plus,2026-03,2026-06,2025-09,2025-12,94,-1.3958644209758726,18,-1.4980222574206932,-1.1913554023578168,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
balanced_pre_quarters,all_listings,all,2025-06,2025-09,2025-03,2025-06,5,-0.1213637759469261,1,-0.2068424511000024,-0.04912153921417229,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
balanced_pre_quarters,all_listings,all,2025-09,2025-12,2025-03,2025-06,5,-0.649088602640828,1,-0.7994472372187484,-0.4433242654569481,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
balanced_pre_quarters,all_listings,one,2025-06,2025-09,2025-03,2025-06,5,-0.26369081208943707,3,-0.3454163766288616,0.04695695625034334,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
balanced_pre_quarters,all_listings,one,2025-09,2025-12,2025-03,2025-06,5,-0.7782280582769524,1,-0.9301467910566907,-0.3279460401447181,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
balanced_pre_quarters,all_listings,five_plus,2025-06,2025-09,2025-03,2025-06,5,0.12308478478378485,3,-0.3341184284910789,0.4007558959063104,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
balanced_pre_quarters,all_listings,five_plus,2025-09,2025-12,2025-03,2025-06,5,-0.34093864804516394,1,-0.4828939305053969,-0.048635428203717024,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
balanced_pre_quarters,reviewed_str_homes,all,2025-06,2025-09,2025-03,2025-06,5,0.2094949818274622,4,-0.15803962931802215,0.32842866589517955,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
balanced_pre_quarters,reviewed_str_homes,all,2025-09,2025-12,2025-03,2025-06,5,-0.4064807123359399,1,-0.5843602167380405,-0.29227432228002626,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
balanced_pre_quarters,reviewed_str_homes,one,2025-06,2025-09,2025-03,2025-06,5,0.25501714827962335,4,0.2188005207644045,0.2821694273671824,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
balanced_pre_quarters,reviewed_str_homes,one,2025-09,2025-12,2025-03,2025-06,5,-0.17162265157944204,1,-0.3172634865090767,0.031601634291116516,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
balanced_pre_quarters,reviewed_str_homes,five_plus,2025-06,2025-09,2025-03,2025-06,5,0.14200207848893848,2,-0.7768673365597477,0.572888737836775,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
balanced_pre_quarters,reviewed_str_homes,five_plus,2025-09,2025-12,2025-03,2025-06,5,-0.8447659773197327,0,-1.0629559051732067,-0.47857757594190675,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
same_season,all_listings,all,2025-09,2025-12,2024-09,2024-12,2,-1.3237270015071672,0,-1.5546050011511992,-0.6766571936912213,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
same_season,all_listings,one,2025-09,2025-12,2024-09,2024-12,2,-1.314911506587613,0,-1.4822315587240897,-0.5153408925014591,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
same_season,all_listings,five_plus,2025-09,2025-12,2024-09,2024-12,2,-1.2935303363405446,0,-1.5839581367495748,-0.751779276873643,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
same_season,reviewed_str_homes,all,2025-09,2025-12,2024-09,2024-12,2,-1.1231885857076294,0,-1.4778524870521448,-0.3392819252592383,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
same_season,reviewed_str_homes,one,2025-09,2025-12,2024-09,2024-12,2,-0.911100378585358,0,-1.1950420832582798,-0.0028748135888156945,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
same_season,reviewed_str_homes,five_plus,2025-09,2025-12,2024-09,2024-12,2,-1.879191359964668,0,-2.384373239445259,-0.9834794566436211,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
event_summer_check,all_listings,all,2026-06,2026-07,2025-09,2025-10,11,0.8595120174257633,7,0.15164777732493326,1.7549426724150596,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
event_summer_check,all_listings,one,2026-06,2026-07,2025-09,2025-10,11,0.5321405288938107,8,-0.21854670978389173,1.2859268070440213,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
event_summer_check,all_listings,five_plus,2026-06,2026-07,2025-09,2025-10,11,1.2698655121013251,5,-0.2733624795490602,2.3445947509078544,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
event_summer_check,reviewed_str_homes,all,2026-06,2026-07,2025-09,2025-10,11,0.3896829238761938,7,-0.09842227266418234,1.6996215939760961,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
event_summer_check,reviewed_str_homes,one,2026-06,2026-07,2025-09,2025-10,11,0.5693670228699799,7,-0.32296129600437645,2.1166520426529702,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
event_summer_check,reviewed_str_homes,five_plus,2026-06,2026-07,2025-09,2025-10,11,0.0793096831466012,6,-0.3201983283780088,1.4054091376966704,"Descriptive fixed-weight paired change and concentration sensitivity, not a causal estimate or confidence interval"
