market,start,complete,status,rows,team_partial,count_break,negative_excluded,source_url,sha256
athens,2026-06-28,2026-06-30,ok,14337,False,False,False,https://data.insideairbnb.com/greece/attica/athens/2026-06-28/data/listings.csv.gz,86430d93072767f0496de370854afd987b1f8fec02c86788a06de6c01802cc92
austin,2024-09-13,2024-09-14,ok,15244,False,False,False,https://data.insideairbnb.com/united-states/tx/austin/2024-09-13/data/listings.csv.gz,0373549106260ab17a15dce727a8f743a5d0dd772d26e4fc09f14aa7ae10f5e3
austin,2024-12-14,2024-12-15,ok,15500,False,False,False,https://data.insideairbnb.com/united-states/tx/austin/2024-12-14/data/listings.csv.gz,6b777bd302b39fecda4fcd080d15bd5cce9a715b4c15cb7e17b3a0bf1f92f263
austin,2025-03-06,2025-03-15,ok,15431,False,False,False,https://data.insideairbnb.com/united-states/tx/austin/2025-03-06/data/listings.csv.gz,0adb7c96b35daed03c7884fe35dd01d37f8b637c702797a35c935504d83a2034
austin,2025-06-13,2025-06-14,ok,15187,False,False,False,https://data.insideairbnb.com/united-states/tx/austin/2025-06-13/data/listings.csv.gz,439b6db57e14d07c1464fe0ed886aa32146b659102675412d488223b0516145c
austin,2025-09-16,2025-09-17,ok,10533,True,False,True,https://data.insideairbnb.com/united-states/tx/austin/2025-09-16/data/listings.csv.gz,f3f243214fd5d3c209c36b9fbde54cd11e0a23591a813d1beff130ac781b090f
austin,2025-12-22,2026-01-05,ok,11251,True,False,True,https://data.insideairbnb.com/united-states/tx/austin/2025-12-22/data/listings.csv.gz,9d4ae6d1136a1ffd111614ee437d1edf0117d0128840f748f4d0dbc42ba620c3
austin,2026-01-18,2026-01-19,ok,11374,False,False,False,https://data.insideairbnb.com/united-states/tx/austin/2026-01-18/data/listings.csv.gz,7eb0140da0db6593a8ef439a65ec5898bdf54e398023be3bc191a9644bdd7bfc
austin,2026-02-19,2026-02-20,ok,10422,False,False,False,https://data.insideairbnb.com/united-states/tx/austin/2026-02-19/data/listings.csv.gz,b6bceac7dfef86ac8771a5195fd3a2fd4fa1b491c1f077fa10b31bb478e01790
austin,2026-03-25,2026-03-28,ok,8170,True,False,True,https://data.insideairbnb.com/united-states/tx/austin/2026-03-25/data/listings.csv.gz,8640ebe69f81ed869b6f4cdd5dbfe772a4a97ee463cfaef9b06515a0ff4539d2
austin,2026-04-23,2026-04-24,ok,8290,True,False,True,https://data.insideairbnb.com/united-states/tx/austin/2026-04-23/data/listings.csv.gz,ade68d12a09234c770fb24bbe1de98c024a7fe3bd1b53ca4d7870a838d4bdd4a
austin,2026-05-25,2026-06-06,ok,8568,True,False,True,https://data.insideairbnb.com/united-states/tx/austin/2026-05-25/data/listings.csv.gz,e23bff147202119c7dbf93bf5ba861a0ab962172dce7761a426fd276f545a9dd
austin,2026-06-22,2026-07-02,ok,11295,False,False,False,https://data.insideairbnb.com/united-states/tx/austin/2026-06-22/data/listings.csv.gz,5e2b0267729ea2f6c61c06e58621abae4a88ff852594ad9ccf1dec0a0d4f4c05
austin,2026-07-18,2026-07-19,ok,11172,False,False,False,https://data.insideairbnb.com/united-states/tx/austin/2026-07-18/data/listings.csv.gz,e40232dcbbe3579897ab91bdee395e44630b74468aaee7e8f5ae8dc76b91948c
austin,2026-08-25,2026-08-30,ok,11079,False,False,False,https://data.insideairbnb.com/united-states/tx/austin/2026-08-25/data/listings.csv.gz,2e4e28b448a79e3715dcf5bd14938a59a27a172a491d1e79c2411e24de8c3d3a
bangkok,2025-09-26,2025-09-28,ok,28806,False,False,False,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2025-09-26/data/listings.csv.gz,66ca269c9819b900db621334a0b62a4cd678fb85a243eb09e2d88b16744bebf5
bangkok,2025-12-28,2026-01-05,ok,29888,False,False,False,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2025-12-28/data/listings.csv.gz,1d8481fa381fdf330be7252a698d1a6bd83d77795788b75552b0abbbf4b82232
bangkok,2026-03-30,2026-04-02,ok,16444,False,False,False,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2026-03-30/data/listings.csv.gz,3f7ceef47a2d094dbc5eb0b4ce1ee4331253fc75b67584574c7cdbfbacd84c93
bangkok,2026-06-29,2026-07-02,ok,31069,False,False,False,https://data.insideairbnb.com/thailand/central-thailand/bangkok/2026-06-29/data/listings.csv.gz,b17b99f9c421c566cc26a1c89a0b3d16b4c7f3dc74e659141900ccbac316b20e
barcelona,2025-09-14,2025-09-15,ok,19410,False,False,False,https://data.insideairbnb.com/spain/catalonia/barcelona/2025-09-14/data/listings.csv.gz,f6e61e1d11e301b5d7fbf0888db7037a04fb22df0b44182c04e41075d38abb83
barcelona,2025-12-14,2025-12-15,ok,18177,False,False,False,https://data.insideairbnb.com/spain/catalonia/barcelona/2025-12-14/data/listings.csv.gz,b6b498811bad0f154ccb35ae159dc0140bb047bcc59736cd3ad3cc2319a1f2a8
barcelona,2026-01-18,2026-01-18,ok,17099,False,False,False,https://data.insideairbnb.com/spain/catalonia/barcelona/2026-01-18/data/listings.csv.gz,d95fbeed26ea30f7bf417902507412fd51e533cd19c76ee741e5c86f588de72b
barcelona,2026-02-18,2026-02-19,ok,12786,True,False,True,https://data.insideairbnb.com/spain/catalonia/barcelona/2026-02-18/data/listings.csv.gz,709b22e70a1308f8873627d3b29da5e0a2475f59495b899af79a87629fdba86b
barcelona,2026-03-21,2026-03-22,ok,16107,False,False,False,https://data.insideairbnb.com/spain/catalonia/barcelona/2026-03-21/data/listings.csv.gz,7b603588d37874d39be0f692dd33c211f87a61b5d8ae2fab75bdf5078979af12
barcelona,2026-04-20,2026-04-21,ok,7277,True,True,True,https://data.insideairbnb.com/spain/catalonia/barcelona/2026-04-20/data/listings.csv.gz,855062e416e5394f23abf82c15a5c3dfc80c6484b49e52867e6eae24c035a916
barcelona,2026-05-24,2026-06-06,ok,14399,True,False,True,https://data.insideairbnb.com/spain/catalonia/barcelona/2026-05-24/data/listings.csv.gz,88560618929423b7111e482cd799472009d4f1f98dd5aceefbe002b709e70022
barcelona,2026-06-24,2026-07-03,ok,15293,False,False,False,https://data.insideairbnb.com/spain/catalonia/barcelona/2026-06-24/data/listings.csv.gz,aefc9848413a265973255a3ba6e43b650b645f9ee558a2474912e9c9d06a77fa
barcelona,2026-07-16,2026-07-19,ok,15777,False,False,False,https://data.insideairbnb.com/spain/catalonia/barcelona/2026-07-16/data/listings.csv.gz,6ac159c3c88661d02f3474346031b1e9e75231d4c05983d4a60b6cc0bf1950ab
barcelona,2026-08-23,2026-08-29,ok,16227,False,False,False,https://data.insideairbnb.com/spain/catalonia/barcelona/2026-08-23/data/listings.csv.gz,5934d6741afe7d3c0e4d82079c041fe6abf3e94fd0a19855126305cf73873ac7
barossa-valley,2025-09-27,2025-09-27,ok,353,False,False,False,https://data.insideairbnb.com/australia/sa/barossa-valley/2025-09-27/data/listings.csv.gz,3c95cc8bbe9777fd772eb7d2e3d666cd76ec9a79431fda58706057038b746525
barossa-valley,2025-12-28,2026-01-05,ok,362,False,False,False,https://data.insideairbnb.com/australia/sa/barossa-valley/2025-12-28/data/listings.csv.gz,6468d0540babc87fd0b3ee8509dee9d288ef876bcba68b604c0b2d6ee870929b
barossa-valley,2026-03-30,2026-03-30,ok,323,False,False,False,https://data.insideairbnb.com/australia/sa/barossa-valley/2026-03-30/data/listings.csv.gz,d852767c244519a86312f265926d9f2da575e02b2977be1493e612b8cf5a6e6b
barossa-valley,2026-06-29,2026-07-02,ok,360,False,False,False,https://data.insideairbnb.com/australia/sa/barossa-valley/2026-06-29/data/listings.csv.gz,0e5157a5d98865a2d9a9f090523e5b3802b6ac82e706ea18cebfb4af3a3e245c
barwon-south-west-vic,2025-09-28,2025-09-28,ok,7280,False,False,False,https://data.insideairbnb.com/australia/vic/barwon-south-west-vic/2025-09-28/data/listings.csv.gz,3405566014de7c74aba8f09cd92d3764ccd25eee2501eabead7898f618fbcdf5
barwon-south-west-vic,2025-12-29,2026-01-05,ok,7429,False,False,False,https://data.insideairbnb.com/australia/vic/barwon-south-west-vic/2025-12-29/data/listings.csv.gz,87af4a35f4a73f9c8e27e87f32fb7065afa7eea9a69195fe1d0b0fccfd8398c5
barwon-south-west-vic,2026-03-30,2026-04-02,ok,5844,False,False,False,https://data.insideairbnb.com/australia/vic/barwon-south-west-vic/2026-03-30/data/listings.csv.gz,95c7605a3325751f29442a7f038519b26ced3b32f16ff6e90717eef34a578000
barwon-south-west-vic,2026-06-29,2026-07-02,ok,7095,False,False,False,https://data.insideairbnb.com/australia/vic/barwon-south-west-vic/2026-06-29/data/listings.csv.gz,65386892520542d01e0ea2ca0f971e5602f3e9b4ac8a59c87b5ebdd8af0dd90b
belize,2025-09-28,2025-09-28,ok,3581,False,False,False,https://data.insideairbnb.com/belize/bz/belize/2025-09-28/data/listings.csv.gz,2013d1eb57f09100321556f4816ddb95da5753933de731bbb24e69f8ac4d8b3c
belize,2025-12-29,2026-01-05,ok,3630,False,False,False,https://data.insideairbnb.com/belize/bz/belize/2025-12-29/data/listings.csv.gz,8988f51dc21df3141a79c055008af39b16f8d7ebb117723c8197d48fc6815f4c
belize,2026-03-30,2026-04-02,ok,3074,False,False,False,https://data.insideairbnb.com/belize/bz/belize/2026-03-30/data/listings.csv.gz,006673203351195b22eb16bdf9eeb8aef2b116f37926acc81697b84086d9d5c2
belize,2026-06-29,2026-07-03,ok,3608,False,False,False,https://data.insideairbnb.com/belize/bz/belize/2026-06-29/data/listings.csv.gz,45961755435aaec2f98885a0a4b5811a91faeb7dbd5f5a7ef626265ced5e2247
bergamo,2025-09-29,2025-09-30,ok,3835,False,False,False,https://data.insideairbnb.com/italy/lombardia/bergamo/2025-09-29/data/listings.csv.gz,25102d14f505571cf798c3a4138812068d5efdc0c19396fcc9719191c1a895c2
bergamo,2025-12-31,2026-01-05,ok,3524,False,False,False,https://data.insideairbnb.com/italy/lombardia/bergamo/2025-12-31/data/listings.csv.gz,77358e794ba16d5836ffb71bdc4d28c35bb2bcfd87f90affa0376cf8fa913857
bergamo,2026-03-31,2026-04-02,ok,3356,False,False,False,https://data.insideairbnb.com/italy/lombardia/bergamo/2026-03-31/data/listings.csv.gz,43cd75d3cc46936a27f442565c6bca2177d81ecd729b35e0dc22e9911111c220
bergamo,2026-06-30,2026-07-03,ok,4237,False,False,False,https://data.insideairbnb.com/italy/lombardia/bergamo/2026-06-30/data/listings.csv.gz,41b1e20333ee80f6718c7b264606a3cfad877362eca9895e4d8040b5a56e6512
berlin,2025-09-23,2025-09-24,ok,14274,False,False,False,https://data.insideairbnb.com/germany/be/berlin/2025-09-23/data/listings.csv.gz,b5783f9fbdc31a2b76cb19ee66921385228e4492fe681fa03957eb6925a78718
berlin,2025-12-27,2026-01-05,ok,14470,False,False,False,https://data.insideairbnb.com/germany/be/berlin/2025-12-27/data/listings.csv.gz,20634c530b7619db28e11b82bb6f205e2a7077ec73e9f052927ad6f4815c6b8f
berlin,2026-03-28,2026-03-28,ok,5856,False,True,True,https://data.insideairbnb.com/germany/be/berlin/2026-03-28/data/listings.csv.gz,8b851fc9243b46f8becaaca197036ddf6aa150d4c078fb432dd9107bcd08a489
berlin,2026-06-26,2026-07-03,ok,12776,False,False,False,https://data.insideairbnb.com/germany/be/berlin/2026-06-26/data/listings.csv.gz,2952261ea249a5d5754981a5808c05a96c5ee5a1646390433766606647d7d198
bologna,2025-09-22,2025-10-08,ok,4642,False,False,False,https://data.insideairbnb.com/italy/emilia-romagna/bologna/2025-09-22/data/listings.csv.gz,20c05801cbbc0d8fd3acdc4391248eb9ae0092afb7a3d0e6f2cd68488d5acb80
bologna,2026-03-27,2026-03-27,ok,3736,False,False,False,https://data.insideairbnb.com/italy/emilia-romagna/bologna/2026-03-27/data/listings.csv.gz,3dfa82347d99f009cc7f4820668f7271d7f058ea62f23b38cf62601d3867df8f
bologna,2026-06-26,2026-07-03,ok,4948,False,False,False,https://data.insideairbnb.com/italy/emilia-romagna/bologna/2026-06-26/data/listings.csv.gz,0917fd5d509be3613d82297e53df4f90e33de713477c9a693fcd073408200aa1
bordeaux,2025-09-18,2025-09-18,ok,12252,False,False,False,https://data.insideairbnb.com/france/nouvelle-aquitaine/bordeaux/2025-09-18/data/listings.csv.gz,66b7741d14aff88700174a437dc16b6df8debac82fdbab1f3186bdab623c2ff6
bordeaux,2025-12-22,2026-01-05,ok,12180,False,False,False,https://data.insideairbnb.com/france/nouvelle-aquitaine/bordeaux/2025-12-22/data/listings.csv.gz,d56a5d4e987c866a27dcf4a9583cd22e73b98863c5ffd91bbf393054bc5f7b65
bordeaux,2026-03-25,2026-03-25,ok,6822,False,False,False,https://data.insideairbnb.com/france/nouvelle-aquitaine/bordeaux/2026-03-25/data/listings.csv.gz,f04cd3db522a5d08ecc6cf90a175b331fb79385e104b5f79ebcbc0a0408d05f3
bordeaux,2026-06-22,2026-07-02,ok,12217,False,False,False,https://data.insideairbnb.com/france/nouvelle-aquitaine/bordeaux/2026-06-22/data/listings.csv.gz,269df7a9cf9ab4b6add76cfad2f90f16f9f8b0d39e542633dab2cb6ed7e35f93
boston,2025-09-23,2025-09-24,ok,4419,False,False,False,https://data.insideairbnb.com/united-states/ma/boston/2025-09-23/data/listings.csv.gz,06c475083ca2429d0f4100fdbdd98317119a4354b496d25ba1a9910ee662b98b
boston,2025-12-27,2026-01-05,ok,3706,False,False,False,https://data.insideairbnb.com/united-states/ma/boston/2025-12-27/data/listings.csv.gz,f2ca39c3f524a59d3020d2297f92e04f1a7329c9ffda2ab5c5b52db2a31cbb59
boston,2026-03-28,2026-03-28,ok,1881,False,True,True,https://data.insideairbnb.com/united-states/ma/boston/2026-03-28/data/listings.csv.gz,3bc3f4d4c709039d0a0f94706c5a53970e63e08b125bf0184f73628c033fe5a8
boston,2026-06-15,2026-07-06,ok,4378,False,False,False,https://data.insideairbnb.com/united-states/ma/boston/2026-06-15/data/listings.csv.gz,cf72d109ae7da76987160db61fb2c069671bbfbe1cf1b27b8a97507ac6b2093b
bozeman,2025-09-14,2025-09-14,ok,583,False,False,False,https://data.insideairbnb.com/united-states/mt/bozeman/2025-09-14/data/listings.csv.gz,6af666d79fe2ac4653c8621265e702adc07d9e2770c036c985adffeec4a743a3
bozeman,2025-10-17,2025-10-17,ok,580,False,False,False,https://data.insideairbnb.com/united-states/mt/bozeman/2025-10-17/data/listings.csv.gz,6e9aedc9cedaa4b8376ce6c0947b5fbb91372107f2732bb3f0e961bc1b8f3ef7
bozeman,2025-11-12,2025-11-12,ok,600,False,False,False,https://data.insideairbnb.com/united-states/mt/bozeman/2025-11-12/data/listings.csv.gz,cde6ca22bd1ff66b9eaeba9cecedd68e6a2a070dbf2bb23840a42a2ba359e5e7
bozeman,2025-12-13,2025-12-13,ok,604,False,False,False,https://data.insideairbnb.com/united-states/mt/bozeman/2025-12-13/data/listings.csv.gz,68cce44531c91621b76a6d44136034eddfce6db2879eed871b7cd924874ee0a3
bozeman,2026-01-17,2026-01-17,ok,534,False,False,False,https://data.insideairbnb.com/united-states/mt/bozeman/2026-01-17/data/listings.csv.gz,2f23daf0b3ed17afb8a1bc1ef9609ee23d5be07d034e74a4cc614a0fce2924e7
bozeman,2026-02-18,2026-02-18,ok,550,False,False,False,https://data.insideairbnb.com/united-states/mt/bozeman/2026-02-18/data/listings.csv.gz,99102f89d50e55f899663ee7f31c19c52b1cdf7f9d6c668ac2fa993cac22441c
bozeman,2026-03-21,2026-03-21,ok,372,False,False,False,https://data.insideairbnb.com/united-states/mt/bozeman/2026-03-21/data/listings.csv.gz,b2fe576412aea9738656c146735d6bf1a6cb570ddd9ab24dc1d6998ec87a116c
bozeman,2026-04-19,2026-04-19,ok,373,False,False,False,https://data.insideairbnb.com/united-states/mt/bozeman/2026-04-19/data/listings.csv.gz,ae78298edeaae503fdc8ca3d745716e2c97242f7d91d9e4d3188ff2bc9f2e2fe
bozeman,2026-05-22,2026-06-06,ok,371,False,False,False,https://data.insideairbnb.com/united-states/mt/bozeman/2026-05-22/data/listings.csv.gz,ec4961d0ffa3a751e08000ea829e5287a7df8923f0018af74677aeecc503b630
bozeman,2026-06-19,2026-06-28,ok,590,False,False,False,https://data.insideairbnb.com/united-states/mt/bozeman/2026-06-19/data/listings.csv.gz,8186a388a4beb59f76706f8e529facd1af1a3de5c70aca677cf1973115b1bbeb
bozeman,2026-07-16,2026-07-18,ok,591,False,False,False,https://data.insideairbnb.com/united-states/mt/bozeman/2026-07-16/data/listings.csv.gz,58f05995b538f0c5f05b94f3523526b64ba5a02cbdce1783f11dc2dcf6254bcd
brisbane,2025-09-11,2025-09-11,ok,5934,False,False,False,https://data.insideairbnb.com/australia/qld/brisbane/2025-09-11/data/listings.csv.gz,60c2deaf54fc975b100e6cb606a3df4fc793717bafe8393b93f7533c66e5d1b1
brisbane,2025-10-07,2025-10-08,ok,6072,False,False,False,https://data.insideairbnb.com/australia/qld/brisbane/2025-10-07/data/listings.csv.gz,8bfe9046fa24579f3b629f44cbd82491edc7309841e365268e84058a56da1e68
brisbane,2025-11-11,2025-11-24,ok,6147,False,False,False,https://data.insideairbnb.com/australia/qld/brisbane/2025-11-11/data/listings.csv.gz,47ffd416ef5a1d357255bc60bd42efb4849c07fc75f9f13120847f66b7928685
brisbane,2025-12-11,2025-12-12,ok,6312,False,False,False,https://data.insideairbnb.com/australia/qld/brisbane/2025-12-11/data/listings.csv.gz,07fb9210eda336e2a1dade778d77046b74d8a3ed208a5890939fc3a67b9d4d15
brisbane,2026-01-16,2026-01-16,ok,5663,False,False,False,https://data.insideairbnb.com/australia/qld/brisbane/2026-01-16/data/listings.csv.gz,ffed63d85062c56b80e6dcfb7622110803eb9661228f3dc906e73b5e9db7ec55
brisbane,2026-02-15,2026-02-15,ok,5807,False,False,False,https://data.insideairbnb.com/australia/qld/brisbane/2026-02-15/data/listings.csv.gz,ef68667155526832caffdf610423769b9fa928de22fac409163ba575cde1e7bc
brisbane,2026-03-19,2026-03-19,ok,5720,False,False,False,https://data.insideairbnb.com/australia/qld/brisbane/2026-03-19/data/listings.csv.gz,44b2b3e05450b10ffe202a4a690fed239483bdbe100a1f7628d44c76dccee437
brisbane,2026-04-18,2026-04-18,ok,5118,False,False,False,https://data.insideairbnb.com/australia/qld/brisbane/2026-04-18/data/listings.csv.gz,10446ab984f0046e28e113c6438efdf3e7b0e421ddbcd1a2aba557f3568cb423
brisbane,2026-05-23,2026-06-06,ok,5855,False,False,False,https://data.insideairbnb.com/australia/qld/brisbane/2026-05-23/data/listings.csv.gz,849cac905adb8deeef480586ff9a5da840153f2c74ff7dcdb6d8fa18544fbdd6
brisbane,2026-06-15,2026-06-24,ok,6347,False,False,False,https://data.insideairbnb.com/australia/qld/brisbane/2026-06-15/data/listings.csv.gz,c191ee729dde9ecfe3481e0f549c9cbd6a6d76743e34e29cd672eb63af75fcdf
brisbane,2026-07-14,2026-07-14,ok,6358,False,False,False,https://data.insideairbnb.com/australia/qld/brisbane/2026-07-14/data/listings.csv.gz,78ac0372af81c9b8c2fe7ad43486a73fc98ac6d86cd365623553098272cf9299
bristol,2025-09-26,2025-09-26,ok,2845,False,False,False,https://data.insideairbnb.com/united-kingdom/england/bristol/2025-09-26/data/listings.csv.gz,d001caf7c6d6649cb21f4ed47cfaada8918428584dbb669fd406df771b5d9662
bristol,2025-12-28,2026-01-05,ok,2939,False,False,False,https://data.insideairbnb.com/united-kingdom/england/bristol/2025-12-28/data/listings.csv.gz,fe073b468e800a0825b242e32984f4d41916f87f7cd9dc4bfa9c4503ba503e58
bristol,2026-03-30,2026-03-31,ok,1979,False,False,False,https://data.insideairbnb.com/united-kingdom/england/bristol/2026-03-30/data/listings.csv.gz,b088b6ec71b384500f6b7e38344bd72ab3c6ba0f1fc8828b7319b0953a32674c
bristol,2026-06-29,2026-07-02,ok,3023,False,False,False,https://data.insideairbnb.com/united-kingdom/england/bristol/2026-06-29/data/listings.csv.gz,1725729b2b803a21fdc0553c881769bdeecb3028322d974098bb88dcddbff376
broward-county,2025-09-26,2025-09-28,ok,16822,False,False,False,https://data.insideairbnb.com/united-states/fl/broward-county/2025-09-26/data/listings.csv.gz,1cef0d3eda38265f22976acc38238795535d9c84bb947e2cce3cac87204e867d
broward-county,2025-12-28,2026-01-05,ok,16424,False,False,False,https://data.insideairbnb.com/united-states/fl/broward-county/2025-12-28/data/listings.csv.gz,3300ede894177412f4d1f8ee2a8d0ea7d42da47c9ec6071a8395d0d659c762e3
broward-county,2026-03-30,2026-04-02,ok,9791,False,False,False,https://data.insideairbnb.com/united-states/fl/broward-county/2026-03-30/data/listings.csv.gz,c04f7a8a5a409b203bdb0e25f3cf81a63b92a83d7d999bfe95520b066a276f1b
broward-county,2026-06-29,2026-07-03,ok,17698,False,False,False,https://data.insideairbnb.com/united-states/fl/broward-county/2026-06-29/data/listings.csv.gz,d1d852ea6b13d0fb33c82ef48bbddc83bd33c004bf957cebfe99cb1e04613ad7
brussels,2025-09-23,2025-09-24,ok,6131,False,False,False,https://data.insideairbnb.com/belgium/bru/brussels/2025-09-23/data/listings.csv.gz,b5d04134b2fc770b0cc622b0c2c0796ce5275c4b8234bc06ea37bc764f798ec0
brussels,2025-12-27,2026-01-05,ok,5873,False,False,False,https://data.insideairbnb.com/belgium/bru/brussels/2025-12-27/data/listings.csv.gz,a602cfa8781acea1d636341f30f8bb5c50236d61fcf6301ef23faefa01764a9a
brussels,2026-03-29,2026-03-29,ok,3737,False,False,False,https://data.insideairbnb.com/belgium/bru/brussels/2026-03-29/data/listings.csv.gz,8016a5892194788f24a359401f3b7145f76ab6f093dd3c6c4ca608568b9f970e
