series,panel,cohort,portfolio,policy,start_month,end_month,markets,baseline_ids,missing_ids,disappearance_rate,mean_30d_rate,min_interval_days,max_interval_days,equal_market_mean,review_weighted_disappearance,persistence_markets,persistence_denominator,persistent_90_ids,persistent_90_rate,market_set
available_markets,broad_quarterly,all_listings,one,coverage_screen,2026-03,2026-06,95,332620,29749,0.08943839817208826,0.030133356457736477,84,107,0.08231936989430505,0.041051904966645375,0,0,,,albany | amsterdam | antwerp | asheville | athens | bangkok | barcelona | barossa-valley | barwon-south-west-vic | belize | bergamo | bologna | bordeaux | bozeman | brisbane | bristol | broward-county | brussels | budapest | buenos-aires | cape-town | columbus | crete | dallas | edinburgh | euskadi | florence | fort-worth | geneva | ghent | girona | greater-manchester | hawaii | ireland | lisbon | madrid | malaga | mallorca | malta | melbourne | menorca | mid-north-coast | milan | montreal | mornington-peninsula | naples | new-brunswick | new-orleans | new-york-city | new-zealand | newark | northern-rivers | oakland | oslo | pays-basque | portland | porto | prague | puglia | quebec-city | rhode-island | riga | rio-de-janeiro | rochester | rotterdam | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | santiago | seattle | sevilla | sicily | south-aegean | stockholm | sunshine-coast | taipei | tasmania | the-hague | thessaloniki | tokyo | toronto | trentino | twin-cities-msa | valencia | vancouver | vaud | venice | victoria | vienna | western-australia | winnipeg | zurich
available_markets,broad_quarterly,all_listings,one,exclude_feb_may_negatives,2025-09,2025-12,115,608228,75869,0.12473776281262948,0.04175264999717127,89,112,0.13958104010059702,0.07562215317185145,0,0,,,albany | amsterdam | antwerp | asheville | athens | bangkok | barcelona | barossa-valley | barwon-south-west-vic | belize | bergamo | berlin | bordeaux | boston | bozeman | brisbane | bristol | broward-county | brussels | budapest | buenos-aires | cambridge | cape-town | chicago | clark-county-nv | columbus | copenhagen | crete | dallas | denver | edinburgh | euskadi | florence | fort-worth | geneva | ghent | girona | greater-manchester | hawaii | hong-kong | ireland | istanbul | jersey-city | lisbon | london | los-angeles | lyon | madrid | malaga | mallorca | malta | melbourne | menorca | mid-north-coast | milan | montreal | mornington-peninsula | munich | naples | new-brunswick | new-orleans | new-york-city | new-zealand | newark | northern-rivers | oakland | oslo | ottawa | pacific-grove | paris | pays-basque | portland | porto | prague | puglia | quebec-city | rhode-island | riga | rio-de-janeiro | rochester | rome | rotterdam | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | santiago | seattle | sevilla | sicily | singapore | south-aegean | stockholm | sunshine-coast | sydney | taipei | tasmania | the-hague | thessaloniki | tokyo | toronto | trentino | twin-cities-msa | valencia | vancouver | vaud | venice | victoria | vienna | washington-dc | western-australia | winnipeg | zurich
available_markets,broad_quarterly,all_listings,two_to_four,coverage_screen,2025-09,2025-12,115,346521,40398,0.11658167903243959,0.037602499260049466,89,112,0.13243992792488782,0.06801019433903133,44,114996,10837,0.09423806045427667,albany | amsterdam | antwerp | asheville | athens | bangkok | barcelona | barossa-valley | barwon-south-west-vic | belize | bergamo | berlin | bordeaux | boston | bozeman | brisbane | bristol | broward-county | brussels | budapest | buenos-aires | cambridge | cape-town | chicago | clark-county-nv | columbus | copenhagen | crete | dallas | denver | edinburgh | euskadi | florence | fort-worth | geneva | ghent | girona | greater-manchester | hawaii | hong-kong | ireland | istanbul | jersey-city | lisbon | london | los-angeles | lyon | madrid | malaga | mallorca | malta | melbourne | menorca | mid-north-coast | milan | montreal | mornington-peninsula | munich | naples | new-brunswick | new-orleans | new-york-city | new-zealand | newark | northern-rivers | oakland | oslo | ottawa | pacific-grove | paris | pays-basque | portland | porto | prague | puglia | quebec-city | rhode-island | riga | rio-de-janeiro | rochester | rome | rotterdam | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | santiago | seattle | sevilla | sicily | singapore | south-aegean | stockholm | sunshine-coast | sydney | taipei | tasmania | the-hague | thessaloniki | tokyo | toronto | trentino | twin-cities-msa | valencia | vancouver | vaud | venice | victoria | vienna | washington-dc | western-australia | winnipeg | zurich
available_markets,broad_quarterly,all_listings,two_to_four,coverage_screen,2025-12,2026-03,94,259199,59990,0.2314437941504404,0.08787939405091434,71,99,0.2570905232580605,0.11068979164393311,80,223130,20798,0.09321023618518352,albany | amsterdam | antwerp | asheville | athens | bangkok | barcelona | barossa-valley | barwon-south-west-vic | belize | bergamo | bordeaux | bozeman | brisbane | bristol | broward-county | brussels | budapest | buenos-aires | cape-town | columbus | crete | dallas | edinburgh | euskadi | florence | fort-worth | geneva | ghent | girona | greater-manchester | hawaii | ireland | lisbon | madrid | malaga | mallorca | malta | melbourne | menorca | mid-north-coast | milan | montreal | mornington-peninsula | naples | new-brunswick | new-orleans | new-york-city | new-zealand | newark | northern-rivers | oakland | oslo | pays-basque | portland | porto | prague | puglia | quebec-city | rhode-island | riga | rio-de-janeiro | rochester | rotterdam | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | santiago | seattle | sevilla | sicily | south-aegean | stockholm | sunshine-coast | taipei | tasmania | the-hague | thessaloniki | tokyo | toronto | trentino | twin-cities-msa | valencia | vancouver | vaud | venice | victoria | vienna | western-australia | winnipeg | zurich
available_markets,broad_quarterly,all_listings,two_to_four,coverage_screen,2026-03,2026-06,95,222648,16215,0.07282796162552549,0.024216515268437554,84,107,0.07770391648252284,0.041506121673968166,0,0,,,albany | amsterdam | antwerp | asheville | athens | bangkok | barcelona | barossa-valley | barwon-south-west-vic | belize | bergamo | bologna | bordeaux | bozeman | brisbane | bristol | broward-county | brussels | budapest | buenos-aires | cape-town | columbus | crete | dallas | edinburgh | euskadi | florence | fort-worth | geneva | ghent | girona | greater-manchester | hawaii | ireland | lisbon | madrid | malaga | mallorca | malta | melbourne | menorca | mid-north-coast | milan | montreal | mornington-peninsula | naples | new-brunswick | new-orleans | new-york-city | new-zealand | newark | northern-rivers | oakland | oslo | pays-basque | portland | porto | prague | puglia | quebec-city | rhode-island | riga | rio-de-janeiro | rochester | rotterdam | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | santiago | seattle | sevilla | sicily | south-aegean | stockholm | sunshine-coast | taipei | tasmania | the-hague | thessaloniki | tokyo | toronto | trentino | twin-cities-msa | valencia | vancouver | vaud | venice | victoria | vienna | western-australia | winnipeg | zurich
available_markets,broad_quarterly,all_listings,two_to_four,exclude_feb_may_negatives,2025-09,2025-12,115,346521,40398,0.11658167903243959,0.037602499260049466,89,112,0.13243992792488782,0.06801019433903133,0,0,,,albany | amsterdam | antwerp | asheville | athens | bangkok | barcelona | barossa-valley | barwon-south-west-vic | belize | bergamo | berlin | bordeaux | boston | bozeman | brisbane | bristol | broward-county | brussels | budapest | buenos-aires | cambridge | cape-town | chicago | clark-county-nv | columbus | copenhagen | crete | dallas | denver | edinburgh | euskadi | florence | fort-worth | geneva | ghent | girona | greater-manchester | hawaii | hong-kong | ireland | istanbul | jersey-city | lisbon | london | los-angeles | lyon | madrid | malaga | mallorca | malta | melbourne | menorca | mid-north-coast | milan | montreal | mornington-peninsula | munich | naples | new-brunswick | new-orleans | new-york-city | new-zealand | newark | northern-rivers | oakland | oslo | ottawa | pacific-grove | paris | pays-basque | portland | porto | prague | puglia | quebec-city | rhode-island | riga | rio-de-janeiro | rochester | rome | rotterdam | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | santiago | seattle | sevilla | sicily | singapore | south-aegean | stockholm | sunshine-coast | sydney | taipei | tasmania | the-hague | thessaloniki | tokyo | toronto | trentino | twin-cities-msa | valencia | vancouver | vaud | venice | victoria | vienna | washington-dc | western-australia | winnipeg | zurich
available_markets,broad_quarterly,reviewed_str_homes,all,coverage_screen,2025-09,2025-12,115,767036,79482,0.1036222550180174,0.033052560876430596,89,112,0.1080168973980129,0.06907862402843712,44,267756,20281,0.07574433439400051,albany | amsterdam | antwerp | asheville | athens | bangkok | barcelona | barossa-valley | barwon-south-west-vic | belize | bergamo | berlin | bordeaux | boston | bozeman | brisbane | bristol | broward-county | brussels | budapest | buenos-aires | cambridge | cape-town | chicago | clark-county-nv | columbus | copenhagen | crete | dallas | denver | edinburgh | euskadi | florence | fort-worth | geneva | ghent | girona | greater-manchester | hawaii | hong-kong | ireland | istanbul | jersey-city | lisbon | london | los-angeles | lyon | madrid | malaga | mallorca | malta | melbourne | menorca | mid-north-coast | milan | montreal | mornington-peninsula | munich | naples | new-brunswick | new-orleans | new-york-city | new-zealand | newark | northern-rivers | oakland | oslo | ottawa | pacific-grove | paris | pays-basque | portland | porto | prague | puglia | quebec-city | rhode-island | riga | rio-de-janeiro | rochester | rome | rotterdam | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | santiago | seattle | sevilla | sicily | singapore | south-aegean | stockholm | sunshine-coast | sydney | taipei | tasmania | the-hague | thessaloniki | tokyo | toronto | trentino | twin-cities-msa | valencia | vancouver | vaud | venice | victoria | vienna | washington-dc | western-australia | winnipeg | zurich
available_markets,broad_quarterly,reviewed_str_homes,all,coverage_screen,2025-12,2026-03,94,585579,86567,0.14783146253537097,0.05407944893824539,71,99,0.16652578252135017,0.1044109436658404,80,484342,34495,0.07122033604353949,albany | amsterdam | antwerp | asheville | athens | bangkok | barcelona | barossa-valley | barwon-south-west-vic | belize | bergamo | bordeaux | bozeman | brisbane | bristol | broward-county | brussels | budapest | buenos-aires | cape-town | columbus | crete | dallas | edinburgh | euskadi | florence | fort-worth | geneva | ghent | girona | greater-manchester | hawaii | ireland | lisbon | madrid | malaga | mallorca | malta | melbourne | menorca | mid-north-coast | milan | montreal | mornington-peninsula | naples | new-brunswick | new-orleans | new-york-city | new-zealand | newark | northern-rivers | oakland | oslo | pays-basque | portland | porto | prague | puglia | quebec-city | rhode-island | riga | rio-de-janeiro | rochester | rotterdam | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | santiago | seattle | sevilla | sicily | south-aegean | stockholm | sunshine-coast | taipei | tasmania | the-hague | thessaloniki | tokyo | toronto | trentino | twin-cities-msa | valencia | vancouver | vaud | venice | victoria | vienna | western-australia | winnipeg | zurich
available_markets,broad_quarterly,reviewed_str_homes,all,coverage_screen,2026-03,2026-06,95,557226,28485,0.05111929450528152,0.01694996262113468,84,107,0.05640827222555201,0.03709692357812883,0,0,,,albany | amsterdam | antwerp | asheville | athens | bangkok | barcelona | barossa-valley | barwon-south-west-vic | belize | bergamo | bologna | bordeaux | bozeman | brisbane | bristol | broward-county | brussels | budapest | buenos-aires | cape-town | columbus | crete | dallas | edinburgh | euskadi | florence | fort-worth | geneva | ghent | girona | greater-manchester | hawaii | ireland | lisbon | madrid | malaga | mallorca | malta | melbourne | menorca | mid-north-coast | milan | montreal | mornington-peninsula | naples | new-brunswick | new-orleans | new-york-city | new-zealand | newark | northern-rivers | oakland | oslo | pays-basque | portland | porto | prague | puglia | quebec-city | rhode-island | riga | rio-de-janeiro | rochester | rotterdam | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | santiago | seattle | sevilla | sicily | south-aegean | stockholm | sunshine-coast | taipei | tasmania | the-hague | thessaloniki | tokyo | toronto | trentino | twin-cities-msa | valencia | vancouver | vaud | venice | victoria | vienna | western-australia | winnipeg | zurich
available_markets,broad_quarterly,reviewed_str_homes,all,exclude_feb_may_negatives,2025-09,2025-12,115,767036,79482,0.1036222550180174,0.033052560876430596,89,112,0.1080168973980129,0.06907862402843712,0,0,,,albany | amsterdam | antwerp | asheville | athens | bangkok | barcelona | barossa-valley | barwon-south-west-vic | belize | bergamo | berlin | bordeaux | boston | bozeman | brisbane | bristol | broward-county | brussels | budapest | buenos-aires | cambridge | cape-town | chicago | clark-county-nv | columbus | copenhagen | crete | dallas | denver | edinburgh | euskadi | florence | fort-worth | geneva | ghent | girona | greater-manchester | hawaii | hong-kong | ireland | istanbul | jersey-city | lisbon | london | los-angeles | lyon | madrid | malaga | mallorca | malta | melbourne | menorca | mid-north-coast | milan | montreal | mornington-peninsula | munich | naples | new-brunswick | new-orleans | new-york-city | new-zealand | newark | northern-rivers | oakland | oslo | ottawa | pacific-grove | paris | pays-basque | portland | porto | prague | puglia | quebec-city | rhode-island | riga | rio-de-janeiro | rochester | rome | rotterdam | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | santiago | seattle | sevilla | sicily | singapore | south-aegean | stockholm | sunshine-coast | sydney | taipei | tasmania | the-hague | thessaloniki | tokyo | toronto | trentino | twin-cities-msa | valencia | vancouver | vaud | venice | victoria | vienna | washington-dc | western-australia | winnipeg | zurich
available_markets,broad_quarterly,reviewed_str_homes,five_plus,coverage_screen,2025-09,2025-12,115,297914,30412,0.10208315151352404,0.032148207588105646,89,112,0.10671055585365227,0.07343331302498197,44,102935,7652,0.07433817457618885,albany | amsterdam | antwerp | asheville | athens | bangkok | barcelona | barossa-valley | barwon-south-west-vic | belize | bergamo | berlin | bordeaux | boston | bozeman | brisbane | bristol | broward-county | brussels | budapest | buenos-aires | cambridge | cape-town | chicago | clark-county-nv | columbus | copenhagen | crete | dallas | denver | edinburgh | euskadi | florence | fort-worth | geneva | ghent | girona | greater-manchester | hawaii | hong-kong | ireland | istanbul | jersey-city | lisbon | london | los-angeles | lyon | madrid | malaga | mallorca | malta | melbourne | menorca | mid-north-coast | milan | montreal | mornington-peninsula | munich | naples | new-brunswick | new-orleans | new-york-city | new-zealand | newark | northern-rivers | oakland | oslo | ottawa | pacific-grove | paris | pays-basque | portland | porto | prague | puglia | quebec-city | rhode-island | riga | rio-de-janeiro | rochester | rome | rotterdam | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | santiago | seattle | sevilla | sicily | singapore | south-aegean | stockholm | sunshine-coast | sydney | taipei | tasmania | the-hague | thessaloniki | tokyo | toronto | trentino | twin-cities-msa | valencia | vancouver | vaud | venice | victoria | vienna | washington-dc | western-australia | winnipeg | zurich
available_markets,broad_quarterly,reviewed_str_homes,five_plus,coverage_screen,2025-12,2026-03,94,228075,34094,0.14948591472103476,0.054847723054516635,71,99,0.15894534873134405,0.10755886414233531,80,183580,14295,0.07786795947270944,albany | amsterdam | antwerp | asheville | athens | bangkok | barcelona | barossa-valley | barwon-south-west-vic | belize | bergamo | bordeaux | bozeman | brisbane | bristol | broward-county | brussels | budapest | buenos-aires | cape-town | columbus | crete | dallas | edinburgh | euskadi | florence | fort-worth | geneva | ghent | girona | greater-manchester | hawaii | ireland | lisbon | madrid | malaga | mallorca | malta | melbourne | menorca | mid-north-coast | milan | montreal | mornington-peninsula | naples | new-brunswick | new-orleans | new-york-city | new-zealand | newark | northern-rivers | oakland | oslo | pays-basque | portland | porto | prague | puglia | quebec-city | rhode-island | riga | rio-de-janeiro | rochester | rotterdam | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | santiago | seattle | sevilla | sicily | south-aegean | stockholm | sunshine-coast | taipei | tasmania | the-hague | thessaloniki | tokyo | toronto | trentino | twin-cities-msa | valencia | vancouver | vaud | venice | victoria | vienna | western-australia | winnipeg | zurich
