feature,n,r,perm_p,knowable_before_print,wf_start,wf_n,wf_rmse,wf_rmse_naive,wf_rmse_prior,wf_rmse_ar1,wf_ratio_vs_naive,wf_ratio_vs_prior,wf_ratio_vs_ar1,sign_acc,wf_first_t,wf_last_t,target,window,source,region,asset,vintage,last_period,jk_ratio_min,jk_ratio_max,jk_n_below_1
eurostat_eu27_i552_m1,16,0.4627256592481283,0.06293706293706294,"yes (July 2026 vintage, not yet published for 3Q26)",1Q23,12.0,6.336995748949013,3.0475810079471226,6.282567150456889,3.137906604783577,2.0793526841203374,1.0086634328274813,2.0194978841271403,0.5,6.0,17.0,emea_nights_yoy_mid,2022Q1+,eurostat_tour_occ_nim,EMEA,short-stay accommodation nights (NACE I552),m1,2026-06,1.5225964376753982,2.3596856197668346,0.0
eurostat_eu27_i552_m1,14,0.4838609731091509,0.0899100899100899,"yes (July 2026 vintage, not yet published for 3Q26)",1Q24,10.0,5.024210103146266,3.262368771307131,4.718178674022424,3.068738699827573,1.5400497170444711,1.0648621958317952,1.6372231703626534,0.6,4.0,13.0,emea_nights_yoy_mid,2023Q1+,eurostat_tour_occ_nim,EMEA,short-stay accommodation nights (NACE I552),m1,2026-06,0.9654556519014478,1.73372564775558,1.0
eurostat_eu27_i551_full,18,0.8985398316027904,0.000999000999000999,partial (Jul and Aug by late Oct; Sep after the print),1Q23,14.0,3.393930259479758,2.8766200777003164,12.303396798677765,3.991395294312871,1.1798326396278926,0.2758531091059747,0.8503117354263533,0.5,4.0,17.0,total_nights_yoy,2022Q1+,eurostat_tour_occ_nim,EMEA,hotel nights (I551),full,2026-06,1.1063743105741193,1.4440023739945709,0.0
eurostat_eu27_i551_full,14,0.8215980590221931,0.007992007992007992,partial (Jul and Aug by late Oct; Sep after the print),1Q24,10.0,1.853432041539434,2.1591433023308118,3.668825534145771,2.1062914888331665,0.858410851905309,0.5051840225951155,0.8799504016256504,0.6,4.0,13.0,total_nights_yoy,2023Q1+,eurostat_tour_occ_nim,EMEA,hotel nights (I551),full,2026-06,0.7416768335551225,1.088646422697131,8.0
eurostat_eu27_i551_full,16,0.9338428219417378,0.000999000999000999,partial (Jul and Aug by late Oct; Sep after the print),1Q23,12.0,2.3382831726902182,3.0475810079471226,6.282567150456889,3.137906604783577,0.7672587427841029,0.3721859419393823,0.7451729663099679,0.75,6.0,17.0,emea_nights_yoy_mid,2022Q1+,eurostat_tour_occ_nim,EMEA,hotel nights (I551),full,2026-06,0.6632778292381232,0.8989864080322137,12.0
eurostat_eu27_i551_full,14,0.8827821315359096,0.000999000999000999,partial (Jul and Aug by late Oct; Sep after the print),1Q24,10.0,2.5627183533538056,3.262368771307131,4.718178674022424,3.068738699827573,0.7855391382768181,0.5431583944592315,0.8351047788779802,0.7,4.0,13.0,emea_nights_yoy_mid,2023Q1+,eurostat_tour_occ_nim,EMEA,hotel nights (I551),full,2026-06,0.6837233706355764,0.9178733492898096,10.0
eurostat_eu27_i551_lag1,18,0.6986157585112571,0.011988011988011988,yes (prior quarter already published),1Q23,14.0,5.942377645636567,2.8766200777003164,12.303396798677765,3.991395294312871,2.0657499027077426,0.48298675096581367,1.4887970765770926,0.35714285714285715,4.0,17.0,total_nights_yoy,2022Q1+,eurostat_tour_occ_nim,EMEA,hotel nights (I551),lag1,2026-06,1.8578434727188962,2.336406421773873,0.0
eurostat_eu27_i551_lag1,14,0.5853670591530682,0.03696303696303696,yes (prior quarter already published),1Q24,10.0,2.2823492619502876,2.1591433023308118,3.668825534145771,2.1062914888331665,1.0570624281799519,0.6220926126654036,1.0835866137476788,0.6,4.0,13.0,total_nights_yoy,2023Q1+,eurostat_tour_occ_nim,EMEA,hotel nights (I551),lag1,2026-06,0.9321882210805531,1.2558028558930525,2.0
eurostat_eu27_i551_lag1,16,0.5394616563337172,0.06493506493506493,yes (prior quarter already published),1Q23,12.0,5.727447029926212,3.0475810079471226,6.282567150456889,3.137906604783577,1.8793420142043316,0.9116411958302258,1.8252445822303998,0.4166666666666667,6.0,17.0,emea_nights_yoy_mid,2022Q1+,eurostat_tour_occ_nim,EMEA,hotel nights (I551),lag1,2026-06,1.697269899142374,2.134538939153579,0.0
eurostat_eu27_i551_lag1,14,0.6675119709359169,0.02097902097902098,yes (prior quarter already published),1Q24,10.0,3.2480762021681313,3.262368771307131,4.718178674022424,3.068738699827573,0.9956189596759556,0.6884173802174017,1.0584401344925962,0.7,4.0,13.0,emea_nights_yoy_mid,2023Q1+,eurostat_tour_occ_nim,EMEA,hotel nights (I551),lag1,2026-06,0.8786211877144292,1.0810210981597237,5.0
eurostat_eu27_i551_m1,18,0.6305841240355128,0.06793206793206794,"yes (July 2026 vintage, not yet published for 3Q26)",1Q23,14.0,7.383070385966611,2.8766200777003164,12.303396798677765,3.991395294312871,2.5665782016890213,0.6000839042076626,1.8497467280392796,0.35714285714285715,4.0,17.0,total_nights_yoy,2022Q1+,eurostat_tour_occ_nim,EMEA,hotel nights (I551),m1,2026-06,2.3850205484352465,3.111786156855322,0.0
eurostat_eu27_i551_m1,14,0.7748034037625398,0.03296703296703297,"yes (July 2026 vintage, not yet published for 3Q26)",1Q24,10.0,2.050689483633913,2.1591433023308118,3.668825534145771,2.1062914888331665,0.9497699765551356,0.5589498504489078,0.973601941851811,0.6,4.0,13.0,total_nights_yoy,2023Q1+,eurostat_tour_occ_nim,EMEA,hotel nights (I551),m1,2026-06,0.7752849888054759,1.116758954460026,8.0
eurostat_eu27_i551_m1,16,0.778454736936872,0.001998001998001998,"yes (July 2026 vintage, not yet published for 3Q26)",1Q23,12.0,4.0193158107434765,3.0475810079471226,6.282567150456889,3.137906604783577,1.3188544620347673,0.6397569201391152,1.2808908348694115,0.5,6.0,17.0,emea_nights_yoy_mid,2022Q1+,eurostat_tour_occ_nim,EMEA,hotel nights (I551),m1,2026-06,1.1707081140613524,1.452262007426083,0.0
eurostat_eu27_i551_m1,14,0.8257088579284632,0.007992007992007992,"yes (July 2026 vintage, not yet published for 3Q26)",1Q24,10.0,3.00512980337368,3.262368771307131,4.718178674022424,3.068738699827573,0.9211496351375437,0.6369258162942131,0.979271973707808,0.8,4.0,13.0,emea_nights_yoy_mid,2023Q1+,eurostat_tour_occ_nim,EMEA,hotel nights (I551),m1,2026-06,0.7689372433472449,1.010162465647441,9.0
eurostat_eu27_i551_i553_full,18,0.9156646003973792,0.000999000999000999,partial (Jul and Aug by late Oct; Sep after the print),1Q23,14.0,3.475522851268794,2.8766200777003164,12.303396798677765,3.991395294312871,1.2081966882631452,0.28248482172356704,0.8707538579856732,0.5,4.0,17.0,total_nights_yoy,2022Q1+,eurostat_tour_occ_nim,EMEA,all collective accommodation nights,full,2026-06,1.1129504354695847,1.4948442444918244,0.0
eurostat_eu27_i551_i553_full,14,0.7569710064308341,0.013986013986013986,partial (Jul and Aug by late Oct; Sep after the print),1Q24,10.0,2.1394601523352086,2.1591433023308118,3.668825534145771,2.1062914888331665,0.9908838149027186,0.583145786689295,1.0157474232212829,0.5,4.0,13.0,total_nights_yoy,2023Q1+,eurostat_tour_occ_nim,EMEA,all collective accommodation nights,full,2026-06,0.7878852684222986,1.2738206062586857,8.0
eurostat_eu27_i551_i553_full,16,0.8955084800488016,0.002997002997002997,partial (Jul and Aug by late Oct; Sep after the print),1Q23,12.0,2.9373593153281665,3.0475810079471226,6.282567150456889,3.137906604783577,0.9638330556820203,0.4675412526413748,0.9360888277714555,0.75,6.0,17.0,emea_nights_yoy_mid,2022Q1+,eurostat_tour_occ_nim,EMEA,all collective accommodation nights,full,2026-06,0.7439472615842937,1.1536837743568027,10.0
eurostat_eu27_i551_i553_full,14,0.8347185533842371,0.007992007992007992,partial (Jul and Aug by late Oct; Sep after the print),1Q24,10.0,2.9761982486758565,3.262368771307131,4.718178674022424,3.068738699827573,0.9122813689402088,0.6307938834665912,0.9698441411264778,0.7,4.0,13.0,emea_nights_yoy_mid,2023Q1+,eurostat_tour_occ_nim,EMEA,all collective accommodation nights,full,2026-06,0.7188394333959139,1.0903967402089156,8.0
eurostat_eu27_i551_i553_lag1,18,0.6890569022909189,0.01898101898101898,yes (prior quarter already published),1Q23,14.0,6.16296633121662,2.8766200777003164,12.303396798677765,3.991395294312871,2.142433190601777,0.5009158391021696,1.5440631350139402,0.35714285714285715,4.0,17.0,total_nights_yoy,2022Q1+,eurostat_tour_occ_nim,EMEA,all collective accommodation nights,lag1,2026-06,1.9454452690078958,2.446251659897796,0.0
eurostat_eu27_i551_i553_lag1,14,0.5286844119313607,0.060939060939060936,yes (prior quarter already published),1Q24,10.0,2.4389553496877503,2.1591433023308118,3.668825534145771,2.1062914888331665,1.1295940140030907,0.6647782313408978,1.157938187861582,0.5,4.0,13.0,total_nights_yoy,2023Q1+,eurostat_tour_occ_nim,EMEA,all collective accommodation nights,lag1,2026-06,0.9911346023453593,1.3401235988168398,1.0
eurostat_eu27_i551_i553_lag1,16,0.5226598942048515,0.06793206793206794,yes (prior quarter already published),1Q23,12.0,5.813145818909747,3.0475810079471226,6.282567150456889,3.137906604783577,1.9074622803301733,0.9252819237255578,1.8525553979356508,0.4166666666666667,6.0,17.0,emea_nights_yoy_mid,2022Q1+,eurostat_tour_occ_nim,EMEA,all collective accommodation nights,lag1,2026-06,1.7233763738879724,2.16668534707276,0.0
eurostat_eu27_i551_i553_lag1,14,0.5895727845932592,0.056943056943056944,yes (prior quarter already published),1Q24,10.0,3.609319881411815,3.262368771307131,4.718178674022424,3.068738699827573,1.1063494455795906,0.7649816021771669,1.1761574491873863,0.6,4.0,13.0,emea_nights_yoy_mid,2023Q1+,eurostat_tour_occ_nim,EMEA,all collective accommodation nights,lag1,2026-06,0.989537596477546,1.2098193511280204,1.0
eurostat_eu27_i551_i553_m1,18,0.6712826212338191,0.06593406593406594,"yes (July 2026 vintage, not yet published for 3Q26)",1Q23,14.0,6.830084077749451,2.8766200777003164,12.303396798677765,3.991395294312871,2.3743434632527802,0.5551380801181243,1.7112021170845386,0.35714285714285715,4.0,17.0,total_nights_yoy,2022Q1+,eurostat_tour_occ_nim,EMEA,all collective accommodation nights,m1,2026-06,2.215754344546592,2.8799988156199134,0.0
eurostat_eu27_i551_i553_m1,14,0.7032872536136343,0.03796203796203796,"yes (July 2026 vintage, not yet published for 3Q26)",1Q24,10.0,2.3367614788967708,2.1591433023308118,3.668825534145771,2.1062914888331665,1.0822632644967192,0.636923575991424,1.1094197983923293,0.6,4.0,13.0,total_nights_yoy,2023Q1+,eurostat_tour_occ_nim,EMEA,all collective accommodation nights,m1,2026-06,0.7836858987156019,1.2976982447361978,1.0
eurostat_eu27_i551_i553_m1,16,0.7131834357483353,0.006993006993006993,"yes (July 2026 vintage, not yet published for 3Q26)",1Q23,12.0,4.616990940354724,3.0475810079471226,6.282567150456889,3.137906604783577,1.5149690617952662,0.7348892307532219,1.4713602161760835,0.5,6.0,17.0,emea_nights_yoy_mid,2022Q1+,eurostat_tour_occ_nim,EMEA,all collective accommodation nights,m1,2026-06,1.243457852089715,1.6858400559301578,0.0
eurostat_eu27_i551_i553_m1,14,0.7613027633094367,0.016983016983016984,"yes (July 2026 vintage, not yet published for 3Q26)",1Q24,10.0,3.4521198931531467,3.262368771307131,4.718178674022424,3.068738699827573,1.0581636029362764,0.731663663387738,1.1249311951347032,0.8,4.0,13.0,emea_nights_yoy_mid,2023Q1+,eurostat_tour_occ_nim,EMEA,all collective accommodation nights,m1,2026-06,0.7841577382846615,1.1694717634949872,2.0
eurostat_es_i552_full,18,0.912245505066427,0.000999000999000999,partial (Jul and Aug by late Oct; Sep after the print),1Q23,14.0,3.8107261059810593,2.8766200777003164,12.303396798677765,3.991395294312871,1.32472346123215,0.30972959487014146,0.9547353306275532,0.5714285714285714,4.0,17.0,total_nights_yoy,2022Q1+,eurostat_tour_occ_nim,EMEA,short-stay accommodation nights (NACE I552),full,2026-06,1.22378677970529,1.6551176621925077,0.0
eurostat_es_i552_full,14,0.495664338111751,0.07092907092907093,partial (Jul and Aug by late Oct; Sep after the print),1Q24,10.0,2.900189976455145,2.1591433023308118,3.668825534145771,2.1062914888331665,1.3432132889578785,0.7904954731324964,1.376917673470626,0.4,4.0,13.0,total_nights_yoy,2023Q1+,eurostat_tour_occ_nim,EMEA,short-stay accommodation nights (NACE I552),full,2026-06,1.1262152161049657,1.7292659593332171,0.0
eurostat_es_i552_full,16,0.7569222544239477,0.002997002997002997,partial (Jul and Aug by late Oct; Sep after the print),1Q23,12.0,4.296941058161206,3.0475810079471226,6.282567150456889,3.137906604783577,1.4099513833942885,0.6839466981023383,1.3693655036165642,0.5,6.0,17.0,emea_nights_yoy_mid,2022Q1+,eurostat_tour_occ_nim,EMEA,short-stay accommodation nights (NACE I552),full,2026-06,1.1988503329281304,1.6799818766562296,0.0
eurostat_es_i552_full,14,0.6597019684383544,0.01098901098901099,partial (Jul and Aug by late Oct; Sep after the print),1Q24,10.0,4.06387169421914,3.262368771307131,4.718178674022424,3.068738699827573,1.245681276120992,0.8613221276663813,1.324280784951642,0.6,4.0,13.0,emea_nights_yoy_mid,2023Q1+,eurostat_tour_occ_nim,EMEA,short-stay accommodation nights (NACE I552),full,2026-06,1.013282525352272,1.509814090641271,0.0
eurostat_es_i552_lag1,18,0.80903066342859,0.000999000999000999,yes (prior quarter already published),1Q23,14.0,3.666994683314733,2.8766200777003164,12.303396798677765,3.991395294312871,1.2747580786706716,0.29804733955331925,0.9187250104091771,0.5,4.0,17.0,total_nights_yoy,2022Q1+,eurostat_tour_occ_nim,EMEA,short-stay accommodation nights (NACE I552),lag1,2026-06,1.1721666773492796,1.4579346991237336,0.0
eurostat_es_i552_lag1,14,0.4085750804927055,0.16283716283716285,yes (prior quarter already published),1Q24,10.0,2.7682858302074367,2.1591433023308118,3.668825534145771,2.1062914888331665,1.2821223247290028,0.7545427833629568,1.3142937930879637,0.5,4.0,13.0,total_nights_yoy,2023Q1+,eurostat_tour_occ_nim,EMEA,short-stay accommodation nights (NACE I552),lag1,2026-06,1.0937799403682777,1.5797075649900305,0.0
eurostat_es_i552_lag1,16,0.5184233948516261,0.06693306693306693,yes (prior quarter already published),1Q23,12.0,5.807134711724868,3.0475810079471226,6.282567150456889,3.137906604783577,1.905489861165858,0.9243251321718947,1.850639755457409,0.4166666666666667,6.0,17.0,emea_nights_yoy_mid,2022Q1+,eurostat_tour_occ_nim,EMEA,short-stay accommodation nights (NACE I552),lag1,2026-06,1.7410635286436,2.1728922550726137,0.0
eurostat_es_i552_lag1,14,0.45016791758361235,0.0919080919080919,yes (prior quarter already published),1Q24,10.0,4.235839104805306,3.262368771307131,4.718178674022424,3.068738699827573,1.2983937138130879,0.8977699653739681,1.380319251372986,0.5,4.0,13.0,emea_nights_yoy_mid,2023Q1+,eurostat_tour_occ_nim,EMEA,short-stay accommodation nights (NACE I552),lag1,2026-06,1.1241404755138569,1.499075272583206,0.0
eurostat_es_i552_m1,18,0.777159316725805,0.008991008991008992,"yes (July 2026 vintage, not yet published for 3Q26)",1Q23,14.0,5.19239569143925,2.8766200777003164,12.303396798677765,3.991395294312871,1.8050335293460986,0.422029442470495,1.3008973826364985,0.35714285714285715,4.0,17.0,total_nights_yoy,2022Q1+,eurostat_tour_occ_nim,EMEA,short-stay accommodation nights (NACE I552),m1,2026-06,1.69611533659929,2.170191412315282,0.0
eurostat_es_i552_m1,14,0.4928971618654107,0.08391608391608392,"yes (July 2026 vintage, not yet published for 3Q26)",1Q24,10.0,2.7891000756425197,2.1591433023308118,3.668825534145771,2.1062914888331665,1.2917623728965395,0.7602160554336411,1.3241757327650847,0.6,4.0,13.0,total_nights_yoy,2023Q1+,eurostat_tour_occ_nim,EMEA,short-stay accommodation nights (NACE I552),m1,2026-06,0.9173212137060124,1.5733190169654507,1.0
eurostat_es_i552_m1,16,0.687060797711572,0.002997002997002997,"yes (July 2026 vintage, not yet published for 3Q26)",1Q23,12.0,4.82039787359348,3.0475810079471226,6.282567150456889,3.137906604783577,1.581712794843981,0.7672656349153267,1.5361827105513695,0.5833333333333334,6.0,17.0,emea_nights_yoy_mid,2022Q1+,eurostat_tour_occ_nim,EMEA,short-stay accommodation nights (NACE I552),m1,2026-06,1.282836357078522,1.7941081333392066,0.0
eurostat_es_i552_m1,14,0.6070089346763416,0.028971028971028972,"yes (July 2026 vintage, not yet published for 3Q26)",1Q24,10.0,4.197519937481253,3.262368771307131,4.718178674022424,3.068738699827573,1.2866479027137805,0.8896483638044828,1.3678323076895091,0.7,4.0,13.0,emea_nights_yoy_mid,2023Q1+,eurostat_tour_occ_nim,EMEA,short-stay accommodation nights (NACE I552),m1,2026-06,0.8967157307235002,1.456197180858583,1.0
eurostat_es_i551_full,18,0.9150680029853405,0.000999000999000999,partial (Jul and Aug by late Oct; Sep after the print),1Q23,14.0,3.5626900373230037,2.8766200777003164,12.303396798677765,3.991395294312871,1.2384986341926525,0.28956962825956184,0.8925926335583181,0.5714285714285714,4.0,17.0,total_nights_yoy,2022Q1+,eurostat_tour_occ_nim,EMEA,hotel nights (I551),full,2026-06,1.1520435015457355,1.5367851541650608,0.0
eurostat_es_i551_full,14,0.7773609678656039,0.008991008991008992,partial (Jul and Aug by late Oct; Sep after the print),1Q24,10.0,2.097982950413028,2.1591433023308118,3.668825534145771,2.1062914888331665,0.9716737875379736,0.5718404788908859,0.9960553710328377,0.4,4.0,13.0,total_nights_yoy,2023Q1+,eurostat_tour_occ_nim,EMEA,hotel nights (I551),full,2026-06,0.7505387294253841,1.2746571713721275,8.0
eurostat_es_i551_full,16,0.8443622061119856,0.000999000999000999,partial (Jul and Aug by late Oct; Sep after the print),1Q23,12.0,3.3690636572087147,3.0475810079471226,6.282567150456889,3.137906604783577,1.1054878109632746,0.5362558929376036,1.0736660078004714,0.5,6.0,17.0,emea_nights_yoy_mid,2022Q1+,eurostat_tour_occ_nim,EMEA,hotel nights (I551),full,2026-06,1.0251338694833452,1.3211808154155997,0.0
eurostat_es_i551_full,14,0.8683915183335029,0.001998001998001998,partial (Jul and Aug by late Oct; Sep after the print),1Q24,10.0,2.7523129738099166,3.262368771307131,4.718178674022424,3.068738699827573,0.8436547695088282,0.5833422521626268,0.8968873674270684,0.5,4.0,13.0,emea_nights_yoy_mid,2023Q1+,eurostat_tour_occ_nim,EMEA,hotel nights (I551),full,2026-06,0.7425943408479219,1.0362428806301003,9.0
eurostat_es_i551_lag1,18,0.8178974019721891,0.001998001998001998,yes (prior quarter already published),1Q23,14.0,3.437574349640333,2.8766200777003164,12.303396798677765,3.991395294312871,1.1950046432229817,0.2794004294821871,0.8612462801011845,0.5,4.0,17.0,total_nights_yoy,2022Q1+,eurostat_tour_occ_nim,EMEA,hotel nights (I551),lag1,2026-06,1.1061607377574927,1.3468133331221726,0.0
eurostat_es_i551_lag1,14,0.560333371415223,0.04695304695304695,yes (prior quarter already published),1Q24,10.0,2.3673870167664357,2.1591433023308118,3.668825534145771,2.1062914888331665,1.0964473799450103,0.6452710805496629,1.1239598266989672,0.6,4.0,13.0,total_nights_yoy,2023Q1+,eurostat_tour_occ_nim,EMEA,hotel nights (I551),lag1,2026-06,0.924444688098108,1.330238096032479,1.0
eurostat_es_i551_lag1,16,0.5431260992999615,0.056943056943056944,yes (prior quarter already published),1Q23,12.0,5.692544581469903,3.0475810079471226,6.282567150456889,3.137906604783577,1.8678895053570541,0.9060857520728486,1.8141217373365772,0.4166666666666667,6.0,17.0,emea_nights_yoy_mid,2022Q1+,eurostat_tour_occ_nim,EMEA,hotel nights (I551),lag1,2026-06,1.7004508478983056,2.1223814502095864,0.0
eurostat_es_i551_lag1,14,0.663639306031404,0.015984015984015984,yes (prior quarter already published),1Q24,10.0,3.3177536087179966,3.262368771307131,4.718178674022424,3.068738699827573,1.0169768782419637,0.7031852411577894,1.0811456866315843,0.6,4.0,13.0,emea_nights_yoy_mid,2023Q1+,eurostat_tour_occ_nim,EMEA,hotel nights (I551),lag1,2026-06,0.8204087621181402,1.1406284261860866,3.0
eurostat_es_i551_m1,18,0.6993364666131795,0.03596403596403597,"yes (July 2026 vintage, not yet published for 3Q26)",1Q23,14.0,6.335599831876783,2.8766200777003164,12.303396798677765,3.991395294312871,2.2024458081867078,0.5149472081204163,1.5873145516065634,0.35714285714285715,4.0,17.0,total_nights_yoy,2022Q1+,eurostat_tour_occ_nim,EMEA,hotel nights (I551),m1,2026-06,2.075380196495167,2.6660830609046124,0.0
eurostat_es_i551_m1,14,0.8071904481909005,0.005994005994005994,"yes (July 2026 vintage, not yet published for 3Q26)",1Q24,10.0,1.9058658237410326,2.1591433023308118,3.668825534145771,2.1062914888331665,0.8826953827861429,0.5194757303129116,0.9048442885731999,0.5,4.0,13.0,total_nights_yoy,2023Q1+,eurostat_tour_occ_nim,EMEA,hotel nights (I551),m1,2026-06,0.7180907130834109,1.0596625169133818,8.0
eurostat_es_i551_m1,16,0.8110148465320396,0.001998001998001998,"yes (July 2026 vintage, not yet published for 3Q26)",1Q23,12.0,3.6907199730214866,3.0475810079471226,6.282567150456889,3.137906604783577,1.2110326069749293,0.5874541225959018,1.1761726647297832,0.5,6.0,17.0,emea_nights_yoy_mid,2022Q1+,eurostat_tour_occ_nim,EMEA,hotel nights (I551),m1,2026-06,1.091717451353194,1.358311913155183,0.0
eurostat_es_i551_m1,14,0.8587809407807329,0.001998001998001998,"yes (July 2026 vintage, not yet published for 3Q26)",1Q24,10.0,2.7731237655049408,3.262368771307131,4.718178674022424,3.068738699827573,0.8500338128217906,0.5877530202010661,0.9036689131142895,0.7,4.0,13.0,emea_nights_yoy_mid,2023Q1+,eurostat_tour_occ_nim,EMEA,hotel nights (I551),m1,2026-06,0.7079558001557718,0.9322703473468656,10.0
eurostat_es_i551_i553_full,18,0.9164416436106816,0.000999000999000999,partial (Jul and Aug by late Oct; Sep after the print),1Q23,14.0,3.5654493940331915,2.8766200777003164,12.303396798677765,3.991395294312871,1.2394578699052787,0.289793904266858,0.8932839599007927,0.5714285714285714,4.0,17.0,total_nights_yoy,2022Q1+,eurostat_tour_occ_nim,EMEA,all collective accommodation nights,full,2026-06,1.1416319138553686,1.5384602231652813,0.0
eurostat_es_i551_i553_full,14,0.7151734896710439,0.022977022977022976,partial (Jul and Aug by late Oct; Sep after the print),1Q24,10.0,2.3325975894952604,2.1591433023308118,3.668825534145771,2.1062914888331665,1.080334773045033,0.6357886380221046,1.1074429165487736,0.4,4.0,13.0,total_nights_yoy,2023Q1+,eurostat_tour_occ_nim,EMEA,all collective accommodation nights,full,2026-06,0.8253935158431596,1.4173334846057777,2.0
eurostat_es_i551_i553_full,16,0.8438522523275648,0.001998001998001998,partial (Jul and Aug by late Oct; Sep after the print),1Q23,12.0,3.3774916210203503,3.0475810079471226,6.282567150456889,3.137906604783577,1.1082532711067976,0.5375973770172481,1.0763518633319227,0.5,6.0,17.0,emea_nights_yoy_mid,2022Q1+,eurostat_tour_occ_nim,EMEA,all collective accommodation nights,full,2026-06,0.9906181565709122,1.3392126750649487,1.0
