scope,cohort,policy,statistic,markets,countries,baseline_ids,event_ids,listing_weighted_rate,equal_market_weighted_rate,min_market_rate,max_market_rate,leave_one_market_out_min,leave_one_market_out_max,max_market_baseline_weight,min_interval_days,max_interval_days,market_set
North America,all_listings,exclude_march_negatives,id_attrition,41,2,321409,73552,0.22884237840259608,0.2077810189400498,0.10291595197255575,0.29950311641895133,0.21707443661690676,0.2398351114074568,0.14276513725502396,271,295,albany | asheville | boston | bozeman | broward-county | cambridge | chicago | clark-county-nv | columbus | dallas | denver | fort-worth | hawaii | jersey-city | los-angeles | montreal | nashville | new-brunswick | new-orleans | new-york-city | newark | oakland | ottawa | pacific-grove | portland | quebec-city | rhode-island | rochester | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | seattle | toronto | twin-cities-msa | vancouver | victoria | washington-dc | winnipeg
North America,all_listings,exclude_march_negatives,persistent_90,40,2,311966,25362,0.08129732086188879,0.08247595367523892,0.029159519725557463,0.1396011396011396,0.07793144918821407,0.0854895789519486,0.14708654148208458,271,295,albany | asheville | boston | bozeman | broward-county | cambridge | chicago | clark-county-nv | columbus | dallas | denver | fort-worth | hawaii | jersey-city | los-angeles | montreal | new-brunswick | new-orleans | new-york-city | newark | oakland | ottawa | pacific-grove | portland | quebec-city | rhode-island | rochester | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | seattle | toronto | twin-cities-msa | vancouver | victoria | washington-dc | winnipeg
North America,reviewed_str_homes,coverage_screen,id_attrition,41,2,131083,22712,0.1732642676777309,0.16245583641172717,0.06862745098039216,0.2649357900614182,0.1656757054767216,0.18374307743400561,0.15007285460357178,271,295,albany | asheville | boston | bozeman | broward-county | cambridge | chicago | clark-county-nv | columbus | dallas | denver | fort-worth | hawaii | jersey-city | los-angeles | montreal | nashville | new-brunswick | new-orleans | new-york-city | newark | oakland | ottawa | pacific-grove | portland | quebec-city | rhode-island | rochester | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | seattle | toronto | twin-cities-msa | vancouver | victoria | washington-dc | winnipeg
North America,reviewed_str_homes,coverage_screen,persistent_90,40,2,124445,13309,0.10694684398730363,0.10836539968129363,0.029411764705882353,0.19310614962788875,0.09924452653786558,0.11769253529058059,0.15807786572381374,271,295,albany | asheville | boston | bozeman | broward-county | cambridge | chicago | clark-county-nv | columbus | dallas | denver | fort-worth | hawaii | jersey-city | los-angeles | montreal | new-brunswick | new-orleans | new-york-city | newark | oakland | ottawa | pacific-grove | portland | quebec-city | rhode-island | rochester | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | seattle | toronto | twin-cities-msa | vancouver | victoria | washington-dc | winnipeg
North America,reviewed_str_homes,exclude_march_negatives,id_attrition,41,2,131083,22712,0.1732642676777309,0.16245583641172717,0.06862745098039216,0.2649357900614182,0.1656757054767216,0.18374307743400561,0.15007285460357178,271,295,albany | asheville | boston | bozeman | broward-county | cambridge | chicago | clark-county-nv | columbus | dallas | denver | fort-worth | hawaii | jersey-city | los-angeles | montreal | nashville | new-brunswick | new-orleans | new-york-city | newark | oakland | ottawa | pacific-grove | portland | quebec-city | rhode-island | rochester | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | seattle | toronto | twin-cities-msa | vancouver | victoria | washington-dc | winnipeg
North America,reviewed_str_homes,exclude_march_negatives,persistent_90,40,2,124445,8714,0.07002290168347462,0.06476913458580047,0.023622047244094488,0.12532347504621072,0.06646533825868903,0.0738358164794365,0.15807786572381374,271,295,albany | asheville | boston | bozeman | broward-county | cambridge | chicago | clark-county-nv | columbus | dallas | denver | fort-worth | hawaii | jersey-city | los-angeles | montreal | new-brunswick | new-orleans | new-york-city | newark | oakland | ottawa | pacific-grove | portland | quebec-city | rhode-island | rochester | salem-or | san-diego | san-francisco | san-mateo-county | santa-clara-county | santa-cruz-county | seattle | toronto | twin-cities-msa | vancouver | victoria | washington-dc | winnipeg
Latin America,all_listings,coverage_screen,id_attrition,5,5,117417,25614,0.21814558368890366,0.2224879576962478,0.20106465565043807,0.2589434772239447,0.21134681305579014,0.22325874775911295,0.3667952681468612,276,281,belize | buenos-aires | mexico-city | rio-de-janeiro | santiago
Latin America,all_listings,coverage_screen,persistent_90,4,4,90366,13924,0.15408450080782596,0.15150562377970486,0.09601039153831879,0.1907345575959933,0.13309230834284747,0.1787578246952902,0.476595179602948,276,278,belize | buenos-aires | rio-de-janeiro | santiago
Latin America,all_listings,exclude_march_negatives,id_attrition,5,5,117417,25614,0.21814558368890366,0.2224879576962478,0.20106465565043807,0.2589434772239447,0.21134681305579014,0.22325874775911295,0.3667952681468612,276,281,belize | buenos-aires | mexico-city | rio-de-janeiro | santiago
Latin America,all_listings,exclude_march_negatives,persistent_90,4,4,90366,7877,0.08716774007923334,0.07880110084560416,0.04300474727729684,0.09601039153831879,0.08341085760237145,0.09101864772294811,0.476595179602948,276,278,belize | buenos-aires | rio-de-janeiro | santiago
Latin America,reviewed_str_homes,coverage_screen,id_attrition,5,5,69600,12661,0.1819109195402299,0.18401360038565087,0.13668190911689054,0.24945523448602558,0.1698365653315268,0.1932954463707647,0.3527873563218391,276,281,belize | buenos-aires | mexico-city | rio-de-janeiro | santiago
Latin America,reviewed_str_homes,coverage_screen,persistent_90,4,4,55604,6784,0.1220056111071146,0.11348607367826558,0.06246450880181715,0.17963050686878257,0.10850407334236054,0.1470029834553838,0.4415869361916409,276,278,belize | buenos-aires | rio-de-janeiro | santiago
Latin America,reviewed_str_homes,exclude_march_negatives,id_attrition,5,5,69600,12661,0.1819109195402299,0.18401360038565087,0.13668190911689054,0.24945523448602558,0.1698365653315268,0.1932954463707647,0.3527873563218391,276,281,belize | buenos-aires | mexico-city | rio-de-janeiro | santiago
Latin America,reviewed_str_homes,exclude_march_negatives,persistent_90,4,4,55604,3794,0.06823250125890223,0.06184774019327454,0.02612152186257808,0.09009947891994316,0.06310905902461764,0.07603864734299517,0.4415869361916409,276,278,belize | buenos-aires | rio-de-janeiro | santiago
Asia Pacific,all_listings,coverage_screen,id_attrition,17,7,218703,42697,0.1952282318943956,0.19230962704192214,0.11331444759206799,0.29702506441789644,0.1887812866975255,0.20635045450256345,0.21534684023538772,273,292,bangkok | barossa-valley | barwon-south-west-vic | brisbane | hong-kong | melbourne | mid-north-coast | mornington-peninsula | new-zealand | northern-rivers | singapore | sunshine-coast | sydney | taipei | tasmania | tokyo | western-australia
Asia Pacific,all_listings,coverage_screen,persistent_90,17,7,218703,29999,0.13716775718668697,0.12759267002580002,0.05496886000541565,0.21728112198847463,0.1250151397863052,0.142877362941528,0.21534684023538772,273,292,bangkok | barossa-valley | barwon-south-west-vic | brisbane | hong-kong | melbourne | mid-north-coast | mornington-peninsula | new-zealand | northern-rivers | singapore | sunshine-coast | sydney | taipei | tasmania | tokyo | western-australia
Asia Pacific,all_listings,exclude_march_negatives,id_attrition,17,7,218703,42697,0.1952282318943956,0.19230962704192214,0.11331444759206799,0.29702506441789644,0.1887812866975255,0.20635045450256345,0.21534684023538772,273,292,bangkok | barossa-valley | barwon-south-west-vic | brisbane | hong-kong | melbourne | mid-north-coast | mornington-peninsula | new-zealand | northern-rivers | singapore | sunshine-coast | sydney | taipei | tasmania | tokyo | western-australia
Asia Pacific,all_listings,exclude_march_negatives,persistent_90,17,7,218703,14804,0.06768997224546532,0.06750939239159448,0.025495750708215296,0.11860701179042711,0.06452286591288806,0.07086465574182996,0.21534684023538772,273,292,bangkok | barossa-valley | barwon-south-west-vic | brisbane | hong-kong | melbourne | mid-north-coast | mornington-peninsula | new-zealand | northern-rivers | singapore | sunshine-coast | sydney | taipei | tasmania | tokyo | western-australia
Asia Pacific,reviewed_str_homes,coverage_screen,id_attrition,17,7,125033,20423,0.16334087800820582,0.16799966272566802,0.1016260162601626,0.2301980198019802,0.15849670360255363,0.17154054586196874,0.2563483240424528,273,292,bangkok | barossa-valley | barwon-south-west-vic | brisbane | hong-kong | melbourne | mid-north-coast | mornington-peninsula | new-zealand | northern-rivers | singapore | sunshine-coast | sydney | taipei | tasmania | tokyo | western-australia
Asia Pacific,reviewed_str_homes,coverage_screen,persistent_90,17,7,125033,13397,0.107147713003767,0.10763000131975725,0.056910569105691054,0.16558791801510248,0.10148775544522033,0.11064626106408836,0.2563483240424528,273,292,bangkok | barossa-valley | barwon-south-west-vic | brisbane | hong-kong | melbourne | mid-north-coast | mornington-peninsula | new-zealand | northern-rivers | singapore | sunshine-coast | sydney | taipei | tasmania | tokyo | western-australia
Asia Pacific,reviewed_str_homes,exclude_march_negatives,id_attrition,17,7,125033,20423,0.16334087800820582,0.16799966272566802,0.1016260162601626,0.2301980198019802,0.15849670360255363,0.17154054586196874,0.2563483240424528,273,292,bangkok | barossa-valley | barwon-south-west-vic | brisbane | hong-kong | melbourne | mid-north-coast | mornington-peninsula | new-zealand | northern-rivers | singapore | sunshine-coast | sydney | taipei | tasmania | tokyo | western-australia
Asia Pacific,reviewed_str_homes,exclude_march_negatives,persistent_90,17,7,125033,6713,0.0536898258859661,0.05659514542193124,0.008130081300813009,0.0891089108910891,0.05159427348791901,0.057151461051182496,0.2563483240424528,273,292,bangkok | barossa-valley | barwon-south-west-vic | brisbane | hong-kong | melbourne | mid-north-coast | mornington-peninsula | new-zealand | northern-rivers | singapore | sunshine-coast | sydney | taipei | tasmania | tokyo | western-australia
Africa,all_listings,coverage_screen,id_attrition,1,1,26877,5888,0.2190720690553261,0.2190720690553261,0.2190720690553261,0.2190720690553261,,,1.0,277,277,cape-town
Africa,all_listings,coverage_screen,persistent_90,1,1,26877,5038,0.1874465156081408,0.1874465156081408,0.1874465156081408,0.1874465156081408,,,1.0,277,277,cape-town
Africa,all_listings,exclude_march_negatives,id_attrition,1,1,26877,5888,0.2190720690553261,0.2190720690553261,0.2190720690553261,0.2190720690553261,,,1.0,277,277,cape-town
Africa,all_listings,exclude_march_negatives,persistent_90,1,1,26877,3369,0.12534881125125572,0.12534881125125572,0.12534881125125572,0.12534881125125572,,,1.0,277,277,cape-town
Africa,reviewed_str_homes,coverage_screen,id_attrition,1,1,14955,2271,0.1518555667001003,0.1518555667001003,0.1518555667001003,0.1518555667001003,,,1.0,277,277,cape-town
Africa,reviewed_str_homes,coverage_screen,persistent_90,1,1,14955,1752,0.11715145436308927,0.11715145436308927,0.11715145436308927,0.11715145436308927,,,1.0,277,277,cape-town
Africa,reviewed_str_homes,exclude_march_negatives,id_attrition,1,1,14955,2271,0.1518555667001003,0.1518555667001003,0.1518555667001003,0.1518555667001003,,,1.0,277,277,cape-town
Africa,reviewed_str_homes,exclude_march_negatives,persistent_90,1,1,14955,869,0.05810765630224005,0.05810765630224005,0.05810765630224005,0.05810765630224005,,,1.0,277,277,cape-town
Europe,all_listings,coverage_screen,id_attrition,54,20,900033,186580,0.20730350998241176,0.20572975786403785,0.1344773790951638,0.3847916947552919,0.1993107252201608,0.20991522868788443,0.1076293869224795,268,295,amsterdam | antwerp | athens | barcelona | bergamo | berlin | bologna | bordeaux | bristol | brussels | budapest | copenhagen | crete | edinburgh | euskadi | florence | geneva | ghent | girona | greater-manchester | ireland | istanbul | lisbon | london | lyon | madrid | malaga | mallorca | malta | menorca | milan | munich | naples | oslo | paris | pays-basque | porto | prague | puglia | riga | rome | rotterdam | sevilla | sicily | south-aegean | stockholm | the-hague | thessaloniki | trentino | valencia | vaud | venice | vienna | zurich
Europe,all_listings,coverage_screen,persistent_90,54,20,900033,108664,0.1207333508882452,0.13577253061284733,0.05084953313944589,0.3170771489153482,0.11775981322313862,0.1259918355374123,0.1076293869224795,268,295,amsterdam | antwerp | athens | barcelona | bergamo | berlin | bologna | bordeaux | bristol | brussels | budapest | copenhagen | crete | edinburgh | euskadi | florence | geneva | ghent | girona | greater-manchester | ireland | istanbul | lisbon | london | lyon | madrid | malaga | mallorca | malta | menorca | milan | munich | naples | oslo | paris | pays-basque | porto | prague | puglia | riga | rome | rotterdam | sevilla | sicily | south-aegean | stockholm | the-hague | thessaloniki | trentino | valencia | vaud | venice | vienna | zurich
Europe,all_listings,exclude_march_negatives,id_attrition,54,20,900033,186580,0.20730350998241176,0.20572975786403785,0.1344773790951638,0.3847916947552919,0.1993107252201608,0.20991522868788443,0.1076293869224795,268,295,amsterdam | antwerp | athens | barcelona | bergamo | berlin | bologna | bordeaux | bristol | brussels | budapest | copenhagen | crete | edinburgh | euskadi | florence | geneva | ghent | girona | greater-manchester | ireland | istanbul | lisbon | london | lyon | madrid | malaga | mallorca | malta | menorca | milan | munich | naples | oslo | paris | pays-basque | porto | prague | puglia | riga | rome | rotterdam | sevilla | sicily | south-aegean | stockholm | the-hague | thessaloniki | trentino | valencia | vaud | venice | vienna | zurich
Europe,all_listings,exclude_march_negatives,persistent_90,53,20,895391,75423,0.08423470863566866,0.08751105926742529,0.03795110593713621,0.19204737732656516,0.0817060540674572,0.08585093750998724,0.10818737289072596,268,295,amsterdam | antwerp | athens | barcelona | bergamo | berlin | bordeaux | bristol | brussels | budapest | copenhagen | crete | edinburgh | euskadi | florence | geneva | ghent | girona | greater-manchester | ireland | istanbul | lisbon | london | lyon | madrid | malaga | mallorca | malta | menorca | milan | munich | naples | oslo | paris | pays-basque | porto | prague | puglia | riga | rome | rotterdam | sevilla | sicily | south-aegean | stockholm | the-hague | thessaloniki | trentino | valencia | vaud | venice | vienna | zurich
Europe,reviewed_str_homes,coverage_screen,id_attrition,54,20,449746,73535,0.1635033996967177,0.16937536188738347,0.08894974994046201,0.35358967464372143,0.15202394335072397,0.1667975312036198,0.0781018619398505,268,295,amsterdam | antwerp | athens | barcelona | bergamo | berlin | bologna | bordeaux | bristol | brussels | budapest | copenhagen | crete | edinburgh | euskadi | florence | geneva | ghent | girona | greater-manchester | ireland | istanbul | lisbon | london | lyon | madrid | malaga | mallorca | malta | menorca | milan | munich | naples | oslo | paris | pays-basque | porto | prague | puglia | riga | rome | rotterdam | sevilla | sicily | south-aegean | stockholm | the-hague | thessaloniki | trentino | valencia | vaud | venice | vienna | zurich
Europe,reviewed_str_homes,coverage_screen,persistent_90,54,20,449746,45473,0.10110818106219956,0.11227921344968676,0.03811428225171181,0.2889288928892889,0.09775266864593242,0.1035077312270481,0.0781018619398505,268,295,amsterdam | antwerp | athens | barcelona | bergamo | berlin | bologna | bordeaux | bristol | brussels | budapest | copenhagen | crete | edinburgh | euskadi | florence | geneva | ghent | girona | greater-manchester | ireland | istanbul | lisbon | london | lyon | madrid | malaga | mallorca | malta | menorca | milan | munich | naples | oslo | paris | pays-basque | porto | prague | puglia | riga | rome | rotterdam | sevilla | sicily | south-aegean | stockholm | the-hague | thessaloniki | trentino | valencia | vaud | venice | vienna | zurich
Europe,reviewed_str_homes,exclude_march_negatives,id_attrition,54,20,449746,73535,0.1635033996967177,0.16937536188738347,0.08894974994046201,0.35358967464372143,0.15202394335072397,0.1667975312036198,0.0781018619398505,268,295,amsterdam | antwerp | athens | barcelona | bergamo | berlin | bologna | bordeaux | bristol | brussels | budapest | copenhagen | crete | edinburgh | euskadi | florence | geneva | ghent | girona | greater-manchester | ireland | istanbul | lisbon | london | lyon | madrid | malaga | mallorca | malta | menorca | milan | munich | naples | oslo | paris | pays-basque | porto | prague | puglia | riga | rome | rotterdam | sevilla | sicily | south-aegean | stockholm | the-hague | thessaloniki | trentino | valencia | vaud | venice | vienna | zurich
