market,country,start,complete,rows,team_partial_scope,count_below_half_max,negative_evidence_excluded,city_scrape,previous_scrape,team_historical_count_verified,team_current_hash_verified,source_url,sha256
chicago,United States,2025-09-22,2025-09-24,8660,False,False,False,7878,782,True,False,https://data.insideairbnb.com/united-states/il/chicago/2025-09-22/data/listings.csv.gz,22a2718d68eba3d2e6644fb4e8e09cb465454bb1cac81b4e9be6b40b90acc345
chicago,United States,2025-12-25,2026-01-05,8884,False,False,False,7988,896,True,False,https://data.insideairbnb.com/united-states/il/chicago/2025-12-25/data/listings.csv.gz,81770ef90c4bce7de6a80d02965b5c3756fb4b2893c4706d5ee81b17eb0782d2
chicago,United States,2026-03-27,2026-03-27,5153,True,False,True,5153,0,True,False,https://data.insideairbnb.com/united-states/il/chicago/2026-03-27/data/listings.csv.gz,4bd1ebd0d284ea67d120c21b788b549e37c22c92c6f0c81a3b5b0e62d1fa9e69
chicago,United States,2026-06-24,2026-07-03,8660,False,False,False,7790,870,True,True,https://data.insideairbnb.com/united-states/il/chicago/2026-06-24/data/listings.csv.gz,8f0e61e8eef19a0af6a9337cf72442375e390b32784fa4f32b4f9c14c9cc9f69
clark-county-nv,United States,2025-09-23,2025-09-24,17624,,False,False,12229,5395,False,False,https://data.insideairbnb.com/united-states/nv/clark-county-nv/2025-09-23/data/listings.csv.gz,bfcac89b77f28d9cde54bab5cd3872dd9d435fb7d508ea709b6246ac5cbae13d
clark-county-nv,United States,2025-12-27,2026-01-05,17845,,False,False,11966,5879,False,False,https://data.insideairbnb.com/united-states/nv/clark-county-nv/2025-12-27/data/listings.csv.gz,4e7549d86717943a8fe001b461ad214c0770e7f58719ecd3eb1c78c9860dc772
clark-county-nv,United States,2026-03-28,2026-03-28,9049,,True,True,9049,0,False,False,https://data.insideairbnb.com/united-states/nv/clark-county-nv/2026-03-28/data/listings.csv.gz,3abc34a6b60695331b8e33299f882cbfa836c37ce7b23425f7c30550ea15ad2b
clark-county-nv,United States,2026-06-27,2026-07-03,20234,,False,False,17243,2991,False,True,https://data.insideairbnb.com/united-states/nv/clark-county-nv/2026-06-27/data/listings.csv.gz,447347e406a992d49d63704daf71539bf87823ac29ff29e9fd42ff81af242307
columbus,United States,2025-09-26,2025-09-26,2877,,False,False,2694,183,False,False,https://data.insideairbnb.com/united-states/oh/columbus/2025-09-26/data/listings.csv.gz,da71a7b211c948be5b26d938f40bc658a857eb1076fd1ad4c080291fdc4f4513
columbus,United States,2025-12-28,2026-01-05,2949,,False,False,2722,227,False,False,https://data.insideairbnb.com/united-states/oh/columbus/2025-12-28/data/listings.csv.gz,e0b8196887001f1ee7fcab5bd8d7e37ced7f42906e7786c9a18262d48031caa9
columbus,United States,2026-03-30,2026-03-30,1717,,False,False,1717,0,False,False,https://data.insideairbnb.com/united-states/oh/columbus/2026-03-30/data/listings.csv.gz,4e5476e0f57036a1e6bc5ab4d11d8d7b6c56a8828601b63bd8bec62059f257a1
columbus,United States,2026-06-29,2026-07-02,2959,,False,False,2689,270,False,True,https://data.insideairbnb.com/united-states/oh/columbus/2026-06-29/data/listings.csv.gz,f1eec23a946f953e1df3ee77f7a92276396c1961cba5dbdc2fc54e495d049e32
copenhagen,Denmark,2025-09-29,2025-09-30,22994,,False,False,13442,9552,False,False,https://data.insideairbnb.com/denmark/hovedstaden/copenhagen/2025-09-29/data/listings.csv.gz,6d76ebbf54d45a583b205f09401de34856ff1e41087ff34d01655af8835c5bb3
copenhagen,Denmark,2025-12-30,2026-01-05,12926,,False,False,12926,0,False,False,https://data.insideairbnb.com/denmark/hovedstaden/copenhagen/2025-12-30/data/listings.csv.gz,1a325b0fd41e467bfb633370d4a1d9811aafa3ceca67b3551ddd65ce21c5684c
copenhagen,Denmark,2026-03-30,2026-04-02,10965,,True,True,10965,0,False,False,https://data.insideairbnb.com/denmark/hovedstaden/copenhagen/2026-03-30/data/listings.csv.gz,da47543b2cd57b62936256185660835ec50261b4b0d1cc36cfb794e81da555a0
copenhagen,Denmark,2026-06-30,2026-07-04,23144,,False,False,13113,10031,False,False,https://data.insideairbnb.com/denmark/hovedstaden/copenhagen/2026-06-30/data/listings.csv.gz,d0c81b5c30c0fa48ca2e77005d6e8418c6f491ee4af8dbac881ff7f5fd01ff71
crete,Greece,2025-09-28,2025-09-29,27582,,False,False,24382,3200,False,False,https://data.insideairbnb.com/greece/crete/crete/2025-09-28/data/listings.csv.gz,ee92b2ba5200556eddf1bef4e4766a46e9fd50fbcdc50f096d98d46ec68b7b5a
crete,Greece,2025-12-29,2026-01-05,26225,,False,False,22451,3774,False,False,https://data.insideairbnb.com/greece/crete/crete/2025-12-29/data/listings.csv.gz,d4e5b3bb91abf18679f8c632f4d2e08c6f1c5a0320c57ff10bd86f801239209c
crete,Greece,2026-03-30,2026-04-03,23205,,False,False,23205,0,False,False,https://data.insideairbnb.com/greece/crete/crete/2026-03-30/data/listings.csv.gz,e8b7066cd204b3b3f171967fd9aa2ff032e44d67e7228e28c6321b7dbbdfddeb
crete,Greece,2026-06-29,2026-07-03,27333,,False,False,25761,1572,False,False,https://data.insideairbnb.com/greece/crete/crete/2026-06-29/data/listings.csv.gz,9db4271217f8fb929516a1a5d06c07d71f2710b9be877d55454da6025497cb2b
dallas,United States,2025-09-21,2025-09-21,5826,,False,False,5487,339,False,False,https://data.insideairbnb.com/united-states/tx/dallas/2025-09-21/data/listings.csv.gz,1cdec844af9e35cca7bc5f6536caf3728923a4e3c0b2d48b7a87f6198310d33b
dallas,United States,2025-12-25,2026-01-05,5786,,False,False,5194,592,False,False,https://data.insideairbnb.com/united-states/tx/dallas/2025-12-25/data/listings.csv.gz,52b3f998ce70d2207dadf62b76c02bfe463e4275ddd99d8ff65063a96dd88939
dallas,United States,2026-03-26,2026-03-29,5832,,False,False,4523,1309,False,False,https://data.insideairbnb.com/united-states/tx/dallas/2026-03-26/data/listings.csv.gz,16fb905dfe307f2dbee5ea170e3299d20f8a43c14dfa911c9f5a4bbeeb5d7e67
dallas,United States,2026-06-15,2026-07-06,6564,,False,False,6154,410,False,False,https://data.insideairbnb.com/united-states/tx/dallas/2026-06-15/data/listings.csv.gz,373ab8841cb6dbc80e20be5a2040b58db8cb4f3b1ed179c348e54e087f51572f
denver,United States,2025-09-29,2025-09-30,4910,,False,False,4302,608,False,False,https://data.insideairbnb.com/united-states/co/denver/2025-09-29/data/listings.csv.gz,2a50d423f53b9899543e50ce4666b7a984159b5e75c2fda60cb8d675a1f869be
denver,United States,2025-12-30,2026-01-05,4260,,False,False,4260,0,False,False,https://data.insideairbnb.com/united-states/co/denver/2025-12-30/data/listings.csv.gz,8fdb52cb8572d69f4f880e59c47b7550c2fc02847200f7fcd8ff5b0f43c69222
denver,United States,2026-03-31,2026-04-02,2159,,True,True,2159,0,False,False,https://data.insideairbnb.com/united-states/co/denver/2026-03-31/data/listings.csv.gz,fc24761c3f5933a1487217a6af32c082fa50e315f06c0326393bd606d7229b28
denver,United States,2026-06-30,2026-07-02,4939,,False,False,4260,679,False,True,https://data.insideairbnb.com/united-states/co/denver/2026-06-30/data/listings.csv.gz,215edeed59c296b80971fad007d3dedb4f28cd532706fcd662713985b7c1c37f
dublin,Ireland,2025-09-16,2025-09-16,6945,,False,False,5247,1698,False,False,https://data.insideairbnb.com/ireland/leinster/dublin/2025-09-16/data/listings.csv.gz,588afdb80c9a7291df7c50955355dfc901d3637414b994cefb8660e607b2b820
dublin,Ireland,2025-12-16,2025-12-16,6834,,False,False,5348,1486,False,False,https://data.insideairbnb.com/ireland/leinster/dublin/2025-12-16/data/listings.csv.gz,e546f5f72119b96fb81950b546784d206143371b8d4a2ce20dbb9efdcb2ed7cc
dublin,Ireland,2026-03-25,2026-03-25,4086,,False,False,4086,0,False,False,https://data.insideairbnb.com/ireland/leinster/dublin/2026-03-25/data/listings.csv.gz,57ad5b9feac60bd5d86108a2616586a573579ca10f0930e67f7436c61da75739
dublin,Ireland,2026-06-21,2026-07-02,6966,,False,False,5340,1626,False,False,https://data.insideairbnb.com/ireland/leinster/dublin/2026-06-21/data/listings.csv.gz,2b20c4219fce54f5385338c8a2143611bfeccce748bf74180f294399b6b1f5c2
edinburgh,United Kingdom,2025-09-21,2025-09-21,4936,,False,False,4936,0,False,False,https://data.insideairbnb.com/united-kingdom/scotland/edinburgh/2025-09-21/data/listings.csv.gz,b53785c82f58d7bd62d8ef8b97758a4465296ba327074de2cba9e3e5a61166a0
edinburgh,United Kingdom,2025-12-25,2026-01-05,5413,,False,False,4817,596,False,False,https://data.insideairbnb.com/united-kingdom/scotland/edinburgh/2025-12-25/data/listings.csv.gz,1de3bdd7256db50a9c0a8ebc55bafaffbf6ceba1261c3ee0dc5455bd79d0e494
edinburgh,United Kingdom,2026-03-26,2026-03-27,4318,,False,False,4318,0,False,False,https://data.insideairbnb.com/united-kingdom/scotland/edinburgh/2026-03-26/data/listings.csv.gz,da8139a552a4c462491202107537bcca21c8fd256f312623a244a509e1ff288b
edinburgh,United Kingdom,2026-06-23,2026-07-02,6244,,False,False,5329,915,False,True,https://data.insideairbnb.com/united-kingdom/scotland/edinburgh/2026-06-23/data/listings.csv.gz,a3eabdf3810850c4f93226e4bd642fd5bf99964694b537c3080b2077e11dd695
euskadi,Spain,2025-09-29,2025-09-30,6334,,False,False,5657,677,False,False,https://data.insideairbnb.com/spain/pv/euskadi/2025-09-29/data/listings.csv.gz,ec22868a7c7633ec45c75fc1bae8787182af783c8647e51ac76b6aa79ece16df
euskadi,Spain,2025-12-31,2026-01-05,5460,,False,False,5460,0,False,False,https://data.insideairbnb.com/spain/pv/euskadi/2025-12-31/data/listings.csv.gz,3d9d4f1e993896d3834dd5edb73bc42fee619aa1239e732149fdb399491fb94b
euskadi,Spain,2026-03-31,2026-04-06,5111,,False,False,5111,0,False,False,https://data.insideairbnb.com/spain/pv/euskadi/2026-03-31/data/listings.csv.gz,d2a18921a19f3023330c4b73b96c4075e1630029d13fc98b2083ab2d27872dd1
euskadi,Spain,2026-06-30,2026-07-03,6248,,False,False,5735,513,False,True,https://data.insideairbnb.com/spain/pv/euskadi/2026-06-30/data/listings.csv.gz,395ae96d285b972e22326302c943f330232ca288bddb6c28bd8355c34ff68935
florence,Italy,2025-09-22,2025-09-24,13266,,False,False,12110,1156,False,False,https://data.insideairbnb.com/italy/toscana/florence/2025-09-22/data/listings.csv.gz,2755b7276ce0e11f43177884e86adbbf89b539a6f0a124f3e3ad2cb8c13c9ec8
florence,Italy,2025-12-26,2026-01-05,13327,,False,False,12044,1283,False,False,https://data.insideairbnb.com/italy/toscana/florence/2025-12-26/data/listings.csv.gz,d0ddbf352207c46c8e16da82a0dcc5408562b3fe85f105dea57992be13cd4164
florence,Italy,2026-03-27,2026-03-27,10709,,False,False,10709,0,False,False,https://data.insideairbnb.com/italy/toscana/florence/2026-03-27/data/listings.csv.gz,b4e08b0dc225103efddda35e7fad48dfbe9bdd84fe872e6b6809dda7b1dd4266
florence,Italy,2026-06-26,2026-07-03,13472,,False,False,12336,1136,False,True,https://data.insideairbnb.com/italy/toscana/florence/2026-06-26/data/listings.csv.gz,ea0b24aaaedeaf33b2b021e65323e3484508e39e89c65b49ab544ff8e68af63a
fort-worth,United States,2025-09-16,2025-09-16,2081,,False,False,1863,218,False,False,https://data.insideairbnb.com/united-states/tx/fort-worth/2025-09-16/data/listings.csv.gz,670bb891376de3d02a669394a14c0f9ffe3d901b882be531ba7d6154c05c0174
fort-worth,United States,2025-12-16,2025-12-16,2094,,False,False,1847,247,False,False,https://data.insideairbnb.com/united-states/tx/fort-worth/2025-12-16/data/listings.csv.gz,f96af0ab09396e04f72b761946bb9539f15d151ed5f0df1ddebf5c51638ec4db
fort-worth,United States,2026-03-24,2026-03-25,1387,,False,False,1387,0,False,False,https://data.insideairbnb.com/united-states/tx/fort-worth/2026-03-24/data/listings.csv.gz,747cb1b302257660f1976de5eb2dbd692708cb412fa670ec831256a2dd0f11db
fort-worth,United States,2026-06-21,2026-07-01,2414,,False,False,2202,212,False,True,https://data.insideairbnb.com/united-states/tx/fort-worth/2026-06-21/data/listings.csv.gz,a80b54b107425c6bf8ebaad18cecb574349f9ebd2186b1976b3ca60e22218c4a
geneva,Switzerland,2025-09-28,2025-09-28,2719,,False,False,2061,658,False,False,https://data.insideairbnb.com/switzerland/geneva/geneva/2025-09-28/data/listings.csv.gz,88f3df84c10684f02fcd326e271909909c68da698a834317b6a9126558cae639
geneva,Switzerland,2025-12-29,2026-01-05,2764,,False,False,1984,780,False,False,https://data.insideairbnb.com/switzerland/geneva/geneva/2025-12-29/data/listings.csv.gz,5cc6a06beb293e078590b3e22fe172ede236b57e6b10b3cb99c9e4d17388eb9f
geneva,Switzerland,2026-03-30,2026-04-06,1684,,False,False,1684,0,False,False,https://data.insideairbnb.com/switzerland/geneva/geneva/2026-03-30/data/listings.csv.gz,39450a87f1fcb5eadbe69fa4c3f7588d5c5cc786f30b0edba69ae83ae6f05e80
geneva,Switzerland,2026-06-29,2026-07-03,2593,,False,False,1849,744,False,True,https://data.insideairbnb.com/switzerland/geneva/geneva/2026-06-29/data/listings.csv.gz,da6b3351a977e63adc5356d155be57d819f6ce234ef709f1df2c7a382c7da386
ghent,Belgium,2025-09-26,2025-09-26,1392,,False,False,1140,252,False,False,https://data.insideairbnb.com/belgium/vlg/ghent/2025-09-26/data/listings.csv.gz,e4dbf2f05271ceaec1172b96d69fe8ef672bc47d1530480145d0c2645db6df35
ghent,Belgium,2025-12-28,2025-12-29,1208,,False,False,1012,196,False,False,https://data.insideairbnb.com/belgium/vlg/ghent/2025-12-28/data/listings.csv.gz,a1fb3fef3d5ca1e568d1865be00f9d32371f488fcf53e95d09caf893bb396929
ghent,Belgium,2026-03-30,2026-03-30,962,,False,False,962,0,False,False,https://data.insideairbnb.com/belgium/vlg/ghent/2026-03-30/data/listings.csv.gz,dc78a74c59dfdc93d553748e20c951eab68da8187ced41be4794e658b6cccaf9
ghent,Belgium,2026-06-29,2026-07-02,1383,,False,False,1181,202,False,False,https://data.insideairbnb.com/belgium/vlg/ghent/2026-06-29/data/listings.csv.gz,e88e098cd3058b1ee7fb6ea39b06b83d270f78a36da443c83e6d19e71ca4d289
girona,Spain,2025-09-29,2025-09-30,21060,,False,False,17830,3230,False,False,https://data.insideairbnb.com/spain/catalonia/girona/2025-09-29/data/listings.csv.gz,e8f7dc3c385deaf33ef0ab37ed9383e3f942d3ddd45cca16b2f6ba0f4e7b5fad
girona,Spain,2025-12-31,2026-01-05,17069,,False,False,17069,0,False,False,https://data.insideairbnb.com/spain/catalonia/girona/2025-12-31/data/listings.csv.gz,ac3572e033721b0ec1add49e244e00d783c6a81bb42c691993f2fbdc761abfb7
girona,Spain,2026-03-31,2026-04-02,16834,,False,False,16834,0,False,False,https://data.insideairbnb.com/spain/catalonia/girona/2026-03-31/data/listings.csv.gz,7def03c71020df39c83bbf6dc39bc4a2d833870f086ac2c2d2f12b455aafb5fc
girona,Spain,2026-06-30,2026-07-03,21257,,False,False,19362,1895,False,True,https://data.insideairbnb.com/spain/catalonia/girona/2026-06-30/data/listings.csv.gz,73d31dfa63ebf9fa151c4dda75a85a149cbe628e896e17e253299d801335291f
greater-manchester,United Kingdom,2025-09-26,2025-09-26,7418,,False,False,6575,843,False,False,https://data.insideairbnb.com/united-kingdom/england/greater-manchester/2025-09-26/data/listings.csv.gz,e3f897d361a3f8109eb7e9c7c289a187289618012359b5ed9bbcbb8f1e27c972
greater-manchester,United Kingdom,2025-12-28,2026-01-05,7662,,False,False,6769,893,False,False,https://data.insideairbnb.com/united-kingdom/england/greater-manchester/2025-12-28/data/listings.csv.gz,75ca73d2149e6c3fa40298182aa09506536e0effdb3173f119fd82ef99493233
greater-manchester,United Kingdom,2026-03-29,2026-03-30,5855,,False,False,5855,0,False,False,https://data.insideairbnb.com/united-kingdom/england/greater-manchester/2026-03-29/data/listings.csv.gz,70555c1f7d465cd74f58dea9d7607235b3b180b3fc8d13d4870b80da9c01f051
greater-manchester,United Kingdom,2026-06-28,2026-06-29,6930,,False,False,6930,0,False,True,https://data.insideairbnb.com/united-kingdom/england/greater-manchester/2026-06-28/data/listings.csv.gz,979c31471f67ec5f6dbd1d94b298eb01f3708722cf102d94df2feef26d10334c
hawaii,United States,2025-09-16,2025-09-17,33457,,False,False,33457,0,False,False,https://data.insideairbnb.com/united-states/hi/hawaii/2025-09-16/data/listings.csv.gz,6f867eee2a0f7de5365a165345889c135cfe6f1d5b4c9e886ac51158add487d6
hawaii,United States,2025-12-16,2026-01-05,35834,,False,False,33810,2024,False,False,https://data.insideairbnb.com/united-states/hi/hawaii/2025-12-16/data/listings.csv.gz,13c78a29e4f032fa47d3c20442e6428589b127e6e021c83f5b742f673c1d676c
hawaii,United States,2026-03-25,2026-04-07,29695,,False,False,29695,0,False,False,https://data.insideairbnb.com/united-states/hi/hawaii/2026-03-25/data/listings.csv.gz,b035f55fb46b310b3e7ab5e360a41639e438a29bde5cde50ccab7ea5aa0deee0
hawaii,United States,2026-06-21,2026-07-02,38156,,False,False,35521,2635,False,True,https://data.insideairbnb.com/united-states/hi/hawaii/2026-06-21/data/listings.csv.gz,e71820e4b217bc2d2aad9e0cce6f8c8f026743f775d4196f3a77a7caba33534d
hong-kong,China,2025-09-23,2025-09-24,6801,,False,False,5465,1336,False,False,https://data.insideairbnb.com/china/hk/hong-kong/2025-09-23/data/listings.csv.gz,28275d79164a1ccfd8898ddfaaa4a30119e7c7442b1b71b07b079670c5b783b0
hong-kong,China,2025-12-27,2026-01-05,6630,,False,False,5356,1274,False,False,https://data.insideairbnb.com/china/hk/hong-kong/2025-12-27/data/listings.csv.gz,d08b661eb7dc6ff1f6e5c65bd8e1f8511cebfd2f28fdb369d62ab75845bc6a0f
hong-kong,China,2026-03-29,2026-03-29,2115,,True,True,2115,0,False,False,https://data.insideairbnb.com/china/hk/hong-kong/2026-03-29/data/listings.csv.gz,62dc5a8aebbd5c94bb4cd34effee466b9fa52d3cf7025e4706d54e627679de81
hong-kong,China,2026-06-27,2026-07-03,6734,,False,False,5935,799,False,False,https://data.insideairbnb.com/china/hk/hong-kong/2026-06-27/data/listings.csv.gz,026d98c09fdb5e7b73b42c7413f359621b6fc87c9163a0dd8fcf8cd1dd9588e1
ireland,Ireland,2025-09-26,2025-09-27,32665,,False,False,0,6831,False,False,https://data.insideairbnb.com/ireland/2025-09-26/data/listings.csv.gz,8c58cb527fd9b941143b1d6c5f83656f12fd3dfb55c59e89c3608cc4421ce80f
ireland,Ireland,2025-12-14,2026-01-05,32220,,False,False,0,6814,False,False,https://data.insideairbnb.com/ireland/2025-12-14/data/listings.csv.gz,6398e3b0f3437f0227ef7e44db59f464164b47279f14114f41769f063f8f814a
ireland,Ireland,2026-03-21,2026-04-06,25972,,False,False,0,2155,False,False,https://data.insideairbnb.com/ireland/2026-03-21/data/listings.csv.gz,a0813ca87070776a9a65ef38763f685e6e6049c9b77098680c6bd885e12a5c50
ireland,Ireland,2026-06-21,2026-07-02,32434,,False,False,0,5862,False,False,https://data.insideairbnb.com/ireland/2026-06-21/data/listings.csv.gz,3e939af0ea14c20e04a6a8c1e657e1de3504ac3eaedf39ab8aa980ea8f210b7b
istanbul,Turkey,2025-09-29,2025-10-01,30051,,False,False,25452,4599,False,False,https://data.insideairbnb.com/turkey/marmara/istanbul/2025-09-29/data/listings.csv.gz,77c7e6560babe17e45a4a6c18599e405a4e15dd7081532ebb183d64cea745900
istanbul,Turkey,2025-12-30,2026-01-05,30465,,False,False,25592,4873,False,False,https://data.insideairbnb.com/turkey/marmara/istanbul/2025-12-30/data/listings.csv.gz,45fc9436a715834d95cdd3ded6a991f113b16d1254b89423f0c279d03c6b96ff
istanbul,Turkey,2026-03-31,2026-04-02,14340,,True,True,14340,0,False,False,https://data.insideairbnb.com/turkey/marmara/istanbul/2026-03-31/data/listings.csv.gz,393811b8661a92013003ba6f30ad929998eaa01c6b9e999b3d1b5d832899d019
istanbul,Turkey,2026-06-30,2026-07-03,26631,,False,False,15395,11236,False,True,https://data.insideairbnb.com/turkey/marmara/istanbul/2026-06-30/data/listings.csv.gz,496db43edf236a53737bfe2f0f868ad4f812ff5db0f61798dba7de4ee4769dff
jersey-city,United States,2025-09-25,2025-09-26,1829,,False,False,1631,198,False,False,https://data.insideairbnb.com/united-states/nj/jersey-city/2025-09-25/data/listings.csv.gz,1c018a3168b4f9cd275aaf6bd349139235a632e29ea015a38ee31ddac274a057
jersey-city,United States,2025-12-28,2026-01-05,2032,,False,False,1802,230,False,False,https://data.insideairbnb.com/united-states/nj/jersey-city/2025-12-28/data/listings.csv.gz,f044c689c074e075b136506092168a17ed5d74ce0c93858cf0eaf566ab9988a7
jersey-city,United States,2026-03-29,2026-04-07,1028,,True,True,1028,0,False,False,https://data.insideairbnb.com/united-states/nj/jersey-city/2026-03-29/data/listings.csv.gz,0d122cd9ec66a9906d04a72bccc714c4eb5181719ffd58a0827a2508200d4441
jersey-city,United States,2026-06-27,2026-07-02,2320,,False,False,2144,176,False,True,https://data.insideairbnb.com/united-states/nj/jersey-city/2026-06-27/data/listings.csv.gz,9d48073e30b0ed7309ed46fa05af1b31c25b8cf1caa3eb494627e2c33770e91b
lisbon,Portugal,2025-09-21,2025-10-08,25449,,False,False,21919,3530,False,False,https://data.insideairbnb.com/portugal/lisbon/lisbon/2025-09-21/data/listings.csv.gz,15b9411c25c15e501c36e6f818b52244b3d1a22aca0ed94580cef93208e0dd34
lisbon,Portugal,2025-12-25,2026-01-05,25277,,False,False,21675,3602,False,False,https://data.insideairbnb.com/portugal/lisbon/lisbon/2025-12-25/data/listings.csv.gz,6db21242e74a51b5538a1575c4ed1ed3568b9f6136835db9730307e1cbafa48d
lisbon,Portugal,2026-03-26,2026-04-02,24950,,False,False,19699,5251,False,False,https://data.insideairbnb.com/portugal/lisbon/lisbon/2026-03-26/data/listings.csv.gz,db67ff6749960e2093564a18ab8cb30e7c53abae601969598ba6ed228678780e
lisbon,Portugal,2026-06-23,2026-07-03,24876,,False,False,22696,2180,False,True,https://data.insideairbnb.com/portugal/lisbon/lisbon/2026-06-23/data/listings.csv.gz,1845748e8fd26473eb72874bb11110a6ad5d45d24c74c2cea480eb72ddde1bce
london,United Kingdom,2025-09-14,2025-09-18,96871,False,False,False,62101,34770,True,False,https://data.insideairbnb.com/united-kingdom/england/london/2025-09-14/data/listings.csv.gz,6de13f7e0febbe7fef99cac582b6961551dd0644393f947fe4c1ed41cd830231
london,United Kingdom,2025-12-13,2026-01-05,95688,False,False,False,62073,33615,True,False,https://data.insideairbnb.com/united-kingdom/england/london/2025-12-13/data/listings.csv.gz,4ce3a0c01c802bd91d31dc7e597a3136e8223d2004ca080f6606dcf9bd5cc541
london,United Kingdom,2026-03-21,2026-04-02,53639,True,False,True,53639,0,True,False,https://data.insideairbnb.com/united-kingdom/england/london/2026-03-21/data/listings.csv.gz,c4d3b2cb290d1c0eb0e82f249bae0a17600572d62836933155bd9fb6b48f8247
london,United Kingdom,2026-06-19,2026-07-01,92638,False,False,False,61587,31051,True,True,https://data.insideairbnb.com/united-kingdom/england/london/2026-06-19/data/listings.csv.gz,f32fbf1bdd3a4fcdb58ffe901b4ac20d8614f77cd36f1e3bbd18523e6e2acabd
los-angeles,United States,2025-09-01,2025-09-03,45886,False,False,False,36916,8970,True,False,https://data.insideairbnb.com/united-states/ca/los-angeles/2025-09-01/data/listings.csv.gz,ee8673930b70c6563f7ad42f90fa02595ee495bd0e9c2a6186ad310442cab024
los-angeles,United States,2025-12-04,2025-12-11,45585,False,False,False,36395,9190,True,False,https://data.insideairbnb.com/united-states/ca/los-angeles/2025-12-04/data/listings.csv.gz,3aedc602b42fb98932eac379dae13d2ac2992ee705667ff456be9bef69c0e60d
los-angeles,United States,2026-06-15,2026-06-23,43751,False,False,False,37691,6060,True,True,https://data.insideairbnb.com/united-states/ca/los-angeles/2026-06-15/data/listings.csv.gz,ebc99e8a5ff2f60cbd91323571c2bdf1f8c2c74fe3ac9669d7c9a24d2294dec5
lyon,France,2025-09-18,2025-09-18,9647,,False,False,5276,4371,False,False,https://data.insideairbnb.com/france/auvergne-rhone-alpes/lyon/2025-09-18/data/listings.csv.gz,9148cf96fe0df880a165e7744e5b99a374fe2d77de46addf3c45d90e0ac8b051
lyon,France,2025-12-22,2026-01-05,9800,,False,False,5391,4409,False,False,https://data.insideairbnb.com/france/auvergne-rhone-alpes/lyon/2025-12-22/data/listings.csv.gz,44231ddc21e4c644adf467b6237720b4d07d9f609930d10e630f0c58996f7eda
lyon,France,2026-03-25,2026-03-25,4403,,True,True,4403,0,False,False,https://data.insideairbnb.com/france/auvergne-rhone-alpes/lyon/2026-03-25/data/listings.csv.gz,6686d15236ea9c5bfbf28e6771c6ee783a47f8f6630c5d95dffcdf216872a624
lyon,France,2026-06-22,2026-07-02,9317,,False,False,5366,3951,False,False,https://data.insideairbnb.com/france/auvergne-rhone-alpes/lyon/2026-06-22/data/listings.csv.gz,f70e6dbc415712bdfec893940479f13bbf33d296141fbb5f048a489260708165
madrid,Spain,2025-09-14,2025-09-15,25000,,False,False,18979,6021,False,False,https://data.insideairbnb.com/spain/comunidad-de-madrid/madrid/2025-09-14/data/listings.csv.gz,218e019511c2067d913602bb71877b8b6dab8e155c8c43e44ebb5da4a2e97f19
madrid,Spain,2025-12-14,2026-01-05,24616,,False,False,18843,5773,False,False,https://data.insideairbnb.com/spain/comunidad-de-madrid/madrid/2025-12-14/data/listings.csv.gz,7044e5eb1b1a646523149fc361b3bad6519d6ced742005871c04ad241a3148cf
madrid,Spain,2026-03-24,2026-04-07,23002,,False,False,12735,10267,False,False,https://data.insideairbnb.com/spain/comunidad-de-madrid/madrid/2026-03-24/data/listings.csv.gz,a9186447c246c9a567f153878102c46ca0224a6772d1d369cd8186bfabbdf631
madrid,Spain,2026-06-20,2026-07-02,22708,,False,False,18548,4160,False,True,https://data.insideairbnb.com/spain/comunidad-de-madrid/madrid/2026-06-20/data/listings.csv.gz,18e0f5c631759b6588503b513f21af6045fd883467a39b2d9903bc97d36bd9a9
malaga,Spain,2025-09-30,2025-09-30,9714,,False,False,8820,894,False,False,https://data.insideairbnb.com/spain/andaluc%C3%ADa/malaga/2025-09-30/data/listings.csv.gz,9e893ee0c1a4cdfb0f16a34344395d3d852495ab867bf8332982c82084fc6256
malaga,Spain,2025-12-31,2026-01-05,8811,,False,False,8811,0,False,False,https://data.insideairbnb.com/spain/andaluc%C3%ADa/malaga/2025-12-31/data/listings.csv.gz,d7df3c62b2197022b66df8ed6d800beec8f3228280bea3df19fcf7389987ae53
malaga,Spain,2026-03-31,2026-04-02,8098,,False,False,8098,0,False,False,https://data.insideairbnb.com/spain/andaluc%C3%ADa/malaga/2026-03-31/data/listings.csv.gz,a6b84a8435c9907990291a2d827207ef3ca851ed5f493484fd93b197a57fe46d
malaga,Spain,2026-06-30,2026-07-03,9568,,False,False,8743,825,False,False,https://data.insideairbnb.com/spain/andaluc%C3%ADa/malaga/2026-06-30/data/listings.csv.gz,12081d04662fd2b2033474e43a445804eb9dab536b859413204f0472d97b6d2a
mallorca,Spain,2025-09-21,2025-09-21,15034,,False,False,15034,0,False,False,https://data.insideairbnb.com/spain/islas-baleares/mallorca/2025-09-21/data/listings.csv.gz,0a2f55bc381d3a5866723c4c0274d5c1f0d4d5c2c9d0276c51f7224a7202b90a
mallorca,Spain,2025-12-25,2026-01-05,12927,,False,False,12206,721,False,False,https://data.insideairbnb.com/spain/islas-baleares/mallorca/2025-12-25/data/listings.csv.gz,86e171704c7e9da7fc52b61e8b478182e1e0353008bb03f5445ee34dec8b0a16
