file,query_url,bytes,sha256,captured_at_utc,numeric_observations
tour_occ_nin2dc.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nin2dc?lang=en&lastTimePeriod=1,141432,875caf256b037e298a1b4d2202d9c06de195628833d96d96c58df3986a961a8c,2026-09-03T21:13:40Z,8173
tour_occ_arnat.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_arnat?lang=en&lastTimePeriod=1,9716,03182916d1d76123cd8e4a812b61167c065655d87a0d5579e3252e9e7dcb6513,2026-09-03T21:13:44Z,390
tour_occ_arn2.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_arn2?lang=en&lastTimePeriod=1,97741,05084170e954443951da4eb6c77a9023b0ffc3290e2d89a0372a7d7294c90663,2026-09-03T21:13:50Z,5280
tour_occ_arnraw.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_arnraw?lang=en&lastTimePeriod=1,115050,610e07860f99845464a9ea6c5654c23880e5c76df71fcad3bd6a39361c4e1796,2026-09-03T21:13:57Z,7965
tour_occ_anor.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_anor?lang=en&lastTimePeriod=1,5574,f2dca2f04d4b5cbafbb2bf9c24a1571648a2ec8e5980dc07411f6533abc4735c,2026-09-03T21:14:05Z,106
tour_occ_anor2.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_anor2?lang=en&lastTimePeriod=1,28809,0f65445e7076890db45652b5f5f58decd230c9113050ba7b8d9171407a1fb4da,2026-09-03T21:14:14Z,356
tour_cap_nat.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_cap_nat?lang=en&lastTimePeriod=1,5023,14699e8ef9339057f1365c4b724a35e4cc3d821b887b7d3e1df8a6b9ed57d8cf,2026-09-03T21:14:25Z,22
tour_cap_nuts2.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_cap_nuts2?lang=en&lastTimePeriod=1,57391,2ae319c900f37cd0f429fdd52009500187d59ed214be7597d6b50348dd0d5d88,2026-09-03T21:14:33Z,888
tour_cap_nats.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_cap_nats?lang=en&lastTimePeriod=1,4958,2027a90e275e0353a27851463e7a955809987e0565b8df1e90bfad80db2d87af,2026-09-03T21:14:39Z,36
tour_cap_natdc.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_cap_natdc?lang=en&lastTimePeriod=1,6757,68982635f52db1a73680ff3e7732218c5f3a5eed2a34de9616c42698eda33164,2026-09-03T21:14:44Z,132
tour_cap_nuts2dc.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_cap_nuts2dc?lang=en&lastTimePeriod=1,86657,988e70bd9cf3159afb212a426240d30491c9a43298f3cc7267c36fd5effd366f,2026-09-03T21:14:50Z,5104
avia_tf_cm.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/avia_tf_cm?lang=en&lastTimePeriod=1,8758,9a559c1952438f0c85b4014cafcde7f6add20f8ce254aa3189816a07f4aa810f,2026-09-03T21:15:01Z,456
avia_tf_airpm.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/avia_tf_airpm?lang=en&lastTimePeriod=1,162332,d4a6d64dcc879a3384c0e8dd1ce73df762fdcf81342cac21a0223c62e0769b20,2026-09-03T21:15:07Z,8588
avia_paoc.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/avia_paoc?lang=en&lastTimePeriod=1,96860,34e394b0cc891e1e13714ad375d0bdaf15d8b85b07bbc232e6125310763f27e7,2026-09-03T21:15:13Z,6768
avia_paoa.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/avia_paoa?lang=en&lastTimePeriod=1,574317,a9b0fe7220aa3dc42936ff0a2014b4e30dee3410e1c6154bd41e0849df5462ba,2026-09-03T21:15:19Z,37872
avia_paocc.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/avia_paocc?lang=en&lastTimePeriod=1,589260,a3feecd9c58170022a82efb3e3374e0ba8586ea5c5f425c853f3c1de581288bf,2026-09-03T21:15:40Z,47124
avia_paoac.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/avia_paoac?lang=en&lastTimePeriod=1,669074,affb8b00c7969e7342e746ed1257da0ffe348e97b1b551b5d3076359f9dbe758,2026-09-03T21:15:46Z,45549
avia_paodis.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/avia_paodis?lang=en&lastTimePeriod=1,656003,0731c6901576a7327d89adb8501bc69a3574506afca6453c0e5cfdfced3cbf9c,2026-09-03T21:15:51Z,54096
avia_paexcc.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/avia_paexcc?lang=en&lastTimePeriod=1,879791,b0c68b15cff752570dc41f3a054554cacd86eba09f6532c7a241b166326f1030,2026-09-03T21:15:56Z,68688
avia_paexac.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/avia_paexac?lang=en&lastTimePeriod=1&partner=US,40653,ff446a8de0e3f752038bb78d14e3827a09be5250120e548b4567d746521d2b63,2026-09-03T21:17:38Z,1071
avia_par_ie.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/avia_par_ie?lang=en&lastTimePeriod=1,135002,7265726f56064c0de647313d126f4c089c52c0bb45fb2aa89cfce8e8ba83edfa,2026-09-03T21:16:13Z,8242
avia_par_es.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/avia_par_es?lang=en&lastTimePeriod=1,916044,6346ea586c8ee46e808c599d26cdd3877125d00ede3d60ce3f9b2ab7a67fdf12,2026-09-03T21:16:18Z,52231
avia_par_fr.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/avia_par_fr?lang=en&lastTimePeriod=1,736541,0928720da3497eb53b545c8f0e275e1921bdc00df2b7985521f09673a29d109b,2026-09-03T21:16:23Z,39308
avia_par_it.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/avia_par_it?lang=en&lastTimePeriod=1,873861,e9270c9b3f283d88db5a7caba6846d2f83aa47eec5df3058d5887cc5051b8c91,2026-09-03T21:16:29Z,48028
avia_par_pt.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/avia_par_pt?lang=en&lastTimePeriod=1,219570,e260257c41dcd2b061cb8f21d29641c9ac0390875214bdd38beac974d0e2d24e,2026-09-03T21:16:34Z,13065
avia_par_nl.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/avia_par_nl?lang=en&lastTimePeriod=1,218486,c6d575a6acb8e719ea81d3c5e7e93aa795280f130c92aa38f199c4adda033d24,2026-09-03T21:16:38Z,12662
avia_par_el.json,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/avia_par_el?lang=en&lastTimePeriod=1,352948,0c03b8e6fd9b47fe35c42bc52a1e2e832893a48a960c9ed80e9b2ff7338c4599,2026-09-03T21:16:45Z,18152
