quarter,region,nights_m,share_pct,adr_reported_usd,gbv_musd,revenue_musd,take_rate_pct,knowable_from
2025Q4,latam,25.27773553126393,20.736452445663602,94.52624098937964,2389.4093204940586,351.0,14.689823003093656,2026-02-12
2025Q4,apac,17.661933424772272,14.488870734021553,135.5286527807167,2393.698042562096,351.0,14.663503656639456,2026-02-12
2026Q1,na,48.60596113925479,31.11777281642432,247.9693969268503,12052.79087075093,1138.0,9.441796611286419,2026-05-07
2026Q1,emea,62.03426394200871,39.71463760691979,145.8947414546717,9050.472899150223,747.0,8.253712356512754,2026-05-07
2026Q1,latam,25.387125581470393,16.252961319763376,181.24405182718968,4601.265504631393,451.0,9.801651296714937,2026-05-07
2026Q1,apac,20.172649337266115,12.914628256892522,173.27772207937338,3495.4707254674536,342.0,9.784089951268694,2026-05-07
2026Q2,na,44.6497188153182,30.107699808036546,256.07587184582343,11433.715673303475,1594.0,13.941224756199093,2026-08-06
2026Q2,emea,62.05250106140367,41.84254960310429,188.43429893345595,11692.819534573131,1425.0,12.186966503558736,2026-08-06
2026Q2,latam,22.17586636332548,14.953382578102142,90.67067676284047,2010.7008109650312,291.0,14.472565904040952,2026-08-06
2026Q2,apac,19.421913759952663,13.09636801075702,106.20807025781947,2062.763981158363,298.0,14.446635811075947,2026-08-06
