cls,obs_id,quarter,region,lo,hi,fitted,resid,inside
exact_regional_revenue,2023Q2-na,2023Q2,na,1192.0,1192.0,1192.0,0.0,True
exact_regional_revenue,2023Q2-emea,2023Q2,emea,941.0,941.0,941.0,0.0,True
exact_regional_revenue,2023Q2-latam,2023Q2,latam,163.0,163.0,163.00000000000003,2.842170943040401e-14,True
exact_regional_revenue,2023Q2-apac,2023Q2,apac,188.0,188.0,188.0,0.0,True
exact_regional_revenue,2023Q3-na,2023Q3,na,1478.0,1478.0,1478.0000000000002,2.2737367544323206e-13,True
exact_regional_revenue,2023Q3-emea,2023Q3,emea,1533.0,1533.0,1532.9999999999998,-2.2737367544323206e-13,True
exact_regional_revenue,2023Q3-latam,2023Q3,latam,178.0,178.0,178.00000000000003,2.842170943040401e-14,True
exact_regional_revenue,2023Q3-apac,2023Q3,apac,208.0,208.0,208.0,0.0,True
exact_regional_revenue,2023Q4-na,2023Q4,na,1043.0,1043.0,1043.0,0.0,True
exact_regional_revenue,2023Q4-emea,2023Q4,emea,683.0,683.0,683.0,0.0,True
exact_regional_revenue,2023Q4-latam,2023Q4,latam,248.0,248.0,248.00000000000003,2.842170943040401e-14,True
exact_regional_revenue,2023Q4-apac,2023Q4,apac,244.0,244.0,244.0,0.0,True
exact_regional_revenue,2024Q1-na,2024Q1,na,1015.0,1015.0,1014.9999999999999,-1.1368683772161603e-13,True
exact_regional_revenue,2024Q1-emea,2024Q1,emea,567.0,567.0,567.0,0.0,True
exact_regional_revenue,2024Q1-latam,2024Q1,latam,307.0,307.0,307.0,0.0,True
exact_regional_revenue,2024Q1-apac,2024Q1,apac,253.0,253.0,253.0,0.0,True
exact_regional_revenue,2024Q2-na,2024Q2,na,1308.0,1308.0,1308.0,0.0,True
exact_regional_revenue,2024Q2-emea,2024Q2,emea,1048.0,1048.0,1048.0,0.0,True
exact_regional_revenue,2024Q2-latam,2024Q2,latam,185.0,185.0,185.00000000000003,2.842170943040401e-14,True
exact_regional_revenue,2024Q2-apac,2024Q2,apac,207.0,207.0,207.0,0.0,True
exact_regional_revenue,2024Q3-na,2024Q3,na,1572.0,1572.0,1572.0,0.0,True
exact_regional_revenue,2024Q3-emea,2024Q3,emea,1726.0,1726.0,1726.0,0.0,True
exact_regional_revenue,2024Q3-latam,2024Q3,latam,199.0,199.0,199.0,0.0,True
exact_regional_revenue,2024Q3-apac,2024Q3,apac,235.0,235.0,235.00000000000003,2.842170943040401e-14,True
exact_regional_revenue,2024Q4-na,2024Q4,na,1111.0,1111.0,1111.0,0.0,True
exact_regional_revenue,2024Q4-emea,2024Q4,emea,794.0,794.0,793.9999999999999,-1.1368683772161603e-13,True
exact_regional_revenue,2024Q4-latam,2024Q4,latam,278.0,278.0,278.0,0.0,True
exact_regional_revenue,2024Q4-apac,2024Q4,apac,297.0,297.0,297.0,0.0,True
exact_regional_revenue,2025Q1-na,2025Q1,na,1054.0,1054.0,1054.0,0.0,True
exact_regional_revenue,2025Q1-emea,2025Q1,emea,597.0,597.0,597.0,0.0,True
exact_regional_revenue,2025Q1-latam,2025Q1,latam,343.0,343.0,342.99999999999994,-5.684341886080802e-14,True
exact_regional_revenue,2025Q1-apac,2025Q1,apac,278.0,278.0,278.0,0.0,True
exact_regional_revenue,2025Q2-na,2025Q2,na,1377.0,1377.0,1377.0,0.0,True
exact_regional_revenue,2025Q2-emea,2025Q2,emea,1233.0,1233.0,1233.0,0.0,True
exact_regional_revenue,2025Q2-latam,2025Q2,latam,231.0,231.0,231.0,0.0,True
exact_regional_revenue,2025Q2-apac,2025Q2,apac,255.0,255.0,255.0,0.0,True
exact_regional_revenue,2025Q3-na,2025Q3,na,1619.0,1619.0,1619.0000000000002,2.2737367544323206e-13,True
exact_regional_revenue,2025Q3-emea,2025Q3,emea,1969.0,1969.0,1968.9999999999998,-2.2737367544323206e-13,True
exact_regional_revenue,2025Q3-latam,2025Q3,latam,235.0,235.0,234.99999999999997,-2.842170943040401e-14,True
exact_regional_revenue,2025Q3-apac,2025Q3,apac,272.0,272.0,272.0,0.0,True
exact_regional_revenue,2025Q4-na,2025Q4,na,1146.0,1146.0,1146.0,0.0,True
exact_regional_revenue,2025Q4-emea,2025Q4,emea,930.0,930.0,929.9999999999999,-1.1368683772161603e-13,True
exact_regional_revenue,2025Q4-latam,2025Q4,latam,351.0,351.0,351.0,0.0,True
exact_regional_revenue,2025Q4-apac,2025Q4,apac,351.0,351.0,351.00000000000006,5.684341886080802e-14,True
exact_regional_revenue,2026Q1-na,2026Q1,na,1138.0,1138.0,1138.0,0.0,True
exact_regional_revenue,2026Q1-emea,2026Q1,emea,747.0,747.0,747.0,0.0,True
exact_regional_revenue,2026Q1-latam,2026Q1,latam,451.0,451.0,450.99999999999994,-5.684341886080802e-14,True
exact_regional_revenue,2026Q1-apac,2026Q1,apac,342.0,342.0,342.0,0.0,True
exact_regional_revenue,2026Q2-na,2026Q2,na,1594.0,1594.0,1594.0,0.0,True
exact_regional_revenue,2026Q2-emea,2026Q2,emea,1425.0,1425.0,1425.0000000000002,2.2737367544323206e-13,True
exact_regional_revenue,2026Q2-latam,2026Q2,latam,291.0,291.0,291.0,0.0,True
exact_regional_revenue,2026Q2-apac,2026Q2,apac,298.0,298.0,298.0,0.0,True
annual_regional_nights,B5-FY2022-apac-nights_m,2022,apac,39.5,40.5,39.40385965440806,0.09614034559194096,False
annual_regional_nights,B5-FY2022-emea-nights_m,2022,emea,167.5,168.5,168.08354644376246,0.0,True
annual_regional_nights,B5-FY2022-latam-nights_m,2022,latam,52.5,53.5,52.492339683651444,0.007660316348555796,False
annual_regional_nights,B5-FY2022-na-nights_m,2022,na,132.5,133.5,133.72025421817807,0.22025421817807,False
annual_regional_nights,B5-FY2023-apac-nights_m,2023,apac,50.5,51.5,50.806720041375364,0.0,True
annual_regional_nights,B5-FY2023-emea-nights_m,2023,emea,186.5,187.5,186.71780786636944,0.0,True
annual_regional_nights,B5-FY2023-latam-nights_m,2023,latam,63.5,64.5,64.04077660990757,0.0,True
annual_regional_nights,B5-FY2023-na-nights_m,2023,na,145.5,146.5,146.6346954823476,0.13469548234760964,False
annual_regional_nights,B5-FY2024-apac-nights_m,2024,apac,60.5,61.5,60.84288497926258,0.0,True
annual_regional_nights,B5-FY2024-emea-nights_m,2024,emea,200.5,201.5,201.7931255714199,0.2931255714198926,False
annual_regional_nights,B5-FY2024-latam-nights_m,2024,latam,75.5,76.5,75.4280218356445,0.07197816435549953,False
annual_regional_nights,B5-FY2024-na-nights_m,2024,na,153.5,154.5,153.435967613673,0.06403238632699981,False
annual_regional_nights,B5-FY2025-apac-nights_m,2025,apac,69.5,70.5,70.62623348901862,0.12623348901861675,False
annual_regional_nights,B5-FY2025-emea-nights_m,2025,emea,214.5,215.5,214.356612805994,0.14338719400601008,False
annual_regional_nights,B5-FY2025-latam-nights_m,2025,latam,89.5,90.5,90.64397253572392,0.14397253572391833,False
annual_regional_nights,B5-FY2025-na-nights_m,2025,na,157.5,158.5,157.3731811692635,0.1268188307365108,False
regional_nights_yoy,B3-1Q23-emea-nights_yoy_pct,2023Q1,emea,20.5,21.5,16.471735483786155,4.028264516213845,False
regional_nights_yoy,B3-1Q23-latam-nights_yoy_pct,2023Q1,latam,21.5,22.5,21.293134358297205,0.20686564170279453,False
regional_nights_yoy,B3-1Q23-apac-nights_yoy_pct,2023Q1,apac,47.5,48.5,47.325636989079655,0.17436301092034512,False
regional_nights_yoy,B3-2Q23-latam-nights_yoy_pct,2023Q2,latam,21.5,22.5,21.300639038442103,0.19936096155789684,False
regional_nights_yoy,B3-2Q23-apac-nights_yoy_pct,2023Q2,apac,23.5,24.5,23.276392647228672,0.22360735277132804,False
regional_nights_yoy,B3-3Q23-latam-nights_yoy_pct,2023Q3,latam,23.5,24.5,23.567463265460287,0.0,True
regional_nights_yoy,B3-3Q23-apac-nights_yoy_pct,2023Q3,apac,26.5,27.5,26.437144788630285,0.06285521136971539,False
regional_nights_yoy,B3-4Q23-latam-nights_yoy_pct,2023Q4,latam,21.5,22.5,21.519056043816388,0.0,True
regional_nights_yoy,B3-4Q23-apac-nights_yoy_pct,2023Q4,apac,21.5,22.5,21.438402895055408,0.06159710494459247,False
regional_nights_yoy,B3-1Q24-latam-nights_yoy_pct,2024Q1,latam,18.5,19.5,19.505953014080113,0.0059530140801129505,False
regional_nights_yoy,B3-1Q24-apac-nights_yoy_pct,2024Q1,apac,20.5,21.5,20.471969192670848,0.028030807329152196,False
regional_nights_yoy,B3-2Q24-latam-nights_yoy_pct,2024Q2,latam,16.5,17.5,16.185076088301642,0.314923911698358,False
regional_nights_yoy,B3-2Q24-apac-nights_yoy_pct,2024Q2,apac,18.5,19.5,18.170733464014365,0.32926653598563504,False
regional_nights_yoy,B3-3Q24-latam-nights_yoy_pct,2024Q3,latam,14.5,15.5,15.502275520350018,0.002275520350018212,False
regional_nights_yoy,B3-3Q24-apac-nights_yoy_pct,2024Q3,apac,18.5,19.5,18.437259800426055,0.06274019957394472,False
regional_nights_yoy,B1-4Q24-na-nights_yoy_pct,2024Q4,na,4.0,6.0,6.062967781105089,0.0629677811050886,False
regional_nights_yoy,B1-4Q24-emea-nights_yoy_pct,2024Q4,emea,10.0,12.0,10.572454908642094,0.0,True
regional_nights_yoy,B1-4Q24-latam-nights_yoy_pct,2024Q4,latam,20.0,23.0,19.91153845622926,0.088461543770741,False
regional_nights_yoy,B1-4Q24-apac-nights_yoy_pct,2024Q4,apac,20.0,23.0,22.0378462386541,0.0,True
regional_nights_yoy,B1-1Q25-na-nights_yoy_pct,2025Q1,na,1.0,3.0,3.641070665854129,0.6410706658541292,False
regional_nights_yoy,B1-1Q25-emea-nights_yoy_pct,2025Q1,emea,4.0,6.0,5.626488896538029,0.0,True
regional_nights_yoy,B1-1Q25-latam-nights_yoy_pct,2025Q1,latam,20.0,23.0,21.52617295478354,0.0,True
regional_nights_yoy,B1-1Q25-apac-nights_yoy_pct,2025Q1,apac,14.0,16.0,13.179672461870906,0.820327538129094,False
regional_nights_yoy,B1-2Q25-na-nights_yoy_pct,2025Q2,na,1.0,3.0,0.876588589143168,0.12341141085683205,False
regional_nights_yoy,B1-2Q25-emea-nights_yoy_pct,2025Q2,emea,4.0,6.0,5.505531435191213,0.0,True
regional_nights_yoy,B1-2Q25-latam-nights_yoy_pct,2025Q2,latam,17.0,19.0,22.649024465967727,3.6490244659677273,False
regional_nights_yoy,B1-2Q25-apac-nights_yoy_pct,2025Q2,apac,14.0,16.0,17.095678826245454,1.0956788262454538,False
regional_nights_yoy,B1-3Q25-na-nights_yoy_pct,2025Q3,na,4.0,6.0,2.803530037898394,1.196469962101606,False
regional_nights_yoy,B1-3Q25-emea-nights_yoy_pct,2025Q3,emea,4.0,6.0,6.485753883885725,0.4857538838857254,False
regional_nights_yoy,B1-3Q25-latam-nights_yoy_pct,2025Q3,latam,20.0,23.0,18.6052973951115,1.3947026048885007,False
regional_nights_yoy,B1-3Q25-apac-nights_yoy_pct,2025Q3,apac,14.0,16.0,16.373155300311225,0.37315530031122535,False
regional_nights_yoy,B1-4Q25-na-nights_yoy_pct,2025Q4,na,4.0,6.0,2.9487928907218963,1.0512071092781037,False
regional_nights_yoy,B1-4Q25-emea-nights_yoy_pct,2025Q4,emea,7.0,9.0,7.576101693833404,0.0,True
regional_nights_yoy,B1-4Q25-latam-nights_yoy_pct,2025Q4,latam,17.0,19.0,18.817184510923603,0.0,True
regional_nights_yoy,B1-4Q25-apac-nights_yoy_pct,2025Q4,apac,14.0,16.0,17.75394650027897,1.7539465002789711,False
regional_nights_yoy,B1-1Q26-na-nights_yoy_pct,2026Q1,na,7.0,9.0,3.6596472477581354,3.3403527522418646,False
regional_nights_yoy,B1-1Q26-emea-nights_yoy_pct,2026Q1,emea,4.0,6.0,7.640420791389091,1.640420791389091,False
regional_nights_yoy,B1-1Q26-latam-nights_yoy_pct,2026Q1,latam,17.0,19.0,19.39457625935235,0.3945762593523483,False
regional_nights_yoy,B1-1Q26-apac-nights_yoy_pct,2026Q1,apac,17.0,19.0,16.498387123834245,0.5016128761657548,False
regional_nights_yoy,B1-2Q26-na-nights_yoy_pct,2026Q2,na,7.0,9.0,8.2152455742021,0.0,True
regional_nights_yoy,B1-2Q26-emea-nights_yoy_pct,2026Q2,emea,7.0,9.0,7.981655132199017,0.0,True
regional_nights_yoy,B1-2Q26-latam-nights_yoy_pct,2026Q2,latam,19.0,21.0,16.7567502212963,2.2432497787036993,False
regional_nights_yoy,B1-2Q26-apac-nights_yoy_pct,2026Q2,apac,17.0,19.0,16.43205535929053,0.5679446407094701,False
regional_adr_yoy_reported,B4-1Q23-emea-adr_yoy_reported_pct,2023Q1,emea,7.5,8.5,3.827902359673563,3.672097640326437,False
regional_adr_yoy_reported,B4-2Q23-na-adr_yoy_reported_pct,2023Q2,na,-1.5,-0.5,-1.1680675619974434,0.0,True
regional_adr_yoy_reported,B4-2Q23-emea-adr_yoy_reported_pct,2023Q2,emea,7.5,8.5,9.36498126887868,0.8649812688786795,False
regional_adr_yoy_reported,B4-3Q23-na-adr_yoy_reported_pct,2023Q3,na,-1.5,-0.5,-2.1542335996325157,0.6542335996325157,False
regional_adr_yoy_reported,B4-4Q23-na-adr_yoy_reported_pct,2023Q4,na,-0.5,0.5,-0.778911539048377,0.27891153904837696,False
regional_adr_yoy_reported,B4-1Q24-na-adr_yoy_reported_pct,2024Q1,na,2.5,3.5,1.8358438544007871,0.6641561455992129,False
regional_adr_yoy_reported,B4-1Q24-emea-adr_yoy_reported_pct,2024Q1,emea,6.5,7.5,7.213081059389759,0.0,True
regional_adr_yoy_reported,B4-2Q24-na-adr_yoy_reported_pct,2024Q2,na,3.5,4.5,3.43046804972984,0.0695319502701599,False
regional_adr_yoy_reported,B4-2Q24-emea-adr_yoy_reported_pct,2024Q2,emea,3.5,4.5,5.16861503926187,0.6686150392618702,False
regional_adr_yoy_reported,B4-3Q24-na-adr_yoy_reported_pct,2024Q3,na,2.5,3.5,1.9716591209243184,0.5283408790756816,False
regional_adr_yoy_reported,B4-3Q24-emea-adr_yoy_reported_pct,2024Q3,emea,5.5,6.5,6.020459567459757,0.0,True
regional_adr_yoy_reported,B4-4Q24-na-adr_yoy_reported_pct,2024Q4,na,2.5,3.5,1.8514022050360346,0.6485977949639654,False
regional_adr_yoy_reported,B4-4Q24-emea-adr_yoy_reported_pct,2024Q4,emea,5.5,6.5,6.623733085084571,0.12373308508457104,False
regional_adr_yoy_reported,B4-4Q24-latam-adr_yoy_reported_pct,2024Q4,latam,-5.5,-4.5,-5.19457770475632,0.0,True
regional_adr_yoy_reported,B4-1Q25-na-adr_yoy_reported_pct,2025Q1,na,1.5,2.5,1.1308621866477075,0.36913781335229245,False
regional_adr_yoy_reported,B4-1Q25-emea-adr_yoy_reported_pct,2025Q1,emea,1.5,2.5,0.6142421859009595,0.8857578140990405,False
regional_adr_yoy_reported,B4-1Q25-latam-adr_yoy_reported_pct,2025Q1,latam,-7.5,-6.5,-7.204491691222481,0.0,True
regional_adr_yoy_reported,B4-1Q25-apac-adr_yoy_reported_pct,2025Q1,apac,-1.5,-0.5,-2.006589241165191,0.5065892411651909,False
regional_adr_yoy_reported,B4-2Q25-na-adr_yoy_reported_pct,2025Q2,na,2.5,3.5,2.4922999672147617,0.007700032785238342,False
regional_adr_yoy_reported,B4-2Q25-emea-adr_yoy_reported_pct,2025Q2,emea,8.5,9.5,9.517114890426948,0.017114890426947582,False
regional_adr_yoy_reported,B4-2Q25-latam-adr_yoy_reported_pct,2025Q2,latam,-3.5,-2.5,-0.015752366979815413,2.4842476330201846,False
regional_adr_yoy_reported,B4-2Q25-apac-adr_yoy_reported_pct,2025Q2,apac,1.5,2.5,3.3199996536302123,0.8199996536302123,False
regional_adr_yoy_reported,B4-3Q25-na-adr_yoy_reported_pct,2025Q3,na,4.5,5.5,3.7876115885241646,0.7123884114758354,False
regional_adr_yoy_reported,B4-3Q25-emea-adr_yoy_reported_pct,2025Q3,emea,9.5,10.5,10.987138199975522,0.4871381999755222,False
regional_adr_yoy_reported,B4-3Q25-latam-adr_yoy_reported_pct,2025Q3,latam,3.5,4.5,3.1501674803575686,0.34983251964243145,False
regional_adr_yoy_reported,B4-3Q25-apac-adr_yoy_reported_pct,2025Q3,apac,1.5,2.5,3.040384447927913,0.540384447927913,False
regional_adr_yoy_reported,B4-4Q25-na-adr_yoy_reported_pct,2025Q4,na,4.5,5.5,3.543274220585313,0.9567257794146871,False
regional_adr_yoy_reported,B4-4Q25-emea-adr_yoy_reported_pct,2025Q4,emea,11.5,12.5,12.51728332078188,0.017283320781880107,False
regional_adr_yoy_reported,B4-4Q25-latam-adr_yoy_reported_pct,2025Q4,latam,8.5,9.5,9.81348072877477,0.3134807287747705,False
regional_adr_yoy_reported,B4-4Q25-apac-adr_yoy_reported_pct,2025Q4,apac,1.5,2.5,3.71648499253745,1.21648499253745,False
regional_adr_yoy_reported,B4-1Q26-na-adr_yoy_reported_pct,2026Q1,na,6.5,7.5,5.165382764701532,1.3346172352984684,False
regional_adr_yoy_reported,B4-1Q26-emea-adr_yoy_reported_pct,2026Q1,emea,14.5,15.5,17.368557262321495,1.8685572623214952,False
regional_adr_yoy_reported,B4-1Q26-latam-adr_yoy_reported_pct,2026Q1,latam,9.5,10.5,11.193322054870913,0.6933220548709134,False
regional_adr_yoy_reported,B4-1Q26-apac-adr_yoy_reported_pct,2026Q1,apac,5.5,6.5,6.620884168602048,0.12088416860204809,False
regional_adr_yoy_reported,B4-2Q26-na-adr_yoy_reported_pct,2026Q2,na,6.5,7.5,6.314517562761868,0.1854824372381323,False
regional_adr_yoy_reported,B4-2Q26-emea-adr_yoy_reported_pct,2026Q2,emea,6.5,7.5,6.372276317268666,0.12772368273133416,False
regional_adr_yoy_reported,B4-2Q26-latam-adr_yoy_reported_pct,2026Q2,latam,8.5,9.5,7.232308589963665,1.2676914100363348,False
regional_adr_yoy_reported,B4-2Q26-apac-adr_yoy_reported_pct,2026Q2,apac,0.5,1.5,-0.24603547652111146,0.7460354765211115,False
regional_adr_yoy_exfx,B4-3Q23-emea-adr_yoy_exfx_pct,2023Q3,emea,5.5,6.5,5.4885373745207255,0.011462625479274458,False
regional_adr_yoy_exfx,B4-4Q23-na-adr_yoy_exfx_pct,2023Q4,na,-2.5,-1.5,-2.778911539048377,0.27891153904837696,False
regional_adr_yoy_exfx,B4-4Q23-emea-adr_yoy_exfx_pct,2023Q4,emea,5.5,6.5,5.6457256554157915,0.0,True
regional_adr_yoy_exfx,B4-1Q24-na-adr_yoy_exfx_pct,2024Q1,na,-0.5,0.5,-1.1641561455992129,0.6641561455992129,False
regional_adr_yoy_exfx,B4-1Q24-emea-adr_yoy_exfx_pct,2024Q1,emea,3.5,4.5,4.213081059389759,0.0,True
regional_adr_yoy_exfx,B4-2Q24-na-adr_yoy_exfx_pct,2024Q2,na,0.5,1.5,0.4304680497298401,0.0695319502701599,False
regional_adr_yoy_exfx,B4-2Q24-emea-adr_yoy_exfx_pct,2024Q2,emea,2.5,3.5,4.16861503926187,0.6686150392618702,False
regional_adr_yoy_exfx,B4-3Q24-na-adr_yoy_exfx_pct,2024Q3,na,0.5,1.5,-0.028340879075681613,0.5283408790756816,False
regional_adr_yoy_exfx,B4-3Q24-emea-adr_yoy_exfx_pct,2024Q3,emea,2.5,3.5,3.020459567459757,0.0,True
regional_adr_yoy_exfx,B4-4Q24-emea-adr_yoy_exfx_pct,2024Q4,emea,5.5,6.5,6.623733085084571,0.12373308508457104,False
regional_adr_yoy_exfx,B4-4Q24-latam-adr_yoy_exfx_pct,2024Q4,latam,3.5,4.5,3.8054222952436803,0.0,True
regional_adr_yoy_exfx,B4-4Q24-apac-adr_yoy_exfx_pct,2024Q4,apac,1.5,2.5,2.6493758715217677,0.14937587152176768,False
regional_adr_yoy_exfx,B4-1Q25-na-adr_yoy_exfx_pct,2025Q1,na,2.5,3.5,2.1308621866477075,0.36913781335229245,False
regional_adr_yoy_exfx,B4-1Q25-emea-adr_yoy_exfx_pct,2025Q1,emea,3.5,4.5,2.6142421859009595,0.8857578140990405,False
regional_adr_yoy_exfx,B4-1Q25-latam-adr_yoy_exfx_pct,2025Q1,latam,1.5,2.5,1.795508308777519,0.0,True
regional_adr_yoy_exfx,B4-1Q25-apac-adr_yoy_exfx_pct,2025Q1,apac,2.5,3.5,1.9934107588348091,0.5065892411651909,False
regional_adr_yoy_exfx,B4-2Q25-emea-adr_yoy_exfx_pct,2025Q2,emea,2.5,3.5,3.5171148904269476,0.017114890426947582,False
regional_adr_yoy_exfx,B4-2Q25-latam-adr_yoy_exfx_pct,2025Q2,latam,1.5,2.5,4.984247633020185,2.4842476330201846,False
regional_adr_yoy_exfx,B4-2Q25-apac-adr_yoy_exfx_pct,2025Q2,apac,0.5,1.5,2.3199996536302123,0.8199996536302123,False
regional_adr_yoy_exfx,B4-3Q25-emea-adr_yoy_exfx_pct,2025Q3,emea,3.5,4.5,4.987138199975522,0.4871381999755222,False
regional_adr_yoy_exfx,B4-3Q25-latam-adr_yoy_exfx_pct,2025Q3,latam,2.5,3.5,2.1501674803575686,0.34983251964243145,False
regional_adr_yoy_exfx,B4-3Q25-apac-adr_yoy_exfx_pct,2025Q3,apac,2.5,3.5,4.040384447927913,0.540384447927913,False
regional_adr_yoy_exfx,B4-4Q25-emea-adr_yoy_exfx_pct,2025Q4,emea,3.5,4.5,4.51728332078188,0.017283320781880107,False
regional_adr_yoy_exfx,B4-4Q25-latam-adr_yoy_exfx_pct,2025Q4,latam,2.5,3.5,3.8134807287747705,0.3134807287747705,False
regional_adr_yoy_exfx,B4-4Q25-apac-adr_yoy_exfx_pct,2025Q4,apac,1.5,2.5,3.71648499253745,1.21648499253745,False
regional_adr_yoy_exfx,B4-1Q26-emea-adr_yoy_exfx_pct,2026Q1,emea,3.5,4.5,6.368557262321495,1.8685572623214952,False
regional_adr_yoy_exfx,B4-1Q26-latam-adr_yoy_exfx_pct,2026Q1,latam,2.5,3.5,4.193322054870913,0.6933220548709134,False
regional_adr_yoy_exfx,B4-1Q26-apac-adr_yoy_exfx_pct,2026Q1,apac,1.5,2.5,2.620884168602048,0.12088416860204809,False
regional_adr_yoy_exfx,B4-2Q26-emea-adr_yoy_exfx_pct,2026Q2,emea,4.5,5.5,4.372276317268666,0.12772368273133416,False
regional_adr_yoy_exfx,B4-2Q26-latam-adr_yoy_exfx_pct,2026Q2,latam,1.5,2.5,0.2323085899636652,1.2676914100363348,False
