series,region,month,value,unit,knowable_from,source_url,vintage_basis
ntto,na,2021-01,1045178.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2022-08,5650779.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2022-09,4833042.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2022-10,5088299.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2022-11,4546326.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2022-12,5003963.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2023-01,4793098.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2023-02,4124309.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2023-03,5228496.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2023-04,5588517.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2023-05,5374474.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2023-06,4969591.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2023-07,6444443.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2023-08,6966956.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2023-09,5755858.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2023-10,5946899.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2023-11,5259600.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2023-12,5897618.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2024-01,5352037.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2024-02,4721687.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2024-03,5877910.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2024-04,5872467.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2024-05,6051477.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2024-06,5622265.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2024-07,6879281.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2024-08,7503774.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2024-09,6142987.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2024-10,6191664.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2024-11,5633688.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2024-12,6447628.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2025-01,5606123.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2025-02,4645699.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2025-03,5426751.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2025-04,5973368.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2025-05,5630766.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2025-06,5275537.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2025-07,6252054.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2025-08,6852771.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2025-09,5444848.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2025-10,5813366.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2025-11,5317965.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2025-12,6048545.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2026-01,5412343.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2026-02,4660883.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2026-03,5537310.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2026-04,5645630.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2026-05,5761256.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
ntto,na,2026-06,5415892.0,persons,2026-09-13,https://www.trade.gov/sites/default/files/2024-06/Monthly%20Arrivals%202000%20to%20Present%20%E2%80%93%20Country%20of%20Residence%20%28COR%29_1.xlsx,current_revised_download; not historical release
jnto,apac,2026-01,3597881.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2026-02,3466848.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2026-03,3619159.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2026-04,3692364.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2026-05,3560256.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2026-06,3148600.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2026-07,3442100.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2025-01,3781629.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2025-02,3258491.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2025-03,3497755.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2025-04,3909128.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2025-05,3693587.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2025-06,3377985.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2025-07,3437118.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2025-08,3428406.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2025-09,3267228.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2025-10,3896524.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2025-11,3517659.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2025-12,3617791.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2024-01,2688478.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2024-02,2788224.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2024-03,3081781.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2024-04,3043003.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2024-05,3040294.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2024-06,3140642.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2024-07,3292602.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2024-08,2933381.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2024-09,2872487.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2024-10,3312193.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2024-11,3187175.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2024-12,3489888.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2023-01,1497472.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2023-02,1475455.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2023-03,1817616.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2023-04,1949236.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2023-05,1899176.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2023-06,2073441.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2023-07,2320694.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2023-08,2157190.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2023-09,2184442.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2023-10,2516623.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2023-11,2440890.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2023-12,2734115.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2022-01,17766.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2022-02,16719.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2022-03,66121.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2022-04,139548.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2022-05,147046.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2022-06,120430.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2022-07,144578.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2022-08,169902.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2022-09,206641.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2022-10,498646.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2022-11,934599.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2022-12,1370114.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2021-01,46522.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2021-02,7355.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2021-03,12276.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2021-04,10853.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2021-05,10035.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2021-06,9251.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2021-07,51055.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2021-08,25916.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2021-09,17720.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2021-10,22113.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2021-11,20682.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
jnto,apac,2021-12,12084.0,persons,2026-09-13,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,current_revised_download; not historical release
eurostat_ES,emea,2021-01,1579215.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2021-02,1332750.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2021-03,1726350.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2021-04,2046961.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2021-05,3703463.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
eurostat_ES,emea,2021-06,7074987.0,accommodation_nights_nonresidents,2026-09-13,https://ec.europa.eu/eurostat/api/dissemination/statistics/1.0/data/tour_occ_nim?lang=en&geo=ES&unit=NR&c_resid=FOR&nace_r2=I551-I553&sinceTimePeriod=2021-01,current_revised_download; not historical release
