quarter,scenario,revenue_musd,adj_ebitda_musd,adj_ebitda_margin_pct,cor_cash_musd,ops_cash_musd,pd_cash_musd,sm_cash_musd,ga_cash_musd,total_cash_costs_musd,cor_pct_rev,ops_pct_rev,pd_pct_rev,sm_pct_rev,ga_pct_rev,other_net_musd,residual_allocated_musd,cor_model_musd,cor_alloc_musd,ops_model_musd,ops_alloc_musd,pd_model_musd,pd_alloc_musd,sm_model_musd,sm_alloc_musd,ga_model_musd,ga_alloc_musd,sum_lines_check
2023Q4,actual,2218.0,738.0,33.27321911632101,384.0,254.0,253.0,391.0,211.0,1480.0,17.312894499549145,11.451758340847611,11.406672678088368,17.62849413886384,9.513074842200181,,,,,,,,,,,,,
2024Q1,actual,2142.0,424.0,19.79458450046685,480.0,266.0,290.0,479.0,223.0,1718.0,22.408963585434176,12.418300653594772,13.53874883286648,22.362278244631188,10.410830999066294,,,,,,,,,,,,,
2024Q2,actual,2748.0,894.0,32.532751091703055,506.0,314.0,280.0,527.0,242.0,1854.0,18.41339155749636,11.426491994177583,10.189228529839884,19.17758369723435,8.806404657933042,,,,,,,,,,,,,
2024Q3,actual,3732.0,1958.0,52.46516613076098,465.0,347.0,294.0,471.0,210.0,1774.0,12.459807073954984,9.297963558413718,7.877813504823152,12.620578778135046,5.627009646302251,,,,,,,,,,,,,
2024Q4,actual,2480.0,765.0,30.846774193548388,427.0,265.0,306.0,501.0,226.0,1715.0,17.217741935483872,10.685483870967742,12.338709677419354,20.201612903225808,9.112903225806452,,,,,,,,,,,,,
2025Q1,actual,2272.0,417.0,18.35387323943662,506.0,282.0,338.0,519.0,235.0,1855.0,22.27112676056338,12.411971830985916,14.876760563380282,22.843309859154928,10.34330985915493,,,,,,,,,,,,,
2025Q2,actual,3096.0,1043.0,33.68863049095607,544.0,309.0,331.0,639.0,244.0,2053.0,17.571059431524546,9.980620155038759,10.691214470284239,20.63953488372093,7.881136950904392,,,,,,,,,,,,,
2025Q3,actual,4095.0,2051.0,50.085470085470085,549.0,343.0,333.0,585.0,257.0,2044.0,13.406593406593407,8.376068376068375,8.131868131868131,14.285714285714285,6.275946275946276,,,,,,,,,,,,,
2025Q4,actual,2778.0,786.0,28.293736501079916,487.0,303.0,335.0,633.0,259.0,1992.0,17.530597552195825,10.907127429805616,12.059035277177827,22.786177105831534,9.323254139668826,,,,,,,,,,,,,
2026Q1,actual,2678.0,519.0,19.38013442867812,581.0,301.0,375.0,696.0,226.0,2159.0,21.695294996265872,11.239731142643764,14.002987303958179,25.989544436146378,8.439133681852129,,,,,,,,,,,,,
2026Q2,actual,3608.0,1261.0,34.950110864745014,633.0,323.0,374.0,808.0,227.0,2347.0,17.544345898004433,8.952328159645234,10.365853658536585,22.394678492239468,6.291574279379157,,,,,,,,,,,,,
2026Q3,base,4804.0355,2399.132402388442,49.93993908638773,617.4248791049705,364.80540374915,382.13177873663466,790.2398152649166,282.8162050025537,2404.9030976115578,12.852213084290707,7.593728309233977,7.954391234965576,16.449499910334065,5.887054852166553,32.51498424666773,78.54057788414593,617.4248791049705,0.0,364.80540374915,0.0,374.74936368980354,7.382415046831128,730.0779121113239,60.16190315359272,271.8199453188316,10.996259683722084,2437.4180818582254
2026Q4,base,3178.1078,918.391699297086,28.897437,543.8839154594368,318.2894504254017,375.7219392474648,771.2996576642566,272.0314129763893,2259.7161007029144,17.113450823141896,10.015061491161555,11.822189897003014,24.26914712157519,8.559540144496964,21.510275070034734,-13.598303198672056,543.8839154594368,0.0,318.2894504254017,0.0,377.0001106188714,-1.2781713714066352,781.7159268353145,-10.416269171057865,273.9352756325968,-1.9038626562075573,2281.2263757729493
2027Q1,base,3053.1293,594.4510405569569,19.47022160368239,644.0082604379614,316.380655663393,421.980478094075,857.9924216597727,238.98083107884534,2458.6782594430433,21.093383121309714,10.362504321824593,13.821244913999383,28.102066350736365,7.827406165826169,20.66438749100411,-0.36779761612160655,644.0082604379614,0.0,316.380655663393,0.0,422.0150492002292,-0.03457110615419676,858.2741537931149,-0.2817321333422092,239.03232545547056,-0.05149437662520063,2479.3426469340475
2027Q2,base,4028.9807,1371.2996340933225,34.035894837950515,688.1674688605063,334.0450646878938,422.2037337233075,998.4866996564671,242.0473071245772,2657.6810659066778,17.08043597380614,8.291056462193868,10.479169923134839,24.782613122382717,6.0076561579105405,27.269208146073925,13.980096359475738,688.1674688605063,0.0,334.0450646878938,0.0,420.8896757356953,1.3140579876122342,987.7779777968276,10.708721859639516,240.0899906123532,1.957316512223987,2684.950274052752
2027Q3,base,5280.7325,2550.7639974962503,48.303223037642034,671.6252746940066,378.0824832694792,433.0236610262107,978.666306104484,304.3121731691063,2729.9685025037497,12.718411218405906,7.159659825023882,8.200068097109837,18.532775634904514,5.7626886642924315,35.74139575953723,120.12002052250591,671.6252746940066,0.0,378.0824832694792,0.0,421.7329897474854,11.29067127872527,886.6546449203443,92.0116611841397,287.49448510946536,16.81768805964095,2765.709898263287
2027Q4,base,3465.7641,966.8151326490954,27.896160983636925,587.0414290476064,329.43693355398943,419.16393056868594,904.6316065250903,282.13227672781426,2498.9489673509042,16.938297359811834,9.505463270105125,12.094416078944494,26.101938286136967,8.140550498743243,23.457209072282367,-54.27942539117521,587.0414290476064,0.0,329.43693355398943,0.0,424.2659206168397,-5.10199004815378,946.2095223182936,-41.577915793203296,289.7317962776324,-7.599519549818134,2522.4061764231865
2026Q3,bear,4755.0,2374.6441035577363,49.93993908638773,604.3863721850661,361.274873526688,381.644675828227,783.1424187414528,282.0906551601825,2380.3558964422637,12.710544104838403,7.597789138311,8.026176147807087,16.469872108127294,5.932505891907098,32.183098999352744,73.35835178703564,604.3863721850661,0.0,361.274873526688,0.0,374.74936368980354,6.895312138423442,726.9500889341915,56.19232980726134,271.8199453188316,10.270709841350868,2412.5389954416164
2026Q4,bear,3123.807,902.7001598265899,28.897437,537.2646813028805,318.0194939368866,373.2338728085202,745.4061583746096,268.3253866287196,2221.10684017341,17.19903570556313,10.180510317599218,11.948045215614158,23.862106665828257,8.589691572773852,21.142752878206327,-40.068526653900335,537.2646813028805,0.0,318.0194939368866,0.0,377.0001106188714,-3.766237810351255,776.0985582142815,-30.69239983967192,273.9352756325968,-5.609889003877161,2242.2495930516166
2027Q1,bear,2995.1629,583.1648540212799,19.47022160368239,607.0804860675973,308.5343713625237,422.4089739505848,854.6271856388508,239.61908450698377,2411.99804597872,20.2686967733073,10.30108817662384,14.103038400702172,28.533579447009405,8.000202076053485,20.27205554782092,4.190915484909965,607.0804860675973,0.0,308.5343713625237,0.0,422.0150492002292,0.393924750355602,851.4169539558097,3.2102316830411386,239.03232545547056,0.5867590515132249,2432.2701015265407
2027Q2,bear,3803.7239,1294.63146652999,34.035894837950515,653.2131725418034,327.01663133257614,414.24871587322264,910.1603804647333,230.19814373925294,2509.0924334700103,17.17299125054275,8.597275720579407,10.890609485962496,23.928140012074305,6.051915170269139,25.744610481578157,-70.65233016503316,653.2131725418034,0.0,327.01663133257614,0.0,420.8896757356953,-6.640959862472669,964.2799038941936,-54.119523429460244,240.0899906123532,-9.891846873100253,2534.8370439515884
2027Q3,bear,4936.538,2384.5069604779533,48.303223037642034,628.6058744865479,366.7949985087064,423.50190076005913,876.410747419989,290.1293145965999,2552.0310395220463,12.733739201167863,7.430207131165736,8.578925164964984,17.75355010778787,5.877181834650112,33.41179624985632,18.819220034615228,628.6058744865479,0.0,366.7949985087064,0.0,421.7329897474854,1.7689110125737146,861.9952678850821,14.415479534906977,287.49448510946536,2.6348294871345366,2585.4428357719025
2027Q4,bear,3212.9091,896.2782947939203,27.896160983636925,562.6212402791537,322.6925998696844,407.57075512813344,780.6280269406019,264.86400247141285,2316.6308052060795,17.51127164721696,10.04362681377087,12.68541195666362,24.29661103517065,8.243744040919578,21.745819482906693,-177.61774934576306,562.6212402791537,0.0,322.6925998696844,0.0,424.2659206168397,-16.695165488706284,916.6828169914392,-136.05479005083723,289.7317962776324,-24.867793806219556,2338.3766246889863
2026Q3,bull,4878.0,2436.0702286339933,49.93993908638773,629.3321899967984,367.6173183237593,383.8354382040923,808.8065794423092,285.35384096557607,2441.9297713660067,12.901438909323462,7.536230387940945,7.868705170235595,16.580700685574193,5.849812237916688,33.01559556652843,96.66559500159383,629.3321899967984,0.0,367.6173183237593,0.0,374.74936368980354,9.086074514288766,734.7609546017485,74.04562484056066,271.8199453188316,13.533895646744414,2474.9453669325353
2026Q4,bull,3227.9366,932.7909453849419,28.897437,553.0066160756695,319.9522854214302,377.5901287952289,791.6300340124019,274.81411989212245,2295.145654615058,17.131892121910617,9.911975514681117,11.697569549390433,24.524336506869492,8.513615784526946,21.847529581794763,6.277128587230891,553.0066160756695,0.0,319.9522854214302,0.0,377.0001106188714,0.5900181763574895,786.8217678610541,4.808266151347783,273.9352756325968,0.8788442595256186,2316.993184196853
2027Q1,bull,3119.9376,607.4587646166099,19.47022160368239,668.2599265394815,321.5455377087953,423.58086401855996,878.8444319043766,241.3646389666671,2512.47883538339,21.419015769401334,10.306152844492637,13.57658127581013,28.1686541392487,7.736200844743403,21.11656375449064,16.658505368652186,668.2599265394815,0.0,321.5455377087953,0.0,422.0150492002292,1.5658148183307368,866.0840548652517,12.760377039124906,239.03232545547056,2.3323135111965425,2533.5953991378806
2027Q2,bull,4189.9054,1426.0717957536096,34.035894837950515,719.3574533534245,340.9756419242195,427.1665166533505,1055.252906642833,249.43947479687856,2763.8336042463898,17.168823271127422,8.138027219521938,10.195135113393027,25.185602201014685,5.953343834371023,28.35838912431601,66.77851486704321,719.3574533534245,0.0,340.9756419242195,0.0,420.8896757356953,6.276840917655248,1004.1007168779704,51.15218976486263,240.0899906123532,9.34948418452534,2792.1919933707063
2027Q3,bull,5559.9477,2685.633938307248,48.303223037642034,711.5486865276811,387.70530305743046,440.29543148444725,1057.251913332258,315.14362545293733,2874.3137616927515,12.797758628695036,6.973182554530692,7.919057071066465,19.015501051066686,5.668104134377691,37.63119816200285,197.48346465396435,711.5486865276811,0.0,387.70530305743046,0.0,421.7329897474854,18.562441736961805,905.9800307587276,151.27188257353055,287.49448510946536,27.64914034347199,2911.944959854754
2027Q4,bull,3700.9529,1032.4237789125793,27.896160983636925,614.6433553131775,337.16775312996054,429.45454166272935,1014.8521456362681,297.46035448779685,2668.529121087421,16.607705418601178,9.11029570600481,11.603891032029328,27.4213742530003,8.037399084106065,25.049029142511387,55.20108159469328,614.6433553131775,0.0,337.16775312996054,0.0,424.2659206168397,5.188621045889672,972.568243297629,42.28390233863913,289.7317962776324,7.72855821016448,2693.5781502299324
