quarter,revenue_scenario,cost_response,k,revenue_musd,revenue_delta_pct,total_cash_costs_musd,adj_ebitda_musd,adj_ebitda_margin_pct,margin_vs_base_pp
2027Q3,base,flex,0.364173,5280.7325,0.0,2729.9685025037497,2550.7639974962503,48.30322303764204,7.105427357601002e-15
2027Q3,base,full_flex,1.0,5280.7325,0.0,2729.9685025037497,2550.7639974962503,48.30322303764204,7.105427357601002e-15
2027Q3,bull,held,0.0,5559.9477,5.287433135459896,2729.9685025037497,2829.97919749625,50.89938521357404,2.596162175932008
2027Q3,bull,flex,0.364173,5559.9477,5.287433135459896,2782.5351485783863,2777.4125514216134,49.95393304547836,1.6507100078363237
2027Q3,bull,full_flex,1.0,5559.9477,5.287433135459896,2874.313761692751,2685.6339383072486,48.30322303764204,7.105427357601002e-15
2027Q4,bear,held,0.0,3212.9091,-7.295793732758671,2498.9489673509042,713.9601326490956,22.221610086917668,-5.674550896719257
2027Q4,bear,flex,0.364173,3212.9091,-7.295793732758671,2432.553615288137,780.355484711863,24.288128310628615,-3.60803267300831
2027Q4,bear,full_flex,1.0,3212.9091,-7.295793732758671,2316.6308052060795,896.2782947939204,27.896160983636932,7.105427357601002e-15
2027Q4,base,held,0.0,3465.7641,0.0,2498.9489673509042,966.8151326490956,27.896160983636932,7.105427357601002e-15
2027Q4,base,flex,0.364173,3465.7641,0.0,2498.9489673509042,966.8151326490956,27.896160983636932,7.105427357601002e-15
2027Q4,base,full_flex,1.0,3465.7641,0.0,2498.9489673509042,966.8151326490956,27.896160983636932,7.105427357601002e-15
2027Q4,bull,held,0.0,3700.9529,6.786059097328656,2498.9489673509042,1202.003932649096,32.47822831382415,4.582067330187222
2027Q4,bull,flex,0.364173,3700.9529,6.786059097328656,2560.7054806775923,1140.247419322408,30.809563107987888,2.913402124350963
2027Q4,bull,full_flex,1.0,3700.9529,6.786059097328656,2668.5291210874207,1032.4237789125796,27.896160983636932,7.105427357601002e-15
