series,vector,period,value,days
liia_air_intl_visitors_and_returning_total,1324882188,2022-04,1523373.0,30
liia_air_intl_visitors_and_returning_total,1324882188,2022-05,1611430.0,31
liia_air_intl_visitors_and_returning_total,1324882188,2022-06,1747990.0,30
liia_air_intl_visitors_and_returning_total,1324882188,2022-07,2123003.0,31
liia_air_intl_visitors_and_returning_total,1324882188,2022-08,2152671.0,31
liia_air_intl_visitors_and_returning_total,1324882188,2022-09,1852784.0,30
liia_air_intl_visitors_and_returning_total,1324882188,2022-10,1765209.0,31
liia_air_intl_visitors_and_returning_total,1324882188,2022-11,1695360.0,30
liia_air_intl_visitors_and_returning_total,1324882188,2022-12,1949315.0,31
liia_air_intl_visitors_and_returning_total,1324882188,2023-01,2112924.0,31
liia_air_intl_visitors_and_returning_total,1324882188,2023-02,1991237.0,28
liia_air_intl_visitors_and_returning_total,1324882188,2023-03,2509982.0,31
liia_air_intl_visitors_and_returning_total,1324882188,2023-04,2309127.0,30
liia_air_intl_visitors_and_returning_total,1324882188,2023-05,2253411.0,31
liia_air_intl_visitors_and_returning_total,1324882188,2023-06,2314711.0,30
liia_air_intl_visitors_and_returning_total,1324882188,2023-07,2610374.0,31
liia_air_intl_visitors_and_returning_total,1324882188,2023-08,2606078.0,31
liia_air_intl_visitors_and_returning_total,1324882188,2023-09,2264476.0,30
liia_air_intl_visitors_and_returning_total,1324882188,2023-10,2158868.0,31
liia_air_intl_visitors_and_returning_total,1324882188,2023-11,1941730.0,30
liia_air_intl_visitors_and_returning_total,1324882188,2023-12,2294675.0,31
liia_air_intl_visitors_and_returning_total,1324882188,2024-01,2378917.0,31
liia_air_intl_visitors_and_returning_total,1324882188,2024-02,2335701.0,29
liia_air_intl_visitors_and_returning_total,1324882188,2024-03,2754552.0,31
liia_air_intl_visitors_and_returning_total,1324882188,2024-04,2508724.0,30
liia_air_intl_visitors_and_returning_total,1324882188,2024-05,2534181.0,31
liia_air_intl_visitors_and_returning_total,1324882188,2024-06,2541218.0,30
liia_air_intl_visitors_and_returning_total,1324882188,2024-07,2865218.0,31
liia_air_intl_visitors_and_returning_total,1324882188,2024-08,2887460.0,31
liia_air_intl_visitors_and_returning_total,1324882188,2024-09,2419946.0,30
liia_air_intl_visitors_and_returning_total,1324882188,2024-10,2231187.0,31
liia_air_intl_visitors_and_returning_total,1324882188,2024-11,2045144.0,30
liia_air_intl_visitors_and_returning_total,1324882188,2024-12,2375377.0,31
liia_air_intl_visitors_and_returning_total,1324882188,2025-01,2343077.0,31
liia_air_intl_visitors_and_returning_total,1324882188,2025-02,2240794.0,28
liia_air_intl_visitors_and_returning_total,1324882188,2025-03,2722518.0,31
liia_air_intl_visitors_and_returning_total,1324882188,2025-04,2469272.0,30
liia_air_intl_visitors_and_returning_total,1324882188,2025-05,2461509.0,31
liia_air_intl_visitors_and_returning_total,1324882188,2025-06,2493261.0,30
liia_air_intl_visitors_and_returning_total,1324882188,2025-07,2831255.0,31
liia_air_intl_visitors_and_returning_total,1324882188,2025-08,2822977.0,31
liia_air_intl_visitors_and_returning_total,1324882188,2025-09,2337207.0,30
liia_air_intl_visitors_and_returning_total,1324882188,2025-10,2186263.0,31
liia_air_intl_visitors_and_returning_total,1324882188,2025-11,2021871.0,30
liia_air_intl_visitors_and_returning_total,1324882188,2025-12,2365850.0,31
liia_air_intl_visitors_and_returning_total,1324882188,2026-01,2387363.0,31
liia_air_intl_visitors_and_returning_total,1324882188,2026-02,2265094.0,28
liia_air_intl_visitors_and_returning_total,1324882188,2026-03,2733396.0,31
liia_air_intl_visitors_and_returning_total,1324882188,2026-04,2515329.0,30
liia_air_intl_visitors_and_returning_total,1324882188,2026-05,2501245.0,31
liia_air_intl_visitors_and_returning_total,1324882188,2026-06,2508098.0,30
liia_air_intl_visitors_and_returning_total,1324882188,2026-07,2895990.0,31
liia_air_intl_visitors_and_returning_total,1324882188,2026-08,2905271.0,31
liia_air_nonresident_visitors_overnight,1324883981,2018-01,308851.0,31
liia_air_nonresident_visitors_overnight,1324883981,2018-02,333677.0,28
liia_air_nonresident_visitors_overnight,1324883981,2018-03,383022.0,31
liia_air_nonresident_visitors_overnight,1324883981,2018-04,380028.0,30
liia_air_nonresident_visitors_overnight,1324883981,2018-05,539851.0,31
liia_air_nonresident_visitors_overnight,1324883981,2018-06,782269.0,30
liia_air_nonresident_visitors_overnight,1324883981,2018-07,920422.0,31
liia_air_nonresident_visitors_overnight,1324883981,2018-08,849109.0,31
liia_air_nonresident_visitors_overnight,1324883981,2018-09,698667.0,30
liia_air_nonresident_visitors_overnight,1324883981,2018-10,531067.0,31
liia_air_nonresident_visitors_overnight,1324883981,2018-11,359801.0,30
liia_air_nonresident_visitors_overnight,1324883981,2018-12,484433.0,31
liia_air_nonresident_visitors_overnight,1324883981,2019-01,364287.0,31
liia_air_nonresident_visitors_overnight,1324883981,2019-02,369103.0,28
liia_air_nonresident_visitors_overnight,1324883981,2019-03,395231.0,31
liia_air_nonresident_visitors_overnight,1324883981,2019-04,479927.0,30
liia_air_nonresident_visitors_overnight,1324883981,2019-05,639088.0,31
liia_air_nonresident_visitors_overnight,1324883981,2019-06,950149.0,30
liia_air_nonresident_visitors_overnight,1324883981,2019-07,1063780.0,31
liia_air_nonresident_visitors_overnight,1324883981,2019-08,1002095.0,31
liia_air_nonresident_visitors_overnight,1324883981,2019-09,827797.0,30
liia_air_nonresident_visitors_overnight,1324883981,2019-10,598834.0,31
liia_air_nonresident_visitors_overnight,1324883981,2019-11,399654.0,30
liia_air_nonresident_visitors_overnight,1324883981,2019-12,568702.0,31
liia_air_nonresident_visitors_overnight,1324883981,2020-01,418344.0,31
liia_air_nonresident_visitors_overnight,1324883981,2020-02,395901.0,29
liia_air_nonresident_visitors_overnight,1324883981,2020-03,177803.0,31
liia_air_nonresident_visitors_overnight,1324883981,2020-04,7490.0,30
liia_air_nonresident_visitors_overnight,1324883981,2020-05,8026.0,31
liia_air_nonresident_visitors_overnight,1324883981,2020-06,15552.0,30
liia_air_nonresident_visitors_overnight,1324883981,2020-07,22068.0,31
liia_air_nonresident_visitors_overnight,1324883981,2020-08,27369.0,31
liia_air_nonresident_visitors_overnight,1324883981,2020-09,21462.0,30
liia_air_nonresident_visitors_overnight,1324883981,2020-10,18187.0,31
liia_air_nonresident_visitors_overnight,1324883981,2020-11,20446.0,30
liia_air_nonresident_visitors_overnight,1324883981,2020-12,32400.0,31
liia_air_nonresident_visitors_overnight,1324883981,2021-01,22460.0,31
liia_air_nonresident_visitors_overnight,1324883981,2021-02,13797.0,28
liia_air_nonresident_visitors_overnight,1324883981,2021-03,13355.0,31
liia_air_nonresident_visitors_overnight,1324883981,2021-04,17388.0,30
liia_air_nonresident_visitors_overnight,1324883981,2021-05,16567.0,31
liia_air_nonresident_visitors_overnight,1324883981,2021-06,26038.0,30
liia_air_nonresident_visitors_overnight,1324883981,2021-07,85966.0,31
liia_air_nonresident_visitors_overnight,1324883981,2021-08,157891.0,31
liia_air_nonresident_visitors_overnight,1324883981,2021-09,242931.0,30
liia_air_nonresident_visitors_overnight,1324883981,2021-10,262901.0,31
liia_air_nonresident_visitors_overnight,1324883981,2021-11,218971.0,30
liia_air_nonresident_visitors_overnight,1324883981,2021-12,352177.0,31
liia_air_nonresident_visitors_overnight,1324883981,2022-01,117362.0,31
liia_air_nonresident_visitors_overnight,1324883981,2022-02,168422.0,28
liia_air_nonresident_visitors_overnight,1324883981,2022-03,261077.0,31
liia_air_nonresident_visitors_overnight,1324883981,2022-04,362904.0,30
liia_air_nonresident_visitors_overnight,1324883981,2022-05,502705.0,31
liia_air_nonresident_visitors_overnight,1324883981,2022-06,831642.0,30
liia_air_nonresident_visitors_overnight,1324883981,2022-07,1000506.0,31
liia_air_nonresident_visitors_overnight,1324883981,2022-08,826901.0,31
liia_air_nonresident_visitors_overnight,1324883981,2022-09,721234.0,30
liia_air_nonresident_visitors_overnight,1324883981,2022-10,563064.0,31
liia_air_nonresident_visitors_overnight,1324883981,2022-11,415501.0,30
liia_air_nonresident_visitors_overnight,1324883981,2022-12,603404.0,31
liia_air_nonresident_visitors_overnight,1324883981,2023-01,373139.0,31
liia_air_nonresident_visitors_overnight,1324883981,2023-02,416739.0,28
liia_air_nonresident_visitors_overnight,1324883981,2023-03,492908.0,31
liia_air_nonresident_visitors_overnight,1324883981,2023-04,562941.0,30
liia_air_nonresident_visitors_overnight,1324883981,2023-05,762936.0,31
liia_air_nonresident_visitors_overnight,1324883981,2023-06,1146642.0,30
liia_air_nonresident_visitors_overnight,1324883981,2023-07,1281963.0,31
liia_air_nonresident_visitors_overnight,1324883981,2023-08,1056328.0,31
liia_air_nonresident_visitors_overnight,1324883981,2023-09,933882.0,30
liia_air_nonresident_visitors_overnight,1324883981,2023-10,736014.0,31
liia_air_nonresident_visitors_overnight,1324883981,2023-11,497517.0,30
liia_air_nonresident_visitors_overnight,1324883981,2023-12,725708.0,31
liia_air_nonresident_visitors_overnight,1324883981,2024-01,425262.0,31
liia_air_nonresident_visitors_overnight,1324883981,2024-02,513691.0,29
liia_air_nonresident_visitors_overnight,1324883981,2024-03,569003.0,31
liia_air_nonresident_visitors_overnight,1324883981,2024-04,630760.0,30
liia_air_nonresident_visitors_overnight,1324883981,2024-05,893658.0,31
liia_air_nonresident_visitors_overnight,1324883981,2024-06,1234878.0,30
liia_air_nonresident_visitors_overnight,1324883981,2024-07,1385630.0,31
liia_air_nonresident_visitors_overnight,1324883981,2024-08,1182916.0,31
liia_air_nonresident_visitors_overnight,1324883981,2024-09,966836.0,30
liia_air_nonresident_visitors_overnight,1324883981,2024-10,744214.0,31
liia_air_nonresident_visitors_overnight,1324883981,2024-11,514824.0,30
liia_air_nonresident_visitors_overnight,1324883981,2024-12,753234.0,31
liia_air_nonresident_visitors_overnight,1324883981,2025-01,442029.0,31
liia_air_nonresident_visitors_overnight,1324883981,2025-02,461907.0,28
liia_air_nonresident_visitors_overnight,1324883981,2025-03,525540.0,31
liia_air_nonresident_visitors_overnight,1324883981,2025-04,622595.0,30
liia_air_nonresident_visitors_overnight,1324883981,2025-05,880862.0,31
liia_air_nonresident_visitors_overnight,1324883981,2025-06,1233309.0,30
liia_air_nonresident_visitors_overnight,1324883981,2025-07,1431317.0,31
liia_air_nonresident_visitors_overnight,1324883981,2025-08,1191056.0,31
liia_air_nonresident_visitors_overnight,1324883981,2025-09,987415.0,30
liia_air_nonresident_visitors_overnight,1324883981,2025-10,776936.0,31
liia_air_nonresident_visitors_overnight,1324883981,2025-11,490665.0,30
liia_air_nonresident_visitors_overnight,1324883981,2025-12,744408.0,31
liia_air_nonresident_visitors_overnight,1324883981,2026-01,449420.0,31
liia_air_nonresident_visitors_overnight,1324883981,2026-02,502599.0,28
liia_air_nonresident_visitors_overnight,1324883981,2026-03,562254.0,31
liia_air_nonresident_visitors_overnight,1324883981,2026-04,647661.0,30
liia_air_nonresident_visitors_overnight,1324883981,2026-05,916571.0,31
liia_air_nonresident_visitors_overnight,1324883981,2026-06,1264494.0,30
liia_air_nonresident_visitors_overnight,1324883981,2026-07,1515262.0,31
liia_air_nonresident_visitors_overnight,1324883981,2026-08,1288764.0,31
liia_air_nonresident_visitors_total,1324882199,2018-01,316456.0,31
liia_air_nonresident_visitors_total,1324882199,2018-02,341325.0,28
liia_air_nonresident_visitors_total,1324882199,2018-03,395025.0,31
liia_air_nonresident_visitors_total,1324882199,2018-04,402080.0,30
liia_air_nonresident_visitors_total,1324882199,2018-05,574374.0,31
liia_air_nonresident_visitors_total,1324882199,2018-06,841061.0,30
liia_air_nonresident_visitors_total,1324882199,2018-07,965808.0,31
liia_air_nonresident_visitors_total,1324882199,2018-08,889558.0,31
liia_air_nonresident_visitors_total,1324882199,2018-09,728745.0,30
liia_air_nonresident_visitors_total,1324882199,2018-10,549270.0,31
liia_air_nonresident_visitors_total,1324882199,2018-11,374404.0,30
liia_air_nonresident_visitors_total,1324882199,2018-12,500524.0,31
liia_air_nonresident_visitors_total,1324882199,2019-01,372373.0,31
liia_air_nonresident_visitors_total,1324882199,2019-02,376505.0,28
liia_air_nonresident_visitors_total,1324882199,2019-03,407157.0,31
liia_air_nonresident_visitors_total,1324882199,2019-04,494381.0,30
liia_air_nonresident_visitors_total,1324882199,2019-05,649321.0,31
liia_air_nonresident_visitors_total,1324882199,2019-06,970596.0,30
liia_air_nonresident_visitors_total,1324882199,2019-07,1083275.0,31
liia_air_nonresident_visitors_total,1324882199,2019-08,1014757.0,31
liia_air_nonresident_visitors_total,1324882199,2019-09,838702.0,30
liia_air_nonresident_visitors_total,1324882199,2019-10,608006.0,31
liia_air_nonresident_visitors_total,1324882199,2019-11,408610.0,30
liia_air_nonresident_visitors_total,1324882199,2019-12,577775.0,31
liia_air_nonresident_visitors_total,1324882199,2020-01,425403.0,31
liia_air_nonresident_visitors_total,1324882199,2020-02,401986.0,29
liia_air_nonresident_visitors_total,1324882199,2020-03,181651.0,31
liia_air_nonresident_visitors_total,1324882199,2020-04,7593.0,30
liia_air_nonresident_visitors_total,1324882199,2020-05,8116.0,31
liia_air_nonresident_visitors_total,1324882199,2020-06,15731.0,30
liia_air_nonresident_visitors_total,1324882199,2020-07,22317.0,31
liia_air_nonresident_visitors_total,1324882199,2020-08,27645.0,31
liia_air_nonresident_visitors_total,1324882199,2020-09,21681.0,30
liia_air_nonresident_visitors_total,1324882199,2020-10,18408.0,31
liia_air_nonresident_visitors_total,1324882199,2020-11,20635.0,30
liia_air_nonresident_visitors_total,1324882199,2020-12,32570.0,31
liia_air_nonresident_visitors_total,1324882199,2021-01,22574.0,31
liia_air_nonresident_visitors_total,1324882199,2021-02,13843.0,28
liia_air_nonresident_visitors_total,1324882199,2021-03,13392.0,31
liia_air_nonresident_visitors_total,1324882199,2021-04,17414.0,30
liia_air_nonresident_visitors_total,1324882199,2021-05,16678.0,31
liia_air_nonresident_visitors_total,1324882199,2021-06,26225.0,30
liia_air_nonresident_visitors_total,1324882199,2021-07,86314.0,31
liia_air_nonresident_visitors_total,1324882199,2021-08,158342.0,31
liia_air_nonresident_visitors_total,1324882199,2021-09,243465.0,30
liia_air_nonresident_visitors_total,1324882199,2021-10,263432.0,31
liia_air_nonresident_visitors_total,1324882199,2021-11,219585.0,30
liia_air_nonresident_visitors_total,1324882199,2021-12,352885.0,31
liia_air_nonresident_visitors_total,1324882199,2022-01,118307.0,31
liia_air_nonresident_visitors_total,1324882199,2022-02,169338.0,28
liia_air_nonresident_visitors_total,1324882199,2022-03,262419.0,31
liia_air_nonresident_visitors_total,1324882199,2022-04,365756.0,30
liia_air_nonresident_visitors_total,1324882199,2022-05,507642.0,31
liia_air_nonresident_visitors_total,1324882199,2022-06,846732.0,30
liia_air_nonresident_visitors_total,1324882199,2022-07,1013711.0,31
liia_air_nonresident_visitors_total,1324882199,2022-08,835823.0,31
liia_air_nonresident_visitors_total,1324882199,2022-09,729094.0,30
liia_air_nonresident_visitors_total,1324882199,2022-10,570084.0,31
liia_air_nonresident_visitors_total,1324882199,2022-11,421835.0,30
liia_air_nonresident_visitors_total,1324882199,2022-12,611018.0,31
liia_air_nonresident_visitors_total,1324882199,2023-01,378992.0,31
liia_air_nonresident_visitors_total,1324882199,2023-02,422351.0,28
liia_air_nonresident_visitors_total,1324882199,2023-03,498498.0,31
liia_air_nonresident_visitors_total,1324882199,2023-04,570689.0,30
liia_air_nonresident_visitors_total,1324882199,2023-05,773956.0,31
liia_air_nonresident_visitors_total,1324882199,2023-06,1170395.0,30
liia_air_nonresident_visitors_total,1324882199,2023-07,1297727.0,31
liia_air_nonresident_visitors_total,1324882199,2023-08,1066989.0,31
liia_air_nonresident_visitors_total,1324882199,2023-09,942593.0,30
liia_air_nonresident_visitors_total,1324882199,2023-10,744395.0,31
liia_air_nonresident_visitors_total,1324882199,2023-11,504146.0,30
liia_air_nonresident_visitors_total,1324882199,2023-12,732334.0,31
liia_air_nonresident_visitors_total,1324882199,2024-01,431447.0,31
liia_air_nonresident_visitors_total,1324882199,2024-02,519470.0,29
