country,period,arrivals
CANADA,2016-04,1608972.0
CANADA,2016-05,1691059.0
CANADA,2016-06,1375143.0
CANADA,2016-07,2018513.0
CANADA,2016-08,2340211.0
CANADA,2016-09,1636929.0
CANADA,2016-10,1557322.0
CANADA,2016-11,1404973.0
CANADA,2016-12,1270061.0
CANADA,2017-01,1473657.0
CANADA,2017-02,1289479.0
CANADA,2017-03,1842583.0
CANADA,2017-04,1848622.0
CANADA,2017-05,1604122.0
CANADA,2017-06,1463017.0
CANADA,2017-07,2122836.0
CANADA,2017-08,2455017.0
CANADA,2017-09,1732955.0
CANADA,2017-10,1684432.0
CANADA,2017-11,1553199.0
CANADA,2017-12,1423295.0
CANADA,2018-01,1570201.0
CANADA,2018-02,1437970.0
CANADA,2018-03,2063010.0
CANADA,2018-04,1998703.0
CANADA,2018-05,1796144.0
CANADA,2018-06,1527987.0
CANADA,2018-07,2165980.0
CANADA,2018-08,2458457.0
CANADA,2018-09,1739771.0
CANADA,2018-10,1654927.0
CANADA,2018-11,1562297.0
CANADA,2018-12,1499705.0
CANADA,2019-01,1448889.0
CANADA,2019-02,1331755.0
CANADA,2019-03,2013861.0
CANADA,2019-04,1858224.0
CANADA,2019-05,1699914.0
CANADA,2019-06,1512610.0
CANADA,2019-07,2079536.0
CANADA,2019-08,2435091.0
CANADA,2019-09,1712171.0
CANADA,2019-10,1588473.0
CANADA,2019-11,1502680.0
CANADA,2019-12,1536864.0
CANADA,2020-01,1502707.0
CANADA,2020-02,1450606.0
CANADA,2020-03,1348145.0
CANADA,2020-04,41927.0
CANADA,2020-05,29682.0
CANADA,2020-06,40024.0
CANADA,2020-07,53169.0
CANADA,2020-08,64783.0
CANADA,2020-09,54935.0
CANADA,2020-10,64166.0
CANADA,2020-11,73826.0
CANADA,2020-12,84918.0
CANADA,2021-01,92046.0
CANADA,2021-02,52104.0
CANADA,2021-03,50708.0
CANADA,2021-04,82261.0
CANADA,2021-05,95095.0
CANADA,2021-06,85133.0
CANADA,2021-07,163644.0
CANADA,2021-08,264659.0
CANADA,2021-09,236763.0
CANADA,2021-10,308902.0
CANADA,2021-11,497381.0
CANADA,2021-12,600326.0
CANADA,2022-10,1546064.0
CANADA,2022-11,1472487.0
CANADA,2022-12,1370912.0
CANADA,2023-01,1670182.0
CANADA,2023-02,1476370.0
CANADA,2023-03,2093041.0
CANADA,2023-04,1924382.0
CANADA,2023-05,1729542.0
CANADA,2023-06,1345406.0
CANADA,2023-07,1981513.0
CANADA,2023-08,2201077.0
CANADA,2023-09,1548703.0
CANADA,2023-10,1652006.0
CANADA,2023-11,1494839.0
CANADA,2023-12,1397253.0
CANADA,2024-01,1534540.0
CANADA,2024-02,1411746.0
CANADA,2024-03,2030842.0
CANADA,2024-04,1781119.0
CANADA,2024-05,1726007.0
CANADA,2024-06,1430418.0
CANADA,2024-07,1978222.0
CANADA,2024-08,2211701.0
CANADA,2024-09,1612898.0
CANADA,2024-10,1581338.0
CANADA,2024-11,1444579.0
CANADA,2024-12,1497711.0
CANADA,2025-01,1429541.0
CANADA,2025-02,1271619.0
CANADA,2025-03,1738612.0
CANADA,2025-04,1452406.0
CANADA,2025-05,1299399.0
CANADA,2025-06,1116600.0
CANADA,2025-07,1362334.0
CANADA,2025-08,1576807.0
CANADA,2025-09,1145527.0
CANADA,2025-10,1222112.0
CANADA,2025-11,1202985.0
CANADA,2025-12,1200583.0
CANADA,2026-01,1187286.0
CANADA,2026-02,1103159.0
CANADA,2026-03,1533003.0
CANADA,2026-04,1363690.0
CANADA,2026-05,1334774.0
CANADA,2026-06,1124176.0
CHINA,2015-01,220972.0
CHINA,2015-02,202542.0
CHINA,2015-03,153262.0
CHINA,2015-04,161774.0
CHINA,2015-05,225832.0
CHINA,2015-06,215206.0
CHINA,2015-07,319205.0
CHINA,2015-08,360291.0
CHINA,2015-09,271200.0
CHINA,2015-10,180054.0
CHINA,2015-11,146552.0
CHINA,2015-12,171680.0
CHINA,2016-01,295621.0
CHINA,2016-02,210772.0
CHINA,2016-03,178966.0
CHINA,2016-04,185609.0
CHINA,2016-05,244428.0
CHINA,2016-06,252119.0
CHINA,2016-07,358115.0
CHINA,2016-08,395634.0
CHINA,2016-09,309938.0
CHINA,2016-10,242901.0
CHINA,2016-11,168496.0
CHINA,2016-12,207343.0
CHINA,2017-01,381258.0
CHINA,2017-02,184985.0
CHINA,2017-03,195901.0
CHINA,2017-04,208877.0
CHINA,2017-05,271100.0
CHINA,2017-06,264065.0
CHINA,2017-07,358270.0
CHINA,2017-08,406161.0
CHINA,2017-09,299295.0
CHINA,2017-10,227422.0
CHINA,2017-11,173174.0
CHINA,2017-12,203407.0
CHINA,2018-01,313261.0
CHINA,2018-02,245575.0
CHINA,2018-03,199627.0
CHINA,2018-04,198328.0
CHINA,2018-05,260403.0
CHINA,2018-06,258787.0
CHINA,2018-07,324725.0
CHINA,2018-08,388259.0
CHINA,2018-09,281169.0
CHINA,2018-10,198306.0
CHINA,2018-11,142810.0
CHINA,2018-12,180563.0
CHINA,2019-01,340387.0
CHINA,2019-02,207495.0
CHINA,2019-03,192431.0
CHINA,2019-04,184556.0
CHINA,2019-05,254943.0
CHINA,2019-06,249772.0
CHINA,2019-07,304336.0
CHINA,2019-08,372942.0
CHINA,2019-09,246200.0
CHINA,2019-10,167639.0
CHINA,2019-11,132230.0
CHINA,2019-12,177039.0
CHINA,2020-01,321009.0
CHINA,2020-02,32902.0
CHINA,2020-03,10824.0
CHINA,2020-04,415.0
CHINA,2020-05,483.0
CHINA,2020-06,783.0
CHINA,2020-07,1024.0
CHINA,2020-08,2401.0
CHINA,2020-09,2007.0
CHINA,2020-10,2017.0
CHINA,2020-11,1755.0
CHINA,2020-12,2460.0
CHINA,2021-01,3438.0
CHINA,2021-02,1775.0
CHINA,2021-03,2676.0
CHINA,2021-04,3212.0
CHINA,2021-05,4015.0
CHINA,2021-06,4156.0
CHINA,2021-07,9831.0
CHINA,2021-08,92065.0
CHINA,2021-09,34011.0
CHINA,2021-10,5910.0
CHINA,2021-11,10940.0
CHINA,2021-12,19747.0
CHINA,2022-10,32137.0
CHINA,2022-11,31651.0
CHINA,2022-12,48435.0
CHINA,2023-01,63386.0
CHINA,2023-02,40829.0
CHINA,2023-03,67440.0
CHINA,2023-04,64637.0
CHINA,2023-05,87622.0
CHINA,2023-06,86392.0
CHINA,2023-07,110533.0
CHINA,2023-08,174032.0
CHINA,2023-09,118969.0
CHINA,2023-10,84640.0
CHINA,2023-11,77020.0
CHINA,2023-12,102556.0
CHINA,2024-01,153532.0
CHINA,2024-02,103565.0
CHINA,2024-03,116107.0
CHINA,2024-04,99302.0
CHINA,2024-05,134432.0
CHINA,2024-06,129353.0
CHINA,2024-07,167248.0
CHINA,2024-08,218023.0
CHINA,2024-09,164433.0
CHINA,2024-10,112902.0
CHINA,2024-11,100578.0
CHINA,2024-12,126485.0
CHINA,2025-01,198537.0
CHINA,2025-02,92018.0
CHINA,2025-03,115151.0
CHINA,2025-04,99382.0
CHINA,2025-05,131528.0
CHINA,2025-06,118608.0
CHINA,2025-07,144213.0
CHINA,2025-08,199901.0
CHINA,2025-09,146586.0
CHINA,2025-10,109129.0
CHINA,2025-11,93614.0
CHINA,2025-12,113791.0
CHINA,2026-01,159391.0
CHINA,2026-02,124963.0
CHINA,2026-03,115820.0
CHINA,2026-04,98575.0
CHINA,2026-05,128397.0
CHINA,2026-06,121779.0
CHINA,2026-07,143912.0
FRANCE,2015-01,77049.0
FRANCE,2015-02,108396.0
FRANCE,2015-03,107655.0
FRANCE,2015-04,203121.0
FRANCE,2015-05,170564.0
FRANCE,2015-06,135151.0
FRANCE,2015-07,227717.0
FRANCE,2015-08,202284.0
FRANCE,2015-09,138739.0
FRANCE,2015-10,178463.0
FRANCE,2015-11,107990.0
FRANCE,2015-12,110214.0
FRANCE,2016-01,81392.0
FRANCE,2016-02,107629.0
FRANCE,2016-03,101840.0
FRANCE,2016-04,185339.0
FRANCE,2016-05,135989.0
FRANCE,2016-06,124610.0
FRANCE,2016-07,211525.0
FRANCE,2016-08,189564.0
FRANCE,2016-09,126968.0
FRANCE,2016-10,166745.0
FRANCE,2016-11,94465.0
FRANCE,2016-12,115086.0
FRANCE,2017-01,86023.0
FRANCE,2017-02,113022.0
FRANCE,2017-03,114140.0
FRANCE,2017-04,185076.0
FRANCE,2017-05,135059.0
FRANCE,2017-06,122250.0
FRANCE,2017-07,202962.0
FRANCE,2017-08,190869.0
FRANCE,2017-09,118348.0
FRANCE,2017-10,167081.0
FRANCE,2017-11,101117.0
FRANCE,2017-12,131559.0
FRANCE,2018-01,91742.0
FRANCE,2018-02,119171.0
FRANCE,2018-03,116894.0
FRANCE,2018-04,202426.0
FRANCE,2018-05,153373.0
FRANCE,2018-06,125157.0
FRANCE,2018-07,212398.0
FRANCE,2018-08,199365.0
FRANCE,2018-09,125266.0
FRANCE,2018-10,184152.0
FRANCE,2018-11,106273.0
FRANCE,2018-12,131244.0
FRANCE,2019-01,95163.0
FRANCE,2019-02,134512.0
FRANCE,2019-03,124235.0
FRANCE,2019-04,206059.0
FRANCE,2019-05,151569.0
FRANCE,2019-06,128301.0
FRANCE,2019-07,217769.0
FRANCE,2019-08,216826.0
FRANCE,2019-09,129828.0
FRANCE,2019-10,188734.0
FRANCE,2019-11,109915.0
FRANCE,2019-12,140871.0
FRANCE,2020-01,95331.0
FRANCE,2020-02,146514.0
FRANCE,2020-03,38123.0
FRANCE,2020-04,324.0
FRANCE,2020-05,389.0
FRANCE,2020-06,699.0
FRANCE,2020-07,1273.0
FRANCE,2020-08,2949.0
FRANCE,2020-09,2420.0
FRANCE,2020-10,2882.0
FRANCE,2020-11,2886.0
FRANCE,2020-12,3995.0
FRANCE,2021-01,6119.0
FRANCE,2021-02,2515.0
FRANCE,2021-03,3057.0
FRANCE,2021-04,4454.0
FRANCE,2021-05,5174.0
FRANCE,2021-06,6125.0
FRANCE,2021-07,10579.0
FRANCE,2021-08,14449.0
FRANCE,2021-09,9765.0
FRANCE,2021-10,10703.0
FRANCE,2021-11,56446.0
FRANCE,2021-12,92650.0
FRANCE,2022-10,153221.0
FRANCE,2022-11,89384.0
FRANCE,2022-12,121284.0
FRANCE,2023-01,76072.0
FRANCE,2023-02,114659.0
FRANCE,2023-03,92747.0
FRANCE,2023-04,180818.0
FRANCE,2023-05,124684.0
FRANCE,2023-06,102569.0
FRANCE,2023-07,178206.0
FRANCE,2023-08,189458.0
FRANCE,2023-09,113142.0
FRANCE,2023-10,176060.0
FRANCE,2023-11,98955.0
FRANCE,2023-12,145564.0
FRANCE,2024-01,90643.0
FRANCE,2024-02,133824.0
FRANCE,2024-03,115758.0
FRANCE,2024-04,208134.0
FRANCE,2024-05,142700.0
FRANCE,2024-06,104559.0
FRANCE,2024-07,176516.0
FRANCE,2024-08,188038.0
FRANCE,2024-09,116883.0
FRANCE,2024-10,185129.0
FRANCE,2024-11,104368.0
FRANCE,2024-12,139529.0
FRANCE,2025-01,87127.0
FRANCE,2025-02,126351.0
FRANCE,2025-03,106531.0
FRANCE,2025-04,182700.0
FRANCE,2025-05,130157.0
FRANCE,2025-06,98832.0
FRANCE,2025-07,176222.0
FRANCE,2025-08,185096.0
FRANCE,2025-09,103004.0
FRANCE,2025-10,166288.0
FRANCE,2025-11,96028.0
FRANCE,2025-12,131340.0
FRANCE,2026-01,82796.0
FRANCE,2026-02,115183.0
FRANCE,2026-03,96085.0
FRANCE,2026-04,161811.0
FRANCE,2026-05,108297.0
FRANCE,2026-06,83730.0
FRANCE,2026-07,134478.0
GERMANY,2015-01,105019.0
GERMANY,2015-02,116104.0
GERMANY,2015-03,205212.0
GERMANY,2015-04,184859.0
GERMANY,2015-05,244412.0
GERMANY,2015-06,172621.0
GERMANY,2015-07,217080.0
GERMANY,2015-08,247876.0
GERMANY,2015-09,233027.0
GERMANY,2015-10,253731.0
GERMANY,2015-11,169468.0
GERMANY,2015-12,135503.0
GERMANY,2016-01,109903.0
GERMANY,2016-02,118443.0
GERMANY,2016-03,183667.0
GERMANY,2016-04,156613.0
GERMANY,2016-05,195811.0
GERMANY,2016-06,152699.0
GERMANY,2016-07,200668.0
GERMANY,2016-08,213302.0
GERMANY,2016-09,219880.0
GERMANY,2016-10,228839.0
GERMANY,2016-11,138309.0
GERMANY,2016-12,128154.0
GERMANY,2017-01,112803.0
GERMANY,2017-02,116678.0
GERMANY,2017-03,157853.0
GERMANY,2017-04,198095.0
GERMANY,2017-05,185678.0
GERMANY,2017-06,176311.0
GERMANY,2017-07,196084.0
GERMANY,2017-08,210351.0
GERMANY,2017-09,220937.0
GERMANY,2017-10,229834.0
GERMANY,2017-11,139268.0
GERMANY,2017-12,136533.0
GERMANY,2018-01,106653.0
GERMANY,2018-02,110000.0
GERMANY,2018-03,186873.0
GERMANY,2018-04,164313.0
GERMANY,2018-05,203177.0
GERMANY,2018-06,160290.0
GERMANY,2018-07,200167.0
GERMANY,2018-08,196918.0
GERMANY,2018-09,231501.0
GERMANY,2018-10,216155.0
GERMANY,2018-11,145177.0
GERMANY,2018-12,141238.0
GERMANY,2019-01,105789.0
GERMANY,2019-02,112731.0
GERMANY,2019-03,158033.0
GERMANY,2019-04,201306.0
GERMANY,2019-05,186002.0
GERMANY,2019-06,166960.0
GERMANY,2019-07,201021.0
GERMANY,2019-08,198550.0
GERMANY,2019-09,218054.0
GERMANY,2019-10,224138.0
GERMANY,2019-11,142603.0
GERMANY,2019-12,148580.0
GERMANY,2020-01,101542.0
GERMANY,2020-02,118671.0
GERMANY,2020-03,52913.0
GERMANY,2020-04,485.0
GERMANY,2020-05,569.0
GERMANY,2020-06,906.0
GERMANY,2020-07,1635.0
GERMANY,2020-08,3546.0
GERMANY,2020-09,2765.0
GERMANY,2020-10,3321.0
GERMANY,2020-11,3701.0
GERMANY,2020-12,3913.0
GERMANY,2021-01,6892.0
GERMANY,2021-02,3402.0
GERMANY,2021-03,4700.0
GERMANY,2021-04,5796.0
GERMANY,2021-05,6871.0
GERMANY,2021-06,8115.0
GERMANY,2021-07,13138.0
GERMANY,2021-08,18406.0
GERMANY,2021-09,14411.0
GERMANY,2021-10,15934.0
GERMANY,2021-11,67375.0
GERMANY,2021-12,84114.0
GERMANY,2022-10,177181.0
GERMANY,2022-11,107846.0
GERMANY,2022-12,117026.0
GERMANY,2023-01,83461.0
GERMANY,2023-02,90144.0
GERMANY,2023-03,144399.0
GERMANY,2023-04,165854.0
GERMANY,2023-05,168798.0
GERMANY,2023-06,131890.0
GERMANY,2023-07,174904.0
GERMANY,2023-08,199662.0
GERMANY,2023-09,201204.0
GERMANY,2023-10,210719.0
GERMANY,2023-11,127152.0
GERMANY,2023-12,140294.0
GERMANY,2024-01,96381.0
GERMANY,2024-02,106013.0
GERMANY,2024-03,193337.0
GERMANY,2024-04,168403.0
GERMANY,2024-05,189693.0
GERMANY,2024-06,135053.0
GERMANY,2024-07,191164.0
GERMANY,2024-08,212810.0
GERMANY,2024-09,202966.0
GERMANY,2024-10,226462.0
GERMANY,2024-11,127236.0
GERMANY,2024-12,145268.0
GERMANY,2025-01,94886.0
GERMANY,2025-02,96975.0
GERMANY,2025-03,138757.0
GERMANY,2025-04,193226.0
GERMANY,2025-05,154171.0
GERMANY,2025-06,130046.0
GERMANY,2025-07,163003.0
GERMANY,2025-08,192874.0
GERMANY,2025-09,162435.0
GERMANY,2025-10,192236.0
GERMANY,2025-11,116781.0
GERMANY,2025-12,134722.0
GERMANY,2026-01,86797.0
GERMANY,2026-02,89205.0
GERMANY,2026-03,148281.0
GERMANY,2026-04,125813.0
GERMANY,2026-05,138324.0
GERMANY,2026-06,104264.0
GERMANY,2026-07,139794.0
INDIA,2015-01,80022.0
INDIA,2015-02,53274.0
INDIA,2015-03,69103.0
INDIA,2015-04,98792.0
INDIA,2015-05,162644.0
INDIA,2015-06,133701.0
INDIA,2015-07,116325.0
INDIA,2015-08,128317.0
INDIA,2015-09,93431.0
INDIA,2015-10,80485.0
INDIA,2015-11,60841.0
INDIA,2015-12,70758.0
INDIA,2016-01,93707.0
INDIA,2016-02,57103.0
INDIA,2016-03,75751.0
INDIA,2016-04,107193.0
INDIA,2016-05,167630.0
INDIA,2016-06,144313.0
INDIA,2016-07,119263.0
INDIA,2016-08,126351.0
INDIA,2016-09,98334.0
INDIA,2016-10,75720.0
INDIA,2016-11,67632.0
INDIA,2016-12,73774.0
INDIA,2017-01,101615.0
INDIA,2017-02,63354.0
INDIA,2017-03,79250.0
INDIA,2017-04,109908.0
INDIA,2017-05,180460.0
INDIA,2017-06,155577.0
INDIA,2017-07,125628.0
INDIA,2017-08,134583.0
INDIA,2017-09,100337.0
INDIA,2017-10,81787.0
INDIA,2017-11,70988.0
INDIA,2017-12,81979.0
INDIA,2018-01,102965.0
INDIA,2018-02,64342.0
INDIA,2018-03,95004.0
INDIA,2018-04,123416.0
INDIA,2018-05,197535.0
INDIA,2018-06,166486.0
INDIA,2018-07,128123.0
INDIA,2018-08,139491.0
INDIA,2018-09,112677.0
INDIA,2018-10,88541.0
INDIA,2018-11,76174.0
INDIA,2018-12,83281.0
INDIA,2019-01,110434.0
INDIA,2019-02,72624.0
INDIA,2019-03,99137.0
INDIA,2019-04,124077.0
INDIA,2019-05,200569.0
INDIA,2019-06,172882.0
INDIA,2019-07,138234.0
INDIA,2019-08,143392.0
INDIA,2019-09,119966.0
INDIA,2019-10,99145.0
INDIA,2019-11,90006.0
INDIA,2019-12,103051.0
INDIA,2020-01,115517.0
INDIA,2020-02,80988.0
INDIA,2020-03,35767.0
INDIA,2020-04,2189.0
INDIA,2020-05,3159.0
INDIA,2020-06,4762.0
INDIA,2020-07,7840.0
INDIA,2020-08,13477.0
INDIA,2020-09,14589.0
INDIA,2020-10,15785.0
INDIA,2020-11,17112.0
INDIA,2020-12,24805.0
INDIA,2021-01,40745.0
INDIA,2021-02,24332.0
INDIA,2021-03,27633.0
INDIA,2021-04,33643.0
INDIA,2021-05,13204.0
