market,period,arrivals
asia_total,2025-08,2829756.0
asia_total,2025-09,2502630.0
asia_total,2025-10,2929136.0
asia_total,2025-11,2718552.0
asia_total,2025-12,2931634.0
asia_total,2026-01,2978043.0
asia_total,2026-02,2885895.0
asia_total,2026-03,2638488.0
asia_total,2026-04,2747529.0
asia_total,2026-05,2675922.0
australia,2003-01,7.2547517928009455
australia,2003-02,6.413739569183008
australia,2003-03,1.3856812933025395
australia,2003-04,-10.800328186768098
australia,2003-05,-8.636163013094006
australia,2003-06,5.691116306253647
australia,2003-07,17.379121595203955
australia,2003-08,14.425727411944877
australia,2003-09,4.570001742059105
australia,2003-10,1.1557824576331228
australia,2003-11,6.483921982076964
australia,2003-12,6.212749416947403
australia,2004-01,10.976955533917561
australia,2004-02,-3.2552202060727637
australia,2004-03,5.709946848899008
australia,2004-04,48.78334308888702
australia,2004-05,26.9243156199678
australia,2004-06,10.09884564871777
australia,2004-07,2.1595514350746754
australia,2004-08,3.3592077087794507
australia,2004-09,16.426032874278107
australia,2004-10,15.764755362400123
australia,2004-11,12.277227722772295
australia,2004-12,11.16803903629156
australia,2005-01,16.16752456715021
australia,2005-02,41.66823751178134
australia,2005-03,19.56615428817699
australia,2005-04,0.5901197099983193
australia,2005-05,-4.675209337731545
australia,2005-06,15.915369161225513
australia,2005-07,4.629931529181604
australia,2005-08,3.709698303767965
australia,2005-09,0.5055804636077426
australia,2005-10,-4.268846503178921
australia,2005-11,-9.634038800705468
australia,2005-12,3.1603204213760563
australia,2006-01,2.2910372608257745
australia,2006-02,-5.921096400771745
australia,2006-03,-8.710801393728218
australia,2006-04,-8.140574365850924
australia,2006-05,-0.5589938111399562
australia,2006-06,-21.269566159345715
australia,2006-07,-18.390983691700427
australia,2006-08,-13.82733004557089
australia,2006-09,-5.979498861047844
australia,2006-10,3.88361796331435
australia,2006-11,4.903635032934872
australia,2006-12,10.99351132858206
australia,2007-01,13.58602018213142
australia,2007-02,10.600381868326153
australia,2007-03,10.713345617267706
australia,2007-04,7.554285019159423
australia,2007-05,-1.3049588436057036
australia,2007-06,20.273802971931758
australia,2007-07,13.606567810093551
australia,2007-08,3.1005505650536094
australia,2007-09,10.448213204118701
australia,2007-10,22.94203604481247
australia,2007-11,24.713178294573652
australia,2007-12,28.515980641142363
australia,2008-01,27.65763813651138
australia,2008-02,31.18286445012788
australia,2008-03,32.822158820732284
australia,2008-04,8.183000622066388
australia,2008-05,11.282885815025764
australia,2008-06,2.665446433678426
australia,2008-07,15.690997703209902
australia,2008-08,21.07223159078133
australia,2008-09,8.257928891326188
australia,2008-10,-9.865293185419972
australia,2008-11,-10.902536051715558
australia,2008-12,-17.546607009694256
australia,2009-01,-8.615948670944078
australia,2009-02,-16.64960764244286
australia,2009-03,-19.019063814552936
australia,2009-04,-16.732880292733924
australia,2009-05,-26.913234218864247
australia,2009-06,-28.809404423644764
australia,2009-07,-26.34611659887662
australia,2009-08,-22.47693111252974
australia,2009-09,-20.498965764700912
australia,2009-10,9.379120879120876
australia,2009-11,20.615320217664305
australia,2009-12,9.627385366735993
australia,2010-01,-0.05572272372673126
australia,2010-02,20.64206771533827
australia,2010-03,13.135499557913349
australia,2010-04,15.405863519367188
australia,2010-05,21.892455189662357
australia,2010-06,26.55345124432617
australia,2010-07,2.3141147853527
australia,2010-08,-3.743075310675252
australia,2010-09,24.780969574682743
australia,2010-10,-16.31586878987291
australia,2010-11,-12.23899589334259
australia,2010-12,2.3594439632058624
australia,2011-01,14.068539994052927
australia,2011-02,4.052154524744324
australia,2011-03,-46.98871684657841
australia,2011-04,-64.69564271337649
australia,2011-05,-49.34682990219548
australia,2011-06,-42.10623956465277
australia,2011-07,-35.05108269613828
australia,2011-08,-40.65173432882252
australia,2011-09,-43.736170212765956
australia,2011-10,-11.021069692058347
australia,2011-11,-20.5
australia,2011-12,-25.6
australia,2012-01,-27.687445012871052
australia,2012-02,-16.662784739367396
australia,2012-03,74.2467520501244
australia,2012-04,169.1063174114022
australia,2012-05,77.38320280853361
australia,2012-06,67.84875026703696
australia,2012-07,38.83062920459042
australia,2012-08,42.3666622985192
australia,2012-09,43.09484193011647
australia,2012-10,20.69081832287661
australia,2012-11,15.859323158593241
australia,2012-12,37.62113583455147
australia,2013-01,42.704578226387895
australia,2013-02,18.89882615986585
australia,2013-03,19.279784252551437
australia,2013-04,30.2433438305182
australia,2013-05,22.17401233158256
australia,2013-06,11.422934962453851
australia,2013-07,15.37091142307419
australia,2013-08,-2.862665684830631
australia,2013-09,13.662790697674424
australia,2013-10,1.1682504192286132
australia,2013-11,15.184707903780065
australia,2013-12,19.315499606608967
australia,2014-01,17.99235845779785
australia,2014-02,25.0011753091063
australia,2014-03,-5.421820277519174
australia,2014-04,32.650459401239715
australia,2014-05,15.557632398753896
australia,2014-06,20.400936661145693
australia,2014-07,24.064237183446565
australia,2014-08,24.03108120913484
australia,2014-09,42.43664264124624
australia,2014-10,32.57086026852312
australia,2014-11,37.70277829573001
australia,2014-12,23.999340586877665
australia,2015-01,30.015789332833776
australia,2015-02,13.96818233103916
australia,2015-03,36.76760101246836
australia,2015-04,12.9
australia,2015-05,33.85992343775271
australia,2015-06,7.656183293012674
australia,2015-07,26.4
australia,2015-08,36.58797463518985
australia,2015-09,13.323104044921806
australia,2015-10,23.451696257397685
australia,2015-11,33.0
australia,2015-12,31.242521736818333
australia,2016-01,15.421032048247312
australia,2016-02,18.33151833151834
australia,2016-03,43.131811638906015
australia,2016-04,16.435701702877267
australia,2016-05,20.074918435574162
australia,2016-06,33.03370786516854
australia,2016-07,14.714915734761377
australia,2016-08,8.468508781742926
australia,2016-09,18.50080663747407
australia,2016-10,27.163161270720096
australia,2016-11,12.42914842344635
australia,2016-12,4.386231487671964
australia,2017-01,8.973695942933574
australia,2017-02,13.475375090635282
australia,2017-03,-4.30524627062232
australia,2017-04,41.71667759342375
australia,2017-05,7.477105766327867
australia,2017-06,7.664281928987805
australia,2017-07,4.2906669412693645
australia,2017-08,14.25845709570956
australia,2017-09,7.215442213254249
australia,2017-10,4.656595959327788
australia,2017-11,18.306415094339613
australia,2017-12,11.194783013741173
australia,2018-01,14.428788845795083
australia,2018-02,11.000245760629145
australia,2018-03,18.783935943950958
australia,2018-04,2.188534215864202
australia,2018-05,23.480024968789003
australia,2018-06,10.07813942041469
australia,2018-07,11.453773491755248
australia,2018-08,7.0948233064042965
australia,2018-09,10.237630946442344
australia,2018-10,20.352096598259806
australia,2018-11,1.6611804332848479
australia,2018-12,11.02422676813517
australia,2019-01,15.930152737257597
australia,2019-02,5.517424611433386
australia,2019-03,-6.945146612740139
australia,2019-04,22.760830199192085
australia,2019-05,16.83391047190557
australia,2019-06,4.194846570901561
australia,2019-07,2.9826063845494986
australia,2019-08,13.578321884613757
australia,2019-09,24.437953802167954
australia,2019-10,8.68181434954893
australia,2019-11,21.30271084337349
australia,2019-12,14.219909445352783
australia,2020-01,85314.0
australia,2020-02,48522.0
australia,2020-03,8767.0
australia,2020-04,50.0
australia,2020-05,2.0
australia,2020-06,11.0
australia,2020-07,45.0
australia,2020-08,90.0
australia,2020-09,88.0
australia,2020-10,200.0
australia,2020-11,255.0
australia,2020-12,164.0
australia,2021-01,106.0
australia,2021-02,33.0
australia,2021-03,47.0
australia,2021-04,95.0
australia,2021-05,85.0
australia,2021-06,116.0
australia,2021-07,1570.0
australia,2021-08,524.0
australia,2021-09,121.0
australia,2021-10,284.0
australia,2021-11,160.0
australia,2021-12,124.0
australia,2022-01,220.0
australia,2022-02,134.0
australia,2022-03,612.0
australia,2022-04,1119.0
australia,2022-05,1503.0
australia,2022-06,1639.0
australia,2022-07,2330.0
australia,2022-08,2697.0
australia,2022-09,4689.0
australia,2022-10,11677.0
australia,2022-11,20193.0
australia,2022-12,41835.0
australia,2023-01,52553.0
australia,2023-02,37680.0
australia,2023-03,45189.0
australia,2023-04,56123.0
australia,2023-05,40816.0
australia,2023-06,42424.0
australia,2023-07,35650.0
australia,2023-08,27565.0
australia,2023-09,64005.0
australia,2023-10,62015.0
australia,2023-11,59571.0
australia,2023-12,89471.0
australia,2024-01,103604.0
australia,2024-02,66501.0
australia,2024-03,82781.0
australia,2024-04,80812.0
australia,2024-05,66476.0
australia,2024-06,61817.0
australia,2024-07,48616.0
australia,2024-08,40999.0
australia,2024-09,85667.0
australia,2024-10,90157.0
australia,2024-11,80266.0
australia,2024-12,112500.0
australia,2025-01,140185.0
australia,2025-02,88767.0
australia,2025-03,84761.0
australia,2025-04,115235.0
australia,2025-05,78874.0
australia,2025-06,59422.0
australia,2025-07,50174.0
australia,2025-08,41250.0
australia,2025-09,96610.0
australia,2025-10,96158.0
australia,2025-11,85631.0
australia,2025-12,121329.0
australia,2026-01,160750.0
australia,2026-02,86971.0
australia,2026-03,96887.0
australia,2026-04,102479.0
australia,2026-05,82274.0
australia,2026-06,63900.0
australia,2026-07,49800.0
china,2003-01,12.160008791691851
china,2003-02,25.292550803579445
china,2003-03,21.025191248842773
china,2003-04,-7.895701684387603
china,2003-05,-69.86857570253233
china,2003-06,-48.97676991150443
china,2003-07,-26.33479296304833
china,2003-08,6.22373651334469
china,2003-09,5.697942037405326
china,2003-10,15.61494174713269
china,2003-11,29.300322279449404
china,2003-12,19.948717948717956
china,2004-01,46.10278267685675
china,2004-02,-9.45442384865278
china,2004-03,11.462275545535078
china,2004-04,32.96023977895376
china,2004-05,321.6400709219858
china,2004-06,221.15369725125822
china,2004-07,96.4473181075538
china,2004-08,28.976798888057317
china,2004-09,22.679322664524463
china,2004-10,10.006469700237218
china,2004-11,10.699061240653165
china,2004-12,18.414462835155447
china,2005-01,-18.833095816916753
china,2005-02,34.80979264496386
china,2005-03,-8.526277767744261
china,2005-04,-0.8118770032756828
china,2005-05,6.64409915687223
china,2005-06,6.290233141259009
china,2005-07,7.665628539071349
china,2005-08,7.808873267458054
china,2005-09,14.104530337233555
china,2005-10,9.13902799807525
china,2005-11,10.83287740414967
china,2005-12,17.43088508355683
china,2006-01,42.225068164917786
china,2006-02,9.277704937281058
china,2006-03,39.175501984244505
china,2006-04,31.2689760480105
china,2006-05,26.768005362670294
china,2006-06,16.234178650818862
china,2006-07,33.909670633094464
china,2006-08,24.74548642081629
china,2006-09,13.508819620635506
china,2006-10,24.72607325397213
china,2006-11,19.606986899563324
china,2006-12,9.548698803118484
china,2007-01,-8.366979405699013
china,2007-02,34.748039110347065
china,2007-03,19.622363138556693
china,2007-04,7.907266136449721
china,2007-05,9.197797754206974
china,2007-06,20.60183829986535
china,2007-07,24.4170062349649
china,2007-08,22.483573110445406
china,2007-09,23.824855975838545
china,2007-10,19.383092653932252
china,2007-11,10.476689366160286
china,2007-12,7.0725497664535055
china,2008-01,33.19702661150998
china,2008-02,13.14089785503549
china,2008-03,7.740474129241122
china,2008-04,29.124570683647107
china,2008-05,6.302341480088884
china,2008-06,-0.7200647249190837
china,2008-07,-0.17559435730491657
china,2008-08,-6.420411655175883
china,2008-09,0.9165341470752679
china,2008-10,-5.062180597898802
china,2008-11,5.077805077805081
china,2008-12,0.3519874183220679
china,2009-01,31.204931102596447
china,2009-02,-26.021331078065174
china,2009-03,11.118326912493131
china,2009-04,3.6917670585265796
china,2009-05,-18.900813269557986
china,2009-06,-40.35204954771412
china,2009-07,-32.856352280812715
china,2009-08,17.252839442436766
china,2009-09,5.085124732487941
china,2009-10,25.102229409726235
china,2009-11,11.391885793986134
china,2009-12,16.65702718334296
china,2010-01,-16.453537936913904
china,2010-02,92.90579698639272
china,2010-03,22.15233132906063
china,2010-04,41.16611743559017
china,2010-05,85.95407236081283
china,2010-06,183.37295406727327
china,2010-07,142.76462969504297
china,2010-08,57.31766605208361
china,2010-09,39.14607333556236
china,2010-10,-1.9057995771045455
china,2010-11,-16.052883553067687
china,2010-12,-3.2529947062868843
china,2011-01,7.61072514112027
china,2011-02,-13.278021959932175
china,2011-03,-49.35773715879787
china,2011-04,-49.489349285089
china,2011-05,-47.930844542369265
china,2011-06,-40.775847106242644
china,2011-07,-47.27725773595887
china,2011-08,-40.15265039095526
china,2011-09,-18.087422542287726
china,2011-10,-0.059301373344496255
china,2011-11,34.8
china,2011-12,31.7
china,2012-01,37.86302972833926
china,2012-02,-22.205349177122685
china,2012-03,107.04883907125699
china,2012-04,95.35869964812773
china,2012-05,91.35954135954137
china,2012-06,105.12056529738354
china,2012-07,134.8930004714649
china,2012-08,85.36048324240062
china,2012-09,8.160507764927601
china,2012-10,-34.340799065684635
china,2012-11,-43.58031121817827
china,2012-12,-34.32386306595724
china,2013-01,-47.096184099806095
china,2013-02,-1.2968791938120745
china,2013-03,-20.909962722927716
china,2013-04,-32.68500534299329
china,2013-05,-27.267458449247457
china,2013-06,-21.421144122619722
china,2013-07,-31.509766485533845
china,2013-08,-14.699296729635108
china,2013-09,28.377700886803154
china,2013-10,74.0493164832958
china,2013-11,96.06485488431136
china,2013-12,84.52308162641393
china,2014-01,115.21832339801662
china,2014-02,70.8663461181909
china,2014-03,79.98728792842127
china,2014-04,90.25359424920129
china,2014-05,103.23889617633716
china,2014-06,74.80100206068931
china,2014-07,101.07144133519174
china,2014-08,56.389874790495895
china,2014-09,57.556609752818474
china,2014-10,83.96505542506284
china,2014-11,103.5138316656857
china,2014-12,96.71643954769499
china,2015-01,45.37707657208958
china,2015-02,159.77314158395785
china,2015-03,83.69751825452016
china,2015-04,112.9
china,2015-05,133.53882159918933
china,2015-06,167.12434843914338
china,2015-07,105.07697940698662
china,2015-08,133.0596291597387
china,2015-09,99.59001239308424
china,2015-10,99.61203150340032
china,2015-11,74.9
china,2015-12,82.67543282466457
china,2016-01,110.02899908935788
china,2016-02,38.93923359697001
china,2016-03,47.3002268418702
china,2016-04,26.898363694171763
china,2016-05,30.974765606839384
china,2016-06,26.004222841418454
china,2016-07,26.785677139310906
china,2016-08,14.447093033084826
china,2016-09,6.3316239177037374
china,2016-10,13.600800786422539
china,2016-11,19.245626119300184
china,2016-12,23.17582715238275
china,2017-01,32.719446870757594
china,2017-02,2.0418798844665105
china,2017-03,2.193742433034231
china,2017-04,2.702644960047863
china,2017-05,1.960776580325188
china,2017-06,0.8139726535405458
china,2017-07,6.752248470711763
china,2017-08,21.107263880313056
china,2017-09,29.869883707127286
china,2017-10,31.146747484007108
china,2017-11,31.04121515150115
china,2017-12,32.003312575152876
china,2018-01,0.2749892953993971
china,2018-02,40.70851912235558
china,2018-03,16.884979537466172
china,2018-04,29.236300093989765
china,2018-05,29.31351273987599
china,2018-06,29.590952208217747
china,2018-07,12.59344929563213
china,2018-08,4.9113562764147245
china,2018-09,-3.7700884399974655
china,2018-10,7.749146976190646
china,2018-11,8.834186430726309
china,2018-12,6.171224816752452
china,2019-01,19.31302031934006
china,2019-02,1.0168455173780844
china,2019-03,16.196967659517234
china,2019-04,6.256429467190139
china,2019-05,13.126682620400842
china,2019-06,15.730620580354255
china,2019-07,19.488520606940995
china,2019-08,16.337003747147193
china,2019-09,25.479363912124285
china,2019-10,2.1497228261249575
china,2019-11,21.660359140189087
china,2019-12,18.552928961785113
china,2020-01,924790.0
china,2020-02,87220.0
china,2020-03,10365.0
china,2020-04,163.0
china,2020-05,25.0
china,2020-06,334.0
china,2020-07,785.0
china,2020-08,1606.0
china,2020-09,2954.0
china,2020-10,4502.0
china,2020-11,18147.0
china,2020-12,18365.0
china,2021-01,10225.0
china,2021-02,1747.0
china,2021-03,3951.0
china,2021-04,3271.0
china,2021-05,1823.0
china,2021-06,1973.0
china,2021-07,3931.0
china,2021-08,2396.0
china,2021-09,3960.0
china,2021-10,4009.0
china,2021-11,3189.0
china,2021-12,1764.0
china,2022-01,1490.0
china,2022-02,2359.0
china,2022-03,9799.0
china,2022-04,22371.0
china,2022-05,17643.0
china,2022-06,14657.0
china,2022-07,14803.0
china,2022-08,12332.0
china,2022-09,17590.0
china,2022-10,21498.0
china,2022-11,21016.0
china,2022-12,33567.0
china,2023-01,31291.0
china,2023-02,36285.0
china,2023-03,75814.0
china,2023-04,108295.0
china,2023-05,134510.0
china,2023-06,208573.0
china,2023-07,313328.0
china,2023-08,364228.0
china,2023-09,325645.0
china,2023-10,256371.0
china,2023-11,258343.0
china,2023-12,312474.0
china,2024-01,416088.0
china,2024-02,459463.0
china,2024-03,452525.0
china,2024-04,533611.0
china,2024-05,545552.0
china,2024-06,665617.0
china,2024-07,776520.0
china,2024-08,746010.0
china,2024-09,652405.0
china,2024-10,582919.0
china,2024-11,546339.0
china,2024-12,604293.0
china,2025-01,980520.0
china,2025-02,722924.0
china,2025-03,661817.0
china,2025-04,765189.0
china,2025-05,790089.0
china,2025-06,798001.0
china,2025-07,974564.0
china,2025-08,1018747.0
china,2025-09,775657.0
china,2025-10,715804.0
china,2025-11,562184.0
china,2025-12,330435.0
china,2026-01,385519.0
china,2026-02,396511.0
china,2026-03,291686.0
china,2026-04,330776.0
china,2026-05,313123.0
china,2026-06,340700.0
china,2026-07,428200.0
hong_kong,2003-01,42.26008968609864
hong_kong,2003-02,-36.4545543680753
hong_kong,2003-03,-32.6797385620915
hong_kong,2003-04,-46.97547683923706
hong_kong,2003-05,-44.025000000000006
hong_kong,2003-06,8.260456273764262
hong_kong,2003-07,-5.056366548795594
hong_kong,2003-08,24.301323026609197
hong_kong,2003-09,12.767895413630526
hong_kong,2003-10,-4.070219046139499
hong_kong,2003-11,-10.812589099681986
hong_kong,2003-12,-5.650037124774599
hong_kong,2004-01,25.179674694237804
hong_kong,2004-02,-53.71084709149822
hong_kong,2004-03,-8.971090741443831
hong_kong,2004-04,194.5716154349248
hong_kong,2004-05,93.02367128182226
hong_kong,2004-06,33.725524629028
hong_kong,2004-07,10.352072324441338
hong_kong,2004-08,-6.801805842078508
hong_kong,2004-09,3.121585023993916
hong_kong,2004-10,26.564102564102555
hong_kong,2004-11,17.87163408336407
hong_kong,2004-12,4.631815626756605
hong_kong,2005-01,-40.37066881547139
hong_kong,2005-02,215.14999999999998
hong_kong,2005-03,62.35476374903175
hong_kong,2005-04,-46.13042375031717
hong_kong,2005-05,-23.50872321717803
hong_kong,2005-06,-24.543663821405133
hong_kong,2005-07,-5.93665262793516
hong_kong,2005-08,-10.733992044142184
hong_kong,2005-09,-6.455031330630305
hong_kong,2005-10,-6.303847138104572
hong_kong,2005-11,19.678714859437747
hong_kong,2005-12,21.184771319078834
hong_kong,2006-01,106.0867117117117
