series,vector,period,value
canadians_returning_from_other_overnight,1296956633,2017-11,804064.0
canadians_returning_from_other_overnight,1296956633,2017-12,910002.0
canadians_returning_from_other_overnight,1296956633,2018-01,1272965.0
canadians_returning_from_other_overnight,1296956633,2018-02,1108663.0
canadians_returning_from_other_overnight,1296956633,2018-03,1387678.0
canadians_returning_from_other_overnight,1296956633,2018-04,1189782.0
canadians_returning_from_other_overnight,1296956633,2018-05,921126.0
canadians_returning_from_other_overnight,1296956633,2018-06,751538.0
canadians_returning_from_other_overnight,1296956633,2018-07,877397.0
canadians_returning_from_other_overnight,1296956633,2018-08,1072959.0
canadians_returning_from_other_overnight,1296956633,2018-09,867885.0
canadians_returning_from_other_overnight,1296956633,2018-10,772180.0
canadians_returning_from_other_overnight,1296956633,2018-11,788356.0
canadians_returning_from_other_overnight,1296956633,2018-12,954607.0
canadians_returning_from_other_overnight,1296956633,2019-01,1320940.0
canadians_returning_from_other_overnight,1296956633,2019-02,1164860.0
canadians_returning_from_other_overnight,1296956633,2019-03,1446162.0
canadians_returning_from_other_overnight,1296956633,2019-04,1166847.0
canadians_returning_from_other_overnight,1296956633,2019-05,971336.0
canadians_returning_from_other_overnight,1296956633,2019-06,780582.0
canadians_returning_from_other_overnight,1296956633,2019-07,869052.0
canadians_returning_from_other_overnight,1296956633,2019-08,1119421.0
canadians_returning_from_other_overnight,1296956633,2019-09,877833.0
canadians_returning_from_other_overnight,1296956633,2019-10,790372.0
canadians_returning_from_other_overnight,1296956633,2019-11,842824.0
canadians_returning_from_other_overnight,1296956633,2019-12,993314.0
canadians_returning_from_other_overnight,1296956633,2020-01,1361060.0
canadians_returning_from_other_overnight,1296956633,2020-02,1216680.0
canadians_returning_from_other_overnight,1296956633,2020-03,1020696.0
canadians_returning_from_other_overnight,1296956633,2020-04,29310.0
canadians_returning_from_other_overnight,1296956633,2020-05,26321.0
canadians_returning_from_other_overnight,1296956633,2020-06,35858.0
canadians_returning_from_other_overnight,1296956633,2020-07,53343.0
canadians_returning_from_other_overnight,1296956633,2020-08,90588.0
canadians_returning_from_other_overnight,1296956633,2020-09,74416.0
canadians_returning_from_other_overnight,1296956633,2020-10,72263.0
canadians_returning_from_other_overnight,1296956633,2020-11,73246.0
canadians_returning_from_other_overnight,1296956633,2020-12,108256.0
canadians_returning_from_other_overnight,1296956633,2021-01,160522.0
canadians_returning_from_other_overnight,1296956633,2021-02,79596.0
canadians_returning_from_other_overnight,1296956633,2021-03,48846.0
canadians_returning_from_other_overnight,1296956633,2021-04,55065.0
canadians_returning_from_other_overnight,1296956633,2021-05,51379.0
canadians_returning_from_other_overnight,1296956633,2021-06,61188.0
canadians_returning_from_other_overnight,1296956633,2021-07,141303.0
canadians_returning_from_other_overnight,1296956633,2021-08,341726.0
canadians_returning_from_other_overnight,1296956633,2021-09,313600.0
canadians_returning_from_other_overnight,1296956633,2021-10,301448.0
canadians_returning_from_other_overnight,1296956633,2021-11,366902.0
canadians_returning_from_other_overnight,1296956633,2021-12,503444.0
canadians_returning_from_other_overnight,1296956633,2022-01,457015.0
canadians_returning_from_other_overnight,1296956633,2022-02,381117.0
canadians_returning_from_other_overnight,1296956633,2022-03,678415.0
canadians_returning_from_other_overnight,1296956633,2022-04,702137.0
canadians_returning_from_other_overnight,1296956633,2022-05,645715.0
canadians_returning_from_other_overnight,1296956633,2022-06,563918.0
canadians_returning_from_other_overnight,1296956633,2022-07,711944.0
canadians_returning_from_other_overnight,1296956633,2022-08,748108.0
canadians_returning_from_other_overnight,1296956633,2022-09,534909.0
canadians_returning_from_other_overnight,1296956633,2022-10,487054.0
canadians_returning_from_other_overnight,1296956633,2022-11,504633.0
canadians_returning_from_other_overnight,1296956633,2022-12,603142.0
canadians_returning_from_other_overnight,1296956633,2023-01,845648.0
canadians_returning_from_other_overnight,1296956633,2023-02,768827.0
canadians_returning_from_other_overnight,1296956633,2023-03,978832.0
canadians_returning_from_other_overnight,1296956633,2023-04,869742.0
canadians_returning_from_other_overnight,1296956633,2023-05,757529.0
canadians_returning_from_other_overnight,1296956633,2023-06,643847.0
canadians_returning_from_other_overnight,1296956633,2023-07,747673.0
canadians_returning_from_other_overnight,1296956633,2023-08,917131.0
canadians_returning_from_other_overnight,1296956633,2023-09,771066.0
canadians_returning_from_other_overnight,1296956633,2023-10,760765.0
canadians_returning_from_other_overnight,1296956633,2023-11,790403.0
canadians_returning_from_other_overnight,1296956633,2023-12,979960.0
canadians_returning_from_other_overnight,1296956633,2024-01,1292918.0
canadians_returning_from_other_overnight,1296956633,2024-02,1197242.0
canadians_returning_from_other_overnight,1296956633,2024-03,1415595.0
canadians_returning_from_other_overnight,1296956633,2024-04,1189520.0
canadians_returning_from_other_overnight,1296956633,2024-05,997132.0
canadians_returning_from_other_overnight,1296956633,2024-06,816225.0
canadians_returning_from_other_overnight,1296956633,2024-07,947840.0
canadians_returning_from_other_overnight,1296956633,2024-08,1129480.0
canadians_returning_from_other_overnight,1296956633,2024-09,934874.0
canadians_returning_from_other_overnight,1296956633,2024-10,905979.0
canadians_returning_from_other_overnight,1296956633,2024-11,959777.0
canadians_returning_from_other_overnight,1296956633,2024-12,1063250.0
canadians_returning_from_other_overnight,1296956633,2025-01,1364039.0
canadians_returning_from_other_overnight,1296956633,2025-02,1262087.0
canadians_returning_from_other_overnight,1296956633,2025-03,1565071.0
canadians_returning_from_other_overnight,1296956633,2025-04,1337264.0
canadians_returning_from_other_overnight,1296956633,2025-05,1107295.0
canadians_returning_from_other_overnight,1296956633,2025-06,898288.0
canadians_returning_from_other_overnight,1296956633,2025-07,1034135.0
canadians_returning_from_other_overnight,1296956633,2025-08,1236115.0
canadians_returning_from_other_overnight,1296956633,2025-09,992487.0
canadians_returning_from_other_overnight,1296956633,2025-10,991519.0
canadians_returning_from_other_overnight,1296956633,2025-11,1092722.0
canadians_returning_from_other_overnight,1296956633,2025-12,1202447.0
canadians_returning_from_other_overnight,1296956633,2026-01,1509014.0
canadians_returning_from_other_overnight,1296956633,2026-02,1350725.0
canadians_returning_from_other_overnight,1296956633,2026-03,1619911.0
canadians_returning_from_other_overnight,1296956633,2026-04,1374720.0
canadians_returning_from_other_overnight,1296956633,2026-05,1144143.0
canadians_returning_from_other_overnight,1296956633,2026-06,899133.0
canadians_returning_from_other_total,1296956631,2014-11,743950.0
canadians_returning_from_other_total,1296956631,2014-12,843632.0
canadians_returning_from_other_total,1296956631,2015-01,1217158.0
canadians_returning_from_other_total,1296956631,2015-02,1028536.0
canadians_returning_from_other_total,1296956631,2015-03,1315328.0
canadians_returning_from_other_total,1296956631,2015-04,1096752.0
canadians_returning_from_other_total,1296956631,2015-05,910866.0
canadians_returning_from_other_total,1296956631,2015-06,732182.0
canadians_returning_from_other_total,1296956631,2015-07,851722.0
canadians_returning_from_other_total,1296956631,2015-08,1100156.0
canadians_returning_from_other_total,1296956631,2015-09,799072.0
canadians_returning_from_other_total,1296956631,2015-10,806505.0
canadians_returning_from_other_total,1296956631,2015-11,803293.0
canadians_returning_from_other_total,1296956631,2015-12,904723.0
canadians_returning_from_other_total,1296956631,2016-01,1333740.0
canadians_returning_from_other_total,1296956631,2016-02,1116405.0
canadians_returning_from_other_total,1296956631,2016-03,1328361.0
canadians_returning_from_other_total,1296956631,2016-04,1140176.0
canadians_returning_from_other_total,1296956631,2016-05,929982.0
canadians_returning_from_other_total,1296956631,2016-06,712976.0
canadians_returning_from_other_total,1296956631,2016-07,867488.0
canadians_returning_from_other_total,1296956631,2016-08,1080332.0
canadians_returning_from_other_total,1296956631,2016-09,875623.0
canadians_returning_from_other_total,1296956631,2016-10,844616.0
canadians_returning_from_other_total,1296956631,2016-11,809040.0
canadians_returning_from_other_total,1296956631,2016-12,951494.0
canadians_returning_from_other_total,1296956631,2017-01,1360836.0
canadians_returning_from_other_total,1296956631,2017-02,1163494.0
canadians_returning_from_other_total,1296956631,2017-03,1414398.0
canadians_returning_from_other_total,1296956631,2017-04,1195748.0
canadians_returning_from_other_total,1296956631,2017-05,951933.0
canadians_returning_from_other_total,1296956631,2017-06,796986.0
canadians_returning_from_other_total,1296956631,2017-07,875761.0
canadians_returning_from_other_total,1296956631,2017-08,1082928.0
canadians_returning_from_other_total,1296956631,2017-09,879533.0
canadians_returning_from_other_total,1296956631,2017-10,801129.0
canadians_returning_from_other_total,1296956631,2017-11,804064.0
canadians_returning_from_other_total,1296956631,2017-12,910002.0
canadians_returning_from_other_total,1296956631,2018-01,1272965.0
canadians_returning_from_other_total,1296956631,2018-02,1108663.0
canadians_returning_from_other_total,1296956631,2018-03,1387678.0
canadians_returning_from_other_total,1296956631,2018-04,1189782.0
canadians_returning_from_other_total,1296956631,2018-05,921126.0
canadians_returning_from_other_total,1296956631,2018-06,751538.0
canadians_returning_from_other_total,1296956631,2018-07,877397.0
canadians_returning_from_other_total,1296956631,2018-08,1072959.0
canadians_returning_from_other_total,1296956631,2018-09,867885.0
canadians_returning_from_other_total,1296956631,2018-10,772180.0
canadians_returning_from_other_total,1296956631,2018-11,788356.0
canadians_returning_from_other_total,1296956631,2018-12,954607.0
canadians_returning_from_other_total,1296956631,2019-01,1320940.0
canadians_returning_from_other_total,1296956631,2019-02,1164860.0
canadians_returning_from_other_total,1296956631,2019-03,1446162.0
canadians_returning_from_other_total,1296956631,2019-04,1166847.0
canadians_returning_from_other_total,1296956631,2019-05,971336.0
canadians_returning_from_other_total,1296956631,2019-06,780582.0
canadians_returning_from_other_total,1296956631,2019-07,869052.0
canadians_returning_from_other_total,1296956631,2019-08,1119421.0
canadians_returning_from_other_total,1296956631,2019-09,877833.0
canadians_returning_from_other_total,1296956631,2019-10,790372.0
canadians_returning_from_other_total,1296956631,2019-11,842824.0
canadians_returning_from_other_total,1296956631,2019-12,993314.0
canadians_returning_from_other_total,1296956631,2020-01,1361060.0
canadians_returning_from_other_total,1296956631,2020-02,1216680.0
canadians_returning_from_other_total,1296956631,2020-03,1020696.0
canadians_returning_from_other_total,1296956631,2020-04,29310.0
canadians_returning_from_other_total,1296956631,2020-05,26321.0
canadians_returning_from_other_total,1296956631,2020-06,35858.0
canadians_returning_from_other_total,1296956631,2020-07,53343.0
canadians_returning_from_other_total,1296956631,2020-08,90588.0
canadians_returning_from_other_total,1296956631,2020-09,74416.0
canadians_returning_from_other_total,1296956631,2020-10,72263.0
canadians_returning_from_other_total,1296956631,2020-11,73246.0
canadians_returning_from_other_total,1296956631,2020-12,108256.0
canadians_returning_from_other_total,1296956631,2021-01,160522.0
canadians_returning_from_other_total,1296956631,2021-02,79596.0
canadians_returning_from_other_total,1296956631,2021-03,48846.0
canadians_returning_from_other_total,1296956631,2021-04,55065.0
canadians_returning_from_other_total,1296956631,2021-05,51379.0
canadians_returning_from_other_total,1296956631,2021-06,61188.0
canadians_returning_from_other_total,1296956631,2021-07,141303.0
canadians_returning_from_other_total,1296956631,2021-08,341726.0
canadians_returning_from_other_total,1296956631,2021-09,313600.0
canadians_returning_from_other_total,1296956631,2021-10,301448.0
canadians_returning_from_other_total,1296956631,2021-11,366902.0
canadians_returning_from_other_total,1296956631,2021-12,503444.0
canadians_returning_from_other_total,1296956631,2022-01,463653.0
canadians_returning_from_other_total,1296956631,2022-02,386325.0
canadians_returning_from_other_total,1296956631,2022-03,684967.0
canadians_returning_from_other_total,1296956631,2022-04,708720.0
canadians_returning_from_other_total,1296956631,2022-05,652365.0
canadians_returning_from_other_total,1296956631,2022-06,571672.0
canadians_returning_from_other_total,1296956631,2022-07,720811.0
canadians_returning_from_other_total,1296956631,2022-08,752851.0
canadians_returning_from_other_total,1296956631,2022-09,538674.0
canadians_returning_from_other_total,1296956631,2022-10,490770.0
canadians_returning_from_other_total,1296956631,2022-11,508921.0
canadians_returning_from_other_total,1296956631,2022-12,614448.0
canadians_returning_from_other_total,1296956631,2023-01,851875.0
canadians_returning_from_other_total,1296956631,2023-02,774653.0
canadians_returning_from_other_total,1296956631,2023-03,985520.0
canadians_returning_from_other_total,1296956631,2023-04,875935.0
canadians_returning_from_other_total,1296956631,2023-05,763997.0
canadians_returning_from_other_total,1296956631,2023-06,652936.0
canadians_returning_from_other_total,1296956631,2023-07,756999.0
canadians_returning_from_other_total,1296956631,2023-08,924932.0
canadians_returning_from_other_total,1296956631,2023-09,779765.0
canadians_returning_from_other_total,1296956631,2023-10,768690.0
canadians_returning_from_other_total,1296956631,2023-11,797886.0
canadians_returning_from_other_total,1296956631,2023-12,989681.0
canadians_returning_from_other_total,1296956631,2024-01,1304684.0
canadians_returning_from_other_total,1296956631,2024-02,1207230.0
canadians_returning_from_other_total,1296956631,2024-03,1427686.0
canadians_returning_from_other_total,1296956631,2024-04,1200836.0
canadians_returning_from_other_total,1296956631,2024-05,1007632.0
canadians_returning_from_other_total,1296956631,2024-06,828050.0
canadians_returning_from_other_total,1296956631,2024-07,961849.0
canadians_returning_from_other_total,1296956631,2024-08,1144133.0
canadians_returning_from_other_total,1296956631,2024-09,947565.0
canadians_returning_from_other_total,1296956631,2024-10,914950.0
canadians_returning_from_other_total,1296956631,2024-11,967794.0
canadians_returning_from_other_total,1296956631,2024-12,1074426.0
canadians_returning_from_other_total,1296956631,2025-01,1373495.0
canadians_returning_from_other_total,1296956631,2025-02,1273785.0
canadians_returning_from_other_total,1296956631,2025-03,1575385.0
canadians_returning_from_other_total,1296956631,2025-04,1347731.0
canadians_returning_from_other_total,1296956631,2025-05,1114697.0
canadians_returning_from_other_total,1296956631,2025-06,904599.0
canadians_returning_from_other_total,1296956631,2025-07,1041533.0
canadians_returning_from_other_total,1296956631,2025-08,1242734.0
canadians_returning_from_other_total,1296956631,2025-09,1001357.0
canadians_returning_from_other_total,1296956631,2025-10,998197.0
canadians_returning_from_other_total,1296956631,2025-11,1099750.0
canadians_returning_from_other_total,1296956631,2025-12,1212715.0
canadians_returning_from_other_total,1296956631,2026-01,1518568.0
canadians_returning_from_other_total,1296956631,2026-02,1360322.0
canadians_returning_from_other_total,1296956631,2026-03,1629931.0
canadians_returning_from_other_total,1296956631,2026-04,1383756.0
canadians_returning_from_other_total,1296956631,2026-05,1151832.0
canadians_returning_from_other_total,1296956631,2026-06,906430.0
canadians_returning_from_us_overnight,1296956588,2014-11,1661606.0
canadians_returning_from_us_overnight,1296956588,2014-12,1495411.0
canadians_returning_from_us_overnight,1296956588,2015-01,1566951.0
canadians_returning_from_us_overnight,1296956588,2015-02,1419546.0
canadians_returning_from_us_overnight,1296956588,2015-03,2077148.0
canadians_returning_from_us_overnight,1296956588,2015-04,1921658.0
canadians_returning_from_us_overnight,1296956588,2015-05,1834424.0
canadians_returning_from_us_overnight,1296956588,2015-06,1485644.0
canadians_returning_from_us_overnight,1296956588,2015-07,2165295.0
canadians_returning_from_us_overnight,1296956588,2015-08,2478003.0
canadians_returning_from_us_overnight,1296956588,2015-09,1595420.0
canadians_returning_from_us_overnight,1296956588,2015-10,1464844.0
canadians_returning_from_us_overnight,1296956588,2015-11,1426837.0
canadians_returning_from_us_overnight,1296956588,2015-12,1263382.0
canadians_returning_from_us_overnight,1296956588,2016-01,1356146.0
canadians_returning_from_us_overnight,1296956588,2016-02,1230191.0
canadians_returning_from_us_overnight,1296956588,2016-03,1797979.0
canadians_returning_from_us_overnight,1296956588,2016-04,1608972.0
canadians_returning_from_us_overnight,1296956588,2016-05,1691059.0
canadians_returning_from_us_overnight,1296956588,2016-06,1375143.0
canadians_returning_from_us_overnight,1296956588,2016-07,2018513.0
canadians_returning_from_us_overnight,1296956588,2016-08,2340211.0
canadians_returning_from_us_overnight,1296956588,2016-09,1636929.0
canadians_returning_from_us_overnight,1296956588,2016-10,1557322.0
canadians_returning_from_us_overnight,1296956588,2016-11,1404973.0
canadians_returning_from_us_overnight,1296956588,2016-12,1270061.0
canadians_returning_from_us_overnight,1296956588,2017-01,1473657.0
canadians_returning_from_us_overnight,1296956588,2017-02,1289479.0
canadians_returning_from_us_overnight,1296956588,2017-03,1842583.0
canadians_returning_from_us_overnight,1296956588,2017-04,1848622.0
canadians_returning_from_us_overnight,1296956588,2017-05,1604122.0
canadians_returning_from_us_overnight,1296956588,2017-06,1463017.0
canadians_returning_from_us_overnight,1296956588,2017-07,2122836.0
canadians_returning_from_us_overnight,1296956588,2017-08,2455017.0
canadians_returning_from_us_overnight,1296956588,2017-09,1732955.0
canadians_returning_from_us_overnight,1296956588,2017-10,1684432.0
canadians_returning_from_us_overnight,1296956588,2017-11,1553199.0
canadians_returning_from_us_overnight,1296956588,2017-12,1423295.0
canadians_returning_from_us_overnight,1296956588,2018-01,1570201.0
canadians_returning_from_us_overnight,1296956588,2018-02,1437970.0
canadians_returning_from_us_overnight,1296956588,2018-03,2063010.0
canadians_returning_from_us_overnight,1296956588,2018-04,1998703.0
canadians_returning_from_us_overnight,1296956588,2018-05,1796144.0
canadians_returning_from_us_overnight,1296956588,2018-06,1527987.0
canadians_returning_from_us_overnight,1296956588,2018-07,2165980.0
canadians_returning_from_us_overnight,1296956588,2018-08,2458457.0
canadians_returning_from_us_overnight,1296956588,2018-09,1739771.0
canadians_returning_from_us_overnight,1296956588,2018-10,1654927.0
canadians_returning_from_us_overnight,1296956588,2018-11,1562297.0
canadians_returning_from_us_overnight,1296956588,2018-12,1499705.0
canadians_returning_from_us_overnight,1296956588,2019-01,1448889.0
canadians_returning_from_us_overnight,1296956588,2019-02,1331755.0
canadians_returning_from_us_overnight,1296956588,2019-03,2013861.0
canadians_returning_from_us_overnight,1296956588,2019-04,1858224.0
canadians_returning_from_us_overnight,1296956588,2019-05,1699914.0
canadians_returning_from_us_overnight,1296956588,2019-06,1512610.0
canadians_returning_from_us_overnight,1296956588,2019-07,2079536.0
canadians_returning_from_us_overnight,1296956588,2019-08,2435091.0
canadians_returning_from_us_overnight,1296956588,2019-09,1712171.0
canadians_returning_from_us_overnight,1296956588,2019-10,1588473.0
canadians_returning_from_us_overnight,1296956588,2019-11,1502680.0
canadians_returning_from_us_overnight,1296956588,2019-12,1536864.0
canadians_returning_from_us_overnight,1296956588,2020-01,1502707.0
canadians_returning_from_us_overnight,1296956588,2020-02,1450606.0
canadians_returning_from_us_overnight,1296956588,2020-03,1348145.0
canadians_returning_from_us_overnight,1296956588,2020-04,41927.0
canadians_returning_from_us_overnight,1296956588,2020-05,29682.0
canadians_returning_from_us_overnight,1296956588,2020-06,40024.0
canadians_returning_from_us_overnight,1296956588,2020-07,53169.0
canadians_returning_from_us_overnight,1296956588,2020-08,64783.0
canadians_returning_from_us_overnight,1296956588,2020-09,54935.0
canadians_returning_from_us_overnight,1296956588,2020-10,64166.0
canadians_returning_from_us_overnight,1296956588,2020-11,73826.0
canadians_returning_from_us_overnight,1296956588,2020-12,84918.0
canadians_returning_from_us_overnight,1296956588,2021-01,92046.0
canadians_returning_from_us_overnight,1296956588,2021-02,52104.0
canadians_returning_from_us_overnight,1296956588,2021-03,50708.0
canadians_returning_from_us_overnight,1296956588,2021-04,82261.0
canadians_returning_from_us_overnight,1296956588,2021-05,95095.0
canadians_returning_from_us_overnight,1296956588,2021-06,85133.0
canadians_returning_from_us_overnight,1296956588,2021-07,163644.0
canadians_returning_from_us_overnight,1296956588,2021-08,264659.0
canadians_returning_from_us_overnight,1296956588,2021-09,236763.0
canadians_returning_from_us_overnight,1296956588,2021-10,308902.0
canadians_returning_from_us_overnight,1296956588,2021-11,497381.0
canadians_returning_from_us_overnight,1296956588,2021-12,600326.0
canadians_returning_from_us_overnight,1296956588,2022-01,436208.0
canadians_returning_from_us_overnight,1296956588,2022-02,430705.0
canadians_returning_from_us_overnight,1296956588,2022-03,947799.0
canadians_returning_from_us_overnight,1296956588,2022-04,1247395.0
canadians_returning_from_us_overnight,1296956588,2022-05,1254125.0
canadians_returning_from_us_overnight,1296956588,2022-06,1002156.0
canadians_returning_from_us_overnight,1296956588,2022-07,1467348.0
canadians_returning_from_us_overnight,1296956588,2022-08,1794400.0
canadians_returning_from_us_overnight,1296956588,2022-09,1412628.0
canadians_returning_from_us_overnight,1296956588,2022-10,1546044.0
canadians_returning_from_us_overnight,1296956588,2022-11,1472459.0
canadians_returning_from_us_overnight,1296956588,2022-12,1370912.0
canadians_returning_from_us_overnight,1296956588,2023-01,1670182.0
canadians_returning_from_us_overnight,1296956588,2023-02,1476370.0
canadians_returning_from_us_overnight,1296956588,2023-03,2093041.0
canadians_returning_from_us_overnight,1296956588,2023-04,1924382.0
canadians_returning_from_us_overnight,1296956588,2023-05,1729542.0
canadians_returning_from_us_overnight,1296956588,2023-06,1345406.0
canadians_returning_from_us_overnight,1296956588,2023-07,1981539.0
canadians_returning_from_us_overnight,1296956588,2023-08,2201077.0
canadians_returning_from_us_overnight,1296956588,2023-09,1548703.0
canadians_returning_from_us_overnight,1296956588,2023-10,1652006.0
canadians_returning_from_us_overnight,1296956588,2023-11,1494839.0
canadians_returning_from_us_overnight,1296956588,2023-12,1397253.0
canadians_returning_from_us_overnight,1296956588,2024-01,1534540.0
canadians_returning_from_us_overnight,1296956588,2024-02,1411746.0
canadians_returning_from_us_overnight,1296956588,2024-03,2030842.0
canadians_returning_from_us_overnight,1296956588,2024-04,1781119.0
canadians_returning_from_us_overnight,1296956588,2024-05,1726007.0
canadians_returning_from_us_overnight,1296956588,2024-06,1430418.0
canadians_returning_from_us_overnight,1296956588,2024-07,1978222.0
canadians_returning_from_us_overnight,1296956588,2024-08,2211701.0
canadians_returning_from_us_overnight,1296956588,2024-09,1612898.0
canadians_returning_from_us_overnight,1296956588,2024-10,1581338.0
canadians_returning_from_us_overnight,1296956588,2024-11,1444579.0
canadians_returning_from_us_overnight,1296956588,2024-12,1497711.0
canadians_returning_from_us_overnight,1296956588,2025-01,1429541.0
canadians_returning_from_us_overnight,1296956588,2025-02,1271619.0
canadians_returning_from_us_overnight,1296956588,2025-03,1738612.0
canadians_returning_from_us_overnight,1296956588,2025-04,1452406.0
canadians_returning_from_us_overnight,1296956588,2025-05,1299399.0
canadians_returning_from_us_overnight,1296956588,2025-06,1116600.0
canadians_returning_from_us_overnight,1296956588,2025-07,1362334.0
canadians_returning_from_us_overnight,1296956588,2025-08,1576807.0
canadians_returning_from_us_overnight,1296956588,2025-09,1145527.0
canadians_returning_from_us_overnight,1296956588,2025-10,1222112.0
canadians_returning_from_us_overnight,1296956588,2025-11,1202985.0
canadians_returning_from_us_overnight,1296956588,2025-12,1200583.0
canadians_returning_from_us_overnight,1296956588,2026-01,1187286.0
canadians_returning_from_us_overnight,1296956588,2026-02,1103159.0
canadians_returning_from_us_overnight,1296956588,2026-03,1533003.0
canadians_returning_from_us_overnight,1296956588,2026-04,1363690.0
canadians_returning_from_us_overnight,1296956588,2026-05,1334774.0
canadians_returning_from_us_overnight,1296956588,2026-06,1124176.0
canadians_returning_from_us_total,1296956586,2014-11,3952744.0
canadians_returning_from_us_total,1296956586,2014-12,3890368.0
canadians_returning_from_us_total,1296956586,2015-01,3429575.0
canadians_returning_from_us_total,1296956586,2015-02,3023370.0
canadians_returning_from_us_total,1296956586,2015-03,4065897.0
canadians_returning_from_us_total,1296956586,2015-04,3913648.0
canadians_returning_from_us_total,1296956586,2015-05,4065567.0
canadians_returning_from_us_total,1296956586,2015-06,3641151.0
canadians_returning_from_us_total,1296956586,2015-07,4520721.0
canadians_returning_from_us_total,1296956586,2015-08,4739134.0
canadians_returning_from_us_total,1296956586,2015-09,3453056.0
canadians_returning_from_us_total,1296956586,2015-10,3307043.0
canadians_returning_from_us_total,1296956586,2015-11,3177780.0
canadians_returning_from_us_total,1296956586,2015-12,3067459.0
canadians_returning_from_us_total,1296956586,2016-01,2922914.0
canadians_returning_from_us_total,1296956586,2016-02,2576508.0
canadians_returning_from_us_total,1296956586,2016-03,3470015.0
canadians_returning_from_us_total,1296956586,2016-04,3335607.0
canadians_returning_from_us_total,1296956586,2016-05,3622055.0
canadians_returning_from_us_total,1296956586,2016-06,3276766.0
canadians_returning_from_us_total,1296956586,2016-07,4193491.0
canadians_returning_from_us_total,1296956586,2016-08,4568718.0
canadians_returning_from_us_total,1296956586,2016-09,3523793.0
canadians_returning_from_us_total,1296956586,2016-10,3418760.0
canadians_returning_from_us_total,1296956586,2016-11,3075251.0
canadians_returning_from_us_total,1296956586,2016-12,3005257.0
canadians_returning_from_us_total,1296956586,2017-01,3050181.0
canadians_returning_from_us_total,1296956586,2017-02,2715331.0
canadians_returning_from_us_total,1296956586,2017-03,3486332.0
canadians_returning_from_us_total,1296956586,2017-04,3610389.0
canadians_returning_from_us_total,1296956586,2017-05,3368380.0
canadians_returning_from_us_total,1296956586,2017-06,3260986.0
canadians_returning_from_us_total,1296956586,2017-07,4250935.0
canadians_returning_from_us_total,1296956586,2017-08,4720186.0
canadians_returning_from_us_total,1296956586,2017-09,3699710.0
canadians_returning_from_us_total,1296956586,2017-10,3576607.0
canadians_returning_from_us_total,1296956586,2017-11,3342409.0
canadians_returning_from_us_total,1296956586,2017-12,3313254.0
canadians_returning_from_us_total,1296956586,2018-01,3206391.0
canadians_returning_from_us_total,1296956586,2018-02,2984793.0
canadians_returning_from_us_total,1296956586,2018-03,4066474.0
canadians_returning_from_us_total,1296956586,2018-04,3893105.0
canadians_returning_from_us_total,1296956586,2018-05,3929861.0
canadians_returning_from_us_total,1296956586,2018-06,3568775.0
canadians_returning_from_us_total,1296956586,2018-07,4298575.0
canadians_returning_from_us_total,1296956586,2018-08,4674799.0
canadians_returning_from_us_total,1296956586,2018-09,3629642.0
canadians_returning_from_us_total,1296956586,2018-10,3551483.0
canadians_returning_from_us_total,1296956586,2018-11,3241304.0
