series,period,value,basis
foreign_nights,2019-12,9182820.0,old
foreign_nights,2020-01,10937320.0,old
foreign_nights,2020-02,5470440.0,old
foreign_nights,2020-03,1286860.0,old
foreign_nights,2020-04,247680.0,old
foreign_nights,2020-05,169950.0,old
foreign_nights,2020-06,200450.0,old
foreign_nights,2020-07,232540.0,old
foreign_nights,2020-08,251260.0,old
foreign_nights,2020-09,225740.0,old
foreign_nights,2020-10,301930.0,old
foreign_nights,2020-11,470820.0,old
foreign_nights,2020-12,550200.0,old
foreign_nights,2021-01,462290.0,old
foreign_nights,2021-02,208690.0,old
foreign_nights,2021-03,267770.0,old
foreign_nights,2021-04,228470.0,old
foreign_nights,2021-05,238970.0,old
foreign_nights,2021-06,245430.0,old
foreign_nights,2021-07,784720.0,old
foreign_nights,2021-08,612700.0,old
foreign_nights,2021-09,292360.0,old
foreign_nights,2021-10,311630.0,old
foreign_nights,2021-11,334060.0,old
foreign_nights,2021-12,330070.0,old
foreign_nights,2022-01,206180.0,old
foreign_nights,2022-02,193450.0,old
foreign_nights,2022-03,324860.0,old
foreign_nights,2022-04,503650.0,old
foreign_nights,2022-05,652540.0,old
foreign_nights,2022-06,604320.0,old
foreign_nights,2022-07,704720.0,old
foreign_nights,2022-08,722860.0,old
foreign_nights,2022-09,825770.0,old
foreign_nights,2022-10,2094110.0,old
foreign_nights,2022-11,3793160.0,old
foreign_nights,2022-12,5877300.0,old
foreign_nights,2023-01,6417530.0,old
foreign_nights,2023-02,6180690.0,old
foreign_nights,2023-03,7885020.0,old
foreign_nights,2023-04,9871140.0,old
foreign_nights,2023-05,9020700.0,old
foreign_nights,2023-06,9571730.0,old
foreign_nights,2023-07,11048320.0,old
foreign_nights,2023-08,10597050.0,old
foreign_nights,2023-09,10085160.0,old
foreign_nights,2023-10,12497810.0,old
foreign_nights,2023-11,12035360.0,old
foreign_nights,2023-12,12540930.0,old
foreign_nights,2024-01,11203840.0,old
foreign_nights,2024-02,11800030.0,old
foreign_nights,2024-03,12942350.0,old
foreign_nights,2024-04,14359820.0,old
foreign_nights,2024-05,13595480.0,old
foreign_nights,2024-06,13411030.0,old
foreign_nights,2024-07,14587080.0,old
foreign_nights,2024-08,13341800.0,old
foreign_nights,2024-09,12411370.0,old
foreign_nights,2024-10,15884980.0,old
foreign_nights,2024-11,15091920.0,old
foreign_nights,2024-12,15832900.0,old
foreign_nights,2025-01,15235390.0,old
foreign_nights,2025-02,13788140.0,old
foreign_nights,2025-03,14854500.0,old
foreign_nights,2025-04,17218330.0,old
foreign_nights,2025-05,15946130.0,old
foreign_nights,2025-06,14206900.0,old
foreign_nights,2025-07,14236220.0,old
foreign_nights,2025-08,14090860.0,old
foreign_nights,2025-09,12834640.0,old
foreign_nights,2025-10,16852030.0,old
foreign_nights,2025-11,14825030.0,old
foreign_nights,2025-12,15833960.0,old
foreign_nights,2026-01,12833880.0,new (Jan 2026 stratification change)
foreign_nights,2026-02,14037770.0,new (Jan 2026 stratification change)
foreign_nights,2026-03,14280740.0,new (Jan 2026 stratification change)
foreign_nights,2026-04,15362170.0,new (Jan 2026 stratification change)
foreign_nights,2026-05,14507490.0,new (Jan 2026 stratification change)
foreign_nights,2026-06,12219870.0,new (Jan 2026 stratification change)
foreign_nights,2026-07,13575980.0,"new, first release 002018996.xlsx"
total_nights,2011-01,30908870.0,old
total_nights,2011-02,32153660.0,old
total_nights,2011-03,29307160.0,old
total_nights,2011-04,26495230.0,old
total_nights,2011-05,33494550.0,old
total_nights,2011-06,30921510.0,old
total_nights,2011-07,38040000.0,old
total_nights,2011-08,51463750.0,old
total_nights,2011-09,36746100.0,old
total_nights,2011-10,38096640.0,old
total_nights,2011-11,35536100.0,old
total_nights,2011-12,34070880.0,old
total_nights,2012-01,30684990.0,old
total_nights,2012-02,31042820.0,old
total_nights,2012-03,37045370.0,old
total_nights,2012-04,33632400.0,old
total_nights,2012-05,36547550.0,old
total_nights,2012-06,32991930.0,old
total_nights,2012-07,38195680.0,old
total_nights,2012-08,52315150.0,old
total_nights,2012-09,36469720.0,old
total_nights,2012-10,38373530.0,old
total_nights,2012-11,37344940.0,old
total_nights,2012-12,34851030.0,old
total_nights,2013-01,31765400.0,old
total_nights,2013-02,33058660.0,old
total_nights,2013-03,39269910.0,old
total_nights,2013-04,35273920.0,old
total_nights,2013-05,38404260.0,old
total_nights,2013-06,34745730.0,old
total_nights,2013-07,41345880.0,old
total_nights,2013-08,55130150.0,old
total_nights,2013-09,39495220.0,old
total_nights,2013-10,40247870.0,old
total_nights,2013-11,40074090.0,old
total_nights,2013-12,37082290.0,old
total_nights,2014-01,33447100.0,old
total_nights,2014-02,32747070.0,old
total_nights,2014-03,40897640.0,old
total_nights,2014-04,35705590.0,old
total_nights,2014-05,39901790.0,old
total_nights,2014-06,35142960.0,old
total_nights,2014-07,41773170.0,old
total_nights,2014-08,54229010.0,old
total_nights,2014-09,39663260.0,old
total_nights,2014-10,41271550.0,old
total_nights,2014-11,40678140.0,old
total_nights,2014-12,38044680.0,old
total_nights,2015-01,35403320.0,old
total_nights,2015-02,36007880.0,old
total_nights,2015-03,42781050.0,old
total_nights,2015-04,37848950.0,old
total_nights,2015-05,42943170.0,old
total_nights,2015-06,37453870.0,old
total_nights,2015-07,44806790.0,old
total_nights,2015-08,56426530.0,old
total_nights,2015-09,44025610.0,old
total_nights,2015-10,44898650.0,old
total_nights,2015-11,41485070.0,old
total_nights,2015-12,39997480.0,old
total_nights,2016-01,35821190.0,old
total_nights,2016-02,36775420.0,old
total_nights,2016-03,42178210.0,old
total_nights,2016-04,38330190.0,old
total_nights,2016-05,40056510.0,old
total_nights,2016-06,36895570.0,old
total_nights,2016-07,44332270.0,old
total_nights,2016-08,54851290.0,old
total_nights,2016-09,40890550.0,old
total_nights,2016-10,43107390.0,old
total_nights,2016-11,39792340.0,old
total_nights,2016-12,39454220.0,old
total_nights,2017-01,36792560.0,old
total_nights,2017-02,36661700.0,old
total_nights,2017-03,43862830.0,old
total_nights,2017-04,39955140.0,old
total_nights,2017-05,43002660.0,old
total_nights,2017-06,38329850.0,old
total_nights,2017-07,45887250.0,old
total_nights,2017-08,56797700.0,old
total_nights,2017-09,42161920.0,old
total_nights,2017-10,43824150.0,old
total_nights,2017-11,42109900.0,old
total_nights,2017-12,40211200.0,old
total_nights,2018-01,37964420.0,old
total_nights,2018-02,38899650.0,old
total_nights,2018-03,45644860.0,old
total_nights,2018-04,42509270.0,old
total_nights,2018-05,44445160.0,old
total_nights,2018-06,41406270.0,old
total_nights,2018-07,47142860.0,old
total_nights,2018-08,59715640.0,old
total_nights,2018-09,44439890.0,old
total_nights,2018-10,46582920.0,old
total_nights,2018-11,45282650.0,old
total_nights,2018-12,43967910.0,old
total_nights,2019-01,42684710.0,old
total_nights,2019-02,43539370.0,old
total_nights,2019-03,51147600.0,old
total_nights,2019-04,50718730.0,old
total_nights,2019-05,51402690.0,old
total_nights,2019-06,45810390.0,old
total_nights,2019-07,51780530.0,old
total_nights,2019-08,63234040.0,old
total_nights,2019-09,48761240.0,old
total_nights,2019-10,50052850.0,old
total_nights,2019-11,49659370.0,old
total_nights,2019-12,47129960.0,old
total_nights,2020-01,46961910.0,old
total_nights,2020-02,40816470.0,old
total_nights,2020-03,25851730.0,old
total_nights,2020-04,10807930.0,old
total_nights,2020-05,8926180.0,old
total_nights,2020-06,15779670.0,old
total_nights,2020-07,23387620.0,old
total_nights,2020-08,28603720.0,old
total_nights,2020-09,28547880.0,old
total_nights,2020-10,34769160.0,old
total_nights,2020-11,37154530.0,old
total_nights,2020-12,30047270.0,old
total_nights,2021-01,17397720.0,old
total_nights,2021-02,17824850.0,old
total_nights,2021-03,27143980.0,old
total_nights,2021-04,22324460.0,old
total_nights,2021-05,20725720.0,old
total_nights,2021-06,19903350.0,old
total_nights,2021-07,30198750.0,old
total_nights,2021-08,31291820.0,old
total_nights,2021-09,22764400.0,old
total_nights,2021-10,32072260.0,old
total_nights,2021-11,36940520.0,old
total_nights,2021-12,39186030.0,old
total_nights,2022-01,27854050.0,old
total_nights,2022-02,22945280.0,old
total_nights,2022-03,33184610.0,old
total_nights,2022-04,32756190.0,old
total_nights,2022-05,36803900.0,old
total_nights,2022-06,33895370.0,old
total_nights,2022-07,39848870.0,old
total_nights,2022-08,46868180.0,old
total_nights,2022-09,39343280.0,old
total_nights,2022-10,44062790.0,old
total_nights,2022-11,45811090.0,old
total_nights,2022-12,47084840.0,old
total_nights,2023-01,41802020.0,old
total_nights,2023-02,42840440.0,old
total_nights,2023-03,52881790.0,old
total_nights,2023-04,47150610.0,old
total_nights,2023-05,51350350.0,old
total_nights,2023-06,47381070.0,old
total_nights,2023-07,54444080.0,old
total_nights,2023-08,64347060.0,old
total_nights,2023-09,52176240.0,old
total_nights,2023-10,56112020.0,old
total_nights,2023-11,54475640.0,old
total_nights,2023-12,52513630.0,old
total_nights,2024-01,45513610.0,old
total_nights,2024-02,48726270.0,old
total_nights,2024-03,55537490.0,old
total_nights,2024-04,52081020.0,old
total_nights,2024-05,54367450.0,old
total_nights,2024-06,50647130.0,old
total_nights,2024-07,57225870.0,old
total_nights,2024-08,66262560.0,old
total_nights,2024-09,55085110.0,old
total_nights,2024-10,59578980.0,old
total_nights,2024-11,58122250.0,old
total_nights,2024-12,55916780.0,old
total_nights,2025-01,48637800.0,old
total_nights,2025-02,47966040.0,old
total_nights,2025-03,55619590.0,old
total_nights,2025-04,52918030.0,old
total_nights,2025-05,56072590.0,old
total_nights,2025-06,50043220.0,old
total_nights,2025-07,56650380.0,old
total_nights,2025-08,67204490.0,old
total_nights,2025-09,54238770.0,old
total_nights,2025-10,59728380.0,old
total_nights,2025-11,57039500.0,old
total_nights,2025-12,54986680.0,old
total_nights,2026-01,45462800.0,new (Jan 2026 stratification change)
total_nights,2026-02,47653070.0,new (Jan 2026 stratification change)
total_nights,2026-03,54414700.0,new (Jan 2026 stratification change)
total_nights,2026-04,49105170.0,new (Jan 2026 stratification change)
total_nights,2026-05,54291520.0,new (Jan 2026 stratification change)
total_nights,2026-06,45815140.0,new (Jan 2026 stratification change)
total_nights,2026-07,54671130.0,"new, first release 002018996.xlsx"
