series,period,value
st_residents_returning,1997-11,235550.0
st_residents_returning,1997-12,175170.0
st_residents_returning,1998-01,335980.0
st_residents_returning,1998-02,223830.0
st_residents_returning,1998-03,217210.0
st_residents_returning,1998-04,237730.0
st_residents_returning,1998-05,233270.0
st_residents_returning,1998-06,237350.0
st_residents_returning,1998-07,295130.0
st_residents_returning,1998-08,271030.0
st_residents_returning,1998-09,285870.0
st_residents_returning,1998-10,355790.0
st_residents_returning,1998-11,251450.0
st_residents_returning,1998-12,199300.0
st_residents_returning,1999-01,371460.0
st_residents_returning,1999-02,221700.0
st_residents_returning,1999-03,226250.0
st_residents_returning,1999-04,248680.0
st_residents_returning,1999-05,234160.0
st_residents_returning,1999-06,230800.0
st_residents_returning,1999-07,314310.0
st_residents_returning,1999-08,268520.0
st_residents_returning,1999-09,299260.0
st_residents_returning,1999-10,355970.0
st_residents_returning,1999-11,246670.0
st_residents_returning,1999-12,208330.0
st_residents_returning,2000-01,357490.0
st_residents_returning,2000-02,236470.0
st_residents_returning,2000-03,230820.0
st_residents_returning,2000-04,279570.0
st_residents_returning,2000-05,256090.0
st_residents_returning,2000-06,246420.0
st_residents_returning,2000-07,330430.0
st_residents_returning,2000-08,283030.0
st_residents_returning,2000-09,328390.0
st_residents_returning,2000-10,369620.0
st_residents_returning,2000-11,275800.0
st_residents_returning,2000-12,228880.0
st_residents_returning,2001-01,415540.0
st_residents_returning,2001-02,256290.0
st_residents_returning,2001-03,253100.0
st_residents_returning,2001-04,288150.0
st_residents_returning,2001-05,250230.0
st_residents_returning,2001-06,263550.0
st_residents_returning,2001-07,349370.0
st_residents_returning,2001-08,288490.0
st_residents_returning,2001-09,314670.0
st_residents_returning,2001-10,346140.0
st_residents_returning,2001-11,225700.0
st_residents_returning,2001-12,198700.0
st_residents_returning,2002-01,367480.0
st_residents_returning,2002-02,227160.0
st_residents_returning,2002-03,253950.0
st_residents_returning,2002-04,265610.0
st_residents_returning,2002-05,246890.0
st_residents_returning,2002-06,260820.0
st_residents_returning,2002-07,342870.0
st_residents_returning,2002-08,292330.0
st_residents_returning,2002-09,308280.0
st_residents_returning,2002-10,372510.0
st_residents_returning,2002-11,252420.0
st_residents_returning,2002-12,204570.0
st_residents_returning,2003-01,401080.0
st_residents_returning,2003-02,243490.0
st_residents_returning,2003-03,249170.0
st_residents_returning,2003-04,227230.0
st_residents_returning,2003-05,205090.0
st_residents_returning,2003-06,210830.0
st_residents_returning,2003-07,311210.0
st_residents_returning,2003-08,283930.0
st_residents_returning,2003-09,313890.0
st_residents_returning,2003-10,374300.0
st_residents_returning,2003-11,272800.0
st_residents_returning,2003-12,237820.0
st_residents_returning,2004-01,465970.0
st_residents_returning,2004-02,305890.0
st_residents_returning,2004-03,291300.0
st_residents_returning,2004-04,339540.0
st_residents_returning,2004-05,305850.0
st_residents_returning,2004-06,310790.0
st_residents_returning,2004-07,431690.0
st_residents_returning,2004-08,349180.0
st_residents_returning,2004-09,387870.0
st_residents_returning,2004-10,470250.0
st_residents_returning,2004-11,329320.0
st_residents_returning,2004-12,290500.0
st_residents_returning,2005-01,563380.0
st_residents_returning,2005-02,322310.0
st_residents_returning,2005-03,342100.0
st_residents_returning,2005-04,370080.0
st_residents_returning,2005-05,329290.0
st_residents_returning,2005-06,354300.0
st_residents_returning,2005-07,480000.0
st_residents_returning,2005-08,383040.0
st_residents_returning,2005-09,446490.0
st_residents_returning,2005-10,490350.0
st_residents_returning,2005-11,337670.0
st_residents_returning,2005-12,304510.0
st_residents_returning,2006-01,576470.0
st_residents_returning,2006-02,342940.0
st_residents_returning,2006-03,334220.0
st_residents_returning,2006-04,379160.0
st_residents_returning,2006-05,349420.0
st_residents_returning,2006-06,364800.0
st_residents_returning,2006-07,499520.0
st_residents_returning,2006-08,395030.0
st_residents_returning,2006-09,446790.0
st_residents_returning,2006-10,521480.0
st_residents_returning,2006-11,364510.0
st_residents_returning,2006-12,323050.0
st_residents_returning,2007-01,621560.0
st_residents_returning,2007-02,351400.0
st_residents_returning,2007-03,376520.0
st_residents_returning,2007-04,433460.0
st_residents_returning,2007-05,379940.0
st_residents_returning,2007-06,400060.0
st_residents_returning,2007-07,539210.0
st_residents_returning,2007-08,445460.0
st_residents_returning,2007-09,481360.0
st_residents_returning,2007-10,595650.0
st_residents_returning,2007-11,421760.0
st_residents_returning,2007-12,368440.0
st_residents_returning,2008-01,695630.0
st_residents_returning,2008-02,413260.0
st_residents_returning,2008-03,427420.0
st_residents_returning,2008-04,457300.0
st_residents_returning,2008-05,422330.0
st_residents_returning,2008-06,448400.0
st_residents_returning,2008-07,560660.0
st_residents_returning,2008-08,489110.0
st_residents_returning,2008-09,506890.0
st_residents_returning,2008-10,616190.0
st_residents_returning,2008-11,438240.0
st_residents_returning,2008-12,365920.0
st_residents_returning,2009-01,701240.0
st_residents_returning,2009-02,406570.0
st_residents_returning,2009-03,408660.0
st_residents_returning,2009-04,474550.0
st_residents_returning,2009-05,439630.0
st_residents_returning,2009-06,450510.0
st_residents_returning,2009-07,616540.0
st_residents_returning,2009-08,543690.0
st_residents_returning,2009-09,560890.0
st_residents_returning,2009-10,682230.0
st_residents_returning,2009-11,503800.0
st_residents_returning,2009-12,438160.0
st_residents_returning,2010-01,824860.0
st_residents_returning,2010-02,455820.0
st_residents_returning,2010-03,482780.0
st_residents_returning,2010-04,561680.0
st_residents_returning,2010-05,492970.0
st_residents_returning,2010-06,517450.0
st_residents_returning,2010-07,730910.0
st_residents_returning,2010-08,591220.0
st_residents_returning,2010-09,629830.0
st_residents_returning,2010-10,766100.0
st_residents_returning,2010-11,537150.0
st_residents_returning,2010-12,464470.0
st_residents_returning,2011-01,909410.0
st_residents_returning,2011-02,516920.0
st_residents_returning,2011-03,514420.0
st_residents_returning,2011-04,595190.0
st_residents_returning,2011-05,605640.0
st_residents_returning,2011-06,563200.0
st_residents_returning,2011-07,805860.0
st_residents_returning,2011-08,636890.0
st_residents_returning,2011-09,696050.0
st_residents_returning,2011-10,835650.0
st_residents_returning,2011-11,584320.0
st_residents_returning,2011-12,502380.0
st_residents_returning,2012-01,951790.0
st_residents_returning,2012-02,577270.0
st_residents_returning,2012-03,553070.0
st_residents_returning,2012-04,674400.0
st_residents_returning,2012-05,575630.0
st_residents_returning,2012-06,622270.0
st_residents_returning,2012-07,853350.0
st_residents_returning,2012-08,647880.0
st_residents_returning,2012-09,720110.0
st_residents_returning,2012-10,877760.0
st_residents_returning,2012-11,610430.0
st_residents_returning,2012-12,542010.0
st_residents_returning,2013-01,999420.0
st_residents_returning,2013-02,558780.0
st_residents_returning,2013-03,585700.0
st_residents_returning,2013-04,709330.0
st_residents_returning,2013-05,637280.0
st_residents_returning,2013-06,659140.0
st_residents_returning,2013-07,902240.0
st_residents_returning,2013-08,716060.0
st_residents_returning,2013-09,775680.0
st_residents_returning,2013-10,933680.0
st_residents_returning,2013-11,655290.0
st_residents_returning,2013-12,577000.0
st_residents_returning,2014-01,1098010.0
st_residents_returning,2014-02,612770.0
st_residents_returning,2014-03,622410.0
st_residents_returning,2014-04,751650.0
st_residents_returning,2014-05,669200.0
st_residents_returning,2014-06,672750.0
st_residents_returning,2014-07,930600.0
st_residents_returning,2014-08,765060.0
st_residents_returning,2014-09,808460.0
st_residents_returning,2014-10,934740.0
st_residents_returning,2014-11,684510.0
st_residents_returning,2014-12,588940.0
st_residents_returning,2015-01,1150240.0
st_residents_returning,2015-02,607290.0
st_residents_returning,2015-03,646250.0
st_residents_returning,2015-04,763580.0
st_residents_returning,2015-05,684920.0
st_residents_returning,2015-06,697890.0
st_residents_returning,2015-07,940490.0
st_residents_returning,2015-08,790400.0
st_residents_returning,2015-09,834870.0
st_residents_returning,2015-10,971250.0
st_residents_returning,2015-11,705370.0
st_residents_returning,2015-12,627770.0
st_residents_returning,2016-01,1209170.0
st_residents_returning,2016-02,668150.0
st_residents_returning,2016-03,664190.0
st_residents_returning,2016-04,812520.0
st_residents_returning,2016-05,719280.0
st_residents_returning,2016-06,721850.0
st_residents_returning,2016-07,1024590.0
st_residents_returning,2016-08,822320.0
st_residents_returning,2016-09,883760.0
st_residents_returning,2016-10,1024640.0
st_residents_returning,2016-11,738730.0
st_residents_returning,2016-12,680560.0
st_residents_returning,2017-01,1260360.0
st_residents_returning,2017-02,738700.0
st_residents_returning,2017-03,690430.0
st_residents_returning,2017-04,893920.0
st_residents_returning,2017-05,775960.0
st_residents_returning,2017-06,763180.0
st_residents_returning,2017-07,1070740.0
st_residents_returning,2017-08,863230.0
st_residents_returning,2017-09,946170.0
st_residents_returning,2017-10,1078680.0
st_residents_returning,2017-11,773110.0
st_residents_returning,2017-12,680770.0
st_residents_returning,2018-01,1336960.0
st_residents_returning,2018-02,709020.0
st_residents_returning,2018-03,740730.0
st_residents_returning,2018-04,929040.0
st_residents_returning,2018-05,822240.0
st_residents_returning,2018-06,808710.0
st_residents_returning,2018-07,1133600.0
st_residents_returning,2018-08,916200.0
st_residents_returning,2018-09,973970.0
st_residents_returning,2018-10,1147820.0
st_residents_returning,2018-11,810320.0
st_residents_returning,2018-12,732810.0
st_residents_returning,2019-01,1392850.0
st_residents_returning,2019-02,746080.0
st_residents_returning,2019-03,753510.0
st_residents_returning,2019-04,916430.0
st_residents_returning,2019-05,866280.0
st_residents_returning,2019-06,841950.0
st_residents_returning,2019-07,1122590.0
st_residents_returning,2019-08,930970.0
st_residents_returning,2019-09,992820.0
st_residents_returning,2019-10,1145970.0
st_residents_returning,2019-11,849790.0
st_residents_returning,2019-12,749660.0
st_residents_returning,2020-01,1397420.0
st_residents_returning,2020-02,785390.0
st_residents_returning,2020-03,538360.0
st_residents_returning,2020-04,17050.0
st_residents_returning,2020-05,13380.0
st_residents_returning,2020-06,15760.0
st_residents_returning,2020-07,10280.0
st_residents_returning,2020-08,8070.0
st_residents_returning,2020-09,8170.0
st_residents_returning,2020-10,11170.0
st_residents_returning,2020-11,13000.0
st_residents_returning,2020-12,14300.0
st_residents_returning,2021-01,11350.0
st_residents_returning,2021-02,8390.0
st_residents_returning,2021-03,9250.0
st_residents_returning,2021-04,16990.0
st_residents_returning,2021-05,62360.0
st_residents_returning,2021-06,50490.0
st_residents_returning,2021-07,41830.0
st_residents_returning,2021-08,10310.0
st_residents_returning,2021-09,6040.0
st_residents_returning,2021-10,5070.0
st_residents_returning,2021-11,25910.0
st_residents_returning,2021-12,52830.0
st_residents_returning,2022-01,151570.0
st_residents_returning,2022-02,116860.0
st_residents_returning,2022-03,146340.0
st_residents_returning,2022-04,282630.0
st_residents_returning,2022-05,360610.0
st_residents_returning,2022-06,390890.0
st_residents_returning,2022-07,671040.0
st_residents_returning,2022-08,607950.0
st_residents_returning,2022-09,633790.0
st_residents_returning,2022-10,721860.0
st_residents_returning,2022-11,612120.0
st_residents_returning,2022-12,529980.0
st_residents_returning,2023-01,1097900.0
st_residents_returning,2023-02,639580.0
st_residents_returning,2023-03,635730.0
st_residents_returning,2023-04,750170.0
st_residents_returning,2023-05,707440.0
st_residents_returning,2023-06,729540.0
st_residents_returning,2023-07,995580.0
st_residents_returning,2023-08,858540.0
st_residents_returning,2023-09,939060.0
st_residents_returning,2023-10,1061340.0
st_residents_returning,2023-11,820760.0
st_residents_returning,2023-12,739600.0
st_residents_returning,2024-01,1392890.0
st_residents_returning,2024-02,775630.0
st_residents_returning,2024-03,767110.0
st_residents_returning,2024-04,964310.0
st_residents_returning,2024-05,807920.0
st_residents_returning,2024-06,863950.0
st_residents_returning,2024-07,1146340.0
st_residents_returning,2024-08,916890.0
st_residents_returning,2024-09,1020960.0
st_residents_returning,2024-10,1184900.0
st_residents_returning,2024-11,931990.0
st_residents_returning,2024-12,823000.0
st_residents_returning,2025-01,1544890.0
st_residents_returning,2025-02,923360.0
st_residents_returning,2025-03,840080.0
st_residents_returning,2025-04,1044530.0
st_residents_returning,2025-05,970060.0
st_residents_returning,2025-06,914080.0
st_residents_returning,2025-07,1205170.0
st_residents_returning,2025-08,972070.0
st_residents_returning,2025-09,1050090.0
st_residents_returning,2025-10,1278230.0
st_residents_returning,2025-11,937320.0
st_residents_returning,2025-12,869410.0
st_residents_returning,2026-01,1665100.0
st_residents_returning,2026-02,891460.0
st_residents_returning,2026-03,910450.0
st_residents_returning,2026-04,1092380.0
st_residents_returning,2026-05,922460.0
st_residents_returning,2026-06,917500.0
st_residents_returning,2026-07,1250580.0
st_visitors_arriving,1976-01,47710.0
st_visitors_arriving,1976-02,49860.0
st_visitors_arriving,1976-03,46100.0
st_visitors_arriving,1976-04,37270.0
st_visitors_arriving,1976-05,37620.0
st_visitors_arriving,1976-06,30070.0
st_visitors_arriving,1976-07,35120.0
st_visitors_arriving,1976-08,44130.0
st_visitors_arriving,1976-09,36050.0
st_visitors_arriving,1976-10,46820.0
st_visitors_arriving,1976-11,53680.0
st_visitors_arriving,1976-12,67370.0
st_visitors_arriving,1977-01,48610.0
st_visitors_arriving,1977-02,48390.0
st_visitors_arriving,1977-03,50640.0
st_visitors_arriving,1977-04,41680.0
st_visitors_arriving,1977-05,36210.0
st_visitors_arriving,1977-06,31690.0
st_visitors_arriving,1977-07,40830.0
st_visitors_arriving,1977-08,42760.0
st_visitors_arriving,1977-09,37470.0
st_visitors_arriving,1977-10,45880.0
st_visitors_arriving,1977-11,65100.0
st_visitors_arriving,1977-12,74030.0
st_visitors_arriving,1978-01,49900.0
st_visitors_arriving,1978-02,51880.0
st_visitors_arriving,1978-03,54980.0
st_visitors_arriving,1978-04,41880.0
st_visitors_arriving,1978-05,41370.0
st_visitors_arriving,1978-06,34810.0
st_visitors_arriving,1978-07,44330.0
st_visitors_arriving,1978-08,49750.0
st_visitors_arriving,1978-09,45910.0
st_visitors_arriving,1978-10,52940.0
st_visitors_arriving,1978-11,71470.0
st_visitors_arriving,1978-12,91380.0
st_visitors_arriving,1979-01,54580.0
st_visitors_arriving,1979-02,60330.0
st_visitors_arriving,1979-03,65350.0
st_visitors_arriving,1979-04,55610.0
st_visitors_arriving,1979-05,54450.0
st_visitors_arriving,1979-06,53440.0
st_visitors_arriving,1979-07,70160.0
st_visitors_arriving,1979-08,66800.0
st_visitors_arriving,1979-09,57970.0
st_visitors_arriving,1979-10,66010.0
st_visitors_arriving,1979-11,80010.0
st_visitors_arriving,1979-12,108650.0
st_visitors_arriving,1980-01,65970.0
st_visitors_arriving,1980-02,82210.0
st_visitors_arriving,1980-03,86790.0
st_visitors_arriving,1980-04,61770.0
st_visitors_arriving,1980-05,60660.0
st_visitors_arriving,1980-06,69730.0
st_visitors_arriving,1980-07,77330.0
st_visitors_arriving,1980-08,69960.0
st_visitors_arriving,1980-09,60870.0
st_visitors_arriving,1980-10,71890.0
st_visitors_arriving,1980-11,84790.0
st_visitors_arriving,1980-12,112590.0
st_visitors_arriving,1981-01,69570.0
st_visitors_arriving,1981-02,78700.0
st_visitors_arriving,1981-03,84300.0
st_visitors_arriving,1981-04,67800.0
st_visitors_arriving,1981-05,63120.0
st_visitors_arriving,1981-06,72590.0
st_visitors_arriving,1981-07,81200.0
st_visitors_arriving,1981-08,74980.0
st_visitors_arriving,1981-09,62780.0
st_visitors_arriving,1981-10,80280.0
st_visitors_arriving,1981-11,88350.0
st_visitors_arriving,1981-12,113060.0
st_visitors_arriving,1982-01,79230.0
st_visitors_arriving,1982-02,79210.0
st_visitors_arriving,1982-03,84490.0
st_visitors_arriving,1982-04,82690.0
st_visitors_arriving,1982-05,61730.0
st_visitors_arriving,1982-06,63600.0
st_visitors_arriving,1982-07,83620.0
st_visitors_arriving,1982-08,75740.0
st_visitors_arriving,1982-09,66070.0
st_visitors_arriving,1982-10,78170.0
st_visitors_arriving,1982-11,88520.0
st_visitors_arriving,1982-12,111600.0
st_visitors_arriving,1983-01,80910.0
st_visitors_arriving,1983-02,78410.0
st_visitors_arriving,1983-03,75740.0
st_visitors_arriving,1983-04,70350.0
st_visitors_arriving,1983-05,58480.0
st_visitors_arriving,1983-06,62740.0
st_visitors_arriving,1983-07,84020.0
st_visitors_arriving,1983-08,80530.0
st_visitors_arriving,1983-09,63110.0
st_visitors_arriving,1983-10,79690.0
st_visitors_arriving,1983-11,92310.0
st_visitors_arriving,1983-12,117580.0
st_visitors_arriving,1984-01,78680.0
st_visitors_arriving,1984-02,84540.0
st_visitors_arriving,1984-03,82360.0
st_visitors_arriving,1984-04,83290.0
st_visitors_arriving,1984-05,71540.0
st_visitors_arriving,1984-06,74700.0
st_visitors_arriving,1984-07,85450.0
st_visitors_arriving,1984-08,75100.0
st_visitors_arriving,1984-09,68660.0
st_visitors_arriving,1984-10,86780.0
st_visitors_arriving,1984-11,98330.0
st_visitors_arriving,1984-12,125660.0
st_visitors_arriving,1985-01,82600.0
st_visitors_arriving,1985-02,98780.0
st_visitors_arriving,1985-03,105380.0
st_visitors_arriving,1985-04,83880.0
st_visitors_arriving,1985-05,75650.0
st_visitors_arriving,1985-06,75440.0
st_visitors_arriving,1985-07,83130.0
st_visitors_arriving,1985-08,82850.0
st_visitors_arriving,1985-09,77270.0
st_visitors_arriving,1985-10,105680.0
st_visitors_arriving,1985-11,121910.0
st_visitors_arriving,1985-12,149990.0
st_visitors_arriving,1986-01,98020.0
st_visitors_arriving,1986-02,118010.0
st_visitors_arriving,1986-03,129470.0
st_visitors_arriving,1986-04,110610.0
st_visitors_arriving,1986-05,91740.0
st_visitors_arriving,1986-06,94820.0
st_visitors_arriving,1986-07,109520.0
st_visitors_arriving,1986-08,105090.0
st_visitors_arriving,1986-09,94970.0
st_visitors_arriving,1986-10,130270.0
st_visitors_arriving,1986-11,156740.0
st_visitors_arriving,1986-12,190120.0
st_visitors_arriving,1987-01,139740.0
st_visitors_arriving,1987-02,147840.0
st_visitors_arriving,1987-03,145190.0
st_visitors_arriving,1987-04,132740.0
st_visitors_arriving,1987-05,120740.0
st_visitors_arriving,1987-06,116530.0
st_visitors_arriving,1987-07,142020.0
st_visitors_arriving,1987-08,140430.0
st_visitors_arriving,1987-09,128010.0
st_visitors_arriving,1987-10,165710.0
st_visitors_arriving,1987-11,183090.0
st_visitors_arriving,1987-12,222840.0
st_visitors_arriving,1988-01,161350.0
st_visitors_arriving,1988-02,180390.0
st_visitors_arriving,1988-03,185230.0
st_visitors_arriving,1988-04,160480.0
st_visitors_arriving,1988-05,157110.0
st_visitors_arriving,1988-06,163830.0
st_visitors_arriving,1988-07,203340.0
