quarter,metric,value,units,published_at,timestamp_precision,publication_display,source_reference,source_sha256,retrieved_at,source_row,column_selection,evidence_status
2015Q2,occupancy_pct,108.7,percent,2015-08-04T07:00:00-04:00,issuer_clock_timezone,"August 04, 2015 7:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/192/norwegian-cruise-line-holdings-reports-financial-results,16b4c380e0651771c56e21bea925507143eb01e7cd02f4fe8b409fc72bb56229,2026-09-13T23:04:39.113714+00:00,Occupancy Percentage | 108.7% | 110.4% | 107.3% | 108.4%,first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2015Q2,net_yield_usd_per_capacity_day,227.04,USD per capacity day,2015-08-04T07:00:00-04:00,issuer_clock_timezone,"August 04, 2015 7:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/192/norwegian-cruise-line-holdings-reports-financial-results,16b4c380e0651771c56e21bea925507143eb01e7cd02f4fe8b409fc72bb56229,2026-09-13T23:04:39.113714+00:00,Net Yield | $ 227.04 | $ 230.92 | $ 193.78 | $ 213.17 | $ 216.00 | $ 183.41,first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2015Q3,passenger_ticket_revenue_usd_m,948.059,USD million,2015-11-03T07:00:00-05:00,issuer_clock_timezone,"November 03, 2015 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/188/norwegian-cruise-line-holdings-reports-financial-results,4bba3d9d897bda1d725e2faaefc50b3b3242a827ba9817688a5b0c268bb23508,2026-09-13T23:04:39.734953+00:00,"Passenger ticket | $ 948,059 | $ 650,323 | $ 2,406,533 | $ 1,627,684",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2015Q3,onboard_other_revenue_usd_m,336.851,USD million,2015-11-03T07:00:00-05:00,issuer_clock_timezone,"November 03, 2015 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/188/norwegian-cruise-line-holdings-reports-financial-results,4bba3d9d897bda1d725e2faaefc50b3b3242a827ba9817688a5b0c268bb23508,2026-09-13T23:04:39.734953+00:00,"Onboard and other | 336,851 | 256,694 | 901,992 | 709,288",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2015Q3,total_revenue_usd_m,1284.91,USD million,2015-11-03T07:00:00-05:00,issuer_clock_timezone,"November 03, 2015 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/188/norwegian-cruise-line-holdings-reports-financial-results,4bba3d9d897bda1d725e2faaefc50b3b3242a827ba9817688a5b0c268bb23508,2026-09-13T23:04:39.734953+00:00,"Total revenue | 1,284,910 | 907,017 | 3,308,525 | 2,336,972",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2015Q3,advance_ticket_sales_current_usd_m,1103.734,USD million,2015-11-03T07:00:00-05:00,issuer_clock_timezone,"November 03, 2015 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/188/norwegian-cruise-line-holdings-reports-financial-results,4bba3d9d897bda1d725e2faaefc50b3b3242a827ba9817688a5b0c268bb23508,2026-09-13T23:04:39.734953+00:00,"Advance ticket sales | 1,103,734 | 817,207",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2015Q3,capacity_days,3696549.0,days,2015-11-03T07:00:00-05:00,issuer_clock_timezone,"November 03, 2015 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/188/norwegian-cruise-line-holdings-reports-financial-results,4bba3d9d897bda1d725e2faaefc50b3b3242a827ba9817688a5b0c268bb23508,2026-09-13T23:04:39.734953+00:00,"Capacity Days | 3,696,549 | 3,143,592 | 10,887,160 | 9,113,991",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2015Q3,occupancy_pct,113.9,percent,2015-11-03T07:00:00-05:00,issuer_clock_timezone,"November 03, 2015 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/188/norwegian-cruise-line-holdings-reports-financial-results,4bba3d9d897bda1d725e2faaefc50b3b3242a827ba9817688a5b0c268bb23508,2026-09-13T23:04:39.734953+00:00,Occupancy Percentage | 113.9% | 114.8% | 109.5% | 110.6%,first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2015Q3,net_yield_usd_per_capacity_day,263.8,USD per capacity day,2015-11-03T07:00:00-05:00,issuer_clock_timezone,"November 03, 2015 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/188/norwegian-cruise-line-holdings-reports-financial-results,4bba3d9d897bda1d725e2faaefc50b3b3242a827ba9817688a5b0c268bb23508,2026-09-13T23:04:39.734953+00:00,Net Yield | $ 263.80 | $ 270.19 | $ 220.90 | $ 230.36 | $ 234.40 | $ 196.34,first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2015Q4,passenger_ticket_revenue_usd_m,722.542,USD million,2016-02-23T07:00:00-05:00,issuer_clock_timezone,"February 23, 2016 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/178/norwegian-cruise-line-holdings-reports-financial-results,7ec954ce20f887961d3f887268ecbaaef7ae5f76290bc580ea64a399f3826743,2026-09-13T23:05:33.477140+00:00,"Passenger ticket | $ | 722,542 | $ | 548,469 | $ | 3,129,075 | $ | 2,176,153",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2015Q4,onboard_other_revenue_usd_m,313.981,USD million,2016-02-23T07:00:00-05:00,issuer_clock_timezone,"February 23, 2016 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/178/norwegian-cruise-line-holdings-reports-financial-results,7ec954ce20f887961d3f887268ecbaaef7ae5f76290bc580ea64a399f3826743,2026-09-13T23:05:33.477140+00:00,"Onboard and other | 313,981 | 240,440 | 1,215,973 | 949,728",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2015Q4,total_revenue_usd_m,1036.523,USD million,2016-02-23T07:00:00-05:00,issuer_clock_timezone,"February 23, 2016 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/178/norwegian-cruise-line-holdings-reports-financial-results,7ec954ce20f887961d3f887268ecbaaef7ae5f76290bc580ea64a399f3826743,2026-09-13T23:05:33.477140+00:00,"Total revenue | 1,036,523 | 788,909 | 4,345,048 | 3,125,881",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2015Q4,advance_ticket_sales_current_usd_m,1023.973,USD million,2016-02-23T07:00:00-05:00,issuer_clock_timezone,"February 23, 2016 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/178/norwegian-cruise-line-holdings-reports-financial-results,7ec954ce20f887961d3f887268ecbaaef7ae5f76290bc580ea64a399f3826743,2026-09-13T23:05:33.477140+00:00,"Advance ticket sales | 1,023,973 | 817,207",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2015Q4,capacity_days,3813830.0,days,2016-02-23T07:00:00-05:00,issuer_clock_timezone,"February 23, 2016 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/178/norwegian-cruise-line-holdings-reports-financial-results,7ec954ce20f887961d3f887268ecbaaef7ae5f76290bc580ea64a399f3826743,2026-09-13T23:05:33.477140+00:00,"Capacity Days | 3,813,830 | 3,398,468 | 14,700,990 | 12,512,459",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2015Q4,occupancy_pct,107.6,percent,2016-02-23T07:00:00-05:00,issuer_clock_timezone,"February 23, 2016 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/178/norwegian-cruise-line-holdings-reports-financial-results,7ec954ce20f887961d3f887268ecbaaef7ae5f76290bc580ea64a399f3826743,2026-09-13T23:05:33.477140+00:00,Occupancy Percentage | 107.6 | % | 104.6 | % | 109.0 | % | 109.0 | %,first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2015Q4,net_yield_usd_per_capacity_day,209.49,USD per capacity day,2016-02-23T07:00:00-05:00,issuer_clock_timezone,"February 23, 2016 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/178/norwegian-cruise-line-holdings-reports-financial-results,7ec954ce20f887961d3f887268ecbaaef7ae5f76290bc580ea64a399f3826743,2026-09-13T23:05:33.477140+00:00,Net Yield | $ | 209.49 | $ | 212.65 | $ | 179.11 | $ | 224.95 | $ | 228.76 | $ | 191.66,first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2016Q1,passenger_ticket_revenue_usd_m,740.112,USD million,2016-05-10T07:00:00-04:00,issuer_clock_timezone,"May 10, 2016 7:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/173/norwegian-cruise-line-holdings-reports-financial-results,da75670ffea8db125b8e18b7e2a77671dcbe1be74799788b35f85d9c13b6bbfd,2026-09-13T23:04:40.324181+00:00,"Passenger ticket | $ | 740,112 | $ | 670,483",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2016Q1,onboard_other_revenue_usd_m,337.52,USD million,2016-05-10T07:00:00-04:00,issuer_clock_timezone,"May 10, 2016 7:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/173/norwegian-cruise-line-holdings-reports-financial-results,da75670ffea8db125b8e18b7e2a77671dcbe1be74799788b35f85d9c13b6bbfd,2026-09-13T23:04:40.324181+00:00,"Onboard and other | 337,520 | 267,699",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2016Q1,total_revenue_usd_m,1077.632,USD million,2016-05-10T07:00:00-04:00,issuer_clock_timezone,"May 10, 2016 7:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/173/norwegian-cruise-line-holdings-reports-financial-results,da75670ffea8db125b8e18b7e2a77671dcbe1be74799788b35f85d9c13b6bbfd,2026-09-13T23:04:40.324181+00:00,"Total revenue | 1,077,632 | 938,182",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2016Q1,advance_ticket_sales_current_usd_m,1178.749,USD million,2016-05-10T07:00:00-04:00,issuer_clock_timezone,"May 10, 2016 7:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/173/norwegian-cruise-line-holdings-reports-financial-results,da75670ffea8db125b8e18b7e2a77671dcbe1be74799788b35f85d9c13b6bbfd,2026-09-13T23:04:40.324181+00:00,"Advance ticket sales | 1,178,749 | 1,023,973",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2016Q1,capacity_days,3990942.0,days,2016-05-10T07:00:00-04:00,issuer_clock_timezone,"May 10, 2016 7:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/173/norwegian-cruise-line-holdings-reports-financial-results,da75670ffea8db125b8e18b7e2a77671dcbe1be74799788b35f85d9c13b6bbfd,2026-09-13T23:04:40.324181+00:00,"Capacity Days | 3,990,942 | 3,556,468",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2016Q1,occupancy_pct,107.4,percent,2016-05-10T07:00:00-04:00,issuer_clock_timezone,"May 10, 2016 7:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/173/norwegian-cruise-line-holdings-reports-financial-results,da75670ffea8db125b8e18b7e2a77671dcbe1be74799788b35f85d9c13b6bbfd,2026-09-13T23:04:40.324181+00:00,Occupancy Percentage | 107.4 | % | 106.0 | %,first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2016Q1,net_yield_usd_per_capacity_day,210.03,USD per capacity day,2016-05-10T07:00:00-04:00,issuer_clock_timezone,"May 10, 2016 7:00am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/173/norwegian-cruise-line-holdings-reports-financial-results,da75670ffea8db125b8e18b7e2a77671dcbe1be74799788b35f85d9c13b6bbfd,2026-09-13T23:04:40.324181+00:00,Net Yield | $ | 210.03 | $ | 212.30 | $ | 198.99,first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2016Q2,passenger_ticket_revenue_usd_m,818.478,USD million,2016-08-09T07:34:00-04:00,issuer_clock_timezone,"August 09, 2016 7:34am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/170/norwegian-cruise-line-holdings-reports-financial-results,5f13c94a8632846a5f2d44461af6029d3062e6d71824db916b9cbb792b275985,2026-09-13T23:04:40.963539+00:00,"Passenger ticket | $ | 818,478 | $ | 787,991 | $ | 1,558,590 | $ | 1,458,474",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2016Q2,onboard_other_revenue_usd_m,368.357,USD million,2016-08-09T07:34:00-04:00,issuer_clock_timezone,"August 09, 2016 7:34am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/170/norwegian-cruise-line-holdings-reports-financial-results,5f13c94a8632846a5f2d44461af6029d3062e6d71824db916b9cbb792b275985,2026-09-13T23:04:40.963539+00:00,"Onboard and other | 368,357 | 297,442 | 705,877 | 565,141",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2016Q2,total_revenue_usd_m,1186.835,USD million,2016-08-09T07:34:00-04:00,issuer_clock_timezone,"August 09, 2016 7:34am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/170/norwegian-cruise-line-holdings-reports-financial-results,5f13c94a8632846a5f2d44461af6029d3062e6d71824db916b9cbb792b275985,2026-09-13T23:04:40.963539+00:00,"Total revenue | 1,186,835 | 1,085,433 | 2,264,467 | 2,023,615",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2016Q2,advance_ticket_sales_current_usd_m,1390.137,USD million,2016-08-09T07:34:00-04:00,issuer_clock_timezone,"August 09, 2016 7:34am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/170/norwegian-cruise-line-holdings-reports-financial-results,5f13c94a8632846a5f2d44461af6029d3062e6d71824db916b9cbb792b275985,2026-09-13T23:04:40.963539+00:00,"Advance ticket sales | 1,390,137 | 1,023,973",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2016Q2,capacity_days,3974508.0,days,2016-08-09T07:34:00-04:00,issuer_clock_timezone,"August 09, 2016 7:34am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/170/norwegian-cruise-line-holdings-reports-financial-results,5f13c94a8632846a5f2d44461af6029d3062e6d71824db916b9cbb792b275985,2026-09-13T23:04:40.963539+00:00,"Capacity Days | 3,974,508 | 3,634,143 | 7,965,450 | 7,190,611",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2016Q2,occupancy_pct,106.6,percent,2016-08-09T07:34:00-04:00,issuer_clock_timezone,"August 09, 2016 7:34am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/170/norwegian-cruise-line-holdings-reports-financial-results,5f13c94a8632846a5f2d44461af6029d3062e6d71824db916b9cbb792b275985,2026-09-13T23:04:40.963539+00:00,Occupancy Percentage | 106.6 | % | 108.7 | % | 107.0 | % | 107.3 | %,first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2016Q2,net_yield_usd_per_capacity_day,230.85,USD per capacity day,2016-08-09T07:34:00-04:00,issuer_clock_timezone,"August 09, 2016 7:34am EDT",https://www.nclhltd.com/investors/news-events/press-releases/detail/170/norwegian-cruise-line-holdings-reports-financial-results,5f13c94a8632846a5f2d44461af6029d3062e6d71824db916b9cbb792b275985,2026-09-13T23:04:40.963539+00:00,Net Yield | $ | 230.85 | $ | 231.62 | $ | 227.04 | $ | 220.42 | $ | 221.94 | $ | 213.17,first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2016Q3,passenger_ticket_revenue_usd_m,1071.815,USD million,2016-11-09T07:00:00-05:00,issuer_clock_timezone,"November 09, 2016 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/167/norwegian-cruise-line-holdings-reports-financial-results,b59d4b98b4bb8563d3a4e163ac5121b6b2a75add91b6227dc06c9d67fb8bd57b,2026-09-13T23:04:41.858598+00:00,"Passenger ticket | $ | 1,071,815 | $ | 948,059 | $ | 2,630,405 | $ | 2,406,533",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2016Q3,onboard_other_revenue_usd_m,412.921,USD million,2016-11-09T07:00:00-05:00,issuer_clock_timezone,"November 09, 2016 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/167/norwegian-cruise-line-holdings-reports-financial-results,b59d4b98b4bb8563d3a4e163ac5121b6b2a75add91b6227dc06c9d67fb8bd57b,2026-09-13T23:04:41.858598+00:00,"Onboard and other | 412,921 | 336,851 | 1,118,798 | 901,992",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2016Q3,total_revenue_usd_m,1484.736,USD million,2016-11-09T07:00:00-05:00,issuer_clock_timezone,"November 09, 2016 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/167/norwegian-cruise-line-holdings-reports-financial-results,b59d4b98b4bb8563d3a4e163ac5121b6b2a75add91b6227dc06c9d67fb8bd57b,2026-09-13T23:04:41.858598+00:00,"Total revenue | 1,484,736 | 1,284,910 | 3,749,203 | 3,308,525",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2016Q3,advance_ticket_sales_current_usd_m,1210.505,USD million,2016-11-09T07:00:00-05:00,issuer_clock_timezone,"November 09, 2016 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/167/norwegian-cruise-line-holdings-reports-financial-results,b59d4b98b4bb8563d3a4e163ac5121b6b2a75add91b6227dc06c9d67fb8bd57b,2026-09-13T23:04:41.858598+00:00,"Advance ticket sales | 1,210,505 | 1,023,973",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2016Q3,capacity_days,4209562.0,days,2016-11-09T07:00:00-05:00,issuer_clock_timezone,"November 09, 2016 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/167/norwegian-cruise-line-holdings-reports-financial-results,b59d4b98b4bb8563d3a4e163ac5121b6b2a75add91b6227dc06c9d67fb8bd57b,2026-09-13T23:04:41.858598+00:00,"Capacity Days | 4,209,562 | 3,696,549 | 12,175,012 | 10,887,160",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2016Q3,occupancy_pct,111.0,percent,2016-11-09T07:00:00-05:00,issuer_clock_timezone,"November 09, 2016 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/167/norwegian-cruise-line-holdings-reports-financial-results,b59d4b98b4bb8563d3a4e163ac5121b6b2a75add91b6227dc06c9d67fb8bd57b,2026-09-13T23:04:41.858598+00:00,Occupancy Percentage | 111.0 | % | 113.9 | % | 108.4 | % | 109.5 | %,first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2016Q3,net_yield_usd_per_capacity_day,271.89,USD per capacity day,2016-11-09T07:00:00-05:00,issuer_clock_timezone,"November 09, 2016 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/167/norwegian-cruise-line-holdings-reports-financial-results,b59d4b98b4bb8563d3a4e163ac5121b6b2a75add91b6227dc06c9d67fb8bd57b,2026-09-13T23:04:41.858598+00:00,Net Yield | $ | 271.89 | $ | 273.56 | $ | 263.80 | $ | 238.22 | $ | 239.79 | $ | 230.36,first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2016Q4,passenger_ticket_revenue_usd_m,758.549,USD million,2017-02-22T07:00:00-05:00,issuer_clock_timezone,"February 22, 2017 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/158/norwegian-cruise-line-holdings-reports-financial-results,c7434412c382707874a798d8d65b96c0de8b1c6e43d5d0bbcf7635c5416f1b8f,2026-09-13T23:05:35.728013+00:00,"Passenger ticket | $ | 758,549 | $ | 722,542 | $ | 3,388,954 | $ | 3,129,075",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2016Q4,onboard_other_revenue_usd_m,366.588,USD million,2017-02-22T07:00:00-05:00,issuer_clock_timezone,"February 22, 2017 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/158/norwegian-cruise-line-holdings-reports-financial-results,c7434412c382707874a798d8d65b96c0de8b1c6e43d5d0bbcf7635c5416f1b8f,2026-09-13T23:05:35.728013+00:00,"Onboard and other | 366,588 | 313,981 | 1,485,386 | 1,215,973",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2016Q4,total_revenue_usd_m,1125.137,USD million,2017-02-22T07:00:00-05:00,issuer_clock_timezone,"February 22, 2017 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/158/norwegian-cruise-line-holdings-reports-financial-results,c7434412c382707874a798d8d65b96c0de8b1c6e43d5d0bbcf7635c5416f1b8f,2026-09-13T23:05:35.728013+00:00,"Total revenue | 1,125,137 | 1,036,523 | 4,874,340 | 4,345,048",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2016Q4,advance_ticket_sales_current_usd_m,1172.87,USD million,2017-02-22T07:00:00-05:00,issuer_clock_timezone,"February 22, 2017 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/158/norwegian-cruise-line-holdings-reports-financial-results,c7434412c382707874a798d8d65b96c0de8b1c6e43d5d0bbcf7635c5416f1b8f,2026-09-13T23:05:35.728013+00:00,"Advance ticket sales | 1,172,870 | 1,023,973",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
2016Q4,capacity_days,4201051.0,days,2017-02-22T07:00:00-05:00,issuer_clock_timezone,"February 22, 2017 7:00am EST",https://www.nclhltd.com/investors/news-events/press-releases/detail/158/norwegian-cruise-line-holdings-reports-financial-results,c7434412c382707874a798d8d65b96c0de8b1c6e43d5d0bbcf7635c5416f1b8f,2026-09-13T23:05:35.728013+00:00,"Capacity Days | 4,201,051 | 3,813,830 | 16,376,063 | 14,700,990",first numeric value in current-quarter row,original_quarter_issuer_release_retrieved_2026
