metric,scenario,quarter,vintage,phi1,phi2,phi3,lambda1,lambda2,lambda3,lambda4,training_loss,train_n,train_quarters,free_parameters
passenger_ticket_revenue_usd_m,primary_include_2022,2025Q3,2025-07-31T10:30:00+00:00,0.7,0,0.3,0.560496792231,0.594050850672,0.703799500893,0.542194581091,0.0316921066399,28,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q2;2024Q3;2024Q4;2025Q1;2025Q2,6
passenger_ticket_revenue_usd_m,primary_include_2022,2025Q4,2025-11-04T11:30:00+00:00,0.7,0,0.3,0.560496792231,0.594050850672,0.684257079604,0.542194581091,0.0315070020673,29,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q2;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3,6
passenger_ticket_revenue_usd_m,primary_include_2022,2026Q1,2026-03-02T11:30:00+00:00,0.8,0,0.2,0.568619828123,0.583612080753,0.666095672079,0.534095794219,0.0308920033605,30,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q2;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4,6
passenger_ticket_revenue_usd_m,primary_include_2022,2026Q2,2026-05-04T10:30:00+00:00,0.9,0,0.1,0.564007890589,0.573591252501,0.648904417394,0.535977374767,0.0306108633178,31,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q2;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1,6
passenger_ticket_revenue_usd_m,sensitivity_exclude_2022,2023Q1,2023-02-28T12:00:00+00:00,1,0,0,0.671771851763,0.646685623206,0.715183034566,0.604568028295,0.00550533969973,17,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4,6
passenger_ticket_revenue_usd_m,sensitivity_exclude_2022,2023Q2,2023-05-01T11:30:00+00:00,0.2,0,0.8,0.567381217866,0.734189106618,0.917042320363,0.597706871836,0.00726556744718,18,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2023Q1,6
passenger_ticket_revenue_usd_m,sensitivity_exclude_2022,2023Q3,2023-08-01T11:30:00+00:00,0,0,1,0.553915116107,0.737717401499,0.987267809884,0.596267851393,0.00843140201058,19,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2023Q1;2023Q2,6
passenger_ticket_revenue_usd_m,sensitivity_exclude_2022,2023Q4,2023-11-01T11:30:00+00:00,0.1,0,0.9,0.560516768062,0.722017571687,0.894038986458,0.596974041745,0.0143598956364,20,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2023Q1;2023Q2;2023Q3,6
passenger_ticket_revenue_usd_m,sensitivity_exclude_2022,2024Q1,2024-02-27T12:30:00+00:00,0.2,0,0.8,0.567381217866,0.707128606548,0.862892226369,0.568965957496,0.0191921533685,21,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2023Q1;2023Q2;2023Q3;2023Q4,6
passenger_ticket_revenue_usd_m,sensitivity_exclude_2022,2024Q2,2024-05-01T11:30:00+00:00,0.2,0,0.8,0.546797938513,0.707128606548,0.862892226369,0.568965957496,0.0208442556319,22,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1,6
passenger_ticket_revenue_usd_m,sensitivity_exclude_2022,2024Q3,2024-07-31T11:30:00+00:00,0.2,0,0.8,0.546797938513,0.675457961389,0.862892226369,0.568965957496,0.0241296887114,23,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q2,6
passenger_ticket_revenue_usd_m,sensitivity_exclude_2022,2024Q4,2024-10-31T11:00:00+00:00,0.4,0,0.6,0.560243854866,0.648904621398,0.769173057103,0.571225623046,0.0272614217309,24,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q2;2024Q3,6
passenger_ticket_revenue_usd_m,sensitivity_exclude_2022,2025Q1,2025-02-27T11:30:00+00:00,0.7,0,0.3,0.582433561894,0.613429911007,0.703799500893,0.553886589013,0.0296868157528,25,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q2;2024Q3;2024Q4,6
passenger_ticket_revenue_usd_m,sensitivity_exclude_2022,2025Q2,2025-04-30T10:30:00+00:00,0.8,0,0.2,0.568619828123,0.602603048722,0.684476009921,0.555887180238,0.0316327278778,26,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q2;2024Q3;2024Q4;2025Q1,6
passenger_ticket_revenue_usd_m,sensitivity_exclude_2022,2025Q3,2025-07-31T10:30:00+00:00,0.9,0,0.1,0.577075064676,0.573591252501,0.66621218966,0.557942624658,0.0320043987976,27,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q2;2024Q3;2024Q4;2025Q1;2025Q2,6
passenger_ticket_revenue_usd_m,sensitivity_exclude_2022,2025Q4,2025-11-04T11:30:00+00:00,0.9,0,0.1,0.577075064676,0.573591252501,0.648904417394,0.557942624658,0.0316404259473,28,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q2;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3,6
passenger_ticket_revenue_usd_m,sensitivity_exclude_2022,2026Q1,2026-03-02T11:30:00+00:00,1,0,0,0.585881460443,0.563961465584,0.632605317535,0.550029607377,0.0310163321444,29,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q2;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4,6
passenger_ticket_revenue_usd_m,sensitivity_exclude_2022,2026Q2,2026-05-04T10:30:00+00:00,1,0,0,0.572882029513,0.563961465584,0.632605317535,0.550029607377,0.0305787414539,30,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q2;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1,6
total_revenue_usd_m,primary_include_2022,2023Q1,2023-02-28T12:00:00+00:00,0.1,0.4,0.5,0.877219893395,1.08271452199,1.21597899825,0.811485533149,0.00734225358219,18,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2022Q4,6
total_revenue_usd_m,primary_include_2022,2023Q2,2023-05-01T11:30:00+00:00,0,0.2,0.8,0.828555465982,1.09394880201,1.31225485815,0.834581845125,0.00719070319084,19,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2022Q4;2023Q1,6
total_revenue_usd_m,primary_include_2022,2023Q3,2023-08-01T11:30:00+00:00,0,0,1,0.810913955008,1.06091409082,1.3712948699,0.858132331336,0.00750619375235,20,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2022Q4;2023Q1;2023Q2,6
total_revenue_usd_m,primary_include_2022,2023Q4,2023-11-01T11:30:00+00:00,0,0,1,0.810913955008,1.06091409082,1.29858692609,0.858132331336,0.011417276982,21,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2022Q4;2023Q1;2023Q2;2023Q3,6
total_revenue_usd_m,primary_include_2022,2024Q1,2024-02-27T12:30:00+00:00,0.2,0,0.8,0.830400625815,1.01681831645,1.20806897826,0.824249689181,0.0151303419672,22,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4,6
total_revenue_usd_m,primary_include_2022,2024Q2,2024-05-01T11:30:00+00:00,0.1,0.1,0.8,0.802579486669,1.03979915792,1.22443217196,0.813847134759,0.0163394524107,23,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1,6
total_revenue_usd_m,primary_include_2022,2024Q3,2024-07-31T11:30:00+00:00,0.2,0,0.8,0.80304661968,0.974977461962,1.20806897826,0.824249689181,0.0189550125443,24,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q2,6
total_revenue_usd_m,primary_include_2022,2024Q4,2024-10-31T11:00:00+00:00,0.4,0,0.6,0.822582196854,0.936574534482,1.08106240776,0.823983756888,0.0217071672615,25,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q2;2024Q3,6
total_revenue_usd_m,primary_include_2022,2025Q1,2025-02-27T11:30:00+00:00,0.6,0,0.4,0.843661769012,0.901623933896,1.01806954639,0.800022102997,0.0236591501231,26,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q2;2024Q3;2024Q4,6
total_revenue_usd_m,primary_include_2022,2025Q2,2025-04-30T10:30:00+00:00,0.7,0,0.3,0.824593073321,0.88528690107,0.989326907516,0.801323822783,0.0256127338152,27,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q2;2024Q3;2024Q4;2025Q1,6
total_revenue_usd_m,primary_include_2022,2025Q3,2025-07-31T10:30:00+00:00,0.7,0,0.3,0.824593073321,0.859361641528,0.989326907516,0.801323822783,0.0260560521803,28,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q2;2024Q3;2024Q4;2025Q1;2025Q2,6
total_revenue_usd_m,primary_include_2022,2025Q4,2025-11-04T11:30:00+00:00,0.8,0,0.2,0.836458865364,0.844241397955,0.938552774381,0.80273023044,0.0259476802118,29,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q2;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3,6
total_revenue_usd_m,primary_include_2022,2026Q1,2026-03-02T11:30:00+00:00,0.8,0,0.2,0.836458865364,0.844241397955,0.938552774381,0.789801550046,0.0255029587726,30,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q2;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4,6
total_revenue_usd_m,primary_include_2022,2026Q2,2026-05-04T10:30:00+00:00,0.8,0.1,0.1,0.831198257984,0.845248864595,0.922529048953,0.781197679248,0.0251643683846,31,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q2;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1,6
total_revenue_usd_m,sensitivity_exclude_2022,2023Q1,2023-02-28T12:00:00+00:00,0.9,0,0.1,0.958133576273,0.936964514811,1.02128355766,0.887211118835,0.00571139241381,17,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4,6
total_revenue_usd_m,sensitivity_exclude_2022,2023Q2,2023-05-01T11:30:00+00:00,0.3,0,0.7,0.840736123611,1.02992841271,1.23009666621,0.87943962301,0.0066527190625,18,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2023Q1,6
total_revenue_usd_m,sensitivity_exclude_2022,2023Q3,2023-08-01T11:30:00+00:00,0.1,0,0.9,0.820466013241,1.03827908597,1.32065626235,0.877176341125,0.0073269935919,19,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2023Q1;2023Q2,6
total_revenue_usd_m,sensitivity_exclude_2022,2023Q4,2023-11-01T11:30:00+00:00,0.2,0,0.8,0.830400625815,1.01681831645,1.20806897826,0.87828811791,0.0112460422979,20,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2023Q1;2023Q2;2023Q3,6
total_revenue_usd_m,sensitivity_exclude_2022,2024Q1,2024-02-27T12:30:00+00:00,0.3,0,0.7,0.840736123611,0.996432448205,1.16749625814,0.839201912509,0.0156336078489,21,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2023Q1;2023Q2;2023Q3;2023Q4,6
total_revenue_usd_m,sensitivity_exclude_2022,2024Q2,2024-05-01T11:30:00+00:00,0.2,0.1,0.7,0.812081281579,1.01837255445,1.18275067067,0.827249384132,0.0169448787969,22,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1,6
total_revenue_usd_m,sensitivity_exclude_2022,2024Q3,2024-07-31T11:30:00+00:00,0.3,0,0.7,0.81263060982,0.955309599708,1.16749625814,0.839201912509,0.0196191940224,23,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q2,6
total_revenue_usd_m,sensitivity_exclude_2022,2024Q4,2024-10-31T11:00:00+00:00,0.5,0,0.5,0.832919446793,0.918700656136,1.04858937761,0.842688314745,0.0220887952363,24,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q2;2024Q3,6
total_revenue_usd_m,sensitivity_exclude_2022,2025Q1,2025-02-27T11:30:00+00:00,0.7,0,0.3,0.854830040407,0.88528690107,0.989326907516,0.817034243308,0.0242041000864,25,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q2;2024Q3;2024Q4,6
total_revenue_usd_m,sensitivity_exclude_2022,2025Q2,2025-04-30T10:30:00+00:00,0.9,0,0.1,0.84881078437,0.854629878299,0.936571391796,0.823116078358,0.0259021307784,26,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q2;2024Q3;2024Q4;2025Q1,6
total_revenue_usd_m,sensitivity_exclude_2022,2025Q3,2025-07-31T10:30:00+00:00,0.9,0,0.1,0.84881078437,0.829727707504,0.936571391796,0.823116078358,0.0262507306384,27,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q2;2024Q3;2024Q4;2025Q1;2025Q2,6
total_revenue_usd_m,sensitivity_exclude_2022,2025Q4,2025-11-04T11:30:00+00:00,0.9,0,0.1,0.84881078437,0.829727707504,0.914377513301,0.823116078358,0.0260088803799,28,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q2;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3,6
total_revenue_usd_m,sensitivity_exclude_2022,2026Q1,2026-03-02T11:30:00+00:00,1,0,0,0.861676534431,0.815781439209,0.891454676673,0.812148884314,0.0255249318383,29,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q2;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4,6
total_revenue_usd_m,sensitivity_exclude_2022,2026Q2,2026-05-04T10:30:00+00:00,1,0,0,0.845013415894,0.815781439209,0.891454676673,0.812148884314,0.0251018396591,30,2015Q4;2016Q1;2016Q2;2016Q3;2016Q4;2017Q1;2017Q2;2017Q3;2017Q4;2018Q1;2018Q2;2018Q3;2018Q4;2019Q1;2019Q2;2019Q3;2019Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q2;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1,6
