# L0_interval_observations.csv -- HARD RULES
# 1. basis == 'derived' rows (included == False) are EXCLUDED from every likelihood, in every package. They are a residual-to-total construction, not a disclosure.
# 2. Every row is an INTERVAL [lo, hi]. Never enter a band as its midpoint: the nights band-midpoint bias measured here is 0.1689pp on average and 0.9092pp over the last two quarters.
# 3. Letter integers are scored on [x-0.5, x+0.5]; the 22 stated-integer regional nights cells are rounding intervals, not equalities.
# 4. scoreable == False marks LIVE guides (3Q26 / FY2026) which enter no metric or gate.
obs_id,quarter_or_year,region,metric,lo,hi,unit,basis,phrase_kind,included,scoreable,point_reported,source_path,source_quote_id,knowable_from,note
B3-3Q24-latam-nights_yoy_pct,3Q24,latam,nights_yoy_pct,14.5,15.5,pct,letter_integer,stated_integer_rounding,True,True,,data/processed/overnight/10_regional_panel_quarterly.csv,3Q24:latam_phrase,2024-11-07,grew 15% in Q3 2024
B3-3Q24-apac-nights_yoy_pct,3Q24,apac,nights_yoy_pct,18.5,19.5,pct,letter_integer,stated_integer_rounding,True,True,,data/processed/overnight/10_regional_panel_quarterly.csv,3Q24:apac_phrase,2024-11-07,"increased 19% y/y, stable with the prior quarter"
B1-4Q24-na-nights_yoy_pct,4Q24,na,nights_yoy_pct,4.0,6.0,pct,bucket,bucket_band,True,True,,data/processed/overnight/10_regional_panel_quarterly.csv,4Q24:na_phrase,2025-02-13,"mid-single digits growth, an acceleration relative to Q3 2024"
B1-4Q24-emea-nights_yoy_pct,4Q24,emea,nights_yoy_pct,10.0,12.0,pct,bucket,bucket_band,True,True,,data/processed/overnight/10_regional_panel_quarterly.csv,4Q24:emea_phrase,2025-02-13,low-double digits growth
B1-4Q24-latam-nights_yoy_pct,4Q24,latam,nights_yoy_pct,20.0,23.0,pct,bucket,bucket_band,True,True,,data/processed/overnight/10_regional_panel_quarterly.csv,4Q24:latam_phrase,2025-02-13,low-20s growth; domestic nights +30%
B1-4Q24-apac-nights_yoy_pct,4Q24,apac,nights_yoy_pct,20.0,23.0,pct,bucket,bucket_band,True,True,,data/processed/overnight/10_regional_panel_quarterly.csv,4Q24:apac_phrase,2025-02-13,low-20s growth; cross-border nights +27%
B1-1Q25-na-nights_yoy_pct,1Q25,na,nights_yoy_pct,1.0,3.0,pct,bucket,bucket_band,True,True,,data/processed/overnight/10_regional_panel_quarterly.csv,1Q25:na_phrase,2025-05-01,low-single digits growth; softness Canada to U.S. late in Q1
B1-1Q25-emea-nights_yoy_pct,1Q25,emea,nights_yoy_pct,4.0,6.0,pct,bucket,bucket_band,True,True,,data/processed/overnight/10_regional_panel_quarterly.csv,1Q25:emea_phrase,2025-05-01,mid-single digits growth
B1-1Q25-latam-nights_yoy_pct,1Q25,latam,nights_yoy_pct,20.0,23.0,pct,bucket,bucket_band,True,True,,data/processed/overnight/10_regional_panel_quarterly.csv,1Q25:latam_phrase,2025-05-01,low-20s growth; Brazil origin +27%
B1-1Q25-apac-nights_yoy_pct,1Q25,apac,nights_yoy_pct,14.0,16.0,pct,bucket,bucket_band,True,True,,data/processed/overnight/10_regional_panel_quarterly.csv,1Q25:apac_phrase,2025-05-01,mid-teens growth; Japan domestic >20%
B1-2Q25-na-nights_yoy_pct,2Q25,na,nights_yoy_pct,1.0,3.0,pct,bucket,bucket_band,True,True,,data/processed/overnight/10_regional_panel_quarterly.csv,2Q25:na_phrase,2025-08-06,low-single digit growth; U.S. destination nights accelerated each month
B1-2Q25-emea-nights_yoy_pct,2Q25,emea,nights_yoy_pct,4.0,6.0,pct,bucket,bucket_band,True,True,,data/processed/overnight/10_regional_panel_quarterly.csv,2Q25:emea_phrase,2025-08-06,mid-single digit growth; Germany double-digit
B1-2Q25-latam-nights_yoy_pct,2Q25,latam,nights_yoy_pct,17.0,19.0,pct,bucket,bucket_band,True,True,,data/processed/overnight/10_regional_panel_quarterly.csv,2Q25:latam_phrase,2025-08-06,high-teens growth; Brazil origin high-teens
B1-2Q25-apac-nights_yoy_pct,2Q25,apac,nights_yoy_pct,14.0,16.0,pct,bucket,bucket_band,True,True,,data/processed/overnight/10_regional_panel_quarterly.csv,2Q25:apac_phrase,2025-08-06,mid-teens growth; Japan accelerated
B1-3Q25-na-nights_yoy_pct,3Q25,na,nights_yoy_pct,4.0,6.0,pct,bucket,bucket_band,True,True,,data/processed/overnight/10_regional_panel_quarterly.csv,3Q25:na_phrase,2025-11-06,"mid-single digit growth, sequential acceleration (Reserve Now Pay Later)"
B1-3Q25-emea-nights_yoy_pct,3Q25,emea,nights_yoy_pct,4.0,6.0,pct,bucket,bucket_band,True,True,,data/processed/overnight/10_regional_panel_quarterly.csv,3Q25:emea_phrase,2025-11-06,mid-single digit growth; unfavourable Paris 2024 comparison
B1-3Q25-latam-nights_yoy_pct,3Q25,latam,nights_yoy_pct,20.0,23.0,pct,bucket,bucket_band,True,True,,data/processed/overnight/10_regional_panel_quarterly.csv,3Q25:latam_phrase,2025-11-06,low-20s growth; Brazil origin >20%
B1-3Q25-apac-nights_yoy_pct,3Q25,apac,nights_yoy_pct,14.0,16.0,pct,bucket,bucket_band,True,True,,data/processed/overnight/10_regional_panel_quarterly.csv,3Q25:apac_phrase,2025-11-06,mid-teens growth; Japan domestic +27%
B1-4Q25-na-nights_yoy_pct,4Q25,na,nights_yoy_pct,4.0,6.0,pct,bucket,bucket_band,True,True,,data/processed/overnight/10_regional_panel_quarterly.csv,4Q25:na_phrase,2026-02-12,mid-single digit growth; domestic and longer lead times
B1-4Q25-emea-nights_yoy_pct,4Q25,emea,nights_yoy_pct,7.0,9.0,pct,bucket,bucket_band,True,True,,data/processed/overnight/10_regional_panel_quarterly.csv,4Q25:emea_phrase,2026-02-12,"high-single digit growth, acceleration vs Q3 (UK, Spain, Italy)"
B1-4Q25-latam-nights_yoy_pct,4Q25,latam,nights_yoy_pct,17.0,19.0,pct,bucket,bucket_band,True,True,,data/processed/overnight/10_regional_panel_quarterly.csv,4Q25:latam_phrase,2026-02-12,"high-teens growth; Brazil >20%, Mexico high-teens"
B1-4Q25-apac-nights_yoy_pct,4Q25,apac,nights_yoy_pct,14.0,16.0,pct,bucket,bucket_band,True,True,,data/processed/overnight/10_regional_panel_quarterly.csv,4Q25:apac_phrase,2026-02-12,mid-teens growth; India origin +50%
B1-1Q26-na-nights_yoy_pct,1Q26,na,nights_yoy_pct,7.0,9.0,pct,bucket,bucket_band,True,True,,data/processed/overnight/10_regional_panel_quarterly.csv,1Q26:na_phrase,2026-05-07,"high-single digit growth, modest acceleration vs Q4 2025"
B1-1Q26-emea-nights_yoy_pct,1Q26,emea,nights_yoy_pct,4.0,6.0,pct,bucket,bucket_band,True,True,,data/processed/overnight/10_regional_panel_quarterly.csv,1Q26:emea_phrase,2026-05-07,mid-single digit growth; Middle East conflict cancellations weighed
B1-1Q26-latam-nights_yoy_pct,1Q26,latam,nights_yoy_pct,17.0,19.0,pct,bucket,bucket_band,True,True,,data/processed/overnight/10_regional_panel_quarterly.csv,1Q26:latam_phrase,2026-05-07,high-teens growth; Brazil >20% third consecutive quarter
B1-1Q26-apac-nights_yoy_pct,1Q26,apac,nights_yoy_pct,17.0,19.0,pct,bucket,bucket_band,True,True,,data/processed/overnight/10_regional_panel_quarterly.csv,1Q26:apac_phrase,2026-05-07,high-teens growth; India ~50%
B1-2Q26-na-nights_yoy_pct,2Q26,na,nights_yoy_pct,7.0,9.0,pct,bucket,bucket_band,True,True,,data/processed/overnight/10_regional_panel_quarterly.csv,2Q26:na_phrase,2026-08-06,"high-single digit growth, highest in almost three years"
B1-2Q26-emea-nights_yoy_pct,2Q26,emea,nights_yoy_pct,7.0,9.0,pct,bucket,bucket_band,True,True,,data/processed/overnight/10_regional_panel_quarterly.csv,2Q26:emea_phrase,2026-08-06,"high-single digit growth, accelerating from Q1 2026; steady recovery from Middle East"
B1-2Q26-latam-nights_yoy_pct,2Q26,latam,nights_yoy_pct,19.0,21.0,pct,bucket,bucket_band,True,True,,data/processed/overnight/10_regional_panel_quarterly.csv,2Q26:latam_phrase,2026-08-06,approximately 20% growth; Brazil origin >30%
B1-2Q26-apac-nights_yoy_pct,2Q26,apac,nights_yoy_pct,17.0,19.0,pct,bucket,bucket_band,True,True,,data/processed/overnight/10_regional_panel_quarterly.csv,2Q26:apac_phrase,2026-08-06,"high-teens growth; Japan origin high-teens, India +60%"
B4-1Q23-emea-adr_yoy_reported_pct,1Q23,emea,adr_yoy_reported_pct,7.5,8.5,pct,letter_integer,letter_rounded_integer,True,True,8.0,data/processed/overnight/10_regional_panel_quarterly.csv,1Q23:emea_adr_yoy_reported_pct,2023-05-09,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-2Q23-na-adr_yoy_reported_pct,2Q23,na,adr_yoy_reported_pct,-1.5,-0.5,pct,letter_integer,letter_rounded_integer,True,True,-1.0,data/processed/overnight/10_regional_panel_quarterly.csv,2Q23:na_adr_yoy_reported_pct,2023-08-03,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-2Q23-emea-adr_yoy_reported_pct,2Q23,emea,adr_yoy_reported_pct,7.5,8.5,pct,letter_integer,letter_rounded_integer,True,True,8.0,data/processed/overnight/10_regional_panel_quarterly.csv,2Q23:emea_adr_yoy_reported_pct,2023-08-03,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-3Q23-na-adr_yoy_reported_pct,3Q23,na,adr_yoy_reported_pct,-1.5,-0.5,pct,letter_integer,letter_rounded_integer,True,True,-1.0,data/processed/overnight/10_regional_panel_quarterly.csv,3Q23:na_adr_yoy_reported_pct,2023-11-01,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-3Q23-emea-adr_yoy_exfx_pct,3Q23,emea,adr_yoy_exfx_pct,5.5,6.5,pct,letter_integer,letter_rounded_integer,True,True,6.0,data/processed/overnight/10_regional_panel_quarterly.csv,3Q23:emea_adr_yoy_exfx_pct,2023-11-01,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-4Q23-na-adr_yoy_reported_pct,4Q23,na,adr_yoy_reported_pct,-0.5,0.5,pct,letter_integer,letter_rounded_integer,True,True,0.0,data/processed/overnight/10_regional_panel_quarterly.csv,4Q23:na_adr_yoy_reported_pct,2024-02-13,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-4Q23-na-adr_yoy_exfx_pct,4Q23,na,adr_yoy_exfx_pct,-2.5,-1.5,pct,letter_integer,letter_rounded_integer,True,True,-2.0,data/processed/overnight/10_regional_panel_quarterly.csv,4Q23:na_adr_yoy_exfx_pct,2024-02-13,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-4Q23-emea-adr_yoy_exfx_pct,4Q23,emea,adr_yoy_exfx_pct,5.5,6.5,pct,letter_integer,letter_rounded_integer,True,True,6.0,data/processed/overnight/10_regional_panel_quarterly.csv,4Q23:emea_adr_yoy_exfx_pct,2024-02-13,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-1Q24-na-adr_yoy_reported_pct,1Q24,na,adr_yoy_reported_pct,2.5,3.5,pct,letter_integer,letter_rounded_integer,True,True,3.0,data/processed/overnight/10_regional_panel_quarterly.csv,1Q24:na_adr_yoy_reported_pct,2024-05-08,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-1Q24-na-adr_yoy_exfx_pct,1Q24,na,adr_yoy_exfx_pct,-0.5,0.5,pct,letter_integer,letter_rounded_integer,True,True,0.0,data/processed/overnight/10_regional_panel_quarterly.csv,1Q24:na_adr_yoy_exfx_pct,2024-05-08,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-1Q24-emea-adr_yoy_reported_pct,1Q24,emea,adr_yoy_reported_pct,6.5,7.5,pct,letter_integer,letter_rounded_integer,True,True,7.0,data/processed/overnight/10_regional_panel_quarterly.csv,1Q24:emea_adr_yoy_reported_pct,2024-05-08,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-1Q24-emea-adr_yoy_exfx_pct,1Q24,emea,adr_yoy_exfx_pct,3.5,4.5,pct,letter_integer,letter_rounded_integer,True,True,4.0,data/processed/overnight/10_regional_panel_quarterly.csv,1Q24:emea_adr_yoy_exfx_pct,2024-05-08,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-2Q24-na-adr_yoy_reported_pct,2Q24,na,adr_yoy_reported_pct,3.5,4.5,pct,letter_integer,letter_rounded_integer,True,True,4.0,data/processed/overnight/10_regional_panel_quarterly.csv,2Q24:na_adr_yoy_reported_pct,2024-08-06,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-2Q24-na-adr_yoy_exfx_pct,2Q24,na,adr_yoy_exfx_pct,0.5,1.5,pct,letter_integer,letter_rounded_integer,True,True,1.0,data/processed/overnight/10_regional_panel_quarterly.csv,2Q24:na_adr_yoy_exfx_pct,2024-08-06,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-2Q24-emea-adr_yoy_reported_pct,2Q24,emea,adr_yoy_reported_pct,3.5,4.5,pct,letter_integer,letter_rounded_integer,True,True,4.0,data/processed/overnight/10_regional_panel_quarterly.csv,2Q24:emea_adr_yoy_reported_pct,2024-08-06,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-2Q24-emea-adr_yoy_exfx_pct,2Q24,emea,adr_yoy_exfx_pct,2.5,3.5,pct,letter_integer,letter_rounded_integer,True,True,3.0,data/processed/overnight/10_regional_panel_quarterly.csv,2Q24:emea_adr_yoy_exfx_pct,2024-08-06,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-3Q24-na-adr_yoy_reported_pct,3Q24,na,adr_yoy_reported_pct,2.5,3.5,pct,letter_integer,letter_rounded_integer,True,True,3.0,data/processed/overnight/10_regional_panel_quarterly.csv,3Q24:na_adr_yoy_reported_pct,2024-11-07,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-3Q24-na-adr_yoy_exfx_pct,3Q24,na,adr_yoy_exfx_pct,0.5,1.5,pct,letter_integer,letter_rounded_integer,True,True,1.0,data/processed/overnight/10_regional_panel_quarterly.csv,3Q24:na_adr_yoy_exfx_pct,2024-11-07,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-3Q24-emea-adr_yoy_reported_pct,3Q24,emea,adr_yoy_reported_pct,5.5,6.5,pct,letter_integer,letter_rounded_integer,True,True,6.0,data/processed/overnight/10_regional_panel_quarterly.csv,3Q24:emea_adr_yoy_reported_pct,2024-11-07,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-3Q24-emea-adr_yoy_exfx_pct,3Q24,emea,adr_yoy_exfx_pct,2.5,3.5,pct,letter_integer,letter_rounded_integer,True,True,3.0,data/processed/overnight/10_regional_panel_quarterly.csv,3Q24:emea_adr_yoy_exfx_pct,2024-11-07,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-4Q24-na-adr_yoy_reported_pct,4Q24,na,adr_yoy_reported_pct,2.5,3.5,pct,letter_integer,letter_rounded_integer,True,True,3.0,data/processed/overnight/10_regional_panel_quarterly.csv,4Q24:na_adr_yoy_reported_pct,2025-02-13,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-4Q24-emea-adr_yoy_reported_pct,4Q24,emea,adr_yoy_reported_pct,5.5,6.5,pct,letter_integer,letter_rounded_integer,True,True,6.0,data/processed/overnight/10_regional_panel_quarterly.csv,4Q24:emea_adr_yoy_reported_pct,2025-02-13,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-4Q24-emea-adr_yoy_exfx_pct,4Q24,emea,adr_yoy_exfx_pct,5.5,6.5,pct,letter_integer,letter_rounded_integer,True,True,6.0,data/processed/overnight/10_regional_panel_quarterly.csv,4Q24:emea_adr_yoy_exfx_pct,2025-02-13,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-4Q24-latam-adr_yoy_reported_pct,4Q24,latam,adr_yoy_reported_pct,-5.5,-4.5,pct,letter_integer,letter_rounded_integer,True,True,-5.0,data/processed/overnight/10_regional_panel_quarterly.csv,4Q24:latam_adr_yoy_reported_pct,2025-02-13,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-4Q24-latam-adr_yoy_exfx_pct,4Q24,latam,adr_yoy_exfx_pct,3.5,4.5,pct,letter_integer,letter_rounded_integer,True,True,4.0,data/processed/overnight/10_regional_panel_quarterly.csv,4Q24:latam_adr_yoy_exfx_pct,2025-02-13,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-4Q24-apac-adr_yoy_exfx_pct,4Q24,apac,adr_yoy_exfx_pct,1.5,2.5,pct,letter_integer,letter_rounded_integer,True,True,2.0,data/processed/overnight/10_regional_panel_quarterly.csv,4Q24:apac_adr_yoy_exfx_pct,2025-02-13,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-1Q25-na-adr_yoy_reported_pct,1Q25,na,adr_yoy_reported_pct,1.5,2.5,pct,letter_integer,letter_rounded_integer,True,True,2.0,data/processed/overnight/10_regional_panel_quarterly.csv,1Q25:na_adr_yoy_reported_pct,2025-05-01,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-1Q25-na-adr_yoy_exfx_pct,1Q25,na,adr_yoy_exfx_pct,2.5,3.5,pct,letter_integer,letter_rounded_integer,True,True,3.0,data/processed/overnight/10_regional_panel_quarterly.csv,1Q25:na_adr_yoy_exfx_pct,2025-05-01,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-1Q25-emea-adr_yoy_reported_pct,1Q25,emea,adr_yoy_reported_pct,1.5,2.5,pct,letter_integer,letter_rounded_integer,True,True,2.0,data/processed/overnight/10_regional_panel_quarterly.csv,1Q25:emea_adr_yoy_reported_pct,2025-05-01,"letter integer; score on [x-0.5, x+0.5], never as a point"
B4-1Q25-emea-adr_yoy_exfx_pct,1Q25,emea,adr_yoy_exfx_pct,3.5,4.5,pct,letter_integer,letter_rounded_integer,True,True,4.0,data/processed/overnight/10_regional_panel_quarterly.csv,1Q25:emea_adr_yoy_exfx_pct,2025-05-01,"letter integer; score on [x-0.5, x+0.5], never as a point"
