symbol,breakdown,breakdown_name,value_type,currency,series_name,period_type,report_date,value
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Chemicals and Advanced Materials,trailing,2025-03-31,1482000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Chemicals and Advanced Materials,trailing,2025-06-30,1489000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Chemicals and Advanced Materials,trailing,2025-09-30,1532000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Chemicals and Advanced Materials,trailing,2025-12-31,1561000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Chemicals and Advanced Materials,trailing,2026-03-31,1604000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Chemicals and Advanced Materials,trailing,2026-06-30,1647000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Chemicals and Advanced Materials,trailing,2026-09-30,1678000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,quarterly,2021-06-30,233000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,quarterly,2021-09-30,242000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,quarterly,2021-12-31,246000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,quarterly,2022-03-31,243000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,quarterly,2022-06-30,241000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,quarterly,2022-09-30,234000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,quarterly,2022-12-31,245000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,quarterly,2023-03-31,239000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,quarterly,2023-06-30,250000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,quarterly,2023-09-30,241000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,quarterly,2023-12-31,236000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,quarterly,2024-03-31,228000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,quarterly,2024-06-30,239000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,quarterly,2024-09-30,242000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,quarterly,2024-12-31,255000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,quarterly,2025-03-31,240000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,quarterly,2025-06-30,255000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,quarterly,2025-09-30,258000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,quarterly,2025-12-31,276000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,quarterly,2026-03-31,263000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,quarterly,2026-06-30,295000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,quarterly,2026-09-30,284000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,trailing,2021-06-30,842000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,trailing,2021-09-30,906000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,trailing,2021-12-31,937000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,trailing,2022-03-31,964000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,trailing,2022-06-30,972000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,trailing,2022-09-30,964000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,trailing,2022-12-31,963000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,trailing,2023-03-31,959000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,trailing,2023-06-30,968000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,trailing,2023-09-30,975000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,trailing,2023-12-31,966000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,trailing,2024-03-31,955000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,trailing,2024-06-30,944000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,trailing,2024-09-30,945000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,trailing,2024-12-31,964000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,trailing,2025-03-31,976000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,trailing,2025-06-30,992000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,trailing,2025-09-30,1008000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,trailing,2025-12-31,1029000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,trailing,2026-03-31,1052000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,trailing,2026-06-30,1092000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Diagnostics and Clinical,trailing,2026-09-30,1118000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,quarterly,2021-06-30,160000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,quarterly,2021-09-30,153000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,quarterly,2021-12-31,160000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,quarterly,2022-03-31,157000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,quarterly,2022-06-30,159000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,quarterly,2022-09-30,162000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,quarterly,2022-12-31,178000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,quarterly,2023-03-31,166000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,quarterly,2023-06-30,157000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,quarterly,2023-09-30,164000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,quarterly,2023-12-31,175000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,quarterly,2024-03-31,166000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,quarterly,2024-06-30,152000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,quarterly,2024-09-30,168000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,quarterly,2024-12-31,164000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,quarterly,2025-03-31,172000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,quarterly,2025-06-30,159000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,quarterly,2025-09-30,163000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,quarterly,2025-12-31,180000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,quarterly,2026-03-31,177000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,quarterly,2026-06-30,186000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,quarterly,2026-09-30,171000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,trailing,2021-06-30,641000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,trailing,2021-09-30,653000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,trailing,2021-12-31,652000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,trailing,2022-03-31,630000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,trailing,2022-06-30,629000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,trailing,2022-09-30,638000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,trailing,2022-12-31,656000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,trailing,2023-03-31,665000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,trailing,2023-06-30,663000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,trailing,2023-09-30,665000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,trailing,2023-12-31,662000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,trailing,2024-03-31,662000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,trailing,2024-06-30,657000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,trailing,2024-09-30,661000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,trailing,2024-12-31,650000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,trailing,2025-03-31,656000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,trailing,2025-06-30,663000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,trailing,2025-09-30,658000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,trailing,2025-12-31,674000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,trailing,2026-03-31,679000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,trailing,2026-06-30,706000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Environmental and Forensics,trailing,2026-09-30,714000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,quarterly,2021-06-30,144000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,quarterly,2021-09-30,143000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,quarterly,2021-12-31,151000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,quarterly,2022-03-31,158000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,quarterly,2022-06-30,137000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,quarterly,2022-09-30,151000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,quarterly,2022-12-31,171000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,quarterly,2023-03-31,160000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,quarterly,2023-06-30,161000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,quarterly,2023-09-30,151000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,quarterly,2023-12-31,156000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,quarterly,2024-03-31,157000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,quarterly,2024-06-30,139000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,quarterly,2024-09-30,144000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,quarterly,2024-12-31,152000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,quarterly,2025-03-31,168000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,quarterly,2025-06-30,147000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,quarterly,2025-09-30,157000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,quarterly,2025-12-31,165000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,quarterly,2026-03-31,166000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,quarterly,2026-06-30,147000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,quarterly,2026-09-30,158000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,trailing,2021-06-30,579000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,trailing,2021-09-30,599000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,trailing,2021-12-31,600000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,trailing,2022-03-31,596000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,trailing,2022-06-30,589000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,trailing,2022-09-30,597000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,trailing,2022-12-31,617000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,trailing,2023-03-31,619000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,trailing,2023-06-30,643000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,trailing,2023-09-30,643000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,trailing,2023-12-31,628000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,trailing,2024-03-31,625000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,trailing,2024-06-30,603000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,trailing,2024-09-30,596000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,trailing,2024-12-31,592000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,trailing,2025-03-31,603000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,trailing,2025-06-30,611000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,trailing,2025-09-30,624000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,trailing,2025-12-31,637000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,trailing,2026-03-31,635000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,trailing,2026-06-30,635000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Food,trailing,2026-09-30,636000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Pharmaceutical and Biopharmaceutical,quarterly,2021-06-30,531000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Pharmaceutical and Biopharmaceutical,quarterly,2021-09-30,576000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Pharmaceutical and Biopharmaceutical,quarterly,2021-12-31,597000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Pharmaceutical and Biopharmaceutical,quarterly,2022-03-31,602000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Pharmaceutical and Biopharmaceutical,quarterly,2022-06-30,589000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Pharmaceutical and Biopharmaceutical,quarterly,2022-09-30,643000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Pharmaceutical and Biopharmaceutical,quarterly,2022-12-31,681000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Pharmaceutical and Biopharmaceutical,quarterly,2023-03-31,639000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Pharmaceutical and Biopharmaceutical,quarterly,2023-06-30,612000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Pharmaceutical and Biopharmaceutical,quarterly,2023-09-30,592000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Pharmaceutical and Biopharmaceutical,quarterly,2023-12-31,590000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Pharmaceutical and Biopharmaceutical,quarterly,2024-03-31,565000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Pharmaceutical and Biopharmaceutical,quarterly,2024-06-30,542000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Pharmaceutical and Biopharmaceutical,quarterly,2024-09-30,540000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Pharmaceutical and Biopharmaceutical,quarterly,2024-12-31,595000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Pharmaceutical and Biopharmaceutical,quarterly,2025-03-31,585000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Pharmaceutical and Biopharmaceutical,quarterly,2025-06-30,603000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Pharmaceutical and Biopharmaceutical,quarterly,2025-09-30,629000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Pharmaceutical and Biopharmaceutical,quarterly,2025-12-31,690000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Pharmaceutical and Biopharmaceutical,quarterly,2026-03-31,640000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Pharmaceutical and Biopharmaceutical,quarterly,2026-06-30,663000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Pharmaceutical and Biopharmaceutical,quarterly,2026-09-30,707000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Pharmaceutical and Biopharmaceutical,trailing,2021-06-30,1983000000
A,revenue-by-end-market,Revenue by End Market,CURRENCY,USD,Pharmaceutical and Biopharmaceutical,trailing,2021-09-30,2119000000
