sample,model,loss,n,n_parameters,w,lambda_Q1_pct,lambda_Q2_pct,lambda_Q3_pct,lambda_Q4_pct,draw,selected_years
year_block_bootstrap,free_w,usd,24,5,0.685037967865,12.8885126711,13.67453884,17.0349177793,11.9615809972,37,2022|2022|2022|2022|2024|2025
year_block_bootstrap,free_w,usd,22,5,0.798777408735,12.9603354395,13.2119637152,17.3919339648,12.1835478751,38,2026|2024|2021|2023|2025|2021
year_block_bootstrap,free_w,usd,24,5,0.839090882551,12.9089012284,13.2212415601,17.2054895446,12.1490755115,39,2025|2022|2025|2021|2022|2021
year_block_bootstrap,free_w,usd,20,5,0.819471730693,12.999743838,13.1241389898,17.3332976665,12.2051735318,40,2022|2026|2021|2021|2026|2023
year_block_bootstrap,free_w,usd,20,5,0.238602070566,11.9295264134,16.0212653004,16.7456021044,11.8719109666,41,2024|2025|2024|2026|2026|2025
year_block_bootstrap,free_w,usd,24,5,0.805204545107,13.2329129157,13.0878522036,17.4873474068,12.1572161253,42,2021|2021|2023|2023|2023|2024
year_block_bootstrap,free_w,usd,22,5,0.801206909712,12.7958167494,13.3163336628,17.3738108871,12.1437063377,43,2025|2026|2021|2025|2021|2023
year_block_bootstrap,free_w,usd,20,5,0.789790999402,13.0196881421,13.1123050284,17.3949483591,12.1881972627,44,2024|2024|2026|2026|2023|2021
year_block_bootstrap,free_w,usd,22,5,0.210921261674,11.8977367543,16.1803670418,16.6884919072,11.8537089938,45,2024|2026|2024|2025|2025|2024
year_block_bootstrap,free_w,usd,24,5,0.354508638442,12.0128416086,15.4322356832,16.9435264784,11.8911474132,46,2025|2023|2025|2025|2024|2023
year_block_bootstrap,free_w,usd,22,5,0.83159933967,13.0959894772,13.0270816486,17.1556968348,12.0874480118,47,2022|2026|2022|2021|2022|2023
year_block_bootstrap,free_w,usd,20,5,0.790615200094,12.957383355,13.3041720455,17.5401916953,12.3125595457,48,2021|2026|2021|2026|2021|2023
year_block_bootstrap,free_w,usd,22,5,0.777470280037,13.0012222084,13.1677946502,17.3096003682,12.1801182054,49,2026|2021|2024|2025|2024|2024
year_block_bootstrap,free_w,usd,22,5,0.61272623939,12.6096902477,14.0609357804,17.1397591125,11.9057732164,50,2023|2026|2022|2023|2025|2022
year_block_bootstrap,free_w,usd,24,5,0.764398447775,12.8779268946,13.3597127559,17.4518878706,12.0492790885,51,2023|2021|2023|2023|2025|2023
year_block_bootstrap,free_w,usd,20,5,0.835977193998,13.0882547338,13.0021889429,17.2496250798,12.2913332292,52,2021|2026|2022|2021|2026|2024
year_block_bootstrap,free_w,usd,22,5,0.63224574197,12.8307870346,13.8766756592,17.0502711917,11.9103727487,53,2022|2023|2022|2026|2024|2022
year_block_bootstrap,free_w,usd,22,5,0.783211240612,12.9986599924,13.270054499,17.5376165551,12.1250907067,54,2023|2023|2021|2023|2021|2026
year_block_bootstrap,free_w,usd,22,5,0.801206897797,12.7958167274,13.3163337147,17.3738108878,12.143706331,55,2025|2023|2026|2021|2025|2021
year_block_bootstrap,free_w,usd,22,5,0.813059780522,12.9310512888,13.2219193083,17.3205800164,12.1513765041,56,2022|2021|2021|2023|2026|2025
year_block_bootstrap,free_w,usd,22,5,0.772274417657,12.7999550896,13.3319373707,17.3375221624,12.1104628616,57,2023|2026|2024|2021|2025|2025
year_block_bootstrap,free_w,usd,22,5,0.773801517286,12.7484738674,13.3719850743,17.3821180531,12.0748026541,58,2023|2025|2026|2021|2023|2025
year_block_bootstrap,free_w,usd,24,5,0.543352366277,12.6861857343,14.4278511923,17.1465878268,11.8361399281,59,2022|2022|2023|2023|2023|2023
year_block_bootstrap,free_w,usd,22,5,0.813059798694,12.9310513208,13.221919227,17.3205800109,12.1513765176,60,2023|2026|2022|2025|2021|2021
year_block_bootstrap,free_w,usd,18,5,0.777619650668,12.8583713145,13.2565612545,17.534183393,12.0968950379,61,2023|2026|2021|2026|2023|2026
year_block_bootstrap,free_w,usd,22,5,0.571452097309,12.6541115163,14.1789881786,17.1552862091,11.9123019779,62,2023|2022|2026|2023|2023|2024
year_block_bootstrap,free_w,usd,22,5,0.463941557065,12.4371096251,14.6820977827,16.9149805138,11.9352924771,63,2024|2022|2026|2024|2024|2025
year_block_bootstrap,free_w,usd,24,5,0.8290408447,13.1695405104,13.1792011348,17.2798148421,12.2458491901,64,2022|2025|2021|2024|2021|2021
year_block_bootstrap,free_w,usd,24,5,0.520147276264,12.5405605406,14.438298003,17.0506363252,11.9304251276,65,2024|2024|2025|2022|2023|2023
year_block_bootstrap,free_w,usd,24,5,0.763736422871,12.8786050473,13.3189546562,17.3225120982,12.1191114594,66,2025|2024|2024|2021|2023|2025
year_block_bootstrap,free_w,usd,22,5,0.812097622366,13.1766933959,13.0285451439,17.4148442167,12.2419567876,67,2026|2024|2024|2023|2021|2021
year_block_bootstrap,free_w,usd,24,5,0.796161446347,12.9772426998,13.3102238134,17.3676581838,12.1145367898,68,2023|2021|2025|2022|2023|2021
year_block_bootstrap,free_w,usd,22,5,0.790027087716,13.0594757343,13.140130075,17.3673944041,12.1076537829,69,2023|2024|2022|2021|2026|2023
year_block_bootstrap,free_w,usd,22,5,0.812161328874,12.9863122159,13.1230597046,17.1989715437,12.1294004433,70,2022|2026|2024|2021|2025|2022
year_block_bootstrap,free_w,usd,24,5,0.842656382314,12.9075137532,13.1368712635,17.1589429508,12.0995268152,71,2025|2022|2021|2022|2025|2022
year_block_bootstrap,free_w,usd,20,5,0.518064380059,12.5535040893,14.41034567,16.9986981649,11.9247923225,72,2024|2023|2022|2024|2026|2026
year_block_bootstrap,free_w,usd,22,5,0.821793203689,13.0141303346,13.1257330123,17.2707640407,12.2048243384,73,2025|2021|2022|2026|2021|2024
year_block_bootstrap,free_w,usd,20,5,0.78779611485,12.9301157906,13.2126024021,17.388213007,12.0714154786,74,2026|2022|2021|2026|2023|2023
year_block_bootstrap,free_w,usd,22,5,0.798863708623,12.7957693469,13.2776721826,17.2958386286,12.0849793019,75,2023|2025|2022|2025|2026|2021
year_block_bootstrap,free_w,usd,20,5,0.801874701616,13.0542998563,13.0658599088,17.2635449319,12.2023543121,76,2021|2026|2024|2024|2022|2026
year_block_bootstrap,free_w,usd,24,5,0.812531158391,12.9454119243,13.3072020711,17.3386968064,12.2194071147,77,2025|2025|2021|2021|2021|2024
year_block_bootstrap,free_w,usd,24,5,0.400386999815,12.2774989406,15.1180904288,16.9630924758,11.8873267218,78,2023|2025|2023|2023|2024|2024
year_block_bootstrap,free_w,usd,22,5,0.788557324678,12.877948735,13.3132532284,17.4466687221,12.1333117488,79,2025|2026|2021|2023|2021|2023
year_block_bootstrap,free_w,usd,22,5,0.811251092948,12.9223086619,13.1785860927,17.2398401092,12.0820144045,80,2025|2022|2022|2026|2023|2021
year_block_bootstrap,free_w,usd,20,5,0.238602061235,11.929526399,16.0212653588,16.7456020955,11.8719109624,81,2026|2025|2024|2026|2025|2024
year_block_bootstrap,free_w,usd,20,5,0.814914012786,13.0918596125,13.0397861803,17.3711009717,12.3113781986,82,2024|2021|2024|2021|2026|2026
year_block_bootstrap,free_w,usd,24,5,0.818440173132,13.3395875687,12.8793059038,17.3380008228,12.1835086703,83,2023|2022|2024|2024|2021|2024
year_block_bootstrap,free_w,usd,24,5,0.796161458184,12.9772427224,13.3102237576,17.3676581836,12.1145367981,84,2023|2023|2022|2021|2025|2021
year_block_bootstrap,free_w,usd,20,5,0.857331584811,12.9452020244,12.9833169143,17.1426575964,12.1356342106,85,2026|2025|2022|2021|2022|2026
year_block_bootstrap,free_w,usd,22,5,0.565041978201,12.4209974821,14.3186137754,17.1361738775,11.9263453039,86,2023|2023|2025|2026|2025|2022
year_block_bootstrap,free_w,usd,20,5,0.697653044784,12.8142585978,13.6060387979,17.0628998846,11.8985815037,87,2022|2026|2022|2023|2022|2026
year_block_bootstrap,free_w,usd,16,5,0.429272741297,12.1789262911,14.9584956578,17.0123650856,11.9522753878,88,2026|2026|2025|2026|2026|2025
year_block_bootstrap,free_w,usd,22,5,0.546984855692,12.4765330594,14.3913058588,17.154342846,11.8909533107,89,2023|2022|2023|2023|2026|2025
year_block_bootstrap,free_w,usd,22,5,0.772274429145,12.7999551108,13.3319373202,17.3375221691,12.1104628674,90,2026|2021|2024|2025|2023|2025
year_block_bootstrap,free_w,usd,24,5,0.827729719482,12.772662401,13.3078905063,17.2649883638,12.1408593994,91,2025|2021|2025|2025|2022|2021
year_block_bootstrap,free_w,usd,24,5,0.578717448277,12.6462551969,14.1926996896,17.0978775743,11.9191550316,92,2022|2024|2023|2023|2025|2022
year_block_bootstrap,free_w,usd,20,5,0.537039246632,12.4725307869,14.3768757066,17.0547070511,11.9281940054,93,2025|2026|2023|2026|2024|2022
year_block_bootstrap,free_w,usd,20,5,0.57960561186,12.5042962714,14.2049778819,17.157649214,11.9096856594,94,2022|2026|2023|2026|2025|2023
year_block_bootstrap,free_w,usd,24,5,0.79221011568,13.0310760557,13.2016157578,17.2536841124,12.0962673923,95,2025|2021|2024|2022|2022|2023
year_block_bootstrap,free_w,usd,24,5,0.805295708608,12.7484862209,13.2848901772,17.1608603771,12.0415521672,96,2025|2022|2022|2025|2022|2025
year_block_bootstrap,free_w,usd,20,5,0.810388870242,12.9272520858,13.1649628476,17.3467665344,12.2382232253,97,2021|2024|2026|2026|2025|2021
year_block_bootstrap,free_w,usd,20,5,0.469126405819,12.498169566,14.6314173204,16.8807234349,11.9293116196,98,2026|2024|2022|2024|2024|2026
year_block_bootstrap,free_w,usd,20,5,0.486807819479,12.4223895969,14.5957068195,16.9462233686,11.935623743,99,2025|2022|2024|2024|2026|2026
year_block_bootstrap,free_w,usd,22,5,0.833205711035,12.8533747616,13.1990597718,17.2525872234,12.1656260328,100,2021|2026|2021|2025|2025|2022
year_block_bootstrap,free_w,usd,22,5,0.79801325993,13.127347451,13.0573624132,17.3220119942,12.1588836985,101,2024|2023|2021|2022|2026|2024
year_block_bootstrap,free_w,usd,18,5,0.793978037062,12.8535046467,13.1964804906,17.3260889331,12.1826935272,102,2021|2024|2025|2026|2026|2026
year_block_bootstrap,free_w,usd,20,5,0.678393612841,12.6737165557,13.7309381138,17.1334113015,11.9441447383,103,2022|2023|2025|2022|2026|2026
year_block_bootstrap,free_w,usd,22,5,0.80609760162,12.8672101354,13.2418917208,17.3287586119,12.1856267116,104,2026|2024|2025|2021|2021|2025
year_block_bootstrap,free_w,usd,20,5,0.804405575358,12.9128685334,13.1541139819,17.2500990189,12.1501471931,105,2025|2024|2022|2021|2026|2026
year_block_bootstrap,free_w,usd,18,5,0.0267583612615,11.7381008006,17.4921330862,16.3293803791,11.7143775142,106,2024|2026|2024|2024|2026|2026
year_block_bootstrap,free_w,usd,20,5,0.832127784679,12.8238721013,13.1316812752,17.2407216981,12.1200903481,107,2026|2025|2025|2022|2026|2021
year_block_bootstrap,free_w,usd,22,5,0.2916790302,12.0981625968,15.6924552436,16.7680988284,11.8661667746,108,2025|2026|2024|2024|2023|2024
year_block_bootstrap,free_w,usd,22,5,0.812161328874,12.9863122159,13.1230597046,17.1989715437,12.1294004433,109,2024|2025|2021|2022|2022|2026
year_block_bootstrap,free_w,usd,22,5,0.788418941425,12.9884752109,13.1695760628,17.2609404392,12.1527370105,110,2022|2026|2021|2024|2024|2025
year_block_bootstrap,free_w,usd,22,5,0.782487999445,12.7389021186,13.3371949319,17.2949012851,12.1198793701,111,2025|2021|2025|2025|2024|2026
year_block_bootstrap,free_w,usd,24,5,0.788843140195,12.6337433282,13.4183206163,17.3221615115,12.0842891482,112,2025|2025|2025|2025|2023|2021
year_block_bootstrap,free_w,usd,22,5,0.578852937808,12.6693989813,14.2053532308,17.1527786832,11.8499574693,113,2026|2023|2022|2023|2022|2023
year_block_bootstrap,free_w,usd,20,5,0.796569981293,12.9968549523,13.1295840499,17.3210901526,12.1417874749,114,2023|2026|2026|2022|2024|2021
year_block_bootstrap,free_w,usd,24,5,0.776338768918,12.7918567854,13.3866902291,17.3256267426,12.0614374044,115,2023|2022|2025|2025|2023|2021
year_block_bootstrap,free_w,usd,22,5,0.637762904697,12.8777086409,13.795904523,17.0043314975,11.9590109914,116,2022|2024|2024|2022|2026|2022
year_block_bootstrap,free_w,usd,20,5,0.796569981293,12.9968549523,13.1295840499,17.3210901526,12.1417874749,117,2022|2026|2026|2023|2024|2021
year_block_bootstrap,free_w,usd,20,5,0.357532745681,12.0926435424,15.3572634036,16.9237384459,11.9009633808,118,2026|2026|2025|2023|2025|2024
year_block_bootstrap,free_w,usd,22,5,0.522385535077,12.3913384352,14.4859332542,17.0508469066,11.9354778386,119,2023|2025|2022|2025|2024|2026
year_block_bootstrap,free_w,usd,24,5,0.361873151435,12.2348761732,15.2885202717,16.8737689087,11.8877017865,120,2025|2023|2023|2024|2024|2024
year_block_bootstrap,free_w,usd,24,5,0.802458405252,12.8429240698,13.2901760282,17.2488772736,12.0738287935,121,2022|2022|2021|2025|2025|2023
year_block_bootstrap,free_w,usd,20,5,0.825090275303,12.9979926284,13.0573186048,17.2146973367,12.1007511431,122,2026|2022|2026|2023|2022|2021
year_block_bootstrap,free_w,usd,20,5,0.832127808268,12.8238721397,13.1316811768,17.2407217009,12.1200903614,123,2022|2021|2026|2025|2026|2025
year_block_bootstrap,free_w,usd,24,5,0.795530725051,13.1798044323,13.0873243539,17.4016914607,12.0934019952,124,2024|2023|2023|2021|2022|2023
year_block_bootstrap,free_w,usd,24,5,0.506453565639,12.2990081566,14.6060196133,17.0433375148,11.9373736108,125,2025|2025|2022|2024|2023|2025
year_block_bootstrap,free_w,usd,20,5,0.80402610171,12.7822347829,13.2129811272,17.1601702333,12.040846026,126,2026|2025|2022|2026|2022|2025
year_block_bootstrap,free_w,usd,20,5,0.40789502603,12.2349914739,15.0737074641,16.9885917644,11.8918607381,127,2026|2024|2023|2025|2026|2023
year_block_bootstrap,free_w,usd,24,5,0.792210103897,13.0310760349,13.201615812,17.2536841073,12.0962673839,128,2022|2022|2021|2023|2024|2025
year_block_bootstrap,free_w,usd,20,5,0.777943029681,12.8108414866,13.3006361195,17.4306242075,12.0829950867,129,2023|2021|2025|2026|2023|2026
year_block_bootstrap,free_w,usd,22,5,0.47495243236,12.3472344309,14.6852164698,16.9611773106,11.9378513324,130,2026|2024|2022|2024|2025|2025
year_block_bootstrap,free_w,usd,22,5,0.7980132718,13.1273474736,13.0573623594,17.3220120015,12.1588837077,131,2023|2024|2022|2024|2021|2026
year_block_bootstrap,free_w,usd,18,5,0.368911504886,12.1672485059,15.2734222698,16.9201915047,11.8943316341,132,2026|2024|2025|2026|2023|2026
year_block_bootstrap,free_w,usd,18,5,0.816376813121,12.9828963498,13.089301872,17.3842148135,12.3691639373,133,2026|2021|2024|2021|2026|2026
year_block_bootstrap,free_w,usd,20,5,0.391583100903,12.3051103014,15.1194946222,16.9152350855,11.8801893856,134,2023|2024|2026|2026|2024|2023
year_block_bootstrap,free_w,usd,24,5,0.78243657352,13.1189727331,13.2265755487,17.3426257447,12.0384753142,135,2023|2023|2021|2022|2022|2023
year_block_bootstrap,free_w,usd,20,5,0.801798705399,13.0153528068,13.1416740495,17.4462774247,12.2446659389,136,2024|2026|2023|2021|2021|2026
year_block_bootstrap,free_w,usd,20,5,0.810388869632,12.9272520847,13.1649628502,17.3467665346,12.2382232248,137,2021|2021|2025|2024|2026|2026
year_block_bootstrap,free_w,usd,20,5,0.78433614145,12.963583746,13.175618452,17.4576340772,12.1323663098,138,2026|2026|2024|2023|2021|2023
year_block_bootstrap,free_w,usd,22,5,0.769053352797,12.8332526691,13.3391649919,17.4438225746,12.0623241634,139,2026|2023|2023|2025|2023|2021
year_block_bootstrap,free_w,usd,20,5,0.78433614145,12.963583746,13.175618452,17.4576340772,12.1323663098,140,2021|2026|2024|2026|2023|2023
year_block_bootstrap,free_w,usd,20,5,0.810388870503,12.9272520863,13.1649628464,17.3467665343,12.2382232254,141,2024|2025|2026|2021|2021|2026
year_block_bootstrap,free_w,usd,22,5,0.801206921631,12.7958167715,13.3163336108,17.3738108864,12.1437063443,142,2021|2025|2023|2025|2026|2021
year_block_bootstrap,free_w,usd,22,5,0.338640359922,11.9991603505,15.4856546436,16.915643707,11.9000841315,143,2024|2023|2025|2026|2025|2025
year_block_bootstrap,free_w,usd,20,5,0.78433614145,12.963583746,13.175618452,17.4576340772,12.1323663098,144,2026|2024|2023|2021|2026|2023
year_block_bootstrap,free_w,usd,22,5,0.798863708625,12.7957693469,13.2776721826,17.2958386286,12.0849793019,145,2022|2025|2026|2021|2025|2023
year_block_bootstrap,free_w,usd,20,5,0.800101624421,12.8531782007,13.2563015288,17.4162605294,12.1772377658,146,2025|2021|2026|2023|2021|2026
year_block_bootstrap,free_w,usd,20,5,0.801874701616,13.0542998563,13.0658599088,17.2635449319,12.2023543121,147,2022|2026|2021|2024|2024|2026
year_block_bootstrap,free_w,usd,24,5,0.62697481309,12.7649772797,13.9528594027,17.0729135987,11.9337137597,148,2024|2022|2023|2022|2025|2022
year_block_bootstrap,free_w,usd,20,5,0.518064407288,12.5535041337,14.4103455238,16.998698194,11.924792341,149,2026|2023|2024|2024|2022|2026
year_block_bootstrap,free_w,usd,24,5,0.894408603677,13.3450032621,12.7501845746,16.9614260067,12.1436634559,150,2022|2022|2021|2022|2022|2022
year_block_bootstrap,free_w,usd,22,5,0.790027087716,13.0594757343,13.140130075,17.3673944041,12.1076537829,151,2026|2021|2022|2024|2023|2023
year_block_bootstrap,free_w,usd,22,5,0.798013283669,13.1273474961,13.0573623056,17.3220120088,12.1588837169,152,2021|2026|2024|2023|2024|2022
year_block_bootstrap,free_w,usd,22,5,0.831599352037,13.0959894948,13.0270815923,17.1556968341,12.0874480238,153,2022|2022|2023|2026|2021|2022
year_block_bootstrap,free_w,usd,24,5,0.802574473243,12.7994401521,13.3266581427,17.3176431106,12.157061433,154,2025|2021|2025|2021|2024|2025
year_block_bootstrap,free_w,usd,22,5,0.782888988435,12.8676469993,13.2903475895,17.3486016398,12.0658914537,155,2023|2021|2023|2026|2025|2022
year_block_bootstrap,free_w,usd,20,5,0.777943041253,12.8108415066,13.3006360681,17.4306242123,12.082995093,156,2023|2026|2021|2023|2026|2025
year_block_bootstrap,free_w,usd,22,5,0.571452090833,12.6541115055,14.1789882133,17.1552862023,11.9123019739,157,2024|2023|2026|2023|2023|2022
year_block_bootstrap,free_w,usd,22,5,0.522385524799,12.3913384188,14.4859333075,17.0508468979,11.9354778334,158,2025|2023|2024|2025|2026|2022
year_block_bootstrap,free_w,usd,18,5,0.840817876629,12.8832689,13.0131023128,17.1172829994,12.0514214918,159,2022|2025|2022|2026|2026|2026
year_block_bootstrap,free_w,usd,20,5,0.188967983994,11.926194101,16.3214564532,16.6167217821,11.8328644994,160,2025|2026|2024|2026|2024|2024
year_block_bootstrap,free_w,usd,18,5,0.590439228283,12.5738857478,14.1151138898,17.1877740883,11.8667992734,161,2023|2026|2026|2023|2022|2026
year_block_bootstrap,free_w,usd,18,5,0.590439215694,12.573885729,14.1151139536,17.1877740773,11.8667992652,162,2026|2022|2026|2026|2023|2023
year_block_bootstrap,free_w,usd,24,5,0.792210103897,13.0310760349,13.201615812,17.2536841073,12.0962673839,163,2022|2021|2022|2024|2025|2023
year_block_bootstrap,free_w,usd,22,5,0.796357251472,13.1060208799,13.0577467212,17.4286138692,12.1559489783,164,2024|2023|2026|2021|2023|2024
year_block_bootstrap,free_w,usd,20,5,0.439502806288,12.1362877193,14.9478392148,17.0403068675,11.933127926,165,2025|2026|2026|2025|2025|2023
year_block_bootstrap,free_w,usd,24,5,0.784712905231,13.0586712065,13.1674945677,17.3025449369,12.1269833354,166,2025|2024|2024|2022|2021|2023
year_block_bootstrap,free_w,usd,20,5,0.804192627586,12.860227953,13.1974258367,17.3040383486,12.0957840714,167,2025|2026|2022|2021|2026|2023
year_block_bootstrap,free_w,usd,24,5,0.784712906183,13.0586712084,13.1674945634,17.3025449376,12.126983336,168,2021|2024|2023|2024|2025|2022
year_block_bootstrap,free_w,usd,22,5,0.834139589596,13.1246947818,13.0681235792,17.2325150006,12.1743592619,169,2022|2023|2021|2021|2022|2026
year_block_bootstrap,free_w,usd,20,5,0.800101621463,12.8531781954,13.2563015418,17.4162605306,12.1772377638,170,2025|2021|2023|2021|2026|2026
year_block_bootstrap,free_w,usd,24,5,0.808058315392,12.8520080108,13.3294391639,17.3120647349,12.126639408,171,2025|2022|2021|2021|2025|2023
year_block_bootstrap,free_w,usd,24,5,0.857618009257,13.532489085,12.9604338877,17.1824593095,12.2990788633,172,2021|2022|2024|2021|2022|2021
year_block_bootstrap,free_w,usd,22,5,0.338640357657,11.9991603469,15.4856546567,16.915643705,11.9000841306,173,2025|2025|2023|2026|2025|2024
year_block_bootstrap,free_w,usd,20,5,0.814914029787,13.0918596458,13.0397861056,17.3711009703,12.3113782137,174,2026|2026|2024|2024|2021|2021
year_block_bootstrap,free_w,usd,24,5,0.800109642745,12.9698289555,13.2162048663,17.3279878099,12.1863895718,175,2021|2024|2024|2021|2025|2025
year_block_bootstrap,free_w,usd,24,5,0.817207736465,13.1654550951,13.0781091249,17.2886358223,12.2044967583,176,2021|2024|2024|2025|2022|2021
year_block_bootstrap,free_w,usd,22,5,0.776142451464,12.9520942295,13.2147947286,17.3508966785,12.1445271999,177,2025|2021|2026|2024|2023|2024
year_block_bootstrap,free_w,usd,20,5,0.453575809556,12.2143961636,14.8701386947,17.0772838185,11.9115577132,178,2023|2026|2025|2023|2025|2026
year_block_bootstrap,free_w,usd,24,5,0.33815898215,12.0847281211,15.4831372618,16.8892102765,11.8800504322,179,2025|2023|2025|2024|2024|2023
year_block_bootstrap,free_w,usd,22,5,0.782487987806,12.7389020974,13.3371949813,17.2949012791,12.1198793647,180,2024|2026|2025|2021|2025|2025
year_block_bootstrap,free_w,usd,20,5,0.789790989622,13.0196881236,13.1123050719,17.3949483522,12.1881972557,181,2023|2021|2024|2026|2026|2024
year_block_bootstrap,free_w,usd,22,5,0.843114946017,13.001298454,13.1744888763,17.2338049988,12.2658825817,182,2021|2025|2022|2021|2026|2021
