spec_id,line,window,horizon_q,n,n_signal_used,mape_aug,mape_none,iv_eq,iv_rw,margin_mae_aug,margin_mae_none,iv_margin_eq,iv_margin_rw,kind
best1_rw,sm,W1,2,12,0,0.08707929318316948,0.08707929318316948,1.0,1.0,2.880884166452607,2.6734157389355553,1.0776042515555986,1.0360346575002668,best1
best1_rw,sm,W2,0,10,2,0.05590303261187145,0.06180141379168358,0.9045591222282708,0.8800043192617636,2.1565473115545393,1.9104757081829469,1.1288012207209015,1.2902884984495715,best1
best1_rw,sm,W2,1,9,0,0.07317449474979461,0.07317449474979461,1.0,1.0,2.674715689525458,2.5239241803644825,1.0597448648949508,1.0254136342207967,best1
best1_rw,sm,W2,2,8,0,0.07647096298061898,0.07647096298061898,1.0,1.0,2.2776957231023243,2.278531238963254,0.9996333094553884,0.995372671688364,best1
best1_rw,ga,W1,0,14,2,0.06300304936180832,0.07013070665564705,0.8983660990493556,0.8957773261559789,2.430931166011469,2.2590052259941173,1.076106924428071,1.2330783071760352,best1
best1_rw,ga,W1,1,13,0,0.07161922972803428,0.0770960204997903,0.9289614335960322,0.9343742005315199,3.365089386033176,3.1537321431469625,1.0670181338467477,1.0342277693565303,best1
best1_rw,ga,W1,2,12,0,0.08182550408552645,0.08182550408552645,1.0,1.0,2.880884166452607,2.6734157389355553,1.0776042515555986,1.0360346575002668,best1
best1_rw,ga,W2,0,10,2,0.07244245836943876,0.08091063943468806,0.8953390910711452,0.8977316848733796,2.1565473115545393,1.9104757081829469,1.1288012207209015,1.2902884984495715,best1
best1_rw,ga,W2,1,9,0,0.08491190584054512,0.09402801064645451,0.9030490516258398,0.9233391048410159,2.674715689525458,2.5239241803644825,1.0597448648949508,1.0254136342207967,best1
best1_rw,ga,W2,2,8,0,0.09892236778905555,0.09892236778905555,1.0,1.0,2.2776957231023243,2.278531238963254,0.9996333094553884,0.995372671688364,best1
ridge_all_rw,cor,W1,0,14,8,0.036868161935240056,0.037604326028543834,0.9804234200941405,0.9792692620119433,2.248344381140203,2.2590052259941173,0.9952807347538459,1.019576673711984,ridge_all
ridge_all_rw,cor,W1,1,13,7,0.0465811645110198,0.046504274625102565,1.001653393941462,1.0016371259904664,3.1582820931253597,3.1537321431469625,1.0014427192202369,1.0017319769385682,ridge_all
ridge_all_rw,cor,W1,2,12,6,0.04781712836192054,0.047873815100816654,0.9988159134847153,0.9996919854571843,2.673928880457948,2.6734157389355553,1.000191942283768,0.9997975679465132,ridge_all
ridge_all_rw,cor,W2,0,10,8,0.03934371488466406,0.04037434461528935,0.9744731526803534,0.9772681273378813,1.9038919206360045,1.9104757081829469,0.9965538491179224,1.0259461409891921,ridge_all
ridge_all_rw,cor,W2,1,9,7,0.04497605041321346,0.04486498724466634,1.0024754976066628,1.0018824450716464,2.5324349728864894,2.5239241803644825,1.0033720476186325,1.0024461617364897,ridge_all
ridge_all_rw,cor,W2,2,8,6,0.05206886707793537,0.05215389718627954,0.998369630786354,0.999655770086217,2.2777695231590256,2.278531238963254,0.9996656987662916,0.9994145653779042,ridge_all
ridge_all_rw,ops,W1,0,14,8,0.061259176762351576,0.060656892326872984,1.0099293651945265,1.0077918554285,2.248344381140203,2.2590052259941173,0.9952807347538459,1.019576673711984,ridge_all
ridge_all_rw,ops,W1,1,13,7,0.07505585144472786,0.07446182424872978,1.0079776073443192,1.0166978253857242,3.1582820931253597,3.1537321431469625,1.0014427192202369,1.0017319769385682,ridge_all
ridge_all_rw,ops,W1,2,12,6,0.0764060636972573,0.0763962959632285,1.0001278561205835,1.003149466364708,2.673928880457948,2.6734157389355553,1.000191942283768,0.9997975679465132,ridge_all
ridge_all_rw,ops,W2,0,10,8,0.05907711589419741,0.05823391768452738,1.0144795034096437,1.0089974222600955,1.9038919206360045,1.9104757081829469,0.9965538491179224,1.0259461409891921,ridge_all
ridge_all_rw,ops,W2,1,9,7,0.05882114113224793,0.05796310184913959,1.0148031981680614,1.021763119836642,2.5324349728864894,2.5239241803644825,1.0033720476186325,1.0024461617364897,ridge_all
ridge_all_rw,ops,W2,2,8,6,0.04660113615148813,0.04658648455044492,1.000314503255281,1.0048077854466086,2.2777695231590256,2.278531238963254,0.9996656987662916,0.9994145653779042,ridge_all
ridge_all_rw,pd,W1,0,14,8,0.03803142443605522,0.037724435616801506,1.0081376649970872,1.0091027830114396,2.248344381140203,2.2590052259941173,0.9952807347538459,1.019576673711984,ridge_all
ridge_all_rw,pd,W1,1,13,7,0.044062077740555435,0.04435308993456347,0.9934387391174464,0.9938198045346593,3.1582820931253597,3.1537321431469625,1.0014427192202369,1.0017319769385682,ridge_all
ridge_all_rw,pd,W1,2,12,6,0.047191934548400344,0.04730171804632154,0.9976790801168429,1.0020992833470361,2.673928880457948,2.6734157389355553,1.000191942283768,0.9997975679465132,ridge_all
ridge_all_rw,pd,W2,0,10,8,0.03637767103924391,0.03592425288440203,1.0126215054854697,1.0108589805947656,1.9038919206360045,1.9104757081829469,0.9965538491179224,1.0259461409891921,ridge_all
ridge_all_rw,pd,W2,1,9,7,0.04522300293742755,0.045500203040272864,0.993907717233702,0.9944039530479202,2.5324349728864894,2.5239241803644825,1.0033720476186325,1.0024461617364897,ridge_all
ridge_all_rw,pd,W2,2,8,6,0.05543397686905126,0.05543862614931498,0.9999161364451709,1.004004747293683,2.2777695231590256,2.278531238963254,0.9996656987662916,0.9994145653779042,ridge_all
ridge_all_rw,sm,W1,0,14,8,0.07469538344610703,0.07706784129674712,0.9692159815206836,0.9308773903650983,2.248344381140203,2.2590052259941173,0.9952807347538459,1.019576673711984,ridge_all
ridge_all_rw,sm,W1,1,13,7,0.08796558255448936,0.08798465900412125,0.9997831843659132,0.9999450284647791,3.1582820931253597,3.1537321431469625,1.0014427192202369,1.0017319769385682,ridge_all
ridge_all_rw,sm,W1,2,12,6,0.0869255498137234,0.08707929318316948,0.9982344439897705,0.9973808912403098,2.673928880457948,2.6734157389355553,1.000191942283768,0.9997975679465132,ridge_all
ridge_all_rw,sm,W2,0,10,8,0.05847997280078745,0.06180141379168358,0.9462562296375315,0.9157656982353667,1.9038919206360045,1.9104757081829469,0.9965538491179224,1.0259461409891921,ridge_all
ridge_all_rw,sm,W2,1,9,7,0.07314693987810411,0.07317449474979461,0.9996234361195835,0.9999331264631696,2.5324349728864894,2.5239241803644825,1.0033720476186325,1.0024461617364897,ridge_all
ridge_all_rw,sm,W2,2,8,6,0.07624034792644986,0.07647096298061898,0.9969842794548361,0.9968289848371149,2.2777695231590256,2.278531238963254,0.9996656987662916,0.9994145653779042,ridge_all
ridge_all_rw,ga,W1,0,14,8,0.0697057044795328,0.07013070665564705,0.9939398560718762,0.9970109914501613,2.248344381140203,2.2590052259941173,0.9952807347538459,1.019576673711984,ridge_all
ridge_all_rw,ga,W1,1,13,7,0.07709602049979028,0.0770960204997903,0.9999999999999998,0.9999999999999999,3.1582820931253597,3.1537321431469625,1.0014427192202369,1.0017319769385682,ridge_all
ridge_all_rw,ga,W1,2,12,6,0.08182550408552647,0.08182550408552645,1.0000000000000002,1.0000000000000002,2.673928880457948,2.6734157389355553,1.000191942283768,0.9997975679465132,ridge_all
ridge_all_rw,ga,W2,0,10,8,0.08097578530953699,0.08091063943468806,1.000805158324098,0.9986675737340663,1.9038919206360045,1.9104757081829469,0.9965538491179224,1.0259461409891921,ridge_all
ridge_all_rw,ga,W2,1,9,7,0.09402801064645448,0.09402801064645451,0.9999999999999997,0.9999999999999998,2.5324349728864894,2.5239241803644825,1.0033720476186325,1.0024461617364897,ridge_all
ridge_all_rw,ga,W2,2,8,6,0.09892236778905558,0.09892236778905555,1.0000000000000002,1.0000000000000002,2.2777695231590256,2.278531238963254,0.9996656987662916,0.9994145653779042,ridge_all
best1_eq,cor,W1,0,14,2,0.04556232184287063,0.04035420695246401,1.1290600233215242,1.0635157519738174,2.4445022286642506,2.214424705499332,1.1038994564112028,1.273183230416074,best1
best1_eq,cor,W1,1,13,0,0.060684636363139484,0.04907380502850711,1.2365993696206685,1.1345050751722285,3.202673865081785,2.9765101931505433,1.0759828313209485,1.027445127015046,best1
best1_eq,cor,W1,2,12,0,0.0625325283224927,0.04953730477768881,1.2623320667751958,1.1554337736186562,2.71673276170444,2.538319723382209,1.070287850927031,1.021988803954854,best1
best1_eq,cor,W2,0,10,2,0.04043632000179707,0.04061928294870696,0.995495662807713,1.003657746194798,2.1251490072654424,1.842325612675284,1.1535143367949294,1.3333726665442402,best1
best1_eq,cor,W2,1,9,0,0.04541974432336905,0.0446822001428883,1.016506442792033,1.0361016916932013,2.3435990304182344,2.2401119362644923,1.046197287054464,1.0057451489173688,best1
best1_eq,cor,W2,2,8,0,0.053483846676383465,0.05210890837775538,1.02638585879905,1.0444280606583252,2.0725431739094398,2.105436900811269,0.9843767690738418,0.9779142012786975,best1
best1_eq,ops,W1,0,14,2,0.06780182226687777,0.06604660561052798,1.0265754256426163,1.0115427179033443,2.4445022286642506,2.214424705499332,1.1038994564112028,1.273183230416074,best1
best1_eq,ops,W1,1,13,0,0.07733646349187635,0.07733646349187635,1.0,1.0,3.202673865081785,2.9765101931505433,1.0759828313209485,1.027445127015046,best1
best1_eq,ops,W1,2,12,0,0.08240911266035746,0.08240911266035746,1.0,1.0,2.71673276170444,2.538319723382209,1.070287850927031,1.021988803954854,best1
best1_eq,ops,W2,0,10,2,0.06719469891832516,0.06634334600961125,1.0128325289561153,1.0067461717039676,2.1251490072654424,1.842325612675284,1.1535143367949294,1.3333726665442402,best1
best1_eq,ops,W2,1,9,0,0.06198375277180715,0.06198375277180715,1.0,1.0,2.3435990304182344,2.2401119362644923,1.046197287054464,1.0057451489173688,best1
best1_eq,ops,W2,2,8,0,0.05400870858692268,0.05400870858692268,1.0,1.0,2.0725431739094398,2.105436900811269,0.9843767690738418,0.9779142012786975,best1
best1_eq,pd,W1,0,14,2,0.03624394455772107,0.03946534481717935,0.918373948729418,0.8623364634374572,2.4445022286642506,2.214424705499332,1.1038994564112028,1.273183230416074,best1
best1_eq,pd,W1,1,13,0,0.043486169270846683,0.04403702869632183,0.987490994697352,0.9645417743199851,3.202673865081785,2.9765101931505433,1.0759828313209485,1.027445127015046,best1
best1_eq,pd,W1,2,12,0,0.045879717427713296,0.045879717427713296,1.0,1.0,2.71673276170444,2.538319723382209,1.070287850927031,1.021988803954854,best1
best1_eq,pd,W2,0,10,2,0.034536715371039375,0.039046675734280965,0.8844982247929988,0.8419193739151869,2.1251490072654424,1.842325612675284,1.1535143367949294,1.3333726665442402,best1
best1_eq,pd,W2,1,9,0,0.04433938270821702,0.045135068545014465,0.9823710063494446,0.959015252735178,2.3435990304182344,2.2401119362644923,1.046197287054464,1.0057451489173688,best1
best1_eq,pd,W2,2,8,0,0.05188906879140054,0.05188906879140054,1.0,1.0,2.0725431739094398,2.105436900811269,0.9843767690738418,0.9779142012786975,best1
best1_eq,sm,W1,0,14,2,0.0713407200750898,0.07992271696043597,0.8926213070359645,0.7925714021814857,2.4445022286642506,2.214424705499332,1.1038994564112028,1.273183230416074,best1
best1_eq,sm,W1,1,13,0,0.08907605938756495,0.08907605938756495,1.0,1.0,3.202673865081785,2.9765101931505433,1.0759828313209485,1.027445127015046,best1
best1_eq,sm,W1,2,12,0,0.08983953646924452,0.08983953646924452,1.0,1.0,2.71673276170444,2.538319723382209,1.070287850927031,1.021988803954854,best1
best1_eq,sm,W2,0,10,2,0.05169957787988192,0.06507307576182172,0.79448492751612,0.7439886018901561,2.1251490072654424,1.842325612675284,1.1535143367949294,1.3333726665442402,best1
best1_eq,sm,W2,1,9,0,0.07607990045925468,0.07607990045925468,1.0,1.0,2.3435990304182344,2.2401119362644923,1.046197287054464,1.0057451489173688,best1
best1_eq,sm,W2,2,8,0,0.08199115961738115,0.08199115961738115,1.0,1.0,2.0725431739094398,2.105436900811269,0.9843767690738418,0.9779142012786975,best1
best1_eq,ga,W1,0,14,2,0.06263909503755692,0.07446636202057325,0.841173025482986,0.8364695297910961,2.4445022286642506,2.214424705499332,1.1038994564112028,1.273183230416074,best1
best1_eq,ga,W1,1,13,0,0.07070203141923305,0.07996992632458678,0.8841077473582176,0.8714345051293745,3.202673865081785,2.9765101931505433,1.0759828313209485,1.027445127015046,best1
best1_eq,ga,W1,2,12,0,0.08595804579622178,0.08595804579622178,1.0,1.0,2.71673276170444,2.538319723382209,1.070287850927031,1.021988803954854,best1
best1_eq,ga,W2,0,10,2,0.07209665164339793,0.08738311973264572,0.8250638322822792,0.8340852235033245,2.1251490072654424,1.842325612675284,1.1535143367949294,1.3333726665442402,best1
best1_eq,ga,W2,1,9,0,0.0807750131756983,0.09835438734071565,0.8212649721041977,0.8511747347222203,2.3435990304182344,2.2401119362644923,1.046197287054464,1.0057451489173688,best1
best1_eq,ga,W2,2,8,0,0.10548300177790007,0.10548300177790007,1.0,1.0,2.0725431739094398,2.105436900811269,0.9843767690738418,0.9779142012786975,best1
ridge_all_eq,cor,W1,0,14,8,0.03978093683300844,0.04035420695246401,0.9857940432299696,0.9941449852883675,2.182563578687451,2.214424705499332,0.985612007157996,0.9723694325381389,ridge_all
ridge_all_eq,cor,W1,1,13,7,0.049150300935560734,0.04907380502850711,1.001558793067079,1.0028137838954914,2.9814920826816715,2.9765101931505433,1.0016737350816376,1.0017937860378079,ridge_all
ridge_all_eq,cor,W1,2,12,6,0.04931127337601284,0.04953730477768881,0.9954371477679227,0.997956318401268,2.5415933567259263,2.538319723382209,1.0012896851856612,1.0018255885633778,ridge_all
ridge_all_eq,cor,W2,0,10,8,0.03981670478146917,0.04061928294870696,0.9802414491597189,0.9933922886990627,1.8028902563367164,1.842325612675284,0.9785947955848572,0.9660579899760104,ridge_all
ridge_all_eq,cor,W2,1,9,7,0.04479269423085465,0.0446822001428883,1.0024728882555693,1.0033342692974965,2.2485232623916755,2.2401119362644923,1.0037548686701834,1.002490865926126,ridge_all
ridge_all_eq,cor,W2,2,8,6,0.05176986127524141,0.05210890837775538,0.9934934905936602,0.997670627755945,2.109387355075866,2.105436900811269,1.0018763109277102,1.002161847585255,ridge_all
ridge_all_eq,ops,W1,0,14,8,0.06629109264454161,0.06604660561052798,1.0037017350362463,1.0012360953529256,2.182563578687451,2.214424705499332,0.985612007157996,0.9723694325381389,ridge_all
ridge_all_eq,ops,W1,1,13,7,0.07779169754343776,0.07733646349187635,1.0058864089590704,1.0090588388522934,2.9814920826816715,2.9765101931505433,1.0016737350816376,1.0017937860378079,ridge_all
ridge_all_eq,ops,W1,2,12,6,0.08215329705185179,0.08240911266035746,0.996895784941163,0.993493044067339,2.5415933567259263,2.538319723382209,1.0012896851856612,1.0018255885633778,ridge_all
ridge_all_eq,ops,W2,0,10,8,0.06668562785723033,0.06634334600961125,1.005159249091378,1.0014006723478448,1.8028902563367164,1.842325612675284,0.9785947955848572,0.9660579899760104,ridge_all
ridge_all_eq,ops,W2,1,9,7,0.06264131306850698,0.06198375277180715,1.0106085912403633,1.0117052592503604,2.2485232623916755,2.2401119362644923,1.0037548686701834,1.002490865926126,ridge_all
ridge_all_eq,ops,W2,2,8,6,0.05362498517416418,0.05400870858692268,0.9928951566738367,0.9904458599216913,2.109387355075866,2.105436900811269,1.0018763109277102,1.002161847585255,ridge_all
ridge_all_eq,pd,W1,0,14,8,0.0383535544730822,0.03946534481717935,0.9718286930154179,0.9729335005508786,2.182563578687451,2.214424705499332,0.985612007157996,0.9723694325381389,ridge_all
ridge_all_eq,pd,W1,1,13,7,0.04388420798197106,0.04403702869632183,0.9965297223978343,0.9967164153950646,2.9814920826816715,2.9765101931505433,1.0016737350816376,1.0017937860378079,ridge_all
ridge_all_eq,pd,W1,2,12,6,0.045765380585078536,0.045879717427713296,0.9975079000254327,0.9977840442431332,2.5415933567259263,2.538319723382209,1.0012896851856612,1.0018255885633778,ridge_all
ridge_all_eq,pd,W2,0,10,8,0.03744272822338894,0.039046675734280965,0.9589223030967565,0.9684125192293279,1.8028902563367164,1.842325612675284,0.9785947955848572,0.9660579899760104,ridge_all
ridge_all_eq,pd,W2,1,9,7,0.045004063494338685,0.045135068545014465,0.9970974886069991,0.9971763301967973,2.2485232623916755,2.2401119362644923,1.0037548686701834,1.002490865926126,ridge_all
ridge_all_eq,pd,W2,2,8,6,0.051817877900171824,0.05188906879140054,0.9986280175596346,0.9985985347224149,2.109387355075866,2.105436900811269,1.0018763109277102,1.002161847585255,ridge_all
ridge_all_eq,sm,W1,0,14,8,0.0764007649467493,0.07992271696043597,0.9559330294610713,0.9118719911143207,2.182563578687451,2.214424705499332,0.985612007157996,0.9723694325381389,ridge_all
ridge_all_eq,sm,W1,1,13,7,0.08878069196310157,0.08907605938756495,0.9966840986624895,0.9948853878185132,2.9814920826816715,2.9765101931505433,1.0016737350816376,1.0017937860378079,ridge_all
ridge_all_eq,sm,W1,2,12,6,0.08949914125901211,0.08983953646924452,0.9962110756175936,0.9934680208690333,2.5415933567259263,2.538319723382209,1.0012896851856612,1.0018255885633778,ridge_all
ridge_all_eq,sm,W2,0,10,8,0.06014234294266039,0.06507307576182172,0.9242277583864541,0.8945983319523456,1.8028902563367164,1.842325612675284,0.9785947955848572,0.9660579899760104,ridge_all
ridge_all_eq,sm,W2,1,9,7,0.07565325862391867,0.07607990045925468,0.9943921872562845,0.9939016825982344,2.2485232623916755,2.2401119362644923,1.0037548686701834,1.002490865926126,ridge_all
ridge_all_eq,sm,W2,2,8,6,0.08148056680203254,0.08199115961738115,0.9937725869748478,0.9922592001546658,2.109387355075866,2.105436900811269,1.0018763109277102,1.002161847585255,ridge_all
ridge_all_eq,ga,W1,0,14,8,0.07365914783425352,0.07446636202057325,0.9891600158189988,0.9907330486180416,2.182563578687451,2.214424705499332,0.985612007157996,0.9723694325381389,ridge_all
ridge_all_eq,ga,W1,1,13,7,0.07996992632458678,0.07996992632458678,1.0,0.9999999999999998,2.9814920826816715,2.9765101931505433,1.0016737350816376,1.0017937860378079,ridge_all
ridge_all_eq,ga,W1,2,12,6,0.08595804579622184,0.08595804579622178,1.0000000000000007,1.0000000000000004,2.5415933567259263,2.538319723382209,1.0012896851856612,1.0018255885633778,ridge_all
ridge_all_eq,ga,W2,0,10,8,0.0865778094579093,0.08738311973264572,0.9907841436973146,0.9908604868378266,1.8028902563367164,1.842325612675284,0.9785947955848572,0.9660579899760104,ridge_all
ridge_all_eq,ga,W2,1,9,7,0.09835438734071565,0.09835438734071565,1.0,1.0,2.2485232623916755,2.2401119362644923,1.0037548686701834,1.002490865926126,ridge_all
ridge_all_eq,ga,W2,2,8,6,0.10548300177790015,0.10548300177790007,1.0000000000000009,1.0000000000000004,2.109387355075866,2.105436900811269,1.0018763109277102,1.002161847585255,ridge_all
surv_emp_computer_systems_design_rw,cor,W1,0,14,13,0.037604326028543834,0.037604326028543834,1.0,1.0,2.24514038623127,2.2590052259941173,0.9938624135954597,1.008936073977256,surv
surv_emp_computer_systems_design_rw,cor,W1,1,13,12,0.046504274625102565,0.046504274625102565,1.0,1.0,3.201878757916892,3.1537321431469625,1.0152665516868806,1.0119113584235842,surv
surv_emp_computer_systems_design_rw,cor,W1,2,12,0,0.047873815100816654,0.047873815100816654,1.0,1.0,2.6734157389355553,2.6734157389355553,1.0,1.0,surv
surv_emp_computer_systems_design_rw,cor,W2,0,10,10,0.04037434461528935,0.04037434461528935,1.0,1.0,1.90799942003819,1.9104757081829469,0.9987038368851535,1.0162612557733843,surv
surv_emp_computer_systems_design_rw,cor,W2,1,9,9,0.04486498724466634,0.04486498724466634,1.0,1.0,2.661328375157336,2.5239241803644825,1.0544406982831833,1.0241285566082718,surv
surv_emp_computer_systems_design_rw,cor,W2,2,8,0,0.05215389718627954,0.05215389718627954,1.0,1.0,2.278531238963254,2.278531238963254,1.0,1.0,surv
surv_emp_computer_systems_design_rw,ops,W1,0,14,13,0.060656892326872984,0.060656892326872984,1.0,1.0,2.24514038623127,2.2590052259941173,0.9938624135954597,1.008936073977256,surv
surv_emp_computer_systems_design_rw,ops,W1,1,13,12,0.07446182424872978,0.07446182424872978,1.0,1.0,3.201878757916892,3.1537321431469625,1.0152665516868806,1.0119113584235842,surv
surv_emp_computer_systems_design_rw,ops,W1,2,12,0,0.0763962959632285,0.0763962959632285,1.0,1.0,2.6734157389355553,2.6734157389355553,1.0,1.0,surv
surv_emp_computer_systems_design_rw,ops,W2,0,10,10,0.05823391768452738,0.05823391768452738,1.0,1.0,1.90799942003819,1.9104757081829469,0.9987038368851535,1.0162612557733843,surv
surv_emp_computer_systems_design_rw,ops,W2,1,9,9,0.05796310184913959,0.05796310184913959,1.0,1.0,2.661328375157336,2.5239241803644825,1.0544406982831833,1.0241285566082718,surv
surv_emp_computer_systems_design_rw,ops,W2,2,8,0,0.04658648455044492,0.04658648455044492,1.0,1.0,2.278531238963254,2.278531238963254,1.0,1.0,surv
surv_emp_computer_systems_design_rw,pd,W1,0,14,13,0.037724435616801506,0.037724435616801506,1.0,1.0,2.24514038623127,2.2590052259941173,0.9938624135954597,1.008936073977256,surv
surv_emp_computer_systems_design_rw,pd,W1,1,13,12,0.04435308993456347,0.04435308993456347,1.0,1.0,3.201878757916892,3.1537321431469625,1.0152665516868806,1.0119113584235842,surv
surv_emp_computer_systems_design_rw,pd,W1,2,12,0,0.04730171804632154,0.04730171804632154,1.0,1.0,2.6734157389355553,2.6734157389355553,1.0,1.0,surv
surv_emp_computer_systems_design_rw,pd,W2,0,10,10,0.03592425288440203,0.03592425288440203,1.0,1.0,1.90799942003819,1.9104757081829469,0.9987038368851535,1.0162612557733843,surv
surv_emp_computer_systems_design_rw,pd,W2,1,9,9,0.045500203040272864,0.045500203040272864,1.0,1.0,2.661328375157336,2.5239241803644825,1.0544406982831833,1.0241285566082718,surv
surv_emp_computer_systems_design_rw,pd,W2,2,8,0,0.05543862614931498,0.05543862614931498,1.0,1.0,2.278531238963254,2.278531238963254,1.0,1.0,surv
surv_emp_computer_systems_design_rw,sm,W1,0,14,13,0.07706784129674712,0.07706784129674712,1.0,1.0,2.24514038623127,2.2590052259941173,0.9938624135954597,1.008936073977256,surv
surv_emp_computer_systems_design_rw,sm,W1,1,13,12,0.08798465900412125,0.08798465900412125,1.0,1.0,3.201878757916892,3.1537321431469625,1.0152665516868806,1.0119113584235842,surv
surv_emp_computer_systems_design_rw,sm,W1,2,12,0,0.08707929318316948,0.08707929318316948,1.0,1.0,2.6734157389355553,2.6734157389355553,1.0,1.0,surv
surv_emp_computer_systems_design_rw,sm,W2,0,10,10,0.06180141379168358,0.06180141379168358,1.0,1.0,1.90799942003819,1.9104757081829469,0.9987038368851535,1.0162612557733843,surv
surv_emp_computer_systems_design_rw,sm,W2,1,9,9,0.07317449474979461,0.07317449474979461,1.0,1.0,2.661328375157336,2.5239241803644825,1.0544406982831833,1.0241285566082718,surv
surv_emp_computer_systems_design_rw,sm,W2,2,8,0,0.07647096298061898,0.07647096298061898,1.0,1.0,2.278531238963254,2.278531238963254,1.0,1.0,surv
surv_emp_computer_systems_design_rw,ga,W1,0,14,13,0.06300304936180832,0.07013070665564705,0.8983660990493556,0.8957773261559789,2.24514038623127,2.2590052259941173,0.9938624135954597,1.008936073977256,surv
surv_emp_computer_systems_design_rw,ga,W1,1,13,12,0.07161922972803428,0.0770960204997903,0.9289614335960322,0.9343742005315199,3.201878757916892,3.1537321431469625,1.0152665516868806,1.0119113584235842,surv
surv_emp_computer_systems_design_rw,ga,W1,2,12,0,0.08182550408552645,0.08182550408552645,1.0,1.0,2.6734157389355553,2.6734157389355553,1.0,1.0,surv
surv_emp_computer_systems_design_rw,ga,W2,0,10,10,0.07244245836943876,0.08091063943468806,0.8953390910711452,0.8977316848733796,1.90799942003819,1.9104757081829469,0.9987038368851535,1.0162612557733843,surv
surv_emp_computer_systems_design_rw,ga,W2,1,9,9,0.08491190584054512,0.09402801064645451,0.9030490516258398,0.9233391048410159,2.661328375157336,2.5239241803644825,1.0544406982831833,1.0241285566082718,surv
surv_emp_computer_systems_design_rw,ga,W2,2,8,0,0.09892236778905555,0.09892236778905555,1.0,1.0,2.278531238963254,2.278531238963254,1.0,1.0,surv
