quarter,revenue,nights,gbv,cor,ops,pd,sm,ga,other_net,sum_lines,adj_ebitda_musd,adj_ebitda_margin_pct,total_cash_costs_musd,vintage_date,horizon_q,spec_id,prior_basis,rev_leg,scenario,n_train,knowable_from,flags,signal_x
2023Q1,1945.4430040232455,127.73291856681966,22549.989310435936,457.80587659701035,259.90123822837614,275.77389285750763,419.8760198175091,177.11554950640553,26.02089373452353,1590.4725770068087,380.99132075096037,19.583782200920652,1564.4516832722852,2022-11-01,1,none_rw,full_sample,naive,backtest,11,2022-11-01,,
2023Q2,2712.532856504247,129.7225962843634,22285.716277123796,492.4670680737616,283.54763592442083,258.9686909116223,454.2278308977174,196.5522620944373,36.280954550985754,1685.7634879019595,1063.0503231532732,39.19032061138865,1649.4825333509737,2022-11-01,2,none_rw,full_sample,naive,backtest,11,2022-11-01,,
2023Q1,1845.146739130435,120.87316744228599,20244.88934902764,436.67482351381426,262.5443504107612,264.51092501040284,383.5456863869481,196.39412220661967,17.91157385900192,1543.669907528546,319.3884054608909,17.309647990999867,1525.758333669544,2023-02-14,0,none_rw,PIT,guide_cushion,backtest,12,2023-02-14,,
2023Q2,2612.1462140992166,124.63866151016865,20314.48146488388,473.52722201986654,287.67637066957997,248.39206957549194,418.5590715693835,217.94647104299784,25.357143067331354,1646.1012048773198,991.4021522892282,37.95354742923943,1620.7440618099886,2023-02-14,1,none_rw,PIT,naive,backtest,12,2023-02-14,,
2023Q3,3580.527415143603,119.82005858692649,18639.8222866687,486.9070344928345,323.044131980933,248.563696041316,426.51834725761,212.70762127143004,34.75760485084773,1697.7408310441235,1917.544188950327,53.55479700672591,1662.9832261932759,2023-02-14,2,none_rw,PIT,naive,backtest,12,2023-02-14,,
2023Q1,1845.146739130435,120.87316744228599,20244.88934902764,419.5274230108816,249.168757964374,275.77389285750763,410.67779549135014,177.11554950640553,17.91157385900192,1532.263418830519,330.79489415891794,17.927836694159737,1514.351844971517,2023-02-14,0,none_rw,full_sample,guide_cushion,backtest,12,2023-02-14,,
2023Q2,2612.1462140992166,124.63866151016865,20314.48146488388,456.88683810442024,275.0180599551844,258.9686909116223,447.11585978170723,196.5522620944373,25.357143067331354,1634.5417108473714,1002.9616463191766,38.39607602765996,1609.1845677800402,2023-02-14,1,none_rw,full_sample,naive,backtest,12,2023-02-14,,
2023Q3,3580.527415143603,119.82005858692649,18639.8222866687,469.7843131217721,308.8159843584265,259.14762529248316,455.6246317288049,191.8276718386427,34.75760485084773,1685.2002263401293,1930.0847936543212,53.9050416285365,1650.4426214892817,2023-02-14,2,none_rw,full_sample,naive,backtest,12,2023-02-14,,
2023Q2,2463.332309110463,119.5169683304868,19592.19310953689,459.45401635649034,286.3733609428753,250.05026896069995,427.5646080887628,216.28648589735147,15.41049711149619,1639.7287402461798,839.0140659757794,34.060125094480526,1624.3182431346836,2023-05-09,0,none_rw,PIT,guide_cushion,backtest,13,2023-05-09,,
2023Q3,3474.5606361829027,118.23163377838318,18498.923243834663,480.1781635340855,323.8978112445381,250.2230411591579,440.53251874678665,211.08753772528863,21.736696445535838,1705.9190724098569,1790.3782602185818,51.528191552456626,1684.182375964321,2023-05-09,1,none_rw,PIT,naive,backtest,13,2023-05-09,,
2023Q4,2291.475149105368,104.6089527201142,16010.959429469696,413.0007730353435,290.26704870276893,270.5677824907842,459.6416593644645,230.4436395944574,14.335366379822872,1663.9209031878186,641.8896122973723,28.012069541665213,1649.5855368079956,2023-05-09,2,none_rw,PIT,naive,backtest,13,2023-05-09,,
2023Q2,2463.332309110463,119.5169683304868,19592.19310953689,443.6876230896939,266.3416637155391,258.9686909116223,436.2741861376501,196.5522620944373,15.41049711149619,1601.8244259489427,876.9183802730165,35.598866504117005,1586.4139288374465,2023-05-09,0,none_rw,full_sample,guide_cushion,backtest,13,2023-05-09,,
2023Q3,3474.5606361829027,118.23163377838318,18498.923243834663,466.9067492037673,305.6834226504682,259.14762529248316,449.9323727554974,191.8276718386427,21.736696445535838,1673.4978417408588,1822.7994908875799,52.46129458515015,1651.7611452953229,2023-05-09,1,none_rw,full_sample,naive,backtest,13,2023-05-09,,
2023Q4,2291.475149105368,104.6089527201142,16010.959429469696,401.59983306623894,273.96387136622934,280.2179926689522,469.4514710934402,209.4177010627574,14.335366379822872,1634.650869257618,671.1596462275728,29.289414135239706,1620.315502877795,2023-05-09,2,none_rw,full_sample,naive,backtest,13,2023-05-09,,
2023Q3,3462.880434782609,112.53521870898274,17824.024809077437,461.1741406905689,326.9424163227018,252.6376406377832,447.8857489321438,211.73627510899982,17.800840669452278,1700.3762216921975,1780.3050537598638,51.41110377007939,1682.5753810227452,2023-08-03,0,none_rw,PIT,guide_cushion,backtest,14,2023-08-03,,
2023Q4,2245.5171102661598,97.90102484105216,15168.418417300381,392.26433632368344,292.34843999193635,273.178704424706,464.85462953318506,231.1518642743907,11.543018320494268,1653.7979745479015,603.2621540387526,26.865177347379387,1642.254956227407,2023-08-03,1,none_rw,PIT,naive,backtest,14,2023-08-03,,
2024Q1,2146.3460076045626,134.4196610912859,22921.16560836502,486.63517665662744,321.2223599911399,297.3149754983748,527.3350904919465,222.97982866873042,11.033232022428274,1855.487431306819,301.8918083201719,14.065384017794006,1844.4541992843906,2023-08-03,2,none_rw,PIT,naive,backtest,14,2023-08-03,,
2023Q3,3462.880434782609,112.53521870898274,17824.024809077437,453.06483895496245,294.3663960636175,259.14762529248316,449.2987987721517,191.8276718386427,17.800840669452278,1647.7053309218575,1832.9759445302038,52.932117612812505,1629.9044902524051,2023-08-03,0,none_rw,full_sample,guide_cushion,backtest,14,2023-08-03,,
2023Q4,2245.5171102661598,97.90102484105216,15168.418417300381,384.3997944220678,260.4382757298146,280.2179926689522,465.4881079388367,209.4177010627574,11.543018320494268,1599.9618718224287,657.0982567642253,29.262669777044803,1588.4188535019343,2023-08-03,1,none_rw,full_sample,naive,backtest,14,2023-08-03,,
2024Q1,2146.3460076045626,134.4196610912859,22921.16560836502,476.8785855438987,286.16057456732716,304.976208888699,528.0537138445943,202.0140449645791,11.033232022428274,1798.0831278090982,359.29611181789267,16.739897041059397,1787.0498957866698,2023-08-03,2,none_rw,full_sample,naive,backtest,14,2023-08-03,,
2023Q4,2206.735193578123,98.65543323068817,15601.322495344066,397.11789514099115,283.8960603113655,271.03542903658956,433.7962104743529,228.70124665217716,10.62396435878934,1614.5468416154763,602.812316321436,27.316930371876776,1603.9228772566871,2023-11-01,0,none_rw,PIT,guide_cushion,backtest,15,2023-11-01,,
2024Q1,2141.3821081830793,137.5172402547448,23934.171316547534,497.751051438613,313.2002011489273,294.9823344133164,496.170442302256,220.6158490432618,10.309332656719066,1822.7198783463746,328.97156249342373,15.362581074918461,1812.4105456896555,2023-11-01,1,none_rw,PIT,naive,backtest,15,2023-11-01,,
2024Q2,2925.848821081831,130.70383446177644,22408.954516963622,502.4029304240206,349.56426944711734,283.00888172495297,529.0917038768133,252.95743947892322,14.086018877497336,1917.0252249518276,1022.9096150075006,34.96112333750998,1902.9392060743303,2023-11-01,2,none_rw,PIT,naive,backtest,15,2023-11-01,,
2023Q4,2206.735193578123,98.65543323068817,15601.322495344066,393.2593938170011,261.9701048110494,280.2179926689522,462.10674714243845,209.4177010627574,10.62396435878934,1606.9719395021987,610.3872184347136,27.66019322168864,1596.3479751434093,2023-11-01,0,none_rw,full_sample,guide_cushion,backtest,15,2023-11-01,,
2024Q1,2141.3821081830793,137.5172402547448,23934.171316547534,493.8739999064515,291.18490221572705,304.976208888699,527.5423049732751,202.0140449645791,10.309332656719066,1819.5914609487318,332.09997989106654,15.508674450112355,1809.2821282920127,2023-11-01,1,none_rw,full_sample,naive,backtest,15,2023-11-01,,
2024Q2,2925.848821081831,130.70383446177644,22408.954516963622,498.48964476539027,324.9928871171785,292.5971007788256,562.5451119383265,231.6286693572923,14.086018877497336,1910.2534139570132,1029.681426002315,35.19257107828253,1896.167395079516,2023-11-01,2,none_rw,full_sample,naive,backtest,15,2023-11-01,,
2024Q1,2101.9769085380885,134.49790983519756,23222.61540249673,483.5691363994327,300.6394526157686,290.7045991603078,475.44316843611193,216.87766493290619,10.160480098381951,1767.2340215445272,344.90336709194327,16.408523123682713,1757.0735414461453,2024-02-13,0,none_rw,PIT,guide_cushion,backtest,16,2024-02-13,,
2024Q2,2896.6940063091483,128.9328798185941,21929.62962962963,491.09255658970875,336.82301660143435,278.90478148221416,509.9129720935186,248.6712493209762,14.001962477635406,1865.404576087852,1045.2913926989318,36.08566836615236,1851.4026136102166,2024-02-13,1,none_rw,PIT,naive,backtest,16,2024-02-13,,
2024Q3,3961.380651945321,126.80453514739227,21011.111111111113,521.7858413765656,337.9532951806338,261.7414103140779,419.26177705467086,229.36800165679082,19.148416480083522,1770.110325582739,2210.4187428426653,55.79920075989647,1750.9619091026557,2024-02-13,2,none_rw,PIT,naive,backtest,16,2024-02-13,,
2024Q1,2101.9769085380885,134.49790983519756,23222.61540249673,481.9507382646934,286.28782950547867,304.976208888699,523.4578749254217,202.0140449645791,10.160480098381951,1798.6866965488719,313.4506920875986,14.91218532489025,1788.52621645049,2024-02-13,0,none_rw,full_sample,guide_cushion,backtest,16,2024-02-13,,
2024Q2,2896.6940063091483,128.9328798185941,21929.62962962963,489.8379344267065,321.62334541201943,292.5971007788256,560.1924827892935,231.6286693572923,14.001962477635406,1895.8795327641374,1014.8164360226464,35.03360844508685,1881.8775702865019,2024-02-13,1,none_rw,full_sample,naive,backtest,16,2024-02-13,,
2024Q3,3961.380651945321,126.80453514739227,21011.111111111113,520.4528053283757,322.7026183832006,274.59112534628247,460.6027080711969,213.64836169028786,19.148416480083522,1791.9976188193436,2188.531449606061,55.246683969422016,1772.84920233926,2024-02-13,2,none_rw,full_sample,naive,backtest,16,2024-02-13,,
2024Q2,2778.7109376284,119.65776755782795,20356.582685777856,466.0214444648244,310.7311017362285,278.7684666976274,495.10873850217087,250.06975184170747,11.129360217224637,1800.6995032425586,989.1407946030662,35.59711019985718,1789.570143025334,2024-05-08,0,none_rw,PIT,guide_cushion,backtest,17,2024-05-08,,
2024Q3,4002.4059405940593,123.9497935590421,20542.647058823528,513.8091987142741,322.54511423001793,261.61348413161954,421.6354449321013,230.6579446211183,16.030533023506607,1750.261186629131,2268.1752869884344,56.67029583340513,1734.2306536056249,2024-05-08,1,none_rw,PIT,naive,backtest,17,2024-05-08,,
2024Q4,2613.287128712871,108.18232865400493,17399.509803921566,429.853447290373,274.0015351652995,271.2631618249989,445.56610532013946,240.9347837379008,10.466800778963101,1661.6190333387117,962.1348961531224,36.81703727010683,1651.1522325597484,2024-05-08,2,none_rw,PIT,naive,backtest,17,2024-05-08,,
2024Q2,2778.7109376284,119.65776755782795,20356.582685777856,461.1862259096335,303.7926848982739,292.5971007788256,550.5285464179507,231.6286693572923,11.129360217224637,1839.7332273619759,950.107070483649,34.19236803719336,1828.6038671447513,2024-05-08,0,none_rw,full_sample,guide_cushion,backtest,17,2024-05-08,,
2024Q3,4002.4059405940593,123.9497935590421,20542.647058823528,511.03642333818647,317.13745769467124,274.59112534628247,462.5929394468479,213.64836169028786,16.030533023506607,1779.006307516276,2239.43016610129,55.952099795477054,1762.9757744927692,2024-05-08,1,none_rw,full_sample,naive,backtest,17,2024-05-08,,
2024Q4,2613.287128712871,108.18232865400493,17399.509803921566,427.53373978619516,269.4077399814264,284.719486527088,488.8482143884258,223.1673481022314,10.466800778963101,1693.6765287853668,930.0774007064673,35.59032570464466,1683.2097280064036,2024-05-08,2,none_rw,full_sample,naive,backtest,17,2024-05-08,,
2024Q3,3793.8119812638674,124.20627374509826,20505.421619610577,520.4672754296412,321.3375965420255,261.83645720072656,416.00253346745114,229.20028117765298,22.66316189023826,1748.8441438174973,2067.6309993366085,54.500091452813635,1726.180981927259,2024-08-06,0,none_rw,PIT,guide_cushion,backtest,18,2024-08-06,,
2024Q4,2453.7294685990337,107.38384013900955,17204.18848167539,432.8241773900995,271.20572832194864,271.4943593105894,437.2851237902997,239.412174893489,14.657887226973903,1652.2215637064262,816.1657921195814,33.262256600177466,1637.5636764794522,2024-08-06,1,none_rw,PIT,naive,backtest,18,2024-08-06,,
2025Q1,2369.6521739130435,144.12041702867072,25417.80104712042,541.0302217376245,284.01859737652893,311.19906798447005,535.7022360500091,253.0280331812704,14.155633201162356,1924.978156329903,458.8296507843029,19.362742593003865,1910.8225231287406,2024-08-06,2,none_rw,PIT,naive,backtest,18,2024-08-06,,
2024Q3,3793.8119812638674,124.20627374509826,20505.421619610577,510.28643024146214,317.6386791735335,274.59112534628247,452.3465640195799,213.64836169028786,22.66316189023826,1768.5111604711458,2047.96398268296,53.98169421144331,1745.8479985809074,2024-08-06,0,none_rw,full_sample,guide_cushion,backtest,18,2024-08-06,,
2024Q4,2453.7294685990337,107.38384013900955,17204.18848167539,423.6433267347188,267.8872562111988,284.719486527088,476.12856129193943,223.1673481022314,14.657887226973903,1675.5459788671765,792.8413769588311,32.3116866429251,1660.8880916402027,2024-08-06,1,none_rw,full_sample,naive,backtest,18,2024-08-06,,
2025Q1,2369.6521739130435,144.12041702867072,25417.80104712042,529.5541584183986,280.54334705582244,326.35830471484394,583.2879305852659,235.85932998482275,14.155633201162356,1955.6030707591538,428.2047363550521,18.070362438380606,1941.4474375579914,2024-08-06,2,none_rw,full_sample,naive,backtest,18,2024-08-06,,
2024Q4,2475.5142270861834,108.88465543586558,17295.553396593714,423.6397268050975,279.3303629468762,277.43694692974026,456.14035879649657,235.52955561625427,14.939794287767926,1672.076951094465,818.3770702794864,33.05887162049403,1657.137156806697,2024-11-07,0,none_rw,PIT,guide_cushion,backtest,19,2024-11-07,,
2025Q1,2353.2363850456286,143.84522968197882,25152.459016393444,523.0033920636137,289.9755689822371,318.01072968231097,555.6123903037122,248.92460143329242,14.201844254578935,1935.5266824651665,431.91154683504107,18.353937988540256,1921.3248382105876,2024-11-07,1,none_rw,PIT,naive,backtest,19,2024-11-07,,
2025Q2,3018.9979393582576,135.70918727915196,23285.245901639348,551.3327424670595,342.3019874451972,307.04484245188644,611.2896235700549,270.1334239769362,18.21973296525813,2082.1026199111343,955.1150524123814,31.636823595030616,2063.882886945876,2024-11-07,2,none_rw,PIT,naive,backtest,19,2024-11-07,,
2024Q4,2475.5142270861834,108.88465543586558,17295.553396593714,425.4641747972044,270.742923914932,284.719486527088,477.89300417255333,223.1673481022314,14.939794287767926,1681.9869375140092,808.467083859942,32.65855130275508,1667.0471432262414,2024-11-07,0,none_rw,full_sample,guide_cushion,backtest,19,2024-11-07,,
2025Q1,2353.2363850456286,143.84522968197882,25152.459016393444,525.0733291854028,280.13401010746304,326.35830471484394,581.5935465087747,235.85932998482275,14.201844254578935,1949.0185205013072,418.41970879890033,17.780606804224103,1934.8166762467283,2024-11-07,1,none_rw,full_sample,naive,backtest,19,2024-11-07,,
2025Q2,3018.9979393582576,135.70918727915196,23285.245901639348,553.5148011829455,330.68450817196765,315.10457006950446,639.8743194365851,255.9549679655924,18.21973296525813,2095.1331668265952,942.0845054969204,31.205205317138358,2076.913433861337,2024-11-07,2,none_rw,full_sample,naive,backtest,19,2024-11-07,,
2025Q1,2301.0778224333208,143.1301938635497,24982.62984108669,519.5635447717585,285.50594865769733,323.72784020193285,565.4507667118073,247.0621933631023,12.834968234523258,1941.3102937062984,372.6024969615457,16.192520449722544,1928.475325471775,2025-02-13,0,none_rw,PIT,guide_cushion,backtest,20,2025-02-13,,
2025Q2,3072.6059513074842,140.54757085020245,24072.25806451613,565.3241438511135,344.935757069531,312.5648112294524,628.7403380254461,268.11233539852356,17.138403315944977,2119.6773855740666,970.0669690493626,31.57147334940787,2102.538982258122,2025-02-13,1,none_rw,PIT,naive,backtest,20,2025-02-13,,
2025Q3,4172.8403967538325,137.96356275303646,22823.225806451614,519.5172468196992,381.18696720741167,328.193051790925,561.9292205123058,232.6594646020246,23.275298826458027,2023.4859509323662,2172.6297446479243,52.06596797562813,2000.2106521059081,2025-02-13,2,none_rw,PIT,naive,backtest,20,2025-02-13,,
2025Q1,2301.0778224333208,143.1301938635497,24982.62984108669,522.2007071134599,279.0695399727672,326.35830471484394,576.1638308187702,235.85932998482275,12.834968234523258,1939.651712604664,374.26107806318004,16.264598894243836,1926.8167443701407,2025-02-13,0,none_rw,full_sample,guide_cushion,backtest,20,2025-02-13,,
2025Q2,3072.6059513074842,140.54757085020245,24072.25806451613,568.6154902670189,339.65425744729464,315.10457006950446,644.604840455807,255.9549679655924,17.138403315944977,2123.9341262052176,965.8102284182116,31.43293490033211,2106.795722889273,2025-02-13,1,none_rw,full_sample,naive,backtest,20,2025-02-13,,
2025Q3,4172.8403967538325,137.96356275303646,22823.225806451614,522.5419031109956,375.35040552296573,330.8597985729797,576.1079314130648,222.10968294534877,23.275298826458027,2026.9697215653546,2169.1459740149357,51.982481182418915,2003.6944227388967,2025-02-13,2,none_rw,full_sample,naive,backtest,20,2025-02-13,,
2025Q2,3081.8268965730354,142.74341137370843,23981.10083331124,562.4251238893756,347.3997953796471,314.9715320058155,617.582292010916,265.7369124346828,18.473765863240377,2108.115655720437,992.1850067158385,32.19470268817303,2089.641889857197,2025-05-01,0,none_rw,PIT,guide_cushion,backtest,21,2025-05-01,,
2025Q3,3958.4985994397757,132.52398190045247,21504.366812227072,493.9200246903625,371.26279051421767,330.7201086061063,539.5454586523256,230.59814715406358,23.72890455895933,1966.0465296170755,2016.1809743816596,50.932971775384694,1942.3176250581162,2025-05-01,1,none_rw,PIT,naive,backtest,21,2025-05-01,,
2025Q4,2630.513538748833,119.78959276018098,18829.6943231441,453.55666783394565,283.5292204215207,344.2188885492127,573.9114114327285,248.16752979437317,15.768403886982622,1903.3837180317807,742.8982246040349,28.2415662820494,1887.615314144798,2025-05-01,2,none_rw,PIT,naive,backtest,21,2025-05-01,,
2025Q2,3081.8268965730354,142.74341137370843,23981.10083331124,566.8712885509713,343.70093181442087,315.10457006950446,645.4136722920416,255.9549679655924,18.473765863240377,2127.0454306925308,973.255231743745,31.580463939295107,2108.5716648292905,2025-05-01,0,none_rw,full_sample,guide_cushion,backtest,21,2025-05-01,,
2025Q3,3958.4985994397757,132.52398190045247,21504.366812227072,497.95371257435164,363.99068925257325,330.8597985729797,563.5340071675623,222.10968294534877,23.72890455895933,1978.4478905128158,2003.7796134859193,50.619687317042455,1954.7189859538564,2025-05-01,1,none_rw,full_sample,naive,backtest,21,2025-05-01,,
2025Q4,2630.513538748833,119.78959276018098,18829.6943231441,457.2607210091357,277.97559842055307,344.36428014738703,599.4278929744135,239.03232545547058,15.768403886982622,1918.0608180069598,728.2211246288558,27.683610591687884,1902.2924141199774,2025-05-01,2,none_rw,full_sample,naive,backtest,21,2025-05-01,,
2025Q3,4139.566689730157,129.88809603446975,21935.98213111468,500.2185479474224,358.93763626053124,333.59757980676335,552.8814023726636,227.18903783219932,23.845073497790963,1972.82420421958,2190.5875590083683,52.9182816269875,1948.9791307217888,2025-08-06,0,none_rw,PIT,guide_cushion,backtest,22,2025-08-06,,
2025Q4,2794.061135371179,119.25179856115108,19509.433962264146,465.31841419996687,277.3079423599283,347.2138075539782,591.7087696179975,244.4986788098907,16.09458141972585,1926.0476125417615,884.1081042491431,31.642403706091176,1909.9530311220356,2025-08-06,1,none_rw,PIT,naive,backtest,22,2025-08-06,,
2026Q1,2559.720524017467,153.73812949640288,27158.018867924522,551.4077695203355,295.09750847358407,383.52374821321774,612.9677673288237,254.2353518598421,14.74471330065207,2097.232145395803,477.23309192231625,18.643953019265616,2082.487432095151,2025-08-06,2,none_rw,PIT,naive,backtest,22,2025-08-06,,
2025Q3,4139.566689730157,129.88809603446975,21935.98213111468,506.031320647622,358.44661394991374,330.8597985729797,574.1810372012993,222.10968294534877,23.845073497790963,1991.6284533171636,2171.7833099107843,52.46402516714508,1967.7833798193728,2025-08-06,0,none_rw,full_sample,guide_cushion,backtest,22,2025-08-06,,
2025Q4,2794.061135371179,119.25179856115108,19509.433962264146,470.58173691081157,277.02167336965795,344.36428014738703,614.7509114208295,239.03232545547058,16.09458141972585,1945.7509273041567,864.404789486748,30.937218178367292,1929.6563458844307,2025-08-06,1,none_rw,full_sample,naive,backtest,22,2025-08-06,,
2026Q1,2559.720524017467,153.73812949640288,27158.018867924522,557.6448685641,294.7928750575228,380.3762310124733,636.8377705137935,248.5513118674141,14.74471330065207,2118.203057015304,456.2621803028154,17.824687344644737,2103.4583437146516,2025-08-06,2,none_rw,full_sample,naive,backtest,22,2025-08-06,,
2025Q4,2742.7074607169916,121.71570141871192,20210.06120613134,483.9357517944724,278.0885725816006,347.1068247433503,594.7208595264763,249.73526996197748,17.261468453036986,1953.5872786078771,806.3816505621514,29.400935466568107,1936.3258101548402,2025-11-06,0,none_rw,PIT,guide_cushion,backtest,23,2025-11-06,,
