binding_kind,research_commit,research_path,expected_sha256,git_object_sha256,git_binding_status,canonical_bundle_path,canonical_bundle_sha256,result
output,7fb6fe0f248d5492b899672b9b70545da62d63ee,data/processed/forecast_methods/conversion_validation_v1/results_v2/chronological_paths.csv,64ff45666729ce552c16e3b62f9ffb3a7f028035c352b8fec30fa0c1ce66ee6e,64ff45666729ce552c16e3b62f9ffb3a7f028035c352b8fec30fa0c1ce66ee6e,exact,payload/conversion/chronological_paths.csv,64ff45666729ce552c16e3b62f9ffb3a7f028035c352b8fec30fa0c1ce66ee6e,PASS
output,7fb6fe0f248d5492b899672b9b70545da62d63ee,data/processed/forecast_methods/conversion_validation_v1/results_v2/chronological_scores.csv,3ac919a1c3f88bc5a9653c8776b015c8d3690acb186cb73676d3e4ce4d0f87a7,3ac919a1c3f88bc5a9653c8776b015c8d3690acb186cb73676d3e4ce4d0f87a7,exact,payload/conversion/chronological_scores.csv,3ac919a1c3f88bc5a9653c8776b015c8d3690acb186cb73676d3e4ce4d0f87a7,PASS
output,7fb6fe0f248d5492b899672b9b70545da62d63ee,data/processed/forecast_methods/conversion_validation_v1/results_v2/claim_ledger.csv,be783ed3cb65cbe85c3ee9040dc674d970a6c2f0e40b22871ee6964b02288921,be783ed3cb65cbe85c3ee9040dc674d970a6c2f0e40b22871ee6964b02288921,exact,payload/conversion/claim_ledger.csv,be783ed3cb65cbe85c3ee9040dc674d970a6c2f0e40b22871ee6964b02288921,PASS
output,7fb6fe0f248d5492b899672b9b70545da62d63ee,data/processed/forecast_methods/conversion_validation_v1/results_v2/dataset_22.csv,a55e2e365ae5779439b1643c20b7c3d11ff7ee7118c14726ec11d97b726a2def,a55e2e365ae5779439b1643c20b7c3d11ff7ee7118c14726ec11d97b726a2def,exact,payload/conversion/dataset_22.csv,a55e2e365ae5779439b1643c20b7c3d11ff7ee7118c14726ec11d97b726a2def,PASS
output,7fb6fe0f248d5492b899672b9b70545da62d63ee,data/processed/forecast_methods/conversion_validation_v1/results_v2/fullsample_fitted.csv,48d9a2116d5fb80e441a16f43e22ba9cf1ca517656ad95a01fc4b37b73485d75,48d9a2116d5fb80e441a16f43e22ba9cf1ca517656ad95a01fc4b37b73485d75,exact,payload/conversion/fullsample_fitted.csv,48d9a2116d5fb80e441a16f43e22ba9cf1ca517656ad95a01fc4b37b73485d75,PASS
output,7fb6fe0f248d5492b899672b9b70545da62d63ee,data/processed/forecast_methods/conversion_validation_v1/results_v2/l4_conversion_inputs.csv,5b5eb57ca73ece267e8d8a8ae03050f2503e7a2cbb3fadee121896ffab9f0c82,5b5eb57ca73ece267e8d8a8ae03050f2503e7a2cbb3fadee121896ffab9f0c82,exact,payload/conversion/l4_conversion_inputs.csv,5b5eb57ca73ece267e8d8a8ae03050f2503e7a2cbb3fadee121896ffab9f0c82,PASS
output,7fb6fe0f248d5492b899672b9b70545da62d63ee,data/processed/forecast_methods/conversion_validation_v1/results_v2/leave_year_out.csv,eef85ddea4ddfe85428731dc931fcfa8745ceb87c8d432037b9c0fb2b9432927,eef85ddea4ddfe85428731dc931fcfa8745ceb87c8d432037b9c0fb2b9432927,exact,payload/conversion/leave_year_out.csv,eef85ddea4ddfe85428731dc931fcfa8745ceb87c8d432037b9c0fb2b9432927,PASS
output,7fb6fe0f248d5492b899672b9b70545da62d63ee,data/processed/forecast_methods/conversion_validation_v1/results_v2/paired_error_deltas.csv,9ce59b381cd6f32330bcf82a27b6b8d2287286867c6c7607ccedca4ff40138e2,9ce59b381cd6f32330bcf82a27b6b8d2287286867c6c7607ccedca4ff40138e2,exact,payload/conversion/paired_error_deltas.csv,9ce59b381cd6f32330bcf82a27b6b8d2287286867c6c7607ccedca4ff40138e2,PASS
output,7fb6fe0f248d5492b899672b9b70545da62d63ee,data/processed/forecast_methods/conversion_validation_v1/results_v2/paired_uncertainty.csv,aa0365dea0c43df16e5c6d48eb5e2f4d1cae432a5c8abbdf4cad1edd7895beaf,aa0365dea0c43df16e5c6d48eb5e2f4d1cae432a5c8abbdf4cad1edd7895beaf,exact,payload/conversion/paired_uncertainty.csv,aa0365dea0c43df16e5c6d48eb5e2f4d1cae432a5c8abbdf4cad1edd7895beaf,PASS
output,7fb6fe0f248d5492b899672b9b70545da62d63ee,data/processed/forecast_methods/conversion_validation_v1/results_v2/paired_year_bootstrap.csv,ec69160a07619ab3bb90d9ec2a89fa68059e4c73df00b499d9092d11972b2f12,ec69160a07619ab3bb90d9ec2a89fa68059e4c73df00b499d9092d11972b2f12,exact,payload/conversion/paired_year_bootstrap.csv,ec69160a07619ab3bb90d9ec2a89fa68059e4c73df00b499d9092d11972b2f12,PASS
output,7fb6fe0f248d5492b899672b9b70545da62d63ee,data/processed/forecast_methods/conversion_validation_v1/results_v2/parameter_bootstrap.csv,5f89aeeb8c14c3304728554c4e57794c3e565c7c805636c2a9d2372eb8ca6b3e,5f89aeeb8c14c3304728554c4e57794c3e565c7c805636c2a9d2372eb8ca6b3e,exact,payload/conversion/parameter_bootstrap.csv,5f89aeeb8c14c3304728554c4e57794c3e565c7c805636c2a9d2372eb8ca6b3e,PASS
output,7fb6fe0f248d5492b899672b9b70545da62d63ee,data/processed/forecast_methods/conversion_validation_v1/results_v2/parameter_uncertainty.csv,43d216bbffd0897438f52af981789b0ee37cc0bb55cafcfd58e3d297757f1b06,43d216bbffd0897438f52af981789b0ee37cc0bb55cafcfd58e3d297757f1b06,exact,payload/conversion/parameter_uncertainty.csv,43d216bbffd0897438f52af981789b0ee37cc0bb55cafcfd58e3d297757f1b06,PASS
output,7fb6fe0f248d5492b899672b9b70545da62d63ee,data/processed/forecast_methods/conversion_validation_v1/results_v2/parameters.csv,baa328ac3b8d3e6523e5de6486e8307a6510de2cec4414a4c6b78145859fc17b,baa328ac3b8d3e6523e5de6486e8307a6510de2cec4414a4c6b78145859fc17b,exact,payload/conversion/parameters.csv,baa328ac3b8d3e6523e5de6486e8307a6510de2cec4414a4c6b78145859fc17b,PASS
output,7fb6fe0f248d5492b899672b9b70545da62d63ee,data/processed/forecast_methods/conversion_validation_v1/results_v2/profile_flatness.csv,20baca21dc267acd1bb17b30ae083cae6b708fad79ed061611d9b3fb9aece92a,20baca21dc267acd1bb17b30ae083cae6b708fad79ed061611d9b3fb9aece92a,exact,payload/conversion/profile_flatness.csv,20baca21dc267acd1bb17b30ae083cae6b708fad79ed061611d9b3fb9aece92a,PASS
output,7fb6fe0f248d5492b899672b9b70545da62d63ee,data/processed/forecast_methods/conversion_validation_v1/results_v2/profile_loss.csv,b1e24bdd01e163830d41232a742aec869bb20e643200748c72961d5378879a6e,b1e24bdd01e163830d41232a742aec869bb20e643200748c72961d5378879a6e,exact,payload/conversion/profile_loss.csv,b1e24bdd01e163830d41232a742aec869bb20e643200748c72961d5378879a6e,PASS
output,7fb6fe0f248d5492b899672b9b70545da62d63ee,data/processed/forecast_methods/conversion_validation_v1/results_v2/source_manifest.csv,6fb2a4f74996df167e7cb98e338d4fb9aecbd2ce6adac9c2bd4faf4a31404235,6fb2a4f74996df167e7cb98e338d4fb9aecbd2ce6adac9c2bd4faf4a31404235,exact,payload/conversion/source_manifest.csv,6fb2a4f74996df167e7cb98e338d4fb9aecbd2ce6adac9c2bd4faf4a31404235,PASS
output,7fb6fe0f248d5492b899672b9b70545da62d63ee,data/processed/forecast_methods/conversion_validation_v1/results_v2/summary.json,9ccdf1a8ddbbe1d49009334204d4e0c69f7b1bd8b3d2184b08167c417d1f98a8,9ccdf1a8ddbbe1d49009334204d4e0c69f7b1bd8b3d2184b08167c417d1f98a8,exact,payload/conversion/summary.json,9ccdf1a8ddbbe1d49009334204d4e0c69f7b1bd8b3d2184b08167c417d1f98a8,PASS
