quarter,qi,region,c_pct,v_pct,nl_pct,a_pct,new_share_pct,new_share_yoy_pp,c_eq_pct,v_eq_pct,nl_eq_pct,a_eq_pct,c_n_markets,v_n_markets,a_n_markets
2Q26,8105,APAC,-11.13590553325164,2.30299088130976,13.4388964145614,21.21465496557291,4.403032833088226,0.10314024003662947,-12.3580514443544,1.19934959165072,13.55740103600512,20.054067004785008,16.0,16.0,16.0
1Q23,8092,EMEA,18.49431586037149,36.693191715492105,18.198875855120615,52.960191570736285,4.406576919957829,0.16871593206106983,15.04183909380497,34.97530095557455,19.933461861769583,51.62541281709121,57.0,56.0,57.0
2Q23,8093,EMEA,5.37002805357851,23.20108233180979,17.831054278231278,37.8842687998109,5.841065651435351,-0.06565841521261895,3.64006987204541,22.648434078034672,19.008364205989263,38.92471856016659,57.0,56.0,57.0
3Q23,8094,EMEA,-3.55985222444389,11.821017972786139,15.38087019723003,26.01916109766988,6.303002278491289,-0.06376868408805692,-3.95539681439411,12.524684866690281,16.480081681084393,29.08374568196403,57.0,56.0,57.0
4Q23,8095,EMEA,-2.42153515473639,14.612667373858578,17.034202528594967,29.53304373286369,4.313626286033397,0.2998956720213677,-3.6556996343087103,13.79788594678422,17.45358558109293,29.98509845634999,57.0,56.0,57.0
1Q24,8096,EMEA,-8.49163359838254,9.23531977476914,17.72695337315168,23.91992807970588,5.007453743711312,0.6008768237534827,-7.97118618250031,9.80776933212195,17.77895551462226,25.66120374499531,57.0,56.0,57.0
2Q24,8097,EMEA,-7.57646188934467,8.82812430783406,16.40458619717873,23.735401786102887,5.849914163592325,0.008848512156973243,-8.30656451104436,8.13093054737387,16.43749505841823,24.491948472973622,57.0,56.0,57.0
3Q24,8098,EMEA,-8.68065154475582,5.526000267344481,14.2066518121003,20.68430779073344,5.717305047122436,-0.5856972313688527,-8.918934847094711,5.72367068107164,14.642605528166351,22.66279956803602,57.0,56.0,57.0
4Q24,8099,EMEA,-8.40022932472635,6.7601096364897195,15.16033896121607,22.87356688861477,3.945099426011799,-0.36852686002159807,-9.22392183236552,5.312467467865041,14.53638930023056,22.195935750211,57.0,56.0,57.0
1Q25,8100,EMEA,-10.42120092398023,4.25291564793237,14.674116571912599,20.75177600795124,4.45407978825733,-0.5533739554539823,-11.55586362671987,2.78812212970721,14.34398575642708,19.93113566711169,57.0,56.0,57.0
2Q25,8101,EMEA,-9.084532631227809,2.985534385665,12.070067016892809,19.33228637233426,5.363437983474871,-0.48647618011745397,-8.74708489604968,3.3194344713182,12.06651936736788,21.65672940096943,57.0,56.0,57.0
3Q25,8102,EMEA,-8.98724589156431,2.18066370328442,11.16790959484873,19.09519096919609,5.3256695592513115,-0.3916354878711248,-9.01196995669812,2.54514484447798,11.5571148011761,22.31192588994266,57.0,56.0,57.0
4Q25,8103,EMEA,-6.954731382126419,5.51909560876153,12.47382699088795,24.214736038745,3.939988332085387,-0.005111093926412291,-6.99217655193748,5.5818028843936505,12.57397943633113,25.621411343138327,57.0,56.0,57.0
1Q26,8104,EMEA,-8.09981849306822,4.7307413328075,12.83055982587572,23.984308242057008,4.352212841812663,-0.10186694644466687,-9.367658514776,3.3734808371673504,12.74113935194335,23.03272207033908,57.0,56.0,57.0
2Q26,8105,EMEA,-6.9703941685687,1.48234092342409,8.45273509199279,20.30998668103922,5.274179522476956,-0.08925846099791457,-7.545384908277939,1.27220590028572,8.81759080856366,21.60659230449457,57.0,56.0,57.0
1Q23,8092,GLOBAL,13.444861787599068,32.3687487562339,18.923886968634832,51.61603081534456,4.8228787726007,0.3202447612997217,12.38350386454729,34.1804320211984,21.79692815665111,53.3864308589295,123.0,119.0,123.0
2Q23,8093,GLOBAL,0.28003397384126,17.96947032200329,17.68943634816203,35.07419572044636,5.367428468002097,0.04089871149230628,4.18057517796921,23.74922212308988,19.56864694512067,43.36103249308192,123.0,119.0,123.0
3Q23,8094,GLOBAL,-5.34103489941255,11.3147934771995,16.65582837661205,27.92246100889419,5.737238120015651,-0.10069414875094385,-2.45758327766551,16.40198324241034,18.859566520075848,35.60170715775577,123.0,119.0,123.0
4Q23,8095,GLOBAL,-4.78079207527429,13.219709613833668,18.000501689107956,30.92587693125033,4.676853069586322,0.222531016755668,-1.75001298563216,18.35917386654273,20.10918685217489,37.05410274147312,123.0,119.0,123.0
1Q24,8096,GLOBAL,-7.876633024855161,10.98844029736232,18.86507332221748,27.73409810692524,4.999184934759343,0.17630616215864325,-6.61804849888777,12.644203469619569,19.26225196850734,29.9118608487185,123.0,119.0,123.0
2Q24,8097,GLOBAL,-9.92749132276248,6.69410897041407,16.62160029317655,23.13972820215617,5.225679889854733,-0.14174857814736352,-8.93401913132262,8.355425878017419,17.28944500934004,25.46507762850027,123.0,119.0,123.0
3Q24,8098,GLOBAL,-9.80563980519343,5.55578844236157,15.361428247555,22.50899167411966,5.229761972622373,-0.5074761473932785,-9.02384231560389,6.79979688417192,15.82363919977581,24.49035850767167,123.0,119.0,123.0
4Q24,8099,GLOBAL,-9.11404590091276,6.698567272352619,15.81261317326538,25.07159100565694,4.372792003536448,-0.30406106604987393,-8.83145360077047,5.94449661355646,14.77595021432693,23.8901092481264,123.0,119.0,123.0
1Q25,8100,GLOBAL,-11.16968139275496,3.6261376983223097,14.79581909107727,22.12102081615059,4.6137765391019645,-0.38540839565737883,-12.027167213766079,2.03571634108389,14.062883554849968,20.07863565145458,123.0,119.0,123.0
2Q25,8101,GLOBAL,-8.98643149429021,4.17630158867812,13.16273308296833,22.96229913473424,4.939404170789887,-0.2862757190648466,-9.863395167560531,3.00207037764769,12.86546554520822,21.8309300966886,123.0,119.0,123.0
3Q25,8102,GLOBAL,-9.84645546194343,2.98000658090986,12.82646204285329,21.56613821889352,5.020485229553724,-0.2092767430686484,-10.22007736365495,2.51210175357749,12.73217911723244,22.14278950592321,123.0,119.0,123.0
4Q25,8103,GLOBAL,-7.47400052164266,6.17405921993832,13.64805974158098,27.069304394356198,4.464945045125547,0.09215304158909898,-7.17946294647345,5.58346441491707,12.76292736139052,25.91858363648421,123.0,119.0,123.0
1Q26,8104,GLOBAL,-6.89017250417665,7.27522586134097,14.165398365517621,29.26043943674499,4.785456249577726,0.17167971047576192,-8.38281985343235,4.75790032914966,13.14072018258201,25.69629086787598,123.0,119.0,123.0
2Q26,8105,GLOBAL,-7.11901719762581,4.26991974978319,11.388936947409,25.023077793095688,5.171980498265953,0.2325763274760666,-7.384667702952349,3.7658715507800102,11.15053925373236,24.63963065762592,122.0,119.0,122.0
1Q23,8092,LatAm,13.58178564817671,50.2345823816285,36.65279673345179,73.32669861805866,6.892889239903048,0.872777508059472,15.514547601294401,52.883001696013565,37.36845409471916,74.25345609681287,7.0,5.0,7.0
2Q23,8093,LatAm,-1.87160184023421,35.12309361969499,36.994695459929204,58.53409603379933,5.6354334948842215,0.23332053779447293,-2.91871711868699,32.09207498465153,35.010792103338524,56.352357990602044,7.0,5.0,7.0
3Q23,8094,LatAm,-6.17926756629079,33.38088330109607,39.56015086738686,56.65127454796837,6.044531138493744,-0.7840953866382696,-8.47688718956469,26.94909337827059,35.42598056783528,51.09206677111962,7.0,5.0,7.0
4Q23,8095,LatAm,-1.8705745272026502,38.08397120527635,39.954545732479,63.0759815136817,5.997388539475914,0.35210054023008475,-1.04259678071515,38.76620698786256,39.80880376857771,63.02486043592166,7.0,5.0,7.0
1Q24,8096,LatAm,-11.70228219116175,24.186324633001448,35.8886068241632,43.848215005238124,6.115374860266972,-0.7775143796360755,-9.42303768583491,27.703142042024133,37.12617972785904,46.59081412675768,7.0,5.0,7.0
2Q24,8097,LatAm,-13.30954489997159,16.54204341077632,29.851588310747907,40.01527128997484,4.981435348242324,-0.6539981466418974,-7.3063670282533995,25.04151275488994,32.34787978314334,46.35036660690507,7.0,5.0,7.0
3Q24,8098,LatAm,-5.87557434564964,24.11126258389262,29.98683692954226,48.90081876255885,5.6387694234350025,-0.40576171505874115,-4.64767902692492,26.81906779428804,31.466746821212958,50.09020617253146,7.0,5.0,7.0
4Q24,8099,LatAm,-11.5143691665229,13.355909700134868,24.87027886665777,39.25796800521905,5.133342495280392,-0.864046044195522,-10.220220454415841,15.439001693863649,25.65922214827949,41.32358419058999,7.0,5.0,7.0
1Q25,8100,LatAm,-0.95152424955753,27.15945010598912,28.11097435554665,49.57108143500395,5.968933658244178,-0.14644120202279431,-5.01455691247504,23.03603338108178,28.05059029355682,46.07514895829579,7.0,5.0,7.0
2Q25,8101,LatAm,2.5935037318100402,34.00557184349595,31.41206811168591,57.82033597450786,5.106707790072049,0.12527244182972463,-3.51462245975169,24.22271372982776,27.73733618957945,49.11080467547123,7.0,5.0,7.0
3Q25,8102,LatAm,-10.27484424859443,18.4437801329184,28.71862438151283,41.29989411168915,5.22982382821927,-0.4089455952157328,-12.12776892268517,14.44197701221625,26.56974593490142,37.86949541247055,7.0,5.0,7.0
4Q25,8103,LatAm,-5.60412581633149,24.82474787736146,30.42887369369295,46.57802673302489,5.53076981113095,0.39742731585055857,-8.90194385079809,19.175181371000942,28.077125221799033,42.46725089594789,7.0,5.0,7.0
1Q26,8104,LatAm,-7.936740425563079,18.22158041627903,26.15832084184211,46.20439254830539,6.431962654831266,0.46302899658708796,-8.4451521350021,16.41105130565992,24.85620344066202,43.84848532702444,7.0,5.0,7.0
2Q26,8105,LatAm,-9.7029981194204,20.39582536033171,30.09882347975211,43.82215838256815,5.631400794715747,0.524693004643698,-10.38740625589864,17.501112803621442,27.888519059520082,40.65546391410201,7.0,5.0,7.0
1Q23,8092,NAM,-11.979761256011349,9.72246843546258,21.70222969147393,25.63219233306457,4.655247292049867,-0.16573817409688907,-12.1864956627335,13.39437069749539,25.58086636022889,28.85047832468583,42.0,42.0,42.0
2Q23,8093,NAM,-14.79738214235224,3.95605074341087,18.75343288576311,18.858945336560907,4.557429846096988,-0.29183086785360146,-13.79371794518754,8.30738824893584,22.101106194123382,23.05263149105923,42.0,42.0,42.0
3Q23,8094,NAM,-13.023804991485349,4.37604348426456,17.39984847574991,19.75809863655921,4.540165790401151,-0.4862669356016669,-10.52214646512491,9.79090207010192,20.31304853522683,25.69521430337937,42.0,42.0,42.0
4Q23,8095,NAM,-13.693831158720771,1.6138599685000699,15.30769112722084,17.03761768913789,4.16076914205433,-0.2428232125490819,-9.37540220779478,10.17223123298986,19.54763344078464,26.496609943919857,42.0,42.0,42.0
1Q24,8096,NAM,-12.25986373206743,1.40237408111154,13.66223781317897,17.716542500673178,4.262827336597828,-0.39241995545203867,-9.15829511059194,8.57395642903782,17.732251539629758,25.17741381756859,42.0,42.0,42.0
2Q24,8097,NAM,-13.314070629391999,0.11141140584951001,13.42548203524151,15.971461202286799,4.3690029064752025,-0.18842693962178547,-9.34556218608072,7.30604211556833,16.65160430164905,23.76186224405916,42.0,42.0,42.0
3Q24,8098,NAM,-11.24302502536354,2.56990096903222,13.81292599439576,18.852303751187648,4.123582606594026,-0.41658318380712434,-9.43439135157864,5.90505468594435,15.33944603752299,22.79706234010589,42.0,42.0,42.0
4Q24,8099,NAM,-10.439397578662799,2.7347427953721097,13.17414037403491,20.00208616215701,3.884234899698184,-0.2765342423561461,-9.41645564745016,4.59115421432827,14.00760986177843,21.81531342164606,42.0,42.0,42.0
1Q25,8100,NAM,-14.206584531794231,-2.63729228938762,11.569292242406611,14.808270046054819,4.007901668129938,-0.25492566846789,-14.118563364874328,-0.61814882686064,13.500414538013688,16.74054929489517,42.0,42.0,42.0
2Q25,8101,NAM,-12.26446584278918,-0.9109563412072801,11.3535095015819,16.8266008239823,4.154592517826328,-0.21441038864887485,-12.96156584306287,-0.64852143263178,12.31304441043109,16.677838819379907,42.0,42.0,42.0
3Q25,8102,NAM,-11.52909491524837,-0.38243551940638,11.14665939584199,17.98800116876659,4.092054649157713,-0.03152795743631298,-11.43921141192939,-0.14740718614268,11.291804225786711,18.4246292795263,42.0,42.0,42.0
4Q25,8103,NAM,-9.7744957750598,0.05980876433315,9.83430453939295,20.16283371533227,3.9960760252770524,0.11184112557886827,-7.000862148312841,3.5357978624560795,10.53666001076892,22.87482159183904,42.0,42.0,42.0
1Q26,8104,NAM,-5.22997007355497,5.4096747214058505,10.63964479496082,27.85903449420945,4.367570039072242,0.35966837094230364,-7.42876063112083,3.9886350673667303,11.41739569848756,24.72640219364995,42.0,42.0,42.0
2Q26,8105,NAM,-4.3525560544012,6.895965559903031,11.24852161430423,29.457817602868957,5.123107680315389,0.9685151624890613,-4.77147269255674,6.433333967673851,11.204806660230592,27.83347284283087,42.0,42.0,42.0
