spec,window,quarter,err_spec_pp,err_naive_pp
ref_single_index,W1,1Q23,3.0253722596013795,1.5542810782824823
ref_single_index,W1,2Q23,5.613947909358796,7.615956901217167
ref_single_index,W1,3Q23,-0.8248465740960746,-2.5473721066768356
ref_single_index,W1,4Q23,1.713372679167943,1.52248127602763
ref_single_index,W1,1Q24,3.030165619065894,2.521856526811117
ref_single_index,W1,2Q24,2.034302293907933,0.8081867560681975
ref_single_index,W1,3Q24,1.713859518261934,0.20753193566511818
ref_single_index,W1,4Q24,-1.7108304507380296,-3.8676127666271043
ref_single_index,W1,1Q25,2.130930535518595,4.429626101452743
ref_single_index,W1,2Q25,2.595143475793148,0.4844992784053037
ref_single_index,W1,3Q25,0.5778588296441232,-1.3607355158218537
ref_single_index,W1,4Q25,1.0289707891675874,-1.0250315462041915
ref_single_index,W1,1Q26,2.2254541244124564,0.6653823634955813
ref_single_index,W1,2Q26,-0.30764006928073506,-1.1878244484376577
ref_single_index,W2,1Q24,2.000488709590627,2.521856526811117
ref_single_index,W2,2Q24,0.7868702097298321,0.8081867560681975
ref_single_index,W2,3Q24,0.5211649004408105,0.20753193566511818
ref_single_index,W2,4Q24,-2.660990915410803,-3.8676127666271043
ref_single_index,W2,1Q25,1.3412665113157134,4.429626101452743
ref_single_index,W2,2Q25,1.8335065750166981,0.4844992784053037
ref_single_index,W2,3Q25,-0.2589221595032374,-1.3607355158218537
ref_single_index,W2,4Q25,0.5538303396705118,-1.0250315462041915
ref_single_index,W2,1Q26,1.8903780575091247,0.6653823634955813
ref_single_index,W2,2Q26,-0.8236403379738189,-1.1878244484376577
