value_status,missing_reason,evidence_claim_id,guidance_event_id,source_excerpt_id,driver_family,driver_code,claim_type,evidence_stance,direction,attribution_strength,time_horizon,scope_code,quantified_value,quantified_unit,coder_confidence,contradicts_claim_id,adjudication_note
observed,,ABNB-2021Q4-CLAIM-011-02,ABNB-2021Q4-INITIAL,ABNB-2021Q4-DRIVER-011,booking_economics,adr_yoy,explicit_management_outlook_rationale,supporting,positive,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2021Q4-CLAIM-012-01,ABNB-2021Q4-INITIAL,ABNB-2021Q4-DRIVER-012,booking_behavior,booking_lead_time,explicit_management_outlook_rationale,supporting,positive,contributor,next_quarter,consolidated,,,high,,
observed,,ABNB-2021Q4-CLAIM-012-02,ABNB-2021Q4-INITIAL,ABNB-2021Q4-DRIVER-012,calendar_effects,target_quarter,explicit_management_outlook_rationale,supporting,negative,contributor,next_quarter,consolidated,,,high,,
observed,,ABNB-2022Q1-CLAIM-013-01,ABNB-2022Q1-INITIAL,ABNB-2022Q1-DRIVER-013,booking_behavior,booking_lead_time,explicit_management_outlook_rationale,supporting,positive,contributor,next_quarter,consolidated,,,high,,
observed,,ABNB-2022Q1-CLAIM-013-02,ABNB-2022Q1-INITIAL,ABNB-2022Q1-DRIVER-013,booking_behavior,bookings_on_books,explicit_management_outlook_rationale,supporting,positive,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2022Q1-CLAIM-014-01,ABNB-2022Q1-INITIAL,ABNB-2022Q1-DRIVER-014,mix,regional_mix,explicit_management_outlook_rationale,supporting,positive,contributor,next_quarter,consolidated,,,high,,
observed,,ABNB-2022Q1-CLAIM-014-02,ABNB-2022Q1-INITIAL,ABNB-2022Q1-DRIVER-014,booking_behavior,cancellation_rate,explicit_management_outlook_rationale,supporting,positive,contributor,next_quarter,consolidated,,,high,,
observed,,ABNB-2022Q1-CLAIM-014-03,ABNB-2022Q1-INITIAL,ABNB-2022Q1-DRIVER-014,mix,cross_border_growth,explicit_management_outlook_rationale,supporting,positive,contributor,next_quarter,consolidated,,,high,,
observed,,ABNB-2022Q1-CLAIM-015-01,ABNB-2022Q1-INITIAL,ABNB-2022Q1-DRIVER-015,booking_economics,adr_yoy,explicit_management_outlook_rationale,supporting,neutral,contributor,next_quarter,consolidated,,,high,,
observed,,ABNB-2022Q2-CLAIM-016-01,ABNB-2022Q2-INITIAL,ABNB-2022Q2-DRIVER-016,booking_economics,adr_yoy,explicit_management_outlook_rationale,supporting,positive,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2022Q2-CLAIM-016-02,ABNB-2022Q2-INITIAL,ABNB-2022Q2-DRIVER-016,booking_economics,gbv_yoy,explicit_management_outlook_rationale,supporting,positive,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2022Q2-CLAIM-017-01,ABNB-2022Q2-INITIAL,ABNB-2022Q2-DRIVER-017,external_conditions,fx_revenue_impact,explicit_management_outlook_rationale,supporting,negative,risk,next_quarter,consolidated,,,high,,
observed,,ABNB-2022Q3-CLAIM-018-01,ABNB-2022Q3-INITIAL,ABNB-2022Q3-DRIVER-018,mix,cross_border_growth,explicit_management_outlook_rationale,supporting,positive,contributor,next_quarter,consolidated,,,high,,
observed,,ABNB-2022Q3-CLAIM-018-02,ABNB-2022Q3-INITIAL,ABNB-2022Q3-DRIVER-018,mix,urban_mix,explicit_management_outlook_rationale,supporting,positive,contributor,next_quarter,consolidated,,,high,,
observed,,ABNB-2022Q3-CLAIM-018-03,ABNB-2022Q3-INITIAL,ABNB-2022Q3-DRIVER-018,booking_behavior,cancellation_rate,explicit_management_outlook_rationale,supporting,positive,contributor,next_quarter,consolidated,,,high,,
observed,,ABNB-2022Q3-CLAIM-018-04,ABNB-2022Q3-INITIAL,ABNB-2022Q3-DRIVER-018,booking_behavior,bookings_on_books,explicit_management_outlook_rationale,supporting,positive,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2022Q3-CLAIM-019-01,ABNB-2022Q3-INITIAL,ABNB-2022Q3-DRIVER-019,booking_economics,adr_yoy,explicit_management_outlook_rationale,supporting,negative,risk,next_quarter,consolidated,,,high,,
observed,,ABNB-2022Q3-CLAIM-019-02,ABNB-2022Q3-INITIAL,ABNB-2022Q3-DRIVER-019,external_conditions,fx_revenue_impact,explicit_management_outlook_rationale,supporting,negative,risk,next_quarter,consolidated,,,high,,
observed,,ABNB-2022Q3-CLAIM-019-03,ABNB-2022Q3-INITIAL,ABNB-2022Q3-DRIVER-019,mix,regional_mix,explicit_management_outlook_rationale,mixed,negative,contributor,next_quarter,consolidated,,,high,,
observed,,ABNB-2022Q4-CLAIM-020-01,ABNB-2022Q4-INITIAL,ABNB-2022Q4-DRIVER-020,booking_behavior,booking_lead_time,explicit_management_outlook_rationale,supporting,positive,contributor,next_quarter,consolidated,,,high,,
observed,,ABNB-2022Q4-CLAIM-020-02,ABNB-2022Q4-INITIAL,ABNB-2022Q4-DRIVER-020,mix,regional_mix,explicit_management_outlook_rationale,supporting,positive,contributor,next_quarter,consolidated,,,high,,
observed,,ABNB-2022Q4-CLAIM-021-01,ABNB-2022Q4-INITIAL,ABNB-2022Q4-DRIVER-021,booking_economics,adr_yoy,explicit_management_outlook_rationale,supporting,negative,risk,next_quarter,consolidated,,,high,,
observed,,ABNB-2023Q1-CLAIM-022-01,ABNB-2023Q1-INITIAL,ABNB-2023Q1-DRIVER-022,demand_volume,nights_booked_yoy,explicit_management_outlook_rationale,supporting,negative,risk,next_quarter,consolidated,,,high,,
observed,,ABNB-2023Q1-CLAIM-023-01,ABNB-2023Q1-INITIAL,ABNB-2023Q1-DRIVER-023,booking_economics,adr_yoy,explicit_management_outlook_rationale,supporting,negative,risk,next_quarter,consolidated,,,high,,
observed,,ABNB-2023Q1-CLAIM-023-02,ABNB-2023Q1-INITIAL,ABNB-2023Q1-DRIVER-023,mix,regional_mix,explicit_management_outlook_rationale,supporting,negative,contributor,next_quarter,consolidated,,,high,,
observed,,ABNB-2023Q1-CLAIM-024-01,ABNB-2023Q1-INITIAL,ABNB-2023Q1-DRIVER-024,commercial_activity,marketing_expense,explicit_management_outlook_rationale,supporting,negative,contextual_correlation,next_quarter,consolidated,,,high,,
observed,,ABNB-2023Q2-CLAIM-025-01,ABNB-2023Q2-INITIAL,ABNB-2023Q2-DRIVER-025,demand_volume,nights_booked_yoy,explicit_management_outlook_rationale,supporting,positive,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2023Q2-CLAIM-026-01,ABNB-2023Q2-INITIAL,ABNB-2023Q2-DRIVER-026,booking_economics,adr_yoy,explicit_management_outlook_rationale,supporting,positive,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2023Q2-CLAIM-026-02,ABNB-2023Q2-INITIAL,ABNB-2023Q2-DRIVER-026,external_conditions,fx_revenue_impact,explicit_management_outlook_rationale,supporting,positive,contributor,next_quarter,consolidated,,,high,,
observed,,ABNB-2023Q2-CLAIM-026-03,ABNB-2023Q2-INITIAL,ABNB-2023Q2-DRIVER-026,mix,regional_mix,explicit_management_outlook_rationale,supporting,positive,contributor,next_quarter,consolidated,,,high,,
observed,,ABNB-2023Q3-CLAIM-027-01,ABNB-2023Q3-INITIAL,ABNB-2023Q3-DRIVER-027,booking_behavior,demand_volatility,explicit_management_outlook_rationale,supporting,negative,risk,next_quarter,consolidated,,,high,,
observed,,ABNB-2023Q3-CLAIM-027-02,ABNB-2023Q3-INITIAL,ABNB-2023Q3-DRIVER-027,external_conditions,consumer_confidence_change,explicit_management_outlook_rationale,supporting,negative,risk,next_quarter,consolidated,,,high,,
observed,,ABNB-2023Q3-CLAIM-028-01,ABNB-2023Q3-INITIAL,ABNB-2023Q3-DRIVER-028,booking_economics,adr_yoy,explicit_management_outlook_rationale,supporting,positive,contributor,next_quarter,consolidated,,,high,,
observed,,ABNB-2023Q4-CLAIM-029-01,ABNB-2023Q4-INITIAL,ABNB-2023Q4-DRIVER-029,calendar_effects,easter_shift,explicit_management_outlook_rationale,supporting,positive,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2023Q4-CLAIM-029-02,ABNB-2023Q4-INITIAL,ABNB-2023Q4-DRIVER-029,booking_economics,take_rate,explicit_management_outlook_rationale,supporting,positive,contributor,next_quarter,consolidated,,,high,,
observed,,ABNB-2023Q4-CLAIM-030-01,ABNB-2023Q4-INITIAL,ABNB-2023Q4-DRIVER-030,demand_volume,nights_booked_yoy,explicit_management_outlook_rationale,supporting,negative,risk,next_quarter,consolidated,,,high,,
observed,,ABNB-2024Q1-CLAIM-031-01,ABNB-2024Q1-INITIAL,ABNB-2024Q1-DRIVER-031,calendar_effects,easter_shift,explicit_management_outlook_rationale,supporting,negative,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2024Q1-CLAIM-032-01,ABNB-2024Q1-INITIAL,ABNB-2024Q1-DRIVER-032,calendar_effects,leap_year,explicit_management_outlook_rationale,supporting,negative,contributor,next_quarter,consolidated,,,high,,
observed,,ABNB-2024Q1-CLAIM-032-02,ABNB-2024Q1-INITIAL,ABNB-2024Q1-DRIVER-032,external_conditions,fx_revenue_impact,explicit_management_outlook_rationale,supporting,negative,risk,next_quarter,consolidated,,,high,,
observed,,ABNB-2024Q1-CLAIM-033-01,ABNB-2024Q1-INITIAL,ABNB-2024Q1-DRIVER-033,calendar_effects,major_holiday_shift,explicit_management_outlook_rationale,supporting,positive,contributor,next_quarter,consolidated,,,high,,
observed,,ABNB-2024Q1-CLAIM-033-02,ABNB-2024Q1-INITIAL,ABNB-2024Q1-DRIVER-033,demand_volume,forward_booking_momentum,explicit_management_outlook_rationale,supporting,positive,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2024Q2-CLAIM-034-01,ABNB-2024Q2-INITIAL,ABNB-2024Q2-DRIVER-034,booking_behavior,booking_lead_time,explicit_management_outlook_rationale,supporting,negative,risk,next_quarter,consolidated,,,high,,
observed,,ABNB-2024Q2-CLAIM-034-02,ABNB-2024Q2-INITIAL,ABNB-2024Q2-DRIVER-034,mix,regional_mix,explicit_management_outlook_rationale,supporting,negative,risk,next_quarter,consolidated,,,high,,
observed,,ABNB-2024Q2-CLAIM-034-03,ABNB-2024Q2-INITIAL,ABNB-2024Q2-DRIVER-034,external_conditions,consumer_confidence_change,explicit_management_outlook_rationale,supporting,negative,risk,next_quarter,consolidated,,,high,,
observed,,ABNB-2024Q2-CLAIM-035-01,ABNB-2024Q2-INITIAL,ABNB-2024Q2-DRIVER-035,booking_economics,take_rate,explicit_management_outlook_rationale,supporting,positive,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2024Q2-CLAIM-036-01,ABNB-2024Q2-INITIAL,ABNB-2024Q2-DRIVER-036,booking_economics,fee_structure_change,explicit_management_outlook_rationale,supporting,positive,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2024Q2-CLAIM-036-02,ABNB-2024Q2-INITIAL,ABNB-2024Q2-DRIVER-036,commercial_activity,product_investment_intensity,explicit_management_outlook_rationale,contradictory,negative,risk,next_quarter,consolidated,,,high,,
observed,,ABNB-2024Q3-CLAIM-037-01,ABNB-2024Q3-INITIAL,ABNB-2024Q3-DRIVER-037,demand_volume,forward_booking_momentum,explicit_management_outlook_rationale,supporting,positive,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2024Q3-CLAIM-037-02,ABNB-2024Q3-INITIAL,ABNB-2024Q3-DRIVER-037,booking_behavior,booking_lead_time,explicit_management_outlook_rationale,supporting,positive,contributor,next_quarter,consolidated,,,high,,
observed,,ABNB-2024Q3-CLAIM-037-03,ABNB-2024Q3-INITIAL,ABNB-2024Q3-DRIVER-037,mix,regional_mix,explicit_management_outlook_rationale,supporting,positive,contributor,next_quarter,consolidated,,,high,,
observed,,ABNB-2024Q3-CLAIM-038-01,ABNB-2024Q3-INITIAL,ABNB-2024Q3-DRIVER-038,booking_economics,adr_yoy,explicit_management_outlook_rationale,supporting,positive,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2024Q3-CLAIM-038-02,ABNB-2024Q3-INITIAL,ABNB-2024Q3-DRIVER-038,mix,regional_mix,explicit_management_outlook_rationale,supporting,positive,contributor,next_quarter,consolidated,,,high,,
observed,,ABNB-2024Q3-CLAIM-039-01,ABNB-2024Q3-INITIAL,ABNB-2024Q3-DRIVER-039,booking_economics,take_rate,explicit_management_outlook_rationale,supporting,negative,risk,next_quarter,consolidated,,,high,,
observed,,ABNB-2024Q4-CLAIM-040-01,ABNB-2024Q4-INITIAL,ABNB-2024Q4-DRIVER-040,calendar_effects,easter_shift,explicit_management_outlook_rationale,supporting,negative,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2024Q4-CLAIM-040-02,ABNB-2024Q4-INITIAL,ABNB-2024Q4-DRIVER-040,calendar_effects,leap_year,explicit_management_outlook_rationale,supporting,negative,contributor,next_quarter,consolidated,,,high,,
observed,,ABNB-2024Q4-CLAIM-041-01,ABNB-2024Q4-INITIAL,ABNB-2024Q4-DRIVER-041,booking_economics,adr_yoy,explicit_management_outlook_rationale,supporting,negative,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2024Q4-CLAIM-041-02,ABNB-2024Q4-INITIAL,ABNB-2024Q4-DRIVER-041,external_conditions,fx_revenue_impact,explicit_management_outlook_rationale,supporting,negative,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2024Q4-CLAIM-042-01,ABNB-2024Q4-INITIAL,ABNB-2024Q4-DRIVER-042,commercial_activity,product_investment_intensity,explicit_management_outlook_rationale,supporting,neutral,contextual_correlation,next_quarter,consolidated,,,high,,
observed,,ABNB-2025Q1-CLAIM-043-01,ABNB-2025Q1-INITIAL,ABNB-2025Q1-DRIVER-043,external_conditions,consumer_confidence_change,explicit_management_outlook_rationale,supporting,negative,risk,next_quarter,consolidated,,,high,,
observed,,ABNB-2025Q1-CLAIM-043-02,ABNB-2025Q1-INITIAL,ABNB-2025Q1-DRIVER-043,demand_volume,forward_booking_momentum,explicit_management_outlook_rationale,mixed,positive,contributor,next_quarter,consolidated,,,high,,
observed,,ABNB-2025Q1-CLAIM-044-01,ABNB-2025Q1-INITIAL,ABNB-2025Q1-DRIVER-044,mix,regional_mix,explicit_management_outlook_rationale,supporting,positive,contributor,next_quarter,consolidated,,,high,,
observed,,ABNB-2025Q1-CLAIM-045-01,ABNB-2025Q1-INITIAL,ABNB-2025Q1-DRIVER-045,mix,regional_mix,explicit_management_outlook_rationale,supporting,negative,risk,next_quarter,consolidated,,,high,,
observed,,ABNB-2025Q1-CLAIM-045-02,ABNB-2025Q1-INITIAL,ABNB-2025Q1-DRIVER-045,external_conditions,consumer_confidence_change,explicit_management_outlook_rationale,supporting,negative,risk,next_quarter,consolidated,,,high,,
observed,,ABNB-2025Q1-CLAIM-046-01,ABNB-2025Q1-INITIAL,ABNB-2025Q1-DRIVER-046,calendar_effects,easter_shift,explicit_management_outlook_rationale,supporting,positive,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2025Q1-CLAIM-046-02,ABNB-2025Q1-INITIAL,ABNB-2025Q1-DRIVER-046,booking_economics,take_rate,explicit_management_outlook_rationale,supporting,positive,contributor,next_quarter,consolidated,,,high,,
observed,,ABNB-2025Q2-CLAIM-047-01,ABNB-2025Q2-INITIAL,ABNB-2025Q2-DRIVER-047,booking_behavior,demand_volatility,explicit_management_outlook_rationale,supporting,negative,risk,next_quarter,consolidated,,,high,,
observed,,ABNB-2025Q2-CLAIM-048-01,ABNB-2025Q2-INITIAL,ABNB-2025Q2-DRIVER-048,demand_volume,nights_booked_yoy,explicit_management_outlook_rationale,supporting,neutral,contributor,next_quarter,consolidated,,,high,,
observed,,ABNB-2025Q2-CLAIM-049-01,ABNB-2025Q2-INITIAL,ABNB-2025Q2-DRIVER-049,booking_economics,adr_yoy,explicit_management_outlook_rationale,supporting,positive,contributor,next_quarter,consolidated,,,high,,
observed,,ABNB-2025Q2-CLAIM-049-02,ABNB-2025Q2-INITIAL,ABNB-2025Q2-DRIVER-049,external_conditions,fx_revenue_impact,explicit_management_outlook_rationale,supporting,positive,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2025Q3-CLAIM-050-01,ABNB-2025Q3-INITIAL,ABNB-2025Q3-DRIVER-050,booking_behavior,booking_lead_time,explicit_management_outlook_rationale,supporting,positive,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2025Q3-CLAIM-050-02,ABNB-2025Q3-INITIAL,ABNB-2025Q3-DRIVER-050,commercial_activity,product_investment_intensity,explicit_management_outlook_rationale,supporting,positive,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2025Q3-CLAIM-051-01,ABNB-2025Q3-INITIAL,ABNB-2025Q3-DRIVER-051,booking_economics,gbv_yoy,explicit_management_outlook_rationale,supporting,positive,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2025Q3-CLAIM-052-01,ABNB-2025Q3-INITIAL,ABNB-2025Q3-DRIVER-052,booking_economics,adr_yoy,explicit_management_outlook_rationale,supporting,positive,contributor,next_quarter,consolidated,,,high,,
observed,,ABNB-2025Q3-CLAIM-052-02,ABNB-2025Q3-INITIAL,ABNB-2025Q3-DRIVER-052,external_conditions,fx_revenue_impact,explicit_management_outlook_rationale,supporting,positive,contributor,next_quarter,consolidated,,,high,,
observed,,ABNB-2025Q4-CLAIM-053-01,ABNB-2025Q4-INITIAL,ABNB-2025Q4-DRIVER-053,commercial_activity,product_investment_intensity,explicit_management_outlook_rationale,supporting,positive,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2025Q4-CLAIM-054-01,ABNB-2025Q4-INITIAL,ABNB-2025Q4-DRIVER-054,booking_economics,gbv_yoy,explicit_management_outlook_rationale,supporting,positive,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2025Q4-CLAIM-054-02,ABNB-2025Q4-INITIAL,ABNB-2025Q4-DRIVER-054,demand_volume,nights_booked_yoy,explicit_management_outlook_rationale,supporting,positive,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2025Q4-CLAIM-055-01,ABNB-2025Q4-INITIAL,ABNB-2025Q4-DRIVER-055,external_conditions,fx_revenue_impact,explicit_management_outlook_rationale,supporting,positive,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2026Q1-CLAIM-056-01,ABNB-2026Q1-INITIAL,ABNB-2026Q1-DRIVER-056,demand_volume,nights_booked_yoy,explicit_management_outlook_rationale,supporting,positive,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2026Q1-CLAIM-056-02,ABNB-2026Q1-INITIAL,ABNB-2026Q1-DRIVER-056,mix,regional_mix,explicit_management_outlook_rationale,supporting,positive,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2026Q1-CLAIM-057-01,ABNB-2026Q1-INITIAL,ABNB-2026Q1-DRIVER-057,booking_behavior,cancellation_rate,explicit_management_outlook_rationale,supporting,negative,risk,next_quarter,consolidated,,,high,,
observed,,ABNB-2026Q1-CLAIM-057-02,ABNB-2026Q1-INITIAL,ABNB-2026Q1-DRIVER-057,external_conditions,consumer_confidence_change,explicit_management_outlook_rationale,supporting,negative,risk,next_quarter,consolidated,,,high,,
observed,,ABNB-2026Q1-CLAIM-058-01,ABNB-2026Q1-INITIAL,ABNB-2026Q1-DRIVER-058,booking_economics,fee_structure_change,explicit_management_outlook_rationale,supporting,positive,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2026Q1-CLAIM-058-02,ABNB-2026Q1-INITIAL,ABNB-2026Q1-DRIVER-058,booking_economics,take_rate,explicit_management_outlook_rationale,supporting,positive,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2026Q2-CLAIM-059-01,ABNB-2026Q2-INITIAL,ABNB-2026Q2-DRIVER-059,demand_volume,forward_booking_momentum,explicit_management_outlook_rationale,supporting,positive,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2026Q2-CLAIM-060-01,ABNB-2026Q2-INITIAL,ABNB-2026Q2-DRIVER-060,commercial_activity,marketing_expense,explicit_management_outlook_rationale,supporting,positive,contributor,next_quarter,consolidated,,,high,,
observed,,ABNB-2026Q2-CLAIM-060-02,ABNB-2026Q2-INITIAL,ABNB-2026Q2-DRIVER-060,commercial_activity,product_investment_intensity,explicit_management_outlook_rationale,supporting,positive,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2026Q2-CLAIM-061-01,ABNB-2026Q2-INITIAL,ABNB-2026Q2-DRIVER-061,booking_economics,gbv_yoy,explicit_management_outlook_rationale,supporting,positive,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2026Q2-CLAIM-061-02,ABNB-2026Q2-INITIAL,ABNB-2026Q2-DRIVER-061,demand_volume,nights_booked_yoy,explicit_management_outlook_rationale,supporting,positive,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2026Q2-CLAIM-062-01,ABNB-2026Q2-INITIAL,ABNB-2026Q2-DRIVER-062,external_conditions,fx_revenue_impact,explicit_management_outlook_rationale,supporting,positive,driver,next_quarter,consolidated,,,high,,
observed,,ABNB-2024Q2-OMISSION-01,ABNB-2024Q2-INITIAL,ABNB-2024Q2-DRIVER-034,supply,active_listings_yoy,full_outlook_section_omission_audit,negative_evidence,not_attributed,no_attribution,next_quarter,consolidated,,,medium,,Candidate was reviewed but was not explicitly tied to the next-quarter revenue range in this outlook section.
observed,,ABNB-2024Q2-OMISSION-02,ABNB-2024Q2-INITIAL,ABNB-2024Q2-DRIVER-034,external_conditions,regulatory_pressure,full_outlook_section_omission_audit,negative_evidence,not_attributed,no_attribution,next_quarter,consolidated,,,medium,,Candidate was reviewed but was not explicitly tied to the next-quarter revenue range in this outlook section.
observed,,ABNB-2025Q3-TRANSCRIPT-CLAIM-01,ABNB-2025Q3-INITIAL,ABNB-2025Q3-TRANSCRIPT-DRIVER-01,booking_behavior,cancellation_rate,transcript_management_explanation,mixed,mixed,driver,next_quarter_or_full_year,consolidated,,,high,,
observed,,ABNB-2026Q1-TRANSCRIPT-CLAIM-02,ABNB-2026Q1-INITIAL,ABNB-2026Q1-TRANSCRIPT-DRIVER-02,booking_economics,fee_structure_change,transcript_management_explanation,supporting,positive,driver,next_quarter_or_full_year,consolidated,,,high,,
