value_status,missing_reason,guidance_item_id,guidance_event_id,target_period,metric_code,measure_type,value_low,value_high,value_mid,unit,currency,accounting_basis,is_company_stated,derivation_formula,comparator_period,source_excerpt_id,extraction_confidence
observed,,ABNB-2023Q3-NEXTQ-REVENUE-GUIDE,ABNB-2023Q3-INITIAL,2023Q4,revenue,absolute_range,2130.0,2170.0,2150.0,USD_millions,USD,GAAP,True,,,ABNB-2023Q3-NEXTQ-REVENUE-GUIDE-EXCERPT,high
observed,,ABNB-2023Q4-NEXTQ-REVENUE-GUIDE,ABNB-2023Q4-INITIAL,2024Q1,revenue,absolute_range,2030.0,2070.0,2050.0,USD_millions,USD,GAAP,True,,,ABNB-2023Q4-NEXTQ-REVENUE-GUIDE-EXCERPT,high
observed,,ABNB-2024Q1-NEXTQ-REVENUE-GUIDE,ABNB-2024Q1-INITIAL,2024Q2,revenue,absolute_range,2680.0,2740.0,2710.0,USD_millions,USD,GAAP,True,,,ABNB-2024Q1-NEXTQ-REVENUE-GUIDE-EXCERPT,high
observed,,ABNB-2024Q2-NEXTQ-REVENUE-GUIDE,ABNB-2024Q2-INITIAL,2024Q3,revenue,absolute_range,3670.0,3730.0,3700.0,USD_millions,USD,GAAP,True,,,ABNB-2024Q2-NEXTQ-REVENUE-GUIDE-EXCERPT,high
observed,,ABNB-2024Q3-NEXTQ-REVENUE-GUIDE,ABNB-2024Q3-INITIAL,2024Q4,revenue,absolute_range,2390.0,2440.0,2415.0,USD_millions,USD,GAAP,True,,,ABNB-2024Q3-NEXTQ-REVENUE-GUIDE-EXCERPT,high
observed,,ABNB-2024Q4-NEXTQ-REVENUE-GUIDE,ABNB-2024Q4-INITIAL,2025Q1,revenue,absolute_range,2230.0,2270.0,2250.0,USD_millions,USD,GAAP,True,,,ABNB-2024Q4-NEXTQ-REVENUE-GUIDE-EXCERPT,high
observed,,ABNB-2025Q1-NEXTQ-REVENUE-GUIDE,ABNB-2025Q1-INITIAL,2025Q2,revenue,absolute_range,2990.0,3050.0,3020.0,USD_millions,USD,GAAP,True,,,ABNB-2025Q1-NEXTQ-REVENUE-GUIDE-EXCERPT,high
observed,,ABNB-2025Q2-NEXTQ-REVENUE-GUIDE,ABNB-2025Q2-INITIAL,2025Q3,revenue,absolute_range,4020.0,4100.0,4060.0,USD_millions,USD,GAAP,True,,,ABNB-2025Q2-NEXTQ-REVENUE-GUIDE-EXCERPT,high
observed,,ABNB-2025Q3-NEXTQ-REVENUE-GUIDE,ABNB-2025Q3-INITIAL,2025Q4,revenue,absolute_range,2660.0,2720.0,2690.0,USD_millions,USD,GAAP,True,,,ABNB-2025Q3-NEXTQ-REVENUE-GUIDE-EXCERPT,high
observed,,ABNB-2025Q4-NEXTQ-REVENUE-GUIDE,ABNB-2025Q4-INITIAL,2026Q1,revenue,absolute_range,2590.0,2630.0,2610.0,USD_millions,USD,GAAP,True,,,ABNB-2025Q4-NEXTQ-REVENUE-GUIDE-EXCERPT,high
observed,,ABNB-2026Q1-NEXTQ-REVENUE-GUIDE,ABNB-2026Q1-INITIAL,2026Q2,revenue,absolute_range,3540.0,3600.0,3570.0,USD_millions,USD,GAAP,True,,,ABNB-2026Q1-NEXTQ-REVENUE-GUIDE-EXCERPT,high
observed,,ABNB-2026Q2-NEXTQ-REVENUE-GUIDE,ABNB-2026Q2-INITIAL,2026Q3,revenue,absolute_range,4690.0,4770.0,4730.0,USD_millions,USD,GAAP,True,,,ABNB-2026Q2-NEXTQ-REVENUE-GUIDE-EXCERPT,high
observed,,ABNB-2021Q2-INITIAL-NIGHTS_BOOKED_YOY-GUIDE,ABNB-2021Q2-INITIAL,2021Q3,nights_booked_yoy,qualitative_direction,,,,narrative,,operating,True,,,ABNB-2021Q2-DRIVER-005,high
observed,,ABNB-2021Q2-INITIAL-ADR_YOY-GUIDE,ABNB-2021Q2-INITIAL,2021Q3,adr_yoy,qualitative_direction,,,,narrative,,operating,True,,,ABNB-2021Q2-DRIVER-005,high
observed,,ABNB-2021Q3-INITIAL-ADR_YOY-GUIDE,ABNB-2021Q3-INITIAL,2021Q4,adr_yoy,qualitative_direction,,,,narrative,,operating,True,,,ABNB-2021Q3-DRIVER-009,high
observed,,ABNB-2021Q3-INITIAL-TAKE_RATE-GUIDE,ABNB-2021Q3-INITIAL,2021Q4,take_rate,qualitative_direction,,,,narrative,,operating,True,,,ABNB-2021Q3-DRIVER-010,high
observed,,ABNB-2021Q4-INITIAL-NIGHTS_BOOKED_YOY-GUIDE,ABNB-2021Q4-INITIAL,2022Q1,nights_booked_yoy,qualitative_direction,,,,narrative,,operating,True,,,ABNB-2021Q4-DRIVER-011,high
observed,,ABNB-2021Q4-INITIAL-ADR_YOY-GUIDE,ABNB-2021Q4-INITIAL,2022Q1,adr_yoy,qualitative_direction,,,,narrative,,operating,True,,,ABNB-2021Q4-DRIVER-011,high
observed,,ABNB-2022Q1-INITIAL-ADR_YOY-GUIDE,ABNB-2022Q1-INITIAL,2022Q2,adr_yoy,qualitative_direction,,,,narrative,,operating,True,,,ABNB-2022Q1-DRIVER-015,high
observed,,ABNB-2022Q2-INITIAL-ADR_YOY-GUIDE,ABNB-2022Q2-INITIAL,2022Q3,adr_yoy,qualitative_direction,,,,narrative,,operating,True,,,ABNB-2022Q2-DRIVER-016,high
observed,,ABNB-2022Q2-INITIAL-GBV_YOY-GUIDE,ABNB-2022Q2-INITIAL,2022Q3,gbv_yoy,qualitative_direction,,,,narrative,,operating,True,,,ABNB-2022Q2-DRIVER-016,high
observed,,ABNB-2022Q3-INITIAL-ADR_YOY-GUIDE,ABNB-2022Q3-INITIAL,2022Q4,adr_yoy,qualitative_direction,,,,narrative,,operating,True,,,ABNB-2022Q3-DRIVER-019,high
observed,,ABNB-2022Q4-INITIAL-ADR_YOY-GUIDE,ABNB-2022Q4-INITIAL,2023Q1,adr_yoy,qualitative_direction,,,,narrative,,operating,True,,,ABNB-2022Q4-DRIVER-021,high
observed,,ABNB-2023Q1-INITIAL-NIGHTS_BOOKED_YOY-GUIDE,ABNB-2023Q1-INITIAL,2023Q2,nights_booked_yoy,qualitative_direction,,,,narrative,,operating,True,,,ABNB-2023Q1-DRIVER-022,high
observed,,ABNB-2023Q1-INITIAL-ADR_YOY-GUIDE,ABNB-2023Q1-INITIAL,2023Q2,adr_yoy,qualitative_direction,,,,narrative,,operating,True,,,ABNB-2023Q1-DRIVER-023,high
observed,,ABNB-2023Q2-INITIAL-NIGHTS_BOOKED_YOY-GUIDE,ABNB-2023Q2-INITIAL,2023Q3,nights_booked_yoy,qualitative_direction,,,,narrative,,operating,True,,,ABNB-2023Q2-DRIVER-025,high
observed,,ABNB-2023Q2-INITIAL-ADR_YOY-GUIDE,ABNB-2023Q2-INITIAL,2023Q3,adr_yoy,qualitative_direction,,,,narrative,,operating,True,,,ABNB-2023Q2-DRIVER-026,high
observed,,ABNB-2023Q3-INITIAL-ADR_YOY-GUIDE,ABNB-2023Q3-INITIAL,2023Q4,adr_yoy,qualitative_direction,,,,narrative,,operating,True,,,ABNB-2023Q3-DRIVER-028,high
observed,,ABNB-2023Q4-INITIAL-TAKE_RATE-GUIDE,ABNB-2023Q4-INITIAL,2024Q1,take_rate,qualitative_direction,,,,narrative,,operating,True,,,ABNB-2023Q4-DRIVER-029,high
observed,,ABNB-2023Q4-INITIAL-NIGHTS_BOOKED_YOY-GUIDE,ABNB-2023Q4-INITIAL,2024Q1,nights_booked_yoy,qualitative_direction,,,,narrative,,operating,True,,,ABNB-2023Q4-DRIVER-030,high
observed,,ABNB-2024Q2-INITIAL-TAKE_RATE-GUIDE,ABNB-2024Q2-INITIAL,2024Q3,take_rate,qualitative_direction,,,,narrative,,operating,True,,,ABNB-2024Q2-DRIVER-035,high
observed,,ABNB-2024Q3-INITIAL-ADR_YOY-GUIDE,ABNB-2024Q3-INITIAL,2024Q4,adr_yoy,qualitative_direction,,,,narrative,,operating,True,,,ABNB-2024Q3-DRIVER-038,high
observed,,ABNB-2024Q3-INITIAL-TAKE_RATE-GUIDE,ABNB-2024Q3-INITIAL,2024Q4,take_rate,qualitative_direction,,,,narrative,,operating,True,,,ABNB-2024Q3-DRIVER-039,high
observed,,ABNB-2024Q4-INITIAL-ADR_YOY-GUIDE,ABNB-2024Q4-INITIAL,2025Q1,adr_yoy,qualitative_direction,,,,narrative,,operating,True,,,ABNB-2024Q4-DRIVER-041,high
observed,,ABNB-2025Q1-INITIAL-TAKE_RATE-GUIDE,ABNB-2025Q1-INITIAL,2025Q2,take_rate,qualitative_direction,,,,narrative,,operating,True,,,ABNB-2025Q1-DRIVER-046,high
observed,,ABNB-2025Q2-INITIAL-NIGHTS_BOOKED_YOY-GUIDE,ABNB-2025Q2-INITIAL,2025Q3,nights_booked_yoy,qualitative_direction,,,,narrative,,operating,True,,,ABNB-2025Q2-DRIVER-048,high
observed,,ABNB-2025Q2-INITIAL-ADR_YOY-GUIDE,ABNB-2025Q2-INITIAL,2025Q3,adr_yoy,qualitative_direction,,,,narrative,,operating,True,,,ABNB-2025Q2-DRIVER-049,high
observed,,ABNB-2025Q3-INITIAL-GBV_YOY-GUIDE,ABNB-2025Q3-INITIAL,2025Q4,gbv_yoy,qualitative_direction,,,,narrative,,operating,True,,,ABNB-2025Q3-DRIVER-051,high
observed,,ABNB-2025Q3-INITIAL-ADR_YOY-GUIDE,ABNB-2025Q3-INITIAL,2025Q4,adr_yoy,qualitative_direction,,,,narrative,,operating,True,,,ABNB-2025Q3-DRIVER-052,high
observed,,ABNB-2025Q4-INITIAL-GBV_YOY-GUIDE,ABNB-2025Q4-INITIAL,2026Q1,gbv_yoy,qualitative_direction,,,,narrative,,operating,True,,,ABNB-2025Q4-DRIVER-054,high
observed,,ABNB-2025Q4-INITIAL-NIGHTS_BOOKED_YOY-GUIDE,ABNB-2025Q4-INITIAL,2026Q1,nights_booked_yoy,qualitative_direction,,,,narrative,,operating,True,,,ABNB-2025Q4-DRIVER-054,high
observed,,ABNB-2026Q1-INITIAL-NIGHTS_BOOKED_YOY-GUIDE,ABNB-2026Q1-INITIAL,2026Q2,nights_booked_yoy,qualitative_direction,,,,narrative,,operating,True,,,ABNB-2026Q1-DRIVER-056,high
observed,,ABNB-2026Q1-INITIAL-TAKE_RATE-GUIDE,ABNB-2026Q1-INITIAL,2026Q2,take_rate,qualitative_direction,,,,narrative,,operating,True,,,ABNB-2026Q1-DRIVER-058,high
observed,,ABNB-2026Q2-INITIAL-GBV_YOY-GUIDE,ABNB-2026Q2-INITIAL,2026Q3,gbv_yoy,qualitative_direction,,,,narrative,,operating,True,,,ABNB-2026Q2-DRIVER-061,high
observed,,ABNB-2026Q2-INITIAL-NIGHTS_BOOKED_YOY-GUIDE,ABNB-2026Q2-INITIAL,2026Q3,nights_booked_yoy,qualitative_direction,,,,narrative,,operating,True,,,ABNB-2026Q2-DRIVER-061,high
observed,,ABNB-2020Q4-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2020Q4-INITIAL,2021Q1,adj_ebitda_margin,qualitative_direction,,,,narrative,,non_GAAP,True,seasonal low; no bound stated,2020Q4,ABNB-2020Q4-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,high
observed,,ABNB-2020Q4-FY-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2020Q4-INITIAL,2021Q4,adj_ebitda_margin,qualitative_direction,,,,narrative,,non_GAAP,False,FULL-YEAR guide for FY2021; target_period set to 2021Q4 because the schema allows quarters only. H1 below H2; no bound stated,,ABNB-2020Q4-FY-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,high
observed,,ABNB-2021Q1-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2021Q1-INITIAL,2021Q2,adj_ebitda_margin,absolute_floor,0.0,,,percent,,non_GAAP,False,breakeven to slightly positive read as floor of 0%,2020Q2,ABNB-2021Q1-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,medium
observed,,ABNB-2021Q1-FY-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2021Q1-INITIAL,2021Q4,adj_ebitda_margin,qualitative_direction,,,,narrative,,non_GAAP,False,FULL-YEAR guide for FY2021; target_period set to 2021Q4 because the schema allows quarters only. H1 below H2; no bound stated,,ABNB-2021Q1-FY-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,high
observed,,ABNB-2021Q2-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2021Q2-INITIAL,2021Q3,adj_ebitda_margin,absolute_floor,37.3,,,percent,,non_GAAP,False,"highest margin ever implies above the prior record of 37% in Q3 2020 (501/1,342)",2020Q3,ABNB-2021Q2-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,medium
observed,,ABNB-2021Q3-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2021Q3-INITIAL,2021Q4,adj_ebitda_margin,qualitative_direction,,,,narrative,,non_GAAP,True,greater year-over-year expansion than Q3 2021 delivered; no bound stated,2020Q4,ABNB-2021Q3-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,high
observed,,ABNB-2021Q4-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2021Q4-INITIAL,2022Q1,adj_ebitda_margin,absolute_floor,0.0,,,percent,,non_GAAP,False,first positive Q1 Adjusted EBITDA implies margin above 0%,2021Q1,ABNB-2021Q4-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,high
observed,,ABNB-2021Q4-FY-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2021Q4-INITIAL,2022Q4,adj_ebitda_margin,absolute_point,,,27.0,percent,,non_GAAP,False,FULL-YEAR guide for FY2022; target_period set to 2022Q4 because the schema allows quarters only. directionally in line with FY2021 margin of 27% (letter),2021Q4,ABNB-2021Q4-FY-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,medium
observed,,ABNB-2022Q1-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2022Q1-INITIAL,2022Q2,adj_ebitda_margin,absolute_floor,26.0,,,percent,,non_GAAP,False,low double-digit point improvement on Q2 2021's 16% read as at least 10 points,2021Q2,ABNB-2022Q1-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,medium
observed,,ABNB-2022Q1-FY-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2022Q1-INITIAL,2022Q4,adj_ebitda_margin,absolute_floor,27.0,,,percent,,non_GAAP,False,FULL-YEAR guide for FY2022; target_period set to 2022Q4 because the schema allows quarters only. modest expansion versus FY2021's 27%,2021Q4,ABNB-2022Q1-FY-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,medium
observed,,ABNB-2022Q2-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2022Q2-INITIAL,2022Q3,adj_ebitda_margin,absolute_ceiling,,49.0,,percent,,non_GAAP,False,at or slightly below Q3 2021's 49%,2021Q3,ABNB-2022Q2-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,high
observed,,ABNB-2022Q2-FY-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2022Q2-INITIAL,2022Q4,adj_ebitda_margin,absolute_floor,27.0,,,percent,,non_GAAP,False,FULL-YEAR guide for FY2022; target_period set to 2022Q4 because the schema allows quarters only. expansion versus FY2021's 27%,2021Q4,ABNB-2022Q2-FY-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,medium
observed,,ABNB-2022Q3-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2022Q3-INITIAL,2022Q4,adj_ebitda_margin,absolute_floor,22.0,,,percent,,non_GAAP,True,in line to modestly higher than Q4 2021's 22%,2021Q4,ABNB-2022Q3-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,high
observed,,ABNB-2022Q4-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2022Q4-INITIAL,2023Q1,adj_ebitda_margin,absolute_ceiling,,15.0,,percent,,non_GAAP,False,slightly down versus Q1 2022's 15%,2022Q1,ABNB-2022Q4-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,high
observed,,ABNB-2022Q4-FY-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2022Q4-INITIAL,2023Q4,adj_ebitda_margin,absolute_point,,,35.0,percent,,non_GAAP,True,FULL-YEAR guide for FY2023; target_period set to 2023Q4 because the schema allows quarters only. maintain FY2022 margin (35% as reported in the letter; 34.6% unrounded),2022Q4,ABNB-2022Q4-FY-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,high
observed,,ABNB-2023Q1-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2023Q1-INITIAL,2023Q2,adj_ebitda_margin,absolute_ceiling,,34.0,,percent,,non_GAAP,False,lower than Q2 2022's 34%,2022Q2,ABNB-2023Q1-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,high
observed,,ABNB-2023Q1-FY-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2023Q1-INITIAL,2023Q4,adj_ebitda_margin,absolute_point,,,35.0,percent,,non_GAAP,True,FULL-YEAR guide for FY2023; target_period set to 2023Q4 because the schema allows quarters only. broadly in line with FY2022,2022Q4,ABNB-2023Q1-FY-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,high
observed,,ABNB-2023Q2-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2023Q2-INITIAL,2023Q3,adj_ebitda_margin,absolute_floor,51.0,,,percent,,non_GAAP,True,exceeds Q3 2022's 51%,2022Q3,ABNB-2023Q2-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,high
observed,,ABNB-2023Q2-FY-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2023Q2-INITIAL,2023Q4,adj_ebitda_margin,absolute_floor,35.0,,,percent,,non_GAAP,True,FULL-YEAR guide for FY2023; target_period set to 2023Q4 because the schema allows quarters only. modestly higher than FY2022's 35%,2022Q4,ABNB-2023Q2-FY-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,high
observed,,ABNB-2023Q3-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2023Q3-INITIAL,2023Q4,adj_ebitda_margin,absolute_floor,27.0,,,percent,,non_GAAP,True,exceeds Q4 2022's 27%,2022Q4,ABNB-2023Q3-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,high
observed,,ABNB-2023Q3-FY-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2023Q3-INITIAL,2023Q4,adj_ebitda_margin,absolute_point,,,36.1,percent,,non_GAAP,False,FULL-YEAR guide for FY2023; target_period set to 2023Q4 because the schema allows quarters only. FY2022 unrounded 34.6% plus 150 bps,2022Q4,ABNB-2023Q3-FY-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,high
observed,,ABNB-2023Q4-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2023Q4-INITIAL,2024Q1,adj_ebitda_margin,absolute_floor,14.0,,,percent,,non_GAAP,True,expands versus Q1 2023's 14%,2023Q1,ABNB-2023Q4-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,high
observed,,ABNB-2023Q4-FY-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2023Q4-INITIAL,2024Q4,adj_ebitda_margin,absolute_floor,35.0,,,percent,,non_GAAP,True,FULL-YEAR guide for FY2024; target_period set to 2024Q4 because the schema allows quarters only. explicit floor,2023Q4,ABNB-2023Q4-FY-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,high
observed,,ABNB-2024Q1-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2024Q1-INITIAL,2024Q2,adj_ebitda_margin,absolute_ceiling,,33.0,,percent,,non_GAAP,False,down versus Q2 2023's 33%,2023Q2,ABNB-2024Q1-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,high
observed,,ABNB-2024Q1-FY-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2024Q1-INITIAL,2024Q4,adj_ebitda_margin,absolute_floor,35.0,,,percent,,non_GAAP,True,FULL-YEAR guide for FY2024; target_period set to 2024Q4 because the schema allows quarters only. explicit floor reiterated,2023Q4,ABNB-2024Q1-FY-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,high
observed,,ABNB-2024Q2-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2024Q2-INITIAL,2024Q3,adj_ebitda_margin,absolute_ceiling,,54.0,,percent,,non_GAAP,False,declines versus Q3 2023's 54%,2023Q3,ABNB-2024Q2-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,high
observed,,ABNB-2024Q2-FY-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2024Q2-INITIAL,2024Q4,adj_ebitda_margin,absolute_floor,35.0,,,percent,,non_GAAP,True,FULL-YEAR guide for FY2024; target_period set to 2024Q4 because the schema allows quarters only. explicit floor reiterated,2023Q4,ABNB-2024Q2-FY-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,high
observed,,ABNB-2024Q3-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2024Q3-INITIAL,2024Q4,adj_ebitda_margin,absolute_ceiling,,33.0,,percent,,non_GAAP,False,declines versus Q4 2023's 33%,2023Q4,ABNB-2024Q3-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,high
observed,,ABNB-2024Q3-FY-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2024Q3-INITIAL,2024Q4,adj_ebitda_margin,absolute_point,,,35.5,percent,,non_GAAP,True,FULL-YEAR guide for FY2024; target_period set to 2024Q4 because the schema allows quarters only. explicit point estimate,2023Q4,ABNB-2024Q3-FY-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,high
observed,,ABNB-2024Q4-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2024Q4-INITIAL,2025Q1,adj_ebitda_margin,absolute_ceiling,,20.0,,percent,,non_GAAP,False,declines versus Q1 2024's 20%; flat excluding calendar and FX,2024Q1,ABNB-2024Q4-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,high
observed,,ABNB-2024Q4-FY-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2024Q4-INITIAL,2025Q4,adj_ebitda_margin,absolute_floor,34.5,,,percent,,non_GAAP,True,FULL-YEAR guide for FY2025; target_period set to 2025Q4 because the schema allows quarters only. explicit floor including $200M to $250M of new-business investment,2024Q4,ABNB-2024Q4-FY-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,high
observed,,ABNB-2025Q1-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2025Q1-INITIAL,2025Q2,adj_ebitda_margin,absolute_ceiling,,32.5,,percent,,non_GAAP,False,flat to down slightly versus Q2 2024's 32.5%,2024Q2,ABNB-2025Q1-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,high
observed,,ABNB-2025Q1-FY-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2025Q1-INITIAL,2025Q4,adj_ebitda_margin,absolute_floor,34.5,,,percent,,non_GAAP,True,FULL-YEAR guide for FY2025; target_period set to 2025Q4 because the schema allows quarters only. explicit floor reiterated,2024Q4,ABNB-2025Q1-FY-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,high
observed,,ABNB-2025Q2-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2025Q2-INITIAL,2025Q3,adj_ebitda_margin,absolute_ceiling,,52.5,,percent,,non_GAAP,False,lower than Q3 2024's 52.5%,2024Q3,ABNB-2025Q2-NEXTQ-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,high
observed,,ABNB-2025Q2-FWDQ-ADJ-EBITDA-MARGIN-GUIDE-2025Q4,ABNB-2025Q2-INITIAL,2025Q4,adj_ebitda_margin,absolute_ceiling,,30.8,,percent,,non_GAAP,False,similar decline versus Q4 2024's 30.8%,2024Q4,ABNB-2025Q2-FWDQ-ADJ-EBITDA-MARGIN-GUIDE-2025Q4-EXCERPT,medium
observed,,ABNB-2025Q2-FY-ADJ-EBITDA-MARGIN-GUIDE,ABNB-2025Q2-INITIAL,2025Q4,adj_ebitda_margin,absolute_floor,34.5,,,percent,,non_GAAP,True,FULL-YEAR guide for FY2025; target_period set to 2025Q4 because the schema allows quarters only. explicit floor reiterated,2024Q4,ABNB-2025Q2-FY-ADJ-EBITDA-MARGIN-GUIDE-EXCERPT,high
