value_status,missing_reason,market_return_id,guidance_event_id,instrument,benchmark,reaction_session_date,window_sessions,price_adjustment,raw_total_return,benchmark_total_return,excess_return,price_source,source_as_of_utc,quality_grade
observed,,ABNB-2024Q3-INITIAL-ABNB-QQQ-1D,ABNB-2024Q3-INITIAL,ABNB,QQQ,2024-11-08,1,unadjusted_official_close,-0.086584786592,0.00116836079,-0.087753147382,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2024Q3-INITIAL-ABNB-QQQ-5D,ABNB-2024Q3-INITIAL,ABNB,QQQ,2024-11-08,5,unadjusted_official_close,-0.086924068671,-0.009444249718,-0.077479818953,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2024Q3-INITIAL-ABNB-QQQ-20D,ABNB-2024Q3-INITIAL,ABNB,QQQ,2024-11-08,20,unadjusted_official_close,-0.070909954536,0.0251976477,-0.096107602236,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2024Q4-INITIAL-ABNB-QQQ-1D,ABNB-2024Q4-INITIAL,ABNB,QQQ,2025-02-14,1,unadjusted_official_close,0.144498014748,0.004198544505,0.140299470243,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2024Q4-INITIAL-ABNB-QQQ-5D,ABNB-2024Q4-INITIAL,ABNB,QQQ,2025-02-14,5,unadjusted_official_close,0.03566364152,-0.018324314238,0.053987955758,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2024Q4-INITIAL-ABNB-QQQ-20D,ABNB-2024Q4-INITIAL,ABNB,QQQ,2025-02-14,20,unadjusted_official_close,-0.12889960295,-0.104944952416,-0.023954650534,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2025Q1-INITIAL-ABNB-QQQ-1D,ABNB-2025Q1-INITIAL,ABNB,QQQ,2025-05-02,1,unadjusted_official_close,0.010079832272,0.014843879754,-0.004764047482,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2025Q1-INITIAL-ABNB-QQQ-5D,ABNB-2025Q1-INITIAL,ABNB,QQQ,2025-05-02,5,unadjusted_official_close,0.019192000645,0.013722803521,0.005469197124,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2025Q1-INITIAL-ABNB-QQQ-20D,ABNB-2025Q1-INITIAL,ABNB,QQQ,2025-05-02,20,unadjusted_official_close,0.040238690428,0.077707191496,-0.037468501068,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2025Q2-INITIAL-ABNB-QQQ-1D,ABNB-2025Q2-INITIAL,ABNB,QQQ,2025-08-07,1,unadjusted_official_close,-0.080229885057,0.003384333357,-0.083614218414,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2025Q2-INITIAL-ABNB-QQQ-5D,ABNB-2025Q2-INITIAL,ABNB,QQQ,2025-08-07,5,unadjusted_official_close,-0.045593869732,0.022950010576,-0.068543880308,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2025Q2-INITIAL-ABNB-QQQ-20D,ABNB-2025Q2-INITIAL,ABNB,QQQ,2025-08-07,20,unadjusted_official_close,-0.039310344828,0.013942748361,-0.053253093189,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2025Q3-INITIAL-ABNB-QQQ-1D,ABNB-2025Q3-INITIAL,ABNB,QQQ,2025-11-07,1,unadjusted_official_close,0.002903841367,-0.003155296156,0.006059137523,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2025Q3-INITIAL-ABNB-QQQ-5D,ABNB-2025Q3-INITIAL,ABNB,QQQ,2025-11-07,5,unadjusted_official_close,0.00547581515,-0.005346019913,0.010821835063,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2025Q3-INITIAL-ABNB-QQQ-20D,ABNB-2025Q3-INITIAL,ABNB,QQQ,2025-11-07,20,unadjusted_official_close,0.031444453663,0.022577533637,0.008866920026,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2025Q4-INITIAL-ABNB-QQQ-1D,ABNB-2025Q4-INITIAL,ABNB,QQQ,2026-02-13,1,unadjusted_official_close,0.04648154536,0.002131060202,0.044350485158,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2025Q4-INITIAL-ABNB-QQQ-5D,ABNB-2025Q4-INITIAL,ABNB,QQQ,2026-02-13,5,unadjusted_official_close,0.102880303553,0.013602157698,0.089278145855,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2025Q4-INITIAL-ABNB-QQQ-20D,ABNB-2025Q4-INITIAL,ABNB,QQQ,2026-02-13,20,unadjusted_official_close,0.089168678855,-0.011521044219,0.100689723074,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2026Q1-INITIAL-ABNB-QQQ-1D,ABNB-2026Q1-INITIAL,ABNB,QQQ,2026-05-08,1,unadjusted_official_close,0.007333048555,0.023440872593,-0.016107824038,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2026Q1-INITIAL-ABNB-QQQ-5D,ABNB-2026Q1-INITIAL,ABNB,QQQ,2026-05-08,5,unadjusted_official_close,-0.048341164744,0.035758482747,-0.084099647491,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2026Q1-INITIAL-ABNB-QQQ-20D,ABNB-2026Q1-INITIAL,ABNB,QQQ,2026-05-08,20,unadjusted_official_close,-0.049266695145,0.014562408265,-0.06382910341,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2026Q2-INITIAL-ABNB-QQQ-1D,ABNB-2026Q2-INITIAL,ABNB,QQQ,2026-08-07,1,unadjusted_official_close,0.17429438143,0.01172601973,0.1625683617,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
observed,,ABNB-2026Q2-INITIAL-ABNB-QQQ-5D,ABNB-2026Q2-INITIAL,ABNB,QQQ,2026-08-07,5,unadjusted_official_close,0.220852017937,0.02437556846,0.196476449477,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,B
missing,insufficient price history at research cutoff: insufficient prices for requested return window,ABNB-2026Q2-INITIAL-ABNB-QQQ-20D,ABNB-2026Q2-INITIAL,ABNB,QQQ,2026-08-07,20,unadjusted_official_close,,,,Nasdaq historical pages: https://www.nasdaq.com/market-activity/stocks/abnb/historical and https://www.nasdaq.com/market-activity/etf/qqq/historical,2026-09-02T16:00:00Z,D
