id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
17526491,"Comfy, bright 7th floor flat in Grand Canal",8527562,Pierre,Dublin City Council,South East Inner City LEA-5,53.34476,-6.23888,Entire home/apt,,2,0,,,1,0,0,
22862626,Modern House in Dublin - Perfect for Pope Visit,169064661,Carl,Dublin City Council,Cabra-Glasnevin LEA-7,53.3638,-6.28504,Entire home/apt,,2,0,,,1,0,0,
17584971,Perfect location,14151332,Simone,Dublin City Council,North Inner City LEA-7,53.35241,-6.27764,Private room,,1,0,,,1,0,0,
30314099,Location | Ensuite Double Room | Parking,139583941,Dr Immanuel,Dublin City Council,Ballyfermot-Drimnagh LEA-5,53.32881,-6.33301,Private room,,1,2,2019-01-02,0.02,1,0,0,
41198616,"Riverview House, Room 2",323143384,Rosaleen,Donegal County Council,Lifford-Stranorlar LEA-6,54.79769,-7.76333,Private room,,1,0,,,3,0,0,
54102859,Luxury 300yr old Irish thatch cottage close to sea,35867871,Jennie,Fingal County Council,Rush-Lusk LEA-5,53.52515,-6.09004,Entire home/apt,260,2,193,2026-06-21,3.65,1,316,25,
1000651530874243869,Penthouse,541522924,Micheál Daniel,Waterford City And County Council,Dungarvan LEA-6,52.0889,-7.62123,Entire home/apt,150,1,16,2026-06-07,0.52,3,174,6,
1690653050014774175,Bob’s Self Catering Townhouse,52537145,Joyce,Cork County Council,Cobh LEA-6,51.8571563,-8.3056288,Entire home/apt,320,3,0,,,1,343,0,
1334803714057515407,home,594235212,Asif,Laois County Council,Portlaoise LEA-7,53.0400064,-7.292027699999998,Private room,,1,0,,,2,365,0,
1665899412456082738,Tír Na Fianna,1665899332107600169,John,Kerry County Council,Killarney LEA-7,52.096662169609026,-9.672280617321833,Private room,91,2,9,2026-06-22,5.09,1,288,9,
983956847987141709,Ideal Base for Wild Atlantic Way,31812379,Susan,Clare County Council,Ennis LEA-7,52.8522323,-8.9725745,Private room,160,1,2,2025-11-09,0.10,1,179,1,
1670482116691447333,Calm and Peaceful Home Stay,753913748,Roopesh K R,Westmeath County Council,Athlone LEA-5,53.41282,-7.90522,Private room,58,1,5,2026-06-23,2.59,3,365,5,
1205927607614355644,"Town centre, near quite street",478269317,Karen,Offaly County Council,Birr LEA-6,53.09404,-7.91198,Private room,143,1,0,,,4,363,0,
1678950838573362007,One bedroom apartment,,,Dublin City Council,South West Inner City LEA-5,53.34324,-6.27277,Private room,201,1,0,,,,348,0,
1707455341488431300,Private room in family home with private entrance.,95180001,David,Kerry County Council,Tralee LEA-7,52.27043314062923,-9.690131780732626,Private room,122,2,0,,,3,72,0,
1197881011119162038,City centre 15 minutes walking  from temple bar,548549324,Pierluigi,Dublin City Council,North Inner City LEA-7,53.35919052738829,-6.25920027025774,Entire home/apt,,3,0,,,1,0,0,
1678951294334506469,Studio apartment for 2,,,Dublin City Council,South East Inner City LEA-5,53.34519,-6.2516,Private room,170,1,0,,,,361,0,
1296447132743905597,Òrga - Luxury Suite,424700381,Madeline,Waterford City And County Council,Dungarvan LEA-6,52.11969259144308,-7.638400197029114,Private room,,1,8,2025-09-21,0.58,2,0,7,
1199131510439094423,Temple Bar,177833932,Anna,Dublin City Council,South East Inner City LEA-5,53.34533,-6.26411,Entire home/apt,,14,14,2026-05-25,0.60,246,0,9,
1475402381757897675,Single en suite room in Apt 32 Room 2,27685195,Shanowen Hall Office,Dublin City Council,Artane-Whitehall LEA-6,53.3898,-6.25113,Private room,,3,3,2025-08-17,0.28,26,0,3,
1678950858101708714,Studio apartment for 2,,,Dublin City Council,South East Inner City LEA-5,53.34634,-6.25188,Private room,131,1,0,,,,346,0,
1268146302286484887,Bright Studio 7 Mins to City Centre,17388329,Ellen,Cork City Council,Cork City North West LEA-6,51.90543,-8.53978,Entire home/apt,,1,4,2024-12-08,0.20,1,0,0,
952996958097090271,Westbourne Place,530017692,Ashley,Cork County Council,Cobh LEA-6,51.8483237,-8.3041103,Private room,134,1,181,2026-05-21,5.18,1,9,51,
1485770932741590388,"Rise above it all, Grand Canal",9077840,Colm,Dublin City Council,South East Inner City LEA-5,53.34475,-6.23805,Private room,143,1,7,2025-10-19,0.69,1,13,7,
1326631076624252228,Cozy Rathmines 2 bed + parking,177833932,Anna,Dublin City Council,Kimmage-Rathmines LEA-6,53.31942,-6.27066,Entire home/apt,,14,3,2025-12-24,0.18,246,0,2,
13491600,Cosy En-Suite Triple Bedroom 1km to Village,71186432,Eileen,Kilkenny County Council,Callan-Thomastown LEA-6,52.54018,-7.20984,Private room,,1,98,2025-08-19,0.81,1,0,11,
1615124211314469568,Comfy Double Room,,,Dublin City Council,North Inner City LEA-7,53.35088,-6.26209,Private room,122,1,28,2026-06-17,15.85,,361,28,
1416714803873608395,City cottage,435629766,Louisa,Dublin City Council,North Inner City LEA-7,53.35179,-6.28568,Private room,,2,4,2025-07-14,0.31,1,0,1,
983995229312446260,Single cosy room,226355937,John,South Dublin County Council,Rathfarnham-Templeogue LEA-7,53.31248013476048,-6.326289737177151,Private room,80,1,8,2026-05-31,0.31,2,218,3,
1175386915339747806,Homely Apt - Free parking & City a 4min walk -5pax,582475649,James,Galway City Council,Galway City Central LEA-6,53.26635,-9.06248,Entire home/apt,293,1,50,2026-05-26,2.03,2,7,15,
1476673815873237943,Apt 23  4 bedroom  rooms single en suite,27685195,Shanowen Hall Office,Dublin City Council,Artane-Whitehall LEA-6,53.38875282150486,-6.252532712309079,Entire home/apt,,1,3,2025-08-23,0.28,26,0,3,
9785774,Perfect room for 2 w/private shower,17833199,Damien,Dublin City Council,South West Inner City LEA-5,53.34281,-6.29873,Private room,,1,0,,,1,0,0,
13912999,Cozy Apartment in City Centre,28361980,Liam,Dublin City Council,South West Inner City LEA-5,53.34471,-6.27554,Entire home/apt,,1,7,2016-10-30,0.06,1,0,0,
10761136,"5 bed, 3 reception large kitchen",55649214,Ronan,Dun Laoghaire-rathdown County Council,Dún Laoghaire LEA-7,53.28781,-6.15836,Entire home/apt,,1,0,,,1,0,0,
20798093,The Old Bank House,22704383,Judith,Donegal County Council,Glenties LEA-6,55.18327,-7.97029,Entire home/apt,182,2,232,2026-06-22,2.16,3,297,22,
12675194,Secluded tranquil family home,68548479,Ann,Dun Laoghaire-rathdown County Council,Dún Laoghaire LEA-7,53.2857,-6.13877,Entire home/apt,,4,8,2017-08-15,0.07,1,0,0,
17681591,Inisfree Cottage,120415033,Francis,Donegal County Council,Glenties LEA-6,54.99011,-8.43534,Entire home/apt,,2,3,2017-07-29,0.03,1,0,0,
1711545464410505856,Family home available for 1 week July 20th to 27th,134292067,Eoghan,South Dublin County Council,Rathfarnham-Templeogue LEA-7,53.30272052604171,-6.320176608860493,Entire home/apt,169,1,0,,,1,11,0,
1105227327722898228,Tullamore Townhouse,412057627,Mark,Offaly County Council,Tullamore LEA-7,53.29158,-7.49892,Private room,92,1,45,2026-06-24,1.64,1,161,18,
892827319979888132,Birds singing & kind hosts!,515078035,Ana Maria,Dublin City Council,South West Inner City LEA-5,53.34141,-6.31437,Private room,,1,6,2023-08-27,0.16,1,0,0,
935947764108867288,Kim's attic,9115187,Kim,Dun Laoghaire-rathdown County Council,Stillorgan LEA-6,53.30676929781492,-6.243642083914226,Private room,,1,15,2025-06-23,0.42,2,0,0,
897037816173279772,Little flat in beautiful area,57924468,Lucy,Dun Laoghaire-rathdown County Council,Dún Laoghaire LEA-7,53.27524,-6.1272,Entire home/apt,,21,5,2026-04-26,0.15,1,0,1,
899809997813278973,"Alms Houses

 Cottage 1",516631685,Kevin,Cork County Council,Bandon - Kinsale LEA-6,51.7029,-8.52135,Entire home/apt,,21,1,2023-09-13,0.03,5,3,0,
901034522352211223,Alms Houses          Cottage 2,516631685,Kevin,Cork County Council,Bandon - Kinsale LEA-6,51.70222,-8.52258,Entire home/apt,,21,2,2026-01-03,0.09,5,1,1,
815724010328548611,Home from home,498666643,Gemma,Wexford County Council,Rosslare LEA-5,52.27851,-6.39054,Entire home/apt,,1,137,2025-09-07,3.46,3,0,8,
915030891416136973,"32,16 Gorgeous Flat Rathmines",177833932,Anna,Dublin City Council,Kimmage-Rathmines LEA-6,53.31821,-6.27081,Entire home/apt,,14,2,2026-05-05,0.23,246,7,2,
1105636255905781433,Cozy room with a private bathroom *Female guests*,68106671,Simay,Dublin City Council,South West Inner City LEA-5,53.33657,-6.29105,Private room,,1,50,2026-05-24,1.84,1,0,19,
979057426352665466,Modern 2 bedroom 2 bathrooms Apt Grand Canal Dock,442835517,Aurora,Dublin City Council,South East Inner City LEA-5,53.34183426998825,-6.235336326062679,Entire home/apt,,2,42,2024-08-23,1.25,1,0,0,
1507766967015896388,Bright & Comfortable Room in Dublin,435159013,Molly,South Dublin County Council,Firhouse-Bohernabreena LEA-5,53.2775853,-6.2886033,Private room,,2,2,2025-10-28,0.24,2,0,2,
947663776576126912,Cosy quiet house by the sea.,252099438,Stephen,Fingal County Council,Howth-Malahide LEA-7,53.3906719,-6.1259919,Entire home/apt,,4,0,,,1,0,0,
8563380,xcxcvxcvx,14070628,John,South Dublin County Council,Rathfarnham-Templeogue LEA-7,53.30005,-6.29482,Entire home/apt,,1,0,,,1,0,0,
987734348887091050,Teach Aiteann.,521241692,Yvonne,Galway County Council,Conamara South LEA-5,53.2531677,-9.3567887,Private room,92,1,11,2024-05-27,0.33,1,82,0,
1110036496902613526,"cosy room, medieval town centre",35329186,Niamh,Galway County Council,Athenry-Oranmore LEA-7,53.29847729999999,-8.744930199999999,Private room,,1,9,2024-09-15,0.35,3,0,0,
726045428459979182,Lovely 1 King Size bed bedroom,140402676,Zen,Dun Laoghaire-rathdown County Council,Glencullen-Sandyford LEA-7,53.27828,-6.21727,Private room,160,2,24,2023-07-25,0.53,1,56,0,
1484989966563033070,City apartment,712755440,David,Dublin City Council,North Inner City LEA-7,53.348284192792214,-6.276384417529737,Entire home/apt,407,1,46,2026-06-03,5.17,3,3,46,
8639648,Double Room in Dublin City,21415965,Joe,Dublin City Council,South West Inner City LEA-5,53.34032,-6.29908,Private room,,1,0,,,1,0,0,
1689788767632716365,3 bedroom apartment penthouse,,,Dublin City Council,South West Inner City LEA-5,53.34416,-6.27719,Private room,470,1,0,,,,347,0,
1616806943906715053,Nice double room in heart center,744603405,Min,Dublin City Council,South East Inner City LEA-5,53.34533,-6.26644,Private room,92,1,3,2026-06-08,1.45,4,7,3,
1536212569977332471,CAS - KE6 Moyvalley 2BR Apt Sleeps 4,681501150,Patrick,Kildare County Council,Clane LEA-5,53.4191516,-6.9243298,Entire home/apt,138,14,0,,,69,365,0,
1375487361775426700,Sea View 4-Bedroom Townhouse,683743795,Kevin,Cork County Council,Cobh LEA-6,51.85092935940827,-8.28920426401659,Entire home/apt,,1,0,,,18,0,0,
1698578125303138505,Cozy single room bedroom and shared bathroom only,1692221185016525185,Dean,Dublin City Council,South East Inner City LEA-5,53.3458191171208,-6.248409412801266,Private room,119,1,0,,,2,38,0,
1683970864251635061,"Two Bedroom, Two Bathrooms Apt in Dublin 15",446192403,Lucian,Fingal County Council,Castleknock LEA-6,53.3888191,-6.3944594,Entire home/apt,165,30,0,,,3,365,0,
1478304910612014703,"Apt 25., Single en suite Room 1.",27685195,Shanowen Hall Office,Dublin City Council,Artane-Whitehall LEA-6,53.38869,-6.25257,Private room,,2,6,2025-08-29,0.56,26,0,6,
11922629,Fantastic room in Grand Canal Dock,28349090,Philippe,Dublin City Council,South East Inner City LEA-5,53.34426,-6.23694,Private room,,5,0,,,1,0,0,
1196497918562397154,Entire home in Edenderry,31352043,Carmel,Offaly County Council,Edenderry LEA-6,53.33643,-7.04534,Entire home/apt,,2,13,2024-10-21,0.55,1,0,0,
8835332,Large studio in perfect location !,42396878,Myriam,Dublin City Council,South East Inner City LEA-5,53.33204,-6.26189,Entire home/apt,,2,2,2016-04-30,0.02,1,0,0,
11969518,Penthouse Pad,34847230,Maura,Fingal County Council,Swords LEA-7,53.40105,-6.2576,Private room,,3,46,2022-09-19,0.37,1,0,0,
