id,name,host_id,host_profile_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
56229,Cosy Double studio in Zone 2 Hammersmith (1),216660,1462512896698315543,Boris,,Hammersmith and Fulham,51.49547,-0.22942,Entire home/apt,78,2,214,2026-06-07,1.12,11,211,47,
63948,Cosy Double studio in Zone 2 Hammersmith (4),216660,1462512896698315543,Boris,,Hammersmith and Fulham,51.49547,-0.22864,Entire home/apt,79,1,287,2026-06-05,1.60,11,176,72,
66772,Cosy Double studio in Zone 2 Hammersmith (3),216660,1462512896698315543,Boris,,Hammersmith and Fulham,51.4937,-0.22914,Private room,75,1,278,2026-06-01,1.48,11,228,58,
67851,Sunny studio with park views,235606,1462510613026372754,Ben,,Hackney,51.54092,-0.05905,Entire home/apt,148,1,62,2026-04-01,0.38,1,14,10,
67934,NICE FAMILY HOME opposite NATURAL LANDSCAPED PARK,335716,1462511264142876483,Laura D,,Barnet,51.60268,-0.26268,Private room,48,5,25,2020-01-03,0.14,2,364,0,
72913,Dbl en suite @ Oval tube Sth London,379315,1462516995470693333,Matthew,,Lambeth,51.48128,-0.11593,Private room,,2,157,2020-03-03,0.84,1,0,0,
73431,2 bed/2 bath luxury flat with city view!,383525,1462517096350461418,Emi,,Lambeth,51.46161,-0.11023,Entire home/apt,184,3,113,2026-04-11,0.73,1,9,6,
78606,Peaceful Room Near Epping Forest,422362,1462518007228905534,Nicola,,Waltham Forest,51.57322,0.01045,Private room,137,2,2,2019-09-26,0.02,1,365,0,
78892,Bright single room in family home.,424230,1462511745696795515,Julia,,Southwark,51.46478,-0.08007,Private room,47,7,60,2026-03-20,0.44,1,37,1,
79129,Double Room 2 Miles from Wimbledon in Morden SM4,425764,1462511754085452520,Danielle,,Merton,51.39648,-0.2117,Private room,41,1,169,2023-10-14,1.01,1,170,0,
79571,Chelsea Studio by Kings Road London,428600,1462518163028115390,Nicholas,,Kensington and Chelsea,51.49096,-0.16183,Entire home/apt,,2,12,2017-07-03,0.06,1,0,0,
80123,Pretty Self Contained Coach House,432648,1462518294132943213,Melanie,,Wandsworth,51.45173,-0.15556,Entire home/apt,148,1,190,2026-05-31,1.04,1,15,14,
81052,Bright spacious 2 bed in Islington,438948,1462518439559121922,Aslak,,Islington,51.53917,-0.10221,Entire home/apt,,6,10,2018-04-06,0.06,1,0,0,
81080,Luxury Self contained Studio Apt.,439154,1462518477336036728,Lucy,,Richmond upon Thames,51.40644,-0.33563,Entire home/apt,281,2,17,2025-07-07,0.16,5,292,1,
81410,Family-friendly Airbnb in Fitzrovia,441494,1462511861154834536,Fernando,,Camden,51.52139,-0.13932,Entire home/apt,534,1,298,2026-06-08,1.63,5,211,33,
81449,Stylish Central London Flat with Sun Terrace,441736,1462518517334223607,Kris,,Tower Hamlets,51.51045,-0.066283,Entire home/apt,235,2,217,2026-02-06,1.18,4,260,5,
81635,"Clerkenwell penthouse, huge terrace",443041,1462518537479151855,Carol,,Islington,51.52707,-0.10923,Private room,167,3,91,2026-06-17,0.57,3,334,14,
81670,Studio Flat,443252,1462518541080521159,Khateja,,Merton,51.42169,-0.17859,Entire home/apt,115,2,0,,,1,365,0,
81951,LONDON DETACHED HOUSE*ElecGates etc,445322,1462518607647433921,Richard,,Havering,51.58388,0.15463,Entire home/apt,217,5,0,,,1,364,0,
84223,Designer room Park Views 4 mins zone 1 station,460272,1462511966165947692,Antonia Clare,,Southwark,51.4866805584786,-0.10741279161829258,Private room,96,2,486,2026-06-07,2.63,12,264,31,
85191,Maisonette in Central London Zone 1,466353,1462519097514990228,Elisabetta,,Lambeth,51.49168,-0.1157,Private room,93,1,609,2026-06-16,3.29,1,149,29,
86092,"Lovely, spacious  garden apartment.",472474,1462519230840870918,Amy  Gabriella,,Hammersmith and Fulham,51.48606,-0.19752,Entire home/apt,172,1,252,2026-06-12,1.40,1,115,27,
88032,Wimbledon Luxury Home Twin Room,481587,1462519458650671342,Angela,,Wandsworth,51.44614,-0.20566,Private room,,2,44,2025-07-14,0.27,2,0,2,
89787,1 bed apt 30 mins from Windsor castle,488175,1462519658349369473,Dominic,,Hounslow,51.44742,-0.43175,Entire home/apt,,2,1,2016-09-23,0.01,1,0,0,
89870,"Cosy, arty flat with roof terraces in Islington",54730,1462507796255381667,Alina,,Islington,51.56792,-0.11125,Entire home/apt,205,1,179,2026-06-21,0.99,2,179,33,
90962,Parkside En-suite: Riverside Walks,492218,1462512180830495756,Richard And Sarah,,Hammersmith and Fulham,51.488117114663645,-0.22552756185104422,Private room,110,5,30,2026-06-07,0.16,4,352,14,
91287,Stylish Islington Victorian 5 min Kings Cross,493497,1462512190896152175,Clive,,Islington,51.54026,-0.11712,Entire home/apt,252,3,81,2026-06-14,0.44,3,243,10,
92352,Flat in Islington,497172,1462519942335233541,Natalie,,Islington,51.54113,-0.09881,Entire home/apt,,2,85,2026-04-13,0.73,1,0,11,
92399,Modern Architect’s Flat- self contained,497366,1462512215057560925,Helen,,Islington,51.55104,-0.08324,Entire home/apt,156,1,368,2026-06-06,2.02,2,319,32,
93015,2 bed West Kensington apartment,499704,1462519997912981277,Sarah,,Hammersmith and Fulham,51.49993,-0.21707,Entire home/apt,238,5,44,2026-05-05,0.25,1,168,4,
93457,Camden Town on the Regent's Canal,226756,1462513166855845776,Florin,,Camden,51.53855,-0.13592,Entire home/apt,190,2,212,2026-05-25,1.23,1,26,14,
93783,Shown on T.V! Notting Hill Oasis,502496,1462520090375937757,Darshi Rowan And Tara,,Westminster,51.5186241,-0.1958713,Entire home/apt,302,5,28,2026-06-16,0.15,1,189,2,
94138,Lovely east London ground floor apartment,503548,1462520116131655911,Carl,,Tower Hamlets,51.52764,-0.05293,Entire home/apt,,2,43,2024-01-02,0.43,1,0,0,
97506,Lovely Victorian Room Streatham,497537,1462519947784858364,Maria,,Lambeth,51.42996,-0.12161,Private room,69,3,47,2024-09-27,0.26,1,363,0,
98541,Gorgeous Victorian Flat LONDON,519891,1462520607500910927,Alicja,,Haringey,51.57271,-0.13948,Entire home/apt,128,2,40,2026-06-06,0.23,1,343,2,
99757,Elegant Central London Flat | Hyde Park,525124,1462520744156184078,Normi,,Westminster,51.51108,-0.17854,Entire home/apt,455,2,8,2026-04-18,1.11,3,145,8,
100479,DBL rm near Trendy Shoreth\Brick La,506748,1462520220107518792,Mireya,,Tower Hamlets,51.52819,-0.0561,Private room,,1,4,2015-09-24,0.03,1,0,0,
102565,South Bank Bijou Studio Flat,536025,1462521052122137408,Anne,,Lambeth,51.50551,-0.10952,Private room,142,1,415,2026-05-06,2.26,1,152,14,
103682,"Newly upgraded! 2 private rooms, bath, kitchenette",540340,1462521168968134724,Rachel,,Tower Hamlets,51.5347,-0.03215,Private room,,3,64,2020-03-09,0.39,3,0,0,
103865,"Quiet EnSuite - 5 min to Tube, garden view",492218,1462512180830495756,Richard And Sarah,,Hammersmith and Fulham,51.48653170573839,-0.22561909528566412,Private room,95,4,19,2026-06-20,0.39,4,298,2,
107051,Jessie The Narrowboat in Little Venice,554519,1462512615050838535,Meg,,Westminster,51.52055,-0.18317,Entire home/apt,285,2,830,2026-06-06,4.55,1,154,50,
116268,Bright Double Rm near Central London,586671,1462512824535586027,Joe,,Enfield,51.611454397815734,-0.12125435180314721,Private room,44,7,42,2026-05-03,0.27,1,301,3,
117203,A stylish Victorian home in West London,255103,1462513891802268496,Olga,,Hammersmith and Fulham,51.50155001001136,-0.2330022236049805,Entire home/apt,205,2,107,2026-06-19,0.61,1,80,9,
127652,Contemporary central London apt,134938,1462510536161229166,Ron,,Camden,51.55953,-0.14432,Entire home/apt,60,5,225,2026-01-04,1.23,1,188,5,
127860,Double bedroom in cottage Twickenham (sleeps 1-2),161720,1462511339332753409,Andy,,Richmond upon Thames,51.44777,-0.33962,Private room,,2,0,,,1,0,0,
128581,"Large, Modern En Suite with private balcony",502491,1462520090290973752,Julie,,Tower Hamlets,51.52818,-0.06282,Private room,,2,17,2023-07-13,0.17,2,0,0,
131444,Apartment close to centre.,646165,1462524789981064954,Yevgeniy,,Lambeth,51.491476077972614,-0.11151361334918049,Entire home/apt,,2,156,2026-03-14,0.86,2,18,6,
137581,Balconies | Near Tower of London | 3 min Tube,471088,1462512031611480618,Anthony,,City of London,51.51099,-0.07862,Entire home/apt,210,1,306,2026-06-03,1.68,1,128,35,
138800,"Limehouse London, Spacious Property",677494,1462525835221374865,Denise,,Tower Hamlets,51.51556,-0.04032,Private room,,1,60,2022-11-26,0.40,1,0,0,
141718,Clerkenwell large double,689052,1462526256273405141,Virginia,,Islington,51.52527,-0.09785,Private room,100,3,58,2026-06-14,0.32,1,164,10,
142117,"Stylish & Bright, 1 Bed, Shoreditch",192627,1462512260551409659,Clare,,Hackney,51.52851,-0.08985,Entire home/apt,59,3,130,2026-05-03,0.71,1,349,11,
143028,Entire London Town House Next 2 Tube & Wimbledon,694198,1462513589662104969,Yasmin,,Merton,51.40066,-0.19158,Entire home/apt,394,2,5,2022-07-04,0.05,2,90,0,
145612,"West London-W7, Hanwell(Area Ealing) Room (Female)",704495,1462526738096260353,Nina,,Ealing,51.50426,-0.33444,Private room,,7,118,2025-04-17,0.65,2,0,0,
152863,Spacious 2-bed Muswell Hill garden apartment,735248,1462527773553710432,Jamie,,Haringey,51.58409,-0.14625,Entire home/apt,,4,6,2018-08-27,0.03,1,0,0,
513198,Stunning views over Central London! (room),2528030,1462597559778550671,Geraldine,,Lambeth,51.48875,-0.10934,Private room,68,10,43,2026-05-17,0.25,2,182,2,
513476,3 Bedroom apartment in Bayswater,2529374,1462597583583641341,Olaomo,,Westminster,51.51184,-0.18744,Private room,49,130,0,,,1,365,0,
515178,3 bed house Walthamstow Lloyd Park,2536877,1462597792363142987,Oliver,,Waltham Forest,51.5956,-0.02607,Private room,,4,0,,,1,0,0,
515327,Comfy 2 Double Bed Garden Flat near the Thames,2538088,1462597815936871634,Tabitha,,Hounslow,51.47936,-0.25932,Entire home/apt,,5,9,2018-01-19,0.05,2,0,0,
516849,"beautiful, bright, 3 bed flat",2544801,1462598026982945380,Michael,,Islington,51.52667,-0.11027,Entire home/apt,,4,4,2015-08-13,0.02,2,0,0,
517283,"3 bedroom, 3 bathroom house London",2546459,1462598058444218243,Susan,,Redbridge,51.5748,0.02962,Entire home/apt,268,3,197,2026-05-04,1.17,1,224,10,
518741,"Boutique double room with desk. Homerton, Hackney.",2553226,1462598317573107833,Bethia,,Hackney,51.55245,-0.04246,Private room,63,30,28,2025-09-15,0.17,3,205,3,
519190,Double Bedroom with Private Bathroom,2555275,1462598357664624656,Reyhana,,Newham,51.53441,-0.00439,Private room,,1,20,2020-01-22,0.18,1,0,0,
519296,Three storey house with two  bathrooms and garden,2555825,1462598467853316319,Antonios,,Tower Hamlets,51.53094,-0.02026,Entire home/apt,,9,18,2019-10-26,0.14,1,0,0,
519660,'Vie de Boheme' in Central London,2557253,1462598490251738062,Astrid Schulz,,Camden,51.522592504739606,-0.13888258920631918,Entire home/apt,146,2,59,2026-06-27,0.35,1,116,5,
520350,"London Calling - Cosy two bedroom flat, King's X",2353375,1462592823446507259,S,,Islington,51.53472,-0.11657,Entire home/apt,243,2,57,2026-01-03,0.58,2,287,5,
520817,Lovely bright room in Queen's Park,2562216,1462598634673000380,Robert,,Brent,51.53438,-0.20424,Private room,108,2,7,2019-07-29,0.06,1,83,0,
520959,Still the green side of Camden - Primrose Hill,2566748,1462598760863013796,⁨Mrs V.⁩,,Camden,51.54207,-0.15894,Private room,,2,61,2025-12-07,0.59,1,0,4,
520962,Luxury 2 bed flat in Dalston Square,2562357,1462598638095552446,Jasmin,,Hackney,51.5476,-0.0732,Entire home/apt,,2,27,2017-07-28,0.17,1,0,0,
521274,Double room in lovely north London flat,2563886,1462598670142779630,Patsy,,Brent,51.54941,-0.23262,Private room,55,3,94,2026-06-09,0.59,1,56,8,
521547,"Nice Room in Verdent Lane, Catford",2565061,1462598728231909416,Edris,,Lewisham,51.43868,0.00669,Private room,52,2,187,2020-03-02,1.11,1,80,0,
521771,lovely private attic room with road and sky view,2565699,1462524981151389912,Maria Cecilia,,Haringey,51.57874,-0.07779,Private room,62,1,347,2026-06-09,2.05,3,321,46,
521982,2 Bed apartment trendy shoreditch,2240892,1462523064450004146,Debbie,,Tower Hamlets,51.52729,-0.07569,Entire home/apt,,3,264,2026-06-01,1.57,6,2,18,
522729,2-bed garden house in Shoreditch,2529797,1462597590471265455,Lyndy,,Tower Hamlets,51.52728,-0.0725,Entire home/apt,,3,101,2025-10-05,0.60,2,0,7,
523160,Bauhaus Apartment Dalston,2572307,1462598917784438260,Emmanuel,,Hackney,51.54805,-0.06709,Entire home/apt,,3,14,2020-01-30,0.14,2,0,0,
523635,Beautiful Historic 3 bedroom House Angel Islington,2574556,1462599014675809172,Sam,,Islington,51.53493,-0.10135,Entire home/apt,588,3,52,2026-01-02,0.84,1,23,5,
523749,GREAT VALUE ROOM- SAVE £££££,2531619,1462524764056069455,Jelena,,Ealing,51.52661,-0.33616,Private room,57,4,262,2026-05-25,1.54,3,63,4,
523941,Spacious flat close to city,1469674,1462518289553399106,Karla,,Newham,51.53318,0.00622,Entire home/apt,54,1,13,2021-04-03,0.08,1,77,0,
526025,Homely East London Accomodation,2585853,1462525097379486094,Imtiaz,,Waltham Forest,51.59109,-0.03693,Entire home/apt,,2,0,,,1,0,0,
526388,B&B with en-suite shower in a friendly family home,2587136,1462599500698931652,Melody,,Barnet,51.64683,-0.20686,Private room,75,1,171,2026-03-29,1.39,1,317,12,
526878,London house rental sleeps 6/7,2589288,1462599543313562623,Ronald,,Redbridge,51.60066,0.0367,Entire home/apt,,7,3,2014-08-24,0.02,1,0,0,
528124,Large bright dbl rm w-hampstead-1,2594885,1462525147707405465,Robert,,Camden,51.55654,-0.195,Private room,71,2,41,2026-06-13,0.26,3,83,5,
529070,Self-catering room in Belsize Park,2599290,1462599879742736987,Chris And Renata,,Camden,51.54583,-0.165,Private room,105,1,145,2026-06-14,1.01,1,181,9,
529558,"Super-convenient, 3 mins to Kings X",1240748,1462540566762934378,Brigitte,,Camden,51.52923,-0.12267,Entire home/apt,,3,81,2024-07-01,0.61,2,0,0,
529947,"5 bed house, Islington, Big garden!",2603416,1462599950256514103,Polly,,Islington,51.55831,-0.12554,Entire home/apt,675,4,39,2025-01-02,0.23,2,15,0,
530274,Wimbledon -Double Room in Wimbledon,2604557,1462602410933846162,Suresh,,Merton,51.41787,-0.19381,Private room,100,14,1,2012-08-13,0.01,1,352,0,
530395,Twin Bed Room -  Acton/Shepherds Bush (SGL or DBL),2604545,1462602410516191693,Pierre,,Ealing,51.50691,-0.24924,Private room,65,2,455,2026-06-20,2.72,1,192,28,
530448,Amazing Double Room In London,2605151,1462525206756599393,Dana,,Ealing,51.516,-0.28141,Private room,60,3,69,2023-07-11,0.41,5,357,0,
531050,West Kensington/Barons Court zone 2,2608240,1462602632878908844,Luis,,Hammersmith and Fulham,51.48674,-0.20301,Private room,89,1,329,2026-06-22,1.94,6,209,30,
531939,Central London comfortable room South Kensington,2614463,1462602811528569079,Olivia,,Kensington and Chelsea,51.49462,-0.1762,Private room,,2,0,,,1,0,0,
532358,"Queens Pk near Notting Hill: Quiet, big 2 bdrm",2213145,1462589247338737207,AnnMarie,,Brent,51.53759,-0.20116,Private room,,2,28,2022-12-04,0.20,1,0,0,
533351,*Modern Apt. in Fantastic Location*,2621084,1462603051517793888,Nick,,Westminster,51.52257,-0.16169,Entire home/apt,,2,37,2018-09-30,0.22,1,0,0,
533943,LUXURY APT. NEAR BUCKINGHAM PALACE,1830359,1462579526637280234,Antonio,,Westminster,51.49695,-0.13888,Entire home/apt,126,186,1,2014-07-21,0.01,1,362,0,
534506,"Airy birds' nest of a flat in Clapton, east London",2626934,1462603188814856942,Louise,,Hackney,51.56259,-0.05893,Entire home/apt,,4,34,2022-08-09,0.25,1,0,0,
535284,"Spacious Flat, Sunny and Quiet, Close to Tube",1949799,1462582539897520369,Pat,,Brent,51.53478,-0.19698,Entire home/apt,,3,62,2020-08-01,0.37,1,0,0,
535323,Victorian family home. Sleeps 5-6,2110774,1462586611189651071,Magnus,,Hackney,51.55539,-0.04552,Entire home/apt,340,6,8,2022-08-18,0.06,1,19,0,
536121,Experience London in amazing reconverted Gin house,2634160,1462603381128654028,Raul And Carolina,,Lambeth,51.484642028808594,-0.12038200348615646,Entire home/apt,457,1,134,2026-06-14,0.79,28,39,21,
536751,Under London Skies by MoreThanStays,772940,1462528948229380814,Denis,,Westminster,51.51415252685547,-0.17635799944400787,Entire home/apt,805,2,171,2026-06-18,1.08,3,327,24,
536794,Double bedroom in South West London,1330009,1462542921505029456,Annamaria,,Lambeth,51.45724,-0.10893,Private room,70,3,39,2025-12-15,0.25,2,360,2,
536996,Cosy Flat in South West London,1330009,1462542921505029456,Annamaria,,Lambeth,51.45535,-0.10808,Entire home/apt,,3,23,2025-05-05,0.14,2,0,0,
537305,Big Bright room with your own private garden 2 use,2639063,1462603560572268698,May,,Brent,51.54637,-0.25157,Private room,,4,111,2025-12-21,0.65,4,0,3,
538156,Penthouse Apartment London Bridge,1952637,1462582625277462683,Blair,,Southwark,51.501008804163654,-0.08844755435073946,Entire home/apt,222,4,14,2026-05-26,0.11,2,22,3,
538558,"Bloomsbury, beautiful studio",2645421,1462603714464700923,Sybille,,Camden,51.52504,-0.11768,Entire home/apt,210,4,174,2026-06-24,1.03,1,145,7,
538713,Picturesque Arts and Crafts Cottage,2015996,1462521688198811373,Kate,,Barnet,51.58624,-0.19057,Private room,47,3,99,2026-05-31,0.58,1,30,3,
539042,Boutique style Bedroom with private bathroom,2648082,1462603803661331773,Sarah,,Wandsworth,51.42662,-0.14501,Private room,65,1,402,2026-06-07,2.42,1,45,27,
540002,1 bedroom in a 2 bedroom flat in south kensington,2653397,1462603936389679920,Claire,,Kensington and Chelsea,51.49389,-0.18615,Private room,90,30,0,,,1,358,0,
541363,Islington 2-bedroom family friendly flat,2661418,1462604124563091886,Sanya,,Hackney,51.55397,-0.08866,Entire home/apt,,4,12,2024-12-26,0.08,1,0,0,
542231,Spacious Double Bedroom in Clapham,2521779,1462597411231654741,Neil,,Lambeth,51.46636,-0.12726,Private room,,1,0,,,1,0,0,
542646,"160+ Reviews Luxe Unit, fixed A/C, 2 Big Beds",949926,1462534079198955122,Tobias & Annette,,Hammersmith and Fulham,51.49557,-0.22843,Entire home/apt,194,28,166,2025-11-28,1.00,25,248,1,
542797,Sunny and spacious double room.,1969324,1462583019585576683,Lesley,,Waltham Forest,51.57193,0.00402,Private room,,4,85,2023-05-31,0.50,2,0,0,
544824,"230+ reviews Luxe Unit, fixed A/C, 2 Large Beds",949926,1462534079198955122,Tobias & Annette,,Hammersmith and Fulham,51.49565,-0.22828,Entire home/apt,212,1,232,2026-06-22,1.37,25,173,1,
545020,"Charming 1 Bed Flat, near London Bridge",2662803,1462604207881156569,Olivia,,Southwark,51.5004786,-0.08014049999999999,Entire home/apt,,4,9,2025-06-29,0.56,1,0,1,
545404,"Beautiful Dulwich Home, South London",2490271,1462596557225252365,Soran,,Southwark,51.4537353515625,-0.09655100107192993,Entire home/apt,,3,9,2024-08-12,0.11,1,0,0,
546039,Comfortable Victorian flat Camden,2684593,1462604858151954754,Cathy,,Camden,51.5472,-0.13589,Entire home/apt,,2,196,2026-06-16,1.16,1,1,16,
547367,Upper St. flat (Angel/Highbury& Islington),2690474,1462605003434738923,Rob,,Islington,51.54136,-0.10452,Entire home/apt,7,364,57,2020-01-03,0.34,1,365,0,
547462,Private Room Close To Brick Lane,2672153,1462604469343824700,Rich,,Tower Hamlets,51.53372,-0.0355,Private room,29,30,121,2025-10-31,0.73,3,364,1,
547803,*Great 2-bed flat near city centre*,2692893,1462605089968272667,Giorgio,,Islington,51.53964,-0.08616,Entire home/apt,209,3,57,2026-04-26,0.37,2,115,9,
548106,Recently refurbished (2021) flat in East London,1941402,1462582318000113084,Christina,,Newham,51.52195,0.02059,Entire home/apt,,30,14,2024-10-31,0.13,1,0,0,
549033,Entire garden apartment near cool Camberwell,1212307,1462539838038344565,Annemarie,,Southwark,51.46746,-0.08166,Entire home/apt,147,4,47,2022-01-31,0.28,1,58,0,
549299,Blue Room in Classic London Townhouse - Zone 2,1890206,1462581026109006414,Francien,,Lambeth,51.44769,-0.12121,Private room,113,2,22,2019-10-27,0.13,4,207,0,
550146,Bright & Spacious 2BR Family Flat in Peaceful N1,2703897,1462605372060138363,Christina,,Hackney,51.52884,-0.08339,Entire home/apt,282,1,141,2026-06-16,0.84,1,122,22,
550492,Beautiful Family Home in Alexandra Palace,2705499,1462605401013016686,Julie,,Haringey,51.59867,-0.13772,Entire home/apt,285,3,28,2026-06-01,0.19,1,218,4,
550726,Paraympic Purple / Turquoise Rooms,2706724,1462605460430232164,Cibele,,Havering,51.61037,0.24273,Private room,,2,0,,,1,0,0,
550805,Self contained modern flat w garden,190494,1462512216604248421,Fil,,Southwark,51.46967,-0.07303,Entire home/apt,,5,35,2015-10-28,0.21,1,0,0,
552257,Spacious Family Home Near London Eye & Waterloo,67625,1462508230512296045,The Team At The London Agent,,Lambeth,51.50202,-0.10754,Entire home/apt,476,1,87,2025-09-15,0.52,8,266,1,
553233,One Bedroom flat in Brixton/Clapham,2718130,1462605759352275483,Yeazmin,,Lambeth,51.46141,-0.1239,Entire home/apt,170,3,6,2015-07-18,0.04,1,87,0,
554694,Shoreditch/The City/Spitalfields,1960867,1462582844781665215,Gerry,,Tower Hamlets,51.51794,-0.07518,Private room,85,2,337,2026-06-29,2.04,1,3,27,
555419,"Double room en suite Wanstead, park & metro London",2731071,1462606407527667009,Natalie,,Redbridge,51.57565,0.02145,Private room,110,1,68,2025-09-27,0.47,3,292,2,
556065,Self-contained artist's apartment,2734869,1462606509653491408,Jonathan,,Hackney,51.53188,-0.07372,Entire home/apt,,14,2,2012-09-18,0.01,1,0,0,
556542,"Beautiful Scandi inspired, magazine featured home!",1945624,1462521323442888965,Louisa,,Wandsworth,51.44259,-0.17247,Entire home/apt,514,3,47,2024-08-08,0.32,1,360,0,
556797,Blackheath London house (greenwich),2737689,1462606606198108562,Rachel,,Lewisham,51.46826,-0.00482,Private room,,60,0,,,1,358,0,
557123,Explore London. Stay in 1 bed flat with Cat,1379370,1462544241254640271,Jenty,,Islington,51.55194,-0.11402,Entire home/apt,,3,124,2025-09-27,0.74,1,0,3,
558664,"London, Zone 1, Central London Safe Private Room",1658402,1462519516357185752,Laura,,Camden,51.5226,-0.11099,Private room,69,6,73,2026-02-28,0.43,1,72,4,
558694,Beautiful flat overlooking Clapham Common,2747119,1462606871235584259,Clare Frances,,Lambeth,51.45443,-0.14173,Entire home/apt,,5,120,2026-05-04,0.73,2,331,11,
559415,En-suite room Arsenal/Highbury only,2749987,1462526073986080690,Anne,,Islington,51.55909,-0.09871,Private room,112,3,98,2026-06-08,0.61,2,342,2,
559579,Boutique house in Arsenal/Highbury,2749987,1462526073986080690,Anne,,Islington,51.55914,-0.09836,Entire home/apt,389,3,31,2023-04-02,0.19,2,342,0,
559643,RARE FIND Designer Top Floor Flat In East Village,2564851,1462598722778684121,Rls,,Newham,51.5477024,-0.0066393,Entire home/apt,214,2,96,2026-01-23,0.70,1,4,3,
559776,"Newly refurbished, 2 bedroom self-contained flat",2751830,1462606997333013273,Alan,,Wandsworth,51.44711,-0.16245,Entire home/apt,248,4,122,2026-06-08,0.72,1,259,13,
560068,Penthouse loft London's trendiest area,2753430,1462607027098188046,Benjamin,,Tower Hamlets,51.52046,-0.07406,Shared room,241,2,323,2026-06-12,1.90,1,289,13,
