id,name,host_id,host_profile_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
559726,High End Renovation Near Downtown #2,2001974,1462583827202115304,Victoria Stays,Victoria,Fernwood,48.42568,-123.33997,Entire home/apt,29,90,23,2023-11-30,0.14,17,330,0,
561477,Cabin at Swallow's Keep,2760576,1462607241075824689,Marcia,Southern Gulf Islands,Southern Gulf Islands,48.99318,-123.57831,Entire home/apt,262,3,531,2026-07-19,3.21,1,119,27,Provincial registration number: H377371398
660733,Large Renovated 2 Bedroom Suite  Near Downtown #4,2001974,1462583827202115304,Victoria Stays,Victoria,Fernwood,48.42634,-123.33957,Entire home/apt,,90,20,2022-09-30,0.12,17,26,0,
666592,Renovated Studio Across From Ocean #6,2001974,1462583827202115304,Victoria Stays,Victoria,James Bay,48.41245,-123.3773,Entire home/apt,33,90,13,2022-06-01,0.09,17,314,0,
668372,Tidal Waters Guest Suite,3383275,1462529630302989793,Alyssa,View Royal,View Royal,48.4589,-123.4276,Entire home/apt,27,90,192,2026-03-13,1.16,1,153,9,Provincial registration number: PM184754072
687407,Pender Island Oceanfront Cottage #2,3500087,1462530268294553824,Paul,Southern Gulf Islands,Southern Gulf Islands,48.79815,-123.31079,Entire home/apt,394,2,59,2026-07-22,0.37,1,4,5,Provincial registration number: H009775580
750911,Charming Top-Floor Retreat in the City,1678711,1462519656300317903,Megan,Victoria,Rockland,48.42296,-123.34674,Private room,247,2,60,2026-07-20,3.96,1,46,42,Municipal registration number: 48747<br />Provincial registration number: H539337157
774824,"James Bay Chalet, 3-6 Month Relocation Haven",186785,1462512102390148704,Michael,Victoria,James Bay,48.42096,-123.38067,Entire home/apt,32,90,282,2026-05-31,1.72,2,299,1,
784093,The Sun Room,4134834,1462648333338748527,Dan & Naoko,Victoria,James Bay,48.41493,-123.3689,Private room,133,2,370,2026-07-10,2.25,2,216,52,Municipal registration number: 48910<br />Provincial registration number: H520846056
910427,Cedar Log Home Galiano Island,4883986,1462537723654817516,Robbie,Southern Gulf Islands,Southern Gulf Islands,48.88554,-123.33073,Entire home/apt,266,1,623,2026-07-05,5.59,1,120,63,Provincial registration number: H850837206
936367,Cook St Village Studio,3967984,1462643853022543883,Nicole & Gilles,Victoria,Fairfield,48.41347,-123.34961,Private room,79,30,379,2026-05-01,2.32,1,142,4,Provincial registration number: H716622244
955575,Galiano Cabin Hideaway,5111791,1462538984249409996,Helen,Southern Gulf Islands,Southern Gulf Islands,48.8916587963483,-123.36242966938899,Entire home/apt,344,2,346,2026-07-15,2.34,1,326,21,Provincial registration number: H777331281
966412,James Bay 3-6 Month Relocation Family Home,186785,1462512102390148704,Michael,Victoria,James Bay,48.42047,-123.38163,Entire home/apt,71,90,72,2026-04-01,0.45,2,151,1,
973849,Renovated Suite in Rockland Area #7,2001974,1462583827202115304,Victoria Stays,Victoria,Rockland,48.42413,-123.34064,Entire home/apt,,90,10,2022-12-12,0.07,17,66,0,
978771,Character Suite In Victorian Home 2,1216332,1462539946929338115,Ann,Victoria,James Bay,48.41419,-123.36947,Private room,223,3,231,2026-07-08,1.44,2,327,9,Municipal registration number: 38332<br />Provincial registration number: H921139460
985260,"Lovely Private Waterfront, Beachwood Cottage",5685155,1462686847124536584,Jeannie,Metchosin,Metchosin,48.39622,-123.49174,Entire home/apt,72,90,16,2023-09-30,0.10,1,362,0,
1038822,Dallas Rd & Menzies James Bay Suite #1,2001974,1462583827202115304,Victoria Stays,Victoria,James Bay,48.41307,-123.37635,Entire home/apt,32,90,27,2023-11-01,0.17,17,250,0,
1080149,Foxglove Farm Classic Cottage B&B,5936608,1462693338090346095,Jeanne Marie,Salt Spring Island,Salt Spring Island,48.82867416103041,-123.53661866469957,Entire home/apt,540,3,86,2026-06-24,0.55,3,229,6,Provincial registration number: Exempt
1080266,Foxglove Farm Heritage Farmhouse B&B,5936608,1462693338090346095,Jeanne Marie,Salt Spring Island,Salt Spring Island,48.82847,-123.53648,Entire home/apt,476,3,80,2025-08-17,0.51,3,333,4,Provincial registration number: H264466476
1080594,Carriage House - The Carriage Room,4134834,1462648333338748527,Dan & Naoko,Victoria,James Bay,48.41529,-123.36792,Private room,185,1,391,2026-07-16,2.42,2,213,44,Provincial registration number: H520846056
1114544,Salt Spring Carriage House - The Loft,6116904,1462698329150317724,Sue,Salt Spring Island,Salt Spring Island,48.89553,-123.53199,Private room,244,1,32,2026-07-06,0.20,2,139,1,Provincial registration number: H712709625
1114575,Salt Spring Carriage House - Garden Room,6116904,1462698329150317724,Sue,Salt Spring Island,Salt Spring Island,48.89723,-123.53253,Private room,244,2,115,2026-07-19,1.04,2,136,18,Provincial registration number: H712709625
1170209,Deluxe Mixed Dorm Bed,6225439,1462544550531299124,Ocean Island Inn,Victoria,Downtown,48.42778,-123.36183,Shared room,,28,25,2025-10-29,0.16,13,167,1,Provincial registration number: Exempt
1186607,Inlet Beach House Oceanfront Vacation Suite,6487007,1462707673859225277,Linda And Ken,North Saanich,North Saanich,48.67706,-123.48604,Entire home/apt,34,90,22,2025-06-14,0.16,1,124,0,Municipal registration number: 1074<br />Provincial registration number: H048860649
1194888,Small Double Room with Sink,6225439,1462544550531299124,Ocean Island Inn,Victoria,Downtown,48.42778,-123.36183,Private room,157,1,112,2026-07-13,0.71,13,200,19,Municipal registration number: Exempt<br />Provincial registration number: Exempt
1244138,Private room in Central apartment.,6781810,1462715112046176284,Jocelyn,Saanich,Saanich,48.4504,-123.36442,Private room,31,90,160,2025-10-27,1.32,2,364,10,Provincial registration number: H987204346
1244164,"1 bedroom condo, fully furnished and equipped.",6781810,1462715112046176284,Jocelyn,Saanich,Saanich,48.45140663773998,-123.36389498790928,Private room,35,90,0,,,2,263,0,Provincial registration number: H987204346
1295158,Oceanfront Cottage Galiano Island,7042586,1462559047679329705,Andrea,Southern Gulf Islands,Southern Gulf Islands,48.879735063180995,-123.32259472442033,Entire home/apt,470,2,145,2026-07-17,1.16,1,81,21,Provincial registration number: PM614355713
1352981,Galiano Harbour View House,7344155,1462729476210143782,Erik,Southern Gulf Islands,Southern Gulf Islands,48.89739,-123.39638,Entire home/apt,559,2,367,2026-07-04,2.34,1,289,24,Provincial registration number: H862282948
1429004,A Relaxed West Coast View Retreat,7684925,1462738534881800871,Bradley Warren,Salt Spring Island,Salt Spring Island,48.87182,-123.54616,Entire home/apt,776,1,123,2026-07-05,0.78,1,48,10,Provincial registration number: H754447363
1431103,Suite By The Beach,7693415,1462738774293816367,Jordan,Juan de Fuca,Juan de Fuca,48.40627,-123.35579,Entire home/apt,117,30,78,2024-09-16,0.50,1,218,0,Provincial registration number: H326261860
1438200,Whale Pod Chalet at Oaks Bluff  Whale watching,7725567,1462562158960714760,Kevin,Southern Gulf Islands,Southern Gulf Islands,48.75305,-123.26952,Entire home/apt,635,1,91,2026-07-20,0.68,1,263,10,Provincial registration number: H597968418
1507543,Fairfield/Oak Bay Garden Studio In Newer Home,6781982,1462715115227008611,John,Victoria,Gonzales,48.42168,-123.32765,Entire home/apt,,91,0,,,2,53,0,
1535322,Wisteria Honeymoon Cottage B & B - Angel Room,8187727,1462751393242952823,Gail,Sooke,Sooke,48.393180204930864,-123.62116295712758,Private room,52,90,16,2021-10-11,0.11,2,173,0,Municipal registration number: 25088
1625194,Fully Equipped Downtown Condo,7637861,1462737254910947709,Major,Victoria,Downtown,48.42963,-123.36333,Entire home/apt,,90,21,2022-02-14,0.14,1,88,0,
1636029,Raylia Cottage Farm Stay,8689202,1462773839064253042,Michele,Southern Gulf Islands,Southern Gulf Islands,48.84441,-123.2781,Entire home/apt,261,1,356,2026-07-18,2.42,2,308,27,Provincial registration number: H019001422
1656504,Cedar House on the Hill B&B,8781598,1462786859639700278,Brigitte,Salt Spring Island,Salt Spring Island,48.83766,-123.50023,Private room,151,1,384,2026-07-21,2.46,2,289,82,Provincial registration number: H186538433
1672868,"A Happinest   A cozy, nest- like cabin on SSI, BC!",8855800,1462788693656125926,Bruce,Salt Spring Island,Salt Spring Island,48.8317147,-123.4995852,Entire home/apt,351,1,647,2026-07-09,4.20,1,298,38,Provincial registration number: H992392407
1683153,Private Loft Studio - Above Gordon's Beach,8731181,1462566388243863302,Janis,Juan de Fuca,Juan de Fuca,48.37585,-123.84029,Entire home/apt,213,2,159,2026-07-20,1.02,2,358,7,Municipal registration number: H676011171<br />Provincial registration number: H676011171
1720832,Cob Cottage,9071324,1462567933545893134,Alexis,Southern Gulf Islands,Southern Gulf Islands,48.83064,-123.25866,Entire home/apt,255,1,1033,2026-07-17,6.68,1,46,99,Municipal registration number: H568381378<br />Provincial registration number: H568381378
1807413,Upscale Sooke Vacation Rental,9472290,1462815019192188192,Frederick,Sooke,Sooke,48.36646,-123.73376,Entire home/apt,252,2,23,2026-04-22,0.15,13,50,7,Municipal registration number: 00026692<br />Provincial registration number: H802326682
1826554,2 Bedroom 1 Bathroom  Living Room  private Area.,9557712,1462570107718334754,David Charles,Sidney,Sidney,48.66164,-123.41283,Entire home/apt,217,2,215,2026-07-04,1.47,1,256,6,Provincial registration number: H886003215
1897071,New and Modern best location- Aria,9176808,1462568412790242628,Victoria Executive Rental,Victoria,James Bay,48.41999,-123.36558,Entire home/apt,81,90,3,2024-07-05,0.05,15,365,0,
1993822,View Inner Harbour to Ogden Pt; 90 days min.,10277435,1462836264557485090,Laura,Victoria,James Bay,48.41567,-123.36758,Entire home/apt,,90,25,2026-04-26,0.17,1,32,2,
2015937,"Spacious, private island retreat",10368393,1462838743237415886,Farheen,Southern Gulf Islands,Southern Gulf Islands,48.84217,-123.25266,Entire home/apt,,1,147,2026-06-20,0.98,1,1,5,Municipal registration number: H744388608<br />Provincial registration number: H744388608
2027067,Magic Lamp on Saint Mary Lake,10412296,1462839994291034568,Tania,Salt Spring Island,Salt Spring Island,48.90109,-123.54897,Entire home/apt,57,90,242,2025-06-22,2.34,1,180,0,
2033520,West Shore Woodland Retreat,10438699,1462840683836838920,Nancy,Langford,Langford,48.45925,-123.48756,Entire home/apt,190,1,301,2026-07-22,2.15,1,165,30,Municipal registration number: H706201717<br />Provincial registration number: H706201717
2128631,Macaulay Point Guest House,10860084,1462851300703682645,Andrew And Nancy,Esquimalt,Esquimalt,48.41726,-123.4058,Entire home/apt,217,2,744,2026-06-15,4.98,2,328,5,Provincial registration number: H740741453
2138626,Best location downtown! Modern and Chic! Superb!,9176808,1462568412790242628,Victoria Executive Rental,Victoria,Fairfield,48.42176,-123.36168,Entire home/apt,79,90,41,2023-08-12,0.31,15,365,0,
2149566,Ocean Oasis by the Sea - Stunning Panoramic Views!,10970299,1462853896824255459,Tanya,Juan de Fuca,Juan de Fuca,48.3759,-123.83995,Entire home/apt,471,2,231,2026-07-19,1.58,3,47,35,Municipal registration number: H946801432<br />Provincial registration number: H946801432
2392116,Small Queen Room,6225439,1462544550531299124,Ocean Island Inn,Victoria,Downtown,48.42756,-123.36202,Private room,157,1,146,2026-07-22,1.22,13,199,46,Municipal registration number: Exempt<br />Provincial registration number: Exempt
2488004,Tall House- Walk to Beaches,12732725,1462894360110229783,Gloria,Southern Gulf Islands,Southern Gulf Islands,48.73663,-123.20257,Entire home/apt,273,2,230,2026-07-20,1.53,1,257,12,Provincial registration number: H641190947
2682515,Garden Suite-1 Queen-Full Kitchen 30+Day Stay only,13732844,1462920389906995674,Mary Ellen,Saanich,Saanich,48.44379,-123.32464,Entire home/apt,147,26,73,2026-07-06,0.59,1,319,9,Provincial registration number: H457896279
2695286,"Waterfalls Hotel | Sleek, Urban Oasis",11773739,1462579890869908020,Annie,Victoria,Downtown,48.42205,-123.36658,Entire home/apt,370,2,893,2026-07-19,6.02,2,197,32,Municipal registration number: Exempt<br />Provincial registration number: Exempt
2709790,Rockheights Retreat- 1 Bedroom,6513529,1462708328092739552,Melissa,Esquimalt,Esquimalt,48.43566,-123.4083,Entire home/apt,,90,97,2023-07-16,0.67,1,0,0,
2748050,Suite in magical forest sanctuary,14059602,1462929601067053277,Renate,North Saanich,North Saanich,48.68379,-123.46234,Private room,,90,17,2021-09-03,0.12,1,364,0,
2770659,Birds of a Feather Oceanfront Condo full kitchen,14168871,1462589261772049358,Paphada And Dieter,Colwood,Colwood,48.42312,-123.47298,Private room,332,1,65,2026-07-02,0.54,3,57,10,Provincial registration number: PM953632671
2777765,Birds of a Feather Ocean Lagoon Studio Suite +loft,14168871,1462589261772049358,Paphada And Dieter,Colwood,Colwood,48.42312,-123.47298,Private room,330,1,40,2026-07-08,0.30,3,58,4,Provincial registration number: PM953632671
2839203,Studio Near Fernwood Village,2001974,1462583827202115304,Victoria Stays,Victoria,Fernwood,48.42468,-123.34637,Entire home/apt,25,90,16,2024-10-01,0.11,17,245,0,
2858425,"Patio Room near UVic, Hospital, DT (for NonSmoker)",14613802,1462590924368081306,Anna,Victoria,South Jubilee,48.42946,-123.32591,Private room,117,5,129,2026-05-14,0.89,2,283,8,Municipal registration number: 36495<br />Provincial registration number: H100176207
2874927,Birds of a Feather Oceanfront King Studio Suite,14168871,1462589261772049358,Paphada And Dieter,Colwood,Colwood,48.42312,-123.47298,Private room,394,1,40,2026-07-03,0.30,3,44,10,Provincial registration number: PM953632671
2883153,Port Renfrew Beach House,14733720,1462945640414581812,Port Renfrew Beach House,Juan de Fuca,Juan de Fuca,48.5569,-124.40614,Entire home/apt,1115,1,141,2026-06-21,1.05,1,276,13,Provincial registration number: H662980236
2974477,Victoria Ocean-view House (Single rooms),15173300,1462955943519768570,Jongsoon,Colwood,Colwood,48.41811,-123.48018,Private room,261,2,1,2025-08-26,0.09,3,177,1,Provincial registration number: H568227117
2980014,Wow! Gonzales Beach!! 2 Bedroom!!,15199970,1462956575949055622,Jason,Victoria,Gonzales,48.41309,-123.33062,Entire home/apt,42,90,610,2025-06-23,4.11,4,237,0,
3027057,"Fireside Cottage, Galiano Island",15420155,1462961889376787075,Joanne,Southern Gulf Islands,Southern Gulf Islands,48.91386,-123.39287,Entire home/apt,561,2,179,2026-07-10,1.29,1,257,19,Provincial registration number: H268094959
3080917,Cozy cabin on Saltspring Island,2154631,1462587768486095919,Ted,Salt Spring Island,Salt Spring Island,48.91029,-123.56399,Entire home/apt,59,90,84,2026-04-26,0.58,1,294,9,Provincial registration number: H879831779
3084861,Poirier Cove - house on the beach,11377003,1462863425730496499,Corinne,Juan de Fuca,Juan de Fuca,48.36216,-123.80031,Entire home/apt,405,1,352,2026-07-23,2.42,1,106,37,Provincial registration number: H188534033
3121473,Stunning 5 Bed Oceanfront Estate Paradise 9000sf,9176808,1462568412790242628,Victoria Executive Rental,Saanich,Saanich,48.45194,-123.27862,Entire home/apt,248,90,1,2023-08-10,0.03,15,179,0,
3133074,Victoria Studio By The Beach,15909261,1462595869778430947,Anita,Oak Bay,Oak Bay,48.41347,-123.30867,Entire home/apt,307,2,221,2026-07-20,1.50,1,138,38,Provincial registration number: H340204801
3175704,Gonzales Beach Character Home,16103648,1462978505574333867,Travis,Victoria,Gonzales,48.41168,-123.3326,Entire home/apt,907,2,130,2026-07-15,0.89,1,7,9,Municipal registration number: 34920<br />Provincial registration number: H819101493
3182206,3BR Heritage House in Fernwood,4353734,1462654599736680444,Peter,Victoria,Fernwood,48.43313,-123.34873,Entire home/apt,35,150,12,2018-08-05,0.08,1,152,0,
3284412,Cadboro Bay SeaCave | Beside UVic | Ocean,16513589,1462988414706664154,Guanwei,Saanich,Saanich,48.46329,-123.29907,Entire home/apt,302,1,115,2026-07-10,0.79,2,316,47,Provincial registration number: H345015100
3402265,Salt Spring Waterfront,17158313,1463003517818821287,Kelley And Kent,Salt Spring Island,Salt Spring Island,48.8516227,-123.444936,Entire home/apt,406,2,343,2026-07-23,2.35,1,109,34,Municipal registration number: 793506080RT0001<br />Provincial registration number: H124515453
3415390,Jordan River Rainforest Cabin & Spa,3949883,1462643380575401842,Sarah,Juan de Fuca,Juan de Fuca,48.43858,-124.07317,Entire home/apt,911,2,364,2026-07-21,2.49,1,293,18,Provincial registration number: H781553342
3424337,Gorgeous Urban Condo@Juliet(Licence No. 00039494),17260644,1462601709224548346,Yan Mei,Victoria,Downtown,48.42721,-123.36218,Entire home/apt,,91,306,2026-02-23,4.35,3,69,2,Municipal registration number: 39494
3440301,LUXURIOUS VACATION HOME IN LANGFORD,17337787,1463007785276547706,Allen,Langford,Langford,48.44317,-123.53394,Entire home/apt,,90,43,2023-07-04,0.30,1,0,0,
3486035,Cliff Top Family Home Over Looking the Ocean,17554011,1463012898674131604,Carley,Southern Gulf Islands,Southern Gulf Islands,48.74916,-123.21739,Entire home/apt,750,2,187,2026-07-10,1.28,1,298,24,Municipal registration number: H616647351<br />Provincial registration number: H616647351
3563531,Westover Bed and Breakfast,12225288,1462581644220023847,Tara,Salt Spring Island,Salt Spring Island,48.8625,-123.49136,Private room,184,2,635,2026-07-07,4.34,1,299,47,Municipal registration number: H970209469<br />Provincial registration number: H970209469
3972032,Delightful Country Cottage,19592144,1463083227024332028,Brigitte,Southern Gulf Islands,Southern Gulf Islands,48.74197,-123.21624,Entire home/apt,287,3,107,2026-06-19,0.75,1,190,11,Municipal registration number: H827445758<br />Provincial registration number: H827445758
3972446,2bdm-sleeps6 Condo Victoria WM Resort,19139775,1462608403780603837,Lorie,Victoria,James Bay,48.42133,-123.38119,Entire home/apt,969,1,44,2025-08-27,0.36,6,338,2,Provincial registration number: Exempt
4050671,Seal Beach Cottage - Spacious waterfront 22 acres!,21004279,1463144105272395831,Lois,Southern Gulf Islands,Southern Gulf Islands,48.8511,-123.30196,Entire home/apt,544,1,295,2026-07-20,2.06,1,317,22,Provincial registration number: H905926745
4137885,Graceland Lavender Rill Retreat,21467355,1463156077948457217,Michael Janzong,Metchosin,Metchosin,48.3913,-123.50225,Entire home/apt,115,1,429,2026-07-16,3.08,1,312,31,Municipal registration number: 2455<br />Provincial registration number: H575492750
4169620,Welcome to Shadow Fin Inn,21637215,1463160140424758848,Kristen,Langford,Langford,48.48746,-123.54453,Entire home/apt,288,1,144,2026-07-16,1.00,1,139,16,Provincial registration number: H365555448
4190759,B&B float home Ocean views - town2,3871629,1462641472904355373,Carene,Victoria,James Bay,48.42219908077801,-123.38226834904216,Private room,460,1,103,2026-07-12,0.74,1,138,20,Municipal registration number: 27678<br />Provincial registration number: H414338468
4280016,Ganges Garden Studio,4162800,1462649100486966803,Ishbel,Salt Spring Island,Salt Spring Island,48.85571,-123.50775,Entire home/apt,199,1,334,2026-07-12,2.36,1,96,14,Municipal registration number: H359638192<br />Provincial registration number: H359638192
4294605,A Little House on the West Coast,22293707,1463176261837260804,Tess,Juan de Fuca,Juan de Fuca,48.3596,-123.81701,Entire home/apt,367,1,135,2026-07-12,2.21,1,149,20,Provincial registration number: H163402361
4295964,2BR City Center Oasis near Inner Harbour w/Parking,21376528,1462616971251375655,Lesley,Victoria,Downtown,48.42371,-123.36417,Entire home/apt,50,90,799,2024-04-29,5.61,19,261,0,
4334268,Macaulay Point Main House,10860084,1462851300703682645,Andrew And Nancy,Esquimalt,Esquimalt,48.42034,-123.40819,Entire home/apt,,30,22,2023-07-29,0.17,2,0,0,Provincial registration number: H740741453
4364105,Metchosin waterfront suite,22651945,1463185032047881505,Eileen,Metchosin,Metchosin,48.38877,-123.50323,Entire home/apt,303,3,225,2026-07-18,1.66,1,29,16,Municipal registration number: 4372<br />Provincial registration number: H398793148
4412326,Chic & Central downtown room,22903190,1463191307088653556,Valentina,Victoria,Harris Green,48.42586,-123.35575,Private room,186,1,318,2026-07-17,2.27,1,88,44,Municipal registration number: 45948<br />Provincial registration number: H687520328
4419252,Wow!Gonzales Beach 3 Bedroom!,15199970,1462956575949055622,Jason,Victoria,Gonzales,48.41124,-123.33144,Entire home/apt,,90,477,2024-03-01,3.34,4,347,0,
4482384,InTheBluff - Galiano Island’s Oceanside Log Chalet,8048560,1462747871268065802,Lawrence,Southern Gulf Islands,Southern Gulf Islands,48.86206,-123.31689,Entire home/apt,528,2,149,2026-07-03,1.07,1,140,17,Municipal registration number: H021930591<br />Provincial registration number: H021930591
4558325,Garden Studio Cottage,11215913,1462859721155926963,Adele,Saanich,Saanich,48.45469,-123.41523,Entire home/apt,,90,88,2022-08-22,0.62,1,0,0,
4589513,"Pandora Vista: Prime Location, Views, Parking, W&D",23791199,1465278661038619266,Karen,Victoria,Downtown,48.42821,-123.36953,Entire home/apt,43,91,132,2026-04-05,0.93,2,136,2,
4676968,Duck Creek Waterfront Cottage,8782226,1462786868986674887,Sarah And Kris,Salt Spring Island,Salt Spring Island,48.88655,-123.57377,Entire home/apt,137,90,83,2024-07-19,0.59,1,363,0,
4754122,Comfy Upstairs Room Near Hospital & Downtown,14613802,1462590924368081306,Anna,Victoria,South Jubilee,48.42923,-123.3258,Private room,105,5,125,2026-07-17,0.93,2,301,17,Municipal registration number: 36495<br />Provincial registration number: H100176207
4985846,Steps to best sandy beach! Stunning oceanview home,9176808,1462568412790242628,Victoria Executive Rental,Saanich,Saanich,48.51751,-123.3683,Entire home/apt,668,7,26,2025-04-18,0.20,15,92,0,Provincial registration number: H457674708
4997133,The Emperor Suite - 2BD/2BA Licence #00049666,19980320,1463096123687334247,Radie,Victoria,Downtown,48.42615,-123.36088,Entire home/apt,583,1,118,2026-07-10,0.87,3,93,3,Provincial registration number: H905493244
5019513,Seaside Cottage with Private Beach,25896347,1465351968531765364,Bethany,Juan de Fuca,Juan de Fuca,48.569257099911844,-123.49244037109452,Entire home/apt,271,3,175,2026-06-25,1.41,1,88,21,Provincial registration number: H870161215
5033866,The Sage Suite 2BD/1BA - Licence#00047399,19980320,1463096123687334247,Radie,Victoria,Downtown,48.42789,-123.36105,Entire home/apt,47,90,40,2023-11-20,0.29,3,159,0,
5034179,The Executive Onyx Suite 2BD/1BA- Licence#00049734,19980320,1463096123687334247,Radie,Victoria,Downtown,48.42739,-123.36101,Entire home/apt,64,90,46,2024-02-29,0.34,3,365,0,
5036991,Charming Private Garden Studio Suite.,26000464,1465353714184313587,Gwen,Saanich,Saanich,48.47246,-123.39538,Entire home/apt,,90,44,2023-10-22,0.33,1,267,0,
5105228,1 Bd & Den awesome harbour views,26378627,1465365493416887469,Cynthia,Victoria,Victoria West,48.42677,-123.37604,Entire home/apt,8,365,0,,,1,365,0,
5147135,The Loft at Sparton Acres,26607717,1465369836855003938,Ron,Saanich,Saanich,48.53033,-123.42525,Entire home/apt,,30,23,2025-11-20,0.17,2,274,1,Provincial registration number: H838948189
5151927,Jordan River | West Coast Cottage Private Getaway,23918912,1462627179353332824,Candice & JS,Juan de Fuca,Juan de Fuca,48.435176,-124.069066,Entire home/apt,447,1,474,2026-07-17,3.64,2,318,45,Municipal registration number: H320678148<br />Provincial registration number: H320678148
5273102,Mossy Hill Guesthouse,22630145,1463184522808452262,Luba And Bruce,Salt Spring Island,Salt Spring Island,48.83572,-123.49261,Entire home/apt,308,2,255,2026-06-28,1.88,1,153,17,Provincial registration number: H493171086
5308738,Welcome to the Island!,947377,1462534033141891840,Kelly,North Saanich,North Saanich,48.68752,-123.40244,Private room,37,90,150,2025-05-26,1.12,3,358,0,
