quarter,scenario,line,value,source
4Q26,bear,revenue_yoy_pct,12.4481,bridge v3 band lo
4Q26,bear,revenue_conversion_lo_musd,3102.0848,bridge v3 band lo
4Q26,bear,revenue_conversion_hi_musd,3146.5209,bridge v3 band lo
4Q26,bear,take_rate_printed_pct,13.7963,bridge v3 band lo
4Q26,bear,take_rate_prior_year_pct,13.6176,bridge v3 band lo
4Q26,bear,take_rate_change_pts,0.1787,bridge v3 band lo
4Q26,bear,revenue_alt_same_q_take_rate_musd,3083.3466,bridge v3 band lo
4Q26,bear,fx_pts_revenue_memo,0.98,bridge v3 band lo
4Q26,bear,revenue_exfx_yoy_memo_pct,11.4681,bridge v3 band lo
4Q26,bear,gbv_identity_gap_pct,0.0954,bridge v3 band lo
1Q27,bear,nights_yoy_pct,4.707,06 v2 build
1Q27,bear,nights_mm,163.5523,06 v2 build
1Q27,bear,adr_exfx_yoy_pct,1.503,06 v2 build
1Q27,bear,fx_pts_adr,-2.378,06 v2 build
1Q27,bear,adr_reported_yoy_pct,-0.875,06 v2 build
1Q27,bear,adr_usd,185.1853,06 v2 build
1Q27,bear,gbv_busd,30.3069,06 v2 build
1Q27,bear,gbv_yoy_pct,3.7908,06 v2 build
1Q27,bear,lagged_gbv_busd,23.5452,06 v2 build
1Q27,bear,revenue_musd,2995.1629,06 v2 build
1Q27,bear,revenue_yoy_pct,11.8433,06 v2 build
1Q27,bear,revenue_conversion_lo_musd,2902.0571,06 v2 build
1Q27,bear,revenue_conversion_hi_musd,3068.9888,06 v2 build
1Q27,bear,take_rate_printed_pct,9.8828,06 v2 build
1Q27,bear,take_rate_prior_year_pct,9.1712,06 v2 build
1Q27,bear,take_rate_change_pts,0.7115,06 v2 build
1Q27,bear,revenue_alt_same_q_take_rate_musd,2779.518,06 v2 build
1Q27,bear,fx_pts_revenue_memo,-1.01,06 v2 build
1Q27,bear,revenue_exfx_yoy_memo_pct,12.8533,06 v2 build
1Q27,bear,gbv_identity_gap_pct,-0.0641,06 v2 build
2Q27,bear,nights_yoy_pct,3.026,06 v2 build
2Q27,bear,nights_mm,152.7876,06 v2 build
2Q27,bear,adr_exfx_yoy_pct,1.469,06 v2 build
2Q27,bear,fx_pts_adr,-2.267,06 v2 build
2Q27,bear,adr_reported_yoy_pct,-0.798,06 v2 build
2Q27,bear,adr_usd,182.2638,06 v2 build
2Q27,bear,gbv_busd,27.7994,06 v2 build
2Q27,bear,gbv_yoy_pct,2.2039,06 v2 build
2Q27,bear,lagged_gbv_busd,27.752,06 v2 build
2Q27,bear,revenue_musd,3803.7239,06 v2 build
2Q27,bear,revenue_yoy_pct,5.4247,06 v2 build
2Q27,bear,revenue_conversion_lo_musd,3732.2646,06 v2 build
2Q27,bear,revenue_conversion_hi_musd,3870.2846,06 v2 build
2Q27,bear,take_rate_printed_pct,13.6827,06 v2 build
2Q27,bear,take_rate_prior_year_pct,13.2647,06 v2 build
2Q27,bear,take_rate_change_pts,0.418,06 v2 build
2Q27,bear,revenue_alt_same_q_take_rate_musd,3687.515,06 v2 build
2Q27,bear,fx_pts_revenue_memo,-1.92,06 v2 build
2Q27,bear,revenue_exfx_yoy_memo_pct,7.3447,06 v2 build
2Q27,bear,gbv_identity_gap_pct,0.1734,06 v2 build
3Q27,bear,nights_yoy_pct,3.405,06 v2 build
3Q27,bear,nights_mm,149.8918,06 v2 build
3Q27,bear,adr_exfx_yoy_pct,1.296,06 v2 build
3Q27,bear,fx_pts_adr,-1.494,06 v2 build
3Q27,bear,adr_reported_yoy_pct,-0.198,06 v2 build
3Q27,bear,adr_usd,174.4211,06 v2 build
3Q27,bear,gbv_busd,26.1622,06 v2 build
3Q27,bear,gbv_yoy_pct,3.2003,06 v2 build
3Q27,bear,lagged_gbv_busd,28.6353,06 v2 build
3Q27,bear,revenue_musd,4936.538,06 v2 build
3Q27,bear,revenue_yoy_pct,2.7581,06 v2 build
3Q27,bear,revenue_conversion_lo_musd,4909.6554,06 v2 build
3Q27,bear,revenue_conversion_hi_musd,4979.8984,06 v2 build
3Q27,bear,take_rate_printed_pct,18.869,06 v2 build
3Q27,bear,take_rate_prior_year_pct,18.9502,06 v2 build
3Q27,bear,take_rate_change_pts,-0.0812,06 v2 build
3Q27,bear,revenue_alt_same_q_take_rate_musd,4957.777,06 v2 build
3Q27,bear,fx_pts_revenue_memo,-2.22,06 v2 build
3Q27,bear,revenue_exfx_yoy_memo_pct,4.9781,06 v2 build
3Q27,bear,gbv_identity_gap_pct,-0.0684,06 v2 build
4Q27,bear,nights_yoy_pct,3.327,06 v2 build
4Q27,bear,nights_mm,136.0321,06 v2 build
4Q27,bear,adr_exfx_yoy_pct,1.008,06 v2 build
4Q27,bear,fx_pts_adr,-0.285,06 v2 build
4Q27,bear,adr_reported_yoy_pct,0.723,06 v2 build
4Q27,bear,adr_usd,173.3947,06 v2 build
4Q27,bear,gbv_busd,23.5647,06 v2 build
4Q27,bear,gbv_yoy_pct,4.0741,06 v2 build
4Q27,bear,lagged_gbv_busd,26.7079,06 v2 build
4Q27,bear,revenue_musd,3212.9091,06 v2 build
4Q27,bear,revenue_yoy_pct,2.8524,06 v2 build
4Q27,bear,revenue_conversion_lo_musd,3190.5672,06 v2 build
4Q27,bear,revenue_conversion_hi_musd,3236.2709,06 v2 build
4Q27,bear,take_rate_printed_pct,13.6344,06 v2 build
4Q27,bear,take_rate_prior_year_pct,13.7963,06 v2 build
4Q27,bear,take_rate_change_pts,-0.162,06 v2 build
4Q27,bear,revenue_alt_same_q_take_rate_musd,3251.0726,06 v2 build
4Q27,bear,fx_pts_revenue_memo,-1.7,06 v2 build
4Q27,bear,revenue_exfx_yoy_memo_pct,4.5524,06 v2 build
4Q27,bear,gbv_identity_gap_pct,0.0954,06 v2 build
3Q26,base,nights_yoy_pct,9.89,bridge v3 adopted
3Q26,base,nights_mm,146.813,bridge v3 adopted
3Q26,base,adr_exfx_yoy_pct,3.86,bridge v3 adopted
3Q26,base,fx_pts_adr,-0.43,bridge v3 adopted
3Q26,base,adr_reported_yoy_pct,3.43,bridge v3 adopted
3Q26,base,adr_usd,177.1652,bridge v3 adopted
3Q26,base,gbv_busd,26.028,bridge v3 adopted
3Q26,base,gbv_yoy_pct,13.6592,bridge v3 adopted
3Q26,base,lagged_gbv_busd,27.8667,bridge v3 adopted
3Q26,base,revenue_musd,4804.0355,bridge v3 adopted
3Q26,base,revenue_yoy_pct,17.3147,bridge v3 adopted
3Q26,base,revenue_conversion_lo_musd,4777.8744,bridge v3 adopted
3Q26,base,revenue_conversion_hi_musd,4846.2321,bridge v3 adopted
3Q26,base,take_rate_printed_pct,18.4572,bridge v3 adopted
3Q26,base,take_rate_prior_year_pct,17.8821,bridge v3 adopted
3Q26,base,take_rate_change_pts,0.5751,bridge v3 adopted
3Q26,base,revenue_alt_same_q_take_rate_musd,4654.3453,bridge v3 adopted
3Q26,base,fx_pts_revenue_memo,3.0,bridge v3 adopted
3Q26,base,revenue_exfx_yoy_memo_pct,14.3147,bridge v3 adopted
3Q26,base,gbv_identity_gap_pct,-0.0684,bridge v3 adopted
3Q26,base,take_rate_int06_at_registered_revenue_pct,18.5036,bridge v3 adopted
3Q26,base,take_rate_int06_at_kernel_revenue_pct,18.4572,bridge v3 adopted
3Q26,base,take_rate_int06_p_ge_18p10,0.8037,bridge v3 adopted
3Q26,base,take_rate_int06_registered_pct,18.14,bridge v3 adopted
3Q26,base,take_rate_int06_flip_gbv_busd,26.6083,bridge v3 adopted
4Q26,base,nights_yoy_pct,8.12,bridge v3 adopted
4Q26,base,nights_mm,131.7983,bridge v3 adopted
4Q26,base,adr_exfx_yoy_pct,4.07,bridge v3 adopted
4Q26,base,fx_pts_adr,0.15,bridge v3 adopted
4Q26,base,adr_reported_yoy_pct,4.22,bridge v3 adopted
4Q26,base,adr_usd,174.5789,bridge v3 adopted
4Q26,base,gbv_busd,22.9873,bridge v3 adopted
4Q26,base,gbv_yoy_pct,12.6827,bridge v3 adopted
4Q26,base,lagged_gbv_busd,26.4186,bridge v3 adopted
4Q26,base,revenue_musd,3178.1078,bridge v3 adopted
4Q26,base,revenue_yoy_pct,14.4027,bridge v3 adopted
4Q26,base,revenue_conversion_lo_musd,3156.008,bridge v3 adopted
4Q26,base,revenue_conversion_hi_musd,3201.2166,bridge v3 adopted
4Q26,base,take_rate_printed_pct,13.8255,bridge v3 adopted
4Q26,base,take_rate_prior_year_pct,13.6176,bridge v3 adopted
4Q26,base,take_rate_change_pts,0.2079,bridge v3 adopted
4Q26,base,revenue_alt_same_q_take_rate_musd,3130.3244,bridge v3 adopted
4Q26,base,fx_pts_revenue_memo,0.98,bridge v3 adopted
4Q26,base,revenue_exfx_yoy_memo_pct,13.4227,bridge v3 adopted
4Q26,base,gbv_identity_gap_pct,0.0954,bridge v3 adopted
1Q27,base,nights_yoy_pct,8.206,06 v2 build
1Q27,base,nights_mm,169.0178,06 v2 build
1Q27,base,adr_exfx_yoy_pct,3.478,06 v2 build
1Q27,base,fx_pts_adr,-0.301,06 v2 build
1Q27,base,adr_reported_yoy_pct,3.176,06 v2 build
1Q27,base,adr_usd,192.7534,06 v2 build
1Q27,base,gbv_busd,32.5996,06 v2 build
1Q27,base,gbv_yoy_pct,11.6426,06 v2 build
1Q27,base,lagged_gbv_busd,24.0008,06 v2 build
1Q27,base,revenue_musd,3053.1293,06 v2 build
1Q27,base,revenue_yoy_pct,14.0078,06 v2 build
1Q27,base,revenue_conversion_lo_musd,2958.2216,06 v2 build
1Q27,base,revenue_conversion_hi_musd,3128.384,06 v2 build
1Q27,base,take_rate_printed_pct,9.3655,06 v2 build
1Q27,base,take_rate_prior_year_pct,9.1712,06 v2 build
1Q27,base,take_rate_change_pts,0.1943,06 v2 build
1Q27,base,revenue_alt_same_q_take_rate_musd,2989.7894,06 v2 build
1Q27,base,fx_pts_revenue_memo,0.93,06 v2 build
1Q27,base,revenue_exfx_yoy_memo_pct,13.0778,06 v2 build
1Q27,base,gbv_identity_gap_pct,-0.0641,06 v2 build
2Q27,base,nights_yoy_pct,5.934,06 v2 build
2Q27,base,nights_mm,157.1001,06 v2 build
2Q27,base,adr_exfx_yoy_pct,3.087,06 v2 build
2Q27,base,fx_pts_adr,-0.193,06 v2 build
2Q27,base,adr_reported_yoy_pct,2.894,06 v2 build
2Q27,base,adr_usd,189.0471,06 v2 build
2Q27,base,gbv_busd,29.6479,06 v2 build
2Q27,base,gbv_yoy_pct,8.9997,06 v2 build
2Q27,base,lagged_gbv_busd,29.3955,06 v2 build
2Q27,base,revenue_musd,4028.9807,06 v2 build
2Q27,base,revenue_yoy_pct,11.668,06 v2 build
2Q27,base,revenue_conversion_lo_musd,3953.2896,06 v2 build
2Q27,base,revenue_conversion_hi_musd,4099.4831,06 v2 build
2Q27,base,take_rate_printed_pct,13.5894,06 v2 build
2Q27,base,take_rate_prior_year_pct,13.2647,06 v2 build
2Q27,base,take_rate_change_pts,0.3247,06 v2 build
2Q27,base,revenue_alt_same_q_take_rate_musd,3932.7103,06 v2 build
2Q27,base,fx_pts_revenue_memo,0.62,06 v2 build
2Q27,base,revenue_exfx_yoy_memo_pct,11.048,06 v2 build
2Q27,base,gbv_identity_gap_pct,0.1734,06 v2 build
3Q27,base,nights_yoy_pct,6.229,06 v2 build
3Q27,base,nights_mm,155.958,06 v2 build
3Q27,base,adr_exfx_yoy_pct,2.648,06 v2 build
3Q27,base,fx_pts_adr,0.034,06 v2 build
3Q27,base,adr_reported_yoy_pct,2.682,06 v2 build
3Q27,base,adr_usd,181.9168,06 v2 build
3Q27,base,gbv_busd,28.3908,06 v2 build
3Q27,base,gbv_yoy_pct,9.0781,06 v2 build
3Q27,base,lagged_gbv_busd,30.6318,06 v2 build
3Q27,base,revenue_musd,5280.7325,06 v2 build
3Q27,base,revenue_yoy_pct,9.9228,06 v2 build
3Q27,base,revenue_conversion_lo_musd,5251.9755,06 v2 build
3Q27,base,revenue_conversion_hi_musd,5327.1162,06 v2 build
3Q27,base,take_rate_printed_pct,18.6002,06 v2 build
3Q27,base,take_rate_prior_year_pct,18.4572,06 v2 build
3Q27,base,take_rate_change_pts,0.1429,06 v2 build
3Q27,base,revenue_alt_same_q_take_rate_musd,5240.1488,06 v2 build
3Q27,base,fx_pts_revenue_memo,0.31,06 v2 build
3Q27,base,revenue_exfx_yoy_memo_pct,9.6128,06 v2 build
3Q27,base,gbv_identity_gap_pct,-0.0684,06 v2 build
4Q27,base,nights_yoy_pct,6.045,06 v2 build
4Q27,base,nights_mm,139.7655,06 v2 build
4Q27,base,adr_exfx_yoy_pct,2.161,06 v2 build
4Q27,base,fx_pts_adr,-0.285,06 v2 build
4Q27,base,adr_reported_yoy_pct,1.876,06 v2 build
4Q27,base,adr_usd,177.854,06 v2 build
4Q27,base,gbv_busd,24.8342,06 v2 build
4Q27,base,gbv_yoy_pct,8.0344,06 v2 build
4Q27,base,lagged_gbv_busd,28.8098,06 v2 build
4Q27,base,revenue_musd,3465.7641,06 v2 build
4Q27,base,revenue_yoy_pct,9.0512,06 v2 build
4Q27,base,revenue_conversion_lo_musd,3441.6639,06 v2 build
4Q27,base,revenue_conversion_hi_musd,3490.9644,06 v2 build
4Q27,base,take_rate_printed_pct,13.9556,06 v2 build
4Q27,base,take_rate_prior_year_pct,13.8255,06 v2 build
4Q27,base,take_rate_change_pts,0.1301,06 v2 build
4Q27,base,revenue_alt_same_q_take_rate_musd,3433.4499,06 v2 build
4Q27,base,fx_pts_revenue_memo,0.38,06 v2 build
4Q27,base,revenue_exfx_yoy_memo_pct,8.6712,06 v2 build
4Q27,base,gbv_identity_gap_pct,0.0954,06 v2 build
1Q28,base,nights_yoy_pct,6.045,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
1Q28,base,nights_mm,179.2349,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
1Q28,base,adr_exfx_yoy_pct,2.1628,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
1Q28,base,fx_pts_adr,0.0,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
1Q28,base,adr_reported_yoy_pct,2.1628,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
1Q28,base,adr_usd,196.9224,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
1Q28,base,gbv_busd,35.318,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
1Q28,base,gbv_yoy_pct,8.3386,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
1Q28,base,lagged_gbv_busd,26.0197,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
1Q28,base,revenue_musd,3309.9486,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
1Q28,base,revenue_yoy_pct,8.4117,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
1Q28,base,revenue_conversion_lo_musd,,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
1Q28,base,revenue_conversion_hi_musd,,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
1Q28,base,take_rate_printed_pct,9.3718,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
1Q28,base,take_rate_prior_year_pct,9.3655,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
1Q28,base,take_rate_change_pts,0.0063,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
1Q28,base,revenue_alt_same_q_take_rate_musd,3307.7173,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
1Q28,base,fx_pts_revenue_memo,0.0,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
1Q28,base,revenue_exfx_yoy_memo_pct,8.4117,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
1Q28,base,gbv_identity_gap_pct,-0.0641,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
2Q28,base,nights_yoy_pct,6.045,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
2Q28,base,nights_mm,166.5968,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
2Q28,base,adr_exfx_yoy_pct,2.0519,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
2Q28,base,fx_pts_adr,0.0,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
2Q28,base,adr_reported_yoy_pct,2.0519,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
2Q28,base,adr_usd,192.9263,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
2Q28,base,gbv_busd,32.0853,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
2Q28,base,gbv_yoy_pct,8.221,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
2Q28,base,lagged_gbv_busd,31.8234,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
2Q28,base,revenue_musd,4361.7464,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
2Q28,base,revenue_yoy_pct,8.2593,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
2Q28,base,revenue_conversion_lo_musd,,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
2Q28,base,revenue_conversion_hi_musd,,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
2Q28,base,take_rate_printed_pct,13.5942,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
2Q28,base,take_rate_prior_year_pct,13.5894,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
2Q28,base,take_rate_change_pts,0.0048,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
2Q28,base,revenue_alt_same_q_take_rate_musd,4360.2019,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
2Q28,base,fx_pts_revenue_memo,0.0,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
2Q28,base,revenue_exfx_yoy_memo_pct,8.2593,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
2Q28,base,gbv_identity_gap_pct,0.1734,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
3Q28,base,nights_yoy_pct,6.045,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
3Q28,base,nights_mm,165.3857,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
3Q28,base,adr_exfx_yoy_pct,1.9691,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
3Q28,base,fx_pts_adr,0.0,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
3Q28,base,adr_reported_yoy_pct,1.9691,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
3Q28,base,adr_usd,185.4989,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
3Q28,base,gbv_busd,30.6998,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
3Q28,base,gbv_yoy_pct,8.1331,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
3Q28,base,lagged_gbv_busd,33.1628,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
3Q28,base,revenue_musd,5717.0633,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
3Q28,base,revenue_yoy_pct,8.2627,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
3Q28,base,revenue_conversion_lo_musd,,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
3Q28,base,revenue_conversion_hi_musd,,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
3Q28,base,take_rate_printed_pct,18.6224,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
3Q28,base,take_rate_prior_year_pct,18.6002,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
3Q28,base,take_rate_change_pts,0.0223,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
3Q28,base,revenue_alt_same_q_take_rate_musd,5710.2198,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
3Q28,base,fx_pts_revenue_memo,0.0,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
3Q28,base,revenue_exfx_yoy_memo_pct,8.2627,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
3Q28,base,gbv_identity_gap_pct,-0.0684,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
4Q28,base,nights_yoy_pct,6.045,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
4Q28,base,nights_mm,148.2143,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
4Q28,base,adr_exfx_yoy_pct,1.9072,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
4Q28,base,fx_pts_adr,0.0,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
4Q28,base,adr_reported_yoy_pct,1.9072,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
4Q28,base,adr_usd,181.246,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
4Q28,base,gbv_busd,26.8376,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
4Q28,base,gbv_yoy_pct,8.0675,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
4Q28,base,lagged_gbv_busd,31.1617,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
4Q28,base,revenue_musd,3748.6827,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
4Q28,base,revenue_yoy_pct,8.1632,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
4Q28,base,revenue_conversion_lo_musd,,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
4Q28,base,revenue_conversion_hi_musd,,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
4Q28,base,take_rate_printed_pct,13.968,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
4Q28,base,take_rate_prior_year_pct,13.9556,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
4Q28,base,take_rate_change_pts,0.0124,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
4Q28,base,revenue_alt_same_q_take_rate_musd,3745.3633,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
4Q28,base,fx_pts_revenue_memo,0.0,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
4Q28,base,revenue_exfx_yoy_memo_pct,8.1632,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
4Q28,base,gbv_identity_gap_pct,0.0954,"FY28 continuation (flagged: 4Q27 exit held, AR(1) residual, mix held, FX 0)"
3Q26,bull,nights_yoy_pct,11.0,bridge v3 band hi
3Q26,bull,nights_mm,148.296,bridge v3 band hi
3Q26,bull,adr_exfx_yoy_pct,5.27,bridge v3 band hi
3Q26,bull,fx_pts_adr,-0.43,bridge v3 band hi
3Q26,bull,adr_reported_yoy_pct,4.84,bridge v3 band hi
3Q26,bull,adr_usd,179.5804,bridge v3 band hi
3Q26,bull,gbv_busd,26.6493,bridge v3 band hi
3Q26,bull,gbv_yoy_pct,16.3724,bridge v3 band hi
3Q26,bull,lagged_gbv_busd,27.8667,bridge v3 band hi
3Q26,bull,revenue_musd,4804.0355,bridge v3 band hi
3Q26,bull,revenue_yoy_pct,17.3147,bridge v3 band hi
3Q26,bull,revenue_conversion_lo_musd,4777.8744,bridge v3 band hi
3Q26,bull,revenue_conversion_hi_musd,4846.2321,bridge v3 band hi
3Q26,bull,take_rate_printed_pct,18.0269,bridge v3 band hi
3Q26,bull,take_rate_prior_year_pct,17.8821,bridge v3 band hi
3Q26,bull,take_rate_change_pts,0.1448,bridge v3 band hi
3Q26,bull,revenue_alt_same_q_take_rate_musd,4765.4498,bridge v3 band hi
3Q26,bull,fx_pts_revenue_memo,3.0,bridge v3 band hi
3Q26,bull,revenue_exfx_yoy_memo_pct,14.3147,bridge v3 band hi
3Q26,bull,gbv_identity_gap_pct,-0.0684,bridge v3 band hi
