scope,cell,observed,expected,abs_error,tolerance,passed
daily_return,2022Q1:open_5d,-18.0647452061851,-18.06474520618505,4.973799150320701e-14,1e-08,True
daily_return,2022Q1:open_20d,-19.3190196168578,-19.319019616857815,1.4210854715202004e-14,1e-08,True
cushion,2022Q1:n,1.0,1,0.0,0,True
event_date,2022Q2:ABNB:preclose,20220802.0,20220802.0,0.0,0,True
event_date,2022Q2:QQQ:preclose,20220802.0,20220802.0,0.0,0,True
daily_return,2022Q2:gap,-7.52243938916436,-7.52243938916436,0.0,1e-08,True
daily_return,2022Q2:session,4.11436157138223,4.11436157138223,0.0,1e-08,True
daily_return,2022Q2:cc,-3.8578669211227,-3.857866921122699,8.881784197001252e-16,1e-08,True
daily_return,2022Q2:open_5d,5.41677206207667,5.416772062076669,8.881784197001252e-16,1e-08,True
daily_return,2022Q2:open_20d,8.76111966277574,8.76111966277572,2.1316282072803006e-14,1e-08,True
cushion,2022Q2:n,2.0,2,0.0,0,True
consensus,2022Q2:original_eligible,1,1,0,0,True
consensus,2022Q2:value,2770.0,2770.0,0.0,1e-08,True
event_date,2022Q3:ABNB:preclose,20221101.0,20221101.0,0.0,0,True
event_date,2022Q3:QQQ:preclose,20221101.0,20221101.0,0.0,0,True
daily_return,2022Q3:gap,-5.86255397128994,-5.862553971289952,1.1546319456101628e-14,1e-08,True
daily_return,2022Q3:session,-4.60560476785977,-4.605604767859774,3.552713678800501e-15,1e-08,True
daily_return,2022Q3:cc,-9.9973161111114,-9.99731611111141,8.881784197001252e-15,1e-08,True
daily_return,2022Q3:open_5d,-1.63454092415509,-1.6345409241550923,2.4424906541753444e-15,1e-08,True
daily_return,2022Q3:open_20d,-7.13732370379118,-7.137323703791177,3.552713678800501e-15,1e-08,True
cushion,2022Q3:n,3.0,3,0.0,0,True
cushion,2022Q3:median,0.0442906574394464,0.04429065743944638,2.0816681711721685e-17,1e-08,True
consensus,2022Q3:original_eligible,1,1,0,0,True
consensus,2022Q3:value,1850.0,1850.0,0.0,1e-08,True
event_date,2022Q4:ABNB:preclose,20230214.0,20230214.0,0.0,0,True
event_date,2022Q4:QQQ:preclose,20230214.0,20230214.0,0.0,0,True
daily_return,2022Q4:gap,8.15666648145154,8.156666481451557,1.7763568394002505e-14,1e-08,True
daily_return,2022Q4:session,4.0147986156629,4.014798615662896,4.440892098500626e-15,1e-08,True
daily_return,2022Q4:cc,12.5870840972995,12.587084097299517,1.5987211554602254e-14,1e-08,True
daily_return,2022Q4:open_5d,1.34679202541491,1.3467920254149113,1.3322676295501878e-15,1e-08,True
daily_return,2022Q4:open_20d,-10.6727483600777,-10.672748360077644,5.5067062021407764e-14,1e-08,True
cushion,2022Q4:n,4.0,4,0.0,0,True
cushion,2022Q4:median,0.031685964762126,0.03168596476212604,4.163336342344337e-17,1e-08,True
consensus,2022Q4:original_eligible,1,1,0,0,True
consensus,2022Q4:value,1690.0,1690.0,0.0,1e-08,True
event_date,2023Q1:ABNB:preclose,20230509.0,20230509.0,0.0,0,True
event_date,2023Q1:QQQ:preclose,20230509.0,20230509.0,0.0,0,True
daily_return,2023Q1:gap,-14.3226290029006,-14.322629002900644,4.440892098500626e-14,1e-08,True
daily_return,2023Q1:session,2.72580914927762,2.725809149277625,4.884981308350689e-15,1e-08,True
daily_return,2023Q1:cc,-12.0112841726683,-12.011284172668256,4.440892098500626e-14,1e-08,True
daily_return,2023Q1:open_5d,-4.97979749389986,-4.979797493899863,2.6645352591003757e-15,1e-08,True
daily_return,2023Q1:open_20d,-1.52140774451244,-1.5214077445124374,2.6645352591003757e-15,1e-08,True
cushion,2023Q1:n,5.0,5,0.0,0,True
cushion,2023Q1:median,0.0336956521739131,0.033695652173913127,2.7755575615628914e-17,1e-08,True
consensus,2023Q1:original_eligible,1,1,0,0,True
consensus,2023Q1:value,2420.0,2420.0,0.0,1e-08,True
event_date,2023Q2:ABNB:preclose,20230803.0,20230803.0,0.0,0,True
event_date,2023Q2:QQQ:preclose,20230803.0,20230803.0,0.0,0,True
daily_return,2023Q2:gap,-0.815386713529698,-0.8153867135296977,3.3306690738754696e-16,1e-08,True
daily_return,2023Q2:session,0.773785437788543,0.7737854377885434,3.3306690738754696e-16,1e-08,True
daily_return,2023Q2:cc,-0.0358024542799318,-0.035802454279931784,1.3877787807814457e-17,1e-08,True
daily_return,2023Q2:open_5d,-1.29800771185294,-1.2980077118529443,4.218847493575595e-15,1e-08,True
daily_return,2023Q2:open_20d,-6.9462474374044,-6.946247437404396,4.440892098500626e-15,1e-08,True
cushion,2023Q2:n,6.0,6,0.0,0,True
cushion,2023Q2:median,0.0263884621293594,0.026388462129359413,1.3877787807814457e-17,1e-08,True
consensus,2023Q2:original_eligible,1,1,0,0,True
consensus,2023Q2:value,3220.0,3220.0,0.0,1e-08,True
event_date,2023Q3:ABNB:preclose,20231101.0,20231101.0,0.0,0,True
event_date,2023Q3:QQQ:preclose,20231101.0,20231101.0,0.0,0,True
daily_return,2023Q3:gap,1.26151085590147,1.2615108559014487,2.1316282072803006e-14,1e-08,True
daily_return,2023Q3:session,-6.24751150095134,-6.2475115009513305,9.769962616701378e-15,1e-08,True
daily_return,2023Q3:cc,-5.13834351835252,-5.138343518352517,2.6645352591003757e-15,1e-08,True
daily_return,2023Q3:open_5d,-7.1120354954972,-7.112035495497171,2.930988785010413e-14,1e-08,True
daily_return,2023Q3:open_20d,-4.42198887751812,-4.421988877518124,3.552713678800501e-15,1e-08,True
cushion,2023Q3:n,7.0,7,0.0,0,True
cushion,2023Q3:median,0.0336956521739131,0.033695652173913127,2.7755575615628914e-17,1e-08,True
consensus,2023Q3:original_eligible,1,1,0,0,True
consensus,2023Q3:value,2180.0,2180.0,0.0,1e-08,True
event_date,2023Q4:ABNB:preclose,20240213.0,20240213.0,0.0,0,True
event_date,2023Q4:QQQ:preclose,20240213.0,20240213.0,0.0,0,True
daily_return,2023Q4:gap,-3.72214826667931,-3.722148266679337,2.708944180085382e-14,1e-08,True
daily_return,2023Q4:session,0.941245854371231,0.941245854371231,0.0,1e-08,True
daily_return,2023Q4:cc,-2.82690124899261,-2.8269012489926304,2.042810365310288e-14,1e-08,True
daily_return,2023Q4:open_5d,3.41740107296397,3.417401072963966,3.9968028886505635e-15,1e-08,True
daily_return,2023Q4:open_20d,10.6411863532268,10.641186353226818,1.7763568394002505e-14,1e-08,True
cushion,2023Q4:n,8.0,8,0.0,0,True
cushion,2023Q4:median,0.0263884621293594,0.026388462129359413,1.3877787807814457e-17,1e-08,True
consensus,2023Q4:original_eligible,1,1,0,0,True
consensus,2023Q4:value,2030.0,2030.0,0.0,1e-08,True
event_date,2024Q1:ABNB:preclose,20240508.0,20240508.0,0.0,0,True
event_date,2024Q1:QQQ:preclose,20240508.0,20240508.0,0.0,0,True
daily_return,2024Q1:gap,-7.21777343835113,-7.217773438351127,2.6645352591003757e-15,1e-08,True
daily_return,2024Q1:session,0.150254398025496,0.15025439802549556,4.440892098500626e-16,1e-08,True
daily_return,2024Q1:cc,-7.08958221582955,-7.089582215829549,8.881784197001252e-16,1e-08,True
daily_return,2024Q1:open_5d,-3.40038357539574,-3.400383575395738,2.220446049250313e-15,1e-08,True
daily_return,2024Q1:open_20d,-4.95959428571389,-4.959594285713886,3.552713678800501e-15,1e-08,True
cushion,2024Q1:n,8.0,8,0.0,0,True
cushion,2024Q1:median,0.025354589530775,0.025354589530774962,3.8163916471489756e-17,1e-08,True
consensus,2024Q1:original_eligible,1,1,0,0,True
consensus,2024Q1:value,2740.0,2740.0,0.0,1e-08,True
event_date,2024Q2:ABNB:preclose,20240806.0,20240806.0,0.0,0,True
event_date,2024Q2:QQQ:preclose,20240806.0,20240806.0,0.0,0,True
daily_return,2024Q2:gap,-15.4027754508465,-15.402775450846441,5.861977570020827e-14,1e-08,True
daily_return,2024Q2:session,3.13185589264878,3.1318558926487605,1.9539925233402755e-14,1e-08,True
daily_return,2024Q2:cc,-12.2994087077931,-12.299408707793136,3.552713678800501e-14,1e-08,True
daily_return,2024Q2:open_5d,0.362895648284089,0.3628956482840673,2.170486013142181e-14,1e-08,True
daily_return,2024Q2:open_20d,-0.698910754035698,-0.6989107540356976,4.440892098500626e-16,1e-08,True
cushion,2024Q2:n,8.0,8,0.0,0,True
cushion,2024Q2:median,0.025354589530775,0.025354589530774962,3.8163916471489756e-17,1e-08,True
event_date,2024Q3:ABNB:preclose,20241107.0,20241107.0,0.0,0,True
event_date,2024Q3:QQQ:preclose,20241107.0,20241107.0,0.0,0,True
daily_return,2024Q3:gap,-8.52039962106492,-8.520399621064923,3.552713678800501e-15,1e-08,True
daily_return,2024Q3:session,-0.258966920882386,-0.2589669208823864,3.885780586188048e-16,1e-08,True
daily_return,2024Q3:cc,-8.77531843366322,-8.775318433663216,3.552713678800501e-15,1e-08,True
daily_return,2024Q3:open_5d,0.766200781090276,0.7662007810902871,1.1102230246251565e-14,1e-08,True
daily_return,2024Q3:open_20d,-0.948928618841793,-0.9489286188417934,3.3306690738754696e-16,1e-08,True
cushion,2024Q3:n,8.0,8,0.0,0,True
cushion,2024Q3:median,0.025354589530775,0.025354589530774962,3.8163916471489756e-17,1e-08,True
consensus,2024Q3:original_eligible,1,1,0,0,True
consensus,2024Q3:value,2420.0,2420.0,0.0,1e-08,True
event_date,2024Q4:ABNB:preclose,20250213.0,20250213.0,0.0,0,True
event_date,2024Q4:QQQ:preclose,20250213.0,20250213.0,0.0,0,True
daily_return,2024Q4:gap,12.1356060464267,12.135606046426673,2.6645352591003757e-14,1e-08,True
daily_return,2024Q4:session,1.64582521508565,1.64582521508565,0.0,1e-08,True
daily_return,2024Q4:cc,14.0299511932825,14.029951193282542,4.263256414560601e-14,1e-08,True
daily_return,2024Q4:open_5d,-5.80617195813573,-5.806171958135731,8.881784197001252e-16,1e-08,True
daily_return,2024Q4:open_20d,-11.8185812582336,-11.818581258233607,7.105427357601002e-15,1e-08,True
cushion,2024Q4:n,8.0,8,0.0,0,True
cushion,2024Q4:median,0.0250576509673637,0.025057650967363676,2.42861286636753e-17,1e-08,True
consensus,2024Q4:original_eligible,1,1,0,0,True
consensus,2024Q4:value,2300.0,2300.0,0.0,1e-08,True
event_date,2025Q1:ABNB:preclose,20250501.0,20250501.0,0.0,0,True
event_date,2025Q1:QQQ:preclose,20250501.0,20250501.0,0.0,0,True
daily_return,2025Q1:gap,-3.3555597852268,-3.3555597852268138,1.3766765505351941e-14,1e-08,True
daily_return,2025Q1:session,2.96451468244312,2.964514682443098,2.220446049250313e-14,1e-08,True
daily_return,2025Q1:cc,-0.476403521064217,-0.476403521064217,0.0,1e-08,True
daily_return,2025Q1:open_5d,4.00860882910625,4.008608829106253,2.6645352591003757e-15,1e-08,True
daily_return,2025Q1:open_20d,-0.170667585575979,-0.17066758557597872,2.7755575615628914e-16,1e-08,True
cushion,2025Q1:n,8.0,8,0.0,0,True
cushion,2025Q1:median,0.0227012544148094,0.022701254414809413,1.3877787807814457e-17,1e-08,True
consensus,2025Q1:original_eligible,1,1,0,0,True
consensus,2025Q1:value,3040.0,3040.0,0.0,1e-08,True
event_date,2025Q2:ABNB:preclose,20250806.0,20250806.0,0.0,0,True
event_date,2025Q2:QQQ:preclose,20250806.0,20250806.0,0.0,0,True
daily_return,2025Q2:gap,-8.52155008954788,-8.521550089547869,1.0658141036401503e-14,1e-08,True
daily_return,2025Q2:session,0.134324429089716,0.134324429089705,1.1018963519404679e-14,1e-08,True
daily_return,2025Q2:cc,-8.3614197600845,-8.361419760084498,1.7763568394002505e-15,1e-08,True
daily_return,2025Q2:open_5d,1.94741850047457,1.9474185004745737,3.552713678800501e-15,1e-08,True
daily_return,2025Q2:open_20d,3.52247501754115,3.522475017541127,2.3092638912203256e-14,1e-08,True
cushion,2025Q2:n,8.0,8,0.0,0,True
cushion,2025Q2:median,0.0204724823089522,0.020472482308952156,4.5102810375396984e-17,1e-08,True
consensus,2025Q2:original_eligible,1,1,0,0,True
consensus,2025Q2:value,4050.0,4050.0,0.0,1e-08,True
event_date,2025Q3:ABNB:preclose,20251106.0,20251106.0,0.0,0,True
event_date,2025Q3:QQQ:preclose,20251106.0,20251106.0,0.0,0,True
daily_return,2025Q3:gap,4.66862315806462,4.668623158064622,1.7763568394002505e-15,1e-08,True
daily_return,2025Q3:session,-3.91251795155305,-3.9125179515530295,2.042810365310288e-14,1e-08,True
daily_return,2025Q3:cc,0.605911300740747,0.6059113007407468,1.1102230246251565e-16,1e-08,True
daily_return,2025Q3:open_5d,-3.44521522536129,-3.4452152253612645,2.5757174171303632e-14,1e-08,True
daily_return,2025Q3:open_20d,-3.7588659123144,-3.758865912314391,9.325873406851315e-15,1e-08,True
cushion,2025Q3:n,8.0,8,0.0,0,True
cushion,2025Q3:median,0.019597706830088,0.01959770683008799,1.0408340855860843e-17,1e-08,True
consensus,2025Q3:original_eligible,1,1,0,0,True
consensus,2025Q3:value,2670.0,2670.0,0.0,1e-08,True
event_date,2025Q4:ABNB:preclose,20260212.0,20260212.0,0.0,0,True
event_date,2025Q4:QQQ:preclose,20260212.0,20260212.0,0.0,0,True
daily_return,2025Q4:gap,9.09412239722374,9.094122397223737,3.552713678800501e-15,1e-08,True
daily_return,2025Q4:session,-4.29274961250571,-4.292749612505708,1.7763568394002505e-15,1e-08,True
daily_return,2025Q4:cc,4.43505331542762,4.435053315427617,2.6645352591003757e-15,1e-08,True
daily_return,2025Q4:open_5d,-0.268870848924929,-0.2688708489249292,1.6653345369377348e-16,1e-08,True
daily_return,2025Q4:open_20d,0.987070532031242,0.9870705320312534,1.1435297153639112e-14,1e-08,True
cushion,2025Q4:n,8.0,8,0.0,0,True
cushion,2025Q4:median,0.0195938515676548,0.019593851567654808,6.938893903907228e-18,1e-08,True
consensus,2025Q4:original_eligible,1,1,0,0,True
consensus,2025Q4:value,2530.0,2530.0,0.0,1e-08,True
event_date,2026Q1:ABNB:preclose,20260507.0,20260507.0,0.0,0,True
event_date,2026Q1:QQQ:preclose,20260507.0,20260507.0,0.0,0,True
daily_return,2026Q1:gap,-2.37900550342067,-2.3790055034206725,2.6645352591003757e-15,1e-08,True
daily_return,2026Q1:session,0.820304421449891,0.8203044214498911,1.1102230246251565e-16,1e-08,True
daily_return,2026Q1:cc,-1.61078013794216,-1.6107801379421582,1.7763568394002505e-15,1e-08,True
daily_return,2026Q1:open_5d,-6.06423593767296,-6.064235937672957,2.6645352591003757e-15,1e-08,True
daily_return,2026Q1:open_20d,-4.05383362734196,-4.053833627341962,2.6645352591003757e-15,1e-08,True
cushion,2026Q1:n,8.0,8,0.0,0,True
cushion,2026Q1:median,0.0195938515676548,0.019593851567654808,6.938893903907228e-18,1e-08,True
consensus,2026Q1:original_eligible,1,1,0,0,True
consensus,2026Q1:value,3460.0,3460.0,0.0,1e-08,True
event_date,2026Q2:ABNB:preclose,20260806.0,20260806.0,0.0,0,True
event_date,2026Q2:QQQ:preclose,20260806.0,20260806.0,0.0,0,True
daily_return,2026Q2:gap,7.84289424806353,7.8428942480635255,4.440892098500626e-15,1e-08,True
daily_return,2026Q2:session,7.7178790229163,7.717879022916296,3.552713678800501e-15,1e-08,True
daily_return,2026Q2:cc,16.2568408294483,16.256840829448272,2.842170943040401e-14,1e-08,True
daily_return,2026Q2:open_5d,10.7491683413522,10.749168341352199,1.7763568394002505e-15,1e-08,True
daily_return,2026Q2:open_20d,12.8216118654903,12.8216118654903,0.0,1e-08,True
cushion,2026Q2:n,8.0,8,0.0,0,True
cushion,2026Q2:median,0.0195938515676548,0.019593851567654808,6.938893903907228e-18,1e-08,True
consensus,2026Q2:original_eligible,1,1,0,0,True
consensus,2026Q2:value,4610.0,4610.0,0.0,1e-08,True
origin_consensus,2021Q4:id,1,1,0,0,True
origin_consensus,2021Q4:value,1440.0,1440.0,0.0,1e-08,True
origin_consensus,2022Q1:id,1,1,0,0,True
origin_consensus,2022Q1:value,1290.0,1290.0,0.0,1e-08,True
origin_consensus,2022Q2:id,1,1,0,0,True
origin_consensus,2022Q2:value,1990.0,1990.0,0.0,1e-08,True
origin_consensus,2022Q3:id,1,1,0,0,True
origin_consensus,2022Q3:value,2790.0,2790.0,0.0,1e-08,True
origin_consensus,2022Q4:id,1,1,0,0,True
origin_consensus,2022Q4:value,1890.0,1890.0,0.0,1e-08,True
origin_consensus,2023Q1:id,1,1,0,0,True
origin_consensus,2023Q1:value,1680.0,1680.0,0.0,1e-08,True
origin_consensus,2023Q2:id,1,1,0,0,True
origin_consensus,2023Q2:value,2430.0,2430.0,0.0,1e-08,True
origin_consensus,2023Q3:id,1,1,0,0,True
origin_consensus,2023Q3:value,3170.0,3170.0,0.0,1e-08,True
origin_consensus,2023Q4:id,1,1,0,0,True
origin_consensus,2023Q4:value,2160.0,2160.0,0.0,1e-08,True
origin_consensus,2024Q1:id,1,1,0,0,True
origin_consensus,2024Q1:value,2060.0,2060.0,0.0,1e-08,True
origin_consensus,2024Q2:id,1,1,0,0,True
origin_consensus,2024Q2:value,2760.0,2760.0,0.0,1e-08,True
origin_consensus,2024Q3:id,1,1,0,0,True
origin_consensus,2024Q3:value,3850.0,3850.0,0.0,1e-08,True
origin_consensus,2024Q4:id,1,1,0,0,True
origin_consensus,2024Q4:value,2420.0,2420.0,0.0,1e-08,True
origin_consensus,2025Q1:id,1,1,0,0,True
origin_consensus,2025Q1:value,2310.0,2310.0,0.0,1e-08,True
origin_consensus,2025Q2:id,1,1,0,0,True
origin_consensus,2025Q2:value,3060.0,3060.0,0.0,1e-08,True
origin_consensus,2025Q3:id,1,1,0,0,True
origin_consensus,2025Q3:value,4030.0,4030.0,0.0,1e-08,True
origin_consensus,2025Q4:id,1,1,0,0,True
origin_consensus,2025Q4:value,2680.0,2680.0,0.0,1e-08,True
origin_consensus,2026Q1:id,1,1,0,0,True
origin_consensus,2026Q1:value,2510.0,2510.0,0.0,1e-08,True
origin_consensus,2026Q2:id,1,1,0,0,True
origin_consensus,2026Q2:value,3480.0,3480.0,0.0,1e-08,True
origin_consensus,2026Q3:id,1,1,0,0,True
origin_consensus,2026Q3:value,4540.0,4540.0,0.0,1e-08,True
origin_consensus,2026Q4:id,1,1,0,0,True
origin_consensus,2026Q4:value,3200.0,3200.0,0.0,1e-08,True
