workstream,feature,target,window,note,n,wf_n,scored_from,scored_to,r,perm_p,ratio_vs_naive,ratio_vs_expanding_mean,mean_vs_naive,jk_min,jk_max,jk_n_below_1,final_slope,slope_sign_stable,target_distinct_values
V,jp_foreign_nights_m1,total_nights_yoy,2022Q1+,V rank 5 short-window,18,14,1Q23,2Q26,-0.014393550679132883,0.9500499500499501,9.492885986389036,2.422206277999153,3.9191071679619993,4.134361035614459,13.345006109866118,0.0,-0.0004074504514881762,True,14
V,jp_foreign_nights_m1,total_nights_yoy,2023Q1+,V rank 5 short-window,14,10,1Q24,2Q26,0.843341120937626,0.002997002997002997,0.6835656740321816,0.4949335934773595,1.3811260400198537,0.578508314057188,0.8287595243331375,10.0,0.002683879449959008,True,10
V,jp_foreign_nights_m1,total_nights_yoy,2024Q1+ (reviewer),V rank 5 short-window,10,6,1Q25,2Q26,-0.10658876629568868,0.7762237762237763,0.7085872003025132,1.1488531453412973,0.6167778738091095,0.5276931254248224,1.2680831643943302,5.0,0.0003049315815538906,False,6
V,au_st_visitors_arriving_full,total_nights_yoy,2022Q1+,V rank 6 short-window,18,14,1Q23,2Q26,0.5730108535167687,0.04695304695304695,3.0595984645033907,0.7806876243433866,3.9191071679619993,2.6245832505409505,3.6298182545246296,0.0,0.007829576329274952,False,14
V,au_st_visitors_arriving_full,total_nights_yoy,2023Q1+,V rank 6 short-window,14,10,1Q24,2Q26,0.8567081828757366,0.004995004995004995,0.7855057708432095,0.5687430025082416,1.3811260400198537,0.7117258483474188,0.9543676632612798,10.0,0.023825906117625997,True,10
V,au_st_visitors_arriving_full,total_nights_yoy,2024Q1+ (reviewer),V rank 6 short-window,10,6,1Q25,2Q26,0.05245469989696209,0.8691308691308691,0.6734049448966932,1.091811126002081,0.6167778738091095,0.5637830941249167,1.1657979081121992,5.0,0.02860864645808848,False,6
V,nz_guest_nights_full,total_nights_yoy,2022Q1+,V rank 7 short-window,18,14,1Q23,2Q26,0.034253247865164316,0.8841158841158842,4.526229038802759,1.1549133118389496,3.9191071679619993,4.263982860972889,5.724546321465883,0.0,0.00954749556557781,False,14
V,nz_guest_nights_full,total_nights_yoy,2023Q1+,V rank 7 short-window,14,10,1Q24,2Q26,0.8339880191319419,0.007992007992007992,0.7929227005301447,0.5741132073063704,1.3811260400198537,0.6557073714877232,0.9639069634317238,10.0,0.12077309793886706,True,10
V,nz_guest_nights_full,total_nights_yoy,2024Q1+ (reviewer),V rank 7 short-window,10,6,1Q25,2Q26,0.20247549113692623,0.5764235764235764,0.6977913722321402,1.131349553645149,0.6167778738091095,0.4472803653298559,1.36620368366472,5.0,0.05288462573576302,True,6
V,es_apt_nights_foreign_lag1,total_nights_yoy,2022Q1+,V rank 8 corroboration,17,13,2Q23,2Q26,0.8403018296016035,0.001998001998001998,1.3165458968833237,0.3509754222396953,3.7511056713942814,1.2344337764215423,1.5474180307022551,0.0,0.025929708199620413,True,14
V,es_apt_nights_foreign_lag1,total_nights_yoy,2023Q1+,V rank 8 corroboration,14,10,1Q24,2Q26,0.5266512524864001,0.06793206793206794,1.1832097429611257,0.8566993226368513,1.3811260400198537,1.0425452530815869,1.4744445871187464,0.0,0.2006014987140473,True,10
V,es_apt_nights_foreign_lag1,total_nights_yoy,2024Q1+ (reviewer),V rank 8 corroboration,10,6,1Q25,2Q26,-0.2291672511546417,0.5054945054945055,0.819251253187933,1.328276009851625,0.6167778738091095,0.7222513382956959,1.0467231782522923,5.0,-0.033214467070746864,True,6
V,es_apt_nights_full,emea_nights_yoy_mid,2022Q1+,V rank 8 on EMEA bucket,16,12,3Q23,2Q26,0.7264227726764297,0.006993006993006993,1.5045059139364783,0.6684307127659654,2.250803090287151,1.2962144232217578,1.730592490997505,0.0,0.45254223299935703,True,10
V,es_apt_nights_full,emea_nights_yoy_mid,2023Q1+,V rank 8 on EMEA bucket,14,10,1Q24,2Q26,0.5795372625322459,0.03296703296703297,1.3494722460452535,0.9553241669938878,1.4125804545399798,1.089951784122808,1.577283592355768,0.0,0.45101249182298836,True,6
V,es_apt_nights_full,emea_nights_yoy_mid,2024Q1+ (reviewer),V rank 8 on EMEA bucket,10,6,1Q25,2Q26,0.11125421598153443,0.7682317682317682,0.8126002497357729,1.1784373597535294,0.6895574406311495,0.5691833960381981,1.109900568960624,5.0,0.10734217635193001,True,2
V,us_qss_721_rev_full,total_nights_yoy,2022Q1+,"V rank 16 no coverage, both-window survivor",18,14,1Q23,2Q26,0.9465683964623534,0.000999000999000999,0.755232351677597,0.19270520537215374,3.9191071679619993,0.6812244989207822,1.068737556030039,13.0,0.781158551520066,True,14
V,us_qss_721_rev_full,total_nights_yoy,2023Q1+,"V rank 16 no coverage, both-window survivor",14,10,1Q24,2Q26,0.8727422169637807,0.001998001998001998,0.7674069155664799,0.5556385828156918,1.3811260400198537,0.6953202303175405,0.9669479576825664,10.0,0.5081598663645094,True,10
V,us_qss_721_rev_full,total_nights_yoy,2024Q1+ (reviewer),"V rank 16 no coverage, both-window survivor",10,6,1Q25,2Q26,0.3038282556744935,0.3856143856143856,0.5903202009034354,0.9571034013553757,0.6167778738091095,0.44916471514679196,1.0728652654750241,5.0,0.14707261109683856,True,6
V,eurostat_eu27_i551_full,emea_nights_yoy_mid,2022Q1+,"V rank 17 no coverage, both-window survivor on EMEA",16,12,3Q23,2Q26,0.933842821941738,0.000999000999000999,0.7672587427841029,0.3408822149281029,2.250803090287151,0.6632778292381232,0.8989864080322137,12.0,0.5888438387221735,True,10
V,eurostat_eu27_i551_full,emea_nights_yoy_mid,2023Q1+,"V rank 17 no coverage, both-window survivor on EMEA",14,10,1Q24,2Q26,0.8827821315359096,0.000999000999000999,0.7855391382768181,0.5561022281967198,1.4125804545399798,0.6837233706355764,0.9178733492898096,10.0,0.5019500424115867,True,6
V,eurostat_eu27_i551_full,emea_nights_yoy_mid,2024Q1+ (reviewer),"V rank 17 no coverage, both-window survivor on EMEA",10,6,1Q25,2Q26,0.708752135437687,0.026973026973026972,0.5607881256198161,0.8132580298263892,0.6895574406311495,0.40345044436589167,0.8554008584747801,6.0,0.7810413810267275,True,2
V,eurostat_pt_i552_full,total_nights_yoy,2022Q1+,V rank 17 Portugal I552 both-window survivor,18,14,1Q23,2Q26,0.9394006248095924,0.000999000999000999,0.7762419565070322,0.19806601943745544,3.9191071679619993,0.7149323225410951,0.9051114382007487,14.0,0.1646932696812577,True,14
V,eurostat_pt_i552_full,total_nights_yoy,2023Q1+,V rank 17 Portugal I552 both-window survivor,14,10,1Q24,2Q26,0.8424754160178267,0.004995004995004995,0.8149236552742628,0.5900429299432717,1.3811260400198537,0.7424460776167578,1.0486201627292981,9.0,0.21527307187071404,True,10
V,eurostat_pt_i552_full,total_nights_yoy,2024Q1+ (reviewer),V rank 17 Portugal I552 both-window survivor,10,6,1Q25,2Q26,0.2383863667815228,0.5274725274725275,2.005919549942736,3.2522560148835047,0.6167778738091095,1.2275874837520682,2.0823238094678915,0.0,0.06553743937545076,False,6
V,eurostat_pt_i552_full,emea_nights_yoy_mid,2022Q1+,V rank 17 Portugal I552 on EMEA bucket,16,12,3Q23,2Q26,0.8820946965127571,0.001998001998001998,0.8931624013011012,0.39681943087573873,2.250803090287151,0.7955150366552721,1.085373591134306,11.0,0.3256748637533047,True,10
V,eurostat_pt_i552_full,emea_nights_yoy_mid,2023Q1+,V rank 17 Portugal I552 on EMEA bucket,14,10,1Q24,2Q26,0.9034848854504076,0.000999000999000999,0.71913328200142,0.5090919102626352,1.4125804545399798,0.6442410862234026,0.8675492174741265,10.0,0.34690806060092877,True,6
V,eurostat_pt_i552_full,emea_nights_yoy_mid,2024Q1+ (reviewer),V rank 17 Portugal I552 on EMEA bucket,10,6,1Q25,2Q26,0.46723753143337293,0.18581418581418582,0.658126538641761,0.9544187327445558,0.6895574406311495,0.5439003630171884,0.8615119209899228,6.0,0.1945196349702904,True,2
V,eurostat_eu27_i552_full,emea_nights_yoy_mid,2022Q1+,V rank 17 EU27 I552 on EMEA bucket,16,12,3Q23,2Q26,0.5895479643146069,0.016983016983016984,1.873218765419843,0.8322446212657647,2.250803090287151,1.3407179089342602,2.2492501348088796,0.0,0.7033804484401001,True,10
V,eurostat_eu27_i552_full,emea_nights_yoy_mid,2023Q1+,V rank 17 EU27 I552 on EMEA bucket,14,10,1Q24,2Q26,0.4940201197527712,0.06493506493506493,1.5039894594919965,1.0647106539370776,1.4125804545399798,1.027186017054241,1.814063816980552,0.0,0.4284783524670341,True,6
V,eurostat_eu27_i552_full,emea_nights_yoy_mid,2024Q1+ (reviewer),V rank 17 EU27 I552 on EMEA bucket,10,6,1Q25,2Q26,0.09090654746580897,0.8081918081918081,1.2198401806888988,1.7690189515936239,0.6895574406311495,0.5114340283638958,1.8272822697551236,1.0,0.07129042095421731,True,2
V,us_inbound_canada_full,total_nights_yoy,2022Q1+,"V rank 19 no coverage, both-window survivor",15,11,4Q23,2Q26,0.913153305653503,0.000999000999000999,0.7883064507025822,0.16692705787130002,4.722460581018344,0.7123388610971143,0.9277595842898531,11.0,0.004830561592313766,True,14
V,us_inbound_canada_full,total_nights_yoy,2023Q1+,"V rank 19 no coverage, both-window survivor",14,10,1Q24,2Q26,0.8397094066239701,0.005994005994005994,0.7878656861369019,0.5704516918134251,1.3811260400198537,0.705978299970357,0.9350205779971497,10.0,0.004714265425831351,True,10
V,us_inbound_canada_full,total_nights_yoy,2024Q1+ (reviewer),"V rank 19 no coverage, both-window survivor",10,6,1Q25,2Q26,0.3945530664590293,0.25274725274725274,0.7206553338548042,1.1684195631146204,0.6167778738091095,0.5460506618902561,1.3545495133366288,5.0,0.044486146101769417,False,6
V,co_foreign_entries_m1,latam_nights_yoy_mid,2022Q1+,V rank 20 no coverage,16,12,3Q23,2Q26,0.8542222285280094,0.000999000999000999,0.8070553922747655,0.6264259184755625,1.2883492979325848,0.7032048305715701,1.013514835317354,11.0,0.08835668682494861,True,8
V,co_foreign_entries_m1,latam_nights_yoy_mid,2023Q1+,V rank 20 no coverage,14,10,1Q24,2Q26,0.5240757331404255,0.052947052947052944,0.8646212995965428,0.9009484683493404,0.9596789716293608,0.7315596733176619,1.1209367828057275,9.0,0.10511441882781404,False,6
V,co_foreign_entries_m1,latam_nights_yoy_mid,2024Q1+ (reviewer),V rank 20 no coverage,10,6,1Q25,2Q26,0.3865340770369744,0.26373626373626374,1.2181859323653854,1.6059776353951083,0.7585323142222232,0.8989406141256165,1.3971865927330716,1.0,0.2763649217948488,True,3
V,avia_it_full,emea_nights_yoy_mid,2022Q1+,V rank 18 no coverage,15,11,3Q23,1Q26,0.8940622038576865,0.001998001998001998,0.9127952238142962,0.39156565643022584,2.3311421949921436,0.8074736124969354,1.0411549649936849,10.0,0.2622625514959933,True,10
V,avia_it_full,emea_nights_yoy_mid,2023Q1+,V rank 18 no coverage,13,9,1Q24,1Q26,0.8967058830018135,0.000999000999000999,0.7817682657277097,0.5307886530922726,1.4728428371128095,0.6745264406051665,0.8894932019719825,9.0,0.2575547718266725,True,6
V,avia_it_full,emea_nights_yoy_mid,2024Q1+ (reviewer),V rank 18 no coverage,9,5,1Q25,1Q26,0.5678768197369146,0.1048951048951049,0.6779668216185905,0.932352197612493,0.7271574232942057,0.5602525386430494,0.730601966137621,5.0,0.34950623894503774,False,2
V,ca_canadians_returning_from_other_overnight_lag1,na_nights_yoy_mid,2022Q1+,"V rank 10 duplicate, best feature",16,12,3Q23,2Q26,0.8340770202077438,0.027972027972027972,0.9000866151740426,0.896401676990286,1.0041108113453436,0.8100380437716679,0.9882042899475217,12.0,0.015576968105901538,True,10
V,ca_canadians_returning_from_other_overnight_lag1,na_nights_yoy_mid,2023Q1+,"V rank 10 duplicate, best feature",14,10,1Q24,2Q26,-0.6111194700573463,0.014985014985014986,0.9624400921850904,0.9230151324281849,1.042713232288175,0.8518693469837791,1.0981489344211033,7.0,-0.06510858988619053,True,6
V,ca_canadians_returning_from_other_overnight_lag1,na_nights_yoy_mid,2024Q1+ (reviewer),"V rank 10 duplicate, best feature",10,6,1Q25,2Q26,-0.5424441275203616,0.11288711288711288,1.3757953377956404,1.0065727480070157,1.3668116293826496,1.2354041436346446,1.625164715958901,0.0,-0.05871662626586401,True,3
R,hi_vr_demand_yoy_withinvintage_full,total_nights_yoy,2022Q1+,R re-test: Hawaii VR within-vintage y/y from P's 2023-06+ cache (V said history starts 2024-01),12,8,3Q24,2Q26,-0.08023401079723068,0.8001998001998002,0.945214570201515,0.2449237699739614,3.8592194228514596,0.689791392454118,1.1674060903346286,6.0,-0.047273190556047194,True,14
R,hi_vr_demand_yoy_withinvintage_full,total_nights_yoy,2023Q1+,R re-test: Hawaii VR within-vintage y/y from P's 2023-06+ cache (V said history starts 2024-01),12,8,3Q24,2Q26,-0.08023401079723068,0.7802197802197802,0.945214570201515,0.8211370221171376,1.1511045595830867,0.689791392454118,1.1674060903346286,6.0,-0.047273190556047194,True,10
R,hi_vr_demand_yoy_withinvintage_full,total_nights_yoy,2024Q1+ (reviewer),R re-test: Hawaii VR within-vintage y/y from P's 2023-06+ cache (V said history starts 2024-01),10,6,1Q25,2Q26,0.2625635276096689,0.4915084915084915,0.6883282261645365,1.1160066782447056,0.6167778738091095,0.46140692037783193,1.253675999438224,5.0,0.0790977561150269,False,6
R,hi_vr_demand_yoy_withinvintage_full,na_nights_yoy_mid,2022Q1+,R re-test: Hawaii VR within-vintage y/y from P's 2023-06+ cache (V said history starts 2024-01),12,8,3Q24,2Q26,-0.33913477607470377,0.2987012987012987,1.5177904697270634,1.2148204589098084,1.2493948867877507,1.248574622813047,1.8072892789872597,0.0,-0.2794735253890101,True,10
R,hi_vr_demand_yoy_withinvintage_full,na_nights_yoy_mid,2023Q1+,R re-test: Hawaii VR within-vintage y/y from P's 2023-06+ cache (V said history starts 2024-01),12,8,3Q24,2Q26,-0.33913477607470377,0.25774225774225773,1.5177904697270634,1.1857172308028805,1.2800610721489873,1.248574622813047,1.8072892789872597,0.0,-0.2794735253890101,True,6
R,hi_vr_demand_yoy_withinvintage_full,na_nights_yoy_mid,2024Q1+ (reviewer),R re-test: Hawaii VR within-vintage y/y from P's 2023-06+ cache (V said history starts 2024-01),10,6,1Q25,2Q26,-0.14296955384972923,0.6983016983016983,1.6669401369283654,1.219582933810181,1.3668116293826496,1.3846540892082269,2.0165728523356963,0.0,-0.21559067368267984,True,3
R,hi_vr_demand_yoy_withinvintage_lag1,total_nights_yoy,2022Q1+,R re-test: Hawaii VR within-vintage y/y from P's 2023-06+ cache (V said history starts 2024-01),11,7,4Q24,2Q26,-0.22294211147209775,0.4935064935064935,0.7795103684000865,0.23044213197971541,3.382672958730926,0.6819724196006165,0.9161212634287281,7.0,-0.08542014793917116,True,14
R,hi_vr_demand_yoy_withinvintage_lag1,total_nights_yoy,2023Q1+,R re-test: Hawaii VR within-vintage y/y from P's 2023-06+ cache (V said history starts 2024-01),11,7,4Q24,2Q26,-0.22294211147209775,0.5084915084915085,0.7795103684000865,0.7905266286685341,0.986064656307654,0.6819724196006165,0.9161212634287281,7.0,-0.08542014793917116,True,10
R,hi_vr_demand_yoy_withinvintage_lag1,total_nights_yoy,2024Q1+ (reviewer),R re-test: Hawaii VR within-vintage y/y from P's 2023-06+ cache (V said history starts 2024-01),10,6,1Q25,2Q26,0.10203539061154378,0.8041958041958042,0.6692964053524748,1.0851498307146141,0.6167778738091095,0.5575230388490157,1.1307875856668066,5.0,0.037838303057065634,False,6
R,hi_vr_demand_yoy_withinvintage_lag1,na_nights_yoy_mid,2022Q1+,R re-test: Hawaii VR within-vintage y/y from P's 2023-06+ cache (V said history starts 2024-01),11,7,4Q24,2Q26,-0.09632021292806135,0.7882117882117882,1.3828179139028278,1.1810888223476588,1.170799255515932,1.1420906353728506,1.6279747267093794,0.0,-0.07164493387667245,True,10
R,hi_vr_demand_yoy_withinvintage_lag1,na_nights_yoy_mid,2023Q1+,R re-test: Hawaii VR within-vintage y/y from P's 2023-06+ cache (V said history starts 2024-01),11,7,4Q24,2Q26,-0.09632021292806135,0.7862137862137862,1.3828179139028278,1.0696600109572072,1.2927639621353937,1.1420906353728506,1.6279747267093794,0.0,-0.07164493387667245,True,6
R,hi_vr_demand_yoy_withinvintage_lag1,na_nights_yoy_mid,2024Q1+ (reviewer),R re-test: Hawaii VR within-vintage y/y from P's 2023-06+ cache (V said history starts 2024-01),10,6,1Q25,2Q26,-0.1638726477144892,0.6513486513486514,1.3986182199972133,1.0232706467598098,1.3668116293826496,1.1445095236056608,1.6723091178658416,0.0,-0.11207705433522759,False,3
R,hi_vr_demand_yoy_withinvintage_m1,total_nights_yoy,2022Q1+,R re-test: Hawaii VR within-vintage y/y from P's 2023-06+ cache (V said history starts 2024-01),12,8,3Q24,2Q26,-0.2300809064394242,0.45554445554445555,0.9459668999787402,0.2451187134832033,3.8592194228514596,0.7992540655434218,1.1626197700769678,6.0,-0.10507394449469513,True,14
R,hi_vr_demand_yoy_withinvintage_m1,total_nights_yoy,2023Q1+,R re-test: Hawaii VR within-vintage y/y from P's 2023-06+ cache (V said history starts 2024-01),12,8,3Q24,2Q26,-0.2300809064394242,0.4945054945054945,0.9459668999787402,0.8217905941762194,1.1511045595830867,0.7992540655434218,1.1626197700769678,6.0,-0.10507394449469513,True,10
R,hi_vr_demand_yoy_withinvintage_m1,total_nights_yoy,2024Q1+ (reviewer),R re-test: Hawaii VR within-vintage y/y from P's 2023-06+ cache (V said history starts 2024-01),10,6,1Q25,2Q26,0.09118780237098517,0.7752247752247752,0.6436994319695918,1.0436487093712028,0.6167778738091095,0.5338356732213837,1.1721945570749512,5.0,0.08377734334739632,True,6
R,hi_vr_demand_yoy_withinvintage_m1,na_nights_yoy_mid,2022Q1+,R re-test: Hawaii VR within-vintage y/y from P's 2023-06+ cache (V said history starts 2024-01),12,8,3Q24,2Q26,-0.5423612221937254,0.06393606393606394,1.3988774392833636,1.1196439605095063,1.2493948867877507,1.0991103279080778,1.6373663736543809,0.0,-0.28574005109885825,True,10
R,hi_vr_demand_yoy_withinvintage_m1,na_nights_yoy_mid,2023Q1+,R re-test: Hawaii VR within-vintage y/y from P's 2023-06+ cache (V said history starts 2024-01),12,8,3Q24,2Q26,-0.5423612221937254,0.06493506493506493,1.3988774392833636,1.0928208580977354,1.2800610721489873,1.0991103279080778,1.6373663736543809,0.0,-0.28574005109885825,True,6
R,hi_vr_demand_yoy_withinvintage_m1,na_nights_yoy_mid,2024Q1+ (reviewer),R re-test: Hawaii VR within-vintage y/y from P's 2023-06+ cache (V said history starts 2024-01),10,6,1Q25,2Q26,-0.4274484352625568,0.20679320679320679,1.4623849424222837,1.0699242755805363,1.3668116293826496,1.1648923839810061,1.7877394125965063,0.0,-0.1840095852176911,True,3
R,hi_vr_supply_yoy_withinvintage_full,total_nights_yoy,2022Q1+,R re-test: Hawaii VR within-vintage y/y from P's 2023-06+ cache (V said history starts 2024-01),12,8,3Q24,2Q26,0.34332753881911376,0.2857142857142857,0.935312590585861,0.24235797141971963,3.8592194228514596,0.852987989209721,1.1062934332412993,6.0,0.1480192093977661,False,14
R,hi_vr_supply_yoy_withinvintage_full,total_nights_yoy,2023Q1+,R re-test: Hawaii VR within-vintage y/y from P's 2023-06+ cache (V said history starts 2024-01),12,8,3Q24,2Q26,0.34332753881911376,0.2857142857142857,0.935312590585861,0.8125348673144146,1.1511045595830867,0.852987989209721,1.1062934332412993,6.0,0.1480192093977661,False,10
R,hi_vr_supply_yoy_withinvintage_full,total_nights_yoy,2024Q1+ (reviewer),R re-test: Hawaii VR within-vintage y/y from P's 2023-06+ cache (V said history starts 2024-01),10,6,1Q25,2Q26,-0.019673403750421998,0.962037962037962,0.90694113493913,1.4704501789891136,0.6167778738091095,0.8147827828670682,1.2108630109286267,5.0,0.04079183176757511,False,6
R,hi_vr_supply_yoy_withinvintage_full,na_nights_yoy_mid,2022Q1+,R re-test: Hawaii VR within-vintage y/y from P's 2023-06+ cache (V said history starts 2024-01),12,8,3Q24,2Q26,-0.3428875443351843,0.23176823176823177,1.3970633327569246,1.1181919723946012,1.2493948867877507,1.276618272928699,1.6337533914527427,0.0,-0.06555435734834751,True,10
R,hi_vr_supply_yoy_withinvintage_full,na_nights_yoy_mid,2023Q1+,R re-test: Hawaii VR within-vintage y/y from P's 2023-06+ cache (V said history starts 2024-01),12,8,3Q24,2Q26,-0.3428875443351843,0.25874125874125875,1.3970633327569246,1.091403654992423,1.2800610721489873,1.276618272928699,1.6337533914527427,0.0,-0.06555435734834751,True,6
R,hi_vr_supply_yoy_withinvintage_full,na_nights_yoy_mid,2024Q1+ (reviewer),R re-test: Hawaii VR within-vintage y/y from P's 2023-06+ cache (V said history starts 2024-01),10,6,1Q25,2Q26,-0.5152786119247885,0.14585414585414586,1.5097310535530633,1.1045640972743014,1.3668116293826496,1.414616474658278,1.7880412723023165,0.0,-0.15003013861805328,True,3
R,hi_vr_supply_yoy_withinvintage_lag1,total_nights_yoy,2022Q1+,R re-test: Hawaii VR within-vintage y/y from P's 2023-06+ cache (V said history starts 2024-01),11,7,4Q24,2Q26,0.4273256812918077,0.1998001998001998,0.676286417682121,0.19992663373991754,3.382672958730926,0.6496722524732086,0.766296675923357,7.0,0.12337627473971323,False,14
R,hi_vr_supply_yoy_withinvintage_lag1,total_nights_yoy,2023Q1+,R re-test: Hawaii VR within-vintage y/y from P's 2023-06+ cache (V said history starts 2024-01),11,7,4Q24,2Q26,0.4273256812918077,0.1848151848151848,0.676286417682121,0.6858438879804231,0.986064656307654,0.6496722524732086,0.766296675923357,7.0,0.12337627473971323,False,10
