cls,obs_id,quarter,region,lo,hi,fitted,resid,inside
exact_regional_revenue,2024Q3-emea,2024Q3,emea,1726.0,1726.0,1726.0,0.0,True
exact_regional_revenue,2024Q3-latam,2024Q3,latam,199.0,199.0,199.0,0.0,True
exact_regional_revenue,2024Q3-apac,2024Q3,apac,235.0,235.0,235.0,0.0,True
exact_regional_revenue,2024Q4-na,2024Q4,na,1111.0,1111.0,1111.0,0.0,True
exact_regional_revenue,2024Q4-emea,2024Q4,emea,794.0,794.0,794.0,0.0,True
exact_regional_revenue,2024Q4-latam,2024Q4,latam,278.0,278.0,278.0,0.0,True
exact_regional_revenue,2024Q4-apac,2024Q4,apac,297.0,297.0,297.0,0.0,True
exact_regional_revenue,2025Q1-na,2025Q1,na,1054.0,1054.0,1054.0,0.0,True
exact_regional_revenue,2025Q1-emea,2025Q1,emea,597.0,597.0,597.0,0.0,True
exact_regional_revenue,2025Q1-latam,2025Q1,latam,343.0,343.0,343.0,0.0,True
exact_regional_revenue,2025Q1-apac,2025Q1,apac,278.0,278.0,278.0,0.0,True
exact_regional_revenue,2025Q2-na,2025Q2,na,1377.0,1377.0,1377.0,0.0,True
exact_regional_revenue,2025Q2-emea,2025Q2,emea,1233.0,1233.0,1233.0000000000002,2.2737367544323206e-13,True
exact_regional_revenue,2025Q2-latam,2025Q2,latam,231.0,231.0,230.99999999999997,-2.842170943040401e-14,True
exact_regional_revenue,2025Q2-apac,2025Q2,apac,255.0,255.0,255.0,0.0,True
exact_regional_revenue,2025Q3-na,2025Q3,na,1619.0,1619.0,1619.0000000000002,2.2737367544323206e-13,True
exact_regional_revenue,2025Q3-emea,2025Q3,emea,1969.0,1969.0,1969.0,0.0,True
exact_regional_revenue,2025Q3-latam,2025Q3,latam,235.0,235.0,235.0,0.0,True
exact_regional_revenue,2025Q3-apac,2025Q3,apac,272.0,272.0,272.0,0.0,True
exact_regional_revenue,2025Q4-na,2025Q4,na,1146.0,1146.0,1146.0,0.0,True
exact_regional_revenue,2025Q4-emea,2025Q4,emea,930.0,930.0,930.0,0.0,True
exact_regional_revenue,2025Q4-latam,2025Q4,latam,351.0,351.0,351.0,0.0,True
exact_regional_revenue,2025Q4-apac,2025Q4,apac,351.0,351.0,351.0,0.0,True
exact_regional_revenue,2026Q1-na,2026Q1,na,1138.0,1138.0,1138.0,0.0,True
exact_regional_revenue,2026Q1-emea,2026Q1,emea,747.0,747.0,747.0,0.0,True
exact_regional_revenue,2026Q1-latam,2026Q1,latam,451.0,451.0,451.0,0.0,True
exact_regional_revenue,2026Q1-apac,2026Q1,apac,342.0,342.0,342.0,0.0,True
exact_regional_revenue,2026Q2-na,2026Q2,na,1594.0,1594.0,1594.0000000000002,2.2737367544323206e-13,True
exact_regional_revenue,2026Q2-emea,2026Q2,emea,1425.0,1425.0,1425.0,0.0,True
exact_regional_revenue,2026Q2-latam,2026Q2,latam,291.0,291.0,291.0,0.0,True
exact_regional_revenue,2026Q2-apac,2026Q2,apac,298.0,298.0,298.0,0.0,True
annual_regional_nights,B5-FY2022-apac-nights_m,2022,apac,39.5,40.5,39.499197673448805,0.0008023265511951649,True
annual_regional_nights,B5-FY2022-emea-nights_m,2022,emea,167.5,168.5,168.2004556111444,0.0,True
annual_regional_nights,B5-FY2022-latam-nights_m,2022,latam,52.5,53.5,52.499985295615886,1.4704384113883862e-05,True
annual_regional_nights,B5-FY2022-na-nights_m,2022,na,132.5,133.5,133.5003614197909,0.00036141979089165943,True
annual_regional_nights,B5-FY2023-apac-nights_m,2023,apac,50.5,51.5,51.029126006012035,0.0,True
annual_regional_nights,B5-FY2023-emea-nights_m,2023,emea,186.5,187.5,187.10947455714302,0.0,True
annual_regional_nights,B5-FY2023-latam-nights_m,2023,latam,63.5,64.5,64.24473994447932,0.0,True
annual_regional_nights,B5-FY2023-na-nights_m,2023,na,145.5,146.5,145.81665949236566,0.0,True
annual_regional_nights,B5-FY2024-apac-nights_m,2024,apac,60.5,61.5,61.001177753383345,0.0,True
annual_regional_nights,B5-FY2024-emea-nights_m,2024,emea,200.5,201.5,201.5000693452118,6.934521181278797e-05,True
annual_regional_nights,B5-FY2024-latam-nights_m,2024,latam,75.5,76.5,75.49949432237906,0.0005056776209357849,True
annual_regional_nights,B5-FY2024-na-nights_m,2024,na,153.5,154.5,153.49925857902576,0.0007414209742364619,True
annual_regional_nights,B5-FY2025-apac-nights_m,2025,apac,69.5,70.5,70.35347274651717,0.0,True
annual_regional_nights,B5-FY2025-emea-nights_m,2025,emea,214.5,215.5,214.49952866083729,0.00047133916271491216,True
annual_regional_nights,B5-FY2025-latam-nights_m,2025,latam,89.5,90.5,90.14564295631288,0.0,True
annual_regional_nights,B5-FY2025-na-nights_m,2025,na,157.5,158.5,158.00135563633268,0.0,True
regional_nights_yoy,B3-1Q23-emea-nights_yoy_pct,2023Q1,emea,20.5,21.5,20.44361047713654,0.05638952286345855,False
regional_nights_yoy,B3-1Q23-latam-nights_yoy_pct,2023Q1,latam,21.5,22.5,21.497398776098088,0.0026012239019124195,False
regional_nights_yoy,B3-1Q23-apac-nights_yoy_pct,2023Q1,apac,47.5,48.5,47.49433310682887,0.0056668931711314485,False
regional_nights_yoy,B3-2Q23-latam-nights_yoy_pct,2023Q2,latam,21.5,22.5,21.497282894780966,0.0027171052190340106,False
regional_nights_yoy,B3-2Q23-apac-nights_yoy_pct,2023Q2,apac,23.5,24.5,23.49421248148502,0.005787518514978274,False
regional_nights_yoy,B3-3Q23-latam-nights_yoy_pct,2023Q3,latam,23.5,24.5,23.890701464844465,0.0,True
regional_nights_yoy,B3-3Q23-apac-nights_yoy_pct,2023Q3,apac,26.5,27.5,26.495362167700875,0.004637832299124511,False
regional_nights_yoy,B3-4Q23-latam-nights_yoy_pct,2023Q4,latam,21.5,22.5,22.50100934774679,0.0010093477467911782,False
regional_nights_yoy,B3-4Q23-apac-nights_yoy_pct,2023Q4,apac,21.5,22.5,21.496593876469806,0.003406123530194094,False
regional_nights_yoy,B3-1Q24-latam-nights_yoy_pct,2024Q1,latam,18.5,19.5,18.499817668011055,0.00018233198894535008,True
regional_nights_yoy,B3-1Q24-apac-nights_yoy_pct,2024Q1,apac,20.5,21.5,20.49521111023107,0.004788889768928328,False
regional_nights_yoy,B3-2Q24-latam-nights_yoy_pct,2024Q2,latam,16.5,17.5,16.496624414196837,0.0033755858031625507,False
regional_nights_yoy,B3-2Q24-apac-nights_yoy_pct,2024Q2,apac,18.5,19.5,18.49329068858583,0.006709311414169861,False
regional_nights_yoy,B3-3Q24-latam-nights_yoy_pct,2024Q3,latam,14.5,15.5,15.24647316187908,0.0,True
regional_nights_yoy,B3-3Q24-apac-nights_yoy_pct,2024Q3,apac,18.5,19.5,18.49514332114117,0.0048566788588289,False
regional_nights_yoy,B1-4Q24-na-nights_yoy_pct,2024Q4,na,4.0,6.0,6.016087283047411,0.016087283047411027,False
regional_nights_yoy,B1-4Q24-emea-nights_yoy_pct,2024Q4,emea,10.0,12.0,11.661743584830543,0.0,True
regional_nights_yoy,B1-4Q24-latam-nights_yoy_pct,2024Q4,latam,20.0,23.0,19.997924183890547,0.002075816109453399,False
regional_nights_yoy,B1-4Q24-apac-nights_yoy_pct,2024Q4,apac,20.0,23.0,20.764619904049407,0.0,True
regional_nights_yoy,B1-1Q25-na-nights_yoy_pct,2025Q1,na,1.0,3.0,3.0079038097474697,0.007903809747469737,False
regional_nights_yoy,B1-1Q25-emea-nights_yoy_pct,2025Q1,emea,4.0,6.0,5.7078145216004295,0.0,True
regional_nights_yoy,B1-1Q25-latam-nights_yoy_pct,2025Q1,latam,20.0,23.0,20.471847764597673,0.0,True
regional_nights_yoy,B1-1Q25-apac-nights_yoy_pct,2025Q1,apac,14.0,16.0,13.97536155292267,0.024638447077329317,False
regional_nights_yoy,B1-2Q25-na-nights_yoy_pct,2025Q2,na,1.0,3.0,0.9908642961400815,0.009135703859918465,False
regional_nights_yoy,B1-2Q25-emea-nights_yoy_pct,2025Q2,emea,4.0,6.0,5.871709761228749,0.0,True
regional_nights_yoy,B1-2Q25-latam-nights_yoy_pct,2025Q2,latam,17.0,19.0,19.049986711387046,0.0499867113870458,False
regional_nights_yoy,B1-2Q25-apac-nights_yoy_pct,2025Q2,apac,14.0,16.0,16.00474759603849,0.004747596038491508,False
regional_nights_yoy,B1-3Q25-na-nights_yoy_pct,2025Q3,na,4.0,6.0,3.9825334208329455,0.01746657916705452,False
regional_nights_yoy,B1-3Q25-emea-nights_yoy_pct,2025Q3,emea,4.0,6.0,6.00239900113666,0.0023990011366601394,False
regional_nights_yoy,B1-3Q25-latam-nights_yoy_pct,2025Q3,latam,20.0,23.0,19.96657140874083,0.033428591259170304,False
regional_nights_yoy,B1-3Q25-apac-nights_yoy_pct,2025Q3,apac,14.0,16.0,15.414955952426634,0.0,True
regional_nights_yoy,B1-4Q25-na-nights_yoy_pct,2025Q4,na,4.0,6.0,3.992917832628007,0.007082167371993187,False
regional_nights_yoy,B1-4Q25-emea-nights_yoy_pct,2025Q4,emea,7.0,9.0,8.539283120401443,0.0,True
regional_nights_yoy,B1-4Q25-latam-nights_yoy_pct,2025Q4,latam,17.0,19.0,18.101123759089432,0.0,True
regional_nights_yoy,B1-4Q25-apac-nights_yoy_pct,2025Q4,apac,14.0,16.0,16.020923740139615,0.020923740139615177,False
regional_nights_yoy,B1-1Q26-na-nights_yoy_pct,2026Q1,na,7.0,9.0,6.9378089916013685,0.06219100839863145,False
regional_nights_yoy,B1-1Q26-emea-nights_yoy_pct,2026Q1,emea,4.0,6.0,5.267186554728465,0.0,True
regional_nights_yoy,B1-1Q26-latam-nights_yoy_pct,2026Q1,latam,17.0,19.0,17.51304426894855,0.0,True
regional_nights_yoy,B1-1Q26-apac-nights_yoy_pct,2026Q1,apac,17.0,19.0,16.979105150886987,0.02089484911301298,False
regional_nights_yoy,B1-2Q26-na-nights_yoy_pct,2026Q2,na,7.0,9.0,7.385908341986358,0.0,True
regional_nights_yoy,B1-2Q26-emea-nights_yoy_pct,2026Q2,emea,7.0,9.0,6.991834738789016,0.008165261210984376,False
regional_nights_yoy,B1-2Q26-latam-nights_yoy_pct,2026Q2,latam,19.0,21.0,18.947815032069037,0.0521849679309625,False
regional_nights_yoy,B1-2Q26-apac-nights_yoy_pct,2026Q2,apac,17.0,19.0,16.9850538748779,0.01494612512210125,False
regional_adr_yoy_reported,B4-1Q23-emea-adr_yoy_reported_pct,2023Q1,emea,7.5,8.5,-0.7450458187966413,8.24504581879664,False
regional_adr_yoy_reported,B4-2Q23-na-adr_yoy_reported_pct,2023Q2,na,-1.5,-0.5,-1.7041423426445657,0.20414234264456566,False
regional_adr_yoy_reported,B4-2Q23-emea-adr_yoy_reported_pct,2023Q2,emea,7.5,8.5,9.747578672224911,1.2475786722249111,False
regional_adr_yoy_reported,B4-3Q23-na-adr_yoy_reported_pct,2023Q3,na,-1.5,-0.5,-2.6869397967892783,1.1869397967892783,False
regional_adr_yoy_reported,B4-4Q23-na-adr_yoy_reported_pct,2023Q4,na,-0.5,0.5,-1.1756251691732,0.6756251691732,False
regional_adr_yoy_reported,B4-1Q24-na-adr_yoy_reported_pct,2024Q1,na,2.5,3.5,1.8971962331557402,0.6028037668442598,False
regional_adr_yoy_reported,B4-1Q24-emea-adr_yoy_reported_pct,2024Q1,emea,6.5,7.5,7.224641685948785,0.0,True
regional_adr_yoy_reported,B4-2Q24-na-adr_yoy_reported_pct,2024Q2,na,3.5,4.5,4.299461856061404,0.0,True
regional_adr_yoy_reported,B4-2Q24-emea-adr_yoy_reported_pct,2024Q2,emea,3.5,4.5,5.271097598283903,0.7710975982839026,False
regional_adr_yoy_reported,B4-3Q24-na-adr_yoy_reported_pct,2024Q3,na,2.5,3.5,1.9329117668689832,0.5670882331310168,False
regional_adr_yoy_reported,B4-3Q24-emea-adr_yoy_reported_pct,2024Q3,emea,5.5,6.5,5.508927205536285,0.0,True
regional_adr_yoy_reported,B4-4Q24-na-adr_yoy_reported_pct,2024Q4,na,2.5,3.5,2.882394150879275,0.0,True
regional_adr_yoy_reported,B4-4Q24-emea-adr_yoy_reported_pct,2024Q4,emea,5.5,6.5,4.593892369770969,0.9061076302290312,False
regional_adr_yoy_reported,B4-4Q24-latam-adr_yoy_reported_pct,2024Q4,latam,-5.5,-4.5,-6.132500211356162,0.6325002113561622,False
regional_adr_yoy_reported,B4-1Q25-na-adr_yoy_reported_pct,2025Q1,na,1.5,2.5,2.8559841130392227,0.3559841130392227,False
regional_adr_yoy_reported,B4-1Q25-emea-adr_yoy_reported_pct,2025Q1,emea,1.5,2.5,-0.2902629313415006,1.7902629313415006,False
regional_adr_yoy_reported,B4-1Q25-latam-adr_yoy_reported_pct,2025Q1,latam,-7.5,-6.5,-7.144313954959392,0.0,True
regional_adr_yoy_reported,B4-1Q25-apac-adr_yoy_reported_pct,2025Q1,apac,-1.5,-0.5,-3.6247868887540613,2.1247868887540613,False
regional_adr_yoy_reported,B4-2Q25-na-adr_yoy_reported_pct,2025Q2,na,2.5,3.5,3.3710655498239595,0.0,True
regional_adr_yoy_reported,B4-2Q25-emea-adr_yoy_reported_pct,2025Q2,emea,8.5,9.5,8.119642521682557,0.3803574783174426,False
regional_adr_yoy_reported,B4-2Q25-latam-adr_yoy_reported_pct,2025Q2,latam,-3.5,-2.5,2.065406891734911,4.565406891734911,False
regional_adr_yoy_reported,B4-2Q25-apac-adr_yoy_reported_pct,2025Q2,apac,1.5,2.5,3.1752352491659197,0.6752352491659197,False
regional_adr_yoy_reported,B4-3Q25-na-adr_yoy_reported_pct,2025Q3,na,4.5,5.5,3.722943936364742,0.7770560636352579,False
regional_adr_yoy_reported,B4-3Q25-emea-adr_yoy_reported_pct,2025Q3,emea,9.5,10.5,10.575268037579422,0.07526803757942169,False
regional_adr_yoy_reported,B4-3Q25-latam-adr_yoy_reported_pct,2025Q3,latam,3.5,4.5,1.1598661640357166,2.3401338359642834,False
regional_adr_yoy_reported,B4-3Q25-apac-adr_yoy_reported_pct,2025Q3,apac,1.5,2.5,2.8978698266810543,0.3978698266810543,False
regional_adr_yoy_reported,B4-4Q25-na-adr_yoy_reported_pct,2025Q4,na,4.5,5.5,3.597688009199551,0.9023119908004489,False
regional_adr_yoy_reported,B4-4Q25-emea-adr_yoy_reported_pct,2025Q4,emea,11.5,12.5,10.582553444406795,0.9174465555932052,False
regional_adr_yoy_reported,B4-4Q25-latam-adr_yoy_reported_pct,2025Q4,latam,8.5,9.5,9.573199806351806,0.07319980635180556,False
regional_adr_yoy_reported,B4-4Q25-apac-adr_yoy_reported_pct,2025Q4,apac,1.5,2.5,4.237533702273821,1.7375337022738213,False
regional_adr_yoy_reported,B4-1Q26-na-adr_yoy_reported_pct,2026Q1,na,6.5,7.5,3.0021097818173192,3.4978902181826808,False
regional_adr_yoy_reported,B4-1Q26-emea-adr_yoy_reported_pct,2026Q1,emea,14.5,15.5,18.975312449784276,3.4753124497842762,False
regional_adr_yoy_reported,B4-1Q26-latam-adr_yoy_reported_pct,2026Q1,latam,9.5,10.5,12.017243384256071,1.517243384256071,False
regional_adr_yoy_reported,B4-1Q26-apac-adr_yoy_reported_pct,2026Q1,apac,5.5,6.5,5.1175613070821635,0.3824386929178365,False
regional_adr_yoy_reported,B4-2Q26-na-adr_yoy_reported_pct,2026Q2,na,6.5,7.5,8.38682796907586,0.8868279690758598,False
regional_adr_yoy_reported,B4-2Q26-emea-adr_yoy_reported_pct,2026Q2,emea,6.5,7.5,6.561033910516567,0.0,True
regional_adr_yoy_reported,B4-2Q26-latam-adr_yoy_reported_pct,2026Q2,latam,8.5,9.5,4.497704472876274,4.002295527123726,False
regional_adr_yoy_reported,B4-2Q26-apac-adr_yoy_reported_pct,2026Q2,apac,0.5,1.5,-1.589454415879088,2.089454415879088,False
regional_adr_yoy_exfx,B4-3Q23-emea-adr_yoy_exfx_pct,2023Q3,emea,5.5,6.5,5.469870991382337,0.030129008617662656,False
regional_adr_yoy_exfx,B4-4Q23-na-adr_yoy_exfx_pct,2023Q4,na,-2.5,-1.5,-3.1756251691732,0.6756251691732,False
regional_adr_yoy_exfx,B4-4Q23-emea-adr_yoy_exfx_pct,2023Q4,emea,5.5,6.5,5.123562601375255,0.3764373986247449,False
regional_adr_yoy_exfx,B4-1Q24-na-adr_yoy_exfx_pct,2024Q1,na,-0.5,0.5,-1.1028037668442598,0.6028037668442598,False
regional_adr_yoy_exfx,B4-1Q24-emea-adr_yoy_exfx_pct,2024Q1,emea,3.5,4.5,4.224641685948785,0.0,True
regional_adr_yoy_exfx,B4-2Q24-na-adr_yoy_exfx_pct,2024Q2,na,0.5,1.5,1.299461856061404,0.0,True
regional_adr_yoy_exfx,B4-2Q24-emea-adr_yoy_exfx_pct,2024Q2,emea,2.5,3.5,4.271097598283903,0.7710975982839026,False
regional_adr_yoy_exfx,B4-3Q24-na-adr_yoy_exfx_pct,2024Q3,na,0.5,1.5,-0.06708823313101675,0.5670882331310168,False
regional_adr_yoy_exfx,B4-3Q24-emea-adr_yoy_exfx_pct,2024Q3,emea,2.5,3.5,2.508927205536285,0.0,True
regional_adr_yoy_exfx,B4-4Q24-emea-adr_yoy_exfx_pct,2024Q4,emea,5.5,6.5,4.593892369770969,0.9061076302290312,False
regional_adr_yoy_exfx,B4-4Q24-latam-adr_yoy_exfx_pct,2024Q4,latam,3.5,4.5,2.867499788643838,0.6325002113561622,False
regional_adr_yoy_exfx,B4-4Q24-apac-adr_yoy_exfx_pct,2024Q4,apac,1.5,2.5,2.6175589369985577,0.11755893699855768,False
regional_adr_yoy_exfx,B4-1Q25-na-adr_yoy_exfx_pct,2025Q1,na,2.5,3.5,3.8559841130392227,0.3559841130392227,False
regional_adr_yoy_exfx,B4-1Q25-emea-adr_yoy_exfx_pct,2025Q1,emea,3.5,4.5,1.7097370686584994,1.7902629313415006,False
regional_adr_yoy_exfx,B4-1Q25-latam-adr_yoy_exfx_pct,2025Q1,latam,1.5,2.5,1.855686045040608,0.0,True
regional_adr_yoy_exfx,B4-1Q25-apac-adr_yoy_exfx_pct,2025Q1,apac,2.5,3.5,0.3752131112459387,2.1247868887540613,False
regional_adr_yoy_exfx,B4-2Q25-emea-adr_yoy_exfx_pct,2025Q2,emea,2.5,3.5,2.1196425216825574,0.3803574783174426,False
regional_adr_yoy_exfx,B4-2Q25-latam-adr_yoy_exfx_pct,2025Q2,latam,1.5,2.5,7.065406891734911,4.565406891734911,False
regional_adr_yoy_exfx,B4-2Q25-apac-adr_yoy_exfx_pct,2025Q2,apac,0.5,1.5,2.1752352491659197,0.6752352491659197,False
regional_adr_yoy_exfx,B4-3Q25-emea-adr_yoy_exfx_pct,2025Q3,emea,3.5,4.5,4.575268037579422,0.07526803757942169,False
regional_adr_yoy_exfx,B4-3Q25-latam-adr_yoy_exfx_pct,2025Q3,latam,2.5,3.5,0.15986616403571663,2.3401338359642834,False
regional_adr_yoy_exfx,B4-3Q25-apac-adr_yoy_exfx_pct,2025Q3,apac,2.5,3.5,3.8978698266810543,0.3978698266810543,False
regional_adr_yoy_exfx,B4-4Q25-emea-adr_yoy_exfx_pct,2025Q4,emea,3.5,4.5,2.582553444406795,0.9174465555932052,False
regional_adr_yoy_exfx,B4-4Q25-latam-adr_yoy_exfx_pct,2025Q4,latam,2.5,3.5,3.5731998063518056,0.07319980635180556,False
regional_adr_yoy_exfx,B4-4Q25-apac-adr_yoy_exfx_pct,2025Q4,apac,1.5,2.5,4.237533702273821,1.7375337022738213,False
regional_adr_yoy_exfx,B4-1Q26-emea-adr_yoy_exfx_pct,2026Q1,emea,3.5,4.5,7.975312449784276,3.4753124497842762,False
regional_adr_yoy_exfx,B4-1Q26-latam-adr_yoy_exfx_pct,2026Q1,latam,2.5,3.5,5.017243384256071,1.517243384256071,False
regional_adr_yoy_exfx,B4-1Q26-apac-adr_yoy_exfx_pct,2026Q1,apac,1.5,2.5,1.1175613070821635,0.3824386929178365,False
regional_adr_yoy_exfx,B4-2Q26-emea-adr_yoy_exfx_pct,2026Q2,emea,4.5,5.5,4.561033910516567,0.0,True
regional_adr_yoy_exfx,B4-2Q26-latam-adr_yoy_exfx_pct,2026Q2,latam,1.5,2.5,-2.502295527123726,4.002295527123726,False
