scenario,quarter,guide_musd,consensus_musd,gap_musd,gap_pct,consensus_register_id,consensus_vendor,consensus_period,consensus_metric,consensus_unit,consensus_n_estimates,consensus_as_of_timestamp,consensus_url,consensus_source_path,consensus_role,consensus_pit_usable,consensus_vendor_attributed,consensus_note
review_without_k,2026Q4,3120.06200721,3160,-39.9379927851,-1.26386053117,CU-2026Q4-revenue-SPGlobal-20260910,S&P Global Market Intelligence via StockAnalysis,2026Q4,revenue,musd,35,2026-09-10,https://stockanalysis.com/stocks/abnb/forecast/,data/raw/consensus/2026-09-11/stockanalysis_forecast_ABNB.csv,current,True,True,"vendor-stated 'Last updated: Sep 10, 2026'. Quarterly tab. Agrees with Yahoo 3160 against Zacks 3200."
review_without_k,2026Q4,3120.06200721,3161.02149,-40.9594827851,-1.2957672991,CU-2026Q4-revenue-Yahoo-20260913T1520Z,Yahoo Finance (LSEG family),2026Q4,revenue,musd,36,2026-09-13T15:20Z,https://finance.yahoo.com/quote/ABNB/analysis/,data/processed/forecast_methods/consensus_stamp_v2/capture_20260913T152058Z/yfinance_revenue_estimate.csv,current,True,True,"capture_method=yfinance.Ticker(ABNB).revenue_estimate; captured_utc=2026-09-13T15:20:58Z; source_period=+1q; high=3223.0; low=3051.97974; same LSEG-family panel as Alpha Vantage, count once. USD source converted to USD millions exactly."
nights_case_a,2026Q4,3123.41911517,3200,-76.5808848266,-2.39315265083,CU-2026Q4-revenue-Zacks-2,Zacks,2026Q4,revenue,musd,10,2026-09-04,https://www.zacks.com/stock/quote/ABNB/detailed-earnings-estimates,data/processed/overnight/04_current_consensus.csv,current,True,True,"Sales Estimates, Next Qtr (12/2026): 3.20B, 10 estimates, High 3.70B, Low 3.05B"
nights_case_a,2026Q4,3123.41911517,3158,-34.5808848266,-1.09502485201,CU-2026Q4-revenue-AlphaVantage,Alpha Vantage (aggregated sell-side panel),2026Q4,revenue,musd,36,2026-09-11,http://www.alphavantage.co,docs/revenue-forecast-strategy/01_ground-truth/04_recent_facts.md,current,True,True,"the 36-analyst 4Q26 value; the other live 4Q26 anchor is Zacks $3,200M (4 Sep, 10 estimates)"
nights_case_a,2026Q4,3123.41911517,3200,-76.5808848266,-2.39315265083,CU-2026Q4-revenue-Zacks-20260911,Zacks,2026Q4,revenue,musd,10,2026-09-11,https://www.zacks.com/stock/quote/ABNB/detailed-earning-estimates,data/raw/consensus/2026-09-11/zacks_detailed_earnings_estimates_ABNB.csv,current,True,True,high 3700 / low 3050; YoY +15.17%. Unchanged vs 2026-09-04. HIGH OUTLIER: +40M above Yahoo/S&P 3160 and +42M above Alpha Vantage 3158 on the same day.
nights_case_a,2026Q4,3123.41911517,3160,-36.5808848266,-1.15762293755,CU-2026Q4-revenue-Yahoo-20260911,Yahoo Finance,2026Q4,revenue,musd,35,2026-09-11,https://finance.yahoo.com/quote/ABNB/analysis/,data/raw/consensus/2026-09-11/yahoo_finance_analysis_ABNB.csv,current,True,True,high 3220 / low 3050; YoY +13.77%. SHARED PANEL: Yahoo's high/low match Alpha Vantage's to the dollar - same LSEG/Refinitiv-family feed. Do NOT count Yahoo and Alpha Vantage as two independent vendors for dispersion.
nights_case_a,2026Q4,3123.41911517,3160,-36.5808848266,-1.15762293755,CU-2026Q4-revenue-SPGlobal-20260910,S&P Global Market Intelligence via StockAnalysis,2026Q4,revenue,musd,35,2026-09-10,https://stockanalysis.com/stocks/abnb/forecast/,data/raw/consensus/2026-09-11/stockanalysis_forecast_ABNB.csv,current,True,True,"vendor-stated 'Last updated: Sep 10, 2026'. Quarterly tab. Agrees with Yahoo 3160 against Zacks 3200."
nights_case_a,2026Q4,3123.41911517,3161.02149,-37.6023748266,-1.18956403636,CU-2026Q4-revenue-Yahoo-20260913T1520Z,Yahoo Finance (LSEG family),2026Q4,revenue,musd,36,2026-09-13T15:20Z,https://finance.yahoo.com/quote/ABNB/analysis/,data/processed/forecast_methods/consensus_stamp_v2/capture_20260913T152058Z/yfinance_revenue_estimate.csv,current,True,True,"capture_method=yfinance.Ticker(ABNB).revenue_estimate; captured_utc=2026-09-13T15:20:58Z; source_period=+1q; high=3223.0; low=3051.97974; same LSEG-family panel as Alpha Vantage, count once. USD source converted to USD millions exactly."
adr_mean_reversion,2026Q4,3074.81193163,3200,-125.188068366,-3.91212713644,CU-2026Q4-revenue-Zacks-2,Zacks,2026Q4,revenue,musd,10,2026-09-04,https://www.zacks.com/stock/quote/ABNB/detailed-earnings-estimates,data/processed/overnight/04_current_consensus.csv,current,True,True,"Sales Estimates, Next Qtr (12/2026): 3.20B, 10 estimates, High 3.70B, Low 3.05B"
adr_mean_reversion,2026Q4,3074.81193163,3158,-83.1880683661,-2.63420102489,CU-2026Q4-revenue-AlphaVantage,Alpha Vantage (aggregated sell-side panel),2026Q4,revenue,musd,36,2026-09-11,http://www.alphavantage.co,docs/revenue-forecast-strategy/01_ground-truth/04_recent_facts.md,current,True,True,"the 36-analyst 4Q26 value; the other live 4Q26 anchor is Zacks $3,200M (4 Sep, 10 estimates)"
adr_mean_reversion,2026Q4,3074.81193163,3200,-125.188068366,-3.91212713644,CU-2026Q4-revenue-Zacks-20260911,Zacks,2026Q4,revenue,musd,10,2026-09-11,https://www.zacks.com/stock/quote/ABNB/detailed-earning-estimates,data/raw/consensus/2026-09-11/zacks_detailed_earnings_estimates_ABNB.csv,current,True,True,high 3700 / low 3050; YoY +15.17%. Unchanged vs 2026-09-04. HIGH OUTLIER: +40M above Yahoo/S&P 3160 and +42M above Alpha Vantage 3158 on the same day.
adr_mean_reversion,2026Q4,3074.81193163,3160,-85.1880683661,-2.69582494829,CU-2026Q4-revenue-Yahoo-20260911,Yahoo Finance,2026Q4,revenue,musd,35,2026-09-11,https://finance.yahoo.com/quote/ABNB/analysis/,data/raw/consensus/2026-09-11/yahoo_finance_analysis_ABNB.csv,current,True,True,high 3220 / low 3050; YoY +13.77%. SHARED PANEL: Yahoo's high/low match Alpha Vantage's to the dollar - same LSEG/Refinitiv-family feed. Do NOT count Yahoo and Alpha Vantage as two independent vendors for dispersion.
adr_mean_reversion,2026Q4,3074.81193163,3160,-85.1880683661,-2.69582494829,CU-2026Q4-revenue-SPGlobal-20260910,S&P Global Market Intelligence via StockAnalysis,2026Q4,revenue,musd,35,2026-09-10,https://stockanalysis.com/stocks/abnb/forecast/,data/raw/consensus/2026-09-11/stockanalysis_forecast_ABNB.csv,current,True,True,"vendor-stated 'Last updated: Sep 10, 2026'. Quarterly tab. Agrees with Yahoo 3160 against Zacks 3200."
adr_mean_reversion,2026Q4,3074.81193163,3161.02149,-86.2095583661,-2.72726897425,CU-2026Q4-revenue-Yahoo-20260913T1520Z,Yahoo Finance (LSEG family),2026Q4,revenue,musd,36,2026-09-13T15:20Z,https://finance.yahoo.com/quote/ABNB/analysis/,data/processed/forecast_methods/consensus_stamp_v2/capture_20260913T152058Z/yfinance_revenue_estimate.csv,current,True,True,"capture_method=yfinance.Ticker(ABNB).revenue_estimate; captured_utc=2026-09-13T15:20:58Z; source_period=+1q; high=3223.0; low=3051.97974; same LSEG-family panel as Alpha Vantage, count once. USD source converted to USD millions exactly."
k0_conditional,2026Q4,3158.22796249,3200,-41.7720375084,-1.30537617214,CU-2026Q4-revenue-Zacks-2,Zacks,2026Q4,revenue,musd,10,2026-09-04,https://www.zacks.com/stock/quote/ABNB/detailed-earnings-estimates,data/processed/overnight/04_current_consensus.csv,current,True,True,"Sales Estimates, Next Qtr (12/2026): 3.20B, 10 estimates, High 3.70B, Low 3.05B"
k0_conditional,2026Q4,3158.22796249,3158,0.227962491611,0.0072185716153,CU-2026Q4-revenue-AlphaVantage,Alpha Vantage (aggregated sell-side panel),2026Q4,revenue,musd,36,2026-09-11,http://www.alphavantage.co,docs/revenue-forecast-strategy/01_ground-truth/04_recent_facts.md,current,True,True,"the 36-analyst 4Q26 value; the other live 4Q26 anchor is Zacks $3,200M (4 Sep, 10 estimates)"
k0_conditional,2026Q4,3158.22796249,3200,-41.7720375084,-1.30537617214,CU-2026Q4-revenue-Zacks-20260911,Zacks,2026Q4,revenue,musd,10,2026-09-11,https://www.zacks.com/stock/quote/ABNB/detailed-earning-estimates,data/raw/consensus/2026-09-11/zacks_detailed_earnings_estimates_ABNB.csv,current,True,True,high 3700 / low 3050; YoY +15.17%. Unchanged vs 2026-09-04. HIGH OUTLIER: +40M above Yahoo/S&P 3160 and +42M above Alpha Vantage 3158 on the same day.
k0_conditional,2026Q4,3158.22796249,3160,-1.77203750839,-0.0560771363414,CU-2026Q4-revenue-Yahoo-20260911,Yahoo Finance,2026Q4,revenue,musd,35,2026-09-11,https://finance.yahoo.com/quote/ABNB/analysis/,data/raw/consensus/2026-09-11/yahoo_finance_analysis_ABNB.csv,current,True,True,high 3220 / low 3050; YoY +13.77%. SHARED PANEL: Yahoo's high/low match Alpha Vantage's to the dollar - same LSEG/Refinitiv-family feed. Do NOT count Yahoo and Alpha Vantage as two independent vendors for dispersion.
k0_conditional,2026Q4,3158.22796249,3160,-1.77203750839,-0.0560771363414,CU-2026Q4-revenue-SPGlobal-20260910,S&P Global Market Intelligence via StockAnalysis,2026Q4,revenue,musd,35,2026-09-10,https://stockanalysis.com/stocks/abnb/forecast/,data/raw/consensus/2026-09-11/stockanalysis_forecast_ABNB.csv,current,True,True,"vendor-stated 'Last updated: Sep 10, 2026'. Quarterly tab. Agrees with Yahoo 3160 against Zacks 3200."
k0_conditional,2026Q4,3158.22796249,3161.02149,-2.79352750839,-0.0883742017328,CU-2026Q4-revenue-Yahoo-20260913T1520Z,Yahoo Finance (LSEG family),2026Q4,revenue,musd,36,2026-09-13T15:20Z,https://finance.yahoo.com/quote/ABNB/analysis/,data/processed/forecast_methods/consensus_stamp_v2/capture_20260913T152058Z/yfinance_revenue_estimate.csv,current,True,True,"capture_method=yfinance.Ticker(ABNB).revenue_estimate; captured_utc=2026-09-13T15:20:58Z; source_period=+1q; high=3223.0; low=3051.97974; same LSEG-family panel as Alpha Vantage, count once. USD source converted to USD millions exactly."
