target_quarter,booking_quarter,lag,kernel_coefficient,gbv_musd,weighted_gbv_musd,revenue_contribution_musd,gbv_kind,information_date,source_ref,usd_baseline_contribution_weight,reference_currency_weight_status,scenario
2026Q3,2026Q1,2,0.333333333333,29200,9733.33333333,1679.47604714,reported,2026-05-07,data/processed/overnight/02_kpi_panel_quarterly.csv,0.349282296651,pending L3; USD contribution is not a constant-FX currency weight,adr_mean_reversion
2026Q4,2026Q3,1,0.666666666667,25392.1608637,16928.1072425,2038.20622773,forecast,2026-09-11,data/processed/adrv3/P/adr_card_v3.csv;data/processed/adrv3/P/P1_card_v3_terms.csv,0.651211943664,pending L3; USD contribution is not a constant-FX currency weight,adr_mean_reversion
2026Q4,2026Q2,2,0.333333333333,27200,9066.66666667,1091.65993575,reported,2026-08-06,data/processed/overnight/02_kpi_panel_quarterly.csv,0.348788056336,pending L3; USD contribution is not a constant-FX currency weight,adr_mean_reversion
2027Q1,2026Q4,1,0.666666666667,22467.126624,14978.084416,1906.34263835,forecast,2026-09-11,data/processed/adrv3/P/adr_card_v3.csv;data/processed/adrv3/P/P1_card_v3_terms.csv,0.638938495807,pending L3; USD contribution is not a constant-FX currency weight,adr_mean_reversion
2027Q1,2026Q3,2,0.333333333333,25392.1608637,8464.05362123,1077.26634884,forecast,2026-09-11,data/processed/adrv3/P/adr_card_v3.csv;data/processed/adrv3/P/P1_card_v3_terms.csv,0.361061504193,pending L3; USD contribution is not a constant-FX currency weight,adr_mean_reversion
2026Q3,2026Q2,1,0.666666666667,27200,18133.3333333,3128.88688235,reported,2026-08-06,data/processed/overnight/02_kpi_panel_quarterly.csv,0.650717703349,pending L3; USD contribution is not a constant-FX currency weight,k0_conditional
2026Q3,2026Q1,2,0.333333333333,29200,9733.33333333,1679.47604714,reported,2026-05-07,data/processed/overnight/02_kpi_panel_quarterly.csv,0.349282296651,pending L3; USD contribution is not a constant-FX currency weight,k0_conditional
2026Q4,2026Q3,1,0.666666666667,26449.9723221,17633.3148814,2123.11581514,forecast,2026-09-12,analysis/src/forecast_methods/kernel_engine_v2/engine.py::term_structure,0.660424234738,pending L3; USD contribution is not a constant-FX currency weight,k0_conditional
2026Q4,2026Q2,2,0.333333333333,27200,9066.66666667,1091.65993575,reported,2026-08-06,data/processed/overnight/02_kpi_panel_quarterly.csv,0.339575765262,pending L3; USD contribution is not a constant-FX currency weight,k0_conditional
2027Q1,2026Q4,1,0.666666666667,23562.4207586,15708.2805057,1999.27868421,forecast,2026-09-12,analysis/src/forecast_methods/kernel_engine_v2/engine.py::term_structure,0.640502354788,pending L3; USD contribution is not a constant-FX currency weight,k0_conditional
2027Q1,2026Q3,2,0.333333333333,26449.9723221,8816.65744071,1122.14416344,forecast,2026-09-12,analysis/src/forecast_methods/kernel_engine_v2/engine.py::term_structure,0.359497645212,pending L3; USD contribution is not a constant-FX currency weight,k0_conditional
