Firm,date,rating,rating_bucket,target,upside_vs_170_19_pct,implied_ev_fy27_ebitda_spot_basis_x,implied_ev_fy27_ebitda_fy27_basis_x,implied_pe_fy27_delivered_x,req_fy27_ebitda_musd_at_13.5x,req_fy27_revenue_musd_at_13.5x,req_fy27_rev_growth_pct_at_13.5x,req_fy27_nights_growth_pct_at_13.5x,req_fy27_eps_at_13.5x,req_ebitda_vs_delivered_pct_at_13.5x,req_fy27_ebitda_musd_at_16.5x,req_fy27_revenue_musd_at_16.5x,req_fy27_rev_growth_pct_at_16.5x,req_fy27_nights_growth_pct_at_16.5x,req_fy27_eps_at_16.5x,req_ebitda_vs_delivered_pct_at_16.5x,req_fy27_ebitda_musd_at_18.5x,req_fy27_revenue_musd_at_18.5x,req_fy27_rev_growth_pct_at_18.5x,req_fy27_nights_growth_pct_at_18.5x,req_fy27_eps_at_18.5x,req_ebitda_vs_delivered_pct_at_18.5x
RBC Capital,2026-08-07,Outperform,Buy,195.0,14.577824784064862,18.414547806508477,17.3553839478555,32.08292201382034,7912.740740740741,21858.39983630039,53.593805404188146,50.020321349639744,9.136330847948843,36.40405782598872,6474.060606060606,17884.14532060941,25.667658967063023,22.74389928606886,7.056794354433698,11.603320039445308,5774.1621621621625,15950.724204867853,12.081966105758912,9.474288552439791,6.045127952183087,-0.461903748602821
Citigroup,2026-08-07,Buy,Buy,193.0,13.402667606792406,18.20871969918067,17.158623309912485,31.753866403422176,7824.2962962962965,21614.078166564355,51.87701482123144,48.34347328752266,9.008489053628255,34.87940517911608,6401.69696969697,17684.245772643564,24.26301212646209,21.371932689791272,6.952196522716854,10.355876964731326,5709.621621621622,15772.43541884426,10.829172977655377,8.25064266927329,5.951837994165361,-1.5744881125369203
Citizens,2026-08-07,Market Outperform,Buy,190.0,11.639931840883722,17.899977538188956,16.863482352997963,31.26028298782494,7691.62962962963,21247.595661960302,49.30182894679638,45.82820119434703,8.81672636214737,32.59242620880709,6293.151515151515,17384.396450694792,22.15604186556068,19.313982795374862,6.795299775141585,8.484712352660328,5612.810810810811,15505.00223980887,8.949983285500075,6.415173844523525,5.811903057138769,-3.243364658438075
Oppenheimer,2026-08-07,Outperform,Buy,190.0,11.639931840883722,17.899977538188956,16.863482352997963,31.26028298782494,7691.62962962963,21247.595661960302,49.30182894679638,45.82820119434703,8.81672636214737,32.59242620880709,6293.151515151515,17384.396450694792,22.15604186556068,19.313982795374862,6.795299775141585,8.484712352660328,5612.810810810811,15505.00223980887,8.949983285500075,6.415173844523525,5.811903057138769,-3.243364658438075
Wells Fargo,2026-08-07,Overweight,Buy,186.0,9.289617486338809,17.48832132353334,16.469961077111932,30.602171767028626,7514.740740740741,20758.952322488236,45.86824778088301,42.474505070112926,8.561042773506193,29.54312091506177,6148.424242424242,16984.5973547631,19.3467481843588,16.570049602819648,6.586104111707893,5.989826203232362,5483.72972972973,15148.424667761685,6.444397029293003,3.967882078190521,5.6253231411033155,-5.468533386306262
Tigress Financial,2026-04-08,Buy,Buy,185.0,8.702038897702579,17.385407269869436,16.371580758140425,30.437643961829547,7470.518518518518,20636.791487620216,45.009852489404636,41.63608103905436,8.497121876345897,28.780794591625458,6112.242424242424,16884.647580780176,18.644424764058343,15.884066304680843,6.533805195849471,5.366104665875371,5451.459459459459,15059.280274749888,5.818000465241213,3.3560591366072368,5.578678162094452,-6.024825568273329
Benchmark,2026-08-07,Buy,Buy,180.0,5.764145954521416,16.870837001549916,15.879679163282887,29.615004935834154,7249.407407407408,20025.987313280133,40.71787603201291,37.44396088376172,8.177517390544427,24.969162974443826,5931.333333333333,16384.89871086556,15.13280766255598,12.454149813986826,6.272310616557357,2.247496979090391,5290.108108108108,14613.558309690907,2.6860176449823747,0.2969444286909706,5.345453267050134,-8.80628647810856
Mizuho,2026-03-03,Outperform,Buy,175.0,2.826253011340274,16.356266733230395,15.38777756842535,28.79236590983876,7028.2962962962965,19415.183138940047,36.42589957462115,33.25184072846903,7.857912904742953,21.157531357262194,5750.424242424242,15885.149840950946,11.621190561053663,9.02423332329283,6.010816037265242,-0.8711107076945779,5128.756756756757,14167.836344631925,-0.44596517527646373,-2.7621702792253067,5.112228372005816,-11.587747387943814
B of A Securities,2026-08-07,Neutral,Hold,175.0,2.826253011340274,16.356266733230395,15.38777756842535,28.79236590983876,7028.2962962962965,19415.183138940047,36.42589957462115,33.25184072846903,7.857912904742953,21.157531357262194,5750.424242424242,15885.149840950946,11.621190561053663,9.02423332329283,6.010816037265242,-0.8711107076945779,5128.756756756757,14167.836344631925,-0.44596517527646373,-2.7621702792253067,5.112228372005816,-11.587747387943814
Jefferies,2026-07-14,Buy,Buy,175.0,2.826253011340274,16.356266733230395,15.38777756842535,28.79236590983876,7028.2962962962965,19415.183138940047,36.42589957462115,33.25184072846903,7.857912904742953,21.157531357262194,5750.424242424242,15885.149840950946,11.621190561053663,9.02423332329283,6.010816037265242,-0.8711107076945779,5128.756756756757,14167.836344631925,-0.44596517527646373,-2.7621702792253067,5.112228372005816,-11.587747387943814
UBS,2026-08-07,Neutral,Hold,172.0,1.0635172454315889,16.047524572238682,15.092636611510825,28.298782494241525,6895.62962962963,19048.700634335994,33.850713700186084,30.736568635293395,7.666150213262069,18.87055238695321,5641.878787878788,15585.300519002178,9.514220300152253,6.966283428876419,5.8539192896899745,-2.7422753197655525,5031.945945945946,13900.403165596535,-2.325154867431778,-4.597639103975082,4.972293434979225,-13.256623933844958
Piper Sandler,2026-08-07,Neutral,Hold,170.0,-0.11163993184087895,15.841696464910875,14.89587597356781,27.969726883843368,6807.185185185185,18804.37896459996,32.1339231172294,29.05972057317634,7.538308418941481,17.34589974008056,5569.515151515152,15385.400971036332,8.109573459551322,5.5943168325988335,5.74932145797313,-3.9897183944795356,4967.405405405405,13722.114379572942,-3.5779479955353133,-5.8212849871415955,4.879003476961497,-14.369208297779057
JP Morgan,2026-08-07,Neutral,Hold,170.0,-0.11163993184087895,15.841696464910875,14.89587597356781,27.969726883843368,6807.185185185185,18804.37896459996,32.1339231172294,29.05972057317634,7.538308418941481,17.34589974008056,5569.515151515152,15385.400971036332,8.109573459551322,5.5943168325988335,5.74932145797313,-3.9897183944795356,4967.405405405405,13722.114379572942,-3.5779479955353133,-5.8212849871415955,4.879003476961497,-14.369208297779057
CICC,2026-06-05,Outperform,Buy,165.0,-3.049532875022032,15.327126196591355,14.403974378710272,27.147087857847975,6586.074074074074,18193.574790259874,27.841946659837635,24.86760041788365,7.218703933140008,13.53426812289893,5388.606060606061,14885.652101121716,4.597956358048982,2.1644003419048152,5.487826878681016,-7.108326081264515,4806.054054054054,13276.392414513963,-6.709930815794152,-8.880399695057871,4.645778581917181,-17.1506692076143
BMO Capital,2026-08-10,Market Perform,Hold,165.0,-3.049532875022032,15.327126196591355,14.403974378710272,27.147087857847975,6586.074074074074,18193.574790259874,27.841946659837635,24.86760041788365,7.218703933140008,13.53426812289893,5388.606060606061,14885.652101121716,4.597956358048982,2.1644003419048152,5.487826878681016,-7.108326081264515,4806.054054054054,13276.392414513963,-6.709930815794152,-8.880399695057871,4.645778581917181,-17.1506692076143
Truist Securities,2026-09-10,Hold,Hold,161.0,-5.399847229566957,14.915469981935738,14.010453102824242,26.48897663705166,6409.185185185185,17704.931450787804,24.408365493924244,21.51390429364952,6.96302034449883,10.48496282915361,5243.878787878788,14485.853005190023,1.7886626768471192,-0.5795328506503883,5.278631215247325,-9.603212230692492,4676.972972972973,12919.814842466778,-9.215517072001223,-11.327691461390888,4.459198665881727,-19.375837935482487
TD Cowen,2026-02-13,Buy,Buy,160.0,-5.987425818203185,14.812555928271834,13.912072783852732,26.32444883185258,6364.962962962963,17582.770615919788,23.54997020244589,20.675480262590984,6.899099447338536,9.722636505717276,5207.69696969697,14385.9032312071,1.0863392565466423,-1.265516148789192,5.226332299388902,-10.226933768049484,4644.7027027027025,12830.67044945498,-9.841913636053,-11.93951440297415,4.412553686872863,-19.932130117449553
Cantor Fitzgerald,2026-08-07,Neutral,Hold,160.0,-5.987425818203185,14.812555928271834,13.912072783852732,26.32444883185258,6364.962962962963,17582.770615919788,23.54997020244589,20.675480262590984,6.899099447338536,9.722636505717276,5207.69696969697,14385.9032312071,1.0863392565466423,-1.265516148789192,5.226332299388902,-10.226933768049484,4644.7027027027025,12830.67044945498,-9.841913636053,-11.93951440297415,4.412553686872863,-19.932130117449553
Goldman Sachs,2026-07-20,Sell,Sell,155.0,-8.925318761384338,14.297985659952314,13.420171188995194,25.50180980585719,6143.851851851852,16971.9664415797,19.257993745054147,16.483360107298317,6.579494961537064,5.911004888535665,5026.787878787879,13886.154361292483,-2.425277844955709,-4.69543263948321,4.964837720096789,-13.345541454834454,4483.351351351352,12384.948484396,-12.97389645631184,-14.998629110890427,4.179328791828546,-22.713591027284785
Deutsche Bank,2026-02-13,Buy,Buy,154.0,-9.512897350020566,14.19507160628841,13.321790870023687,25.33728200065811,6099.62962962963,16849.805606711685,18.399598453575795,15.644936076239757,6.51557406437677,5.148678565099329,4990.606060606061,13786.204587309561,-3.1276012652561636,-5.381415937622003,4.912538804238364,-13.969262992191444,4451.081081081081,12295.804091384201,-13.600293020363619,-15.61045205247369,4.132683812819682,-23.26988320925184
Barclays,2026-08-07,Equal-Weight,Hold,150.0,-11.86321170456548,13.783415391632794,12.928269594137655,24.679170779861796,5922.740740740741,16361.162267239617,14.966017287662403,12.291239952005629,6.259890475735592,2.0993732713540325,4845.878787878788,13386.405491377867,-5.9368949464580485,-8.125349130177229,4.703343140804673,-16.464149141619433,4322.0,11939.226519337017,-16.10587927657069,-18.057743818806703,3.9461038967842277,-25.49505193712004
Morgan Stanley,2026-07-30,Underweight,Sell,125.0,-26.552676420471233,11.210564050035192,10.468761619849964,20.56597564988483,4817.185185185185,13307.141395539185,-6.493864999296372,-8.669360824457783,4.6618680467282285,-16.95878481455413,3941.3333333333335,10887.661141804789,-23.49498045396975,-25.274931583647266,3.395870244344105,-32.05718757554429,3515.2432432432433,9710.61669404211,-31.765793377864902,-33.353317358388104,2.7799794215626394,-39.40235648629626
