quarter,reaction_date,price_day_before,price_day1,price_move_day1_pct,price_move_to_plus20_pct,price_runup_prior_21_sessions_pct,n_targets_day_before,mean_target_day_before,mean_target_day1,mean_target_plus1,mean_target_plus5,mean_target_plus20,mean_target_plus40,d_mean_target_day1_pct,d_mean_target_plus5_pct,d_mean_target_plus20_pct,d_mean_target_plus40_pct,chase_ratio_plus5,chase_ratio_plus20,chase_ratio_plus40,n_target_changes_m5_to_p25_lower_bound,n_raises_lower_bound,n_cuts_lower_bound,median_change_pct,mean_change_pct,n_same_day,n_within_5_sessions,share_within_5_sessions,rating_upgrades,rating_downgrades,pt_premium_day_before_pct,pt_premium_plus20_pct,print_class
2023Q2,2023-08-04,140.8800048828125,140.1699981689453,-0.5039797623926701,-5.813459793828724,6.978511861973136,27,136.55555555555554,142.14814814814815,142.14814814814815,140.82142857142858,142.07142857142858,142.42857142857142,4.09547057228099,3.1239102638614513,4.03928862024876,4.300825293502264,,,,11,10,1,10.000000000000009,9.864328870149428,8,9,0.8181818181818182,0,0,-3.0695976557171045,7.070183101522676,small
2023Q3,2023-11-02,119.47000122070312,115.5,-3.3230109484716053,13.015822292519674,-6.4667673366831435,27,141.66666666666666,140.67857142857142,140.85714285714286,140.85714285714286,139.32142857142858,138.21428571428572,-0.6974789915966451,-0.5714285714285672,-1.6554621848739348,-2.4369747899159577,0.17196108598179358,0.4981813814472542,0.7333634549223579,8,0,8,-8.063660477453583,-8.293014113622203,5,6,0.75,0,3,18.579279500431657,3.1857681549821937,small
2023Q4,2024-02-14,150.82000732421875,148.1999969482422,-1.7371769319333819,10.356712875374075,9.97521364696965,29,140.41379310344828,143.79310344827587,143.79310344827587,143.7037037037037,144.7037037037037,147.24137931034483,2.4066797642436244,2.3430109874117644,3.055191733973639,4.862475442043213,-1.3487463161303452,-1.7587107437429412,-2.79906747128604,9,8,1,7.14285714285714,7.593686096670161,7,7,0.7777777777777778,0,1,-6.899757137924123,-13.059540025754702,small
2024Q1,2024-05-09,157.89999389648438,147.0500030517578,-6.871432086209939,-7.118423476155222,-2.926355378371248,29,149.9655172413793,151.93333333333334,152.17241379310346,152.17241379310346,152.44827586206895,152.51724137931035,1.3121790449911908,1.4716026672798366,1.6555530006898023,1.701540584042327,-0.2141624407862736,-0.2409327458845558,-0.2476253221591312,7,5,2,3.125,2.9163781493411003,5,5,0.7142857142857143,1,1,-5.025001242436233,3.946728525450749,down 5%+
2024Q2,2024-08-07,130.47000122070312,113.01000213623048,-13.382385928652896,-10.968036655711344,-14.141882432019514,24,154.08333333333334,137.2,135.42307692307693,135.42307692307693,132.40740740740742,132.14285714285714,-10.957274202271517,-12.110496318176144,-14.067664202872422,-14.239357181488066,0.9049579337154281,1.0512074810779655,1.0640372544480516,19,0,19,-16.551724137931036,-17.045952964967363,15,17,0.8947368421052632,0,1,18.09866780999403,13.987089560154553,down 5%+
2024Q3,2024-11-08,147.3699951171875,134.61000061035156,-8.658475218574369,-6.8534920128721755,8.768166759446206,28,133.46428571428572,137.78571428571428,138.53571428571428,137.89655172413794,138.14285714285714,138.75,3.2378913567032264,3.3209378719791793,3.505485683703502,3.960396039603964,-0.3835476556951995,-0.4048617793792896,-0.4574010942605723,10,9,1,15.407407407407403,12.227769521669817,6,8,0.8,0,1,-9.43591630836661,0.6358656976973132,down 5%+
2024Q4,2025-02-14,141.0399932861328,161.4199981689453,14.449805624612356,-9.99715790975786,10.532911420635727,28,138.32142857142858,147.25,148.67857142857142,148.67857142857142,150.64285714285714,147.71428571428572,6.454944487477388,7.487735605473778,8.907823392718806,6.790601600826229,0.5181893653102099,0.6164666587311118,0.4699441485399497,15,14,1,12.676056338028175,15.216694400742751,11,12,0.8,3,0,-1.927513360830202,18.672486407420564,up 5%+
2025Q1,2025-05-02,124.01000213623048,125.26000213623048,1.0079832097952934,4.523822985499337,2.335370377890511,28,145.10714285714286,142.86206896551724,142.16666666666666,142.16666666666666,141.31034482758622,141.31034482758622,-1.5471835827102542,-2.026417261465263,-2.616547989849516,-2.616547989849516,-2.0103680713856322,-2.5958249744863293,-2.5958249744863293,22,2,20,-8.823529411764708,-8.818086284515951,12,16,0.7272727272727273,1,2,17.012450897094755,9.018940094720463,small
2025Q2,2025-08-07,130.5,120.02999877929688,-8.022989441151818,-5.1264386524185745,-4.737575905483061,29,144.75862068965517,144.9655172413793,144.9655172413793,144.79310344827587,144.72413793103448,143.67857142857142,0.14292520247736196,0.02382086707957143,-0.02382086707957143,-0.7461035867419974,-0.0029690762095969546,0.0029690762095969546,0.09299570842198233,14,8,6,1.7204386522568282,1.5389799469364995,10,12,0.8571428571428571,0,0,10.92614612234113,16.892125664200087,down 5%+
2025Q3,2025-11-07,120.52999877929688,120.87999725341795,0.2903828736960046,1.2279128614641754,0.45003827414051845,28,143.57142857142858,143.75,143.75,144.62962962962962,145.1851851851852,146.85714285714286,0.12437810945273853,0.7370554634235971,1.1240095817210305,2.2885572139303534,,,,6,6,0,2.394688644688636,2.751514141600346,3,3,0.5,0,0,19.11675933418284,18.994494421103614,small
2025Q4,2026-02-13,115.95999908447266,121.3499984741211,4.648154046398378,10.658855068412244,-17.2128271428864,29,149.75862068965517,151.20689655172413,150.96428571428572,150.96428571428572,150.03703703703704,151.88888888888889,0.9670734515311974,0.80507220157231,0.18591006387460585,1.4224678281781644,0.1732025646172635,0.03999653669367052,0.30602854681211855,8,5,3,2.7864583333333304,2.3412818933232216,5,6,0.75,2,0,29.14679361161554,16.924118199235384,small
2026Q1,2026-05-08,140.4600067138672,141.49000549316406,0.7333039513482964,-4.293046952766955,6.894987243698192,23,154.95652173913044,158.56,159.16,159.16,159.3846153846154,159.59259259259258,2.325476992143649,2.7126823793490518,2.857636190969526,2.991852683210694,,,,13,13,0,6.25,6.284282980471032,9,11,0.8461538461538461,1,0,10.320742084822964,18.563285031949526,small
2026Q2,2026-08-07,151.63999938964844,178.07000732421875,17.42944344562858,19.98153730791048,6.079050456050461,28,159.82142857142858,172.67741935483872,173.90322580645162,173.36666666666667,179.5483870967742,181.8125,8.043971886826462,8.475232774674101,12.343124887367086,13.75977653631284,0.4862595183324541,0.708176650956851,0.7894558755841331,24,24,0,12.865230817958672,14.393064972355623,17,19,0.7916666666666666,2,0,5.395297556522305,-1.3145077017366003,up 5%+
