date,close,n_targets,mean_target,median_target,n_rated_24m,share_buy_24m,share_hold_or_worse_24m,share_sell_24m,pt_premium_pct
2021-02-11,216.83999633789065,15,162.86666666666667,160.0,20,0.4,0.6,0.0,-24.890855277049585
2021-02-12,212.67999267578125,15,162.86666666666667,160.0,20,0.4,0.6,0.0,-23.421726408018174
2021-02-16,209.8600006103516,15,162.86666666666667,160.0,20,0.4,0.6,0.0,-22.3927064743213
2021-02-17,201.9600067138672,15,162.86666666666667,160.0,20,0.4,0.6,0.0,-19.356971057436713
2021-02-18,198.0399932861328,15,162.86666666666667,160.0,20,0.4,0.6,0.0,-17.760718951675024
2021-02-19,201.07000732421875,15,162.86666666666667,160.0,20,0.4,0.6,0.0,-19.00001952849708
2021-02-22,195.33999633789065,15,168.86666666666667,170.0,20,0.45,0.55,0.0,-13.552436862664607
2021-02-23,187.58999633789065,15,168.86666666666667,170.0,20,0.45,0.55,0.0,-9.980985146723476
2021-02-24,200.1999969482422,15,168.86666666666667,170.0,20,0.45,0.55,0.0,-15.651014365238048
2021-02-25,182.05999755859372,15,168.86666666666667,170.0,20,0.45,0.55,0.0,-7.246693984866681
2021-02-26,206.3500061035156,17,177.7058823529412,175.0,22,0.45454545454545453,0.5454545454545454,0.0,-13.881329248037467
2021-03-01,196.4199981689453,17,178.88235294117646,175.0,22,0.45454545454545453,0.5454545454545454,0.0,-8.928645449168737
2021-03-02,189.8999938964844,17,178.88235294117646,175.0,22,0.45454545454545453,0.5454545454545454,0.0,-5.801812169258791
2021-03-03,180.3999938964844,17,180.41176470588235,176.0,22,0.45454545454545453,0.5454545454545454,0.0,0.006524839133148497
2021-03-04,180.22999572753903,17,180.41176470588235,176.0,22,0.45454545454545453,0.5454545454545454,0.0,0.10085389926886013
2021-03-05,179.80999755859375,17,180.41176470588235,176.0,22,0.45454545454545453,0.5454545454545454,0.0,0.3346683473995915
2021-03-08,180.80999755859372,17,180.41176470588235,176.0,22,0.45454545454545453,0.5454545454545454,0.0,-0.22024935462007234
2021-03-09,183.1100006103516,17,180.41176470588235,176.0,22,0.45454545454545453,0.5454545454545454,0.0,-1.4735600980150476
2021-03-10,183.7899932861328,17,180.41176470588235,176.0,22,0.45454545454545453,0.5454545454545454,0.0,-1.838091682712606
2021-03-11,197.8699951171875,17,180.41176470588235,176.0,22,0.45454545454545453,0.5454545454545454,0.0,-8.823081236225638
2021-03-12,206.7400054931641,17,180.41176470588235,176.0,22,0.45454545454545453,0.5454545454545454,0.0,-12.734952156200984
2021-03-15,209.9900054931641,17,180.41176470588235,176.0,22,0.45454545454545453,0.5454545454545454,0.0,-14.085546937253934
2021-03-16,200.00999450683597,17,180.41176470588235,176.0,22,0.45454545454545453,0.5454545454545454,0.0,-9.798625238342174
2021-03-17,201.3600006103516,17,180.41176470588235,176.0,22,0.45454545454545453,0.5454545454545454,0.0,-10.403374970685375
2021-03-18,191.4499969482422,17,180.41176470588235,176.0,22,0.45454545454545453,0.5454545454545454,0.0,-5.765595413064428
2021-03-19,194.38999938964844,17,180.41176470588235,176.0,22,0.45454545454545453,0.5454545454545454,0.0,-7.190819860926679
2021-03-22,195.0,17,180.41176470588235,176.0,22,0.45454545454545453,0.5454545454545454,0.0,-7.481146304675724
2021-03-23,187.13999938964844,17,180.41176470588235,176.0,22,0.45454545454545453,0.5454545454545454,0.0,-3.595294809078775
2021-03-24,178.85000610351562,17,180.41176470588235,176.0,22,0.45454545454545453,0.5454545454545454,0.0,0.8732225602848365
2021-03-25,176.16000366210938,17,180.41176470588235,176.0,22,0.45454545454545453,0.5454545454545454,0.0,2.4135791072803503
2021-03-26,174.39999389648438,17,180.41176470588235,176.0,22,0.45454545454545453,0.5454545454545454,0.0,3.4471164104319163
2021-03-29,182.5,17,180.41176470588235,176.0,22,0.45454545454545453,0.5454545454545454,0.0,-1.144238517324736
2021-03-30,183.1000061035156,17,180.41176470588235,176.0,22,0.45454545454545453,0.5454545454545454,0.0,-1.4681820360581854
2021-03-31,187.94000244140625,17,180.41176470588235,176.0,22,0.45454545454545453,0.5454545454545454,0.0,-4.0056601243638745
2021-04-01,188.2400054931641,18,180.38888888888889,178.0,23,0.43478260869565216,0.5652173913043478,0.0,-4.1708013042744625
2021-04-05,186.69000244140625,18,180.38888888888889,178.0,23,0.43478260869565216,0.5652173913043478,0.0,-3.3751746050220355
2021-04-06,190.02999877929688,19,183.78947368421052,180.0,24,0.4583333333333333,0.5416666666666666,0.0,-3.2839683919243634
2021-04-07,179.94000244140625,19,183.78947368421052,180.0,24,0.4583333333333333,0.5416666666666666,0.0,2.1393082086112347
2021-04-08,180.17999267578125,19,183.78947368421052,180.0,24,0.4583333333333333,0.5416666666666666,0.0,2.0032640443738092
2021-04-09,179.5,19,183.78947368421052,180.0,24,0.4583333333333333,0.5416666666666666,0.0,2.389678932707806
2021-04-12,176.49000549316406,19,183.78947368421052,180.0,24,0.4583333333333333,0.5416666666666666,0.0,4.1359102293921035
2021-04-13,177.9499969482422,19,183.78947368421052,180.0,24,0.4583333333333333,0.5416666666666666,0.0,3.281526741282703
2021-04-14,176.42999267578125,19,183.78947368421052,180.0,24,0.4583333333333333,0.5416666666666666,0.0,4.171332150964546
2021-04-15,175.35000610351562,19,183.78947368421052,180.0,24,0.4583333333333333,0.5416666666666666,0.0,4.812926881629398
2021-04-16,178.69000244140625,19,183.78947368421052,180.0,24,0.4583333333333333,0.5416666666666666,0.0,2.8538089278253853
2021-04-19,174.5800018310547,19,183.78947368421052,180.0,24,0.4583333333333333,0.5416666666666666,0.0,5.2752158074027555
2021-04-20,169.57000732421875,19,183.78947368421052,180.0,24,0.4583333333333333,0.5416666666666666,0.0,8.38560225618441
2021-04-21,167.07000732421875,19,183.78947368421052,180.0,24,0.4583333333333333,0.5416666666666666,0.0,10.007461319820088
2021-04-22,170.7100067138672,19,183.78947368421052,180.0,24,0.4583333333333333,0.5416666666666666,0.0,7.661804496479374
2021-04-23,174.25,19,183.78947368421052,180.0,24,0.4583333333333333,0.5416666666666666,0.0,5.474590349618658
2021-04-26,174.8800048828125,19,183.78947368421052,180.0,24,0.4583333333333333,0.5416666666666666,0.0,5.094618339797208
2021-04-27,177.94000244140625,19,183.0,180.0,24,0.4583333333333333,0.5416666666666666,0.0,2.843653753607178
2021-04-28,180.0,19,183.0,180.0,24,0.4583333333333333,0.5416666666666666,0.0,1.6666666666666607
2021-04-29,177.67999267578125,19,183.0,180.0,24,0.4583333333333333,0.5416666666666666,0.0,2.994151026292724
2021-04-30,172.7100067138672,19,183.0,180.0,24,0.4583333333333333,0.5416666666666666,0.0,5.9579600985022685
2021-05-03,168.11000061035156,19,183.0,180.0,24,0.4583333333333333,0.5416666666666666,0.0,8.857295422989587
2021-05-04,168.89999389648438,19,183.0,180.0,24,0.4583333333333333,0.5416666666666666,0.0,8.348138906480518
2021-05-05,162.3300018310547,19,183.0,180.0,24,0.4583333333333333,0.5416666666666666,0.0,12.733319741139205
2021-05-06,153.63999938964844,19,183.0,180.0,24,0.4583333333333333,0.5416666666666666,0.0,19.109607346385936
2021-05-07,151.2100067138672,19,183.0,180.0,24,0.4583333333333333,0.5416666666666666,0.0,21.02373644244895
2021-05-10,146.72999572753906,19,183.0,180.0,24,0.4583333333333333,0.5416666666666666,0.0,24.718875027986932
2021-05-11,142.72999572753906,19,183.0,180.0,24,0.4583333333333333,0.5416666666666666,0.0,28.214114396341316
2021-05-12,140.25,19,183.0,180.0,24,0.4583333333333333,0.5416666666666666,0.0,30.481283422459903
2021-05-13,135.75,19,183.0,180.0,24,0.4583333333333333,0.5416666666666666,0.0,34.80662983425415
2021-05-14,141.1999969482422,21,181.38095238095238,180.0,26,0.46153846153846156,0.5384615384615384,0.0,28.45676791865568
2021-05-17,132.5,21,181.38095238095238,180.0,26,0.46153846153846156,0.5384615384615384,0.0,36.89128481581312
2021-05-18,135.02000427246094,21,181.38095238095238,180.0,26,0.46153846153846156,0.5384615384615384,0.0,34.336355089234246
2021-05-19,138.19000244140625,21,181.38095238095238,180.0,26,0.46153846153846156,0.5384615384615384,0.0,31.254757346038442
2021-05-20,136.1999969482422,21,181.38095238095238,180.0,26,0.46153846153846156,0.5384615384615384,0.0,33.172508403123935
2021-05-21,134.7100067138672,21,179.71428571428572,180.0,26,0.46153846153846156,0.5384615384615384,0.0,33.40826720913952
2021-05-24,135.91000366210938,21,179.71428571428572,180.0,26,0.46153846153846156,0.5384615384615384,0.0,32.23035896686437
2021-05-25,133.99000549316406,21,179.71428571428572,180.0,26,0.46153846153846156,0.5384615384615384,0.0,34.125142433443976
2021-05-26,134.75,21,179.71428571428572,180.0,26,0.46153846153846156,0.5384615384615384,0.0,33.368672144182355
2021-05-27,143.1699981689453,22,179.27272727272728,180.0,27,0.48148148148148145,0.5185185185185185,0.0,25.216686153183822
2021-05-28,140.39999389648438,22,179.27272727272728,180.0,27,0.48148148148148145,0.5185185185185185,0.0,27.68713323798533
2021-06-01,144.30999755859375,22,179.27272727272728,180.0,27,0.48148148148148145,0.5185185185185185,0.0,24.227517362362725
2021-06-02,151.0,22,179.27272727272728,180.0,27,0.48148148148148145,0.5185185185185185,0.0,18.723660445514746
2021-06-03,144.19000244140625,22,179.27272727272728,180.0,27,0.48148148148148145,0.5185185185185185,0.0,24.33089967217208
2021-06-04,150.72999572753906,22,179.27272727272728,180.0,27,0.48148148148148145,0.5185185185185185,0.0,18.936331423230655
2021-06-07,148.97000122070312,22,179.27272727272728,180.0,27,0.48148148148148145,0.5185185185185185,0.0,20.341495471380068
2021-06-08,147.00999450683594,22,179.27272727272728,180.0,27,0.48148148148148145,0.5185185185185185,0.0,21.945945154355574
2021-06-09,144.85000610351562,22,177.22727272727272,180.0,27,0.48148148148148145,0.5185185185185185,0.0,22.35227149429251
2021-06-10,146.1199951171875,22,177.22727272727272,180.0,27,0.48148148148148145,0.5185185185185185,0.0,21.28885754830292
2021-06-11,148.44000244140625,22,177.22727272727272,180.0,27,0.48148148148148145,0.5185185185185185,0.0,19.39320251441634
2021-06-14,149.2100067138672,22,177.22727272727272,180.0,27,0.48148148148148145,0.5185185185185185,0.0,18.777069065570707
2021-06-15,151.77999877929688,22,177.22727272727272,180.0,27,0.48148148148148145,0.5185185185185185,0.0,16.76589415775309
2021-06-16,149.14999389648438,22,177.22727272727272,180.0,27,0.48148148148148145,0.5185185185185185,0.0,18.824860864744664
2021-06-17,150.6999969482422,22,177.22727272727272,180.0,27,0.48148148148148145,0.5185185185185185,0.0,17.602704921182788
2021-06-18,152.52000427246094,22,177.22727272727272,180.0,27,0.48148148148148145,0.5185185185185185,0.0,16.199362550944365
2021-06-21,149.6999969482422,22,177.22727272727272,180.0,27,0.48148148148148145,0.5185185185185185,0.0,18.38829414842802
2021-06-22,149.67999267578125,22,177.22727272727272,180.0,27,0.48148148148148145,0.5185185185185185,0.0,18.404116381246126
2021-06-23,151.5800018310547,22,177.22727272727272,180.0,27,0.48148148148148145,0.5185185185185185,0.0,16.91995684549701
2021-06-24,150.72999572753906,22,177.22727272727272,180.0,27,0.48148148148148145,0.5185185185185185,0.0,17.579299244213065
2021-06-25,149.6699981689453,22,177.22727272727272,180.0,27,0.48148148148148145,0.5185185185185185,0.0,18.412023047679305
2021-06-28,149.94000244140625,22,177.22727272727272,180.0,27,0.48148148148148145,0.5185185185185185,0.0,18.19879274480458
2021-06-29,146.0800018310547,22,177.22727272727272,180.0,27,0.48148148148148145,0.5185185185185185,0.0,21.322063599260254
2021-06-30,153.13999938964844,22,177.22727272727272,180.0,27,0.48148148148148145,0.5185185185185185,0.0,15.728923490679115
2021-07-01,153.0800018310547,22,177.22727272727272,180.0,27,0.48148148148148145,0.5185185185185185,0.0,15.7742818182534
2021-07-02,150.22999572753906,22,177.22727272727272,180.0,27,0.48148148148148145,0.5185185185185185,0.0,17.970630212022765
2021-07-06,148.3699951171875,22,177.22727272727272,180.0,27,0.48148148148148145,0.5185185185185185,0.0,19.449537345669388
2021-07-07,143.72000122070312,22,177.22727272727272,180.0,27,0.48148148148148145,0.5185185185185185,0.0,23.314271654586392
2021-07-08,142.52999877929688,22,177.22727272727272,180.0,27,0.48148148148148145,0.5185185185185185,0.0,24.34383936374227
2021-07-09,149.63999938964844,22,177.22727272727272,180.0,27,0.48148148148148145,0.5185185185185185,0.0,18.435761460937748
2021-07-12,146.69000244140625,22,177.22727272727272,180.0,27,0.48148148148148145,0.5185185185185185,0.0,20.81755387390103
2021-07-13,143.41000366210938,23,177.0,180.0,28,0.5,0.5,0.0,23.422352332569886
2021-07-14,139.08999633789062,23,177.0,180.0,28,0.5,0.5,0.0,27.25573704813018
2021-07-15,137.5,23,177.0,180.0,28,0.5,0.5,0.0,28.727272727272734
2021-07-16,134.30999755859375,23,177.0,180.0,28,0.5,0.5,0.0,31.7846796347252
2021-07-19,131.8800048828125,23,177.0,180.0,28,0.5,0.5,0.0,34.21291586793673
2021-07-20,136.08999633789062,23,177.0,180.0,28,0.5,0.5,0.0,30.060992551235067
2021-07-21,139.25,23,177.0,180.0,28,0.5,0.5,0.0,27.10951526032317
2021-07-22,139.47000122070312,23,177.0,180.0,28,0.5,0.5,0.0,26.909011580137477
2021-07-23,138.72999572753906,23,177.0,180.0,28,0.5,0.5,0.0,27.58596226559533
2021-07-26,142.0,23,177.0,180.0,28,0.5,0.5,0.0,24.64788732394365
2021-07-27,141.5800018310547,23,177.0,180.0,28,0.5,0.5,0.0,25.017656244426
2021-07-28,143.3000030517578,23,177.0,180.0,28,0.5,0.5,0.0,23.51709436884677
2021-07-29,143.47000122070312,23,177.0,180.0,28,0.5,0.5,0.0,23.370738477737184
2021-07-30,144.00999450683594,23,177.0,180.0,28,0.5,0.5,0.0,22.90813606801303
2021-08-02,145.49000549316406,23,177.0,180.0,28,0.5,0.5,0.0,21.657841306711934
2021-08-03,145.64999389648438,24,177.125,180.0,28,0.5357142857142857,0.4642857142857143,0.0,21.610029126321418
2021-08-04,147.39999389648438,24,177.125,180.0,28,0.5357142857142857,0.4642857142857143,0.0,20.166219358455884
2021-08-05,150.32000732421875,24,177.125,180.0,28,0.5357142857142857,0.4642857142857143,0.0,17.831952747292455
2021-08-06,149.99000549316406,24,177.125,180.0,28,0.5357142857142857,0.4642857142857143,0.0,18.09120175548806
2021-08-09,149.44000244140625,24,177.125,180.0,28,0.5357142857142857,0.4642857142857143,0.0,18.525827828093576
2021-08-10,147.9499969482422,24,177.125,180.0,28,0.5357142857142857,0.4642857142857143,0.0,19.719502300472634
2021-08-11,148.16000366210938,24,177.125,180.0,28,0.5357142857142857,0.4642857142857143,0.0,19.54980806017499
2021-08-12,151.14999389648438,24,177.125,180.0,28,0.5357142857142857,0.4642857142857143,0.0,17.18492037869661
2021-08-13,152.75999450683594,24,177.91666666666666,180.0,28,0.5357142857142857,0.4642857142857143,0.0,16.46810229408915
2021-08-16,148.57000732421875,24,177.91666666666666,180.0,28,0.5357142857142857,0.4642857142857143,0.0,19.75274812930836
2021-08-17,143.89999389648438,25,177.48,180.0,29,0.5172413793103449,0.4827586206896552,0.0,23.335654988054877
2021-08-18,146.74000549316406,25,177.48,180.0,29,0.5172413793103449,0.4827586206896552,0.0,20.948612073118646
2021-08-19,142.64999389648438,25,177.48,180.0,29,0.5172413793103449,0.4827586206896552,0.0,24.416409108850303
2021-08-20,143.6999969482422,25,177.48,180.0,29,0.5172413793103449,0.4827586206896552,0.0,23.50730951227833
2021-08-23,146.7899932861328,25,177.48,180.0,29,0.5172413793103449,0.4827586206896552,0.0,20.907424291548395
2021-08-24,161.4199981689453,25,177.48,180.0,29,0.5172413793103449,0.4827586206896552,0.0,9.949202089722476
2021-08-25,160.35000610351562,25,177.48,180.0,29,0.5172413793103449,0.4827586206896552,0.0,10.682876984379973
2021-08-26,152.72999572753906,25,177.48,180.0,29,0.5172413793103449,0.4827586206896552,0.0,16.205071017361526
2021-08-27,154.17999267578125,25,177.48,180.0,29,0.5172413793103449,0.4827586206896552,0.0,15.112211980198609
2021-08-30,156.02000427246094,25,177.48,180.0,29,0.5172413793103449,0.4827586206896552,0.0,13.754643725084769
2021-08-31,154.99000549316406,25,177.48,180.0,29,0.5172413793103449,0.4827586206896552,0.0,14.51060952948211
2021-09-01,156.58999633789062,25,177.48,180.0,29,0.5172413793103449,0.4827586206896552,0.0,13.340573568334978
2021-09-02,157.1999969482422,25,177.48,180.0,29,0.5172413793103449,0.4827586206896552,0.0,12.900765550545756
2021-09-03,158.0,25,177.48,180.0,29,0.5172413793103449,0.4827586206896552,0.0,12.329113924050628
2021-09-07,165.0,25,177.48,180.0,29,0.5172413793103449,0.4827586206896552,0.0,7.56363636363635
2021-09-08,163.92999267578125,25,177.48,180.0,29,0.5172413793103449,0.4827586206896552,0.0,8.265728011723738
2021-09-09,166.0,25,177.48,180.0,29,0.5172413793103449,0.4827586206896552,0.0,6.915662650602394
2021-09-10,165.1999969482422,25,177.48,180.0,29,0.5172413793103449,0.4827586206896552,0.0,7.433416028212858
2021-09-13,160.32000732421875,25,177.04,180.0,29,0.5172413793103449,0.4827586206896552,0.034482758620689655,10.42913667161207
2021-09-14,163.3000030517578,25,177.04,180.0,29,0.5172413793103449,0.4827586206896552,0.034482758620689655,8.413960007022968
2021-09-15,166.3699951171875,25,177.04,180.0,29,0.5172413793103449,0.4827586206896552,0.034482758620689655,6.413419003406684
2021-09-16,168.14999389648438,25,177.04,180.0,29,0.5172413793103449,0.4827586206896552,0.034482758620689655,5.2869500007168835
2021-09-17,166.58999633789062,25,177.04,180.0,29,0.5172413793103449,0.4827586206896552,0.034482758620689655,6.272887863514853
2021-09-20,161.63999938964844,25,177.04,180.0,29,0.5172413793103449,0.4827586206896552,0.034482758620689655,9.527345130228815
2021-09-21,169.2899932861328,25,177.04,180.0,29,0.5172413793103449,0.4827586206896552,0.034482758620689655,4.577947321888165
2021-09-22,169.9600067138672,25,177.04,180.0,29,0.5172413793103449,0.4827586206896552,0.034482758620689655,4.1656819289564995
2021-09-23,175.1300048828125,25,177.04,180.0,29,0.5172413793103449,0.4827586206896552,0.034482758620689655,1.0906155792467231
2021-09-24,175.8800048828125,25,177.04,180.0,29,0.5172413793103449,0.4827586206896552,0.034482758620689655,0.6595378013324327
2021-09-27,174.25999450683594,26,176.76923076923077,176.0,30,0.5,0.5,0.03333333333333333,1.4399382196103483
2021-09-28,168.5800018310547,26,176.76923076923077,176.0,30,0.5,0.5,0.03333333333333333,4.857770108688841
2021-09-29,168.07000732421875,26,176.76923076923077,176.0,30,0.5,0.5,0.03333333333333333,5.175952321005495
2021-09-30,167.75,26,176.76923076923077,176.0,30,0.5,0.5,0.03333333333333333,5.376590622492272
2021-10-01,173.00999450683594,26,177.15384615384616,176.0,30,0.5,0.5,0.03333333333333333,2.3951515973526627
2021-10-04,164.5,26,177.15384615384616,176.0,30,0.5,0.5,0.03333333333333333,7.692307692307687
2021-10-05,164.74000549316406,26,177.15384615384616,176.0,30,0.5,0.5,0.03333333333333333,7.535413528438428
2021-10-06,167.25,26,177.15384615384616,176.0,30,0.5,0.5,0.03333333333333333,5.921582154766014
2021-10-07,169.60000610351562,26,177.15384615384616,176.0,30,0.5,0.5,0.03333333333333333,4.453914963729444
2021-10-08,169.97000122070312,26,177.15384615384616,176.0,30,0.5,0.5,0.03333333333333333,4.226536966258498
2021-10-11,166.6699981689453,26,177.15384615384616,176.0,30,0.5,0.5,0.03333333333333333,6.290183056385401
2021-10-12,172.75,26,177.15384615384616,176.0,31,0.5161290322580645,0.4838709677419355,0.03225806451612903,2.54925971279083
2021-10-13,173.5800018310547,26,177.15384615384616,176.0,31,0.5161290322580645,0.4838709677419355,0.03225806451612903,2.058903263677747
2021-10-14,170.5,26,177.15384615384616,176.0,31,0.5161290322580645,0.4838709677419355,0.03225806451612903,3.9025490638394
2021-10-15,169.17999267578125,26,177.15384615384616,176.0,31,0.5161290322580645,0.4838709677419355,0.03225806451612903,4.713236684757471
2021-10-18,172.32000732421875,26,177.15384615384616,176.0,31,0.5161290322580645,0.4838709677419355,0.03225806451612903,2.8051524049279797
2021-10-19,170.74000549316406,26,177.15384615384616,176.0,31,0.5161290322580645,0.4838709677419355,0.03225806451612903,3.756495522040315
2021-10-20,169.75999450683594,26,177.15384615384616,176.0,31,0.5161290322580645,0.4838709677419355,0.03225806451612903,4.355473542803678
2021-10-21,170.5,26,177.15384615384616,176.0,31,0.5161290322580645,0.4838709677419355,0.03225806451612903,3.9025490638394
2021-10-22,166.63999938964844,26,177.15384615384616,176.0,31,0.5161290322580645,0.4838709677419355,0.03225806451612903,6.309317572435624
2021-10-25,169.24000549316406,26,177.53846153846155,176.0,31,0.5161290322580645,0.4838709677419355,0.03225806451612903,4.903365502214352
2021-10-26,171.13999938964844,26,177.53846153846155,176.0,31,0.5161290322580645,0.4838709677419355,0.03225806451612903,3.7387297952743426
2021-10-27,169.10000610351562,26,177.53846153846155,176.0,31,0.5161290322580645,0.4838709677419355,0.03225806451612903,4.990215925705099
2021-10-28,171.6999969482422,26,177.53846153846155,176.0,31,0.5161290322580645,0.4838709677419355,0.03225806451612903,3.4003871252131335
2021-10-29,170.66000366210938,26,177.53846153846155,176.0,31,0.5161290322580645,0.4838709677419355,0.03225806451612903,4.030503766993276
2021-11-01,174.60000610351562,26,177.53846153846155,176.0,31,0.5161290322580645,0.4838709677419355,0.03225806451612903,1.6829641078040858
2021-11-02,172.8699951171875,26,177.53846153846155,176.0,31,0.5161290322580645,0.4838709677419355,0.03225806451612903,2.7005649060783066
2021-11-03,172.8699951171875,26,177.53846153846155,176.0,31,0.5161290322580645,0.4838709677419355,0.03225806451612903,2.7005649060783066
2021-11-04,178.4499969482422,26,177.53846153846155,176.0,31,0.5161290322580645,0.4838709677419355,0.03225806451612903,-0.5108071870939979
2021-11-05,201.6199951171875,26,180.8846153846154,180.0,31,0.5161290322580645,0.4838709677419355,0.03225806451612903,-10.284386586022931
2021-11-08,200.32000732421875,26,182.23076923076923,180.0,31,0.5161290322580645,0.4838709677419355,0.03225806451612903,-9.030170443320728
2021-11-09,194.67999267578125,26,182.23076923076923,180.0,31,0.5161290322580645,0.4838709677419355,0.03225806451612903,-6.394711276646115
2021-11-10,192.22000122070312,26,182.23076923076923,180.0,31,0.5161290322580645,0.4838709677419355,0.03225806451612903,-5.196770329048361
2021-11-11,191.6100006103516,26,182.23076923076923,180.0,31,0.5161290322580645,0.4838709677419355,0.03225806451612903,-4.894959213875005
2021-11-12,206.5399932861328,26,182.23076923076923,180.0,31,0.5161290322580645,0.4838709677419355,0.03225806451612903,-11.769741863836746
2021-11-15,207.2100067138672,26,182.23076923076923,180.0,31,0.5161290322580645,0.4838709677419355,0.03225806451612903,-12.055034348602367
2021-11-16,207.0399932861328,26,182.23076923076923,180.0,31,0.5161290322580645,0.4838709677419355,0.03225806451612903,-11.982817262303913
2021-11-17,199.1100006103516,26,184.15384615384616,180.0,31,0.5161290322580645,0.4838709677419355,0.03225806451612903,-7.511503395439134
2021-11-18,204.3300018310547,26,184.15384615384616,180.0,31,0.5161290322580645,0.4838709677419355,0.03225806451612903,-9.874299171147015
2021-11-19,196.4199981689453,26,184.15384615384616,180.0,31,0.5161290322580645,0.4838709677419355,0.03225806451612903,-6.244859041567019
2021-11-22,181.72999572753903,26,184.15384615384616,180.0,31,0.5161290322580645,0.4838709677419355,0.03225806451612903,1.3337646416616389
2021-11-23,178.27000427246094,26,184.15384615384616,180.0,31,0.5161290322580645,0.4838709677419355,0.03225806451612903,3.3005226568529
