target,horizon_q,method,object,spec_id,rank_W1_equal,rank_W1_recency,rank_W2_equal,rank_W2_recency,disagree_W1_eq_vs_rw,disagree_W2_eq_vs_rw,disagree_W1_vs_W2_equal
adj_ebitda_margin_pct,0,margin-ts,incremental_margin,k8_ew,51.0,48.0,26.0,43.0,3.0,-17.0,25.0
adj_ebitda_margin_pct,0,margin-ts,incremental_margin,k8_median,49.0,45.0,24.0,41.0,4.0,-17.0,25.0
adj_ebitda_margin_pct,0,margin-ts,incremental_margin,k8_rw,50.0,51.0,25.0,48.0,-1.0,-23.0,25.0
adj_ebitda_margin_pct,0,margin-ts,pct_rev_seasonal,drift_k4_ew,70.0,69.0,69.0,69.0,1.0,0.0,1.0
adj_ebitda_margin_pct,0,margin-ts,pct_rev_seasonal,drift_k4_rw,66.0,67.0,66.0,66.0,-1.0,0.0,0.0
adj_ebitda_margin_pct,0,margin-ts,pct_rev_seasonal,drift_k8_rw,74.0,74.0,68.0,70.0,0.0,-2.0,6.0
adj_ebitda_margin_pct,0,margin-ts,pct_rev_seasonal,nodrift,29.0,42.0,45.0,45.0,-13.0,0.0,-16.0
adj_ebitda_margin_pct,0,margin-ts,per_night_seasonal,g_k4_ew,47.0,41.0,58.0,44.0,6.0,14.0,-11.0
adj_ebitda_margin_pct,0,margin-ts,per_night_seasonal,g_k4_rw,41.0,36.0,51.0,40.0,5.0,11.0,-10.0
adj_ebitda_margin_pct,0,margin-ts,per_night_seasonal,g_k8_rw,52.0,38.0,42.0,39.0,14.0,3.0,10.0
adj_ebitda_margin_pct,0,margin-ts,per_night_seasonal,nogrowth,53.0,70.0,72.0,74.0,-17.0,-2.0,-19.0
adj_ebitda_margin_pct,0,margin-ts,q_sentence_direction,k_abs_rw,69.0,39.0,13.0,10.0,30.0,3.0,56.0
adj_ebitda_margin_pct,0,margin-ts,q_sentence_direction,k_fit_ew,46.0,50.0,52.0,53.0,-4.0,-1.0,-6.0
adj_ebitda_margin_pct,0,margin-ts,q_sentence_direction,k_fit_median,18.0,15.0,21.0,16.0,3.0,5.0,-3.0
adj_ebitda_margin_pct,0,margin-ts,q_sentence_direction,k_fit_rw,19.0,16.0,23.0,22.0,3.0,1.0,-4.0
adj_ebitda_margin_pct,0,margin-ts,sarima_margin,lines_aicc,17.0,22.0,19.0,20.0,-5.0,-1.0,-2.0
adj_ebitda_margin_pct,0,margin-ts,sarima_margin,margin_aicc,64.0,63.0,61.0,63.0,1.0,-2.0,3.0
adj_ebitda_margin_pct,0,margin-ts,yoy_margin_change,k2_ew,60.0,65.0,64.0,68.0,-5.0,-4.0,-4.0
adj_ebitda_margin_pct,0,margin-ts,yoy_margin_change,k2_rw,57.0,64.0,62.0,65.0,-7.0,-3.0,-5.0
adj_ebitda_margin_pct,0,margin-ts,yoy_margin_change,k4_ew,68.0,68.0,70.0,67.0,0.0,3.0,-2.0
adj_ebitda_margin_pct,0,margin-ts,yoy_margin_change,k4_rw,65.0,66.0,67.0,64.0,-1.0,3.0,-2.0
adj_ebitda_margin_pct,0,margin-ts,yoy_margin_change,k4_rw_shrink50,59.0,62.0,60.0,62.0,-3.0,-2.0,-1.0
adj_ebitda_margin_pct,0,street-bias,dispersion_conditioned,ew,11.0,11.0,15.0,13.0,0.0,2.0,-4.0
adj_ebitda_margin_pct,0,street-bias,dispersion_conditioned,ew_usd,12.0,12.0,16.0,14.0,0.0,2.0,-4.0
adj_ebitda_margin_pct,0,street-bias,dispersion_conditioned,rw_hl4,2.0,1.0,1.0,1.0,1.0,0.0,1.0
adj_ebitda_margin_pct,0,street-bias,dispersion_conditioned,rw_hl4_from21,34.0,13.0,22.0,11.0,21.0,11.0,12.0
adj_ebitda_margin_pct,0,street-bias,dispersion_conditioned,rw_hl4_med,1.0,3.0,3.0,3.0,-2.0,0.0,-2.0
adj_ebitda_margin_pct,0,street-bias,dispersion_conditioned,rw_hl4_usd,3.0,2.0,2.0,2.0,1.0,0.0,1.0
adj_ebitda_margin_pct,0,street-bias,street_plus_bias,ew,44.0,56.0,55.0,60.0,-12.0,-5.0,-11.0
adj_ebitda_margin_pct,0,street-bias,street_plus_bias,ew_usd,45.0,57.0,56.0,61.0,-12.0,-5.0,-11.0
adj_ebitda_margin_pct,0,street-bias,street_plus_bias,rw_hl4,6.0,4.0,8.0,4.0,2.0,4.0,-2.0
adj_ebitda_margin_pct,0,street-bias,street_plus_bias,rw_hl4_from21,62.0,40.0,33.0,30.0,22.0,3.0,29.0
adj_ebitda_margin_pct,0,street-bias,street_plus_bias,rw_hl4_med,8.0,6.0,14.0,9.0,2.0,5.0,-6.0
adj_ebitda_margin_pct,0,street-bias,street_plus_bias,rw_hl4_usd,7.0,5.0,9.0,5.0,2.0,4.0,-2.0
adj_ebitda_margin_pct,0,street-bias,street_plus_flowthrough,ew,14.0,19.0,10.0,24.0,-5.0,-14.0,4.0
adj_ebitda_margin_pct,0,street-bias,street_plus_flowthrough,ew_usd,15.0,20.0,11.0,25.0,-5.0,-14.0,4.0
adj_ebitda_margin_pct,0,street-bias,street_plus_flowthrough,rw_hl4,9.0,8.0,4.0,6.0,1.0,-2.0,5.0
adj_ebitda_margin_pct,0,street-bias,street_plus_flowthrough,rw_hl4_from21,13.0,14.0,7.0,15.0,-1.0,-8.0,6.0
adj_ebitda_margin_pct,0,street-bias,street_plus_flowthrough,rw_hl4_med,4.0,7.0,6.0,8.0,-3.0,-2.0,-2.0
adj_ebitda_margin_pct,0,street-bias,street_plus_flowthrough,rw_hl4_usd,10.0,9.0,5.0,7.0,1.0,-2.0,5.0
adj_ebitda_margin_pct,1,alt-augmented,margin_aug,best1_eq,50.0,42.0,34.0,40.0,8.0,-6.0,16.0
adj_ebitda_margin_pct,1,alt-augmented,margin_aug,best1_rw,56.0,54.0,50.0,55.0,2.0,-5.0,6.0
adj_ebitda_margin_pct,1,alt-augmented,margin_aug,none_eq,32.0,36.0,28.0,36.0,-4.0,-8.0,4.0
adj_ebitda_margin_pct,1,alt-augmented,margin_aug,none_rw,42.0,47.0,41.0,46.0,-5.0,-5.0,1.0
adj_ebitda_margin_pct,1,alt-augmented,margin_aug,ridge_all_eq,34.0,38.0,30.0,39.0,-4.0,-9.0,4.0
adj_ebitda_margin_pct,1,alt-augmented,margin_aug,ridge_all_rw,44.0,49.0,43.0,48.0,-5.0,-5.0,1.0
adj_ebitda_margin_pct,1,alt-augmented,margin_aug,surv_emp_computer_systems_design_rw,49.0,53.0,49.0,54.0,-4.0,-5.0,0.0
adj_ebitda_margin_pct,1,baselines-margin,guide_implied,guide_implied|adj_ebitda_margin_pct|h1|PIT,41.0,31.0,21.0,27.0,10.0,-6.0,20.0
adj_ebitda_margin_pct,1,baselines-margin,seasonal_naive,seasonal_naive|adj_ebitda_margin_pct|h1|PIT,19.0,23.0,8.0,18.0,-4.0,-10.0,11.0
adj_ebitda_margin_pct,1,baselines-margin,seasonal_naive_drift,seasonal_naive_drift|adj_ebitda_margin_pct|h1|PIT,65.0,67.0,65.0,66.0,-2.0,-1.0,0.0
adj_ebitda_margin_pct,1,baselines-margin,street,street|adj_ebitda_margin_pct|h1|PIT,1.0,1.0,1.0,1.0,0.0,0.0,0.0
adj_ebitda_margin_pct,1,baselines-margin,trailing4,trailing4|adj_ebitda_margin_pct|h1|PIT,70.0,70.0,70.0,70.0,0.0,0.0,0.0
adj_ebitda_margin_pct,1,cycle-flex,flex_margin,dl_rw,52.0,51.0,48.0,52.0,1.0,-4.0,4.0
adj_ebitda_margin_pct,1,cycle-flex,flex_margin,l0_eq,28.0,30.0,24.0,28.0,-2.0,-4.0,4.0
adj_ebitda_margin_pct,1,cycle-flex,flex_margin,l0_rw,37.0,40.0,38.0,42.0,-3.0,-4.0,-1.0
adj_ebitda_margin_pct,1,driver-lines,margin_v2,a_unit_eq,31.0,43.0,35.0,44.0,-12.0,-9.0,-4.0
adj_ebitda_margin_pct,1,driver-lines,margin_v2,a_unit_rw,38.0,50.0,40.0,53.0,-12.0,-13.0,-2.0
adj_ebitda_margin_pct,1,driver-lines,margin_v2,b_elastic_eq,33.0,37.0,29.0,37.0,-4.0,-8.0,4.0
adj_ebitda_margin_pct,1,driver-lines,margin_v2,b_elastic_rw,43.0,48.0,42.0,47.0,-5.0,-5.0,1.0
adj_ebitda_margin_pct,1,driver-lines,margin_v2,c_mix_rw,45.0,52.0,45.0,51.0,-7.0,-6.0,0.0
adj_ebitda_margin_pct,1,driver-lines,margin_v2,d_steps_rw,47.0,45.0,39.0,43.0,2.0,-4.0,8.0
adj_ebitda_margin_pct,1,guide-policy-margin,actual_given_guide,equal,68.0,69.0,67.0,69.0,-1.0,-2.0,1.0
adj_ebitda_margin_pct,1,guide-policy-margin,actual_given_guide,last,26.0,15.0,3.0,3.0,11.0,0.0,23.0
adj_ebitda_margin_pct,1,guide-policy-margin,actual_given_guide,last_pin,53.0,19.0,2.0,2.0,34.0,0.0,51.0
adj_ebitda_margin_pct,1,guide-policy-margin,actual_given_guide,nocushion,22.0,24.0,13.0,19.0,-2.0,-6.0,9.0
adj_ebitda_margin_pct,1,guide-policy-margin,actual_given_guide,nocushion_pin,23.0,25.0,14.0,20.0,-2.0,-6.0,9.0
adj_ebitda_margin_pct,1,guide-policy-margin,actual_given_guide,nov_sentence_pin,14.0,14.0,4.0,9.0,0.0,-5.0,10.0
adj_ebitda_margin_pct,1,guide-policy-margin,actual_given_guide,rw_hl4,59.0,39.0,47.0,33.0,20.0,14.0,12.0
adj_ebitda_margin_pct,1,guide-policy-margin,actual_given_guide,rw_hl4_pin,67.0,63.0,61.0,45.0,4.0,16.0,6.0
adj_ebitda_margin_pct,1,guide-policy-margin,actual_given_guide,rw_hl4_prorata,55.0,35.0,44.0,35.0,20.0,9.0,11.0
adj_ebitda_margin_pct,1,margin-ts,ensemble_simple,eq4,54.0,46.0,53.0,57.0,8.0,-4.0,1.0
adj_ebitda_margin_pct,1,margin-ts,ensemble_simple,invmae4,40.0,44.0,52.0,50.0,-4.0,2.0,-12.0
adj_ebitda_margin_pct,1,margin-ts,incremental_margin,k4_ew,27.0,29.0,36.0,32.0,-2.0,4.0,-9.0
adj_ebitda_margin_pct,1,margin-ts,incremental_margin,k4_rw,30.0,33.0,37.0,34.0,-3.0,3.0,-7.0
adj_ebitda_margin_pct,1,margin-ts,incremental_margin,k8_ew,21.0,21.0,19.0,22.0,0.0,-3.0,2.0
adj_ebitda_margin_pct,1,margin-ts,incremental_margin,k8_median,18.0,20.0,20.0,25.0,-2.0,-5.0,-2.0
adj_ebitda_margin_pct,1,margin-ts,incremental_margin,k8_rw,25.0,26.0,25.0,26.0,-1.0,-1.0,0.0
adj_ebitda_margin_pct,1,margin-ts,pct_rev_seasonal,drift_k4_ew,66.0,59.0,56.0,56.0,7.0,0.0,10.0
adj_ebitda_margin_pct,1,margin-ts,pct_rev_seasonal,drift_k4_rw,64.0,60.0,59.0,59.0,4.0,0.0,5.0
adj_ebitda_margin_pct,1,margin-ts,pct_rev_seasonal,drift_k8_rw,69.0,68.0,66.0,62.0,1.0,4.0,3.0
adj_ebitda_margin_pct,1,margin-ts,pct_rev_seasonal,nodrift,20.0,22.0,7.0,17.0,-2.0,-10.0,13.0
adj_ebitda_margin_pct,1,margin-ts,per_night_seasonal,g_k4_ew,39.0,58.0,58.0,63.0,-19.0,-5.0,-19.0
adj_ebitda_margin_pct,1,margin-ts,per_night_seasonal,g_k4_rw,51.0,62.0,60.0,64.0,-11.0,-4.0,-9.0
adj_ebitda_margin_pct,1,margin-ts,per_night_seasonal,g_k8_rw,35.0,57.0,62.0,65.0,-22.0,-3.0,-27.0
adj_ebitda_margin_pct,1,margin-ts,per_night_seasonal,nogrowth,24.0,27.0,46.0,30.0,-3.0,16.0,-22.0
adj_ebitda_margin_pct,1,margin-ts,sarima_margin,lines_aicc,36.0,41.0,33.0,41.0,-5.0,-8.0,3.0
adj_ebitda_margin_pct,1,margin-ts,sarima_margin,margin_aicc,48.0,34.0,51.0,38.0,14.0,13.0,-3.0
adj_ebitda_margin_pct,1,margin-ts,yoy_margin_change,k2_ew,57.0,61.0,63.0,60.0,-4.0,3.0,-6.0
adj_ebitda_margin_pct,1,margin-ts,yoy_margin_change,k2_rw,58.0,64.0,64.0,61.0,-6.0,3.0,-6.0
adj_ebitda_margin_pct,1,margin-ts,yoy_margin_change,k4_ew,63.0,55.0,55.0,49.0,8.0,6.0,8.0
adj_ebitda_margin_pct,1,margin-ts,yoy_margin_change,k4_rw,60.0,56.0,57.0,58.0,4.0,-1.0,3.0
adj_ebitda_margin_pct,1,margin-ts,yoy_margin_change,k4_rw_shrink50,29.0,32.0,32.0,29.0,-3.0,3.0,-3.0
adj_ebitda_margin_pct,1,street-bias,dispersion_conditioned,ew,12.0,17.0,26.0,23.0,-5.0,3.0,-14.0
adj_ebitda_margin_pct,1,street-bias,dispersion_conditioned,ew_usd,13.0,18.0,27.0,24.0,-5.0,3.0,-14.0
adj_ebitda_margin_pct,1,street-bias,dispersion_conditioned,rw_hl4,3.0,4.0,9.0,6.0,-1.0,3.0,-6.0
adj_ebitda_margin_pct,1,street-bias,dispersion_conditioned,rw_hl4_from21,11.0,8.0,18.0,14.0,3.0,4.0,-7.0
adj_ebitda_margin_pct,1,street-bias,dispersion_conditioned,rw_hl4_med,7.0,9.0,12.0,10.0,-2.0,2.0,-5.0
adj_ebitda_margin_pct,1,street-bias,dispersion_conditioned,rw_hl4_usd,4.0,5.0,10.0,7.0,-1.0,3.0,-6.0
adj_ebitda_margin_pct,1,street-bias,street_plus_bias,ew,61.0,65.0,68.0,67.0,-4.0,1.0,-7.0
adj_ebitda_margin_pct,1,street-bias,street_plus_bias,ew_usd,62.0,66.0,69.0,68.0,-4.0,1.0,-7.0
adj_ebitda_margin_pct,1,street-bias,street_plus_bias,rw_hl4,16.0,12.0,22.0,15.0,4.0,7.0,-6.0
adj_ebitda_margin_pct,1,street-bias,street_plus_bias,rw_hl4_from21,46.0,28.0,54.0,31.0,18.0,23.0,-8.0
adj_ebitda_margin_pct,1,street-bias,street_plus_bias,rw_hl4_med,15.0,16.0,31.0,21.0,-1.0,10.0,-16.0
adj_ebitda_margin_pct,1,street-bias,street_plus_bias,rw_hl4_usd,17.0,13.0,23.0,16.0,4.0,7.0,-6.0
adj_ebitda_margin_pct,1,street-bias,street_plus_flowthrough,ew,8.0,10.0,15.0,12.0,-2.0,3.0,-7.0
adj_ebitda_margin_pct,1,street-bias,street_plus_flowthrough,ew_usd,9.0,11.0,16.0,13.0,-2.0,3.0,-7.0
adj_ebitda_margin_pct,1,street-bias,street_plus_flowthrough,rw_hl4,5.0,2.0,5.0,4.0,3.0,1.0,0.0
adj_ebitda_margin_pct,1,street-bias,street_plus_flowthrough,rw_hl4_from21,10.0,6.0,11.0,8.0,4.0,3.0,-1.0
adj_ebitda_margin_pct,1,street-bias,street_plus_flowthrough,rw_hl4_med,2.0,7.0,17.0,11.0,-5.0,6.0,-15.0
adj_ebitda_margin_pct,1,street-bias,street_plus_flowthrough,rw_hl4_usd,6.0,3.0,6.0,5.0,3.0,1.0,0.0
adj_ebitda_margin_pct,2,alt-augmented,margin_aug,best1_eq,29.0,17.0,10.0,9.0,12.0,1.0,19.0
adj_ebitda_margin_pct,2,alt-augmented,margin_aug,best1_rw,32.0,31.0,20.0,17.0,1.0,3.0,12.0
adj_ebitda_margin_pct,2,alt-augmented,margin_aug,none_eq,16.0,11.0,12.0,11.0,5.0,1.0,4.0
adj_ebitda_margin_pct,2,alt-augmented,margin_aug,none_rw,24.0,22.0,22.0,19.0,2.0,3.0,2.0
adj_ebitda_margin_pct,2,alt-augmented,margin_aug,ridge_all_eq,18.0,13.0,14.0,13.0,5.0,1.0,4.0
adj_ebitda_margin_pct,2,alt-augmented,margin_aug,ridge_all_rw,27.0,21.0,21.0,18.0,6.0,3.0,6.0
adj_ebitda_margin_pct,2,alt-augmented,margin_aug,surv_emp_computer_systems_design_rw,26.0,24.0,24.0,21.0,2.0,3.0,2.0
adj_ebitda_margin_pct,2,baselines-margin,seasonal_naive,seasonal_naive|adj_ebitda_margin_pct|h2|PIT,8.0,5.0,5.0,4.0,3.0,1.0,3.0
adj_ebitda_margin_pct,2,baselines-margin,seasonal_naive_drift,seasonal_naive_drift|adj_ebitda_margin_pct|h2|PIT,43.0,41.0,40.0,38.0,2.0,2.0,3.0
adj_ebitda_margin_pct,2,baselines-margin,trailing4,trailing4|adj_ebitda_margin_pct|h2|PIT,50.0,50.0,50.0,50.0,0.0,0.0,0.0
adj_ebitda_margin_pct,2,cycle-flex,flex_margin,dl_rw,34.0,33.0,30.0,29.0,1.0,1.0,4.0
adj_ebitda_margin_pct,2,cycle-flex,flex_margin,l0_eq,15.0,9.0,15.0,10.0,6.0,5.0,0.0
adj_ebitda_margin_pct,2,cycle-flex,flex_margin,l0_rw,28.0,26.0,28.0,24.0,2.0,4.0,0.0
adj_ebitda_margin_pct,2,driver-lines,margin_v2,a_unit_eq,10.0,28.0,19.0,30.0,-18.0,-11.0,-9.0
adj_ebitda_margin_pct,2,driver-lines,margin_v2,a_unit_rw,14.0,20.0,25.0,26.0,-6.0,-1.0,-11.0
adj_ebitda_margin_pct,2,driver-lines,margin_v2,b_elastic_eq,17.0,12.0,13.0,12.0,5.0,1.0,4.0
adj_ebitda_margin_pct,2,driver-lines,margin_v2,b_elastic_rw,25.0,23.0,23.0,20.0,2.0,3.0,2.0
adj_ebitda_margin_pct,2,driver-lines,margin_v2,c_mix_rw,23.0,19.0,17.0,16.0,4.0,1.0,6.0
adj_ebitda_margin_pct,2,driver-lines,margin_v2,d_steps_rw,21.0,30.0,29.0,31.0,-9.0,-2.0,-8.0
adj_ebitda_margin_pct,2,guide-policy-margin,actual_given_guide,equal,47.0,49.0,48.0,49.0,-2.0,-1.0,-1.0
adj_ebitda_margin_pct,2,guide-policy-margin,actual_given_guide,last,35.0,10.0,1.0,1.0,25.0,0.0,34.0
adj_ebitda_margin_pct,2,guide-policy-margin,actual_given_guide,last_pin,42.0,32.0,2.0,2.0,10.0,0.0,40.0
adj_ebitda_margin_pct,2,guide-policy-margin,actual_given_guide,nocushion,30.0,34.0,6.0,27.0,-4.0,-21.0,24.0
adj_ebitda_margin_pct,2,guide-policy-margin,actual_given_guide,nocushion_pin,31.0,35.0,7.0,32.0,-4.0,-25.0,24.0
adj_ebitda_margin_pct,2,guide-policy-margin,actual_given_guide,nov_sentence_pin,22.0,29.0,3.0,14.0,-7.0,-11.0,19.0
adj_ebitda_margin_pct,2,guide-policy-margin,actual_given_guide,rw_hl4,44.0,44.0,37.0,40.0,0.0,-3.0,7.0
adj_ebitda_margin_pct,2,guide-policy-margin,actual_given_guide,rw_hl4_pin,46.0,46.0,45.0,43.0,0.0,2.0,1.0
adj_ebitda_margin_pct,2,guide-policy-margin,actual_given_guide,rw_hl4_prorata,48.0,47.0,47.0,47.0,1.0,0.0,1.0
adj_ebitda_margin_pct,2,margin-ts,ensemble_simple,eq4,20.0,14.0,31.0,25.0,6.0,6.0,-11.0
adj_ebitda_margin_pct,2,margin-ts,ensemble_simple,invmae4,4.0,6.0,27.0,15.0,-2.0,12.0,-23.0
adj_ebitda_margin_pct,2,margin-ts,incremental_margin,k4_ew,5.0,8.0,26.0,22.0,-3.0,4.0,-21.0
adj_ebitda_margin_pct,2,margin-ts,incremental_margin,k4_rw,7.0,7.0,16.0,8.0,0.0,8.0,-9.0
adj_ebitda_margin_pct,2,margin-ts,incremental_margin,k8_ew,1.0,1.0,8.0,6.0,0.0,2.0,-7.0
adj_ebitda_margin_pct,2,margin-ts,incremental_margin,k8_median,2.0,2.0,11.0,7.0,0.0,4.0,-9.0
adj_ebitda_margin_pct,2,margin-ts,incremental_margin,k8_rw,3.0,3.0,9.0,5.0,0.0,4.0,-6.0
adj_ebitda_margin_pct,2,margin-ts,pct_rev_seasonal,drift_k4_ew,41.0,43.0,42.0,44.0,-2.0,-2.0,-1.0
adj_ebitda_margin_pct,2,margin-ts,pct_rev_seasonal,drift_k4_rw,39.0,39.0,39.0,41.0,0.0,-2.0,0.0
adj_ebitda_margin_pct,2,margin-ts,pct_rev_seasonal,drift_k8_rw,49.0,48.0,46.0,46.0,1.0,0.0,3.0
adj_ebitda_margin_pct,2,margin-ts,pct_rev_seasonal,nodrift,9.0,4.0,4.0,3.0,5.0,1.0,5.0
adj_ebitda_margin_pct,2,margin-ts,per_night_seasonal,g_k4_ew,6.0,16.0,33.0,33.0,-10.0,0.0,-27.0
adj_ebitda_margin_pct,2,margin-ts,per_night_seasonal,g_k4_rw,12.0,25.0,34.0,34.0,-13.0,0.0,-22.0
adj_ebitda_margin_pct,2,margin-ts,per_night_seasonal,g_k8_rw,13.0,27.0,35.0,35.0,-14.0,0.0,-22.0
adj_ebitda_margin_pct,2,margin-ts,per_night_seasonal,nogrowth,19.0,18.0,32.0,28.0,1.0,4.0,-13.0
adj_ebitda_margin_pct,2,margin-ts,sarima_margin,lines_aicc,33.0,38.0,36.0,39.0,-5.0,-3.0,-3.0
adj_ebitda_margin_pct,2,margin-ts,sarima_margin,margin_aicc,45.0,45.0,49.0,48.0,0.0,1.0,-4.0
adj_ebitda_margin_pct,2,margin-ts,yoy_margin_change,k2_ew,36.0,36.0,44.0,36.0,0.0,8.0,-8.0
adj_ebitda_margin_pct,2,margin-ts,yoy_margin_change,k2_rw,37.0,37.0,43.0,37.0,0.0,6.0,-6.0
adj_ebitda_margin_pct,2,margin-ts,yoy_margin_change,k4_ew,40.0,42.0,41.0,45.0,-2.0,-4.0,-1.0
adj_ebitda_margin_pct,2,margin-ts,yoy_margin_change,k4_rw,38.0,40.0,38.0,42.0,-2.0,-4.0,0.0
adj_ebitda_margin_pct,2,margin-ts,yoy_margin_change,k4_rw_shrink50,11.0,15.0,18.0,23.0,-4.0,-5.0,-7.0
adj_ebitda_musd,0,alt-augmented,margin_aug,best1_eq,46.0,54.0,54.0,57.0,-8.0,-3.0,-8.0
adj_ebitda_musd,0,alt-augmented,margin_aug,best1_rw,42.0,53.0,56.0,58.0,-11.0,-2.0,-14.0
adj_ebitda_musd,0,alt-augmented,margin_aug,none_eq,25.0,27.0,30.0,31.0,-2.0,-1.0,-5.0
adj_ebitda_musd,0,alt-augmented,margin_aug,none_rw,33.0,34.0,39.0,37.0,-1.0,2.0,-6.0
adj_ebitda_musd,0,alt-augmented,margin_aug,ridge_all_eq,22.0,23.0,28.0,23.0,-1.0,5.0,-6.0
adj_ebitda_musd,0,alt-augmented,margin_aug,ridge_all_rw,28.0,24.0,34.0,28.0,4.0,6.0,-6.0
