target,horizon_q,window,weighting,method,object,spec_id,n,mae,oracle,thin
adj_ebitda_margin_pct,1,W1,equal,margin-ts,q_sentence_direction,k_fit_ew,1,0.7407553723270546,False,True
adj_ebitda_margin_pct,1,W1,equal,margin-ts,q_sentence_direction,k_fit_median,1,1.0293901641184675,False,True
adj_ebitda_margin_pct,1,W1,equal,driver-lines,margin_v2,e_revknown_rw,13,2.3631026196403577,True,False
adj_ebitda_margin_pct,1,W1,equal,baselines-margin,q_guide_implied,q_guide_implied|adj_ebitda_margin_pct|h1|PIT,1,2.553037692468472,False,True
adj_ebitda_margin_pct,1,W1,equal,cycle-flex,flex_margin,revknown_rw,13,2.578571667650275,True,False
adj_ebitda_margin_pct,1,W1,equal,margin-ts,incremental_margin,k4_rw_revknown,13,2.7881241331141453,True,False
adj_ebitda_margin_pct,1,W1,equal,margin-ts,per_night_seasonal,g_k4_rw_nightsknown,13,3.0670590749094675,True,False
adj_ebitda_margin_pct,1,W1,equal,guide-policy-margin,actual_given_guide,rw_hl4_revknown,13,3.8515612126815166,True,False
adj_ebitda_margin_pct,1,W1,equal,margin-ts,pct_rev_seasonal,drift_k4_rw_revknown,13,3.888393093347017,True,False
adj_ebitda_margin_pct,1,W1,recency,margin-ts,q_sentence_direction,k_abs_rw,1,0.2485778549628285,False,True
adj_ebitda_margin_pct,1,W1,recency,margin-ts,q_sentence_direction,k_fit_rw,1,0.4608572323738755,False,True
adj_ebitda_margin_pct,1,W1,recency,margin-ts,q_sentence_direction,k_fit_ew,1,0.7407553723270546,False,True
adj_ebitda_margin_pct,1,W1,recency,margin-ts,q_sentence_direction,k_fit_median,1,1.0293901641184675,False,True
adj_ebitda_margin_pct,1,W1,recency,driver-lines,margin_v2,e_revknown_rw,13,1.6338481491762415,True,False
adj_ebitda_margin_pct,1,W1,recency,cycle-flex,flex_margin,revknown_rw,13,1.8824515125039043,True,False
adj_ebitda_margin_pct,1,W1,recency,margin-ts,incremental_margin,k4_rw_revknown,13,2.400032088218424,True,False
adj_ebitda_margin_pct,1,W1,recency,baselines-margin,q_guide_implied,q_guide_implied|adj_ebitda_margin_pct|h1|PIT,1,2.553037692468472,False,True
adj_ebitda_margin_pct,1,W1,recency,margin-ts,per_night_seasonal,g_k4_rw_nightsknown,13,2.689078142534307,True,False
adj_ebitda_margin_pct,1,W1,recency,guide-policy-margin,actual_given_guide,rw_hl4_revknown,13,2.691180752938773,True,False
adj_ebitda_margin_pct,1,W1,recency,margin-ts,pct_rev_seasonal,drift_k4_rw_revknown,13,2.96860674041416,True,False
adj_ebitda_margin_pct,1,W2,equal,margin-ts,q_sentence_direction,k_abs_rw,1,0.2485778549628285,False,True
adj_ebitda_margin_pct,1,W2,equal,margin-ts,q_sentence_direction,k_fit_rw,1,0.4608572323738755,False,True
adj_ebitda_margin_pct,1,W2,equal,margin-ts,q_sentence_direction,k_fit_ew,1,0.7407553723270546,False,True
adj_ebitda_margin_pct,1,W2,equal,margin-ts,q_sentence_direction,k_fit_median,1,1.0293901641184675,False,True
adj_ebitda_margin_pct,1,W2,equal,driver-lines,margin_v2,e_revknown_rw,9,1.4747209145780251,True,False
adj_ebitda_margin_pct,1,W2,equal,cycle-flex,flex_margin,revknown_rw,9,1.7935181517723338,True,False
adj_ebitda_margin_pct,1,W2,equal,margin-ts,incremental_margin,k4_rw_revknown,9,2.285943643565268,True,False
adj_ebitda_margin_pct,1,W2,equal,baselines-margin,q_guide_implied,q_guide_implied|adj_ebitda_margin_pct|h1|PIT,1,2.553037692468472,False,True
adj_ebitda_margin_pct,1,W2,equal,guide-policy-margin,actual_given_guide,rw_hl4_revknown,9,2.7148775404252907,True,False
adj_ebitda_margin_pct,1,W2,equal,margin-ts,per_night_seasonal,g_k4_rw_nightsknown,9,2.7262743468913886,True,False
adj_ebitda_margin_pct,1,W2,equal,margin-ts,pct_rev_seasonal,drift_k4_rw_revknown,9,3.0527846992786856,True,False
adj_ebitda_margin_pct,1,W2,recency,margin-ts,q_sentence_direction,k_abs_rw,1,0.2485778549628285,False,True
adj_ebitda_margin_pct,1,W2,recency,margin-ts,q_sentence_direction,k_fit_rw,1,0.4608572323738755,False,True
adj_ebitda_margin_pct,1,W2,recency,margin-ts,q_sentence_direction,k_fit_ew,1,0.7407553723270546,False,True
adj_ebitda_margin_pct,1,W2,recency,margin-ts,q_sentence_direction,k_fit_median,1,1.0293901641184675,False,True
adj_ebitda_margin_pct,1,W2,recency,driver-lines,margin_v2,e_revknown_rw,9,1.2564877208599627,True,False
adj_ebitda_margin_pct,1,W2,recency,cycle-flex,flex_margin,revknown_rw,9,1.538386221385506,True,False
adj_ebitda_margin_pct,1,W2,recency,margin-ts,incremental_margin,k4_rw_revknown,9,2.220633439654454,True,False
adj_ebitda_margin_pct,1,W2,recency,guide-policy-margin,actual_given_guide,rw_hl4_revknown,9,2.2514017225758463,True,False
adj_ebitda_margin_pct,1,W2,recency,baselines-margin,q_guide_implied,q_guide_implied|adj_ebitda_margin_pct|h1|PIT,1,2.553037692468472,False,True
adj_ebitda_margin_pct,1,W2,recency,margin-ts,per_night_seasonal,g_k4_rw_nightsknown,9,2.610171971076664,True,False
adj_ebitda_margin_pct,1,W2,recency,margin-ts,pct_rev_seasonal,drift_k4_rw_revknown,9,2.668791740569385,True,False
adj_ebitda_margin_pct,2,W1,equal,driver-lines,margin_v2,e_revknown_rw,12,2.1983895178110244,True,False
adj_ebitda_margin_pct,2,W1,equal,cycle-flex,flex_margin,revknown_rw,12,2.283515855786028,True,False
adj_ebitda_margin_pct,2,W1,equal,margin-ts,incremental_margin,k4_rw_revknown,12,2.399208717954272,True,False
adj_ebitda_margin_pct,2,W1,equal,margin-ts,per_night_seasonal,g_k4_rw_nightsknown,12,2.8641287610459254,True,False
adj_ebitda_margin_pct,2,W1,equal,margin-ts,pct_rev_seasonal,drift_k4_rw_revknown,12,3.255304055231925,True,False
adj_ebitda_margin_pct,2,W1,equal,baselines-margin,guide_implied,guide_implied|adj_ebitda_margin_pct|h2|PIT,6,3.478860724022717,False,True
adj_ebitda_margin_pct,2,W1,equal,guide-policy-margin,actual_given_guide,rw_hl4_revknown,12,4.117730570388535,True,False
adj_ebitda_margin_pct,2,W1,recency,driver-lines,margin_v2,e_revknown_rw,12,1.5510307308250084,True,False
adj_ebitda_margin_pct,2,W1,recency,cycle-flex,flex_margin,revknown_rw,12,1.6956923991555923,True,False
adj_ebitda_margin_pct,2,W1,recency,margin-ts,incremental_margin,k4_rw_revknown,12,2.0395645763689445,True,False
adj_ebitda_margin_pct,2,W1,recency,baselines-margin,guide_implied,guide_implied|adj_ebitda_margin_pct|h2|PIT,6,2.288951258109527,False,True
adj_ebitda_margin_pct,2,W1,recency,margin-ts,pct_rev_seasonal,drift_k4_rw_revknown,12,2.678870316688408,True,False
adj_ebitda_margin_pct,2,W1,recency,margin-ts,per_night_seasonal,g_k4_rw_nightsknown,12,2.817244318750248,True,False
adj_ebitda_margin_pct,2,W1,recency,guide-policy-margin,actual_given_guide,rw_hl4_revknown,12,3.166068477828453,True,False
adj_ebitda_margin_pct,2,W2,equal,driver-lines,margin_v2,e_revknown_rw,8,1.3722797999368277,True,False
adj_ebitda_margin_pct,2,W2,equal,cycle-flex,flex_margin,revknown_rw,8,1.600384088840797,True,False
adj_ebitda_margin_pct,2,W2,equal,margin-ts,incremental_margin,k4_rw_revknown,8,2.129230263080932,True,False
adj_ebitda_margin_pct,2,W2,equal,baselines-margin,guide_implied,guide_implied|adj_ebitda_margin_pct|h2|PIT,4,2.2867492517444097,False,True
adj_ebitda_margin_pct,2,W2,equal,margin-ts,pct_rev_seasonal,drift_k4_rw_revknown,8,3.006598948150632,True,False
adj_ebitda_margin_pct,2,W2,equal,guide-policy-margin,actual_given_guide,rw_hl4_revknown,8,3.122120462803484,True,False
adj_ebitda_margin_pct,2,W2,equal,margin-ts,per_night_seasonal,g_k4_rw_nightsknown,8,3.163645104035792,True,False
adj_ebitda_margin_pct,2,W2,recency,driver-lines,margin_v2,e_revknown_rw,8,1.199082449177416,True,False
adj_ebitda_margin_pct,2,W2,recency,cycle-flex,flex_margin,revknown_rw,8,1.396742875058115,True,False
adj_ebitda_margin_pct,2,W2,recency,baselines-margin,guide_implied,guide_implied|adj_ebitda_margin_pct|h2|PIT,4,1.6935270841638863,False,True
adj_ebitda_margin_pct,2,W2,recency,margin-ts,incremental_margin,k4_rw_revknown,8,1.9181952700592009,True,False
adj_ebitda_margin_pct,2,W2,recency,margin-ts,pct_rev_seasonal,drift_k4_rw_revknown,8,2.54369696978208,True,False
adj_ebitda_margin_pct,2,W2,recency,guide-policy-margin,actual_given_guide,rw_hl4_revknown,8,2.62013835144478,True,False
adj_ebitda_margin_pct,2,W2,recency,margin-ts,per_night_seasonal,g_k4_rw_nightsknown,8,2.877777831141461,True,False
adj_ebitda_musd,0,W1,equal,driver-lines,margin_v2,e_revknown_rw,14,52.93939154137171,True,False
adj_ebitda_musd,0,W1,equal,cycle-flex,flex_margin,revknown_rw,14,59.33895296912982,True,False
adj_ebitda_musd,0,W1,equal,margin-ts,per_night_seasonal,g_k4_rw_nightsknown,14,60.78664143773861,True,False
adj_ebitda_musd,0,W1,equal,margin-ts,incremental_margin,k4_rw_revknown,14,74.13069662967716,True,False
adj_ebitda_musd,0,W1,equal,guide-policy-margin,q4_implied,guide_mid,3,89.19708024354911,False,True
adj_ebitda_musd,0,W1,equal,margin-ts,pct_rev_seasonal,drift_k4_rw_revknown,14,97.89945943841424,True,False
adj_ebitda_musd,0,W1,equal,guide-policy-margin,actual_given_guide,rw_hl4_revknown,14,107.8942986797786,True,False
adj_ebitda_musd,0,W1,recency,driver-lines,margin_v2,e_revknown_rw,14,40.82034465717214,True,False
adj_ebitda_musd,0,W1,recency,margin-ts,per_night_seasonal,g_k4_rw_nightsknown,14,45.00452636105865,True,False
adj_ebitda_musd,0,W1,recency,cycle-flex,flex_margin,revknown_rw,14,48.13847909742035,True,False
adj_ebitda_musd,0,W1,recency,margin-ts,incremental_margin,k4_rw_revknown,14,64.99832255899354,True,False
adj_ebitda_musd,0,W1,recency,guide-policy-margin,actual_given_guide,rw_hl4_revknown,14,69.89909459852296,True,False
adj_ebitda_musd,0,W1,recency,guide-policy-margin,q4_implied,guide_mid,3,74.40089153294957,False,True
adj_ebitda_musd,0,W1,recency,margin-ts,pct_rev_seasonal,drift_k4_rw_revknown,14,79.21653485331268,True,False
adj_ebitda_musd,0,W2,equal,driver-lines,margin_v2,e_revknown_rw,10,41.20972321789542,True,False
adj_ebitda_musd,0,W2,equal,margin-ts,per_night_seasonal,g_k4_rw_nightsknown,10,47.13475255928397,True,False
adj_ebitda_musd,0,W2,equal,cycle-flex,flex_margin,revknown_rw,10,50.5726719950862,True,False
adj_ebitda_musd,0,W2,equal,margin-ts,incremental_margin,k4_rw_revknown,10,55.49948726421589,True,False
adj_ebitda_musd,0,W2,equal,guide-policy-margin,actual_given_guide,rw_hl4_revknown,10,62.030794971314016,True,False
adj_ebitda_musd,0,W2,equal,margin-ts,pct_rev_seasonal,drift_k4_rw_revknown,10,82.04205561011744,True,False
adj_ebitda_musd,0,W2,equal,guide-policy-margin,q4_implied,guide_mid,2,83.15750000000003,False,True
adj_ebitda_musd,0,W2,recency,driver-lines,margin_v2,e_revknown_rw,10,35.56495558143065,True,False
adj_ebitda_musd,0,W2,recency,margin-ts,per_night_seasonal,g_k4_rw_nightsknown,10,40.21368855379701,True,False
adj_ebitda_musd,0,W2,recency,cycle-flex,flex_margin,revknown_rw,10,43.93270589628253,True,False
adj_ebitda_musd,0,W2,recency,guide-policy-margin,actual_given_guide,rw_hl4_revknown,10,53.98653355018745,True,False
adj_ebitda_musd,0,W2,recency,margin-ts,incremental_margin,k4_rw_revknown,10,58.87424019261772,True,False
adj_ebitda_musd,0,W2,recency,guide-policy-margin,q4_implied,guide_mid,2,69.92166666666662,False,True
adj_ebitda_musd,0,W2,recency,margin-ts,pct_rev_seasonal,drift_k4_rw_revknown,10,74.11832826503182,True,False
adj_ebitda_musd,1,W1,equal,margin-ts,q_sentence_direction,k_abs_rw,1,11.48971255765889,False,True
adj_ebitda_musd,1,W1,equal,margin-ts,q_sentence_direction,k_fit_ew,1,16.152862645361097,False,True
adj_ebitda_musd,1,W1,equal,margin-ts,q_sentence_direction,k_fit_rw,1,17.420928140308888,False,True
adj_ebitda_musd,1,W1,equal,margin-ts,q_sentence_direction,k_fit_median,1,33.30608582797083,False,True
adj_ebitda_musd,1,W1,equal,driver-lines,margin_v2,e_revknown_rw,13,63.296084308126034,True,False
adj_ebitda_musd,1,W1,equal,cycle-flex,flex_margin,revknown_rw,13,69.95202959153904,True,False
adj_ebitda_musd,1,W1,equal,baselines-margin,q_guide_implied,q_guide_implied|adj_ebitda_musd|h1|PIT,1,75.87772925764182,False,True
adj_ebitda_musd,1,W1,equal,margin-ts,incremental_margin,k4_rw_revknown,13,77.84196297738163,True,False
adj_ebitda_musd,1,W1,equal,guide-policy-margin,actual_given_guide,rw_hl4_revknown,13,107.28034868326566,True,False
adj_ebitda_musd,1,W1,equal,margin-ts,pct_rev_seasonal,drift_k4_rw_revknown,13,107.41364582681186,True,False
adj_ebitda_musd,1,W1,equal,margin-ts,per_night_seasonal,g_k4_rw_nightsknown,13,121.86441017396956,True,False
adj_ebitda_musd,1,W1,recency,margin-ts,q_sentence_direction,k_abs_rw,1,11.48971255765889,False,True
adj_ebitda_musd,1,W1,recency,margin-ts,q_sentence_direction,k_fit_ew,1,16.152862645361097,False,True
adj_ebitda_musd,1,W1,recency,margin-ts,q_sentence_direction,k_fit_rw,1,17.420928140308888,False,True
adj_ebitda_musd,1,W1,recency,margin-ts,q_sentence_direction,k_fit_median,1,33.30608582797083,False,True
adj_ebitda_musd,1,W1,recency,driver-lines,margin_v2,e_revknown_rw,13,45.66675839208349,True,False
adj_ebitda_musd,1,W1,recency,cycle-flex,flex_margin,revknown_rw,13,53.56289994817519,True,False
adj_ebitda_musd,1,W1,recency,margin-ts,incremental_margin,k4_rw_revknown,13,70.56654256539606,True,False
adj_ebitda_musd,1,W1,recency,baselines-margin,q_guide_implied,q_guide_implied|adj_ebitda_musd|h1|PIT,1,75.87772925764182,False,True
adj_ebitda_musd,1,W1,recency,guide-policy-margin,actual_given_guide,rw_hl4_revknown,13,78.18759328028075,True,False
adj_ebitda_musd,1,W1,recency,margin-ts,pct_rev_seasonal,drift_k4_rw_revknown,13,86.56876576797463,True,False
adj_ebitda_musd,1,W1,recency,margin-ts,per_night_seasonal,g_k4_rw_nightsknown,13,114.3568046049106,True,False
adj_ebitda_musd,1,W2,equal,margin-ts,q_sentence_direction,k_abs_rw,1,11.48971255765889,False,True
adj_ebitda_musd,1,W2,equal,margin-ts,q_sentence_direction,k_fit_ew,1,16.152862645361097,False,True
adj_ebitda_musd,1,W2,equal,margin-ts,q_sentence_direction,k_fit_rw,1,17.420928140308888,False,True
adj_ebitda_musd,1,W2,equal,margin-ts,q_sentence_direction,k_fit_median,1,33.30608582797083,False,True
adj_ebitda_musd,1,W2,equal,driver-lines,margin_v2,e_revknown_rw,9,43.52547833637001,True,False
adj_ebitda_musd,1,W2,equal,cycle-flex,flex_margin,revknown_rw,9,53.67353815727178,True,False
adj_ebitda_musd,1,W2,equal,margin-ts,incremental_margin,k4_rw_revknown,9,66.26733563898128,True,False
adj_ebitda_musd,1,W2,equal,baselines-margin,q_guide_implied,q_guide_implied|adj_ebitda_musd|h1|PIT,1,75.87772925764182,False,True
adj_ebitda_musd,1,W2,equal,guide-policy-margin,actual_given_guide,rw_hl4_revknown,9,80.78814205690573,True,False
adj_ebitda_musd,1,W2,equal,margin-ts,pct_rev_seasonal,drift_k4_rw_revknown,9,91.21422703774368,True,False
adj_ebitda_musd,1,W2,equal,margin-ts,per_night_seasonal,g_k4_rw_nightsknown,9,124.97643581129248,True,False
adj_ebitda_musd,1,W2,recency,margin-ts,q_sentence_direction,k_abs_rw,1,11.48971255765889,False,True
adj_ebitda_musd,1,W2,recency,margin-ts,q_sentence_direction,k_fit_ew,1,16.152862645361097,False,True
adj_ebitda_musd,1,W2,recency,margin-ts,q_sentence_direction,k_fit_rw,1,17.420928140308888,False,True
adj_ebitda_musd,1,W2,recency,margin-ts,q_sentence_direction,k_fit_median,1,33.30608582797083,False,True
adj_ebitda_musd,1,W2,recency,driver-lines,margin_v2,e_revknown_rw,9,37.303007539029146,True,False
adj_ebitda_musd,1,W2,recency,cycle-flex,flex_margin,revknown_rw,9,46.358458948973606,True,False
adj_ebitda_musd,1,W2,recency,margin-ts,incremental_margin,k4_rw_revknown,9,66.91839697306587,True,False
adj_ebitda_musd,1,W2,recency,guide-policy-margin,actual_given_guide,rw_hl4_revknown,9,68.06456694689837,True,False
adj_ebitda_musd,1,W2,recency,baselines-margin,q_guide_implied,q_guide_implied|adj_ebitda_musd|h1|PIT,1,75.87772925764182,False,True
adj_ebitda_musd,1,W2,recency,margin-ts,pct_rev_seasonal,drift_k4_rw_revknown,9,80.95854015898219,True,False
adj_ebitda_musd,1,W2,recency,margin-ts,per_night_seasonal,g_k4_rw_nightsknown,9,116.7731954434598,True,False
adj_ebitda_musd,2,W1,equal,driver-lines,margin_v2,e_revknown_rw,12,57.53274634513153,True,False
adj_ebitda_musd,2,W1,equal,cycle-flex,flex_margin,revknown_rw,12,60.5290830272718,True,False
adj_ebitda_musd,2,W1,equal,margin-ts,incremental_margin,k4_rw_revknown,12,65.11980540440724,True,False
adj_ebitda_musd,2,W1,equal,margin-ts,pct_rev_seasonal,drift_k4_rw_revknown,12,96.62595404907104,True,False
adj_ebitda_musd,2,W1,equal,guide-policy-margin,actual_given_guide,rw_hl4_revknown,12,113.651110346724,True,False
adj_ebitda_musd,2,W1,equal,margin-ts,per_night_seasonal,g_k4_rw_nightsknown,12,135.29352355179583,True,False
adj_ebitda_musd,2,W1,equal,baselines-margin,guide_implied,guide_implied|adj_ebitda_musd|h2|PIT,6,142.84249050979489,False,True
adj_ebitda_musd,2,W1,recency,driver-lines,margin_v2,e_revknown_rw,12,42.64938216788726,True,False
adj_ebitda_musd,2,W1,recency,cycle-flex,flex_margin,revknown_rw,12,47.439227732772906,True,False
adj_ebitda_musd,2,W1,recency,margin-ts,incremental_margin,k4_rw_revknown,12,57.56127705140975,True,False
adj_ebitda_musd,2,W1,recency,margin-ts,pct_rev_seasonal,drift_k4_rw_revknown,12,80.74964690959747,True,False
adj_ebitda_musd,2,W1,recency,guide-policy-margin,actual_given_guide,rw_hl4_revknown,12,89.69629715150884,True,False
adj_ebitda_musd,2,W1,recency,baselines-margin,guide_implied,guide_implied|adj_ebitda_musd|h2|PIT,6,98.28282672663056,False,True
adj_ebitda_musd,2,W1,recency,margin-ts,per_night_seasonal,g_k4_rw_nightsknown,12,133.33638248591603,True,False
adj_ebitda_musd,2,W2,equal,driver-lines,margin_v2,e_revknown_rw,8,40.4888256817236,True,False
adj_ebitda_musd,2,W2,equal,cycle-flex,flex_margin,revknown_rw,8,48.14284558809414,True,False
adj_ebitda_musd,2,W2,equal,margin-ts,incremental_margin,k4_rw_revknown,8,59.83345847593237,True,False
adj_ebitda_musd,2,W2,equal,margin-ts,pct_rev_seasonal,drift_k4_rw_revknown,8,89.53935981555352,True,False
adj_ebitda_musd,2,W2,equal,guide-policy-margin,actual_given_guide,rw_hl4_revknown,8,91.56500268433754,True,False
adj_ebitda_musd,2,W2,equal,baselines-margin,guide_implied,guide_implied|adj_ebitda_musd|h2|PIT,4,109.4752597358984,False,True
adj_ebitda_musd,2,W2,equal,margin-ts,per_night_seasonal,g_k4_rw_nightsknown,8,146.92087643633042,True,False
adj_ebitda_musd,2,W2,recency,driver-lines,margin_v2,e_revknown_rw,8,35.45335715283482,True,False
adj_ebitda_musd,2,W2,recency,cycle-flex,flex_margin,revknown_rw,8,41.94359704524607,True,False
adj_ebitda_musd,2,W2,recency,margin-ts,incremental_margin,k4_rw_revknown,8,55.47260026353034,True,False
adj_ebitda_musd,2,W2,recency,guide-policy-margin,actual_given_guide,rw_hl4_revknown,8,77.19658100484244,True,False
adj_ebitda_musd,2,W2,recency,margin-ts,pct_rev_seasonal,drift_k4_rw_revknown,8,77.54237171626694,True,False
adj_ebitda_musd,2,W2,recency,baselines-margin,guide_implied,guide_implied|adj_ebitda_musd|h2|PIT,4,81.1756174799028,False,True
adj_ebitda_musd,2,W2,recency,margin-ts,per_night_seasonal,g_k4_rw_nightsknown,8,136.5569124023824,True,False
cor_cash_musd,0,W1,equal,driver-lines,lines_v2,e_revknown_rw,14,14.509082761736058,True,False
cor_cash_musd,0,W1,equal,margin-ts,per_night_seasonal,g_k4_rw_nightsknown,14,14.879364364524806,True,False
cor_cash_musd,0,W1,equal,cycle-flex,flex_lines,revknown_rw,14,15.763093262465675,True,False
cor_cash_musd,0,W1,equal,margin-ts,pct_rev_seasonal,drift_k4_rw_revknown,14,18.40796549277172,True,False
cor_cash_musd,0,W1,recency,driver-lines,lines_v2,e_revknown_rw,14,13.71401799405185,True,False
cor_cash_musd,0,W1,recency,cycle-flex,flex_lines,revknown_rw,14,15.524668758459834,True,False
cor_cash_musd,0,W1,recency,margin-ts,per_night_seasonal,g_k4_rw_nightsknown,14,15.70721549173794,True,False
cor_cash_musd,0,W1,recency,margin-ts,pct_rev_seasonal,drift_k4_rw_revknown,14,18.055459201464146,True,False
cor_cash_musd,0,W2,equal,driver-lines,lines_v2,e_revknown_rw,10,15.021204849704368,True,False
cor_cash_musd,0,W2,equal,cycle-flex,flex_lines,revknown_rw,10,18.45138861580098,True,False
cor_cash_musd,0,W2,equal,margin-ts,per_night_seasonal,g_k4_rw_nightsknown,10,19.715853189998803,True,False
cor_cash_musd,0,W2,equal,margin-ts,pct_rev_seasonal,drift_k4_rw_revknown,10,21.527567615314137,True,False
cor_cash_musd,0,W2,recency,driver-lines,lines_v2,e_revknown_rw,10,13.78763289416536,True,False
cor_cash_musd,0,W2,recency,cycle-flex,flex_lines,revknown_rw,10,16.24287040352793,True,False
cor_cash_musd,0,W2,recency,margin-ts,per_night_seasonal,g_k4_rw_nightsknown,10,17.097868170266707,True,False
cor_cash_musd,0,W2,recency,margin-ts,pct_rev_seasonal,drift_k4_rw_revknown,10,19.006436629900588,True,False
cor_cash_musd,1,W1,equal,driver-lines,lines_v2,e_revknown_rw,13,16.50675294070601,True,False
cor_cash_musd,1,W1,equal,cycle-flex,flex_lines,revknown_rw,13,17.064082732754553,True,False
cor_cash_musd,1,W1,equal,margin-ts,pct_rev_seasonal,drift_k4_rw_revknown,13,17.4942878266282,True,False
cor_cash_musd,1,W1,equal,margin-ts,per_night_seasonal,g_k4_rw_nightsknown,13,17.77571924082387,True,False
cor_cash_musd,1,W1,recency,driver-lines,lines_v2,e_revknown_rw,13,14.560246383721756,True,False
cor_cash_musd,1,W1,recency,cycle-flex,flex_lines,revknown_rw,13,16.243215890527203,True,False
cor_cash_musd,1,W1,recency,margin-ts,pct_rev_seasonal,drift_k4_rw_revknown,13,17.2243292296762,True,False
cor_cash_musd,1,W1,recency,margin-ts,per_night_seasonal,g_k4_rw_nightsknown,13,20.14227438476112,True,False
cor_cash_musd,1,W2,equal,driver-lines,lines_v2,e_revknown_rw,9,17.004557636924964,True,False
cor_cash_musd,1,W2,equal,cycle-flex,flex_lines,revknown_rw,9,18.500665076623584,True,False
cor_cash_musd,1,W2,equal,margin-ts,pct_rev_seasonal,drift_k4_rw_revknown,9,18.97662546008521,True,False
cor_cash_musd,1,W2,equal,margin-ts,per_night_seasonal,g_k4_rw_nightsknown,9,23.754609641159764,True,False
cor_cash_musd,1,W2,recency,driver-lines,lines_v2,e_revknown_rw,9,14.66482102097116,True,False
cor_cash_musd,1,W2,recency,cycle-flex,flex_lines,revknown_rw,9,16.70506674174234,True,False
cor_cash_musd,1,W2,recency,margin-ts,pct_rev_seasonal,drift_k4_rw_revknown,9,17.81832047786235,True,False
cor_cash_musd,1,W2,recency,margin-ts,per_night_seasonal,g_k4_rw_nightsknown,9,22.138537484160825,True,False
