method,object,target,window,horizon_q,prior_basis,spec_id,quarter,vintage_date,point,actual,err,abs_err,seasonal_naive_point,seasonal_naive_abs_err,label
alt-augmented,margin_aug,adj_ebitda_margin_pct,W1,0,PIT,ridge_all_eq,2025Q4,2025-11-06,29.30967888208904,28.29373650107992,1.0159423810091257,1.0159423810091257,30.846774193548388,2.553037692468472,alt-augmented|margin_aug|ridge_all_eq
alt-augmented,margin_aug,adj_ebitda_margin_pct,W1,0,PIT,ridge_all_eq,2026Q1,2026-02-12,18.782921502026905,19.38013442867812,-0.5972129266512134,0.5972129266512134,18.35387323943662,1.0262611892414988,alt-augmented|margin_aug|ridge_all_eq
alt-augmented,margin_aug,adj_ebitda_margin_pct,W1,0,PIT,ridge_all_eq,2026Q2,2026-05-07,34.98619601280927,34.950110864745014,0.0360851480642594,0.0360851480642594,33.68863049095607,1.2614803737889415,alt-augmented|margin_aug|ridge_all_eq
baselines-margin,street,adj_ebitda_margin_pct,W1,0,PIT,street|adj_ebitda_margin_pct|h0|PIT,2023Q1,2023-02-14,13.412775343905574,14.411441144114413,-0.9986658002088388,0.9986658002088388,15.176246589486508,0.7648054453720956,baselines-margin|street|street|adj_ebitda_margin_pct|h0|PIT
baselines-margin,street,adj_ebitda_margin_pct,W1,0,PIT,street|adj_ebitda_margin_pct|h0|PIT,2023Q2,2023-05-09,34.65743460660639,32.971014492753625,1.686420113852762,1.686420113852762,33.79105720383992,0.8200427110862947,baselines-margin|street|street|adj_ebitda_margin_pct|h0|PIT
baselines-margin,street,adj_ebitda_margin_pct,W1,0,PIT,street|adj_ebitda_margin_pct|h0|PIT,2023Q3,2023-08-03,51.25115198797289,53.98881365911098,-2.737661671138092,2.737661671138092,50.512929853938935,3.475883805172046,baselines-margin|street|street|adj_ebitda_margin_pct|h0|PIT
baselines-margin,street,adj_ebitda_margin_pct,W1,0,PIT,street|adj_ebitda_margin_pct|h0|PIT,2023Q4,2023-11-01,29.518654021988883,33.27321911632101,-3.7545650943321256,3.7545650943321256,26.603575184016822,6.6696439323041865,baselines-margin|street|street|adj_ebitda_margin_pct|h0|PIT
baselines-margin,street,adj_ebitda_margin_pct,W1,0,PIT,street|adj_ebitda_margin_pct|h0|PIT,2024Q1,2024-02-13,15.7313419717546,19.79458450046685,-4.06324252871225,4.06324252871225,14.411441144114413,5.383143356352438,baselines-margin|street|street|adj_ebitda_margin_pct|h0|PIT
baselines-margin,street,adj_ebitda_margin_pct,W1,0,PIT,street|adj_ebitda_margin_pct|h0|PIT,2024Q2,2024-05-08,33.45685652561631,32.532751091703055,0.9241054339132546,0.9241054339132546,32.971014492753625,0.4382634010505697,baselines-margin|street|street|adj_ebitda_margin_pct|h0|PIT
baselines-margin,street,adj_ebitda_margin_pct,W1,0,PIT,street|adj_ebitda_margin_pct|h0|PIT,2024Q3,2024-08-06,52.44999321806146,52.46516613076098,-0.0151729126995192,0.0151729126995192,53.98881365911098,1.5236475283500042,baselines-margin|street|street|adj_ebitda_margin_pct|h0|PIT
baselines-margin,street,adj_ebitda_margin_pct,W1,0,PIT,street|adj_ebitda_margin_pct|h0|PIT,2024Q4,2024-11-07,29.934987030644805,30.846774193548388,-0.9117871629035824,0.9117871629035824,33.27321911632101,2.426444922772621,baselines-margin|street|street|adj_ebitda_margin_pct|h0|PIT
baselines-margin,street,adj_ebitda_margin_pct,W1,0,PIT,street|adj_ebitda_margin_pct|h0|PIT,2025Q1,2025-02-13,16.40922403505727,18.35387323943662,-1.944649204379349,1.944649204379349,19.79458450046685,1.4407112610302306,baselines-margin|street|street|adj_ebitda_margin_pct|h0|PIT
baselines-margin,street,adj_ebitda_margin_pct,W1,0,PIT,street|adj_ebitda_margin_pct|h0|PIT,2025Q2,2025-05-01,31.194649586882434,33.68863049095607,-2.493980904073638,2.493980904073638,32.532751091703055,1.155879399253017,baselines-margin|street|street|adj_ebitda_margin_pct|h0|PIT
baselines-margin,street,adj_ebitda_margin_pct,W1,0,PIT,street|adj_ebitda_margin_pct|h0|PIT,2025Q3,2025-08-06,49.50517529584093,50.085470085470085,-0.580294789629157,0.580294789629157,52.46516613076098,2.379696045290892,baselines-margin|street|street|adj_ebitda_margin_pct|h0|PIT
baselines-margin,street,adj_ebitda_margin_pct,W1,0,PIT,street|adj_ebitda_margin_pct|h0|PIT,2025Q4,2025-11-06,27.98961055592747,28.29373650107992,-0.304125945152446,0.304125945152446,30.846774193548388,2.553037692468472,baselines-margin|street|street|adj_ebitda_margin_pct|h0|PIT
baselines-margin,street,adj_ebitda_margin_pct,W1,0,PIT,street|adj_ebitda_margin_pct|h0|PIT,2026Q1,2026-02-12,18.53076986670196,19.38013442867812,-0.8493645619761594,0.8493645619761594,18.35387323943662,1.0262611892414988,baselines-margin|street|street|adj_ebitda_margin_pct|h0|PIT
baselines-margin,street,adj_ebitda_margin_pct,W1,0,PIT,street|adj_ebitda_margin_pct|h0|PIT,2026Q2,2026-05-07,33.925055026742484,34.950110864745014,-1.0250558380025296,1.0250558380025296,33.68863049095607,1.2614803737889415,baselines-margin|street|street|adj_ebitda_margin_pct|h0|PIT
cycle-flex,flex_margin,adj_ebitda_margin_pct,W1,0,PIT,l0_rw,2023Q1,2023-02-14,17.83872093328622,14.411441144114413,3.4272797891718056,3.4272797891718056,15.176246589486508,0.7648054453720956,cycle-flex|flex_margin|l0_rw
cycle-flex,flex_margin,adj_ebitda_margin_pct,W1,0,PIT,l0_rw,2023Q2,2023-05-09,34.38296780036601,32.971014492753625,1.4119533076123858,1.4119533076123858,33.79105720383992,0.8200427110862947,cycle-flex|flex_margin|l0_rw
cycle-flex,flex_margin,adj_ebitda_margin_pct,W1,0,PIT,l0_rw,2023Q3,2023-08-03,51.31557231610095,53.98881365911098,-2.6732413430100337,2.6732413430100337,50.512929853938935,3.475883805172046,cycle-flex|flex_margin|l0_rw
cycle-flex,flex_margin,adj_ebitda_margin_pct,W1,0,PIT,l0_rw,2023Q4,2023-11-01,27.7094786635659,33.27321911632101,-5.563740452755109,5.563740452755109,26.603575184016822,6.6696439323041865,cycle-flex|flex_margin|l0_rw
cycle-flex,flex_margin,adj_ebitda_margin_pct,W1,0,PIT,l0_rw,2024Q1,2024-02-13,16.766709699414815,19.79458450046685,-3.027874801052036,3.027874801052036,14.411441144114413,5.383143356352438,cycle-flex|flex_margin|l0_rw
cycle-flex,flex_margin,adj_ebitda_margin_pct,W1,0,PIT,l0_rw,2024Q2,2024-05-08,35.21154714783385,32.532751091703055,2.6787960561307926,2.6787960561307926,32.971014492753625,0.4382634010505697,cycle-flex|flex_margin|l0_rw
cycle-flex,flex_margin,adj_ebitda_margin_pct,W1,0,PIT,l0_rw,2024Q3,2024-08-06,54.821754925201006,52.46516613076098,2.3565887944400288,2.3565887944400288,53.98881365911098,1.5236475283500042,cycle-flex|flex_margin|l0_rw
cycle-flex,flex_margin,adj_ebitda_margin_pct,W1,0,PIT,l0_rw,2024Q4,2024-11-07,33.357916908794394,30.846774193548388,2.511142715246006,2.511142715246006,33.27321911632101,2.426444922772621,cycle-flex|flex_margin|l0_rw
cycle-flex,flex_margin,adj_ebitda_margin_pct,W1,0,PIT,l0_rw,2025Q1,2025-02-13,16.553688799862453,18.35387323943662,-1.800184439574167,1.800184439574167,19.79458450046685,1.4407112610302306,cycle-flex|flex_margin|l0_rw
cycle-flex,flex_margin,adj_ebitda_margin_pct,W1,0,PIT,l0_rw,2025Q2,2025-05-01,32.64564498241535,33.68863049095607,-1.042985508540724,1.042985508540724,32.532751091703055,1.155879399253017,cycle-flex|flex_margin|l0_rw
cycle-flex,flex_margin,adj_ebitda_margin_pct,W1,0,PIT,l0_rw,2025Q3,2025-08-06,52.59772387118761,50.085470085470085,2.512253785717526,2.512253785717526,52.46516613076098,2.379696045290892,cycle-flex|flex_margin|l0_rw
cycle-flex,flex_margin,adj_ebitda_margin_pct,W1,0,PIT,l0_rw,2025Q4,2025-11-06,29.879850618940488,28.29373650107992,1.586114117860571,1.586114117860571,30.846774193548388,2.553037692468472,cycle-flex|flex_margin|l0_rw
cycle-flex,flex_margin,adj_ebitda_margin_pct,W1,0,PIT,l0_rw,2026Q1,2026-02-12,19.534412912492616,19.38013442867812,0.1542784838144975,0.1542784838144975,18.35387323943662,1.0262611892414988,cycle-flex|flex_margin|l0_rw
cycle-flex,flex_margin,adj_ebitda_margin_pct,W1,0,PIT,l0_rw,2026Q2,2026-05-07,35.01189829198225,34.950110864745014,0.0617874272372347,0.0617874272372347,33.68863049095607,1.2614803737889415,cycle-flex|flex_margin|l0_rw
driver-lines,margin_v2,adj_ebitda_margin_pct,W1,0,PIT,b_elastic_eq,2023Q1,2023-02-14,16.99995170503195,14.411441144114413,2.5885105609175376,2.5885105609175376,15.176246589486508,0.7648054453720956,driver-lines|margin_v2|b_elastic_eq
driver-lines,margin_v2,adj_ebitda_margin_pct,W1,0,PIT,b_elastic_eq,2023Q2,2023-05-09,34.00719248538058,32.971014492753625,1.0361779926269534,1.0361779926269534,33.79105720383992,0.8200427110862947,driver-lines|margin_v2|b_elastic_eq
driver-lines,margin_v2,adj_ebitda_margin_pct,W1,0,PIT,b_elastic_eq,2023Q3,2023-08-03,51.42768253401203,53.98881365911098,-2.561131125098953,2.561131125098953,50.512929853938935,3.475883805172046,driver-lines|margin_v2|b_elastic_eq
driver-lines,margin_v2,adj_ebitda_margin_pct,W1,0,PIT,b_elastic_eq,2023Q4,2023-11-01,26.88034904472665,33.27321911632101,-6.392870071594359,6.392870071594359,26.603575184016822,6.6696439323041865,driver-lines|margin_v2|b_elastic_eq
driver-lines,margin_v2,adj_ebitda_margin_pct,W1,0,PIT,b_elastic_eq,2024Q1,2024-02-13,15.381160420948106,19.79458450046685,-4.4134240795187445,4.4134240795187445,14.411441144114413,5.383143356352438,driver-lines|margin_v2|b_elastic_eq
driver-lines,margin_v2,adj_ebitda_margin_pct,W1,0,PIT,b_elastic_eq,2024Q2,2024-05-08,34.61344323881715,32.532751091703055,2.0806921471140924,2.0806921471140924,32.971014492753625,0.4382634010505697,driver-lines|margin_v2|b_elastic_eq
driver-lines,margin_v2,adj_ebitda_margin_pct,W1,0,PIT,b_elastic_eq,2024Q3,2024-08-06,54.14951665715503,52.46516613076098,1.6843505263940557,1.6843505263940557,53.98881365911098,1.5236475283500042,driver-lines|margin_v2|b_elastic_eq
driver-lines,margin_v2,adj_ebitda_margin_pct,W1,0,PIT,b_elastic_eq,2024Q4,2024-11-07,32.86399514710448,30.846774193548388,2.0172209535560945,2.0172209535560945,33.27321911632101,2.426444922772621,driver-lines|margin_v2|b_elastic_eq
driver-lines,margin_v2,adj_ebitda_margin_pct,W1,0,PIT,b_elastic_eq,2025Q1,2025-02-13,16.343178275909377,18.35387323943662,-2.010694963527243,2.010694963527243,19.79458450046685,1.4407112610302306,driver-lines|margin_v2|b_elastic_eq
driver-lines,margin_v2,adj_ebitda_margin_pct,W1,0,PIT,b_elastic_eq,2025Q2,2025-05-01,32.021458377046685,33.68863049095607,-1.6671721139093876,1.6671721139093876,32.532751091703055,1.155879399253017,driver-lines|margin_v2|b_elastic_eq
driver-lines,margin_v2,adj_ebitda_margin_pct,W1,0,PIT,b_elastic_eq,2025Q3,2025-08-06,52.66885549657415,50.085470085470085,2.583385411104068,2.583385411104068,52.46516613076098,2.379696045290892,driver-lines|margin_v2|b_elastic_eq
driver-lines,margin_v2,adj_ebitda_margin_pct,W1,0,PIT,b_elastic_eq,2025Q4,2025-11-06,29.559199462144043,28.29373650107992,1.2654629610641273,1.2654629610641273,30.846774193548388,2.553037692468472,driver-lines|margin_v2|b_elastic_eq
driver-lines,margin_v2,adj_ebitda_margin_pct,W1,0,PIT,b_elastic_eq,2026Q1,2026-02-12,18.99514190867952,19.38013442867812,-0.3849925199985975,0.3849925199985975,18.35387323943662,1.0262611892414988,driver-lines|margin_v2|b_elastic_eq
driver-lines,margin_v2,adj_ebitda_margin_pct,W1,0,PIT,b_elastic_eq,2026Q2,2026-05-07,35.26597131531144,34.950110864745014,0.3158604505664257,0.3158604505664257,33.68863049095607,1.2614803737889415,driver-lines|margin_v2|b_elastic_eq
guide-policy-margin,actual_given_guide,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_pin,2023Q1,2023-02-14,15.176246589486508,14.411441144114413,0.7648054453720956,0.7648054453720956,15.176246589486508,0.7648054453720956,guide-policy-margin|actual_given_guide|rw_hl4_pin
guide-policy-margin,actual_given_guide,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_pin,2023Q2,2023-05-09,33.79105720383992,32.971014492753625,0.8200427110862947,0.8200427110862947,33.79105720383992,0.8200427110862947,guide-policy-margin|actual_given_guide|rw_hl4_pin
guide-policy-margin,actual_given_guide,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_pin,2023Q3,2023-08-03,65.05245344187227,53.98881365911098,11.063639782761292,11.063639782761292,50.512929853938935,3.475883805172046,guide-policy-margin|actual_given_guide|rw_hl4_pin
guide-policy-margin,actual_given_guide,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_pin,2023Q4,2023-11-01,29.780803622618446,33.27321911632101,-3.4924154937025627,3.4924154937025627,26.603575184016822,6.6696439323041865,guide-policy-margin|actual_given_guide|rw_hl4_pin
guide-policy-margin,actual_given_guide,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_pin,2024Q1,2024-02-13,16.71614687057041,19.79458450046685,-3.0784376298964418,3.0784376298964418,14.411441144114413,5.383143356352438,guide-policy-margin|actual_given_guide|rw_hl4_pin
guide-policy-margin,actual_given_guide,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_pin,2024Q2,2024-05-08,32.971014492753625,32.532751091703055,0.4382634010505697,0.4382634010505697,32.971014492753625,0.4382634010505697,guide-policy-margin|actual_given_guide|rw_hl4_pin
guide-policy-margin,actual_given_guide,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_pin,2024Q3,2024-08-06,53.98881365911098,52.46516613076098,1.5236475283500042,1.5236475283500042,53.98881365911098,1.5236475283500042,guide-policy-margin|actual_given_guide|rw_hl4_pin
guide-policy-margin,actual_given_guide,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_pin,2024Q4,2024-11-07,30.27688394931072,30.846774193548388,-0.5698902442376692,0.5698902442376692,33.27321911632101,2.426444922772621,guide-policy-margin|actual_given_guide|rw_hl4_pin
guide-policy-margin,actual_given_guide,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_pin,2025Q1,2025-02-13,19.79458450046685,18.35387323943662,1.4407112610302306,1.4407112610302306,19.79458450046685,1.4407112610302306,guide-policy-margin|actual_given_guide|rw_hl4_pin
guide-policy-margin,actual_given_guide,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_pin,2025Q2,2025-05-01,32.532751091703055,33.68863049095607,-1.155879399253017,1.155879399253017,32.532751091703055,1.155879399253017,guide-policy-margin|actual_given_guide|rw_hl4_pin
guide-policy-margin,actual_given_guide,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_pin,2025Q3,2025-08-06,52.46516613076098,50.085470085470085,2.379696045290892,2.379696045290892,52.46516613076098,2.379696045290892,guide-policy-margin|actual_given_guide|rw_hl4_pin
guide-policy-margin,actual_given_guide,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_pin,2025Q4,2025-11-06,30.846774193548388,28.29373650107992,2.553037692468472,2.553037692468472,30.846774193548388,2.553037692468472,guide-policy-margin|actual_given_guide|rw_hl4_pin
guide-policy-margin,actual_given_guide,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_pin,2026Q1,2026-02-12,18.35387323943662,19.38013442867812,-1.0262611892414988,1.0262611892414988,18.35387323943662,1.0262611892414988,guide-policy-margin|actual_given_guide|rw_hl4_pin
guide-policy-margin,actual_given_guide,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_pin,2026Q2,2026-05-07,35.20754430042401,34.950110864745014,0.2574334356789975,0.2574334356789975,33.68863049095607,1.2614803737889415,guide-policy-margin|actual_given_guide|rw_hl4_pin
margin-ts,q_sentence_direction,adj_ebitda_margin_pct,W1,0,PIT,k_fit_median,2023Q1,2023-02-14,10.30277954701687,14.411441144114413,-4.108661597097543,4.108661597097543,15.176246589486508,0.7648054453720956,margin-ts|q_sentence_direction|k_fit_median
margin-ts,q_sentence_direction,adj_ebitda_margin_pct,W1,0,PIT,k_fit_median,2023Q2,2023-05-09,30.971920959919053,32.971014492753625,-1.9990935328345716,1.9990935328345716,33.79105720383992,0.8200427110862947,margin-ts|q_sentence_direction|k_fit_median
margin-ts,q_sentence_direction,adj_ebitda_margin_pct,W1,0,PIT,k_fit_median,2023Q3,2023-08-03,51.33297256502523,53.98881365911098,-2.6558410940857518,2.6558410940857518,50.512929853938935,3.475883805172046,margin-ts|q_sentence_direction|k_fit_median
margin-ts,q_sentence_direction,adj_ebitda_margin_pct,W1,0,PIT,k_fit_median,2023Q4,2023-11-01,28.751538442146,33.27321911632101,-4.521680674175013,4.521680674175013,26.603575184016822,6.6696439323041865,margin-ts|q_sentence_direction|k_fit_median
margin-ts,q_sentence_direction,adj_ebitda_margin_pct,W1,0,PIT,k_fit_median,2024Q1,2024-02-13,17.88732494928646,19.79458450046685,-1.907259551180392,1.907259551180392,14.411441144114413,5.383143356352438,margin-ts|q_sentence_direction|k_fit_median
margin-ts,q_sentence_direction,adj_ebitda_margin_pct,W1,0,PIT,k_fit_median,2024Q2,2024-05-08,28.79633906893278,32.532751091703055,-3.736412022770274,3.736412022770274,32.971014492753625,0.4382634010505697,margin-ts|q_sentence_direction|k_fit_median
margin-ts,q_sentence_direction,adj_ebitda_margin_pct,W1,0,PIT,k_fit_median,2024Q3,2024-08-06,50.512929853938935,52.46516613076098,-1.9522362768220416,1.9522362768220416,53.98881365911098,1.5236475283500042,margin-ts|q_sentence_direction|k_fit_median
margin-ts,q_sentence_direction,adj_ebitda_margin_pct,W1,0,PIT,k_fit_median,2024Q4,2024-11-07,30.773453449559984,30.846774193548388,-0.073320743988404,0.073320743988404,33.27321911632101,2.426444922772621,margin-ts|q_sentence_direction|k_fit_median
margin-ts,q_sentence_direction,adj_ebitda_margin_pct,W1,0,PIT,k_fit_median,2025Q1,2025-02-13,17.36813957769423,18.35387323943662,-0.9857336617423904,0.9857336617423904,19.79458450046685,1.4407112610302306,margin-ts|q_sentence_direction|k_fit_median
margin-ts,q_sentence_direction,adj_ebitda_margin_pct,W1,0,PIT,k_fit_median,2025Q2,2025-05-01,30.55770486614174,33.68863049095607,-3.130925624814332,3.130925624814332,32.532751091703055,1.155879399253017,margin-ts|q_sentence_direction|k_fit_median
margin-ts,q_sentence_direction,adj_ebitda_margin_pct,W1,0,PIT,k_fit_median,2025Q3,2025-08-06,50.94151860241097,50.085470085470085,0.8560485169408878,0.8560485169408878,52.46516613076098,2.379696045290892,margin-ts|q_sentence_direction|k_fit_median
margin-ts,q_sentence_direction,adj_ebitda_margin_pct,W1,0,PIT,k_fit_median,2025Q4,2025-11-06,28.89510240672794,28.29373650107992,0.6013659056480236,0.6013659056480236,30.846774193548388,2.553037692468472,margin-ts|q_sentence_direction|k_fit_median
margin-ts,q_sentence_direction,adj_ebitda_margin_pct,W1,0,PIT,k_fit_median,2026Q1,2026-02-12,18.35387323943662,19.38013442867812,-1.0262611892414988,1.0262611892414988,18.35387323943662,1.0262611892414988,margin-ts|q_sentence_direction|k_fit_median
margin-ts,q_sentence_direction,adj_ebitda_margin_pct,W1,0,PIT,k_fit_median,2026Q2,2026-05-07,36.06832653624696,34.950110864745014,1.1182156715019431,1.1182156715019431,33.68863049095607,1.2614803737889415,margin-ts|q_sentence_direction|k_fit_median
margin-ts,sarima_margin,adj_ebitda_margin_pct,W1,0,PIT,lines_aicc,2023Q1,2023-02-14,17.131989481636055,14.411441144114413,2.7205483375216417,2.7205483375216417,15.176246589486508,0.7648054453720956,margin-ts|sarima_margin|lines_aicc
margin-ts,sarima_margin,adj_ebitda_margin_pct,W1,0,PIT,lines_aicc,2023Q2,2023-05-09,33.2936621079043,32.971014492753625,0.3226476151506716,0.3226476151506716,33.79105720383992,0.8200427110862947,margin-ts|sarima_margin|lines_aicc
margin-ts,sarima_margin,adj_ebitda_margin_pct,W1,0,PIT,lines_aicc,2023Q3,2023-08-03,51.02972450061419,53.98881365911098,-2.959089158496788,2.959089158496788,50.512929853938935,3.475883805172046,margin-ts|sarima_margin|lines_aicc
margin-ts,sarima_margin,adj_ebitda_margin_pct,W1,0,PIT,lines_aicc,2023Q4,2023-11-01,25.61035754191717,33.27321911632101,-7.662861574403838,7.662861574403838,26.603575184016822,6.6696439323041865,margin-ts|sarima_margin|lines_aicc
margin-ts,sarima_margin,adj_ebitda_margin_pct,W1,0,PIT,lines_aicc,2024Q1,2024-02-13,18.05232509975819,19.79458450046685,-1.7422594007086616,1.7422594007086616,14.411441144114413,5.383143356352438,margin-ts|sarima_margin|lines_aicc
margin-ts,sarima_margin,adj_ebitda_margin_pct,W1,0,PIT,lines_aicc,2024Q2,2024-05-08,33.61572400320381,32.532751091703055,1.0829729115007538,1.0829729115007538,32.971014492753625,0.4382634010505697,margin-ts|sarima_margin|lines_aicc
margin-ts,sarima_margin,adj_ebitda_margin_pct,W1,0,PIT,lines_aicc,2024Q3,2024-08-06,53.45970489848811,52.46516613076098,0.9945387677271356,0.9945387677271356,53.98881365911098,1.5236475283500042,margin-ts|sarima_margin|lines_aicc
margin-ts,sarima_margin,adj_ebitda_margin_pct,W1,0,PIT,lines_aicc,2024Q4,2024-11-07,33.18183639656802,30.846774193548388,2.3350622030196355,2.3350622030196355,33.27321911632101,2.426444922772621,margin-ts|sarima_margin|lines_aicc
margin-ts,sarima_margin,adj_ebitda_margin_pct,W1,0,PIT,lines_aicc,2025Q1,2025-02-13,15.625911517137585,18.35387323943662,-2.7279617222990358,2.7279617222990358,19.79458450046685,1.4407112610302306,margin-ts|sarima_margin|lines_aicc
margin-ts,sarima_margin,adj_ebitda_margin_pct,W1,0,PIT,lines_aicc,2025Q2,2025-05-01,32.46034478124534,33.68863049095607,-1.2282857097107325,1.2282857097107325,32.532751091703055,1.155879399253017,margin-ts|sarima_margin|lines_aicc
margin-ts,sarima_margin,adj_ebitda_margin_pct,W1,0,PIT,lines_aicc,2025Q3,2025-08-06,52.27518405467355,50.085470085470085,2.189713969203467,2.189713969203467,52.46516613076098,2.379696045290892,margin-ts|sarima_margin|lines_aicc
margin-ts,sarima_margin,adj_ebitda_margin_pct,W1,0,PIT,lines_aicc,2025Q4,2025-11-06,29.14966547324188,28.29373650107992,0.8559289721619621,0.8559289721619621,30.846774193548388,2.553037692468472,margin-ts|sarima_margin|lines_aicc
margin-ts,sarima_margin,adj_ebitda_margin_pct,W1,0,PIT,lines_aicc,2026Q1,2026-02-12,20.432099924124888,19.38013442867812,1.051965495446769,1.051965495446769,18.35387323943662,1.0262611892414988,margin-ts|sarima_margin|lines_aicc
margin-ts,sarima_margin,adj_ebitda_margin_pct,W1,0,PIT,lines_aicc,2026Q2,2026-05-07,35.61195371912341,34.950110864745014,0.6618428543783992,0.6618428543783992,33.68863049095607,1.2614803737889415,margin-ts|sarima_margin|lines_aicc
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_med,2023Q1,2023-02-14,16.486371164355685,14.411441144114413,2.074930020241272,2.074930020241272,15.176246589486508,0.7648054453720956,street-bias|dispersion_conditioned|rw_hl4_med
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_med,2023Q2,2023-05-09,36.11964723069083,32.971014492753625,3.1486327379372057,3.1486327379372057,33.79105720383992,0.8200427110862947,street-bias|dispersion_conditioned|rw_hl4_med
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_med,2023Q3,2023-08-03,52.76903820330284,53.98881365911098,-1.21977545580814,1.21977545580814,50.512929853938935,3.475883805172046,street-bias|dispersion_conditioned|rw_hl4_med
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_med,2023Q4,2023-11-01,30.460832408025805,33.27321911632101,-2.812386708295204,2.812386708295204,26.603575184016822,6.6696439323041865,street-bias|dispersion_conditioned|rw_hl4_med
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_med,2024Q1,2024-02-13,19.79478452596729,19.79458450046685,0.0002000255004404,0.0002000255004404,14.411441144114413,5.383143356352438,street-bias|dispersion_conditioned|rw_hl4_med
street-bias,dispersion_conditioned,adj_ebitda_margin_pct,W1,0,PIT,rw_hl4_med,2024Q2,2024-05-08,34.82284390801987,32.532751091703055,2.2900928163168146,2.2900928163168146,32.971014492753625,0.4382634010505697,street-bias|dispersion_conditioned|rw_hl4_med
