method,object,spec_id,target,n_params,n_obs,oracle,n_W1_equal,n_W2_equal,mae_W1_equal,mae_W1_recency,mae_W2_equal,mae_W2_recency,ratio_seasonal_naive_W1_equal,ratio_seasonal_naive_W2_equal,ratio_seasonal_naive_W1_recency,ratio_seasonal_naive_W2_recency,ratio_street_W1_equal,ratio_street_W2_equal,survives_both_equal,survives_both_recency,FLAG_rw_W2_win_vanishes_in_W1,FLAG_eq_W2_win_vanishes_in_W1,naive_error_removed_pp_W2_equal,error_removed_per_param
street-bias,street_plus_flowthrough,ew_usd,adj_ebitda_margin_pct,6,14,False,14,10,1.85897820538736,1.5711892903519276,1.2772760365185527,1.4230941093558758,0.8309889795643969,0.6520518605930751,0.821453798049247,0.8108907645005469,1.167642671177085,0.9741439427114064,True,True,False,False,0.34794813940692493,0.05799135656782082
baselines-margin,street,street|adj_ebitda_margin_pct|h0|PIT,adj_ebitda_margin_pct,1,14,False,14,10,1.5920779972124075,1.2500776196525898,1.3111779281441884,1.1163388955245883,0.7116808935448443,0.6693588411361172,0.6535692515380962,0.6360991128291273,1.0,1.0,True,True,False,False,0.3306411588638828,0.3306411588638828
margin-ts,per_night_seasonal,g_k4_rw_nightsknown,adj_ebitda_margin_pct,7,14,True,14,10,2.268579621039502,1.4856308554903288,1.3118085658150378,1.1765631465118802,1.0140864798118416,0.6696807828737531,0.7767218859214173,0.6704153879113577,1.424917387848831,1.00048097032242,False,True,False,True,0.3303192171262469,0.04718845958946384
margin-ts,q_sentence_direction,k_abs_rw,adj_ebitda_margin_pct,2,14,False,14,10,3.970036308007797,1.8469678105629093,1.3119568160277,1.0821600811714118,1.7746611610960616,0.6697564648909802,0.965637133716568,0.6166237424243448,2.4936192290572388,1.00059403675641,False,True,False,True,0.3302435351090198,0.1651217675545099
street-bias,street_plus_bias,rw_hl4_med,adj_ebitda_margin_pct,3,14,False,14,10,1.613628872402981,1.1298720394302937,1.369877978554923,1.0244094310144456,0.7213144329437652,0.699325329187951,0.5907230171431296,0.5837169455032459,1.0135363187157331,1.0447689433682104,True,True,False,False,0.300674670812049,0.100224890270683
street-bias,dispersion_conditioned,ew,adj_ebitda_margin_pct,5,14,False,14,10,1.7864711902665442,1.2564627645469888,1.4031247436001784,1.1230985204367712,0.7985773405619097,0.7162978663581844,0.6569075517396105,0.6399508028731945,1.1221002949569698,1.07012535330436,True,True,False,False,0.2837021336418156,0.05674042672836312
street-bias,dispersion_conditioned,ew_usd,adj_ebitda_margin_pct,5,14,False,14,10,1.7864711902665442,1.2564627645469888,1.4031247436001784,1.1230985204367712,0.7985773405619097,0.7162978663581844,0.6569075517396105,0.6399508028731945,1.1221002949569698,1.07012535330436,True,True,False,False,0.2837021336418156,0.05674042672836312
guide-policy-margin,actual_given_guide,rw_hl4_pin,adj_ebitda_margin_pct,2,14,False,14,10,2.1831543756728604,1.637167093631929,1.4423257826497795,1.3404252833684531,0.975900213146347,0.7363100718005925,0.8559485068816649,0.7637853854081934,1.371260942928284,1.1000229272400996,True,True,False,False,0.2636899281994075,0.13184496409970375
driver-lines,margin_v2,e_revknown_rw,adj_ebitda_margin_pct,10,14,True,14,10,1.9597990176654725,1.4353673367701594,1.449103509311776,1.2107595103161768,0.876057277660116,0.7397701142300992,0.7504429654822675,0.689900758138177,1.2309692245586663,1.105192116345952,True,True,False,False,0.2602298857699008,0.02602298857699008
guide-policy-margin,actual_given_guide,last_pin,adj_ebitda_margin_pct,1,14,False,14,10,2.2093564915494035,1.6410142549682167,1.4790087448769402,1.344685509096515,0.987612921488799,0.7550367942070363,0.8579598910673947,0.7662128971762918,1.3877187521074958,1.128000031979104,True,True,False,False,0.2449632057929637,0.2449632057929637
margin-ts,sarima_margin,lines_aicc,adj_ebitda_margin_pct,15,14,False,14,10,2.038262763694964,1.5871455940050685,1.4870532006156552,1.3476740982820927,0.9111316577991028,0.7591435042539774,0.8297961195754863,0.7679158199510674,1.2802530826151657,1.1341353211462282,True,True,False,False,0.24085649574602264,0.01605709971640151
guide-policy-margin,actual_given_guide,last,adj_ebitda_margin_pct,1,14,False,14,10,3.492712774515244,2.003930675954025,1.4945607240812933,1.3467009666412837,1.5612909371367132,0.762976109348142,1.0477009198688685,0.7673613215134817,2.1938075776630823,1.139861106567482,False,False,True,True,0.23702389065185803,0.23702389065185803
margin-ts,q_sentence_direction,k_fit_median,adj_ebitda_margin_pct,2,14,False,14,10,2.04807543306022,1.5206111011586512,1.5387779164650186,1.3213279622186458,0.9155180567783942,0.7855490706655693,0.7950103606694237,0.7529035742579181,1.2864165176870883,1.1735843651997484,True,True,False,False,0.21445092933443066,0.10722546466721533
street-bias,dispersion_conditioned,rw_hl4_from21,adj_ebitda_margin_pct,5,14,False,14,10,2.255205633677617,1.3198439246978644,1.596605279576126,1.1055696920636535,1.0081081224118715,0.8150700501811362,0.6900446759870921,0.6299627318476531,1.4165170535779583,1.2176877335297465,False,True,False,True,0.1849299498188638,0.03698598996377276
margin-ts,q_sentence_direction,k_fit_rw,adj_ebitda_margin_pct,2,14,False,14,10,2.0672249488955194,1.525827383566993,1.6431786827322898,1.3770368978863765,0.9240781553190937,0.8388458616062864,0.797737552754007,0.7846469854182414,1.2984445187453466,1.253208010493288,True,True,False,False,0.16115413839371362,0.08057706919685681
margin-ts,incremental_margin,k8_median,adj_ebitda_margin_pct,3,14,False,14,10,2.58910116604712,1.9371028486894792,1.7384873956838325,1.6688270214148366,1.1573640453273468,0.8875011419325151,1.0127617990010418,0.9509114051682446,1.6262401531711477,1.3258973922360393,False,False,True,True,0.11249885806748494,0.037499619355828316
margin-ts,incremental_margin,k8_rw,adj_ebitda_margin_pct,3,14,False,14,10,2.637579815902624,2.042143283647669,1.743207209951301,1.758765927971068,1.1790346725877083,0.8899106161469887,1.067679347621694,1.0021593361492362,1.6566900745571511,1.329497067128484,False,False,False,True,0.11008938385301126,0.03669646128433709
margin-ts,incremental_margin,k8_ew,adj_ebitda_margin_pct,3,14,False,14,10,2.6415949737657014,1.9919828823217125,1.7492499915331543,1.709273809918269,1.1808295037082457,0.8929954677068324,1.041454339321356,0.9739583189566696,1.659212035083023,1.3341057334674655,False,False,True,True,0.10700453229316764,0.03566817743105588
cycle-flex,flex_margin,revknown_rw,adj_ebitda_margin_pct,12,14,True,14,10,2.193844755525037,1.6730172931841114,1.7598446377977313,1.4771705519926983,0.9806789608577362,0.8984040548967811,0.8746918134735572,0.84170396766326,1.3779756766730478,1.3421859840857566,True,True,False,False,0.1015959451032189,0.008466328758601574
cycle-flex,flex_margin,l0_rw,adj_ebitda_margin_pct,12,14,False,14,10,2.20058721586878,1.5528943328636666,1.773200612961359,1.34900175349746,0.9836929339234572,0.9052223057732444,0.8118887746582619,0.7686723288463714,1.382210682970194,1.3523722256910673,True,True,False,False,0.09477769422675564,0.00789814118556297
alt-augmented,margin_aug,ridge_all_eq,adj_ebitda_margin_pct,37,14,False,14,10,2.182563578687451,1.5823292053562994,1.8028902563367164,1.3837801623589048,0.9756361187193052,0.9203789255247696,0.827278001120436,0.7884893531488147,1.3708898574749058,1.3750157149826998,True,True,False,False,0.07962107447523037,0.002151920931762983
cycle-flex,flex_margin,l0_eq,adj_ebitda_margin_pct,12,14,False,14,10,2.2439281085302105,1.65971315105709,1.8050986237216289,1.457669058830952,1.0030669126294782,0.9215063013002754,0.8677361028235814,0.8305918559660314,1.4094335280426815,1.3766999771545303,False,True,False,True,0.07849369869972456,0.00654114155831038
alt-augmented,margin_aug,none_eq,adj_ebitda_margin_pct,10,14,False,14,10,2.214424705499332,1.6272922126171798,1.842325612675284,1.4323986517551264,0.9898784832507712,0.9405107503915396,0.8507856925952761,0.816192569525143,1.3909021476187726,1.4050919963874542,True,True,False,False,0.05948924960846036,0.005948924960846036
driver-lines,margin_v2,b_elastic_eq,adj_ebitda_margin_pct,10,14,False,14,10,2.214424705499332,1.6272922126171798,1.842325612675284,1.4323986517551264,0.9898784832507712,0.9405107503915396,0.8507856925952761,0.816192569525143,1.3909021476187726,1.4050919963874542,True,True,False,False,0.05948924960846036,0.005948924960846036
street-bias,street_plus_bias,rw_hl4_from21,adj_ebitda_margin_pct,3,14,False,14,10,3.0181986102625804,1.8471831834600505,1.8636290621204,1.474376341417841,1.349176540099439,0.9513862020954652,0.9657497356070212,0.8401118034245597,1.895760518986625,1.4213395620212572,False,True,False,True,0.048613797904534795,0.016204599301511597
driver-lines,margin_v2,c_mix_rw,adj_ebitda_margin_pct,12,14,False,14,10,2.23877194477516,1.6749319772366986,1.882149114476405,1.492022903580692,1.000762036087699,0.9608407242596247,0.8756928542117548,0.8501669601348334,1.4061948903854324,1.43546430585539,False,True,False,True,0.039159275740375254,0.0032632729783646044
driver-lines,margin_v2,a_unit_eq,adj_ebitda_margin_pct,7,14,False,14,10,2.282771114894818,1.679388687818188,1.9012120870175653,1.4878100313853837,1.020430273925805,0.9705724082171338,0.8780229247235967,0.8477664308003799,1.4338312060663831,1.4500031202542425,False,True,False,True,0.029427591782866247,0.004203941683266607
alt-augmented,margin_aug,ridge_all_rw,adj_ebitda_margin_pct,37,14,False,14,10,2.248344381140204,1.6991439935653156,1.9038919206360048,1.5211772577626128,1.0050410475919116,0.9719404684069624,0.8883514516791026,0.8667793516806026,1.4122074327243157,1.4520469569913603,False,True,False,True,0.028059531593037645,0.0007583657187307472
driver-lines,margin_v2,d_steps_rw,adj_ebitda_margin_pct,14,14,False,14,10,2.55379867458732,1.742909917159274,1.9075946760114093,1.474356639553983,1.1415833431818114,0.9738307321109888,0.91123328035637,0.8401005771399868,1.60406630771784,1.4548709485305142,False,True,False,True,0.026169267889011194,0.0018692334206436567
alt-augmented,margin_aug,surv_emp_computer_systems_design_rw,adj_ebitda_margin_pct,11,14,False,14,10,2.245140386231271,1.681411230945932,1.9079994200381911,1.5068174131803986,1.0036088175355358,0.974037354711101,0.8790803566601595,0.8585969937642655,1.4101949717051052,1.4551796358704194,False,True,False,True,0.025962645288899022,0.002360240480809002
alt-augmented,margin_aug,none_rw,adj_ebitda_margin_pct,10,14,False,14,10,2.2590052259941182,1.6665190930459626,1.910475708182948,1.4827067396500275,1.0098065927504158,0.975301504547149,0.8712944053975571,0.8448585330657562,1.418903615243376,1.457068233971107,False,True,False,True,0.024698495452850966,0.0024698495452850967
driver-lines,margin_v2,b_elastic_rw,adj_ebitda_margin_pct,10,14,False,14,10,2.2590052259941182,1.6665190930459626,1.910475708182948,1.4827067396500275,1.0098065927504158,0.975301504547149,0.8712944053975571,0.8448585330657562,1.418903615243376,1.457068233971107,False,True,False,True,0.024698495452850966,0.0024698495452850967
margin-ts,incremental_margin,k4_rw_revknown,adj_ebitda_margin_pct,3,14,True,14,10,2.769528176049901,2.226717473658552,1.919801032846212,1.947924454876664,1.2380174152773329,0.9800621006308976,1.1641789675830434,1.1099434253994562,1.7395681498639572,1.4641804072796245,False,False,False,True,0.019937899369102396,0.006645966456367465
driver-lines,margin_v2,a_unit_rw,adj_ebitda_margin_pct,7,14,False,14,10,2.3015184310564814,1.7018733717536352,1.9280735842760064,1.5160547063984506,1.028810583647353,0.9842852539645748,0.8897784331974183,0.863860479650587,1.4456065815156316,1.4704896588710563,False,True,False,True,0.01571474603542522,0.00224496371934646
margin-ts,per_night_seasonal,g_k8_rw,adj_ebitda_margin_pct,7,14,False,14,10,2.6538511604083728,1.841537912335968,1.9317777852700573,1.6134838991369045,1.1863081887202742,0.986176255659686,0.9627982583824936,0.9193764374955078,1.6669102676219631,1.473314752944516,False,True,False,True,0.01382374434031397,0.001974820620044853
baselines-margin,q_guide_implied,q_guide_implied|adj_ebitda_margin_pct|h0|PIT,adj_ebitda_margin_pct,1,14,False,14,10,2.237067218823808,1.9126934394644228,1.9588565169598684,1.7549763441101764,1.0,1.0,1.0,1.0,1.4051241350867991,1.4939669703961458,False,False,False,False,0.0,0.0
baselines-margin,seasonal_naive,seasonal_naive|adj_ebitda_margin_pct|h0|PIT,adj_ebitda_margin_pct,1,14,False,14,10,2.237067218823808,1.9126934394644228,1.9588565169598684,1.7549763441101764,1.0,1.0,1.0,1.0,1.4051241350867991,1.4939669703961458,False,False,False,False,0.0,0.0
margin-ts,pct_rev_seasonal,nodrift,adj_ebitda_margin_pct,2,14,False,14,10,2.23706721882381,1.9126934394644224,1.9588565169598684,1.7549763441101756,1.0000000000000009,1.0,1.0,0.9999999999999994,1.4051241350868005,1.4939669703961458,False,True,True,False,0.0,0.0
margin-ts,incremental_margin,k4_rw,adj_ebitda_margin_pct,3,14,False,14,10,2.854815414607456,2.266213660614893,1.9625936860898865,1.9729285105540333,1.2761419909896332,1.001907831991604,1.1848284800147904,1.1241909426160188,1.7931379113372543,1.496817208376667,False,False,False,False,-0.0019078319916039366,-0.0006359439972013122
guide-policy-margin,actual_given_guide,rw_hl4,adj_ebitda_margin_pct,2,14,False,14,10,3.831092375739832,2.2986069915795246,1.968292165795716,1.6730162707167249,1.7125513008742406,1.0048169167849474,1.2017644564218102,0.9532984739831306,2.4063471654326904,1.5011632849720038,False,False,True,False,-0.004816916784947445,-0.0024084583924737224
margin-ts,ensemble_simple,invmae4,adj_ebitda_margin_pct,5,14,False,14,10,2.7804374057708423,2.097099547849854,2.005907532112188,1.8316874083140644,1.2428939919081756,1.024019633263054,1.0964117430324156,1.0437105972746217,1.7464203453845546,1.529851509132177,False,False,False,False,-0.024019633263054008,-0.004803926652610801
guide-policy-margin,actual_given_guide,rw_hl4_revknown,adj_ebitda_margin_pct,2,14,True,14,10,3.89658272160323,2.346564432406451,2.014614668194452,1.714746531339004,1.741826391632502,1.0284646428933548,1.2268377064457947,0.9770767207739371,2.44748230201398,1.536492206702939,False,False,True,False,-0.02846464289335482,-0.01423232144667741
baselines-margin,seasonal_naive_drift,seasonal_naive_drift|adj_ebitda_margin_pct|h0|PIT,adj_ebitda_margin_pct,1,14,False,14,10,2.3846460522876978,1.9814444328449643,2.020184833508136,1.845777332837533,1.06596978053323,1.0313082229439898,1.03594459622332,1.0517391525145574,1.49781986590042,1.5407404213762652,False,False,False,False,-0.03130822294398983,-0.03130822294398983
margin-ts,incremental_margin,k4_ew,adj_ebitda_margin_pct,3,14,False,14,10,2.954831624679214,2.286608306990475,2.050431642130272,1.981585405277532,1.3208506207662314,1.04674927662008,1.195491268914873,1.1291237126516669,1.855959086083013,1.5638088455564576,False,False,False,False,-0.046749276620080105,-0.015583092206693369
margin-ts,per_night_seasonal,g_k4_rw,adj_ebitda_margin_pct,7,14,False,14,10,2.416456812204779,1.790293245541693,2.0545377798493214,1.6346562869316492,1.080189630365819,1.048845467782372,0.9360063712264296,0.9314406387400436,1.5178005200975009,1.5669404859165583,False,True,False,False,-0.048845467782371976,-0.006977923968910282
margin-ts,q_sentence_direction,k_fit_ew,adj_ebitda_margin_pct,2,14,False,14,10,2.5291903808307423,2.033196381928556,2.1164932587096,1.9033849275076544,1.1305830953799076,1.0804738582866615,1.0630017021953475,1.0845644352389978,1.5886095940394491,1.614192256656758,False,False,False,False,-0.08047385828666154,-0.04023692914333077
alt-augmented,margin_aug,best1_eq,adj_ebitda_margin_pct,15,14,False,14,10,2.444502228664252,2.071841156090862,2.125149007265444,1.909921209845109,1.0927263195736727,1.0848926344863992,1.0832060764902307,1.088288862841336,1.5354161246775386,1.6207937623487387,False,False,False,False,-0.08489263448639917,-0.005659508965759944
margin-ts,ensemble_simple,eq4,adj_ebitda_margin_pct,1,14,False,14,10,2.998181451009251,2.1739049146807696,2.1259706574245296,1.8831718878507284,1.3402285929457307,1.085312088464765,1.1365673504320113,1.0730468784783256,1.883187542481468,1.6214204127380183,False,False,False,False,-0.0853120884647649,-0.0853120884647649
street-bias,street_plus_bias,ew,adj_ebitda_margin_pct,3,14,False,14,10,2.4935528176159187,2.1308168813822945,2.15323457170037,2.0446705096562816,1.1146526115236557,1.0992303688695766,1.1140399383494246,1.1650701255993217,1.566225286689419,1.642213863947519,False,False,False,False,-0.09923036886957659,-0.033076789623192195
street-bias,street_plus_bias,ew_usd,adj_ebitda_margin_pct,3,14,False,14,10,2.4935528176159187,2.1308168813822945,2.15323457170037,2.0446705096562816,1.1146526115236557,1.0992303688695766,1.1140399383494246,1.1650701255993217,1.566225286689419,1.642213863947519,False,False,False,False,-0.09923036886957659,-0.033076789623192195
alt-augmented,margin_aug,best1_rw,adj_ebitda_margin_pct,15,14,False,14,10,2.4309311660114687,2.0549485421296567,2.15654731155454,1.913119452744093,1.086659866791839,1.1009215289037533,1.0743742304595696,1.090111248031722,1.5268920054594195,1.6447404011802331,False,False,False,False,-0.10092152890375328,-0.0067281019269168855
margin-ts,per_night_seasonal,g_k4_ew,adj_ebitda_margin_pct,7,14,False,14,10,2.538860260929526,1.8998430167961355,2.200732405938626,1.7540668285986136,1.1349056655813825,1.1234781041309485,0.9932815042896338,0.9994817505577124,1.5946833417551485,1.6784391795349187,False,True,False,False,-0.12347810413094851,-0.01763972916156407
guide-policy-margin,actual_given_guide,nocushion_pin,adj_ebitda_margin_pct,1,14,False,14,10,2.2308267177464747,1.831835627563122,2.329400015214065,1.7912374349998903,0.9972104096717246,1.18916316485971,0.9577256813700672,1.0206618687547606,1.4012044143895348,1.776570490712153,False,False,False,False,-0.18916316485971008,-0.18916316485971008
margin-ts,yoy_margin_change,k4_rw_shrink50,adj_ebitda_margin_pct,4,14,False,14,10,2.956787430654092,2.30886270054908,2.361715567009458,2.076901959154568,1.3217248930985162,1.2056603158840973,1.2071263762977036,1.183435871443394,1.8571875472377448,1.8012166894482249,False,False,False,False,-0.20566031588409728,-0.05141507897102432
margin-ts,sarima_margin,margin_aicc,adj_ebitda_margin_pct,4,14,False,14,10,3.607452464132688,2.534984973875914,2.4205068646475154,2.146399738195472,1.6125811659916924,1.2356733858200728,1.325348287170233,1.223036279320197,2.265876716121339,1.8460552246127613,False,False,False,False,-0.2356733858200728,-0.0589183464550182
guide-policy-margin,q4_implied,guide_mid,adj_ebitda_margin_pct,0,3,False,3,2,2.868380342387359,2.133059438881261,2.473490240754318,1.8788759210858967,0.7386940979686898,0.9934727889935844,0.6869856353048786,0.7483056842858533,1.7312501286149058,4.068531253370353,True,True,False,False,0.006527211006415623,
margin-ts,yoy_margin_change,k2_rw,adj_ebitda_margin_pct,3,14,False,14,10,2.9227509371256826,2.5799336895809555,2.4852891799842407,2.4131029822354515,1.3065101095452951,1.2687448817544795,1.3488485066918867,1.3750059881627432,1.835808887656993,1.895462947200356,False,False,False,False,-0.2687448817544795,-0.08958162725149317
guide-policy-margin,actual_given_guide,nocushion,adj_ebitda_margin_pct,1,14,False,14,10,2.3919445565370965,1.9465954752835823,2.5386264765229183,1.9143717277740029,1.0692323129184824,1.295973673693492,1.0177247619088674,1.0908248046754412,1.5024041288964405,1.9361418630010288,False,False,False,False,-0.2959736736934919,-0.2959736736934919
margin-ts,yoy_margin_change,k2_ew,adj_ebitda_margin_pct,3,14,False,14,10,2.9910443637134425,2.6454839016978715,2.5536312120127422,2.476663915276589,1.337038216172179,1.3036336198712295,1.3831196610569432,1.4112235322079678,1.8787046670769303,1.9475855695855813,False,False,False,False,-0.3036336198712295,-0.10121120662374317
cycle-flex,flex_margin,dl_rw,adj_ebitda_margin_pct,22,14,False,14,10,2.71584479982453,2.1278763566199084,2.6052801986833782,2.004124183111574,1.214020203314432,1.3300005263921806,1.1125025645592947,1.1419664942137568,1.7058490881600916,1.9869768570394049,False,False,False,False,-0.3300005263921806,-0.0150000239269173
margin-ts,pct_rev_seasonal,drift_k4_rw,adj_ebitda_margin_pct,7,14,False,14,10,3.781432418892753,2.7486654110381847,2.7532576245131684,2.428320623854668,1.690352613043488,1.4055432854194982,1.4370653207279491,1.3836771259078684,2.3751552533944427,2.099835243878813,False,False,False,False,-0.40554328541949825,-0.057934755059928324
margin-ts,pct_rev_seasonal,drift_k4_rw_revknown,adj_ebitda_margin_pct,7,14,True,14,10,3.781432418892753,2.7486654110381847,2.7532576245131684,2.428320623854668,1.690352613043488,1.4055432854194982,1.4370653207279491,1.3836771259078684,2.3751552533944427,2.099835243878813,False,False,False,False,-0.40554328541949825,-0.057934755059928324
margin-ts,yoy_margin_change,k4_rw,adj_ebitda_margin_pct,3,14,False,14,10,3.676507642484378,2.705031961633737,2.7645746170590484,2.3988275741989606,1.6434497861970323,1.4113206317681952,1.4142527525954074,1.3668717428867885,2.3092509593886907,2.108466408500305,False,False,False,False,-0.4113206317681952,-0.13710687725606507
margin-ts,pct_rev_seasonal,drift_k8_rw,adj_ebitda_margin_pct,7,14,False,14,10,5.938916750554285,3.470438146583485,2.7665163775143133,2.563565678828397,2.654777961333148,1.4123119041959882,1.814424661567956,1.4607408740476209,3.730292586765736,2.109947336766092,False,False,False,False,-0.4123119041959882,-0.058901700599426884
margin-ts,pct_rev_seasonal,drift_k4_ew,adj_ebitda_margin_pct,7,14,False,14,10,4.017644700245485,2.833712068881499,2.870118744572398,2.4797142124176528,1.795942771159938,1.4652011108127525,1.4815296640924185,1.41296161668489,2.523522532991497,2.188962064541995,False,False,False,False,-0.4652011108127525,-0.06645730154467892
margin-ts,yoy_margin_change,k4_ew,adj_ebitda_margin_pct,3,14,False,14,10,3.910997243383998,2.787098014573455,2.8787402438899234,2.4451602917851933,1.7482698823150689,1.469602402710796,1.4571587673526376,1.3932725076274233,2.4565362062862617,2.195537449264744,False,False,False,False,-0.4696024027107959,-0.15653413423693197
guide-policy-margin,actual_given_guide,equal,adj_ebitda_margin_pct,2,14,False,14,10,4.577432213387513,3.418445385739993,3.0131679385024697,2.9130901644402862,2.046175535035647,1.5382279980255444,1.7872416536845543,1.6599028096400392,2.875130628902733,2.298061821988751,False,False,False,False,-0.5382279980255444,-0.2691139990127722
margin-ts,per_night_seasonal,nogrowth,adj_ebitda_margin_pct,2,14,False,14,10,2.714047297980664,3.1412043135060066,3.03544103582654,3.25021020313175,1.213216695119085,1.5495984568270078,1.6422936622742752,1.8519965890364751,1.7047200594020695,2.315048911876388,False,False,False,False,-0.5495984568270078,-0.2747992284135039
guide-policy-margin,actual_given_guide,rw_hl4_prorata,adj_ebitda_margin_pct,5,14,False,14,10,4.600414767976363,3.288250321404113,3.489101972367385,2.858759462322647,2.056449054935033,1.7811932329696345,1.7191726878745728,1.6289447273274331,2.8895661996656545,2.6610438579497604,False,False,False,False,-0.7811932329696345,-0.1562386465939269
baselines-margin,guide_implied,guide_implied|adj_ebitda_margin_pct|h0|PIT,adj_ebitda_margin_pct,4,14,False,14,10,4.379815071651362,3.2732364646302923,3.795465434098048,3.055806555068618,1.957837938349548,1.937592366381476,1.7113230991929569,1.7412237864767346,2.751005339763531,2.8946989974656323,False,False,False,False,-0.937592366381476,-0.234398091595369
baselines-margin,trailing4,trailing4|adj_ebitda_margin_pct|h0|PIT,adj_ebitda_margin_pct,2,14,False,14,10,9.476977605964542,8.49302748443356,8.978333028679428,8.3170922686763,4.23634011808876,4.583456190356268,4.440349566322405,4.739147793409891,5.952583744362979,6.847532158650013,False,False,False,False,-3.5834561903562676,-1.7917280951781338
street-bias,street_plus_flowthrough,rw_hl4,adj_ebitda_musd,6,14,False,14,10,43.06242584371122,33.98672145607909,33.75843581255092,31.079840745277536,0.3488853945671047,0.3451782802919317,0.2930067357983018,0.2920763219483103,0.6596909101477021,0.580862965127455,True,True,False,False,0.6548217197080684,0.10913695328467805
street-bias,street_plus_flowthrough,rw_hl4_usd,adj_ebitda_musd,6,14,False,14,10,43.06242584371122,33.98672145607909,33.75843581255092,31.079840745277536,0.3488853945671047,0.3451782802919317,0.2930067357983018,0.2920763219483103,0.6596909101477021,0.580862965127455,True,True,False,False,0.6548217197080684,0.10913695328467805
street-bias,street_plus_flowthrough,rw_hl4_med,adj_ebitda_musd,6,14,False,14,10,42.83245693129316,34.17856812813398,34.855866959777,31.70722217971398,0.3470222205081621,0.3563994576664315,0.2946606866574693,0.297972210004194,0.6561679223418282,0.5997458634270253,True,True,False,False,0.6436005423335684,0.10726675705559474
