market,region,us,australia,europe,interval,interval_label,snapshot0,snapshot1,interval_days,n_vintages,matched_future_row_retention_pct,unavailable_row_retention_pct,stable_panel_listings,broad_rate_pct,stable_rate_pct,screened_rate_pct,short_run_rate_pct,short_run_reopened,short_run_initial_unavailable,short_run_top10_share_pct,broad_reclosed_pct,short_run_reclosed_pct,short_run_reopened_followed,short_run_d001_030_pct,short_run_d001_030_initial,short_run_d031_060_pct,short_run_d031_060_initial,short_run_d061_090_pct,short_run_d061_090_initial,short_run_d091_180_pct,short_run_d091_180_initial,short_run_rate_per90_pct
barcelona,EMEA,False,False,True,3,I3_Mar_to_Jun,2026-03-21,2026-06-24,95,5,80.95380029806259,68.55666537178251,1209,24.230193043599755,24.034053141990352,24.583807108078954,7.421169975581273,699,9419,26.895565092989987,16.850838737726896,42.44791666666667,384.0,5.2882849798016895,2723,7.216494845360824,2328,8.087774294670847,1595,8.363802559414992,2188,7.0305820821296265
barcelona,EMEA,False,False,True,4,I4_Jun_to_Aug,2026-06-24,2026-08-23,60,5,93.78323519693296,93.29290790381314,1209,17.477130476649013,17.368928689603706,17.299749750768044,6.2528905744149474,676,10811,22.928994082840237,,,,5.748122472559214,3462,4.3478260869565215,2829,6.791569086651054,1281,9.247311827956988,1860,9.37933586162242
barossa-valley,APAC,False,True,False,1,I1_Sep_to_Dec,2025-09-27,2025-12-28,92,5,100.0,100.0,29,32.61245674740484,31.54034229828851,29.80132450331126,3.6269430051813467,14,386,100.0,17.420814479638008,83.33333333333334,6.0,4.587155963302752,109,2.3529411764705883,85,1.36986301369863,73,6.122448979591836,98,3.548096418112187
barossa-valley,APAC,False,True,False,2,I2_Dec_to_Mar,2025-12-28,2026-03-30,92,5,94.11891891891891,83.44569288389513,29,32.989228007181325,31.48330058939096,35.57567917205692,6.116207951070336,20,327,100.0,15.957446808510639,,0.0,11.29032258064516,124,5.063291139240507,79,6.666666666666667,30,0.0,36,5.983246908655764
barossa-valley,APAC,False,True,False,3,I3_Mar_to_Jun,2026-03-30,2026-06-29,91,5,93.93939393939394,91.01420548397753,29,35.31760435571688,30.625543006081667,23.45465049104564,3.939393939393939,13,330,100.0,6.388526727509778,27.27272727272727,11.0,0.0,47,1.8867924528301887,53,2.5,40,6.214689265536723,177,3.8961038961038956
barossa-valley,APAC,False,True,False,4,I4_Jun_to_Aug,2026-06-29,2026-08-30,62,5,100.0,100.0,29,40.79229122055675,38.94214876033058,39.95354239256678,39.81308411214953,213,535,98.59154929577466,,,,38.93805309734513,113,26.490066225165563,151,34.69387755102041,98,53.17460317460318,126,57.79318661441061
barwon-south-west-vic,APAC,False,True,False,1,I1_Sep_to_Dec,2025-09-28,2025-12-29,92,5,94.46844775646107,94.20925992067222,483,24.025021699440305,34.246870953819595,37.62837006376552,5.862428348097968,225,3838,37.333333333333336,12.739845502118117,68.75,32.0,3.565267395054629,1739,8.625,800,10.243055555555555,576,4.644412191582003,689,5.734984253574099
barwon-south-west-vic,APAC,False,True,False,2,I2_Dec_to_Mar,2025-12-29,2026-03-30,91,5,74.94932673549984,59.57844746179164,483,42.595100332389514,44.39866180278602,47.092716185720455,10.85634066448292,232,2137,41.810344827586206,10.616841566419248,20.28985507246377,69.0,12.25296442687747,759,11.244979919678714,498,8.75,160,12.556053811659194,223,10.73704021762047
barwon-south-west-vic,APAC,False,True,False,3,I3_Mar_to_Jun,2026-03-30,2026-06-29,91,5,93.95415286706928,90.49581491850105,483,33.67566464094471,35.547275976124396,37.38699398088045,6.9471000637348626,218,3138,44.95412844036697,14.583452619524765,25.13368983957219,187.0,4.123711340206185,291,6.878306878306878,189,9.34844192634561,353,6.166666666666667,1200,6.870758304792721
barwon-south-west-vic,APAC,False,True,False,4,I4_Jun_to_Aug,2026-06-29,2026-08-31,63,5,95.16300592748827,92.69394786636165,483,21.06006134097049,28.636671470991715,31.629543315555953,12.52074497510603,679,5423,45.50810014727541,,,,13.247362250879249,853,12.603648424543948,603,14.772727272727273,880,10.076530612244898,2352,17.886778535865755
belize,LatAm,False,False,False,1,I1_Sep_to_Dec,2025-09-28,2025-12-29,92,5,95.26654411764706,93.72008493180263,250,22.717149220489976,31.939501779359432,32.27882037533512,8.18534961154273,295,3604,51.864406779661024,17.52695572378986,34.44444444444444,90.0,4.723618090452261,995,8.737864077669903,927,10.973724884080372,647,10.602409638554217,830,8.007407228683105
belize,LatAm,False,False,False,2,I2_Dec_to_Mar,2025-12-29,2026-03-30,91,5,78.7210376487001,60.483620038227315,250,38.28911589622988,36.886923769753544,37.038503414827275,13.42966425839354,316,2353,43.037974683544306,16.42894875858426,25.274725274725274,91.0,11.835106382978724,752,16.39344262295082,427,15.763546798029557,406,14.840182648401825,438,13.282085530279327
belize,LatAm,False,False,False,3,I3_Mar_to_Jun,2026-03-30,2026-06-29,91,5,87.64972082132564,93.9349028102377,250,25.0561320468475,24.613501674826075,25.279380615002555,10.747217806041336,338,3145,42.30769230769231,14.83485193621868,14.953271028037381,214.0,8.4472049689441,805,16.875,320,32.0,150,11.85729275970619,953,10.629116511469453
belize,LatAm,False,False,False,4,I4_Jun_to_Aug,2026-06-29,2026-08-31,63,5,98.10013229775095,97.7918104800753,250,22.785063971443467,25.002770083102494,24.391126115264047,15.996301433194638,692,4326,53.90173410404624,,,,22.535211267605636,284,23.47560975609756,328,17.63085399449036,726,14.539504441327722,2139,22.851859190278052
bogota,LatAm,False,False,False,1,I1_Sep_to_Dec,2026-06-21,2026-08-18,58,2,95.60059861021963,92.32870392851939,1788,30.56947128975846,30.56947128975846,30.702696370345784,10.405471421592575,426,4094,34.97652582159624,,,,13.595505617977526,890,6.6904549509366635,2242,23.555555555555554,225,14.332247557003258,614,16.146421171436753
brisbane,APAC,False,True,False,1,I1_Sep_to_Dec,2025-10-07,2026-01-16,101,5,80.37770147444961,72.21502248082517,391,34.89168452086652,36.1790780141844,36.56383542842884,8.00230282095567,139,1737,57.55395683453237,27.516362383740955,24.561403508771928,57.0,10.250569476082005,439,8.51581508515815,411,2.491103202846975,281,10.352941176470589,425,7.130764889960498
brisbane,APAC,False,True,False,2,I2_Dec_to_Mar,2026-01-16,2026-03-19,62,5,90.32815198618307,86.50038705275726,391,22.685353719208834,23.93626438477427,24.66735195020273,8.447043534762832,260,3078,53.07692307692308,30.459408432976716,49.0,100.0,8.946078431372548,816,6.699147381242387,821,10.457516339869281,306,8.226221079691516,778,12.261837389171852
brisbane,APAC,False,True,False,3,I3_Mar_to_Jun,2026-03-19,2026-06-15,88,5,90.51631988465458,91.6869267322356,391,28.75071564166692,31.495494048933224,34.64509010665686,9.099181073703367,200,2198,48.0,22.59213679642464,40.0,95.0,9.5,600,8.687943262411348,564,12.658227848101266,237,10.683012259194395,571,9.305980643560261
brisbane,APAC,False,True,False,4,I4_Jun_to_Aug,2026-06-15,2026-08-13,59,5,91.68094169142424,89.81380980212073,391,20.70279817793065,24.15494874353624,29.314275152485987,8.640674394099051,246,2847,47.5609756097561,,,,9.472259810554803,739,6.7164179104477615,536,9.054325955734406,497,5.632040050062578,799,13.180689753710416
buenos-aires,LatAm,False,False,False,1,I1_Sep_to_Dec,2025-09-27,2025-11-27,61,5,89.11491747273918,87.84639960488644,1869,26.873781119876313,27.6870803709608,28.372979103503997,6.50679923965492,445,6839,23.370786516853933,24.607742647638574,12.0,25.0,6.221441124780316,2845,6.655665566556655,1818,5.769230769230769,1144,7.092198581560284,846,9.600195599490865
buenos-aires,LatAm,False,False,False,2,I2_Dec_to_Mar,2025-11-27,2026-03-30,123,5,85.10885698990016,83.36294969594388,1869,50.90748541892811,52.95398836950193,59.71695729087693,22.114451988360813,228,1031,59.210526315789465,23.7422410976805,34.166666666666664,120.0,14.583333333333334,288,18.385650224215247,223,25.0,96,26.717557251908396,262,16.181306332946935
buenos-aires,LatAm,False,False,False,3,I3_Mar_to_Jun,2026-03-30,2026-06-29,91,5,91.76646476053591,89.05079271544668,1869,34.85431647896939,35.56892119025727,39.941951511474414,9.472372247611133,456,4814,33.771929824561404,19.472164454884126,32.33082706766917,266.0,7.729805013927576,1436,7.165775401069519,935,8.062015503875969,645,11.270638908829863,1393,9.368280244890132
buenos-aires,LatAm,False,False,False,4,I4_Jun_to_Aug,2026-06-29,2026-08-30,62,5,92.33021400464801,91.87371949469322,1869,24.871441293918238,26.385892159855175,30.25203708480646,8.413739868776535,654,7773,24.31192660550459,,,,7.637231503579953,2095,7.559572719802794,2434,10.025706940874036,1167,9.741784037558686,1704,12.213493357901422
chicago,NA_US,True,False,False,1,I1_Sep_to_Dec,2025-09-22,2025-12-25,94,5,90.79623048528418,90.01698096344624,405,34.02750198570294,40.53847622684743,40.8194719088054,18.275154004106774,178,974,58.42696629213483,31.132937414344447,52.054794520547944,73.0,17.647058823529413,221,45.56962025316456,79,32.55813953488372,86,11.794871794871794,390,17.49748787627244
chicago,NA_US,True,False,False,2,I2_Dec_to_Mar,2025-12-25,2026-03-27,92,5,55.069079995305245,56.61201480333936,405,42.32260271369389,43.37834846136816,43.56888523692139,8.86280857952246,219,2471,43.83561643835616,24.11369768463324,43.956043956043956,91.0,11.63895486935867,421,12.568306010928962,366,6.8181818181818175,528,8.791208791208792,637,8.67013882779371
chicago,NA_US,True,False,False,3,I3_Mar_to_Jun,2026-03-27,2026-06-24,89,5,93.6944055944056,91.69036834158503,405,33.11440880804212,33.72208601153005,33.48084526958024,7.14425523585829,365,5109,36.43835616438356,15.131017271951139,42.32804232804233,189.0,6.240822320117474,1362,5.551839464882943,1495,9.441233140655106,1038,5.724508050089446,1118,7.22452776659827
chicago,NA_US,True,False,False,4,I4_Jun_to_Aug,2026-06-24,2026-08-27,64,5,95.9091603053435,94.91477157153899,405,24.40958381552441,25.808781358200395,27.353313634444916,5.591759512297666,266,4757,42.10526315789473,,,,3.641329085116067,2197,5.541871921182266,1624,12.318840579710146,414,10.774410774410773,297,7.863411814168593
hong-kong,APAC,False,False,False,1,I1_Sep_to_Dec,2025-09-23,2025-12-27,95,5,89.80803561340474,86.09657979679127,137,27.748536391674516,35.984389718745796,40.0,3.8934426229508197,19,488,100.0,14.678663239074549,,0.0,1.5267175572519083,262,3.289473684210526,152,23.809523809523807,42,0.0,32,3.6885245901639343
hong-kong,APAC,False,False,False,2,I2_Dec_to_Mar,2025-12-27,2026-03-29,92,5,26.017402206910962,30.35259776088852,137,32.8036122676362,32.407023365132034,32.65133937987766,6.870229007633588,18,262,100.0,17.918552036199095,,0.0,5.0,160,9.090909090909092,77,23.076923076923077,13,0.0,8,6.720876203119815
hong-kong,APAC,False,False,False,3,I3_Mar_to_Jun,2026-03-29,2026-06-27,90,5,90.29897515298974,89.78918750278557,137,29.524471359078724,34.620047214955655,36.14672667062919,11.176470588235295,38,340,100.0,21.22641509433962,6.25,16.0,10.76923076923077,130,12.903225806451612,62,5.263157894736842,19,0.0,111,11.176470588235295
hong-kong,APAC,False,False,False,4,I4_Jun_to_Aug,2026-06-27,2026-08-28,62,5,93.58621962595842,91.43942417121151,137,15.198732765448462,20.38136355459615,22.38968585436717,8.701298701298702,67,770,89.55223880597015,,,,2.34375,128,2.358490566037736,212,17.36842105263158,190,13.684210526315791,190,12.630917469627148
london,EMEA,False,False,True,1,I1_Sep_to_Dec,2025-09-14,2025-12-13,90,5,85.37090545094678,85.88326064022422,3344,15.164602263143614,35.83732070596467,40.63960926624772,10.892784345699145,1336,12265,13.023952095808383,26.493666852545207,47.56302521008403,595.0,8.816614420062695,5104,14.631685166498487,991,9.28495197438634,937,11.73095313994262,3137,10.892784345699145
london,EMEA,False,False,True,2,I2_Dec_to_Mar,2025-12-13,2026-03-21,98,5,45.86801774293793,30.334906182736503,3344,36.249884607960794,36.93583649519726,40.05370831124508,10.540798562363115,1877,17807,14.011720831113477,24.31136399265947,36.33916554508748,743.0,10.55327868852459,2928,10.891330891330892,4095,11.3010115102895,2867,8.686961869618697,6504,9.680325210333473
london,EMEA,False,False,True,3,I3_Mar_to_Jun,2026-03-21,2026-06-19,90,5,85.01678179135618,83.62655279758324,3344,28.140582037307464,29.364502987286823,32.95712838575504,8.80904996333927,2523,28641,10.46373365041617,16.597347072029766,36.32781717888101,1269.0,5.548135210109936,9733,10.069654754694126,6604,9.489817342011337,4763,10.386221294363256,5748,8.80904996333927
london,EMEA,False,False,True,4,I4_Jun_to_Aug,2026-06-19,2026-08-18,60,5,89.78442360776872,90.68647666672214,3344,9.59061290467302,19.10800751832904,22.267821480673625,7.942576558341767,2119,26679,10.382255781028787,,,,8.703834391907787,8502,7.560581583198707,6190,8.814240597186334,3483,5.847176079734219,6020,11.913864837512651
los-angeles,NA_US,True,False,False,1,I1_Sep_to_Dec,2025-09-01,2025-12-04,94,5,88.99891912641992,90.40444833979694,2888,26.32701727113163,30.851989968945308,47.56811842952156,14.194746617139826,535,3769,22.61682242990654,20.625653875463364,55.376344086021504,186.0,9.376723662437948,1813,19.603960396039604,505,18.11023622047244,254,20.72992700729927,685,13.590714846197706
los-angeles,NA_US,True,False,False,2,I2_Dec_to_Mar,2025-12-04,2026-03-16,102,5,89.33706705130543,90.37447293270063,2888,26.70035212706689,31.711638138266697,48.98232933507749,13.235659299726843,533,4027,25.14071294559099,21.199367443250445,44.57831325301205,249.0,6.220657276995305,852,13.204747774480714,674,18.19371727748691,764,12.011173184357542,1432,11.678522911523686
los-angeles,NA_US,True,False,False,3,I3_Mar_to_Jun,2026-03-16,2026-06-15,91,5,81.31139524514951,72.57038905952903,2888,28.947348531608768,27.98223069782714,39.56730618268597,10.362879238548484,871,8405,25.02870264064294,13.017128366035546,28.846153846153843,468.0,8.168230795968022,2877,9.108341323106425,2086,8.59016393442623,1525,16.8913560666138,1261,10.24900144471828
los-angeles,NA_US,True,False,False,4,I4_Jun_to_Aug,2026-06-15,2026-08-10,56,5,91.47950992438987,90.85523618317805,2888,19.137134942989192,17.939668887554397,26.81465854186877,8.054498096573832,804,9982,26.368159203980102,,,,7.495429616087751,3829,10.351659237246162,2019,5.315110098709187,1317,9.734069242348218,1993,12.944729083779373
melbourne,APAC,False,True,False,1,I1_Sep_to_Dec,2025-09-12,2025-12-12,91,5,93.79139072847681,93.49410935454637,1125,17.11730874861334,32.55468330402666,34.456849670439475,7.486383126665894,646,8629,25.851393188854487,17.803295665681826,26.744186046511626,86.0,6.474215246636772,3568,8.821752265861027,1655,6.400343642611683,2328,10.40268456375839,894,7.404115180219016
melbourne,APAC,False,True,False,2,I2_Dec_to_Mar,2025-12-12,2026-03-21,99,5,56.682820049396234,42.21234960586364,1125,39.05506836011771,41.66568629757732,42.715031656543836,8.787082238077357,234,2663,37.17948717948718,26.2991773740587,32.8125,64.0,7.698961937716263,1156,6.265664160401002,399,18.387096774193548,310,7.974137931034483,464,7.988256580070324
melbourne,APAC,False,True,False,3,I3_Mar_to_Jun,2026-03-21,2026-06-16,87,5,91.45059732259313,89.55101346108599,1125,33.16600330933321,34.75388699279484,35.94601374742863,11.657529829087391,723,6202,19.502074688796682,20.80356557645671,31.367924528301888,424.0,14.381591562799617,1043,17.529411764705884,850,15.555555555555555,630,9.51276102088167,2155,12.059513616297302
melbourne,APAC,False,True,False,4,I4_Jun_to_Aug,2026-06-16,2026-08-15,60,5,92.3386917812475,91.40480127156964,1125,12.56674003802652,21.816567036720752,22.910032874920393,7.433911432901162,883,11878,24.462061155152888,,,,9.029038112522686,2204,7.586206896551724,2320,7.943578322197475,1347,6.06508875739645,4056,11.150867149351743
mexico-city,LatAm,False,False,False,1,I1_Sep_to_Dec,2025-09-27,2025-12-29,93,5,76.57018022938286,61.437141366718826,1511,42.56897139512296,44.00363659051813,45.18238457851856,12.122788761706556,466,3844,34.12017167381974,18.026887900444798,20.670391061452513,179.0,9.959183673469388,1225,10.29143897996357,1098,11.633663366336634,404,15.482502651113467,943,11.731731059716022
mexico-city,LatAm,False,False,False,2,I2_Dec_to_Mar,2025-12-29,2026-03-30,91,5,80.18313052255486,77.10922459966793,1511,42.83026561460487,43.26890792475571,43.935822000545535,14.452798663324979,692,4788,21.820809248554912,15.164603988093905,25.581395348837212,301.0,10.27972027972028,1430,17.27941176470588,544,18.794835007173603,1394,11.386861313868613,685,14.293976699991738
mexico-city,LatAm,False,False,False,3,I3_Mar_to_Jun,2026-03-30,2026-06-15,77,5,93.27477409102033,91.29409635732686,1511,33.43438642312872,35.704937733038115,35.72620265649052,10.5456774984672,1032,9786,15.213178294573643,15.663092965193126,34.01759530791789,341.0,13.248150638870209,2974,9.256953092569532,2409,12.794268167860798,977,8.37370242214533,2890,12.326116556649973
mexico-city,LatAm,False,False,False,4,I4_Jun_to_Aug,2026-06-15,2026-08-30,76,5,90.35799232937812,89.3071727289201,1511,28.277242218924435,34.949965406098656,37.09791624519523,10.405701754385966,949,9120,17.91359325605901,,,,11.59043659043659,1924,10.380803338549818,1917,6.5420560747663545,3210,14.601293103448276,1856,12.322541551246537
mid-north-coast,APAC,False,True,False,1,I1_Sep_to_Dec,2025-10-17,2025-11-12,26,5,98.08429118773945,97.70794407576831,381,8.81950511860998,10.07902793269573,9.384858044164037,3.7677304964539005,255,6768,30.19607843137255,24.283810792804797,25.0,8.0,7.103490508266994,1633,4.217753800882786,2039,3.5453597497393115,959,0.6748466257668712,1630,13.042144026186579
mid-north-coast,APAC,False,True,False,2,I2_Dec_to_Mar,2025-11-12,2026-03-21,129,5,77.48091603053436,67.86354189063285,381,43.36959200197135,44.30445416141703,43.899253731343286,9.13907284768212,138,1510,46.3768115942029,19.732900649026462,21.27659574468085,47.0,9.106830122591944,571,8.494208494208493,259,17.0,100,11.403508771929824,228,6.376097335592178
mid-north-coast,APAC,False,True,False,3,I3_Mar_to_Jun,2026-03-21,2026-06-19,90,5,95.47382868550753,93.41508680433199,381,27.771350970727294,27.54109849037872,28.371466095251265,7.330735509011204,301,4106,47.176079734219265,13.696969696969695,44.65408805031446,159.0,16.30648330058939,509,20.415224913494807,289,8.870967741935484,248,6.313890559230306,1663,7.330735509011204
mid-north-coast,APAC,False,True,False,4,I4_Jun_to_Aug,2026-06-19,2026-08-18,60,5,96.18583221816893,94.11048449115611,381,20.93122233571672,22.44759151747759,21.79532577903683,5.8232931726907635,348,5976,27.298850574712645,,,,5.82010582010582,567,6.8833652007648185,1569,4.751619870410368,926,6.090026478375993,2266,8.734939759036145
mornington-peninsula,APAC,False,True,False,1,I1_Sep_to_Dec,2025-09-18,2025-12-22,95,5,89.51435576999131,84.38957929069815,296,27.17221135029354,32.15329381314185,33.88985675571041,4.148148148148148,84,2025,67.85714285714286,19.664162615996464,20.0,5.0,2.8827037773359843,1006,6.666666666666667,480,5.647840531561462,301,2.7027027027027026,222,3.9298245614035086
mornington-peninsula,APAC,False,True,False,2,I2_Dec_to_Mar,2025-12-22,2026-03-25,93,5,77.64872477404977,64.23801227808197,296,39.67326381041552,41.838865928987246,44.74051040102938,18.118466898954704,156,861,79.48717948717949,12.536183478067246,56.75675675675676,74.0,10.025062656641603,399,21.818181818181817,110,20.652173913043477,92,43.75,48,17.534000224794873
mornington-peninsula,APAC,False,True,False,3,I3_Mar_to_Jun,2026-03-25,2026-06-22,89,5,93.75308067891189,90.84627683873914,296,34.527625872147844,34.09185978415461,35.62632039985572,4.2477876106194685,72,1695,75.0,17.693116746523312,46.808510638297875,47.0,10.714285714285714,140,7.000000000000001,100,12.658227848101266,79,3.901734104046243,692,4.295515561300586
mornington-peninsula,APAC,False,True,False,4,I4_Jun_to_Aug,2026-06-22,2026-08-26,65,5,95.52173340936005,95.10670319916645,296,20.754716981132077,25.626149709919343,27.42786769880366,5.278072972015586,149,2823,55.033557046979865,,,,12.97071129707113,239,5.555555555555555,288,4.225352112676056,426,4.021937842778794,1641,7.308101038175427
nashville,NA_US,True,False,False,1,I1_Sep_to_Dec,2025-09-23,2025-12-27,95,5,62.31803066874348,54.96261790480113,350,45.33854654429669,50.8556014498862,50.97827109397046,6.677704194260485,121,1812,52.892561983471076,22.047719722138325,53.03030303030303,66.0,6.388888888888888,360,6.437768240343347,233,5.821917808219178,292,7.201086956521739,736,6.326246078773092
nashville,NA_US,True,False,False,2,I2_Dec_to_Mar,2025-12-27,2026-03-28,91,5,63.870167031527416,55.48567857934732,350,45.279180441021545,46.07016360263113,45.12731313716964,11.269614835948644,395,3505,34.93670886075949,17.50804505229284,42.780748663101605,187.0,8.217446270543615,791,10.866372980910425,681,8.679245283018867,795,14.178302900107411,931,11.145772914674483
nashville,NA_US,True,False,False,3,I3_Mar_to_Jun,2026-03-28,2026-06-26,90,5,94.05703028313086,91.73229390395885,350,36.765428530134415,38.148210103713616,39.78100381509191,9.079844206426484,373,4108,29.49061662198391,11.47986942328618,35.97560975609756,164.0,10.185873605947956,1345,8.641975308641975,810,6.207827260458839,741,8.679245283018867,1060,9.079844206426484
nashville,NA_US,True,False,False,4,I4_Jun_to_Aug,2026-06-26,2026-08-27,62,5,93.27844887783804,91.13003833329553,350,23.455253693079285,28.50066538518409,30.3275374039628,11.600000000000001,580,5000,37.58620689655172,,,,12.215078901227352,1711,10.54713249835201,1517,12.021857923497267,549,7.533234859675036,677,16.83870967741936
new-orleans,NA_US,True,False,False,1,I1_Sep_to_Dec,2025-09-11,2025-12-12,92,5,91.58031088082902,92.20345550692925,488,28.854307009628815,42.00169938732615,41.2597934934883,9.791511541325391,263,2686,37.6425855513308,18.10077764430676,39.0625,128.0,7.57825370675453,607,11.488250652741515,383,3.6443148688046647,686,14.876957494407158,894,9.578652594774839
new-orleans,NA_US,True,False,False,2,I2_Dec_to_Mar,2025-12-12,2026-03-19,97,5,77.12765957446808,61.71985164294771,488,48.69254694159659,49.373375951433765,51.771428571428565,10.617059891107077,234,2204,44.44444444444444,12.685909441445412,20.0,95.0,6.827309236947792,747,8.608490566037736,848,9.933774834437086,151,10.330578512396695,242,9.850880311336462
new-orleans,NA_US,True,False,False,3,I3_Mar_to_Jun,2026-03-19,2026-06-16,89,5,91.58730158730158,88.48586342662699,488,39.86671498751711,40.41978728899115,38.83388338833883,14.857142857142858,416,2800,40.144230769230774,14.859269039188622,16.59751037344398,241.0,13.5258358662614,658,27.388535031847134,314,13.592233009708737,206,7.640878701050621,1047,15.024077046548957
new-orleans,NA_US,True,False,False,4,I4_Jun_to_Aug,2026-06-16,2026-08-15,60,5,95.61697227389494,93.58326812264353,488,22.019510959077664,28.850737139603062,28.76790579137007,6.49746192893401,320,4925,30.9375,,,,11.090225563909774,532,9.851694915254237,944,5.291005291005291,1134,5.102675793403858,1607,9.746192893401014
new-york-city,NA_US,True,False,False,1,I1_Sep_to_Dec,2025-10-01,2025-12-04,64,5,95.19647436704757,96.08255465215055,2423,8.73351099627774,11.28278237303447,26.551415797317436,12.014849814377321,356,2963,35.95505617977528,24.204976661405688,52.87356321839081,87.0,11.548696114954764,1879,17.21311475409836,122,13.114754098360656,122,9.498207885304659,558,16.89588255146811
new-york-city,NA_US,True,False,False,2,I2_Dec_to_Mar,2025-12-04,2026-03-16,102,5,92.7168559590181,95.10763477865491,2423,14.517568171842706,19.000637850222613,54.72900517785472,18.06972789115646,425,2352,48.23529411764706,23.317597747623786,39.59731543624161,149.0,15.339805825242719,515,21.553398058252426,515,23.69146005509642,363,16.69266770670827,641,15.943877551020407
new-york-city,NA_US,True,False,False,3,I3_Mar_to_Jun,2026-03-16,2026-06-14,90,5,77.43198040239747,66.2890814687535,2423,16.208776502077903,14.967803851154727,34.91880603463795,15.682326621923936,701,4470,32.382310984308134,16.00717121270329,36.75,400.0,16.738197424892704,1165,14.285714285714285,819,15.304606240713225,673,16.046831955922865,1452,15.682326621923936
