acquired_at_utc,country,region,city,snapshot_date,kind,http_status,classification,bytes,row_count,sha256,local_path,url,license_tier
2026-09-05T19:06:09+00:00,united-states,tx,dallas,2026-07-20,listings,200,ok,3804651,6509,9c27f46ee29f72197e8049aee18fc412a764e23bf131e6e22675258b5e0764d9,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/tx/dallas/2026-07-20/listings.csv.gz,https://data.insideairbnb.com/united-states/tx/dallas/2026-07-20/data/listings.csv.gz,cc_by_4_0
2026-09-05T19:06:15+00:00,united-states,co,denver,2026-06-30,listings,200,ok,3234138,4939,215edeed59c296b80971fad007d3dedb4f28cd532706fcd662713985b7c1c37f,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/co/denver/2026-06-30/listings.csv.gz,https://data.insideairbnb.com/united-states/co/denver/2026-06-30/data/listings.csv.gz,cc_by_4_0
2026-09-05T19:06:21+00:00,united-states,tx,fort-worth,2026-06-21,listings,200,ok,1392125,2414,a80b54b107425c6bf8ebaad18cecb574349f9ebd2186b1976b3ca60e22218c4a,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/tx/fort-worth/2026-06-21/listings.csv.gz,https://data.insideairbnb.com/united-states/tx/fort-worth/2026-06-21/data/listings.csv.gz,cc_by_4_0
2026-09-05T19:06:30+00:00,united-states,hi,hawaii,2026-06-21,listings,200,ok,26620941,38156,e71820e4b217bc2d2aad9e0cce6f8c8f026743f775d4196f3a77a7caba33534d,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/hi/hawaii/2026-06-21/listings.csv.gz,https://data.insideairbnb.com/united-states/hi/hawaii/2026-06-21/data/listings.csv.gz,cc_by_4_0
2026-09-05T19:06:36+00:00,united-states,nj,jersey-city,2026-06-27,listings,200,ok,1336176,2320,9d48073e30b0ed7309ed46fa05af1b31c25b8cf1caa3eb494627e2c33770e91b,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/nj/jersey-city/2026-06-27/listings.csv.gz,https://data.insideairbnb.com/united-states/nj/jersey-city/2026-06-27/data/listings.csv.gz,cc_by_4_0
2026-09-05T19:06:45+00:00,united-states,ca,los-angeles,2026-06-15,listings,200,ok,26839900,43751,ebc99e8a5ff2f60cbd91323571c2bdf1f8c2c74fe3ac9669d7c9a24d2294dec5,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ca/los-angeles/2026-06-15/listings.csv.gz,https://data.insideairbnb.com/united-states/ca/los-angeles/2026-06-15/data/listings.csv.gz,cc_by_4_0
2026-09-05T19:06:52+00:00,united-states,tn,nashville,2026-06-26,listings,200,ok,6073378,10242,3371fda770bae5e262218535c2db2393bf2b757e488cc6b0b4de07d797a169e4,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/tn/nashville/2026-06-26/listings.csv.gz,https://data.insideairbnb.com/united-states/tn/nashville/2026-06-26/data/listings.csv.gz,cc_by_4_0
2026-09-05T19:06:58+00:00,united-states,la,new-orleans,2026-06-16,listings,200,ok,3818803,7189,b608bedbebd1ba444c4296570de19e7e7cf50fbc90130d57e279177af5422b56,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/la/new-orleans/2026-06-16/listings.csv.gz,https://data.insideairbnb.com/united-states/la/new-orleans/2026-06-16/data/listings.csv.gz,cc_by_4_0
2026-09-05T19:07:06+00:00,united-states,ny,new-york-city,2026-08-10,listings,200,ok,15464132,30234,327fd97a1daca2cb2f7a62d03509f1ea837b77fcb0b4cd606791c199eb0389d3,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ny/new-york-city/2026-08-10/listings.csv.gz,https://data.insideairbnb.com/united-states/ny/new-york-city/2026-08-10/data/listings.csv.gz,cc_by_4_0
2026-09-05T19:07:12+00:00,united-states,nj,newark,2026-06-30,listings,200,ok,1005011,2019,4e6a5cd7fd5154e703089fd70bc6348613edeead06e49756a5ed231b71ff1429,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/nj/newark/2026-06-30/listings.csv.gz,https://data.insideairbnb.com/united-states/nj/newark/2026-06-30/data/listings.csv.gz,cc_by_4_0
2026-09-05T19:07:18+00:00,united-states,ca,oakland,2026-06-27,listings,200,ok,1349638,2151,7c04a86c6d661c41322138bd699d36fbcf6ed3b563f9050b99be9251f049329a,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ca/oakland/2026-06-27/listings.csv.gz,https://data.insideairbnb.com/united-states/ca/oakland/2026-06-27/data/listings.csv.gz,cc_by_4_0
2026-09-05T19:07:23+00:00,united-states,ca,pacific-grove,2026-06-14,listings,200,ok,151506,269,6411a3a986ed0e7e4e057f6ffccfe3a899455fc68cb8178cb23fc97cfb7d7076,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ca/pacific-grove/2026-06-14/listings.csv.gz,https://data.insideairbnb.com/united-states/ca/pacific-grove/2026-06-14/data/listings.csv.gz,cc_by_4_0
2026-09-05T19:07:29+00:00,united-states,or,portland,2026-06-15,listings,200,ok,2685234,4199,af13bc2f6b14f83c64d69b1ddf78933a68827a34749d527f80ba208a8dddc6c2,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/or/portland/2026-06-15/listings.csv.gz,https://data.insideairbnb.com/united-states/or/portland/2026-06-15/data/listings.csv.gz,cc_by_4_0
2026-09-05T19:07:35+00:00,united-states,ri,rhode-island,2026-06-30,listings,200,ok,3751280,6031,cf2b9cf089932abc0ee683a0435ce14f66cc3139469423f0ff5a9d0587370af6,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ri/rhode-island/2026-06-30/listings.csv.gz,https://data.insideairbnb.com/united-states/ri/rhode-island/2026-06-30/data/listings.csv.gz,cc_by_4_0
2026-09-05T19:07:41+00:00,united-states,ny,rochester,2026-07-21,listings,200,ok,576995,1025,c02f35d427e60cde9047cd457e05cf80e6b1f357750d053b043add62cfe9c52c,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ny/rochester/2026-07-21/listings.csv.gz,https://data.insideairbnb.com/united-states/ny/rochester/2026-07-21/data/listings.csv.gz,cc_by_4_0
2026-09-05T19:07:46+00:00,united-states,or,salem-or,2026-06-28,listings,200,ok,204762,349,6fc3cc4aec2c66972a78241ad0762276ab879714fd2dd9b04a45992ff2105b6e,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/or/salem-or/2026-06-28/listings.csv.gz,https://data.insideairbnb.com/united-states/or/salem-or/2026-06-28/data/listings.csv.gz,cc_by_4_0
2026-09-05T19:07:53+00:00,united-states,ca,san-diego,2026-06-27,listings,200,ok,8996188,13225,de360747802aa61a094e20e74f3e4f4e15c94f365a33c3acfb8ab106c89bb414,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ca/san-diego/2026-06-27/listings.csv.gz,https://data.insideairbnb.com/united-states/ca/san-diego/2026-06-27/data/listings.csv.gz,cc_by_4_0
2026-09-05T19:08:00+00:00,united-states,ca,san-francisco,2026-06-14,listings,200,ok,4016666,7332,62568e919cbf19ec5a16b4f9a39f92af5825bf333ece898ed78188d794208793,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ca/san-francisco/2026-06-14/listings.csv.gz,https://data.insideairbnb.com/united-states/ca/san-francisco/2026-06-14/data/listings.csv.gz,cc_by_4_0
2026-09-05T19:08:05+00:00,united-states,ca,san-mateo-county,2026-06-27,listings,200,ok,1953089,3347,99e05b3682cac5e4cf373ef85c6854cde7e557dd9a27fdd0c6b6c4720aad0619,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ca/san-mateo-county/2026-06-27/listings.csv.gz,https://data.insideairbnb.com/united-states/ca/san-mateo-county/2026-06-27/data/listings.csv.gz,cc_by_4_0
2026-09-05T19:08:11+00:00,united-states,ca,santa-clara-county,2026-06-28,listings,200,ok,4247704,6891,3198ec0994d0c2c1242d72e3008908b6806f42a02777db107e7c0ae903c7f746,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ca/santa-clara-county/2026-06-28/listings.csv.gz,https://data.insideairbnb.com/united-states/ca/santa-clara-county/2026-06-28/data/listings.csv.gz,cc_by_4_0
2026-09-05T19:08:17+00:00,united-states,ca,santa-cruz-county,2026-06-30,listings,200,ok,1147441,1795,931af990c84b71d60bd663d4be7d6f1d49f7f2bddad479e3ba35cea21d185154,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ca/santa-cruz-county/2026-06-30/listings.csv.gz,https://data.insideairbnb.com/united-states/ca/santa-cruz-county/2026-06-30/data/listings.csv.gz,cc_by_4_0
2026-09-05T19:08:23+00:00,united-states,wa,seattle,2026-06-15,listings,200,ok,5258497,7769,6fd58b14da98441f7c0cf7d37117a8b9241fcbfc23d7077ed004fb6aa7114145,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/wa/seattle/2026-06-15/listings.csv.gz,https://data.insideairbnb.com/united-states/wa/seattle/2026-06-15/data/listings.csv.gz,cc_by_4_0
2026-09-05T19:08:30+00:00,united-states,mn,twin-cities-msa,2026-06-27,listings,200,ok,3434051,5349,e5b85e85b70c0b777622759461bb0830018974cc41e9fc6ff9ba2ef4897e4b86,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/mn/twin-cities-msa/2026-06-27/listings.csv.gz,https://data.insideairbnb.com/united-states/mn/twin-cities-msa/2026-06-27/data/listings.csv.gz,cc_by_4_0
2026-09-05T19:08:36+00:00,united-states,dc,washington-dc,2026-06-24,listings,200,ok,4030576,6945,ec4c93b55abcc3ddf4fe4561f791d7393fca237d6551356582463e17d9d473a5,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/dc/washington-dc/2026-06-24/listings.csv.gz,https://data.insideairbnb.com/united-states/dc/washington-dc/2026-06-24/data/listings.csv.gz,cc_by_4_0
2026-09-05T19:08:42+00:00,united-states,ny,albany,2026-07-15,calendar,200,ok,417549,176660,22b23b6ec39fa7f869da3f076aa9d517358312a9423c727218e845821ac07529,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ny/albany/2026-07-15/calendar.csv.gz,https://data.insideairbnb.com/united-states/ny/albany/2026-07-15/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:08:48+00:00,united-states,ny,albany,2026-07-15,reviews,200,ok,2726012,29222,5a2eb4fc706ae97afb3e90ae57c83853d372957d6d31f7af2c4ed2527caa6f1c,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ny/albany/2026-07-15/reviews.csv.gz,https://data.insideairbnb.com/united-states/ny/albany/2026-07-15/data/reviews.csv.gz,cc_by_4_0
2026-09-05T19:08:54+00:00,united-states,nc,asheville,2026-06-25,calendar,200,ok,2526483,1046820,b6400b771d0eac1d106406ccf85847b61dd8d555bcc051ecdad55683f9f0330b,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/nc/asheville/2026-06-25/calendar.csv.gz,https://data.insideairbnb.com/united-states/nc/asheville/2026-06-25/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:09:05+00:00,united-states,nc,asheville,2026-06-25,reviews,200,ok,35202296,345241,495f0792f3b5863dc7726786aa1653c418132740d75d5e02b009921047040f17,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/nc/asheville/2026-06-25/reviews.csv.gz,https://data.insideairbnb.com/united-states/nc/asheville/2026-06-25/data/reviews.csv.gz,cc_by_4_0
2026-09-05T19:09:13+00:00,united-states,tx,austin,2026-06-22,calendar,200,ok,10067057,4131800,62892205a61069328de7173b65a6c6de4c8a3b8b56655bfdd31ad8b3001ab47f,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/tx/austin/2026-06-22/calendar.csv.gz,https://data.insideairbnb.com/united-states/tx/austin/2026-06-22/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:09:31+00:00,united-states,tx,austin,2026-06-22,reviews,200,ok,63478896,643210,c7fba6f50d0a3925de4443f248d998c74cfdf0fce9cb6c4a9913e7c115aee32a,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/tx/austin/2026-06-22/reviews.csv.gz,https://data.insideairbnb.com/united-states/tx/austin/2026-06-22/data/reviews.csv.gz,cc_by_4_0
2026-09-05T19:09:38+00:00,united-states,ma,boston,2026-06-15,calendar,200,ok,3813694,1611110,8f6da44e511790ebcaabcfc9571f389061e6bb03be45e1a7a31bf2a4d8dc8e76,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ma/boston/2026-06-15/calendar.csv.gz,https://data.insideairbnb.com/united-states/ma/boston/2026-06-15/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:09:49+00:00,united-states,ma,boston,2026-06-15,reviews,200,ok,27694137,252910,6eb338e3b831f5a298cbad7259f54f1fdd6aeac2f408c4b859852ff854851b70,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ma/boston/2026-06-15/reviews.csv.gz,https://data.insideairbnb.com/united-states/ma/boston/2026-06-15/data/reviews.csv.gz,cc_by_4_0
2026-09-05T19:09:55+00:00,united-states,mt,bozeman,2026-07-16,calendar,200,ok,519580,216080,45b3dc58eec54d2796e20bc1e49e82e8bec9ef2266e6f35a47cbd3aef64e8253,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/mt/bozeman/2026-07-16/calendar.csv.gz,https://data.insideairbnb.com/united-states/mt/bozeman/2026-07-16/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:10:02+00:00,united-states,mt,bozeman,2026-07-16,reviews,200,ok,4715360,52483,57f1ba51024375b97aa26d1a1c49225afe35d46894281e3ff262e133d757197b,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/mt/bozeman/2026-07-16/reviews.csv.gz,https://data.insideairbnb.com/united-states/mt/bozeman/2026-07-16/data/reviews.csv.gz,cc_by_4_0
2026-09-05T19:10:10+00:00,united-states,fl,broward-county,2026-06-29,calendar,200,ok,15563731,6465223,9ecd10309c41704f25e0e3c20c3c07496777e77fe84a154feb4db446983f0be1,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/fl/broward-county/2026-06-29/calendar.csv.gz,https://data.insideairbnb.com/united-states/fl/broward-county/2026-06-29/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:10:29+00:00,united-states,fl,broward-county,2026-06-29,reviews,200,ok,72029936,703651,46cd965bd39f71e202c038c2919b45053a4112d690d55f2725320779f6a75ce0,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/fl/broward-county/2026-06-29/reviews.csv.gz,https://data.insideairbnb.com/united-states/fl/broward-county/2026-06-29/data/reviews.csv.gz,cc_by_4_0
2026-09-05T19:10:37+00:00,united-states,ma,cambridge,2026-06-29,calendar,200,ok,1269236,531805,6a2ae491ffd7f74b31d5d855a19b23175b3ca69163e13da9a8747b117c884e0c,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ma/cambridge/2026-06-29/calendar.csv.gz,https://data.insideairbnb.com/united-states/ma/cambridge/2026-06-29/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:10:44+00:00,united-states,ma,cambridge,2026-06-29,reviews,200,ok,9131868,87130,9b91c5752472dafba8c8b99818894de29f38958267330657deff66cc61069ad7,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/ma/cambridge/2026-06-29/reviews.csv.gz,https://data.insideairbnb.com/united-states/ma/cambridge/2026-06-29/data/reviews.csv.gz,cc_by_4_0
2026-09-05T19:10:51+00:00,united-states,il,chicago,2026-06-24,calendar,200,ok,7660525,3176963,4af77df529320795253b9be25f9adf515ed85963e35098f3b8401e505b8515f7,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/il/chicago/2026-06-24/calendar.csv.gz,https://data.insideairbnb.com/united-states/il/chicago/2026-06-24/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:11:09+00:00,united-states,il,chicago,2026-06-24,reviews,200,ok,57071607,533256,a8bcc86044a453d4212f7e911b6a5d7bbf2c06dd4dd164a534ba594e83ec89ae,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/il/chicago/2026-06-24/reviews.csv.gz,https://data.insideairbnb.com/united-states/il/chicago/2026-06-24/data/reviews.csv.gz,cc_by_4_0
2026-09-05T19:11:19+00:00,united-states,nv,clark-county-nv,2026-06-27,calendar,200,ok,17689990,7408041,ef38f2c28e0da4f3c0371be832fb4bb4ec4b699b126acf08092431d1c2f05061,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/nv/clark-county-nv/2026-06-27/calendar.csv.gz,https://data.insideairbnb.com/united-states/nv/clark-county-nv/2026-06-27/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:11:39+00:00,united-states,nv,clark-county-nv,2026-06-27,reviews,200,ok,69907491,726693,67e601acd450c40c3fc0cbb8af61afea7c40789d358b5e312888abc21b58e84c,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/nv/clark-county-nv/2026-06-27/reviews.csv.gz,https://data.insideairbnb.com/united-states/nv/clark-county-nv/2026-06-27/data/reviews.csv.gz,cc_by_4_0
2026-09-05T19:11:47+00:00,united-states,oh,columbus,2026-06-29,calendar,200,ok,2619684,1080035,4c9c49e2b929415deb42b6cbf2c7eab858fc532287088f5dc6d8358587467f50,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/oh/columbus/2026-06-29/calendar.csv.gz,https://data.insideairbnb.com/united-states/oh/columbus/2026-06-29/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:11:56+00:00,united-states,oh,columbus,2026-06-29,reviews,200,ok,18000617,196872,1e19f20d45c9e2c4f0ddef31e698dc4c0bb962f4ad247b2f65c7c77fedd7f75d,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/oh/columbus/2026-06-29/reviews.csv.gz,https://data.insideairbnb.com/united-states/oh/columbus/2026-06-29/data/reviews.csv.gz,cc_by_4_0
2026-09-05T19:12:03+00:00,united-states,tx,dallas,2026-07-20,calendar,200,ok,5685442,2380535,14ed390f1528861d9de5b3983aa19bd1ca815c61798a87047be6d642465b1f9b,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/tx/dallas/2026-07-20/calendar.csv.gz,https://data.insideairbnb.com/united-states/tx/dallas/2026-07-20/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:12:17+00:00,united-states,tx,dallas,2026-07-20,reviews,200,ok,26413060,281003,62f5aeb1e27989c7289973f5d52c2a335831361138080e0e27467bcc365731a0,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/tx/dallas/2026-07-20/reviews.csv.gz,https://data.insideairbnb.com/united-states/tx/dallas/2026-07-20/data/reviews.csv.gz,cc_by_4_0
2026-09-05T19:12:25+00:00,united-states,co,denver,2026-06-30,calendar,200,ok,4237307,1806385,656ab95fc3d2a690582b26b28c4a29897d07707e6b1f750193cb873aa9d35adc,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/co/denver/2026-06-30/calendar.csv.gz,https://data.insideairbnb.com/united-states/co/denver/2026-06-30/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:12:36+00:00,united-states,co,denver,2026-06-30,reviews,200,ok,35109538,354741,658cfa67af60af2956f4b0d19331525f8c1348ca2b8caa821792b1195da8e191,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/co/denver/2026-06-30/reviews.csv.gz,https://data.insideairbnb.com/united-states/co/denver/2026-06-30/data/reviews.csv.gz,cc_by_4_0
2026-09-05T19:12:43+00:00,united-states,tx,fort-worth,2026-06-21,calendar,200,ok,2106142,882935,00576faa367c4d97479926b3484c8a4e53537b72a8277fb534780712e83362d5,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/tx/fort-worth/2026-06-21/calendar.csv.gz,https://data.insideairbnb.com/united-states/tx/fort-worth/2026-06-21/data/calendar.csv.gz,cc_by_4_0
2026-09-05T19:12:50+00:00,united-states,tx,fort-worth,2026-06-21,reviews,200,ok,9150510,101055,9b14566b877e4e2b17bf3e74fe0d99d84716784836a4290f580d3d94ef2d6ecb,/Volumes/PortableSSD/ABNB_DATA_EXPANSION/raw_expansion/v2_2026-09-05/inside_airbnb_current/united-states/tx/fort-worth/2026-06-21/reviews.csv.gz,https://data.insideairbnb.com/united-states/tx/fort-worth/2026-06-21/data/reviews.csv.gz,cc_by_4_0
