acquired_at_utc,global_id,title,file_name,bytes,sha256,local_path,http_status,classification,license,license_tier
2026-09-05T19:46:43+00:00,doi:10.7910/DVN/1XPDEU,Replication Data for 'To Airbnb: A Question of Revenues,melbSuburbs.zip,2134241,de9115a60395de83ce546b5ca7e512ff80f0fb5c0552c6c05af523cc7ad52bce,raw_expansion/v2_2026-09-05/harvard_dataverse/doi10.7910_DVN_1XPDEU/melbSuburbs.zip,200,ok,CC0 1.0,open_repo
2026-09-05T19:46:47+00:00,doi:10.7910/DVN/1XPDEU,Replication Data for 'To Airbnb: A Question of Revenues,portPhillipBeach.zip,66721,765ea86550e8c0f06e0dd39d8a1731f0957aae36759dc83df63cf7de68a070cb,raw_expansion/v2_2026-09-05/harvard_dataverse/doi10.7910_DVN_1XPDEU/portPhillipBeach.zip,200,ok,CC0 1.0,open_repo
2026-09-05T19:46:54+00:00,doi:10.7910/DVN/1XPDEU,Replication Data for 'To Airbnb: A Question of Revenues,sa1s.zip,16777810,ddd8aed1057fe506f4b5604b3ff8cb9e5cf86dd83f8cfad82b62a92ad263f934,raw_expansion/v2_2026-09-05/harvard_dataverse/doi10.7910_DVN_1XPDEU/sa1s.zip,200,ok,CC0 1.0,open_repo
2026-09-05T19:47:17+00:00,doi:10.7910/DVN/1XPDEU,Replication Data for 'To Airbnb: A Question of Revenues,str_daily_1.tab,209716840,532b02b93204f7cb84827a37b75ae7d16da844d0c09d75138fbd7be4a2bcb3f8,raw_expansion/v2_2026-09-05/harvard_dataverse/doi10.7910_DVN_1XPDEU/str_daily_1.tab,200,ok,CC0 1.0,open_repo
2026-09-05T19:47:55+00:00,doi:10.7910/DVN/1XPDEU,Replication Data for 'To Airbnb: A Question of Revenues,str_daily_2.csv,370204014,5d344a8db2565132a3fdbe76de82e5a645e90953338debee4030257ca540db95,raw_expansion/v2_2026-09-05/harvard_dataverse/doi10.7910_DVN_1XPDEU/str_daily_2.csv,200,ok,CC0 1.0,open_repo
2026-09-05T19:47:58+00:00,doi:10.7910/DVN/TQSTAN,Airbnb data: Brazilian small towns listings,2019_Alto_Paraiso_do_Goias_STATE_OF_GOIAS_ Airbnb_listings.xlsx,69506,2f7864828955691036d71a4f2151f28b33c1e04ce792ddd563179b19b80dbc0b,raw_expansion/v2_2026-09-05/harvard_dataverse/doi10.7910_DVN_TQSTAN/2019_Alto_Paraiso_do_Goias_STATE_OF_GOIAS_ Airbnb_listings.xlsx,200,ok,CC0 1.0,open_repo
2026-09-05T19:48:03+00:00,doi:10.7910/DVN/TQSTAN,Airbnb data: Brazilian small towns listings,2019_Armacao_dos_Buzios_STATE_OF_RIO_DE_JANEIRO_Airbnb_listings.xlsx,420535,de8432ad80c2289b20a7dd3c39a8819a1220525389320e28c8ae672b680e0530,raw_expansion/v2_2026-09-05/harvard_dataverse/doi10.7910_DVN_TQSTAN/2019_Armacao_dos_Buzios_STATE_OF_RIO_DE_JANEIRO_Airbnb_listings.xlsx,200,ok,CC0 1.0,open_repo
2026-09-05T19:48:05+00:00,doi:10.7910/DVN/TQSTAN,Airbnb data: Brazilian small towns listings,2019_Arraial_do_Cabo_STATE_OF_RIO_DE_JANEIRO_Airbnb_listings.xlsx,337078,e02d2330defe049e704f35be0750ec78a3a8739dce60a89e7e2012c9ea3fe5ad,raw_expansion/v2_2026-09-05/harvard_dataverse/doi10.7910_DVN_TQSTAN/2019_Arraial_do_Cabo_STATE_OF_RIO_DE_JANEIRO_Airbnb_listings.xlsx,200,ok,CC0 1.0,open_repo
2026-09-05T19:48:07+00:00,doi:10.7910/DVN/TQSTAN,Airbnb data: Brazilian small towns listings,2019_Balneario_Camboriu_STATE_OF_SANTA_CATARINA_Airbnb_listings.xlsx,585886,ea0dc00bae8b091fc433a8990ead6786314bba20dc5d96563a978438bbd266e6,raw_expansion/v2_2026-09-05/harvard_dataverse/doi10.7910_DVN_TQSTAN/2019_Balneario_Camboriu_STATE_OF_SANTA_CATARINA_Airbnb_listings.xlsx,200,ok,CC0 1.0,open_repo
2026-09-05T19:48:09+00:00,doi:10.7910/DVN/TQSTAN,Airbnb data: Brazilian small towns listings,2019_Bertioga_STATE_OF_SAO_PAULO_Airbnb_listings.xlsx,723645,403c4f0599db694aad69b481d2374830aef9a67721f2cc4c14f84477dacb3f05,raw_expansion/v2_2026-09-05/harvard_dataverse/doi10.7910_DVN_TQSTAN/2019_Bertioga_STATE_OF_SAO_PAULO_Airbnb_listings.xlsx,200,ok,CC0 1.0,open_repo
2026-09-05T19:48:12+00:00,doi:10.7910/DVN/TQSTAN,Airbnb data: Brazilian small towns listings,2019_Bombinhas_STATE_OF_SANTA_CATARINA_Airbnb_listings.xlsx,673644,8f80b837c0dc2277c29948459151b74c339d43c59026b184391e17b87e0bdcc0,raw_expansion/v2_2026-09-05/harvard_dataverse/doi10.7910_DVN_TQSTAN/2019_Bombinhas_STATE_OF_SANTA_CATARINA_Airbnb_listings.xlsx,200,ok,CC0 1.0,open_repo
2026-09-05T19:48:14+00:00,doi:10.7910/DVN/9QBUJK,Airbnb data for New Zealand. November 2018.,AirBnBLoc.tab,742944,db7e9e13e41cb7f967d0a319b8c8ad0508bfdcf02b218724d33f73dca2ce0243,raw_expansion/v2_2026-09-05/harvard_dataverse/doi10.7910_DVN_9QBUJK/AirBnBLoc.tab,200,ok,CC0 1.0,open_repo
2026-09-05T19:48:37+00:00,doi:10.7910/DVN/TD9RMN,AirBnb dataset - Rio de Janeiro,listings.tab,56199238,7040085e7aa63074638e5523a4c973f3ed855f55972bddb1ae742d53267f4f7e,raw_expansion/v2_2026-09-05/harvard_dataverse/doi10.7910_DVN_TD9RMN/listings.tab,200,ok,CC0 1.0,open_repo
2026-09-05T19:48:42+00:00,doi:10.7910/DVN/KGHW22,Airbnb February/May 2018-2021,Airbnb_DS_real.tab,1806765,dbe219666d473c4a436903b2cba569f681c889361b84a8da82e6d734f71f86ad,raw_expansion/v2_2026-09-05/harvard_dataverse/doi10.7910_DVN_KGHW22/Airbnb_DS_real.tab,200,ok,CC0 1.0,open_repo
2026-09-05T19:50:10+00:00,doi:10.7910/DVN/Q0VVTH,Replication Data for: To Airbnb?: Factors impacting short-term leasing preference,ltr_data.tab,657395208,d63da65704a87bfe15e0dd26d17af0fefce1b2217057d88d6aa839519c7d55d6,raw_expansion/v2_2026-09-05/harvard_dataverse/doi10.7910_DVN_Q0VVTH/ltr_data.tab,200,ok,CC0 1.0,open_repo
2026-09-05T19:50:14+00:00,doi:10.7910/DVN/Q0VVTH,Replication Data for: To Airbnb?: Factors impacting short-term leasing preference,melbSuburbs.zip,2134241,8e63cd97a80325b1e2ccea82d913ea1155a4b16ba80d6f5475adcd1ef40b9eef,raw_expansion/v2_2026-09-05/harvard_dataverse/doi10.7910_DVN_Q0VVTH/melbSuburbs.zip,200,ok,CC0 1.0,open_repo
2026-09-05T19:50:16+00:00,doi:10.7910/DVN/Q0VVTH,Replication Data for: To Airbnb?: Factors impacting short-term leasing preference,portPhillipBeach_saclip.zip,19466,cba70012e328e820d996e22cd6d1084f9b2ff9b1827c696f372d817612c2f2fd,raw_expansion/v2_2026-09-05/harvard_dataverse/doi10.7910_DVN_Q0VVTH/portPhillipBeach_saclip.zip,200,ok,CC0 1.0,open_repo
2026-09-05T19:50:19+00:00,doi:10.7910/DVN/JCCOAT,Testing data for anonymization,AB_NYC_2019.tab,1508920,6e18e7da602bb22d0e605db63ef303bd8c3ec958f39036cf3f93942b8b152929,raw_expansion/v2_2026-09-05/harvard_dataverse/doi10.7910_DVN_JCCOAT/AB_NYC_2019.tab,200,ok,CC0 1.0,open_repo
2026-09-05T19:50:23+00:00,doi:10.7910/DVN/6M1W9F,Replication data for: Inferring Tax Compliance from Pass-through: Evidence from Airbnb Tax Enforceme,seattle_tax_by_loccode_1_4_18.tab,25531,fecdd3290ce4165d3607d160355fa459630a6686314c850953fa065f6506509f,raw_expansion/v2_2026-09-05/harvard_dataverse/doi10.7910_DVN_6M1W9F/seattle_tax_by_loccode_1_4_18.tab,200,ok,CC0 1.0,open_repo
