market,geo_id,dump_date,file,url,bytes,sha256,captured_at,status
rio-de-janeiro,brazil/rj/rio-de-janeiro,2026-06-24,reviews,https://data.insideairbnb.com/brazil/rj/rio-de-janeiro/2026-06-24/data/reviews.csv.gz,154976477,4a305d7f4ff0769d3558d9bc74f9246165cbbe2418d4c17a553196fa0a289042,2026-09-11T19:54:55+00:00,ok
são-paulo,brazil/sp/são-paulo,2026-06-14,listings,https://data.insideairbnb.com/brazil/sp/são-paulo/2026-06-14/data/listings.csv.gz,24428483,bcac253acef155de0fed15f4c565a294ff9558a040f8dedffc3467dc77de18fe,2026-09-11T19:55:01+00:00,ok
são-paulo,brazil/sp/são-paulo,2026-06-14,reviews,https://data.insideairbnb.com/brazil/sp/são-paulo/2026-06-14/data/reviews.csv.gz,138698574,548932537801bd68d0e5bc7d883631d12d379acab0ec33c2a7404c64abf981b7,2026-09-11T19:55:18+00:00,ok
montreal,canada/qc/montreal,2026-06-15,listings,https://data.insideairbnb.com/canada/qc/montreal/2026-06-15/data/listings.csv.gz,5830183,413f42dc60a8d778093bef340f161801d4d936c392e9aff9917946fc8260ad49,2026-09-11T19:55:23+00:00,ok
montreal,canada/qc/montreal,2026-06-15,reviews,https://data.insideairbnb.com/canada/qc/montreal/2026-06-15/data/reviews.csv.gz,48512245,9e7ff78ac593939cf721770c37b188830346c71b51f5c882054a1a0662a8cef4,2026-09-11T19:55:30+00:00,ok
new-brunswick,canada/nb/new-brunswick,2026-06-30,listings,https://data.insideairbnb.com/canada/nb/new-brunswick/2026-06-30/data/listings.csv.gz,2688954,91b9bdf5ded68d7e8c6ac8b7794e2caf582c962e3a9fa32c6f9a529415b53880,2026-09-11T19:55:34+00:00,ok
new-brunswick,canada/nb/new-brunswick,2026-06-30,reviews,https://data.insideairbnb.com/canada/nb/new-brunswick/2026-06-30/data/reviews.csv.gz,21167411,e8efda40b80f1ed43342043e4a22fea0bc0ea2e6bce1a32c0d193a7cfd4d8844,2026-09-11T19:55:38+00:00,ok
ottawa,canada/on/ottawa,2026-06-24,listings,https://data.insideairbnb.com/canada/on/ottawa/2026-06-24/data/listings.csv.gz,1565946,2ebfc7649c3d4110c6b9e5b394788b0271a4f87afd49a066654847c072fd3b6d,2026-09-11T19:55:40+00:00,ok
ottawa,canada/on/ottawa,2026-06-24,reviews,https://data.insideairbnb.com/canada/on/ottawa/2026-06-24/data/reviews.csv.gz,13810465,319f5c4e5fa83b8a65149d8f58c3c0c7752f01e39c0e18b53cc298870dcd9ba7,2026-09-11T19:55:44+00:00,ok
quebec-city,canada/qc/quebec-city,2026-06-19,listings,https://data.insideairbnb.com/canada/qc/quebec-city/2026-06-19/data/listings.csv.gz,1221837,30ce1af2e863be7db18b4160c23741e7d7488ee8c96589897f7a087615a75d84,2026-09-11T19:55:46+00:00,ok
quebec-city,canada/qc/quebec-city,2026-06-19,reviews,https://data.insideairbnb.com/canada/qc/quebec-city/2026-06-19/data/reviews.csv.gz,18278585,c3351f21ab1dab01487c302a2e4bfb1237454314eddf11c25c28d08c5ae9fd1b,2026-09-11T19:55:54+00:00,ok
toronto,canada/on/toronto,2026-06-15,listings,https://data.insideairbnb.com/canada/on/toronto/2026-06-15/data/listings.csv.gz,12727004,175b9d6efa701837ef768a5f71256f845dc92c80bf67cbe071d8e3830a8fb9cc,2026-09-11T19:56:00+00:00,ok
toronto,canada/on/toronto,2026-06-15,reviews,https://data.insideairbnb.com/canada/on/toronto/2026-06-15/data/reviews.csv.gz,71623058,3f517a64be65f7d0aa3ca990c07e8d0e73719923fd73c44736299ecfdc2fdda0,2026-09-11T19:56:30+00:00,ok
vancouver,canada/bc/vancouver,2026-06-15,listings,https://data.insideairbnb.com/canada/bc/vancouver/2026-06-15/data/listings.csv.gz,4042933,64a8bc1fa61a0923a36a609ef8caf8354b44c081d4758b82e1adec697c0b2143,2026-09-11T19:56:33+00:00,ok
vancouver,canada/bc/vancouver,2026-06-15,reviews,https://data.insideairbnb.com/canada/bc/vancouver/2026-06-15/data/reviews.csv.gz,36139366,406f80c03d86ea445f12697d98cd2fcf5836af0f9fd4c6cc15b6dddcad1cb6e0,2026-09-11T19:56:39+00:00,ok
victoria,canada/bc/victoria,2026-06-29,listings,https://data.insideairbnb.com/canada/bc/victoria/2026-06-29/data/listings.csv.gz,2271192,cbfe0e836f8f103574ddf53b2b8944fc3f492fde5b49e6fb43be57e1fbf145cd,2026-09-11T19:56:42+00:00,ok
victoria,canada/bc/victoria,2026-06-29,reviews,https://data.insideairbnb.com/canada/bc/victoria/2026-06-29/data/reviews.csv.gz,29708239,39406bbc003e38abae6ec6dabb0a38cf2a498ae46aa7fba53adb889a86ad7654,2026-09-11T19:56:47+00:00,ok
winnipeg,canada/mb/winnipeg,2026-06-22,listings,https://data.insideairbnb.com/canada/mb/winnipeg/2026-06-22/data/listings.csv.gz,1015654,ed6f2f35454169aa6c8b685f968a28830c3b246e239e413cf9ab0df854c96e70,2026-09-11T19:56:49+00:00,ok
winnipeg,canada/mb/winnipeg,2026-06-22,reviews,https://data.insideairbnb.com/canada/mb/winnipeg/2026-06-22/data/reviews.csv.gz,8723857,295fed276c0330437f6519f4eb2c5177f4376c655233ad881c1862b5ab02b420,2026-09-11T19:56:52+00:00,ok
santiago,chile/rm/santiago,2026-06-29,listings,https://data.insideairbnb.com/chile/rm/santiago/2026-06-29/data/listings.csv.gz,10643467,04f3ab7b113c80d7c9121c22ba832a10ce523542265c34952b64c8b98e6bd5a2,2026-09-11T19:56:55+00:00,ok
santiago,chile/rm/santiago,2026-06-29,reviews,https://data.insideairbnb.com/chile/rm/santiago/2026-06-29/data/reviews.csv.gz,62009867,86c4fa84879453a8cb0c88e799e54ec9dd620c6a8958b31044e811cfe6ecb9ca,2026-09-11T19:57:01+00:00,ok
hong-kong,china/hk/hong-kong,2026-06-27,listings,https://data.insideairbnb.com/china/hk/hong-kong/2026-06-27/data/listings.csv.gz,2971629,026d98c09fdb5e7b73b42c7413f359621b6fc87c9163a0dd8fcf8cd1dd9588e1,2026-09-11T19:57:04+00:00,ok
hong-kong,china/hk/hong-kong,2026-06-27,reviews,https://data.insideairbnb.com/china/hk/hong-kong/2026-06-27/data/reviews.csv.gz,15176172,e499bd77627fb1f2b046215f0ad177849ce833827674c6c4fc58e55a2f91461a,2026-09-11T19:57:07+00:00,ok
bogotá,colombia/dc/bogotá,2026-06-21,listings,https://data.insideairbnb.com/colombia/dc/bogotá/2026-06-21/data/listings.csv.gz,10153218,00f090f8de8ae6d945c21cd1567055aa2ef2e04b1346b7deba7faf7e874af4a7,2026-09-11T19:57:10+00:00,ok
bogotá,colombia/dc/bogotá,2026-06-21,reviews,https://data.insideairbnb.com/colombia/dc/bogotá/2026-06-21/data/reviews.csv.gz,46226077,9abe19ecdc881dc529b39c31c8e0b06f678c9197d94663b3531b1ef27e16ea85,2026-09-11T19:57:16+00:00,ok
prague,czech-republic/prague/prague,2026-06-27,listings,https://data.insideairbnb.com/czech-republic/prague/prague/2026-06-27/data/listings.csv.gz,6389771,af3a792f857a0e9fd86c1ef7b713951a03a2b4db826c2fb3d65f7c6c726778b5,2026-09-11T19:57:19+00:00,ok
prague,czech-republic/prague/prague,2026-06-27,reviews,https://data.insideairbnb.com/czech-republic/prague/prague/2026-06-27/data/reviews.csv.gz,117061700,249e706b21f58312a02bde10dbc249eedf417f95d965b45edb087eed312ca2dd,2026-09-11T19:57:30+00:00,ok
copenhagen,denmark/hovedstaden/copenhagen,2026-06-30,listings,https://data.insideairbnb.com/denmark/hovedstaden/copenhagen/2026-06-30/data/listings.csv.gz,11696366,d0c81b5c30c0fa48ca2e77005d6e8418c6f491ee4af8dbac881ff7f5fd01ff71,2026-09-11T19:57:35+00:00,ok
copenhagen,denmark/hovedstaden/copenhagen,2026-06-30,reviews,https://data.insideairbnb.com/denmark/hovedstaden/copenhagen/2026-06-30/data/reviews.csv.gz,60123009,5d4f404bc030fee5aa37bc69ae0ed248e71cdfda4a24cec466ccbe7c45cfe3ef,2026-09-11T19:57:51+00:00,ok
bordeaux,france/nouvelle-aquitaine/bordeaux,2026-06-22,listings,https://data.insideairbnb.com/france/nouvelle-aquitaine/bordeaux/2026-06-22/data/listings.csv.gz,6552777,269df7a9cf9ab4b6add76cfad2f90f16f9f8b0d39e542633dab2cb6ed7e35f93,2026-09-11T19:57:56+00:00,ok
bordeaux,france/nouvelle-aquitaine/bordeaux,2026-06-22,reviews,https://data.insideairbnb.com/france/nouvelle-aquitaine/bordeaux/2026-06-22/data/reviews.csv.gz,49112869,4247c8d844c819fb3bf410a778df2ddc372455b218069f7049628c6aec454e3f,2026-09-11T19:58:01+00:00,ok
lyon,france/auvergne-rhone-alpes/lyon,2026-06-22,listings,https://data.insideairbnb.com/france/auvergne-rhone-alpes/lyon/2026-06-22/data/listings.csv.gz,4750422,f70e6dbc415712bdfec893940479f13bbf33d296141fbb5f048a489260708165,2026-09-11T19:58:04+00:00,ok
lyon,france/auvergne-rhone-alpes/lyon,2026-06-22,reviews,https://data.insideairbnb.com/france/auvergne-rhone-alpes/lyon/2026-06-22/data/reviews.csv.gz,46565309,4b1c7cb5816f1976231c2e0fe979adaafc4ea35d5f35ca916d61807d3483b6b7,2026-09-11T19:58:10+00:00,ok
paris,france/ile-de-france/paris,2026-06-16,listings,https://data.insideairbnb.com/france/ile-de-france/paris/2026-06-16/data/listings.csv.gz,41085418,4482b7f73788a3623c3b9da34f6046a0b6b0ef5cc1be93bc9e38afe29cd75a90,2026-09-11T19:58:16+00:00,ok
paris,france/ile-de-france/paris,2026-06-16,reviews,https://data.insideairbnb.com/france/ile-de-france/paris/2026-06-16/data/reviews.csv.gz,321538822,d3a13bdb987d418517bce90bc539e1105a016ef325c1a27ac0ccd8a26fe08868,2026-09-11T19:58:47+00:00,ok
pays-basque,france/pyrénées-atlantiques/pays-basque,2026-06-23,listings,https://data.insideairbnb.com/france/pyrénées-atlantiques/pays-basque/2026-06-23/data/listings.csv.gz,6936072,75d0ca618d393cf01e2b0921defbce4e4aa749f7f23de708cac16b8acf1ba6c9,2026-09-11T19:58:54+00:00,ok
pays-basque,france/pyrénées-atlantiques/pays-basque,2026-06-23,reviews,https://data.insideairbnb.com/france/pyrénées-atlantiques/pays-basque/2026-06-23/data/reviews.csv.gz,40866835,c37da3d59dbafd56a0c603cd8b557a55497ff48fd8cda3f91261d8a44baeb376,2026-09-11T19:58:59+00:00,ok
berlin,germany/be/berlin,2026-06-26,listings,https://data.insideairbnb.com/germany/be/berlin/2026-06-26/data/listings.csv.gz,6779056,2952261ea249a5d5754981a5808c05a96c5ee5a1646390433766606647d7d198,2026-09-11T19:59:02+00:00,ok
berlin,germany/be/berlin,2026-06-26,reviews,https://data.insideairbnb.com/germany/be/berlin/2026-06-26/data/reviews.csv.gz,77774267,69438ba737d0d04f91b2215e2f2945f53355c218efedb96908c00e30af123fd3,2026-09-11T19:59:10+00:00,ok
munich,germany/bv/munich,2026-06-29,listings,https://data.insideairbnb.com/germany/bv/munich/2026-06-29/data/listings.csv.gz,3408178,d93f1a896ab285d1b4534329e49084f5bb62d22b02aa9a4df9ef4b583d942488,2026-09-11T19:59:14+00:00,ok
munich,germany/bv/munich,2026-06-29,reviews,https://data.insideairbnb.com/germany/bv/munich/2026-06-29/data/reviews.csv.gz,26558675,ca1e3748e469436cb78cb9811becc75aa27c744f91db2fef22a04d2221abbc0e,2026-09-11T19:59:19+00:00,ok
athens,greece/attica/athens,2026-06-28,listings,https://data.insideairbnb.com/greece/attica/athens/2026-06-28/data/listings.csv.gz,8966693,86430d93072767f0496de370854afd987b1f8fec02c86788a06de6c01802cc92,2026-09-11T19:59:22+00:00,ok
athens,greece/attica/athens,2026-06-28,reviews,https://data.insideairbnb.com/greece/attica/athens/2026-06-28/data/reviews.csv.gz,117439138,f6d95342bfc4fbe17ca6ae7191cfbb4ef4a160c57f57e724a9193bf68814d917,2026-09-11T19:59:34+00:00,ok
crete,greece/crete/crete,2026-06-29,listings,https://data.insideairbnb.com/greece/crete/crete/2026-06-29/data/listings.csv.gz,18519654,9db4271217f8fb929516a1a5d06c07d71f2710b9be877d55454da6025497cb2b,2026-09-11T19:59:39+00:00,ok
crete,greece/crete/crete,2026-06-29,reviews,https://data.insideairbnb.com/greece/crete/crete/2026-06-29/data/reviews.csv.gz,100785503,26c5ae8876cb180012d94624ac780380b9904e5237b0cf2b9718ff13478e19ae,2026-09-11T19:59:55+00:00,ok
south-aegean,greece/south-aegean/south-aegean,2026-06-28,listings,https://data.insideairbnb.com/greece/south-aegean/south-aegean/2026-06-28/data/listings.csv.gz,20371873,109014e7474625360b28b64b05b4e0a27c84510d6f956e24fcd512f56da774b9,2026-09-11T20:00:00+00:00,ok
south-aegean,greece/south-aegean/south-aegean,2026-06-28,reviews,https://data.insideairbnb.com/greece/south-aegean/south-aegean/2026-06-28/data/reviews.csv.gz,138491986,12f4e9e9fcc76cba64b4fa39755f8d4654550be031819c32e1fa2355ffc16106,2026-09-11T20:00:16+00:00,ok
thessaloniki,greece/central-macedonia/thessaloniki,2026-06-29,listings,https://data.insideairbnb.com/greece/central-macedonia/thessaloniki/2026-06-29/data/listings.csv.gz,2749319,34d3a53a6f82352e4fa18b8d54a2c1023db6da51f00cb1735d48e8b4c5b8791c,2026-09-11T20:00:20+00:00,ok
thessaloniki,greece/central-macedonia/thessaloniki,2026-06-29,reviews,https://data.insideairbnb.com/greece/central-macedonia/thessaloniki/2026-06-29/data/reviews.csv.gz,26585983,159d2b562c01d70f1bbe8dba05a674913146f04095d271960446d472d1d67dcf,2026-09-11T20:00:25+00:00,ok
budapest,hungary/közép-magyarország/budapest,2026-06-28,listings,https://data.insideairbnb.com/hungary/közép-magyarország/budapest/2026-06-28/data/listings.csv.gz,6471377,14a28b78cef2eed3154fa69fab8c8c8ef93a7d6e66c2ad2e57f3d0040a7368da,2026-09-11T20:00:28+00:00,ok
budapest,hungary/közép-magyarország/budapest,2026-06-28,reviews,https://data.insideairbnb.com/hungary/közép-magyarország/budapest/2026-06-28/data/reviews.csv.gz,136081542,254cf60862c40921cc50ecabb233b6b58d0cf401df1ac35da2ead5d9bc59742e,2026-09-11T20:00:42+00:00,ok
dublin,ireland/leinster/dublin,2026-06-21,listings,https://data.insideairbnb.com/ireland/leinster/dublin/2026-06-21/data/listings.csv.gz,3551567,2b20c4219fce54f5385338c8a2143611bfeccce748bf74180f294399b6b1f5c2,2026-09-11T20:00:47+00:00,ok
dublin,ireland/leinster/dublin,2026-06-21,reviews,https://data.insideairbnb.com/ireland/leinster/dublin/2026-06-21/data/reviews.csv.gz,43025920,d8a152842e49dc5c3575d5f392dd7095da644c3f65f67614fb389283b346a1ac,2026-09-11T20:00:52+00:00,ok
bergamo,italy/lombardia/bergamo,2026-06-30,listings,https://data.insideairbnb.com/italy/lombardia/bergamo/2026-06-30/data/listings.csv.gz,2471386,41b1e20333ee80f6718c7b264606a3cfad877362eca9895e4d8040b5a56e6512,2026-09-11T20:00:55+00:00,ok
bergamo,italy/lombardia/bergamo,2026-06-30,reviews,https://data.insideairbnb.com/italy/lombardia/bergamo/2026-06-30/data/reviews.csv.gz,19865863,12aead562fa388a154cc8f33bac8987f54dce732f3b99d0044f2d5e33fd1a684,2026-09-11T20:00:58+00:00,ok
bologna,italy/emilia-romagna/bologna,2026-06-26,listings,https://data.insideairbnb.com/italy/emilia-romagna/bologna/2026-06-26/data/listings.csv.gz,2689759,0917fd5d509be3613d82297e53df4f90e33de713477c9a693fcd073408200aa1,2026-09-11T20:01:01+00:00,ok
bologna,italy/emilia-romagna/bologna,2026-06-26,reviews,https://data.insideairbnb.com/italy/emilia-romagna/bologna/2026-06-26/data/reviews.csv.gz,37934903,41cacaf9aab804fc36f56f24f65f37884f14cf79131e65abd9e961e0e516a507,2026-09-11T20:01:06+00:00,ok
florence,italy/toscana/florence,2026-06-26,listings,https://data.insideairbnb.com/italy/toscana/florence/2026-06-26/data/listings.csv.gz,7868715,ea0b24aaaedeaf33b2b021e65323e3484508e39e89c65b49ab544ff8e68af63a,2026-09-11T20:01:08+00:00,ok
florence,italy/toscana/florence,2026-06-26,reviews,https://data.insideairbnb.com/italy/toscana/florence/2026-06-26/data/reviews.csv.gz,150094570,21511ae4ae4ab9685d40249ac551f2a761cb44b373eec0fbf4192c60afd04d8b,2026-09-11T20:01:22+00:00,ok
milan,italy/lombardy/milan,2026-06-25,listings,https://data.insideairbnb.com/italy/lombardy/milan/2026-06-25/data/listings.csv.gz,15393988,85eedfb44856307715435dde86cb1f926685f1fb8f981db077e04b32e0448376,2026-09-11T20:01:28+00:00,ok
milan,italy/lombardy/milan,2026-06-25,reviews,https://data.insideairbnb.com/italy/lombardy/milan/2026-06-25/data/reviews.csv.gz,138838658,21fc48ace1435910fc727056e0c6bfbcffdfcc7f3c7b3c8abefb8ba7c4182bc1,2026-09-11T20:01:40+00:00,ok
naples,italy/campania/naples,2026-06-25,listings,https://data.insideairbnb.com/italy/campania/naples/2026-06-25/data/listings.csv.gz,5920582,24d16a5bbae6fd92d3a22f0a844092b0f9a0bdea9586ca6913c6b293347b32da,2026-09-11T20:01:45+00:00,ok
naples,italy/campania/naples,2026-06-25,reviews,https://data.insideairbnb.com/italy/campania/naples/2026-06-25/data/reviews.csv.gz,67738787,9482600b86f7d91b13ad906adde7499f53603aaaa3947a66562cd3a2b4f67255,2026-09-11T20:01:52+00:00,ok
puglia,italy/puglia/puglia,2026-06-30,listings,https://data.insideairbnb.com/italy/puglia/puglia/2026-06-30/data/listings.csv.gz,23016775,0010f21af65388054d77a168d815e5d0601dcedaa460440ef6730de53f944668,2026-09-11T20:01:57+00:00,ok
