fy,scenario,spec_id,prior_basis,revenue,nights,gbv,cor,ops,pd,sm,ga,other_net,adj_ebitda_musd,adj_ebitda_margin_pct,cons_ebitda_musd,cons_margin_pct,ws31b_base_margin_pct,ws30_margin_pct,mgmt_fy26_floor_pct
FY28,base,best1_rw,full_sample,17137.441,659.4317,124940.69999999998,2798.9246797608575,1405.5046299102878,1900.6473353218155,4439.696112327214,1117.263105049888,115.99073823313705,5591.395875863074,32.6267841030821,6602.71735,37.65429919467499,36.94149744882339,,
FY26,bear,best1_rw,PIT,14164.807,581.108,104393.2,2355.4568568085997,1292.2541849794168,1500.749474308675,2999.3920401489813,987.9150014341174,91.32585187755907,5120.365294197769,36.1485002527586,5053.72214,35.61578506074649,35.252104573905875,34.01,35.5
FY27,bear,best1_rw,PIT,14948.333900000001,602.2638,107833.2,2451.7560801685686,1325.0386010734906,1688.9036353002498,3594.3749427265248,1056.3485974549217,101.17428176216208,4933.086325038406,33.000910723825925,5766.09917,36.44968403876268,35.942640628694235,30.56,
FY26,bear,best1_rw,full_sample,14164.807,581.108,104393.2,2355.4568568085997,1292.2541849794168,1500.749474308675,2999.3920401489813,987.9150014341174,91.32585187755907,5120.365294197769,36.1485002527586,5053.72214,35.61578506074649,35.252104573905875,34.01,35.5
FY27,bear,best1_rw,full_sample,14948.333900000001,602.2638,107833.2,2451.7560801685686,1325.0386010734906,1688.9036353002498,3594.3749427265248,1056.3485974549217,101.17428176216208,4933.086325038406,33.000910723825925,5766.09917,36.44968403876268,35.942640628694235,30.56,
FY26,bull,best1_rw,PIT,14391.9366,585.4963,106513.7,2395.8852367279114,1303.4883986917798,1500.749474308675,3017.45083441264,987.9150014341174,92.86312514832319,5279.310779573199,36.68242104105155,5053.72214,35.61578506074649,35.252104573905875,38.0,35.5
FY27,bull,best1_rw,PIT,16570.7436,639.2666999999999,122211.79999999999,2712.3860484673824,1387.3942358204058,1688.9036353002498,3748.7330457995786,1056.3485974549217,112.1551801833209,6089.133217340783,36.746288303807816,5766.09917,36.44968403876268,35.942640628694235,41.26,
FY26,bull,best1_rw,full_sample,14391.9366,585.4963,106513.7,2395.8852367279114,1303.4883986917798,1500.749474308675,3017.45083441264,987.9150014341174,92.86312514832319,5279.310779573199,36.68242104105155,5053.72214,35.61578506074649,35.252104573905875,38.0,35.5
FY27,bull,best1_rw,full_sample,16570.7436,639.2666999999999,122211.79999999999,2712.3860484673824,1387.3942358204058,1688.9036353002498,3748.7330457995786,1056.3485974549217,112.1551801833209,6089.133217340783,36.746288303807816,5766.09917,36.44968403876268,35.942640628694235,41.26,
FY26,base,none_eq,PIT,14268.1433,583.1113,105415.3,2378.5719748882602,1318.0796588978512,1491.6383886690055,2977.9946643194976,1021.2028953114428,92.02525931670246,5172.680977230646,36.25335734629639,5053.72214,35.61578506074649,35.252104573905875,36.19,35.5
FY27,base,none_eq,PIT,15828.606600000001,621.8413999999999,115472.5,2609.3866097735163,1396.090758631412,1658.3052835897936,3543.5135439797987,1124.5163601092831,107.13220046889764,5603.926244385094,35.40378749690508,5766.09917,36.44968403876268,35.942640628694235,36.43,
FY28,base,none_eq,PIT,17137.441,659.4317,124940.69999999998,2838.9678060027886,1474.2934067017568,1843.5945564766803,4171.80875096589,1238.281883021666,115.99073823313705,5686.485335064354,33.181647919688565,6602.71735,37.65429919467499,36.94149744882339,,
FY26,base,none_eq,full_sample,14268.1433,583.1113,105415.3,2378.5719748882602,1318.0796588978512,1491.6383886690055,2977.9946643194976,1021.2028953114428,92.02525931670246,5172.680977230646,36.25335734629639,5053.72214,35.61578506074649,35.252104573905875,36.19,35.5
FY27,base,none_eq,full_sample,15828.606600000001,621.8413999999999,115472.5,2609.3866097735163,1396.090758631412,1658.3052835897936,3543.5135439797987,1124.5163601092831,107.13220046889764,5603.926244385094,35.40378749690508,5766.09917,36.44968403876268,35.942640628694235,36.43,
FY28,base,none_eq,full_sample,17137.441,659.4317,124940.69999999998,2838.9678060027886,1474.2934067017568,1843.5945564766803,4171.80875096589,1238.281883021666,115.99073823313705,5686.485335064354,33.181647919688565,6602.71735,37.65429919467499,36.94149744882339,,
FY26,bear,none_eq,PIT,14164.807,581.108,104393.2,2360.982839630017,1314.9619099938268,1491.6383886690055,2969.643515721522,1021.2028953114428,91.32585187755907,5097.703302551745,35.98851225118524,5053.72214,35.61578506074649,35.252104573905875,34.01,35.5
FY27,bear,none_eq,PIT,14948.333900000001,602.2638,107833.2,2483.930553699338,1368.7012610196307,1658.3052835897936,3464.027880404983,1124.5163601092831,101.17428176216208,4950.026842939133,33.11423785455536,5766.09917,36.44968403876268,35.942640628694235,30.56,
FY26,bear,none_eq,full_sample,14164.807,581.108,104393.2,2360.982839630017,1314.9619099938268,1491.6383886690055,2969.643515721522,1021.2028953114428,91.32585187755907,5097.703302551745,35.98851225118524,5053.72214,35.61578506074649,35.252104573905875,34.01,35.5
FY27,bear,none_eq,full_sample,14948.333900000001,602.2638,107833.2,2483.930553699338,1368.7012610196307,1658.3052835897936,3464.027880404983,1124.5163601092831,101.17428176216208,4950.026842939133,33.11423785455536,5766.09917,36.44968403876268,35.942640628694235,30.56,
FY26,bull,none_eq,PIT,14391.9366,585.4963,106513.7,2397.353321831172,1321.7475803594373,1491.6383886690055,2987.3410137022,1021.2028953114428,92.86312514832319,5265.516525275066,36.58657393804157,5053.72214,35.61578506074649,35.252104573905875,38.0,35.5
FY27,bull,none_eq,PIT,16570.7436,639.2666999999999,122211.79999999999,2719.5335946959312,1420.5144949731418,1658.3052835897936,3609.1006779995782,1124.5163601092831,112.1551801833209,6150.928368815594,37.119205494288096,5766.09917,36.44968403876268,35.942640628694235,41.26,
FY26,bull,none_eq,full_sample,14391.9366,585.4963,106513.7,2397.353321831172,1321.7475803594373,1491.6383886690055,2987.3410137022,1021.2028953114428,92.86312514832319,5265.516525275066,36.58657393804157,5053.72214,35.61578506074649,35.252104573905875,38.0,35.5
FY27,bull,none_eq,full_sample,16570.7436,639.2666999999999,122211.79999999999,2719.5335946959312,1420.5144949731418,1658.3052835897936,3609.1006779995782,1124.5163601092831,112.1551801833209,6150.928368815594,37.119205494288096,5766.09917,36.44968403876268,35.942640628694235,41.26,
FY26,base,none_rw,PIT,14268.1433,583.1113,105415.3,2375.3087945644074,1307.0948541745518,1500.749474308675,3015.7938389466385,998.7552209514283,92.02525931670246,5162.466376371001,36.1817670864786,5053.72214,35.61578506074649,35.252104573905875,36.19,35.5
FY27,base,none_rw,PIT,15828.606600000001,621.8413999999999,115472.5,2590.842433040081,1357.9451371747555,1688.9036353002498,3678.9162988285802,1056.3485974549217,107.13220046889764,5562.78269867031,35.14385592646108,5766.09917,36.44968403876268,35.942640628694235,36.43,
FY28,base,none_rw,PIT,17137.441,659.4317,124940.69999999998,2799.741901098985,1405.5046299102878,1900.6473353218155,4439.696112327214,1117.263105049888,115.99073823313705,5590.578654524947,32.62201547200044,6602.71735,37.65429919467499,36.94149744882339,,
FY26,base,none_rw,full_sample,14268.1433,583.1113,105415.3,2375.3087945644074,1307.0948541745518,1500.749474308675,3015.7938389466385,998.7552209514283,92.02525931670246,5162.466376371001,36.1817670864786,5053.72214,35.61578506074649,35.252104573905875,36.19,35.5
FY27,base,none_rw,full_sample,15828.606600000001,621.8413999999999,115472.5,2590.842433040081,1357.9451371747555,1688.9036353002498,3678.9162988285802,1056.3485974549217,107.13220046889764,5562.78269867031,35.14385592646108,5766.09917,36.44968403876268,35.942640628694235,36.43,
FY28,base,none_rw,full_sample,17137.441,659.4317,124940.69999999998,2799.741901098985,1405.5046299102878,1900.6473353218155,4439.696112327214,1117.263105049888,115.99073823313705,5590.578654524947,32.62201547200044,6602.71735,37.65429919467499,36.94149744882339,,
FY26,bear,none_rw,PIT,14164.807,581.108,104393.2,2355.6510534879467,1303.2943674635744,1500.749474308675,3007.048647148473,998.7552209514283,91.32585187755907,5090.634088517461,35.93860536551935,5053.72214,35.61578506074649,35.252104573905875,34.01,35.5
FY27,bear,none_rw,PIT,14948.333900000001,602.2638,107833.2,2451.520773375102,1325.0386010734906,1688.9036353002498,3594.3749427265248,1056.3485974549217,101.17428176216208,4933.321631831872,33.00248485773971,5766.09917,36.44968403876268,35.942640628694235,30.56,
FY26,bear,none_rw,full_sample,14164.807,581.108,104393.2,2355.6510534879467,1303.2943674635744,1500.749474308675,3007.048647148473,998.7552209514283,91.32585187755907,5090.634088517461,35.93860536551935,5053.72214,35.61578506074649,35.252104573905875,34.01,35.5
FY27,bear,none_rw,full_sample,14948.333900000001,602.2638,107833.2,2451.520773375102,1325.0386010734906,1688.9036353002498,3594.3749427265248,1056.3485974549217,101.17428176216208,4933.321631831872,33.00248485773971,5766.09917,36.44968403876268,35.942640628694235,30.56,
FY26,bull,none_rw,PIT,14391.9366,585.4963,106513.7,2396.338806072468,1311.5696037451894,1500.749474308675,3025.582722462803,998.7552209514283,92.86312514832319,5251.8038976077605,36.49129400422567,5053.72214,35.61578506074649,35.252104573905875,38.0,35.5
FY27,bull,none_rw,PIT,16570.7436,639.2666999999999,122211.79999999999,2713.8094217337643,1387.3942358204058,1688.9036353002498,3748.7330457995786,1056.3485974549217,112.1551801833209,6087.709844074401,36.737698627322914,5766.09917,36.44968403876268,35.942640628694235,41.26,
FY26,bull,none_rw,full_sample,14391.9366,585.4963,106513.7,2396.338806072468,1311.5696037451894,1500.749474308675,3025.582722462803,998.7552209514283,92.86312514832319,5251.8038976077605,36.49129400422567,5053.72214,35.61578506074649,35.252104573905875,38.0,35.5
FY27,bull,none_rw,full_sample,16570.7436,639.2666999999999,122211.79999999999,2713.8094217337643,1387.3942358204058,1688.9036353002498,3748.7330457995786,1056.3485974549217,112.1551801833209,6087.709844074401,36.737698627322914,5766.09917,36.44968403876268,35.942640628694235,41.26,
FY26,base,ridge_all_eq,PIT,14268.1433,583.1113,105415.3,2378.0905530199375,1318.413051475121,1492.87734126772,2983.91085650969,1020.8456718564964,92.02525931670246,5166.031085187737,36.20675077736104,5053.72214,35.61578506074649,35.252104573905875,36.19,35.5
FY27,base,ridge_all_eq,PIT,15828.606600000001,621.8413999999999,115472.5,2608.738621811852,1397.2001655159647,1660.4437753297098,3551.4038427317173,1124.1229969283263,107.13220046889764,5593.829398151327,35.33999889890072,5766.09917,36.44968403876268,35.942640628694235,36.43,
FY28,base,ridge_all_eq,PIT,17137.441,659.4317,124940.69999999998,2838.3089962745307,1476.277165104439,1846.818526088641,4182.48379109704,1237.8487239163783,115.99073823313705,5671.694535752107,33.09534098907829,6602.71735,37.65429919467499,36.94149744882339,,
FY26,base,ridge_all_eq,full_sample,14268.1433,583.1113,105415.3,2378.0905530199375,1318.413051475121,1492.87734126772,2983.91085650969,1020.8456718564964,92.02525931670246,5166.031085187737,36.20675077736104,5053.72214,35.61578506074649,35.252104573905875,36.19,35.5
FY27,base,ridge_all_eq,full_sample,15828.606600000001,621.8413999999999,115472.5,2608.738621811852,1397.2001655159647,1660.4437753297098,3551.4038427317173,1124.1229969283263,107.13220046889764,5593.829398151327,35.33999889890072,5766.09917,36.44968403876268,35.942640628694235,36.43,
FY28,base,ridge_all_eq,full_sample,17137.441,659.4317,124940.69999999998,2838.3089962745307,1476.277165104439,1846.818526088641,4182.48379109704,1237.8487239163783,115.99073823313705,5671.694535752107,33.09534098907829,6602.71735,37.65429919467499,36.94149744882339,,
FY26,bear,ridge_all_eq,PIT,14164.807,581.108,104393.2,2360.6414630190643,1315.3024301295593,1492.87734126772,2975.5996351329864,1020.8456718564964,91.32585187755907,5090.8663104717325,35.94024479452302,5053.72214,35.61578506074649,35.252104573905875,34.01,35.5
FY27,bear,ridge_all_eq,PIT,14948.333900000001,602.2638,107833.2,2484.2415679044375,1369.8632128397107,1660.4437753297098,3472.318574884465,1124.1229969283263,101.17428176216208,4938.518053875511,33.03724740772288,5766.09917,36.44968403876268,35.942640628694235,30.56,
FY26,bear,ridge_all_eq,full_sample,14164.807,581.108,104393.2,2360.6414630190643,1315.3024301295593,1492.87734126772,2975.5996351329864,1020.8456718564964,91.32585187755907,5090.8663104717325,35.94024479452302,5053.72214,35.61578506074649,35.252104573905875,34.01,35.5
FY27,bear,ridge_all_eq,full_sample,14948.333900000001,602.2638,107833.2,2484.2415679044375,1369.8632128397107,1660.4437753297098,3472.318574884465,1124.1229969283263,101.17428176216208,4938.518053875511,33.03724740772288,5766.09917,36.44968403876268,35.942640628694235,30.56,
FY26,bull,ridge_all_eq,PIT,14391.9366,585.4963,106513.7,2396.7207905495893,1322.07260024034,1492.87734126772,2993.221019231971,1020.8456718564964,92.86312514832319,5259.062302002207,36.54172783113988,5053.72214,35.61578506074649,35.252104573905875,38.0,35.5
FY27,bull,ridge_all_eq,PIT,16570.7436,639.2666999999999,122211.79999999999,2718.004397196083,1421.5763712544872,1660.4437753297098,3616.64118862701,1124.1229969283263,112.1551801833209,6142.110050847705,37.06598930688725,5766.09917,36.44968403876268,35.942640628694235,41.26,
FY26,bull,ridge_all_eq,full_sample,14391.9366,585.4963,106513.7,2396.7207905495893,1322.07260024034,1492.87734126772,2993.221019231971,1020.8456718564964,92.86312514832319,5259.062302002207,36.54172783113988,5053.72214,35.61578506074649,35.252104573905875,38.0,35.5
FY27,bull,ridge_all_eq,full_sample,16570.7436,639.2666999999999,122211.79999999999,2718.004397196083,1421.5763712544872,1660.4437753297098,3616.64118862701,1124.1229969283263,112.1551801833209,6142.110050847705,37.06598930688725,5766.09917,36.44968403876268,35.942640628694235,41.26,
FY26,base,ridge_all_rw,PIT,14268.1433,583.1113,105415.3,2375.3379029545013,1306.777260322243,1501.3886814556108,3019.2130083050547,998.6297771252607,92.02525931670246,5158.821929154032,36.156224539418744,5053.72214,35.61578506074649,35.252104573905875,36.19,35.5
FY27,base,ridge_all_rw,PIT,15828.606600000001,621.8413999999999,115472.5,2591.3975880083517,1357.3121484272094,1690.0623604017755,3683.664199642466,1056.215919890838,107.13220046889764,5557.086584098258,35.10786972302576,5766.09917,36.44968403876268,35.942640628694235,36.43,
FY28,base,ridge_all_rw,PIT,17137.441,659.4317,124940.69999999998,2801.089304408298,1404.4645734099345,1902.4459271116925,4446.725402484708,1117.1227766132567,115.99073823313705,5581.583754205248,32.569528637357514,6602.71735,37.65429919467499,36.94149744882339,,
FY26,base,ridge_all_rw,full_sample,14268.1433,583.1113,105415.3,2375.3379029545013,1306.777260322243,1501.3886814556108,3019.2130083050547,998.6297771252607,92.02525931670246,5158.821929154032,36.156224539418744,5053.72214,35.61578506074649,35.252104573905875,36.19,35.5
FY27,base,ridge_all_rw,full_sample,15828.606600000001,621.8413999999999,115472.5,2591.3975880083517,1357.3121484272094,1690.0623604017755,3683.664199642466,1056.215919890838,107.13220046889764,5557.086584098258,35.10786972302576,5766.09917,36.44968403876268,35.942640628694235,36.43,
FY28,base,ridge_all_rw,full_sample,17137.441,659.4317,124940.69999999998,2801.089304408298,1404.4645734099345,1902.4459271116925,4446.725402484708,1117.1227766132567,115.99073823313705,5581.583754205248,32.569528637357514,6602.71735,37.65429919467499,36.94149744882339,,
FY26,bear,ridge_all_rw,PIT,14164.807,581.108,104393.2,2355.8147294509035,1302.9292459522978,1501.3886814556108,3010.5587522846736,998.6297771252607,91.32585187755907,5086.811665608813,35.911620014369504,5053.72214,35.61578506074649,35.252104573905875,34.01,35.5
FY27,bear,ridge_all_rw,PIT,14948.333900000001,602.2638,107833.2,2452.9857319039616,1323.9896564578803,1690.0623604017755,3600.001577728082,1056.215919890838,101.17428176216208,4926.2529353796235,32.95519733727398,5766.09917,36.44968403876268,35.942640628694235,30.56,
FY26,bear,ridge_all_rw,full_sample,14164.807,581.108,104393.2,2355.8147294509035,1302.9292459522978,1501.3886814556108,3010.5587522846736,998.6297771252607,91.32585187755907,5086.811665608813,35.911620014369504,5053.72214,35.61578506074649,35.252104573905875,34.01,35.5
FY27,bear,ridge_all_rw,full_sample,14948.333900000001,602.2638,107833.2,2452.9857319039616,1323.9896564578803,1690.0623604017755,3600.001577728082,1056.215919890838,101.17428176216208,4926.2529353796235,32.95519733727398,5766.09917,36.44968403876268,35.942640628694235,30.56,
FY26,bull,ridge_all_rw,PIT,14391.9366,585.4963,106513.7,2396.221377951798,1311.3094391029294,1501.3886814556108,3028.904799552254,998.6297771252607,92.86312514832319,5248.34564996047,36.46726494028933,5053.72214,35.61578506074649,35.252104573905875,38.0,35.5
FY27,bull,ridge_all_rw,PIT,16570.7436,639.2666999999999,122211.79999999999,2713.5192004431997,1387.142719845698,1690.0623604017755,3752.7304631903908,1056.215919890838,112.1551801833209,6083.22811641142,36.71065260107832,5766.09917,36.44968403876268,35.942640628694235,41.26,
FY26,bull,ridge_all_rw,full_sample,14391.9366,585.4963,106513.7,2396.221377951798,1311.3094391029294,1501.3886814556108,3028.904799552254,998.6297771252607,92.86312514832319,5248.34564996047,36.46726494028933,5053.72214,35.61578506074649,35.252104573905875,38.0,35.5
FY27,bull,ridge_all_rw,full_sample,16570.7436,639.2666999999999,122211.79999999999,2713.5192004431997,1387.142719845698,1690.0623604017755,3752.7304631903908,1056.215919890838,112.1551801833209,6083.22811641142,36.71065260107832,5766.09917,36.44968403876268,35.942640628694235,41.26,
FY26,base,surv_emp_computer_systems_design_rw,PIT,14268.1433,583.1113,105415.3,2375.3087945644074,1307.0948541745518,1500.749474308675,3015.7938389466385,987.9150014341174,92.02525931670246,5173.306595888313,36.25774206997425,5053.72214,35.61578506074649,35.252104573905875,36.19,35.5
FY27,base,surv_emp_computer_systems_design_rw,PIT,15828.606600000001,621.8413999999999,115472.5,2590.842433040081,1357.9451371747555,1688.9036353002498,3678.9162988285802,1056.3485974549217,107.13220046889764,5562.78269867031,35.14385592646108,5766.09917,36.44968403876268,35.942640628694235,36.43,
FY28,base,surv_emp_computer_systems_design_rw,PIT,17137.441,659.4317,124940.69999999998,2799.741901098985,1405.5046299102878,1900.6473353218155,4439.696112327214,1117.263105049888,115.99073823313705,5590.578654524947,32.62201547200044,6602.71735,37.65429919467499,36.94149744882339,,
FY26,base,surv_emp_computer_systems_design_rw,full_sample,14268.1433,583.1113,105415.3,2375.3087945644074,1307.0948541745518,1500.749474308675,3015.7938389466385,987.9150014341174,92.02525931670246,5173.306595888313,36.25774206997425,5053.72214,35.61578506074649,35.252104573905875,36.19,35.5
FY27,base,surv_emp_computer_systems_design_rw,full_sample,15828.606600000001,621.8413999999999,115472.5,2590.842433040081,1357.9451371747555,1688.9036353002498,3678.9162988285802,1056.3485974549217,107.13220046889764,5562.78269867031,35.14385592646108,5766.09917,36.44968403876268,35.942640628694235,36.43,
FY28,base,surv_emp_computer_systems_design_rw,full_sample,17137.441,659.4317,124940.69999999998,2799.741901098985,1405.5046299102878,1900.6473353218155,4439.696112327214,1117.263105049888,115.99073823313705,5590.578654524947,32.62201547200044,6602.71735,37.65429919467499,36.94149744882339,,
FY26,bear,surv_emp_computer_systems_design_rw,PIT,14164.807,581.108,104393.2,2355.6510534879467,1303.2943674635744,1500.749474308675,3007.048647148473,987.9150014341174,91.32585187755907,5101.474308034773,36.01513460815084,5053.72214,35.61578506074649,35.252104573905875,34.01,35.5
FY27,bear,surv_emp_computer_systems_design_rw,PIT,14948.333900000001,602.2638,107833.2,2451.520773375102,1325.0386010734906,1688.9036353002498,3594.3749427265248,1056.3485974549217,101.17428176216208,4933.321631831872,33.00248485773971,5766.09917,36.44968403876268,35.942640628694235,30.56,
FY26,bear,surv_emp_computer_systems_design_rw,full_sample,14164.807,581.108,104393.2,2355.6510534879467,1303.2943674635744,1500.749474308675,3007.048647148473,987.9150014341174,91.32585187755907,5101.474308034773,36.01513460815084,5053.72214,35.61578506074649,35.252104573905875,34.01,35.5
FY27,bear,surv_emp_computer_systems_design_rw,full_sample,14948.333900000001,602.2638,107833.2,2451.520773375102,1325.0386010734906,1688.9036353002498,3594.3749427265248,1056.3485974549217,101.17428176216208,4933.321631831872,33.00248485773971,5766.09917,36.44968403876268,35.942640628694235,30.56,
FY26,bull,surv_emp_computer_systems_design_rw,PIT,14391.9366,585.4963,106513.7,2396.338806072468,1311.5696037451894,1500.749474308675,3025.582722462803,987.9150014341174,92.86312514832319,5262.644117125071,36.56661548331912,5053.72214,35.61578506074649,35.252104573905875,38.0,35.5
FY27,bull,surv_emp_computer_systems_design_rw,PIT,16570.7436,639.2666999999999,122211.79999999999,2713.8094217337643,1387.3942358204058,1688.9036353002498,3748.7330457995786,1056.3485974549217,112.1551801833209,6087.709844074401,36.737698627322914,5766.09917,36.44968403876268,35.942640628694235,41.26,
FY26,bull,surv_emp_computer_systems_design_rw,full_sample,14391.9366,585.4963,106513.7,2396.338806072468,1311.5696037451894,1500.749474308675,3025.582722462803,987.9150014341174,92.86312514832319,5262.644117125071,36.56661548331912,5053.72214,35.61578506074649,35.252104573905875,38.0,35.5
FY27,bull,surv_emp_computer_systems_design_rw,full_sample,16570.7436,639.2666999999999,122211.79999999999,2713.8094217337643,1387.3942358204058,1688.9036353002498,3748.7330457995786,1056.3485974549217,112.1551801833209,6087.709844074401,36.737698627322914,5766.09917,36.44968403876268,35.942640628694235,41.26,
