,Cleanliness,Comfort,Facilities,Free WiFi,Location,Staff,Total,Value for money,highlights,hotel_name,lat,lng,stars,type,days,segment,fits,price_med,city,datecontrol,dist,metro_dist
31,8.1,7.8,8.1,8.5,9.5,8.4,,8.2,"['“friendly staff”\n128 related reviews', '“perfect location”\n96 related reviews', '“clean rooms”\n59 related reviews', '“boutique style”', 'Situated in the real heart of Barcelona, this property has an excellent location score of 9.5', 'Continental, Full English/Irish, Buffet', 'Good coffee!']",Hostel St Christopher's Inn Barcelona,41.3860843,2.1677022999999997,,'Hostels',weekdays,Hostels,2,392.85963646519417,barcelona,2019-07-16&checkout=2019-07-18&,0.22571296842630031,0.21452334898279501
32,7.9,7.6,7.8,8.0,9.0,,8.3,8.3,"['“friendly staff”\n3 related reviews', 'Situated in the best rated area in Barcelona, this property has an excellent location score of 9.0']",Hostel Hostel One Hipstel,41.3732639,2.1658572,,'Hostels',weekdays,Hostels,2,768.4967533223171,barcelona,2019-07-16&checkout=2019-07-18&,1.5789599464539397,0.28151043137194265
33,8.9,8.7,8.9,8.6,9.4,9.5,,9.0,"['“friendly staff”\n60 related reviews', '“free breakfast”\n35 related reviews', '“super nice”\n27 related reviews', 'Situated in the real heart of Barcelona, this property has an excellent location score of 9.4', 'Fabulous breakfast included with all options', 'Continental, Buffet', 'Very good coffee!', 'Free WiFi\nGuests consistently rate the WiFi as excellent']",Hostel Fabrizzios Terrace Youth Hostel,41.3935378,2.1726644,,'Hostels',weekdays,Hostels,2,327.80971443200593,barcelona,2019-07-16&checkout=2019-07-18&,0.7444461831095797,0.4885180034348183
34,7.9,7.4,7.8,8.6,9.3,9.2,,8.2,"['“friendly staff”\n53 related reviews', '“nice breakfast”\n18 related reviews', '“super nice”\n14 related reviews', 'Situated in the real heart of Barcelona, this property has an excellent location score of 9.3', 'Good breakfast included with all options', 'Continental', 'Good coffee!', 'Free WiFi\nGuests consistently rate the WiFi as excellent']",Hostel Buba House,41.390491299999994,2.1625847,,'Hostels',weekdays,Hostels,2,158.72646449600856,barcelona,2019-07-16&checkout=2019-07-18&,0.7241113198528203,0.43760165307588034
35,5.5,4.4,4.2,5.2,7.8,,5.2,4.3,"['This property is situated in the real heart of Barcelona', 'Free WiFi']",Hostel Plaza Catalunya,41.386985100000004,2.1660249,,'Hostels',weekdays,Hostels,2,270.67284194847207,barcelona,2019-07-16&checkout=2019-07-18&,0.3337990529361998,0.24875538433273753
36,7.6,7.2,7.5,7.8,9.2,,8.1,8.0,"['“friendly staff”\n24 related reviews', '“central location”\n11 related reviews', '“la rambla”\n10 related reviews', 'Situated in the real heart of Barcelona, this property has an excellent location score of 9.2', 'Free WiFi']",Hostel Art City Hostel Barcelona,41.3914946,2.1630903,,'Hostels',weekdays,Hostels,2,167.33772430004421,barcelona,2019-07-16&checkout=2019-07-18&,0.754310010920748,0.4255946491675134
37,8.8,8.7,8.4,8.4,8.0,8.7,,8.1,"['“friendly staff”\n63 related reviews', '“clean room”\n45 related reviews', '“shopping centre”\n38 related reviews', '“boutique style”', 'Top location: Highly rated by recent guests (8.0)', ""Want a great night's sleep? This hotel was highly rated for its very comfy beds."", 'Vegetarian, Gluten-free, Buffet', 'Good coffee!', 'View', 'City / Garden view', 'Free WiFi\nGuests consistently rate the WiFi as excellent', 'Private parking at the hotel', 'There are more repeat guests here than most other properties.']",Hotel Vincci Maritimo,41.408136299999995,2.2117843999999995,4-star hotel,'Hotels',weekdays,Hotels,2,428.00288593571804,barcelona,2019-07-16&checkout=2019-07-18&,4.198900292444758,0.6115989283801863
38,8.6,7.9,7.9,8.2,8.7,8.7,,7.4,"['“friendly staff”\n26 related reviews', '“buffet breakfast”\n11 related reviews', '“comfortable room”\n8 related reviews', '“boutique style”', 'Situated in the best rated area in Barcelona, this hotel has an excellent location score of 8.7', 'Continental, Gluten-free, American, Buffet', 'Good coffee!', 'Patio', 'City view', 'View', 'Free WiFi\nGuests consistently rate the WiFi as excellent', 'Private parking at the hotel', 'Great area for shopping!']",Hotel Hotel Vilamarí,41.3766385,2.1524701,4-star hotel,'Hotels',weekdays,Hotels,2,378.66269462610836,barcelona,2019-07-16&checkout=2019-07-18&,1.8735530179328688,0.29945283201119477
39,8.7,8.5,8.5,8.7,9.3,8.9,,7.9,"['“rooftop bar”\n85 related reviews', '“friendly staff”\n67 related reviews', '“roof top”\n55 related reviews', 'Situated in the real heart of Barcelona, this hotel has an excellent location score of 9.3', ""Want a great night's sleep? This hotel was highly rated for its very comfy beds."", 'Buffet', 'Very good coffee!', 'City view', 'View', 'Free WiFi\nGuests consistently rate the WiFi as excellent']",Hotel Negresco Princess 4* Sup,41.3904972,2.172589,4-star hotel,'Hotels',weekdays,Hotels,2,452.6729815905229,barcelona,2019-07-16&checkout=2019-07-18&,0.43081993434867943,0.16029554098044677
40,8.8,8.2,8.3,8.7,9.4,8.8,,8.2,"['“free water”\n153 related reviews', '“rooftop bar”\n149 related reviews', '“friendly staff”\n124 related reviews', '“boutique style”', 'Situated in the real heart of Barcelona, this hotel has an excellent location score of 9.4', 'Buffet', 'Good coffee!', 'View', 'City view', 'Free WiFi\nGuests consistently rate the WiFi as excellent', 'Great area for shopping!']",Hotel Ciutat de Barcelona,41.385841799999994,2.1810289000000003,3-star hotel,'Hotels',weekdays,Hotels,2,297.2048316149603,barcelona,2019-07-16&checkout=2019-07-18&,0.9323225127174328,0.2811293101070501
41,9.1,8.9,8.6,8.2,7.8,8.7,,8.2,"['“city centre”\n55 related reviews', '“friendly staff”\n53 related reviews', '“clean room”\n45 related reviews', '“boutique style”', ""Want a great night's sleep? This hotel was highly rated for its very comfy beds."", 'Full English/Irish, American, Buffet', 'Good coffee!', 'City view', 'View', 'Free WiFi\nGuests consistently rate the WiFi as excellent', 'Private parking at the hotel', 'There are more repeat guests here than most other properties.']",Hotel Vincci Bit,41.411525899999994,2.2120017000000005,4-star hotel,'Hotels',weekdays,Hotels,2,435.4504619824516,barcelona,2019-07-16&checkout=2019-07-18&,4.433249248116022,0.42107073545809565
42,8.4,8.5,8.3,8.1,8.0,8.3,,8.0,"['“spacious room”\n107 related reviews', '“short walk”\n67 related reviews', '“friendly staff”\n60 related reviews', '“boutique style”', 'Situated in the best rated area in Barcelona, this hotel has an excellent location score of 8.0', 'Full English/Irish', 'Good coffee!', 'View', 'Private parking at the hotel']",Hotel Ilunion Barcelona,41.3991223,2.2020654,4-star hotel,'Hotels',weekdays,Hotels,2,444.99266879232897,barcelona,2019-07-16&checkout=2019-07-18&,2.9920339479790727,1.3477404977306657
43,8.0,7.8,7.7,7.9,8.6,8.0,,7.5,"['“friendly staff”\n24 related reviews', '“clean room”\n24 related reviews', '“minute walk”\n21 related reviews', '“boutique style”', 'Situated in the real heart of Barcelona, this hotel has an excellent location score of 8.6', 'Buffet', 'Good coffee!', 'Balcony, City view', 'Balcony with view', 'Free WiFi', 'Private parking at the hotel']",Hotel Hotel Best Auto Hogar,41.3751209,2.1691828999999996,3-star hotel,'Hotels',weekdays,Hotels,2,303.95419740731256,barcelona,2019-07-16&checkout=2019-07-18&,1.3358783037109532,0.06519065421138664
44,8.7,8.5,8.2,8.9,8.9,8.8,,7.5,"['“friendly staff”\n40 related reviews', '“rooftop pool”\n39 related reviews', '“breakfast buffet”\n20 related reviews', '“boutique style”', 'Situated in the best rated area in Barcelona, this hotel has an excellent location score of 8.9', ""Want a great night's sleep? This hotel was highly rated for its very comfy beds."", 'Very good breakfast included with all options', 'Buffet', 'Good coffee!', 'Free WiFi\nGuests consistently rate the WiFi as excellent', 'Parking available at the hotel']",Hotel Pullman Barcelona Skipper,41.386502899999996,2.1953318,5-star hotel,'Hotels',weekdays,Hotels,2,2808.201643121465,barcelona,2019-07-16&checkout=2019-07-18&,2.1182521756377737,0.23724474536221368
45,9.6,9.5,9.4,8.8,9.0,9.4,,9.0,"['“friendly staff”\n77 related reviews', '“sagrada familia”\n77 related reviews', '“beautiful hotel”\n60 related reviews', 'Situated in the best rated area in Barcelona, this hotel has an excellent location score of 9.0', 'Vegan, Gluten-free, American, Buffet', 'Very good coffee!', 'City view', 'View', 'Free WiFi\nGuests consistently rate the WiFi as excellent', 'Private parking at the hotel']",Hotel Hotel Barcelona 1882,41.403957,2.169393,4-star hotel,'Hotels',weekdays,Hotels,2,374.7061698512812,barcelona,2019-07-16&checkout=2019-07-18&,1.868158557408888,0.4308904878303136
46,9.1,8.8,8.6,7.9,9.2,9.1,,8.3,"['“friendly staff”\n188 related reviews', '“breakfast buffet”\n149 related reviews', '“excellent location”\n120 related reviews', '“boutique style”', 'Situated in the best rated area in Barcelona, this hotel has an excellent location score of 9.2', 'Buffet', 'Very good coffee!', 'Free WiFi', 'Private parking at the hotel', 'Great area for shopping!']",Hotel Ayre Hotel Gran Vía,41.3733034,2.1472263,4-star hotel,'Hotels',weekdays,Hotels,2,371.21511857937486,barcelona,2019-07-16&checkout=2019-07-18&,2.447354351762007,0.2261814118759976
47,9.4,9.2,9.2,9.3,9.5,9.5,,8.9,"['“friendly staff”\n111 related reviews', '“great breakfast”\n55 related reviews', '“rooftop pool”\n55 related reviews', 'Situated in the real heart of Barcelona, this hotel has an excellent location score of 9.5', ""Want a great night's sleep? This hotel was highly rated for its very comfy beds."", 'Continental', 'Very good coffee!', 'City view', 'Free WiFi\nGuests consistently rate the WiFi as excellent', 'Great area for shopping!']",Hotel Hotel Rec Barcelona - Adults Only,41.39025,2.1800650000000004,3-star hotel,'Hotels',weekdays,Hotels,2,368.53864593758,barcelona,2019-07-16&checkout=2019-07-18&,0.9088424112373783,0.1677898627506336
48,8.8,7.5,7.5,8.6,9.3,,8.3,7.8,"['“excellent location”\n58 related reviews', '“friendly staff”\n56 related reviews', '“clean room”\n44 related reviews', '“boutique style”', 'Situated in the real heart of Barcelona, this hotel has an excellent location score of 9.3', 'Free WiFi\nGuests consistently rate the WiFi as excellent']",Hotel Hotel El Call,41.3822576,2.1756645,1-star hotel,'Hotels',weekdays,Hotels,2,296.0411478576582,barcelona,2019-07-16&checkout=2019-07-18&,0.7189427613616215,0.22200726667718038
49,8.6,7.9,7.8,8.0,9.1,8.7,,7.8,"['“friendly staff”\n77 related reviews', '“perfect location”\n41 related reviews', '“clean room”\n33 related reviews', '“boutique style”', 'Situated in the real heart of Barcelona, this hotel has an excellent location score of 9.1', 'Buffet', 'Free WiFi\nGuests consistently rate the WiFi as excellent', 'Private parking at the hotel', 'Great area for shopping!']",Hotel Caledonian,41.3841745,2.1616647,3-star hotel,'Hotels',weekdays,Hotels,2,305.3506179160751,barcelona,2019-07-16&checkout=2019-07-18&,0.7715812461811898,0.23114223721538982
50,8.7,8.0,7.9,8.8,9.6,8.7,,7.9,"['“excellent location”\n78 related reviews', '“helpful staff”\n59 related reviews', '“la rambla”\n58 related reviews', '“boutique style”', 'Situated in the real heart of Barcelona, this hotel has an excellent location score of 9.6', 'Great Food: Meals here are highly recommended', 'Gluten-free, Buffet', 'Good coffee!', 'Free WiFi\nGuests consistently rate the WiFi as excellent', 'Private parking available']",Hotel Hotel Turin,41.383115000000004,2.1701472,3-star hotel,'Hotels',weekdays,Hotels,2,312.68182558707844,barcelona,2019-07-16&checkout=2019-07-18&,0.44668059949507893,0.3299741278115388
51,8.6,8.0,7.9,8.4,9.4,8.6,,8.0,"['“excellent location”\n30 related reviews', '“small room”\n23 related reviews', '“friendly staff”\n22 related reviews', '“boutique style”', 'Situated in the real heart of Barcelona, this hotel has an excellent location score of 9.4', 'Balcony with view', 'Free WiFi\nGuests consistently rate the WiFi as excellent']",Hotel Nextto,41.3962189,2.1613515,3-star hotel,'Hotels',weekdays,Hotels,2,334.67544860008843,barcelona,2019-07-16&checkout=2019-07-18&,1.2413689131390582,0.2148682896031394
52,8.9,8.7,8.4,8.3,8.7,8.6,,7.9,"['“helpful staff”\n19 related reviews', '“comfortable room”\n16 related reviews', '“breakfast buffet”\n16 related reviews', '“boutique style”', 'Situated in the best rated area in Barcelona, this hotel has an excellent location score of 8.7', 'Buffet', 'Good coffee!', 'Balcony with view', 'Balcony, City view', 'Free WiFi\nGuests consistently rate the WiFi as excellent', 'Private parking at the hotel']",Hotel Tryp Barcelona Apolo Hotel,41.374653,2.1707895,4-star hotel,'Hotels',weekdays,Hotels,2,344.6831289128866,barcelona,2019-07-16&checkout=2019-07-18&,1.3875448348944017,0.18235588874383848
