,Cleanliness,Comfort,Facilities,Free WiFi,Location,Staff,Total,Value for money,highlights,hotel_name,lat,lng,stars,type,days,segment,fits,price_med,city,datecontrol,dist,metro_dist
10,8.1,7.7,7.8,5.6,8.0,8.6,,8.6,"['“friendly staff”\n76 related reviews', '“underground station”\n37 related reviews', '“bus stop”\n30 related reviews', 'Top location: Highly rated by recent guests (8.0)', 'Full English/Irish', 'Good coffee!']",Hostel YHA London Thameside,51.504329999999996,-0.04604280000000001,2 stars,'Hostels',weekends,Hostels,2,131.9410146052353,london,2019-08-09&checkout=2019-08-11&,5.674455591028812,0.7216814990505712
11,7.3,6.9,7.3,7.1,8.6,8.2,,7.5,"['“friendly staff”\n41 related reviews', '“free breakfast”\n36 related reviews', '“underground station”\n13 related reviews', 'Situated in the real heart of London, this property has an excellent location score of 8.6', 'Garden view', 'Free WiFi']",Hostel Saint James Backpackers,51.4934925,-0.196099,,'Hostels',weekends,Hostels,2,285.9897927985136,london,2019-08-09&checkout=2019-08-11&,5.040856302279547,0.26258447060617046
12,6.5,5.9,6.3,8.1,8.5,7.3,,7.1,"['“tube station”\n98 related reviews', '“friendly staff”\n76 related reviews', '“hyde park”\n76 related reviews', 'Top location: Highly rated by recent guests (8.5)', 'Buffet', 'Free WiFi\nGuests consistently rate the WiFi as excellent', 'There are more repeat guests here than most other properties.']",Hostel Smart Hyde Park Inn Hostel,51.51233320000001,-0.18625799999999998,,'Hostels',weekends,Hostels,2,308.6855288224088,london,2019-08-09&checkout=2019-08-11&,4.103177502833484,0.12649868486878074
13,7.6,7.4,7.7,7.8,8.8,8.3,,7.8,"['“friendly staff”\n44 related reviews', '“clean facilities”\n29 related reviews', '“london bridge”\n26 related reviews', 'Situated in the real heart of London, this property has an excellent location score of 8.8', 'Continental, Buffet', 'City view', 'View', 'Great area for shopping!', 'There are more repeat guests here than most other properties.']",Hostel St Christopher's Inn Village - London Bridge,51.5028658,-0.0918925,,'Hostels',weekends,Hostels,2,218.4905571626802,london,2019-08-09&checkout=2019-08-11&,2.5467716594029777,0.2213959894750577
14,6.2,6.1,5.1,6.2,6.0,,5.7,5.8,"['City view', 'Patio', 'Free WiFi']",Hostel Your Cozy Hostel in London,51.555859000000005,-0.120426,,'Hostels',weekends,Hostels,2,178.27324255038923,london,2019-08-09&checkout=2019-08-11&,5.311991786543323,0.6659410303904751
15,8.0,7.3,7.7,7.9,9.4,9.0,,8.2,"['“friendly staff”\n109 related reviews', '“british museum”\n70 related reviews', '“excellent location”\n53 related reviews', 'Situated in the real heart of London, this property has an excellent location score of 9.4', 'Continental', 'Free WiFi']",Hostel Astor Museum Hostel,51.5195051,-0.1249162,,'Hostels',weekends,Hostels,2,234.13062395634893,london,2019-08-09&checkout=2019-08-11&,1.2570736081574971,0.3969378595386268
16,7.0,6.1,6.5,6.1,7.6,7.9,,7.2,"['“friendly staff”\n92 related reviews', '“nice place”\n44 related reviews', '“bus stop”\n43 related reviews', 'Continental, Full English/Irish, Buffet', 'Garden view', 'There are more repeat guests here than most other properties.']",Hostel Rest Up Hostel,51.493815600000005,-0.0905138,,'Hostels',weekends,Hostels,2,194.14849831839882,london,2019-08-09&checkout=2019-08-11&,3.034379453315602,0.6413580065481449
17,7.7,7.5,7.8,8.0,8.9,8.5,,8.2,"['“friendly staff”\n113 related reviews', '“hyde park”\n88 related reviews', '“perfect location”\n50 related reviews', 'Situated in the real heart of London, this property has an excellent location score of 8.9', 'Continental, Buffet', 'City view', 'Free WiFi\nGuests consistently rate the WiFi as excellent']",Hostel Astor Hyde Park Hostel,51.500427,-0.17976170000000002,,'Hostels',weekends,Hostels,2,202.96808485618195,london,2019-08-09&checkout=2019-08-11&,3.7331537752373753,0.6757545936808689
18,6.6,6.3,5.7,7.2,6.4,,6.2,6.2,"['“confortable bed”\n4 related reviews', '“free tea”\n2 related reviews', '“comfortable room”\n2 related reviews', 'Garden view', 'Free WiFi', 'Great area for shopping!']",Hostel Whitechapel Rooms,51.523007,-0.05246699999999999,,'Hostels',weekends,Hostels,2,134.52809332298503,london,2019-08-09&checkout=2019-08-11&,5.460031093697058,0.4381695583971331
19,6.4,6.6,6.6,7.8,7.9,,7.1,7.3,"['“friendly staff”\n22 related reviews', '“tube station”\n12 related reviews', '“student accommodation”\n11 related reviews', 'Free WiFi']",Hostel Dashwood Studios (Campus Accommodation),51.4914891,-0.09818930000000001,,'Hostels',weekends,Hostels,2,169.1008725510948,london,2019-08-09&checkout=2019-08-11&,2.7668559332449614,0.34045979230335455
20,6.9,6.7,7.0,7.6,7.9,8.1,,7.8,"['“friendly staff”\n50 related reviews', '“train station”\n27 related reviews', '“clean rooms”\n22 related reviews', '“boutique style”', 'Continental, Buffet', 'There are more repeat guests here than most other properties.']",Hostel St Christopher's Greenwich,51.477908299999996,-0.0127512,,'Hostels',weekends,Hostels,2,196.14760460029635,london,2019-08-09&checkout=2019-08-11&,8.659823199827068,2.7645565872589235
21,6.7,6.5,6.7,7.5,6.6,7.3,,7.2,"['“friendly staff”\n33 related reviews', '“nice garden”\n27 related reviews', '“nice place”\n18 related reviews', 'Continental', 'View', 'Free WiFi', 'There are more repeat guests here than most other properties.']",Hostel Via London Lewisham,51.45760070000001,0.003578,4 stars,'Hostels',weekends,Hostels,2,206.2607304969543,london,2019-08-09&checkout=2019-08-11&,10.714446188904164,4.779783313992092
22,7.6,7.0,7.0,,8.6,,7.6,8.0,"['“tube station”\n145 related reviews', '“clean room”\n99 related reviews', '“shared bathroom”\n81 related reviews', 'Top location: Highly rated by recent guests (8.6)', 'There are more repeat guests here than most other properties.']",Hostel Abercorn House,51.49441470000001,-0.222154,1 stars,'Hostels',weekends,Hostels,2,109.59806204285142,london,2019-08-09&checkout=2019-08-11&,6.752137972601505,0.20082657212749896
23,5.9,5.8,6.0,7.6,8.3,7.8,,6.8,"['“friendly staff”\n128 related reviews', '“tube stations”\n63 related reviews', '“hyde park”\n54 related reviews', 'Top location: Highly rated by recent guests (8.3)', 'Continental', 'Free WiFi', 'There are more repeat guests here than most other properties.']",Hostel Gallery Hyde Park,51.5114318,-0.18633260000000001,,'Hostels',weekends,Hostels,2,305.0400997201251,london,2019-08-09&checkout=2019-08-11&,4.098679078172269,0.12601163663838746
24,6.9,5.8,6.2,7.8,8.3,7.4,,7.3,"['“friendly staff”\n61 related reviews', '“tube station”\n29 related reviews', '“camden town”\n27 related reviews', 'Top location: Highly rated by recent guests (8.3)', 'Buffet', 'Free WiFi', 'There are more repeat guests here than most other properties.']",Hostel Smart Camden Inn Hostel,51.53683970000001,-0.139448,,'Hostels',weekends,Hostels,2,262.82367882593667,london,2019-08-09&checkout=2019-08-11&,3.2793236120612193,0.2777829289710696
25,7.5,7.0,7.6,8.4,8.4,8.5,,7.9,"['“friendly staff”\n139 related reviews', '“kings cross”\n80 related reviews', '“cheap breakfast”\n58 related reviews', 'Top location: Highly rated by recent guests (8.4)', 'Continental, Buffet', 'Good coffee!', 'Free WiFi\nGuests consistently rate the WiFi as excellent']",Hostel Clink78 Hostel,51.528749100000006,-0.11557910000000002,3 stars,'Hostels',weekends,Hostels,2,243.77337190432513,london,2019-08-09&checkout=2019-08-11&,2.4189235356363405,0.6130198234317568
26,8.4,7.9,8.2,8.1,8.7,8.5,,8.6,"['“friendly staff”\n135 related reviews', '“dorm room”\n64 related reviews', '“tube station”\n63 related reviews', '“boutique style”', 'Top location: Highly rated by recent guests (8.7)', 'Continental', 'Good coffee!', 'City view', 'Free WiFi\nGuests consistently rate the WiFi as excellent', 'Private parking available on-site', 'There are more repeat guests here than most other properties.']",Hostel Palmers Lodge Swiss Cottage,51.5456645,-0.17617420000000003,3 stars,'Hostels',weekends,Hostels,2,342.19995766598464,london,2019-08-09&checkout=2019-08-11&,5.35443709145951,0.3315477935431484
27,6.4,5.8,6.1,7.0,7.0,8.0,,6.9,"['“friendly staff”\n28 related reviews', '“free breakfast”\n13 related reviews', '“train station”\n9 related reviews', 'Continental', 'Free WiFi', 'FREE parking!']",Hostel New Cross Inn Hostel,51.475781700000006,-0.0370762,,'Hostels',weekends,Hostels,2,156.63585691102801,london,2019-08-09&checkout=2019-08-11&,7.250536265341186,2.6650760128157884
28,4.7,5.0,4.6,4.4,6.4,,5.1,5.8,"['“clean sheets”\n8 related reviews', '“tube station”\n7 related reviews', '“public transport”\n6 related reviews', 'Great area for shopping!']",Hostel bethnal green rooms,51.5261691,-0.0658475,,'Hostels',weekends,Hostels,2,134.64568781015547,london,2019-08-09&checkout=2019-08-11&,4.718871652774591,0.7239010411644566
29,7.2,6.9,7.1,7.6,8.4,8.0,,7.7,"['“friendly staff”\n28 related reviews', '“underground station”\n16 related reviews', '“clean showers”\n9 related reviews', 'Top location: Highly rated by recent guests (8.4)', 'Continental, Buffet', 'View', 'City view', 'Great area for shopping!', 'There are more repeat guests here than most other properties.']",Hostel St Christopher's Inn Shepherd's Bush,51.5041714,-0.21818160000000003,,'Hostels',weekends,Hostels,2,187.2104235753428,london,2019-08-09&checkout=2019-08-11&,6.312785078836708,0.5991052398923233
30,4.0,4.7,4.3,6.3,6.2,,4.9,5.5,"['“train station”\n15 related reviews', '“public transport”\n8 related reviews', '“comfortable beds”\n6 related reviews']",Hostel SW11 ROOMS,51.4705729,-0.1721287,,'Hostels',weekends,Hostels,2,93.6052117876714,london,2019-08-09&checkout=2019-08-11&,5.220095663932513,1.9234182812848477
31,8.8,8.3,8.1,10.0,8.8,,8.5,8.1,"['Situated in the real heart of London, this property has an excellent location score of 8.8', 'Great area for shopping!']",Hostel Old Fountain Rooms,51.5270935,-0.08908250000000001,,'Hostels',weekends,Hostels,2,312.0957689503516,london,2019-08-09&checkout=2019-08-11&,3.3879957857074845,0.19880974038261084
32,7.5,7.4,7.8,9.0,8.7,,8.0,8.1,"['“friendly staff”\n22 related reviews', '“huge kitchen”\n18 related reviews', '“tube station”\n13 related reviews', 'Situated in the best rated area in London, this property has an excellent location score of 8.7', 'City view', 'Free WiFi\nGuests consistently rate the WiFi as excellent']",Hostel Prime Backpackers Angel,51.5309796,-0.10179400000000001,,'Hostels',weekends,Hostels,2,158.8701521672664,london,2019-08-09&checkout=2019-08-11&,3.0889744714968033,0.31319602526150986
33,3.5,3.9,3.8,5.7,7.0,5.8,,4.9,"['“kings cross”\n24 related reviews', '“friendly staff”\n22 related reviews', '“perfect location”\n8 related reviews', 'Situated in the best rated area in London', 'Continental', 'Free WiFi', 'There are more repeat guests here than most other properties.']",Hostel Home London,51.532395,-0.1199269,,'Hostels',weekends,Hostels,2,158.75255768009595,london,2019-08-09&checkout=2019-08-11&,2.7295976192741285,0.37884544015808097
34,6.1,6.2,6.2,6.4,7.3,,6.8,7.3,"['“friendly staff”\n75 related reviews', '“continental breakfast”\n18 related reviews', '“great place”\n17 related reviews', 'There are more repeat guests here than most other properties.']",Hostel Queen Elizabeth Hostel,51.474544200000004,-0.1887282,,'Hostels',weekends,Hostels,2,151.57929396269904,london,2019-08-09&checkout=2019-08-11&,5.675168470109435,0.7915483039743723
35,8.0,7.8,7.8,9.5,8.4,9.4,,8.6,"['“friendly staff”\n20 related reviews', '“free dinner”\n19 related reviews', '“family atmosphere”\n4 related reviews', 'Top location: Highly rated by recent guests (8.4)', 'Continental', 'Good coffee!', 'Free WiFi\nGuests consistently rate the WiFi as excellent']",Hostel Hostel One Camden,51.549743799999995,-0.1563827,,'Hostels',weekends,Hostels,2,339.0249065123827,london,2019-08-09&checkout=2019-08-11&,5.025451384724687,0.5621173452557383
36,8.8,8.7,8.6,9.2,8.4,9.3,,8.7,"['“friendly staff”\n35 related reviews', '“underground station”\n17 related reviews', '“super clean”\n15 related reviews', 'Top location: Highly rated by recent guests (8.4)', ""Want a great night's sleep? This property was highly rated for its very comfy beds."", 'Continental', 'Very good coffee!', 'Free WiFi\nGuests consistently rate the WiFi as excellent', 'Private parking available on-site']",Hostel Park Villa Boutique Hostel,51.5268407,-0.0364545,,'Hostels',weekends,Hostels,2,300.1011312589666,london,2019-08-09&checkout=2019-08-11&,6.648585779386462,0.31535087510149995
37,8.6,8.1,8.3,9.2,9.2,9.4,,8.5,"['“friendly staff”\n35 related reviews', '“underground station”\n14 related reviews', '“continental breakfast”\n11 related reviews', 'Situated in the real heart of London, this property has an excellent location score of 9.2', 'Good breakfast included with all options', 'Continental, Buffet', 'Good coffee!', 'Free WiFi\nGuests consistently rate the WiFi as excellent']",Hostel Barmy Badger Backpackers,51.4937518,-0.1956825,,'Hostels',weekends,Hostels,2,190.50306921611514,london,2019-08-09&checkout=2019-08-11&,5.004143208639453,0.2812051692784421
38,8.4,8.1,8.1,8.5,9.2,,8.7,8.6,"['“friendly staff”\n28 related reviews', '“free dinner”\n26 related reviews', '“notting hill”\n13 related reviews', 'Top location: Highly rated by recent guests (9.2)', 'Great area for shopping!', 'There are more repeat guests here than most other properties.']",Hostel Hostel One Notting Hill,51.5132886,-0.19308270000000002,2 stars,'Hostels',weekends,Hostels,2,333.6155601025424,london,2019-08-09&checkout=2019-08-11&,4.5860473724866395,0.3809076619676606
39,6.0,5.6,6.0,6.8,6.3,6.0,,6.8,"['“walking distance”\n3 related reviews', '“free food”\n2 related reviews', '“shopping center”\n2 related reviews']",Hostel Lewisham,51.461695,-0.006575,4 stars,'Hostels',weekends,Hostels,2,111.4795738375785,london,2019-08-09&checkout=2019-08-11&,9.874550979052552,4.381714151609293
40,8.2,7.0,7.0,7.9,8.8,8.4,,7.2,"['“friendly staff”\n90 related reviews', '“continental breakfast”\n90 related reviews', '“clean room”\n45 related reviews', 'Situated in the real heart of London, this hotel has an excellent location score of 8.8', 'Continental', 'View', 'Garden view', 'Free WiFi']",Hotel Gower House Hotel,51.521666700000004,-0.1319124,3-star hotel,'Hotels',weekends,Hotels,2,269.7617535689927,london,2019-08-09&checkout=2019-08-11&,1.515747610539856,0.19861593460744068
41,7.0,6.6,6.5,4.1,7.7,7.1,,6.8,"['“double room”\n509 related reviews', '“canary wharf”\n462 related reviews', '“friendly staff”\n459 related reviews', '“boutique style”', 'Full English/Irish', 'River / City view', 'Parking available at the hotel', 'There are more repeat guests here than most other properties.']",Hotel Britannia International Hotel Canary Wharf,51.5017672,-0.0236517,4-star hotel,'Hotels',weekends,Hotels,2,289.8704108751382,london,2019-08-09&checkout=2019-08-11&,7.24885426764341,0.4057668969835555
42,8.6,8.2,8.0,8.1,9.2,8.0,,6.6,"['“live music”\n8 related reviews', '“hard rock”\n8 related reviews', '“oxford street”\n6 related reviews', 'Situated in the real heart of London, this hotel has an excellent location score of 9.2', 'Continental, Full English/Irish, Vegetarian, Vegan, Halal, American, Buffet', 'Good coffee!', 'View', 'Landmark / City view', 'Free WiFi\nGuests consistently rate the WiFi as excellent']",Hotel Hard Rock Hotel London,51.513696,-0.159083,4-star hotel,'Hotels',weekends,Hotels,2,755.7797690444272,london,2019-08-09&checkout=2019-08-11&,2.2720901704355634,0.05315693455756425
43,8.6,8.2,8.0,8.2,9.5,8.5,,7.5,"['“excellent location”\n151 related reviews', '“friendly staff”\n85 related reviews', '“comfortable bed”\n66 related reviews', '“boutique style”', 'Situated in the real heart of London, this hotel has an excellent location score of 9.5', 'Full English/Irish', 'Free WiFi\nGuests consistently rate the WiFi as excellent', 'Private parking available']",Hotel The Grand at Trafalgar Square,51.50710479999999,-0.1259539,4-star hotel,'Hotels',weekends,Hotels,2,532.4678379077588,london,2019-08-09&checkout=2019-08-11&,0.1734804707965954,0.1300591693816741
44,7.0,7.0,6.6,7.7,9.1,7.7,,6.7,"['“excellent location”\n92 related reviews', '“great view”\n77 related reviews', '“room size”\n53 related reviews', '“boutique style”', 'Situated in the real heart of London, this hotel has an excellent location score of 9.1', 'View', 'City view', 'There are more repeat guests here than most other properties.']",Hotel Saint George's Hotel,51.5180092,-0.1427217,4-star hotel,'Hotels',weekends,Hotels,2,441.4497048378372,london,2019-08-09&checkout=2019-08-11&,1.5088246701835344,0.32321267864980197
45,8.5,8.2,7.9,8.0,7.8,8.3,,8.1,"['“comfortable bed”\n117 related reviews', '“clean room”\n115 related reviews', '“friendly staff”\n90 related reviews', '“boutique style”', ""Want a great night's sleep? This hotel was highly rated for its very comfy beds."", 'Continental', 'Free WiFi\nGuests consistently rate the WiFi as excellent', 'There are more repeat guests here than most other properties.']",Hotel Pelican London Hotel and Residence,51.4258409,-0.17859,3-star hotel,'Hotels',weekends,Hotels,2,189.7975022930925,london,2019-08-09&checkout=2019-08-11&,9.840249492858508,0.7675056812779542
46,9.1,8.5,8.6,9.0,9.3,9.2,,8.1,"['“friendly staff”\n92 related reviews', '“great breakfast”\n63 related reviews', '“comfortable bed”\n53 related reviews', '“boutique style”', 'Situated in the real heart of London, this hotel has an excellent location score of 9.3', ""Want a great night's sleep? This hotel was highly rated for its very comfy beds."", 'Full English/Irish', 'Very good coffee!', 'Free WiFi\nGuests consistently rate the WiFi as excellent', 'There are more repeat guests here than most other properties.']",Hotel Hotel Indigo London - Kensington,51.4920688,-0.1915164,4-star hotel,'Hotels',weekends,Hotels,2,540.229074061008,london,2019-08-09&checkout=2019-08-11&,4.798814380820407,0.23710108703943425
47,8.8,7.9,7.7,8.2,9.1,8.4,,7.9,"['“paddington station”\n17 related reviews', '“clean room”\n8 related reviews', '“lancaster gate”\n7 related reviews', 'Top location: Highly rated by recent guests (9.1)', 'Full English/Irish', 'Very good coffee!', 'Free WiFi\nGuests consistently rate the WiFi as excellent']",Hotel Paddington Park Hotel,51.5128559,-0.17900929999999998,3-star hotel,'Hotels',weekends,Hotels,2,315.388414591124,london,2019-08-09&checkout=2019-08-11&,3.610940496134241,0.27470220754331526
48,8.0,7.4,7.1,7.8,8.6,,7.8,7.6,"['“clean room”\n8 related reviews', '“friendly staff”\n7 related reviews', '“quiet location”\n5 related reviews', 'Situated in the real heart of London, this hotel has an excellent location score of 8.6']",Hotel Hashtag Barbican Campus Accommodation,51.521954,-0.097958,3-star hotel,'Hotels',weekends,Hotels,2,272.9368047225946,london,2019-08-09&checkout=2019-08-11&,2.551386733863773,0.19600159828299904
49,7.7,7.1,6.9,7.3,8.9,7.8,,6.4,"['“location was great”\n177 related reviews', '“wonderful staff”\n144 related reviews', '“very clean and tidy”\n53 related reviews', '“boutique style”', 'Situated in the real heart of London, this hotel has an excellent location score of 8.9', 'Continental, Full English/Irish, Vegetarian, Halal, American, Buffet', 'View', 'City view', 'Private parking available']",Hotel DoubleTree by Hilton Hotel London - Marble Arch,51.514244399999995,-0.15845420000000002,4-star hotel,'Hotels',weekends,Hotels,2,661.3513958465627,london,2019-08-09&checkout=2019-08-11&,2.2471024478358603,0.07111458403051725
50,8.2,7.1,7.1,7.7,8.6,8.5,,7.1,"['“friendly staff”\n54 related reviews', '“victoria station”\n28 related reviews', '“comfortable bed”\n22 related reviews', '“boutique style”', 'Situated in the real heart of London, this hotel has an excellent location score of 8.6', 'Full English/Irish', 'Free WiFi']",Hotel Best Western Corona Hotel,51.489846,-0.13694820000000002,4-star hotel,'Hotels',weekends,Hotels,2,393.4711540722971,london,2019-08-09&checkout=2019-08-11&,2.157946202506293,0.2553621218313292
51,6.7,6.5,6.5,7.1,9.0,8.0,,6.5,"['“victoria station”\n94 related reviews', '“friendly staff”\n57 related reviews', '“breakfast room”\n47 related reviews', '“boutique style”', 'Situated in the real heart of London, this hotel has an excellent location score of 9.0', 'Continental', 'Free WiFi']",Hotel Comfort Inn Victoria,51.4931226,-0.14441279999999998,3-star hotel,'Hotels',weekends,Hotels,2,389.0025635598203,london,2019-08-09&checkout=2019-08-11&,2.058787379522444,0.23215318423107845
52,8.1,7.2,7.1,6.9,9.0,8.3,,7.7,"['“friendly staff”\n129 related reviews', '“paddington station”\n117 related reviews', '“excellent location”\n73 related reviews', 'Top location: Highly rated by recent guests (9.0)', 'Good breakfast included with all options', 'Full English/Irish', 'Balcony, Garden view', 'Balcony with view', 'Free WiFi', 'Private parking at the hotel']",Hotel Balmoral House Hotel,51.5149964,-0.1729019,2-star hotel,'Hotels',weekends,Hotels,2,345.49260330675696,london,2019-08-09&checkout=2019-08-11&,3.2377086282505454,0.18061496250864614
53,9.6,9.6,9.5,8.9,9.4,9.5,,8.5,"['“friendly staff”\n518 related reviews', '“great view”\n422 related reviews', '“comfy bed”\n397 related reviews', 'Top location: Highly rated by recent guests (9.4)', ""Want a great night's sleep? This hotel was highly rated for its very comfy beds."", 'Continental, Full English/Irish, Buffet', 'Very good coffee!', 'View', 'City / River view', 'Free WiFi\nGuests consistently rate the WiFi as excellent', 'Private parking at the hotel', 'There are more repeat guests here than most other properties.']",Hotel Intercontinental London - The O2,51.50262,7.8e-05,5-star hotel,'Hotels',weekends,Hotels,2,521.6491450880783,london,2019-08-09&checkout=2019-08-11&,8.882530962358768,0.336075548319345
54,9.3,8.2,8.4,8.4,9.6,9.2,,8.2,"['“friendly staff”\n168 related reviews', '“perfect location”\n138 related reviews', '“clean room”\n109 related reviews', 'Situated in the real heart of London, this hotel has an excellent location score of 9.6', 'Continental', 'Very good coffee!', 'Free WiFi\nGuests consistently rate the WiFi as excellent']",Hotel Z Hotel Tottenham Court Road,51.514109000000005,-0.136995,,'Hotels',weekends,Hotels,2,362.3086149721301,london,2019-08-09&checkout=2019-08-11&,0.9208184713358001,0.3415904690923393
55,8.5,8.3,8.1,8.4,9.0,,8.3,7.8,"['“clean room”\n147 related reviews', '“friendly staff”\n137 related reviews', '“comfortable bed”\n127 related reviews', '“boutique style”', 'Situated in the real heart of London, this hotel has an excellent location score of 9.0', 'Free WiFi\nGuests consistently rate the WiFi as excellent', 'Great area for shopping!']","Hotel Club Quarters Hotel, Gracechurch",51.512744700000006,-0.0850528,4-star hotel,'Hotels',weekends,Hotels,2,318.44587125755544,london,2019-08-09&checkout=2019-08-11&,2.9887049108964545,0.20658630181633197
56,9.4,8.4,8.5,8.9,9.8,9.3,,8.4,"['“friendly staff”\n200 related reviews', '“excellent location”\n199 related reviews', '“covent garden”\n89 related reviews', 'Situated in the real heart of London, this hotel has an excellent location score of 9.8', 'View']",Hotel Z Hotel Covent Garden,51.511078000000005,-0.124493,,'Hotels',weekends,Hotels,2,423.5753427879301,london,2019-08-09&checkout=2019-08-11&,0.3712388739163017,0.21427057613292919
57,9.4,9.3,9.1,9.2,9.1,9.3,,8.7,"['“friendly staff”\n121 related reviews', '“tube station”\n71 related reviews', '“clean rooms”\n58 related reviews', 'Situated in the best rated area in London, this hotel has an excellent location score of 9.1', 'Vegetarian, Vegan, Gluten-free, Buffet', 'Good coffee!', 'Great area for shopping!']",Hotel Clayton Hotel City of London,51.514795,-0.071235,4-star hotel,'Hotels',weekends,Hotels,2,402.6435240715915,london,2019-08-09&checkout=2019-08-11&,3.9730288112815355,0.0807329897808179
