,Cleanliness,Comfort,Facilities,Free WiFi,Location,Staff,Total,Value for money,highlights,hotel_name,lat,lng,stars,type,days,segment,fits,price_med,city,datecontrol,dist,metro_dist
11,8.1,7.7,7.8,5.6,8.0,8.5,,8.6,"['“friendly staff”\n76 related reviews', '“underground station”\n37 related reviews', '“bus stop”\n30 related reviews', 'Top location: Highly rated by recent guests (8.0)', 'Full English/Irish', 'Good coffee!']",Hostel YHA London Thameside,51.504329999999996,-0.04604280000000001,2 stars,'Hostels',weekdays,Hostels,2,136.1744161433712,london,2019-08-06&checkout=2019-08-08&,5.6744557410737135,0.7216439688491574
12,6.3,6.2,5.2,6.2,6.1,,5.8,5.9,"['Patio', 'City view', 'Free WiFi']",Hostel Your Cozy Hostel in London,51.555859000000005,-0.120426,,'Hostels',weekdays,Hostels,2,122.53345563159999,london,2019-08-06&checkout=2019-08-08&,5.3119801271125615,0.6659501158905239
13,6.7,6.5,6.7,7.5,6.6,7.3,,7.2,"['“friendly staff”\n33 related reviews', '“nice garden”\n27 related reviews', '“nice place”\n18 related reviews', 'Continental', 'View', 'Free WiFi', 'There are more repeat guests here than most other properties.']",Hostel Via London Lewisham,51.45760070000001,0.003578,4 stars,'Hostels',weekdays,Hostels,2,245.30210023754086,london,2019-08-06&checkout=2019-08-08&,10.714418387013136,4.779758367227854
14,8.0,7.3,7.7,7.9,9.4,9.0,,8.2,"['“friendly staff”\n109 related reviews', '“british museum”\n70 related reviews', '“excellent location”\n53 related reviews', 'Situated in the real heart of London, this hostel has an excellent location score of 9.4', 'Continental', 'Free WiFi']",Hostel Astor Museum Hostel,51.5195051,-0.1249162,,'Hostels',weekdays,Hostels,2,200.6161951127731,london,2019-08-06&checkout=2019-08-08&,1.257086493330622,0.39692357591593325
15,7.6,7.4,7.7,7.8,8.8,8.3,,7.8,"['“friendly staff”\n44 related reviews', '“clean facilities”\n29 related reviews', '“london bridge”\n26 related reviews', 'Situated in the real heart of London, this hostel has an excellent location score of 8.8', 'Continental, Buffet', 'City view', 'View', 'Great area for shopping!', 'There are more repeat guests here than most other properties.']",Hostel St Christopher's Inn Village - London Bridge,51.5028658,-0.0918925,,'Hostels',weekdays,Hostels,2,229.5444389567017,london,2019-08-06&checkout=2019-08-08&,2.5467812367738323,0.22139099040361193
16,7.1,6.1,6.6,7.9,8.5,7.8,,7.4,"['“friendly staff”\n137 related reviews', '“hyde park”\n128 related reviews', '“tube station”\n93 related reviews', 'Top location: Highly rated by recent guests (8.5)', 'Buffet', 'Free WiFi']",Hostel Smart Hyde Park View Hostel,51.5116777,-0.18298770000000003,,'Hostels',weekdays,Hostels,2,293.1630565159105,london,2019-08-06&checkout=2019-08-08&,3.869841503565417,0.3243319065375767
17,7.0,6.1,6.5,6.1,7.6,7.9,,7.2,"['“friendly staff”\n92 related reviews', '“nice place”\n44 related reviews', '“bus stop”\n43 related reviews', 'Continental, Full English/Irish, Buffet', 'Garden view', 'There are more repeat guests here than most other properties.']",Hostel Rest Up Hostel,51.493815600000005,-0.0905138,,'Hostels',weekdays,Hostels,2,182.85942755003646,london,2019-08-06&checkout=2019-08-08&,3.034379271602028,0.6413582166777065
18,6.6,6.3,5.7,7.2,6.4,,6.2,6.2,"['“confortable bed”\n4 related reviews', '“free tea”\n2 related reviews', '“comfortable room”\n2 related reviews', 'Garden view', 'Free WiFi', 'Great area for shopping!']",Hostel Whitechapel Rooms,51.523007,-0.05246699999999999,,'Hostels',weekdays,Hostels,2,129.3539358874856,london,2019-08-06&checkout=2019-08-08&,5.46002855360954,0.4381646660550692
19,6.4,6.6,6.6,7.8,7.9,,7.1,7.3,"['“friendly staff”\n22 related reviews', '“tube station”\n12 related reviews', '“student accommodation”\n11 related reviews', 'Free WiFi']",Hostel Dashwood Studios (Campus Accommodation),51.4914891,-0.09818930000000001,,'Hostels',weekdays,Hostels,2,169.1008725510948,london,2019-08-06&checkout=2019-08-08&,2.766868301188872,0.34047671197529006
20,6.2,5.7,5.5,4.5,9.1,7.5,,6.9,"['“excellent location”\n64 related reviews', '“friendly staff”\n51 related reviews', '“continental breakfast”\n47 related reviews', 'Situated in the real heart of London, this hostel has an excellent location score of 9.1', 'Continental']",Hostel Strand Continental,51.511466799999994,-0.1183552,,'Hostels',weekdays,Hostels,2,189.56231331875162,london,2019-08-06&checkout=2019-08-08&,0.7255307657067891,0.2776357100026839
21,7.8,7.5,7.7,8.2,9.0,8.5,,8.0,"['“london bridge”\n29 related reviews', '“friendly staff”\n21 related reviews', '“tube station”\n20 related reviews', 'Situated in the real heart of London, this hostel has an excellent location score of 9.0', 'Continental, Buffet', 'City view', 'Great area for shopping!']",Hostel St Christopher's Inn Oasis - London Bridge - Female Only,51.502705,-0.0921071,,'Hostels',weekdays,Hostels,2,185.09372280627485,london,2019-08-06&checkout=2019-08-08&,2.536678228363556,0.19960303108219435
22,5.9,5.8,6.0,7.6,8.3,7.8,,6.8,"['“friendly staff”\n128 related reviews', '“tube stations”\n63 related reviews', '“hyde park”\n54 related reviews', 'Top location: Highly rated by recent guests (8.3)', 'Continental', 'Free WiFi', 'There are more repeat guests here than most other properties.']",Hostel Gallery Hyde Park,51.5114318,-0.18633260000000001,,'Hostels',weekdays,Hostels,2,294.45659587478536,london,2019-08-06&checkout=2019-08-08&,4.098700050941578,0.12598837441002153
23,7.6,7.0,7.0,,8.6,,7.6,8.0,"['“tube station”\n145 related reviews', '“clean room”\n99 related reviews', '“shared bathroom”\n81 related reviews', 'Top location: Highly rated by recent guests (8.6)', 'There are more repeat guests here than most other properties.']",Hostel Abercorn House,51.49441470000001,-0.222154,1 stars,'Hostels',weekdays,Hostels,2,100.66088101789788,london,2019-08-06&checkout=2019-08-08&,6.75213741823657,0.20082587586686917
24,6.9,5.8,6.2,7.8,8.3,7.4,,7.3,"['“friendly staff”\n61 related reviews', '“tube station”\n29 related reviews', '“camden town”\n27 related reviews', 'Top location: Highly rated by recent guests (8.3)', 'Buffet', 'Free WiFi', 'There are more repeat guests here than most other properties.']",Hostel Smart Camden Inn Hostel,51.53683970000001,-0.139448,,'Hostels',weekdays,Hostels,2,249.65309626284719,london,2019-08-06&checkout=2019-08-08&,3.279302798917178,0.2777624036732109
25,7.5,7.4,7.8,9.0,8.7,,8.0,8.1,"['“friendly staff”\n22 related reviews', '“huge kitchen”\n18 related reviews', '“tube station”\n13 related reviews', 'Situated in the best rated area in London, this hostel has an excellent location score of 8.7', 'City view', 'Free WiFi\nGuests consistently rate the WiFi as excellent']",Hostel Prime Backpackers Angel,51.5309796,-0.10179400000000001,,'Hostels',weekdays,Hostels,2,158.8701521672664,london,2019-08-06&checkout=2019-08-08&,3.08898099272342,0.31318451473559183
26,7.5,7.0,7.6,8.4,8.4,8.5,,7.9,"['“friendly staff”\n139 related reviews', '“kings cross”\n80 related reviews', '“cheap breakfast”\n58 related reviews', 'Top location: Highly rated by recent guests (8.4)', 'Continental, Buffet', 'Good coffee!', 'Free WiFi\nGuests consistently rate the WiFi as excellent']",Hostel Clink78 Hostel,51.528749100000006,-0.11557910000000002,3 stars,'Hostels',weekdays,Hostels,2,213.6691831886921,london,2019-08-06&checkout=2019-08-08&,2.4189120606689354,0.6130268756895397
27,4.7,5.0,4.6,4.4,6.4,,5.1,5.8,"['“clean sheets”\n8 related reviews', '“tube station”\n7 related reviews', '“public transport”\n6 related reviews', 'Great area for shopping!']",Hostel bethnal green rooms,51.5261691,-0.0658475,,'Hostels',weekdays,Hostels,2,107.2461722994426,london,2019-08-06&checkout=2019-08-08&,4.718878057842699,0.7238935401851673
28,6.7,6.6,6.7,7.6,8.3,8.4,,7.8,"['“friendly staff”\n71 related reviews', '“nice location”\n14 related reviews', '“tube station”\n14 related reviews', 'Situated in the real heart of London, this hostel has an excellent location score of 8.3', 'Free WiFi', 'There are more repeat guests here than most other properties.']",Hostel The Phoenix Hostel,51.5212755,-0.1668441,,'Hostels',weekdays,Hostels,2,182.1538606270138,london,2019-08-06&checkout=2019-08-08&,3.087611893372365,0.15601892994856217
29,9.1,8.6,8.4,10.0,9.1,,8.8,8.4,"['Situated in the real heart of London, this hostel has an excellent location score of 9.1', 'Great area for shopping!']",Hostel Old Fountain Rooms,51.5270935,-0.08908250000000001,,'Hostels',weekdays,Hostels,2,312.0957689503516,london,2019-08-06&checkout=2019-08-08&,3.387995315656285,0.19880522475663795
30,6.4,5.8,6.1,7.0,7.0,8.0,,6.9,"['“friendly staff”\n28 related reviews', '“free breakfast”\n13 related reviews', '“train station”\n9 related reviews', 'Continental', 'Free WiFi', 'FREE parking!']",Hostel New Cross Inn Hostel,51.475781700000006,-0.0370762,,'Hostels',weekdays,Hostels,2,177.92045908887792,london,2019-08-06&checkout=2019-08-08&,7.250542123158874,2.66509221687082
31,7.5,6.9,7.1,8.0,8.7,8.2,,7.8,"['“friendly staff”\n46 related reviews', '“tube station”\n31 related reviews', '“bar downstairs”\n25 related reviews', 'Top location: Highly rated by recent guests (8.7)', 'Continental, Buffet', 'Good coffee!', 'There are more repeat guests here than most other properties.']",Hostel St Christopher's Hammersmith,51.493204399999996,-0.2243493,,'Hostels',weekdays,Hostels,2,151.69688844986948,london,2019-08-06&checkout=2019-08-08&,6.932149351031681,0.056229302575122125
32,6.1,6.2,6.2,6.4,7.3,,6.8,7.3,"['“friendly staff”\n75 related reviews', '“continental breakfast”\n18 related reviews', '“great place”\n17 related reviews', 'There are more repeat guests here than most other properties.']",Hostel Queen Elizabeth Hostel,51.474544200000004,-0.1887282,,'Hostels',weekdays,Hostels,2,129.23634140031515,london,2019-08-06&checkout=2019-08-08&,5.675152180752061,0.7915415402916184
33,8.0,7.8,7.8,9.5,8.4,9.4,,8.6,"['“friendly staff”\n20 related reviews', '“free dinner”\n19 related reviews', '“family atmosphere”\n4 related reviews', 'Top location: Highly rated by recent guests (8.4)', 'Continental', 'Good coffee!', 'Free WiFi\nGuests consistently rate the WiFi as excellent']",Hostel Hostel One Camden,51.549743799999995,-0.1563827,,'Hostels',weekdays,Hostels,2,216.25626190644184,london,2019-08-06&checkout=2019-08-08&,5.025478590448924,0.5620987351603718
34,8.8,8.7,8.6,9.2,8.4,9.3,,8.7,"['“friendly staff”\n35 related reviews', '“underground station”\n17 related reviews', '“super clean”\n15 related reviews', 'Top location: Highly rated by recent guests (8.4)', ""Want a great night's sleep? This hostel was highly rated for its very comfy beds."", 'Continental', 'Very good coffee!', 'Free WiFi\nGuests consistently rate the WiFi as excellent', 'Private parking at the hostel']",Hostel Park Villa Boutique Hostel,51.5268407,-0.0364545,,'Hostels',weekdays,Hostels,2,229.30924998236083,london,2019-08-06&checkout=2019-08-08&,6.648592186509827,0.31534997461449366
35,8.6,8.1,8.3,9.2,9.2,9.4,,8.5,"['“friendly staff”\n35 related reviews', '“tube station”\n14 related reviews', '“great place”\n11 related reviews', 'Situated in the real heart of London, this property has an excellent location score of 9.2', 'Good breakfast included with all options', 'Continental, Buffet', 'Good coffee!', 'Balcony, Garden view', 'Free WiFi\nGuests consistently rate the WiFi as excellent']",Hostel Barmy Badger Backpackers,51.4937518,-0.1956825,,'Hostels',weekdays,Hostels,2,168.39530562807215,london,2019-08-06&checkout=2019-08-08&,5.004102905572539,0.2812078129975474
36,8.4,8.1,8.2,8.5,9.2,,8.7,8.6,"['“friendly staff”\n28 related reviews', '“free dinner”\n26 related reviews', '“great place”\n15 related reviews', 'Top location: Highly rated by recent guests (9.2)', 'Great area for shopping!', 'There are more repeat guests here than most other properties.']",Hostel Hostel One Notting Hill,51.5132886,-0.19308270000000002,2 stars,'Hostels',weekdays,Hostels,2,260.2366001081869,london,2019-08-06&checkout=2019-08-08&,4.586041905330012,0.3808987479383946
37,6.0,5.5,6.0,6.8,6.3,6.0,,6.8,"['“walking distance”\n3 related reviews', '“free food”\n2 related reviews', '“shopping centre”\n2 related reviews']",Hostel Lewisham,51.461695,-0.006575,4 stars,'Hostels',weekdays,Hostels,2,100.42569204355699,london,2019-08-06&checkout=2019-08-08&,9.874546844405987,4.381709379512201
38,7.0,6.6,6.5,4.1,7.7,7.1,,6.8,"['“double room”\n509 related reviews', '“canary wharf”\n462 related reviews', '“friendly staff”\n459 related reviews', '“boutique style”', 'Full English/Irish', 'River / City view', 'Parking available at the hotel', 'There are more repeat guests here than most other properties.']",Hotel Britannia International Hotel Canary Wharf,51.5017672,-0.0236517,4-star hotel,'Hotels',weekdays,Hotels,2,271.99604882523107,london,2019-08-06&checkout=2019-08-08&,7.248872733715438,0.40574935992698236
39,9.6,9.5,9.5,9.5,9.5,9.4,,8.4,"['“excellent service”\n24 related reviews', '“beautiful hotel”\n23 related reviews', '“amazing spa”\n22 related reviews', 'Situated in the real heart of London, this hotel has an excellent location score of 9.5', ""Want a great night's sleep? This hotel was highly rated for its very comfy beds."", 'Full English/Irish, Asian, Buffet', 'Fantastic coffee!', 'Balcony with view', 'City / Garden view', 'Free WiFi\nGuests consistently rate the WiFi as excellent', 'There are more repeat guests here than most other properties.']",Hotel Corinthia Hotel London,51.506134,-0.1250204,5-star hotel,'Hotels',weekdays,Hotels,2,2919.4007384933793,london,2019-08-06&checkout=2019-08-08&,0.29879794278002686,0.20845599959281202
40,8.1,7.5,7.3,8.1,9.1,8.3,,6.9,"['“friendly staff”\n91 related reviews', '“excellent location”\n68 related reviews', '“comfortable bed”\n68 related reviews', '“boutique style”', 'Situated in the real heart of London, this hotel has an excellent location score of 9.1', 'Continental', 'Good coffee!', 'View', 'City view', 'Free WiFi\nGuests consistently rate the WiFi as excellent', 'There are more repeat guests here than most other properties.']",Hotel My Bloomsbury,51.5187661,-0.13196329999999998,4-star hotel,'Hotels',weekdays,Hotels,2,592.9114043133658,london,2019-08-06&checkout=2019-08-08&,1.2022900217627415,0.28687787324360703
41,8.2,7.5,7.4,6.9,8.9,8.2,,7.0,"['“friendly staff”\n118 related reviews', '“comfy bed”\n113 related reviews', '“euston station”\n101 related reviews', '“boutique style”', 'Situated in the real heart of London, this hotel has an excellent location score of 8.9', 'Continental, Full English/Irish, Gluten-free', 'City view', 'There are more repeat guests here than most other properties.']",Hotel Ambassadors Bloomsbury,51.5266031,-0.129776,4-star hotel,'Hotels',weekdays,Hotels,2,410.16957125049976,london,2019-08-06&checkout=2019-08-08&,2.0399658014470674,0.30528237049913676
42,8.5,8.2,7.9,8.0,7.8,8.3,,8.1,"['“comfortable bed”\n117 related reviews', '“clean room”\n115 related reviews', '“friendly staff”\n90 related reviews', '“boutique style”', ""Want a great night's sleep? This hotel was highly rated for its very comfy beds."", 'Continental', 'Free WiFi\nGuests consistently rate the WiFi as excellent', 'There are more repeat guests here than most other properties.']",Hotel Pelican London Hotel and Residence,51.4258409,-0.17859,3-star hotel,'Hotels',weekdays,Hotels,2,193.7957148568875,london,2019-08-06&checkout=2019-08-08&,9.840234191524447,0.7675011160475546
43,8.0,7.4,7.1,7.8,8.6,,7.8,7.6,"['“clean room”\n8 related reviews', '“friendly staff”\n7 related reviews', '“quiet location”\n5 related reviews', 'Situated in the real heart of London, this hotel has an excellent location score of 8.6']",Hotel Hashtag Barbican Campus Accommodation,51.521954,-0.097958,3-star hotel,'Hotels',weekdays,Hotels,2,290.45838331099037,london,2019-08-06&checkout=2019-08-08&,2.5513842400183067,0.1959842939466892
44,7.7,7.1,6.9,7.3,8.9,7.8,,6.4,"['“location was great”\n177 related reviews', '“wonderful staff”\n144 related reviews', '“very clean and tidy”\n53 related reviews', '“boutique style”', 'Situated in the real heart of London, this hotel has an excellent location score of 8.9', 'Continental, Full English/Irish, Vegetarian, Halal, American, Buffet', 'City view', 'View', 'Private parking available']",Hotel DoubleTree by Hilton Hotel London - Marble Arch,51.514244399999995,-0.15845420000000002,4-star hotel,'Hotels',weekdays,Hotels,2,691.2203955878548,london,2019-08-06&checkout=2019-08-08&,2.247118231308584,0.07113653899846069
45,8.2,7.1,7.1,7.7,8.6,8.5,,7.1,"['“friendly staff”\n54 related reviews', '“victoria station”\n28 related reviews', '“comfortable bed”\n22 related reviews', '“boutique style”', 'Situated in the real heart of London, this hotel has an excellent location score of 8.6', 'Full English/Irish', 'Free WiFi']",Hotel Best Western Corona Hotel,51.489846,-0.13694820000000002,4-star hotel,'Hotels',weekdays,Hotels,2,373.24490227898116,london,2019-08-06&checkout=2019-08-08&,2.157946653828724,0.2553427556474914
46,9.6,9.6,9.5,8.9,9.4,9.5,,8.5,"['“friendly staff”\n518 related reviews', '“great view”\n422 related reviews', '“comfy bed”\n397 related reviews', 'Top location: Highly rated by recent guests (9.4)', ""Want a great night's sleep? This hotel was highly rated for its very comfy beds."", 'Continental, Full English/Irish, Buffet', 'Very good coffee!', 'View', 'River / City view', 'Free WiFi\nGuests consistently rate the WiFi as excellent', 'Private parking at the hotel', 'There are more repeat guests here than most other properties.']",Hotel Intercontinental London - The O2,51.50262,7.8e-05,5-star hotel,'Hotels',weekdays,Hotels,2,499.30619252569437,london,2019-08-06&checkout=2019-08-08&,8.882530609449676,0.33607756555819956
47,9.5,9.2,9.0,8.6,9.7,9.4,,8.3,"['“friendly staff”\n108 related reviews', '“comfortable bed”\n61 related reviews', '“excellent location”\n52 related reviews', '“boutique style”', 'Situated in the real heart of London, this hotel has an excellent location score of 9.7', ""Want a great night's sleep? This hotel was highly rated for its very comfy beds."", 'Continental', 'Very good coffee!', 'Free WiFi\nGuests consistently rate the WiFi as excellent', 'There are more repeat guests here than most other properties.']",Hotel The Ampersand Hotel,51.494163,-0.17551570000000002,5-star hotel,'Hotels',weekdays,Hotels,2,642.0658999506103,london,2019-08-06&checkout=2019-08-08&,3.6872901175559787,0.11937152863750762
48,8.5,8.3,8.1,8.4,9.0,,8.3,7.8,"['“clean room”\n147 related reviews', '“friendly staff”\n137 related reviews', '“comfortable bed”\n127 related reviews', '“boutique style”', 'Situated in the real heart of London, this hotel has an excellent location score of 9.0', 'Free WiFi\nGuests consistently rate the WiFi as excellent', 'Great area for shopping!']","Hotel Club Quarters Hotel, Gracechurch",51.512744700000006,-0.0850528,4-star hotel,'Hotels',weekdays,Hotels,2,490.8393894494226,london,2019-08-06&checkout=2019-08-08&,2.9886916096022484,0.20657251545825894
49,8.1,7.2,7.1,6.9,9.0,8.3,,7.7,"['“friendly staff”\n129 related reviews', '“paddington station”\n117 related reviews', '“excellent location”\n73 related reviews', 'Top location: Highly rated by recent guests (9.0)', 'Good breakfast included with all options', 'Full English/Irish', 'Balcony, Garden view', 'Balcony with view', 'Free WiFi', 'Private parking at the hotel']",Hotel Balmoral House Hotel,51.5149964,-0.1729019,2-star hotel,'Hotels',weekdays,Hotels,2,245.30210023754086,london,2019-08-06&checkout=2019-08-08&,3.2377222100413148,0.1806004737418189
50,9.7,9.7,9.5,9.3,9.5,9.6,,8.3,"['“amazing views”\n143 related reviews', '“friendly staff”\n119 related reviews', '“comfortable bed”\n58 related reviews', '“boutique style”', 'Situated in the real heart of London, this hotel has an excellent location score of 9.5', ""Want a great night's sleep? This hotel was highly rated for its very comfy beds."", 'Continental, Full English/Irish', 'Fantastic coffee!', 'View', 'City view', 'Free WiFi\nGuests consistently rate the WiFi as excellent', 'Parking available at the hotel', 'Great area for shopping!', 'There are more repeat guests here than most other properties.']","Hotel Shangri-La Hotel at The Shard, London",51.5041116,-0.0868644,5-star hotel,'Hotels',weekdays,Hotels,2,1716.6443237141043,london,2019-08-06&checkout=2019-08-08&,2.8610985577219954,0.08697574121857775
51,8.6,8.5,8.2,7.1,9.3,8.7,,7.2,"['“friendly staff”\n157 related reviews', '“excellent location”\n97 related reviews', '“great breakfast”\n92 related reviews', '“boutique style”', 'Situated in the real heart of London, this hotel has an excellent location score of 9.3', ""Want a great night's sleep? This hotel was highly rated for its very comfy beds."", 'Continental, Full English/Irish, Vegetarian, Vegan, Gluten-free, Asian, Buffet', 'Good coffee!', 'View', 'City view']",Hotel The Waldorf Hilton,51.5125552,-0.11883800000000001,5-star hotel,'Hotels',weekdays,Hotels,2,789.7645758366848,london,2019-08-06&checkout=2019-08-08&,0.7643503432836729,0.34810461573737156
52,6.9,6.6,6.4,7.9,8.4,7.5,,6.9,"['“continental breakfast”\n182 related reviews', '“victoria station”\n108 related reviews', '“friendly staff”\n86 related reviews', 'Situated in the real heart of London, this hotel has an excellent location score of 8.4', 'Continental, Full English/Irish', 'Free WiFi']",Hotel St. George's Pimlico,51.4886625,-0.139516,,'Hotels',weekdays,Hotels,2,254.23928126249442,london,2019-08-06&checkout=2019-08-08&,2.341184259164624,0.43831383466643065
53,7.6,6.5,6.4,6.8,8.9,,7.4,7.0,"['“friendly staff”\n44 related reviews', '“kings cross”\n43 related reviews', '“excellent location”\n28 related reviews', 'Situated in the real heart of London, this hotel has an excellent location score of 8.9', 'Balcony with view']",Hotel Kings Cross Hotel,51.5284946,-0.1226533,2-star hotel,'Hotels',weekdays,Hotels,2,251.88739151908558,london,2019-08-06&checkout=2019-08-08&,2.2695519214292657,0.2146821445702679
54,9.4,9.3,8.9,9.0,9.7,9.1,,8.1,"['“rooftop bar”\n36 related reviews', '“spacious room”\n31 related reviews', '“friendly staff”\n28 related reviews', '“boutique style”', 'Situated in the real heart of London, this hotel has an excellent location score of 9.7', 'Continental, Full English/Irish, Vegetarian, Gluten-free, Buffet', 'Great coffee!', 'Private parking available']","Hotel The Trafalgar St. James, London Curio collection by Hilton",51.5074336,-0.129143,5-star hotel,'Hotels',weekdays,Hotels,2,1045.6501799195653,london,2019-08-06&checkout=2019-08-08&,0.1505164851008852,0.31147614686795416
55,9.3,8.2,8.4,8.4,9.7,9.2,,8.2,"['“friendly staff”\n168 related reviews', '“perfect location”\n138 related reviews', '“clean room”\n109 related reviews', 'Situated in the real heart of London, this hotel has an excellent location score of 9.7', 'Continental', 'Very good coffee!', 'Free WiFi\nGuests consistently rate the WiFi as excellent']",Hotel Z Hotel Tottenham Court Road,51.514109000000005,-0.136995,,'Hotels',weekdays,Hotels,2,362.3086149721301,london,2019-08-06&checkout=2019-08-08&,0.9208008484146681,0.34160196322313374
56,9.6,9.1,8.8,8.8,8.3,9.4,,8.6,"['“friendly staff”\n14 related reviews', '“comfortable rooms”\n6 related reviews', '“pub downstairs”\n3 related reviews', 'Top location: Highly rated by recent guests (8.3)', 'Good breakfast included with all options', 'Continental', 'Fantastic coffee!', 'View', 'City view', 'Free WiFi\nGuests consistently rate the WiFi as excellent']",Hotel Three Falcons,51.524139,-0.174652,,'Hotels',weekdays,Hotels,2,421.4586420188622,london,2019-08-06&checkout=2019-08-08&,3.7157025416918534,0.5260303131375731
