reaction_date,ticker,group,filing_date,premarket,ar_peer,ar_abnb,z_abnb,ret_abnb,ret_peer,ret_qqq,year,car_abnb_1_5,abnb_print_same_day
2022-11-03,RCL,Cruise,2022-11-03,True,10.875,0.172,0.068,-2.532,8.276,-1.953,2022,-1.232,False
2022-11-03,H,Hotel,2022-11-03,True,-0.261,0.172,0.068,-2.532,-1.914,-1.953,2022,-1.232,False
2022-11-03,BKNG,OTA,2022-11-02,False,4.45,0.172,0.068,-2.532,2.674,-1.953,2022,-1.232,False
2022-11-03,MAR,Hotel,2022-11-03,True,-2.734,0.172,0.068,-2.532,-4.255,-1.953,2022,-1.232,False
2022-11-04,EXPE,OTA,2022-11-03,False,4.101,2.076,0.824,4.423,5.706,1.609,2022,1.002,False
2022-11-07,CHH,Hotel,2022-11-07,True,-9.946,-2.287,-0.935,-0.656,-9.122,1.099,2022,0.55,False
2022-11-08,TRIP,OTA,2022-11-07,False,-18.078,2.516,1.02,3.604,-17.311,0.729,2022,-2.195,False
2022-11-09,HGV,Timeshare,2022-11-09,True,9.326,0.087,0.036,-3.145,7.116,-2.308,2022,-2.709,False
2022-12-21,CCL,Cruise,2022-12-21,True,2.541,-2.664,-1.076,-0.628,4.691,1.451,2022,1.562,False
2023-01-06,LUV,Airline,2023-01-06,True,2.598,-2.927,-1.22,0.923,4.623,2.76,2023,6.713,False
2023-01-13,DAL,Airline,2023-01-13,True,-4.284,0.945,0.401,1.909,-3.535,0.688,2023,0.899,False
2023-01-18,UAL,Airline,2023-01-17,False,-3.345,1.667,0.714,-0.158,-4.57,-1.3,2023,-1.525,False
2023-01-26,LUV,Airline,2023-01-26,True,-4.658,2.027,0.855,4.768,-3.173,1.95,2023,-0.331,False
2023-02-07,RCL,Cruise,2023-02-07,True,4.308,-1.866,-0.803,1.132,7.121,2.072,2023,2.696,False
2023-02-09,HLT,Hotel,2023-02-09,True,3.052,0.005,0.002,-1.22,2.39,-0.884,2023,19.655,False
2023-02-10,EXPE,OTA,2023-02-09,False,-7.787,-4.391,-1.903,-5.281,-8.555,-0.656,2023,19.441,False
2023-02-14,MAR,Hotel,2023-02-14,True,3.244,2.751,1.185,3.822,3.957,0.739,2023,12.039,False
2023-02-15,SABR,Distribution,2023-02-15,True,-20.678,12.249,5.269,13.353,-19.376,0.766,2023,-2.762,True
2023-02-15,TRIP,OTA,2023-02-14,False,-0.515,12.249,5.269,13.353,0.279,0.766,2023,-2.762,True
2023-02-15,CHH,Hotel,2023-02-15,True,2.899,12.249,5.269,13.353,3.404,0.766,2023,-2.762,True
2023-02-16,H,Hotel,2023-02-16,True,1.3,4.419,1.9,1.759,-0.213,-1.876,2023,-6.926,False
2023-02-16,WH,Hotel,2023-02-15,False,-2.742,4.419,1.9,1.759,-4.13,-1.876,2023,-6.926,False
2023-02-22,TNL,Timeshare,2023-02-22,True,1.058,-1.28,-0.537,-1.219,1.084,0.075,2023,-3.575,False
2023-02-23,VAC,Timeshare,2023-02-22,False,-2.496,-2.552,-1.065,-1.329,-1.675,0.873,2023,-0.953,False
2023-02-24,BKNG,OTA,2023-02-23,False,2.503,0.255,0.097,-2.183,1.071,-1.674,2023,-1.453,False
2023-03-01,HGV,Timeshare,2023-03-01,True,0.395,-0.828,-0.308,-1.987,-0.356,-0.804,2023,0.006,False
2023-03-27,CCL,Cruise,2023-03-27,True,-3.559,1.809,0.702,0.847,-4.767,-0.685,2023,-1.944,False
2023-04-13,DAL,Airline,2023-04-13,True,-2.76,-1.317,-0.517,1.361,-1.096,1.958,2023,5.407,False
2023-04-19,UAL,Airline,2023-04-18,False,7.473,0.886,0.346,0.763,7.505,-0.047,2023,-2.082,False
2023-04-26,TNL,Timeshare,2023-04-26,True,-4.574,0.281,0.11,1.044,-4.044,0.606,2023,2.419,False
2023-04-26,HLT,Hotel,2023-04-26,True,-3.904,0.281,0.11,1.044,-3.41,0.606,2023,2.419,False
2023-04-27,HGV,Timeshare,2023-04-27,True,-4.93,-2.308,-0.908,1.381,-2.34,2.719,2023,4.256,False
2023-04-27,WH,Hotel,2023-04-26,False,0.041,-2.308,-0.908,1.381,1.891,2.719,2023,4.256,False
2023-04-27,LUV,Airline,2023-04-27,True,-5.112,-2.308,-0.908,1.381,-3.301,2.719,2023,4.256,False
2023-05-02,MAR,Hotel,2023-05-02,True,5.689,0.581,0.228,-0.692,4.978,-0.872,2023,4.741,False
2023-05-04,SABR,Distribution,2023-05-04,True,-4.21,-0.471,-0.19,-1.035,-5.063,-0.353,2023,-8.894,False
2023-05-04,H,Hotel,2023-05-04,True,-1.532,-0.471,-0.19,-1.035,-1.734,-0.353,2023,-8.894,False
2023-05-04,RCL,Cruise,2023-05-04,True,7.68,-0.471,-0.19,-1.035,7.156,-0.353,2023,-8.894,False
2023-05-04,TRIP,OTA,2023-05-03,False,-8.166,-0.471,-0.19,-1.035,-8.596,-0.353,2023,-8.894,False
2023-05-04,VAC,Timeshare,2023-05-03,False,-3.186,-0.471,-0.19,-1.035,-3.498,-0.353,2023,-8.894,False
2023-05-05,BKNG,OTA,2023-05-04,False,-3.168,-0.955,-0.405,1.93,-1.316,2.125,2023,-12.717,False
2023-05-05,EXPE,OTA,2023-05-04,False,2.795,-0.955,-0.405,1.93,4.901,2.125,2023,-12.717,False
2023-05-09,CHH,Hotel,2023-05-09,True,-2.472,2.093,0.883,1.13,-2.92,-0.633,2023,-20.031,False
2023-06-26,CCL,Cruise,2023-06-26,True,-5.556,0.456,0.171,-1.283,-7.595,-1.341,2023,2.989,False
2023-07-13,DAL,Airline,2023-07-13,True,-1.915,0.111,0.042,2.241,-0.501,1.698,2023,4.219,False
2023-07-20,UAL,Airline,2023-07-19,False,4.893,2.633,0.993,-0.175,3.23,-2.305,2023,2.007,False
2023-07-26,TNL,Timeshare,2023-07-26,True,-4.918,1.383,0.521,1.023,-5.308,-0.333,2023,-2.99,False
2023-07-26,HLT,Hotel,2023-07-26,True,-0.362,1.383,0.521,1.023,-0.576,-0.333,2023,-2.99,False
2023-07-27,LUV,Airline,2023-07-27,True,-8.687,-0.865,-0.326,-1.112,-8.936,-0.238,2023,-4.535,False
2023-07-27,WH,Hotel,2023-07-26,False,1.987,-0.865,-0.326,-1.112,1.856,-0.238,2023,-4.535,False
2023-07-27,RCL,Cruise,2023-07-27,True,8.686,-0.865,-0.326,-1.112,8.723,-0.238,2023,-4.535,False
2023-08-01,MAR,Hotel,2023-08-01,True,1.574,-1.941,-0.739,-2.155,1.452,-0.232,2023,-3.229,False
2023-08-03,TRIP,OTA,2023-08-02,False,-8.638,-2.41,-0.917,-2.546,-8.854,-0.16,2023,-2.07,False
2023-08-03,SABR,Distribution,2023-08-03,True,32.933,-2.41,-0.917,-2.546,32.52,-0.16,2023,-2.07,False
2023-08-03,VAC,Timeshare,2023-08-02,False,-10.568,-2.41,-0.917,-2.546,-10.741,-0.16,2023,-2.07,False
2023-08-03,H,Hotel,2023-08-03,True,-8.459,-2.41,-0.917,-2.546,-8.46,-0.16,2023,-2.07,False
2023-08-03,EXPE,OTA,2023-08-03,True,-16.179,-2.41,-0.917,-2.546,-16.381,-0.16,2023,-2.07,False
2023-08-03,HGV,Timeshare,2023-08-03,True,-3.263,-2.41,-0.917,-2.546,-3.413,-0.16,2023,-2.07,False
2023-08-04,BKNG,OTA,2023-08-03,False,8.099,-0.001,-0.0,-0.504,7.861,-0.468,2023,-3.01,True
2023-08-08,CHH,Hotel,2023-08-08,True,2.962,-1.581,-0.604,-2.549,2.469,-0.85,2023,-5.512,False
2023-08-31,VAC,Timeshare,2023-08-31,True,-2.007,0.343,0.153,0.72,-1.94,0.3,2023,12.39,False
2023-09-06,HGV,Timeshare,2023-09-05,False,2.337,0.727,0.325,-0.365,1.576,-0.881,2023,2.369,False
2023-09-29,CCL,Cruise,2023-09-29,True,-5.167,0.471,0.208,0.542,-4.986,0.073,2023,-10.25,False
2023-10-12,DAL,Airline,2023-10-12,True,-2.096,-2.627,-1.189,-3.1,-2.307,-0.348,2023,-1.027,False
2023-10-18,UAL,Airline,2023-10-17,False,-8.878,-1.041,-0.472,-2.816,-9.671,-1.312,2023,2.183,False
2023-10-25,TNL,Timeshare,2023-10-25,True,0.442,0.386,0.174,-2.877,-1.827,-2.448,2023,-1.089,False
2023-10-25,HLT,Hotel,2023-10-25,True,2.159,0.386,0.174,-2.877,0.735,-2.448,2023,-1.089,False
2023-10-26,WH,Hotel,2023-10-25,False,-0.391,0.003,0.001,-2.557,-1.203,-1.907,2023,-6.715,False
2023-10-26,LUV,Airline,2023-10-26,True,0.273,0.003,0.001,-2.557,-0.89,-1.907,2023,-6.715,False
2023-10-26,RCL,Cruise,2023-10-26,True,2.58,0.003,0.001,-2.557,0.803,-1.907,2023,-6.715,False
2023-11-02,MAR,Hotel,2023-11-02,True,-2.873,-5.623,-2.552,-3.323,-1.642,1.815,2023,-1.665,True
2023-11-02,VAC,Timeshare,2023-11-01,False,-8.206,-5.623,-2.552,-3.323,-7.232,1.815,2023,-1.665,True
2023-11-02,SABR,Distribution,2023-11-02,True,16.423,-5.623,-2.552,-3.323,18.286,1.815,2023,-1.665,True
2023-11-02,H,Hotel,2023-11-02,True,-2.967,-5.623,-2.552,-3.323,-1.798,1.815,2023,-1.665,True
2023-11-03,EXPE,OTA,2023-11-02,False,17.65,4.723,2.146,6.182,18.842,1.175,2023,-6.862,False
2023-11-03,BKNG,OTA,2023-11-02,False,-0.182,4.723,2.146,6.182,0.709,1.175,2023,-6.862,False
2023-11-06,HGV,Timeshare,2023-11-06,True,-8.291,-4.098,-1.893,-3.645,-8.054,0.408,2023,-1.493,False
2023-11-07,CHH,Hotel,2023-11-07,True,1.633,1.303,0.603,2.463,2.032,0.945,2023,0.943,False
2023-11-07,TRIP,OTA,2023-11-06,False,10.36,1.303,0.603,2.463,10.987,0.945,2023,0.943,False
2023-12-21,CCL,Cruise,2023-12-21,True,4.314,-0.723,-0.382,0.723,6.198,1.164,2023,-5.007,False
2024-01-12,DAL,Airline,2024-01-12,True,-8.955,-1.708,-0.931,-1.657,-8.968,0.051,2024,-0.146,False
2024-01-23,UAL,Airline,2024-01-22,False,5.156,-0.278,-0.154,0.204,5.306,0.415,2024,4.772,False
2024-01-25,LUV,Airline,2024-01-25,True,-2.221,0.548,0.302,0.652,-2.314,0.122,2024,4.772,False
2024-02-01,RCL,Cruise,2024-02-01,True,-1.796,0.229,0.127,1.63,-0.424,1.178,2024,-0.104,False
2024-02-07,HLT,Hotel,2024-02-07,True,0.107,0.922,0.49,2.09,0.725,1.029,2024,0.454,False
2024-02-07,LUV,Airline,2024-02-06,False,-1.394,0.922,0.49,2.09,-0.935,1.029,2024,0.454,False
2024-02-09,EXPE,OTA,2024-02-08,False,-18.822,-3.073,-1.637,-1.956,-17.784,0.984,2024,5.635,False
2024-02-13,MAR,Hotel,2024-02-13,True,-4.703,-0.045,-0.024,-1.938,-5.586,-1.56,2024,0.298,False
2024-02-15,SABR,Distribution,2024-02-15,True,-22.524,6.104,3.252,6.404,-22.449,0.298,2024,-3.392,False
2024-02-15,WH,Hotel,2024-02-14,False,1.524,6.104,3.252,6.404,1.623,0.298,2024,-3.392,False
2024-02-15,H,Hotel,2024-02-15,True,3.897,6.104,3.252,6.404,4.075,0.298,2024,-3.392,False
2024-02-15,TRIP,OTA,2024-02-14,False,9.088,6.104,3.252,6.404,9.242,0.298,2024,-3.392,False
2024-02-20,CHH,Hotel,2024-02-20,True,-2.327,-1.919,-1.013,-2.859,-2.803,-0.755,2024,0.307,False
2024-02-21,TNL,Timeshare,2024-02-21,True,5.942,1.235,0.642,0.736,5.538,-0.4,2024,0.647,False
2024-02-22,VAC,Timeshare,2024-02-21,False,7.974,0.75,0.393,4.034,9.566,2.928,2024,1.659,False
2024-02-23,BKNG,OTA,2024-02-22,False,-9.999,-1.303,-0.676,-1.675,-10.149,-0.294,2024,2.783,False
2024-02-23,H,Hotel,2024-02-23,True,11.03,-1.303,-0.676,-1.675,10.794,-0.294,2024,2.783,False
2024-02-29,HGV,Timeshare,2024-02-29,True,-8.244,1.762,0.874,2.633,-7.73,0.857,2024,2.548,False
2024-03-27,CCL,Cruise,2024-03-27,True,0.382,-0.948,-0.486,-0.585,0.939,0.341,2024,-2.218,False
2024-04-10,DAL,Airline,2024-04-10,True,-1.661,-0.488,-0.257,-1.463,-2.282,-0.873,2024,2.013,False
2024-04-17,UAL,Airline,2024-04-16,False,18.488,2.413,1.291,1.092,17.446,-1.22,2024,2.564,False
2024-04-24,HLT,Hotel,2024-04-24,True,3.632,0.792,0.426,1.174,3.888,0.339,2024,-2.868,False
2024-04-24,TNL,Timeshare,2024-04-24,True,0.161,0.792,0.426,1.174,0.391,0.339,2024,-2.868,False
2024-04-25,RCL,Cruise,2024-04-25,True,0.822,0.663,0.354,0.104,0.541,-0.483,2024,-3.594,False
2024-04-25,WH,Hotel,2024-04-24,False,4.933,0.663,0.354,0.104,4.725,-0.483,2024,-3.594,False
2024-04-25,LUV,Airline,2024-04-25,True,-6.684,0.663,0.354,0.104,-6.962,-0.483,2024,-3.594,False
2024-05-01,MAR,Hotel,2024-05-01,True,-0.614,-0.717,-0.383,-1.52,-0.961,-0.723,2024,-3.823,False
2024-05-02,SABR,Distribution,2024-05-02,True,-1.213,-0.063,-0.034,1.39,0.345,1.276,2024,-10.877,False
2024-05-03,EXPE,OTA,2024-05-02,False,-17.142,-1.406,-0.753,0.872,-15.255,2.01,2024,-10.232,False
2024-05-03,BKNG,OTA,2024-05-02,False,1.322,-1.406,-0.753,0.872,3.008,2.01,2024,-10.232,False
2024-05-07,VAC,Timeshare,2024-05-06,False,1.837,-1.384,-0.789,-1.352,1.682,0.016,2024,-9.696,False
2024-05-08,CHH,Hotel,2024-05-08,True,-5.191,-1.129,-0.661,-1.195,-5.273,-0.059,2024,-10.91,False
2024-05-08,TRIP,OTA,2024-05-08,True,-28.763,-1.129,-0.661,-1.195,-28.728,-0.059,2024,-10.91,False
2024-05-09,H,Hotel,2024-05-09,True,2.843,-7.116,-4.166,-6.871,3.01,0.218,2024,-2.58,True
2024-05-09,HGV,Timeshare,2024-05-09,True,-0.624,-7.116,-4.166,-6.871,-0.553,0.218,2024,-2.58,True
2024-06-25,CCL,Cruise,2024-06-25,True,7.43,0.473,0.278,1.698,8.725,1.144,2024,0.747,False
2024-07-11,DAL,Airline,2024-07-11,True,-2.427,-1.385,-0.819,-3.846,-3.991,-2.193,2024,3.681,False
2024-07-18,UAL,Airline,2024-07-17,False,-0.787,-0.167,-0.098,-0.757,-1.172,-0.473,2024,0.626,False
2024-07-24,TNL,Timeshare,2024-07-24,True,-7.544,0.989,0.577,-3.039,-9.822,-3.587,2024,-4.678,False
2024-07-25,LUV,Airline,2024-07-25,True,6.146,-1.619,-0.946,-2.912,5.524,-1.103,2024,-3.498,False
2024-07-25,RCL,Cruise,2024-07-25,True,-6.791,-1.619,-0.946,-2.912,-7.592,-1.103,2024,-3.498,False
2024-07-25,WH,Hotel,2024-07-24,False,9.206,-1.619,-0.946,-2.912,8.776,-1.103,2024,-3.498,False
2024-07-31,MAR,Hotel,2024-07-31,True,-6.736,-2.761,-1.704,0.41,-4.804,2.959,2024,-10.661,False
2024-08-01,SABR,Distribution,2024-08-01,True,-1.13,-0.439,-0.271,-3.203,-4.373,-2.422,2024,-11.987,False
2024-08-01,VAC,Timeshare,2024-07-31,False,-6.052,-0.439,-0.271,-3.203,-7.921,-2.422,2024,-11.987,False
2024-08-02,BKNG,OTA,2024-08-01,False,-7.166,-2.396,-1.473,-5.078,-9.171,-2.373,2024,-9.656,False
2024-08-06,H,Hotel,2024-08-06,True,-2.106,3.187,1.971,4.118,-1.433,0.956,2024,-15.006,False
2024-08-07,HLT,Hotel,2024-08-07,True,-1.162,-12.105,-7.481,-13.382,-1.738,-1.083,2024,-3.396,True
2024-08-07,TRIP,OTA,2024-08-06,False,-15.825,-12.105,-7.481,-13.382,-16.605,-1.083,2024,-3.396,True
2024-08-08,CHH,Hotel,2024-08-08,True,-3.151,-1.765,-1.08,1.442,-2.004,3.059,2024,-1.955,False
2024-08-08,HGV,Timeshare,2024-08-08,True,-9.713,-1.765,-1.08,1.442,-7.79,3.059,2024,-1.955,False
2024-08-09,EXPE,OTA,2024-08-08,False,9.888,-0.064,-0.04,0.384,10.206,0.522,2024,-4.058,False
2024-09-30,CCL,Cruise,2024-09-30,True,-0.617,-1.288,-0.707,-1.123,-0.324,0.271,2024,4.663,False
2024-10-10,DAL,Airline,2024-10-10,True,-1.049,-1.74,-0.954,-1.978,-1.063,-0.114,2024,3.213,False
2024-10-16,UAL,Airline,2024-10-15,False,12.33,1.491,0.817,1.411,12.443,0.012,2024,-1.403,False
2024-10-23,TNL,Timeshare,2024-10-23,True,5.032,-1.014,-0.555,-2.707,4.027,-1.532,2024,2.075,False
2024-10-23,HLT,Hotel,2024-10-23,True,-1.207,-1.014,-0.555,-2.707,-1.944,-1.532,2024,2.075,False
2024-10-24,LUV,Airline,2024-10-24,True,-5.993,-0.14,-0.076,0.629,-5.564,0.811,2024,3.642,False
2024-10-24,WH,Hotel,2024-10-23,False,10.265,-0.14,-0.076,0.629,10.563,0.811,2024,3.642,False
2024-10-29,RCL,Cruise,2024-10-29,True,2.097,0.54,0.295,1.473,3.233,0.961,2024,2.026,False
2024-10-31,BKNG,OTA,2024-10-30,False,6.72,1.427,0.779,-1.253,4.756,-2.524,2024,3.23,False
2024-10-31,SABR,Distribution,2024-10-31,True,-18.637,1.427,0.779,-1.253,-21.951,-2.524,2024,3.23,False
2024-10-31,H,Hotel,2024-10-31,True,-5.872,1.427,0.779,-1.253,-7.422,-2.524,2024,3.23,False
2024-11-04,MAR,Hotel,2024-11-04,True,-1.473,0.679,0.371,0.3,-1.589,-0.291,2024,-4.534,False
2024-11-04,CHH,Hotel,2024-11-04,True,1.103,0.679,0.371,0.3,1.074,-0.291,2024,-4.534,False
2024-11-07,TRIP,OTA,2024-11-06,False,-12.396,3.035,1.773,4.584,-11.2,1.574,2024,-7.373,False
2024-11-07,HGV,Timeshare,2024-11-07,True,2.6,3.035,1.773,4.584,3.509,1.574,2024,-7.373,False
2024-11-07,VAC,Timeshare,2024-11-06,False,12.204,3.035,1.773,4.584,13.197,1.574,2024,-7.373,False
2024-11-08,EXPE,OTA,2024-11-07,False,3.568,-8.71,-5.077,-8.658,3.807,0.117,2024,2.289,True
2024-12-20,CCL,Cruise,2024-12-20,True,5.503,3.03,1.565,3.757,6.433,0.873,2024,-0.809,False
2025-01-10,DAL,Airline,2025-01-10,True,10.05,0.664,0.331,-0.894,9.004,-1.568,2025,1.985,False
2025-01-22,UAL,Airline,2025-01-21,False,-3.547,-1.535,-0.77,-0.428,-2.307,1.279,2025,2.508,False
2025-01-28,RCL,Cruise,2025-01-28,True,10.526,0.298,0.15,1.621,12.005,1.478,2025,-0.239,False
2025-01-30,LUV,Airline,2025-01-30,True,-1.432,-0.906,-0.452,-0.596,-1.232,0.426,2025,-0.008,False
2025-02-06,HLT,Hotel,2025-02-06,True,4.515,1.929,0.95,2.292,4.863,0.522,2025,5.741,False
2025-02-07,EXPE,OTA,2025-02-06,False,17.938,3.088,1.817,1.818,17.268,-1.261,2025,16.826,False
2025-02-11,MAR,Hotel,2025-02-11,True,-5.292,-0.209,-0.123,-0.532,-5.403,-0.238,2025,15.668,False
2025-02-13,H,Hotel,2025-02-13,True,-10.137,-0.844,-0.499,0.37,-9.086,1.439,2025,6.835,False
2025-02-13,WH,Hotel,2025-02-12,False,-2.311,-0.844,-0.499,0.37,-1.632,1.439,2025,6.835,False
2025-02-19,TNL,Timeshare,2025-02-19,True,0.582,-1.559,-0.913,-1.631,0.714,0.028,2025,-4.305,False
2025-02-20,TRIP,OTA,2025-02-20,True,-6.456,-1.217,-0.713,-1.69,-6.78,-0.424,2025,-3.683,False
2025-02-20,CHH,Hotel,2025-02-20,True,3.139,-1.217,-0.713,-1.69,3.108,-0.424,2025,-3.683,False
