date,ar_abnb,z_abnb
2022-07-29,-0.84,-0.301
2022-08-01,0.237,0.085
2022-08-08,-0.643,-0.237
2022-08-10,-0.484,-0.177
2022-08-11,3.144,1.135
2022-08-12,-0.432,-0.157
2022-08-15,-0.0,-0.0
2022-08-16,-1.155,-0.42
2022-08-17,-0.189,-0.069
2022-08-18,-0.877,-0.324
2022-08-19,-2.491,-0.917
2022-08-22,0.938,0.347
2022-08-23,0.272,0.102
2022-08-24,2.133,0.815
2022-08-25,-0.452,-0.173
2022-08-26,2.456,0.948
2022-08-29,2.063,0.797
2022-08-30,0.769,0.297
2022-08-31,1.364,0.53
2022-09-01,0.181,0.07
2022-09-02,2.283,0.896
2022-09-06,1.093,0.43
2022-09-07,-0.929,-0.384
2022-09-08,1.352,0.558
2022-09-09,0.872,0.363
2022-09-12,-0.736,-0.307
2022-09-13,5.398,2.253
2022-09-14,3.123,1.302
2022-09-15,1.0,0.421
2022-09-16,-4.175,-1.755
2022-09-19,-1.155,-0.49
2022-09-20,-0.631,-0.269
2022-09-21,0.265,0.11
2022-09-22,-7.326,-3.034
2022-09-23,0.364,0.151
2022-09-26,1.977,0.811
2022-09-27,2.931,1.204
2022-09-28,1.181,0.487
2022-09-29,0.461,0.19
2022-10-03,-3.416,-1.361
2022-10-04,1.006,0.4
2022-10-05,0.931,0.368
2022-10-06,0.96,0.379
2022-10-07,2.766,1.092
2022-10-10,3.687,1.454
2022-10-11,-1.806,-0.709
2022-10-12,5.211,2.044
2022-10-14,1.188,0.474
2022-10-17,1.973,0.788
2022-10-18,0.079,0.031
2022-10-20,0.809,0.314
2022-10-21,-0.902,-0.35
2022-10-24,-4.595,-1.78
2022-10-25,-1.231,-0.476
2022-10-28,-1.648,-0.639
2022-10-31,-5.633,-2.193
2022-11-10,-3.625,-1.403
2022-11-11,4.311,1.669
2022-11-14,-2.739,-1.069
2022-11-15,-0.229,-0.089
2022-11-16,-0.427,-0.166
2022-11-17,-4.585,-1.828
2022-11-18,-1.541,-0.61
2022-11-21,-0.608,-0.238
2022-11-22,-2.461,-0.965
2022-11-23,0.028,0.011
2022-11-25,2.035,0.8
2022-11-28,-0.311,-0.121
2022-11-29,1.192,0.462
2022-11-30,0.632,0.246
2022-12-01,-1.016,-0.394
2022-12-02,0.319,0.124
2022-12-05,-0.073,-0.028
2022-12-06,-2.533,-0.985
2022-12-07,-1.157,-0.45
2022-12-08,1.969,0.769
2022-12-09,0.758,0.296
2022-12-12,-0.828,-0.324
2022-12-13,-3.811,-1.494
2022-12-14,1.699,0.664
2022-12-15,1.245,0.487
2022-12-16,0.238,0.095
2022-12-19,-2.05,-0.814
2022-12-20,2.085,0.83
2022-12-22,0.944,0.383
2022-12-23,0.126,0.051
2022-12-27,-0.088,-0.036
2022-12-28,0.652,0.266
2022-12-29,-0.072,-0.03
2022-12-30,0.411,0.168
2023-01-03,0.263,0.108
2023-01-04,3.844,1.6
2023-01-05,1.054,0.44
2023-01-09,-0.085,-0.036
2023-01-10,-1.962,-0.824
2023-01-11,4.266,1.792
2023-01-12,3.549,1.507
2023-01-17,0.6,0.257
2023-01-19,-0.617,-0.265
2023-01-20,-1.56,-0.663
2023-01-23,0.808,0.341
2023-01-24,-0.752,-0.318
2023-01-25,0.595,0.251
2023-01-27,4.547,1.918
2023-01-30,-2.751,-1.159
2023-01-31,-0.6,-0.253
2023-02-01,-0.433,-0.186
2023-02-02,-1.094,-0.479
2023-02-03,2.638,1.161
2023-02-06,0.868,0.376
2023-02-08,-0.296,-0.127
2023-02-13,4.627,1.994
2023-02-17,-4.605,-1.982
2023-02-21,1.256,0.535
2023-02-27,-0.425,-0.16
2023-02-28,-0.024,-0.009
2023-03-02,0.069,0.026
2023-03-03,-0.245,-0.091
2023-03-06,0.29,0.107
2023-03-07,2.187,0.813
2023-03-08,-2.294,-0.853
2023-03-09,-1.699,-0.632
2023-03-10,0.683,0.254
2023-03-13,-3.076,-1.146
2023-03-14,-2.969,-1.106
2023-03-15,-3.196,-1.208
2023-03-16,1.887,0.715
2023-03-17,-0.903,-0.342
2023-03-20,-0.306,-0.117
2023-03-21,2.426,0.923
2023-03-22,-0.141,-0.053
2023-03-23,-2.389,-0.899
2023-03-24,-3.304,-1.282
2023-03-28,-0.342,-0.133
2023-03-29,-0.638,-0.248
2023-03-30,1.617,0.63
2023-03-31,-0.574,-0.223
2023-04-03,-2.006,-0.774
2023-04-04,-1.977,-0.767
2023-04-05,-1.254,-0.487
2023-04-06,-5.809,-2.256
2023-04-10,2.757,1.07
2023-04-11,2.376,0.926
2023-04-12,-0.351,-0.138
2023-04-14,0.916,0.366
2023-04-17,1.252,0.492
2023-04-18,2.659,1.042
2023-04-20,-0.306,-0.12
2023-04-21,-2.535,-0.991
2023-04-24,0.905,0.354
2023-04-25,-0.427,-0.167
2023-04-28,2.937,1.156
2023-05-01,1.668,0.654
2023-05-03,-0.459,-0.184
2023-05-08,4.533,1.91
2023-05-11,-2.177,-0.926
2023-05-12,-4.778,-2.032
2023-05-15,-0.22,-0.095
2023-05-16,-0.467,-0.2
2023-05-17,1.138,0.489
2023-05-18,0.733,0.283
2023-05-19,-3.678,-1.417
2023-05-22,1.965,0.756
2023-05-23,-1.578,-0.608
2023-05-24,0.224,0.086
2023-05-25,-4.449,-1.719
2023-05-26,-1.094,-0.423
2023-05-30,-0.199,-0.076
2023-05-31,3.238,1.241
2023-06-01,0.671,0.257
2023-06-02,4.299,1.647
2023-06-05,-2.05,-0.777
2023-06-06,1.482,0.561
2023-06-07,1.669,0.632
2023-06-08,-2.454,-0.927
2023-06-09,1.6,0.604
2023-06-12,3.552,1.33
2023-06-13,-0.719,-0.269
2023-06-14,-0.706,-0.264
2023-06-15,0.645,0.242
2023-06-16,1.535,0.576
2023-06-20,-1.494,-0.56
2023-06-21,2.609,0.971
2023-06-22,-1.112,-0.415
2023-06-23,-1.237,-0.462
2023-06-27,1.682,0.631
2023-06-28,-0.438,-0.164
2023-06-29,-1.714,-0.639
2023-06-30,0.508,0.189
2023-07-03,2.95,1.099
2023-07-05,-0.498,-0.186
2023-07-06,-1.742,-0.648
2023-07-07,2.084,0.782
2023-07-10,0.996,0.373
2023-07-11,3.775,1.422
2023-07-12,-1.978,-0.741
2023-07-14,2.298,0.871
2023-07-17,0.226,0.086
2023-07-18,-0.244,-0.093
2023-07-19,-0.695,-0.262
2023-07-21,2.729,1.03
2023-07-24,-1.035,-0.39
2023-07-25,-0.205,-0.077
2023-07-28,0.986,0.371
2023-07-31,-0.856,-0.325
2023-08-02,-0.314,-0.119
2023-08-07,1.077,0.411
2023-08-09,0.071,0.027
2023-08-10,-1.636,-0.625
2023-08-11,-0.941,-0.358
2023-08-14,-1.745,-0.672
2023-08-15,-1.261,-0.492
2023-08-16,0.489,0.191
2023-08-17,0.674,0.294
2023-08-18,-2.163,-0.959
2023-08-21,-2.86,-1.289
2023-08-22,2.655,1.196
2023-08-23,-1.128,-0.508
2023-08-24,-0.006,-0.003
2023-08-25,-0.106,-0.048
2023-08-28,-0.651,-0.293
2023-08-29,2.134,0.956
2023-08-30,-1.922,-0.856
2023-09-01,0.999,0.444
2023-09-05,7.084,3.152
2023-09-07,1.959,0.875
2023-09-08,1.621,0.724
2023-09-11,-0.399,-0.178
2023-09-12,1.518,0.682
2023-09-13,-2.331,-1.01
2023-09-14,-1.424,-0.622
2023-09-15,1.188,0.519
2023-09-18,-0.269,-0.117
2023-09-19,-0.228,-0.099
2023-09-20,-0.924,-0.404
2023-09-21,-1.452,-0.632
2023-09-22,-0.396,-0.173
2023-09-25,0.907,0.399
2023-09-26,0.534,0.236
2023-09-27,1.046,0.461
2023-09-28,0.78,0.344
2023-10-02,-1.524,-0.672
2023-10-03,-4.268,-1.887
2023-10-04,-1.958,-0.868
2023-10-05,-1.517,-0.673
2023-10-06,-0.984,-0.449
2023-10-09,0.489,0.225
2023-10-10,2.308,1.063
2023-10-11,-2.103,-0.954
2023-10-13,0.133,0.06
2023-10-16,-0.487,-0.221
2023-10-17,0.902,0.411
2023-10-19,-0.533,-0.241
2023-10-20,-0.888,-0.401
2023-10-23,3.049,1.378
2023-10-24,0.171,0.077
2023-10-27,-1.708,-0.78
2023-10-30,1.163,0.532
2023-10-31,0.64,0.291
2023-11-01,-1.187,-0.539
2023-11-08,-2.852,-1.549
2023-11-09,-0.741,-0.404
2023-11-10,-0.474,-0.255
2023-11-13,1.271,0.668
2023-11-14,3.738,1.927
2023-11-15,1.273,0.656
2023-11-16,-1.665,-0.851
2023-11-17,0.723,0.375
2023-11-20,0.537,0.28
2023-11-21,-1.424,-0.742
2023-11-22,1.312,0.673
2023-11-24,-0.294,-0.154
2023-11-27,0.641,0.335
2023-11-28,-1.41,-0.737
2023-11-29,-0.705,-0.373
2023-11-30,0.215,0.114
2023-12-01,6.529,3.514
2023-12-04,0.189,0.102
2023-12-05,-0.287,-0.156
2023-12-06,1.932,1.049
2023-12-07,1.627,0.889
2023-12-08,0.082,0.045
2023-12-11,0.559,0.295
2023-12-12,-2.634,-1.393
2023-12-13,1.249,0.661
2023-12-14,1.994,1.051
2023-12-15,-1.06,-0.558
2023-12-18,-0.172,-0.091
2023-12-19,-1.041,-0.554
2023-12-20,-2.202,-1.164
2023-12-22,-1.12,-0.59
2023-12-26,-2.263,-1.194
2023-12-27,-1.844,-0.973
2023-12-28,0.348,0.184
2023-12-29,-0.129,-0.068
2024-01-02,0.848,0.45
2024-01-03,0.502,0.266
2024-01-04,0.847,0.448
2024-01-05,1.535,0.813
2024-01-08,0.462,0.245
2024-01-09,-0.636,-0.343
2024-01-10,-0.669,-0.362
2024-01-11,-0.479,-0.259
2024-01-16,-1.523,-0.827
2024-01-17,0.672,0.365
2024-01-18,-0.249,-0.135
2024-01-19,-0.382,-0.209
2024-01-22,1.336,0.739
2024-01-24,-1.422,-0.783
2024-01-26,6.066,3.35
2024-01-29,0.85,0.47
2024-01-30,-1.269,-0.701
2024-01-31,-1.105,-0.612
2024-02-02,-1.978,-1.101
2024-02-05,-0.997,-0.529
2024-02-06,0.108,0.058
2024-02-08,1.841,0.978
2024-02-12,4.699,2.495
2024-02-16,-2.156,-1.144
2024-02-26,-2.067,-1.031
2024-02-27,1.692,0.84
2024-02-28,1.575,0.779
2024-03-01,-0.179,-0.089
2024-03-04,-0.542,-0.269
2024-03-05,2.903,1.437
2024-03-06,2.219,1.157
2024-03-07,-1.853,-0.964
2024-03-08,2.539,1.322
2024-03-11,-0.68,-0.355
2024-03-12,0.7,0.366
2024-03-13,-0.207,-0.107
2024-03-14,1.365,0.708
2024-03-15,-2.097,-1.086
2024-03-18,-0.251,-0.129
2024-03-19,-0.284,-0.146
2024-03-20,0.527,0.271
2024-03-21,1.593,0.82
2024-03-22,-0.313,-0.161
2024-03-25,0.482,0.247
2024-03-26,0.013,0.007
2024-03-28,-0.646,-0.332
2024-04-01,-1.174,-0.602
2024-04-02,-1.041,-0.534
2024-04-03,-0.732,-0.376
2024-04-04,1.377,0.722
2024-04-05,0.543,0.286
2024-04-08,-0.958,-0.505
2024-04-09,1.096,0.578
2024-04-11,1.463,0.775
2024-04-12,-1.905,-1.012
2024-04-15,-0.597,-0.32
2024-04-16,0.64,0.343
2024-04-18,1.712,0.916
2024-04-19,-0.907,-0.485
2024-04-22,-0.11,-0.058
2024-04-23,1.077,0.574
2024-04-26,-0.984,-0.524
2024-04-29,-1.668,-0.888
2024-04-30,-0.162,-0.087
2024-05-06,0.158,0.088
2024-05-10,-0.761,-0.451
2024-05-13,1.659,0.982
2024-05-14,-2.348,-1.39
2024-05-15,-2.344,-1.385
2024-05-16,1.214,0.73
2024-05-17,-0.988,-0.554
2024-05-20,-0.314,-0.177
2024-05-21,-1.782,-0.999
2024-05-22,-0.953,-0.53
2024-05-23,-0.654,-0.362
2024-05-24,1.365,0.757
2024-05-28,1.339,0.742
2024-05-29,0.516,0.286
2024-05-30,0.463,0.256
2024-05-31,-0.196,-0.108
2024-06-03,0.321,0.177
2024-06-04,0.252,0.147
2024-06-05,-3.23,-1.883
2024-06-06,0.863,0.503
2024-06-07,-0.131,-0.077
2024-06-10,0.489,0.288
2024-06-11,-0.991,-0.583
2024-06-12,-0.44,-0.259
2024-06-13,-2.771,-1.623
2024-06-14,-0.652,-0.382
2024-06-17,1.028,0.606
2024-06-18,-1.492,-0.881
2024-06-20,1.297,0.765
2024-06-21,1.476,0.872
2024-06-24,0.519,0.305
2024-06-26,-0.779,-0.458
2024-06-27,0.829,0.489
2024-06-28,0.663,0.392
2024-07-01,-0.612,-0.361
2024-07-02,0.647,0.381
2024-07-03,-1.94,-1.145
2024-07-05,-1.266,-0.747
2024-07-08,-0.573,-0.338
2024-07-09,0.261,0.154
2024-07-10,-1.516,-0.897
2024-07-12,-0.069,-0.041
2024-07-15,0.05,0.029
2024-07-16,2.759,1.627
2024-07-17,1.107,0.655
2024-07-19,1.795,1.056
2024-07-22,-0.068,-0.04
2024-07-23,-0.47,-0.278
2024-07-26,-0.982,-0.573
2024-07-29,0.003,0.002
2024-07-30,0.68,0.419
2024-08-05,1.092,0.674
2024-08-12,-1.403,-0.869
2024-08-13,0.332,0.213
2024-08-14,-0.495,-0.312
2024-08-15,-0.325,-0.17
2024-08-16,-2.167,-1.186
2024-08-19,1.135,0.624
2024-08-20,-1.114,-0.614
2024-08-21,-0.121,-0.067
2024-08-22,-0.034,-0.019
2024-08-23,0.157,0.087
2024-08-26,0.224,0.124
2024-08-27,0.7,0.388
2024-08-28,2.061,1.147
2024-08-29,-0.488,-0.273
2024-08-30,-0.585,-0.327
2024-09-03,1.54,0.862
2024-09-04,0.627,0.356
2024-09-05,0.855,0.488
2024-09-06,1.465,0.833
2024-09-09,0.539,0.31
2024-09-10,-1.947,-1.12
2024-09-11,-1.506,-0.863
2024-09-12,0.308,0.176
2024-09-13,0.007,0.004
2024-09-16,0.471,0.27
2024-09-17,3.994,2.29
2024-09-18,0.87,0.497
2024-09-19,2.632,1.501
2024-09-20,2.26,1.295
2024-09-23,-1.758,-1.007
2024-09-24,1.55,0.888
2024-09-25,-0.518,-0.29
2024-09-26,-1.773,-0.99
2024-09-27,-0.039,-0.021
2024-10-01,0.555,0.304
2024-10-02,0.542,0.296
2024-10-03,-0.502,-0.275
2024-10-04,2.491,1.361
2024-10-07,1.578,0.863
2024-10-08,0.29,0.159
2024-10-09,1.557,0.851
2024-10-11,1.146,0.63
2024-10-14,-0.479,-0.261
2024-10-15,0.383,0.208
2024-10-17,0.673,0.369
2024-10-18,-0.286,-0.157
2024-10-21,0.425,0.232
2024-10-22,-1.201,-0.657
2024-10-25,0.813,0.444
2024-10-28,0.94,0.514
2024-10-30,-0.078,-0.043
2024-11-01,0.554,0.303
2024-11-05,-0.556,-0.304
2024-11-06,-0.482,-0.264
2024-11-11,2.179,1.275
2024-11-12,-2.809,-1.655
2024-11-13,-0.154,-0.092
2024-11-14,2.122,1.262
2024-11-15,0.951,0.559
2024-11-18,-0.928,-0.494
2024-11-19,-1.22,-0.648
2024-11-20,3.015,1.588
2024-11-21,-1.754,-0.924
2024-11-22,2.987,1.569
2024-11-25,2.527,1.329
2024-11-26,-1.36,-0.715
2024-11-27,-0.137,-0.072
2024-11-29,-2.363,-1.227
2024-12-02,0.009,0.005
2024-12-03,-0.25,-0.128
2024-12-04,0.019,0.01
2024-12-05,-1.656,-0.851
2024-12-06,-0.388,-0.199
2024-12-09,1.074,0.549
2024-12-10,1.169,0.598
2024-12-11,-1.265,-0.647
2024-12-12,-0.271,-0.14
2024-12-13,-5.396,-2.777
2024-12-16,-0.335,-0.172
2024-12-17,0.569,0.294
2024-12-18,0.036,0.019
2024-12-19,1.947,1.005
2024-12-23,-0.585,-0.293
2024-12-24,-0.801,-0.401
2024-12-26,0.443,0.222
2024-12-27,-0.045,-0.022
2024-12-30,0.178,0.089
2024-12-31,0.596,0.295
2025-01-02,0.331,0.164
2025-01-03,1.769,0.879
2025-01-06,-1.367,-0.68
2025-01-07,-1.136,-0.565
2025-01-08,-0.304,-0.152
2025-01-13,-0.215,-0.107
2025-01-14,-0.793,-0.395
2025-01-15,1.764,0.883
2025-01-16,0.481,0.241
2025-01-17,0.749,0.375
2025-01-21,-1.971,-0.989
2025-01-23,0.449,0.225
2025-01-24,-3.997,-2.001
2025-01-27,4.331,2.173
2025-01-29,1.428,0.714
2025-01-31,-0.233,-0.117
2025-02-03,-0.209,-0.103
2025-02-04,-0.318,-0.155
2025-02-05,-1.176,-0.575
2025-02-10,-0.805,-0.476
2025-02-12,4.51,2.675
2025-02-18,-0.612,-0.356
2025-02-24,0.306,0.175
2025-02-25,-1.025,-0.473
2025-02-26,1.582,0.73
2025-02-28,-1.81,-0.831
2025-03-03,3.57,1.618
2025-03-04,0.667,0.303
2025-03-05,-0.317,-0.143
2025-03-06,-2.861,-1.296
2025-03-07,-0.899,-0.407
2025-03-10,2.03,0.917
2025-03-11,-4.77,-2.136
2025-03-12,-0.056,-0.025
2025-03-13,-3.986,-1.791
2025-03-14,0.796,0.356
2025-03-17,2.819,1.259
2025-03-18,-0.185,-0.083
2025-03-19,0.023,0.01
2025-03-20,0.547,0.242
2025-03-24,-1.133,-0.496
2025-03-25,-0.356,-0.156
2025-03-26,0.894,0.392
2025-03-27,-1.67,-0.733
2025-03-28,-1.35,-0.593
2025-03-31,-0.898,-0.394
2025-04-01,0.8,0.351
2025-04-02,0.777,0.341
2025-04-03,-2.077,-0.912
2025-04-04,-0.531,-0.233
2025-04-07,-0.438,-0.192
2025-04-08,1.247,0.548
2025-04-10,-1.99,-0.875
2025-04-11,-1.068,-0.469
2025-04-14,-1.684,-0.741
2025-04-15,1.278,0.563
2025-04-17,0.201,0.088
2025-04-21,1.709,0.743
2025-04-22,0.357,0.155
2025-04-25,-0.358,-0.155
2025-04-28,0.813,0.352
2025-05-05,0.445,0.192
2025-05-12,1.605,0.691
2025-05-13,1.435,0.622
2025-05-14,-0.924,-0.426
2025-05-15,-0.46,-0.213
2025-05-16,0.562,0.261
2025-05-19,-1.0,-0.465
2025-05-20,-2.846,-1.326
2025-05-21,-1.969,-0.916
2025-05-22,-0.017,-0.008
2025-05-23,0.31,0.144
2025-05-27,-0.288,-0.135
2025-05-28,-0.031,-0.014
2025-05-29,-0.378,-0.178
2025-05-30,0.744,0.351
2025-06-02,-0.273,-0.129
2025-06-03,1.782,0.842
2025-06-04,0.239,0.113
2025-06-05,3.704,1.758
2025-06-06,1.499,0.711
2025-06-09,-1.224,-0.581
2025-06-10,-0.931,-0.443
2025-06-11,0.083,0.04
2025-06-12,0.38,0.181
2025-06-13,-0.948,-0.445
2025-06-16,-0.181,-0.085
2025-06-17,-1.708,-0.801
2025-06-18,-0.82,-0.396
2025-06-20,0.167,0.081
2025-06-23,-1.937,-0.934
2025-06-25,-2.094,-1.012
2025-06-26,2.181,1.06
2025-06-27,0.298,0.145
2025-06-30,-2.248,-1.093
2025-07-01,3.285,1.591
2025-07-02,-0.676,-0.327
2025-07-03,-0.151,-0.073
2025-07-07,1.268,0.609
2025-07-08,0.015,0.007
2025-07-09,-0.772,-0.37
2025-07-11,-0.885,-0.421
2025-07-14,2.081,0.99
2025-07-15,-1.483,-0.704
2025-07-16,0.086,0.041
2025-07-18,0.202,0.096
2025-07-21,-1.397,-0.665
2025-07-22,1.595,0.756
2025-07-25,-0.403,-0.192
2025-07-28,0.34,0.165
2025-08-01,-1.145,-0.562
2025-08-04,0.397,0.195
2025-08-11,-1.846,-0.903
2025-08-12,1.517,0.742
2025-08-13,2.435,1.192
2025-08-14,0.232,0.116
2025-08-15,0.934,0.436
2025-08-18,0.426,0.252
2025-08-19,1.908,1.125
2025-08-20,-0.123,-0.072
2025-08-21,1.731,1.011
2025-08-22,1.179,0.703
2025-08-25,-1.005,-0.599
2025-08-26,-1.363,-0.812
2025-08-27,2.206,1.312
2025-08-28,-0.158,-0.094
2025-08-29,1.301,0.774
2025-09-02,-1.351,-0.818
2025-09-03,-2.923,-1.769
2025-09-04,-0.559,-0.337
2025-09-05,-1.371,-0.831
2025-09-08,0.159,0.096
2025-09-09,-0.922,-0.562
2025-09-10,-0.338,-0.213
2025-09-11,-0.885,-0.55
2025-09-12,-0.836,-0.532
2025-09-15,-2.643,-1.681
2025-09-16,1.214,0.783
2025-09-17,1.536,0.99
2025-09-18,0.944,0.608
2025-09-19,0.584,0.376
2025-09-22,-1.841,-1.193
2025-09-23,-0.775,-0.498
2025-09-24,0.104,0.066
2025-09-25,-0.555,-0.354
2025-09-26,1.236,0.791
2025-09-30,-1.431,-0.913
2025-10-01,0.329,0.21
2025-10-02,-1.023,-0.654
2025-10-03,-0.502,-0.323
2025-10-06,-0.592,-0.38
2025-10-07,0.23,0.147
2025-10-08,-1.014,-0.65
2025-10-10,2.156,1.423
2025-10-13,-1.596,-1.055
2025-10-14,4.196,2.784
2025-10-15,0.475,0.316
2025-10-17,1.88,1.254
2025-10-20,-0.177,-0.118
2025-10-21,1.194,0.791
2025-10-24,-0.505,-0.324
2025-10-27,-0.893,-0.57
2025-10-31,-0.25,-0.161
2025-11-03,-0.198,-0.128
2025-11-10,-2.707,-1.755
2025-11-11,2.328,1.516
2025-11-12,-0.485,-0.315
2025-11-13,1.82,1.184
2025-11-14,0.735,0.478
2025-11-17,-2.617,-1.702
2025-11-18,-0.476,-0.31
2025-11-19,-1.345,-0.872
2025-11-20,-0.031,-0.02
2025-11-21,1.779,1.145
2025-11-24,-2.344,-1.508
2025-11-25,3.104,1.975
2025-11-26,-2.32,-1.476
2025-11-28,-0.499,-0.317
2025-12-01,2.001,1.272
2025-12-02,-0.925,-0.588
2025-12-03,1.237,0.78
2025-12-04,0.8,0.508
2025-12-05,2.613,1.655
2025-12-08,-1.531,-0.971
2025-12-09,2.78,1.751
2025-12-10,1.441,0.907
2025-12-11,0.785,0.493
2025-12-12,2.354,1.476
2025-12-15,3.284,2.034
2025-12-16,0.047,0.029
2025-12-17,3.319,2.032
2025-12-18,-1.219,-0.744
2025-12-22,0.831,0.505
2025-12-23,-0.735,-0.442
2025-12-24,-0.044,-0.027
2025-12-26,0.074,0.044
2025-12-29,0.367,0.22
2025-12-30,0.477,0.29
2025-12-31,0.002,0.001
2026-01-02,-1.754,-1.066
2026-01-05,1.404,0.856
2026-01-06,0.747,0.455
2026-01-07,-0.76,-0.463
2026-01-08,1.798,1.096
2026-01-09,-0.515,-0.314
2026-01-12,-0.583,-0.356
2026-01-14,-4.071,-2.489
2026-01-15,-0.459,-0.281
2026-01-16,-1.334,-0.812
2026-01-20,2.216,1.353
2026-01-22,-0.528,-0.323
2026-01-23,-1.515,-0.904
2026-01-26,0.554,0.331
2026-01-27,-1.726,-1.028
2026-01-28,-0.77,-0.463
2026-01-30,-0.578,-0.35
2026-02-02,0.858,0.518
2026-02-03,-5.471,-3.3
2026-02-04,3.91,2.348
2026-02-05,-1.158,-0.695
2026-02-06,-1.331,-0.899
2026-02-09,-1.43,-0.965
2026-02-17,2.548,1.61
2026-02-20,0.834,0.527
2026-02-23,-2.495,-1.585
2026-02-24,1.196,0.737
2026-02-25,3.724,2.274
2026-02-27,-0.898,-0.551
2026-03-02,-1.384,-0.848
2026-03-03,1.015,0.618
2026-03-04,0.445,0.271
2026-03-05,0.639,0.387
2026-03-06,-0.291,-0.17
