"port_name","state","port_code","border","date","measure","value","latitude","longitude"
"Vanceboro","Maine","0105","US-Canada Border","2018-01-01T00:00:00.000","Trucks","52","45.568761","-67.428541"
"Houlton","Maine","0106","US-Canada Border","2018-01-01T00:00:00.000","Buses","14","46.134879","-67.781288"
"Houlton","Maine","0106","US-Canada Border","2018-01-01T00:00:00.000","Bus Passengers","334","46.134879","-67.781288"
"Houlton","Maine","0106","US-Canada Border","2018-01-01T00:00:00.000","Pedestrians","17","46.134879","-67.781288"
"Houlton","Maine","0106","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","24116","46.134879","-67.781288"
"Houlton","Maine","0106","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","13330","46.134879","-67.781288"
"Houlton","Maine","0106","US-Canada Border","2018-01-01T00:00:00.000","Trucks","7644","46.134879","-67.781288"
"Fort Fairfield","Maine","0107","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","10423","46.765323","-67.789471"
"Fort Fairfield","Maine","0107","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","6382","46.765323","-67.789471"
"Fort Fairfield","Maine","0107","US-Canada Border","2018-01-01T00:00:00.000","Trucks","915","46.765323","-67.789471"
"Van Buren","Maine","0108","US-Canada Border","2018-01-01T00:00:00.000","Pedestrians","46","47.159645","-67.930799"
"Van Buren","Maine","0108","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","14668","47.159645","-67.930799"
"Van Buren","Maine","0108","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","10026","47.159645","-67.930799"
"Van Buren","Maine","0108","US-Canada Border","2018-01-01T00:00:00.000","Train Passengers","60","47.159645","-67.930799"
"Van Buren","Maine","0108","US-Canada Border","2018-01-01T00:00:00.000","Trains","30","47.159645","-67.930799"
"Van Buren","Maine","0108","US-Canada Border","2018-01-01T00:00:00.000","Trucks","1446","47.159645","-67.930799"
"Madawaska","Maine","0109","US-Canada Border","2018-01-01T00:00:00.000","Buses","2","47.360052","-68.328684"
"Madawaska","Maine","0109","US-Canada Border","2018-01-01T00:00:00.000","Bus Passengers","14","47.360052","-68.328684"
"Madawaska","Maine","0109","US-Canada Border","2018-01-01T00:00:00.000","Pedestrians","43","47.360052","-68.328684"
"Madawaska","Maine","0109","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","39396","47.360052","-68.328684"
"Madawaska","Maine","0109","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","27626","47.360052","-68.328684"
"Madawaska","Maine","0109","US-Canada Border","2018-01-01T00:00:00.000","Trucks","196","47.360052","-68.328684"
"Fort Kent","Maine","0110","US-Canada Border","2018-01-01T00:00:00.000","Pedestrians","47","47.249206","-68.603918"
"Fort Kent","Maine","0110","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","11500","47.249206","-68.603918"
"Fort Kent","Maine","0110","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","8263","47.249206","-68.603918"
"Fort Kent","Maine","0110","US-Canada Border","2018-01-01T00:00:00.000","Trucks","1342","47.249206","-68.603918"
"Calais","Maine","0115","US-Canada Border","2018-01-01T00:00:00.000","Buses","4","45.188548","-67.275381"
"Calais","Maine","0115","US-Canada Border","2018-01-01T00:00:00.000","Bus Passengers","88","45.188548","-67.275381"
"Calais","Maine","0115","US-Canada Border","2018-01-01T00:00:00.000","Pedestrians","403","45.188548","-67.275381"
"Calais","Maine","0115","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","66437","45.188548","-67.275381"
"Calais","Maine","0115","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","42293","45.188548","-67.275381"
"Calais","Maine","0115","US-Canada Border","2018-01-01T00:00:00.000","Train Passengers","24","45.188548","-67.275381"
"Calais","Maine","0115","US-Canada Border","2018-01-01T00:00:00.000","Trains","12","45.188548","-67.275381"
"Calais","Maine","0115","US-Canada Border","2018-01-01T00:00:00.000","Trucks","4791","45.188548","-67.275381"
"Limestone","Maine","0118","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","1609","46.924555","-67.789597"
"Limestone","Maine","0118","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","1030","46.924555","-67.789597"
"Limestone","Maine","0118","US-Canada Border","2018-01-01T00:00:00.000","Trucks","51","46.924555","-67.789597"
"Bridgewater","Maine","0127","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","5523","46.450335","-67.78484"
"Bridgewater","Maine","0127","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","3249","46.450335","-67.78484"
"Bridgewater","Maine","0127","US-Canada Border","2018-01-01T00:00:00.000","Trucks","431","46.450335","-67.78484"
"Richford","Vermont","0203","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","11489","45.01174","-72.588559"
"Richford","Vermont","0203","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","6164","45.01174","-72.588559"
"Richford","Vermont","0203","US-Canada Border","2018-01-01T00:00:00.000","Train Passengers","22","45.01174","-72.588559"
"Richford","Vermont","0203","US-Canada Border","2018-01-01T00:00:00.000","Trains","11","45.01174","-72.588559"
"Richford","Vermont","0203","US-Canada Border","2018-01-01T00:00:00.000","Trucks","604","45.01174","-72.588559"
"Beecher Falls","Vermont","0206","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","4205","45.013411","-71.505309"
"Beecher Falls","Vermont","0206","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","2705","45.013411","-71.505309"
"Beecher Falls","Vermont","0206","US-Canada Border","2018-01-01T00:00:00.000","Trucks","928","45.013411","-71.505309"
"Derby Line","Vermont","0209","US-Canada Border","2018-01-01T00:00:00.000","Buses","77","45.005739","-72.099279"
"Derby Line","Vermont","0209","US-Canada Border","2018-01-01T00:00:00.000","Bus Passengers","2371","45.005739","-72.099279"
"Derby Line","Vermont","0209","US-Canada Border","2018-01-01T00:00:00.000","Pedestrians","20","45.005739","-72.099279"
"Derby Line","Vermont","0209","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","47928","45.005739","-72.099279"
"Derby Line","Vermont","0209","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","26712","45.005739","-72.099279"
"Derby Line","Vermont","0209","US-Canada Border","2018-01-01T00:00:00.000","Trucks","6846","45.005739","-72.099279"
"Norton","Vermont","0211","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","1831","45.010771","-71.793219"
"Norton","Vermont","0211","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","1422","45.010771","-71.793219"
"Norton","Vermont","0211","US-Canada Border","2018-01-01T00:00:00.000","Train Passengers","30","45.010771","-71.793219"
"Norton","Vermont","0211","US-Canada Border","2018-01-01T00:00:00.000","Trains","15","45.010771","-71.793219"
"Norton","Vermont","0211","US-Canada Border","2018-01-01T00:00:00.000","Trucks","921","45.010771","-71.793219"
"Highgate Springs","Vermont","0212","US-Canada Border","2018-01-01T00:00:00.000","Buses","199","45.015414","-73.085037"
"Highgate Springs","Vermont","0212","US-Canada Border","2018-01-01T00:00:00.000","Bus Passengers","3989","45.015414","-73.085037"
"Highgate Springs","Vermont","0212","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","50484","45.015414","-73.085037"
"Highgate Springs","Vermont","0212","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","24022","45.015414","-73.085037"
"Highgate Springs","Vermont","0212","US-Canada Border","2018-01-01T00:00:00.000","Train Passengers","50","45.015414","-73.085037"
"Highgate Springs","Vermont","0212","US-Canada Border","2018-01-01T00:00:00.000","Trains","25","45.015414","-73.085037"
"Highgate Springs","Vermont","0212","US-Canada Border","2018-01-01T00:00:00.000","Trucks","8240","45.015414","-73.085037"
"Ogdensburg","New York","0701","US-Canada Border","2018-01-01T00:00:00.000","Buses","9","44.7330898624","-75.4577501759"
"Ogdensburg","New York","0701","US-Canada Border","2018-01-01T00:00:00.000","Bus Passengers","227","44.7330898624","-75.4577501759"
"Ogdensburg","New York","0701","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","34702","44.7330898624","-75.4577501759"
"Ogdensburg","New York","0701","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","18920","44.7330898624","-75.4577501759"
"Ogdensburg","New York","0701","US-Canada Border","2018-01-01T00:00:00.000","Trucks","3361","44.7330898624","-75.4577501759"
"Massena","New York","0704","US-Canada Border","2018-01-01T00:00:00.000","Buses","270","44.990556","-74.739722"
"Massena","New York","0704","US-Canada Border","2018-01-01T00:00:00.000","Bus Passengers","2611","44.990556","-74.739722"
"Massena","New York","0704","US-Canada Border","2018-01-01T00:00:00.000","Pedestrians","12","44.990556","-74.739722"
"Massena","New York","0704","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","105579","44.990556","-74.739722"
"Massena","New York","0704","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","62948","44.990556","-74.739722"
"Massena","New York","0704","US-Canada Border","2018-01-01T00:00:00.000","Trucks","2075","44.990556","-74.739722"
"Alexandria Bay","New York","0708","US-Canada Border","2018-01-01T00:00:00.000","Buses","55","44.347229","-75.983592"
"Alexandria Bay","New York","0708","US-Canada Border","2018-01-01T00:00:00.000","Bus Passengers","1830","44.347229","-75.983592"
"Alexandria Bay","New York","0708","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","61274","44.347229","-75.983592"
"Alexandria Bay","New York","0708","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","29623","44.347229","-75.983592"
"Alexandria Bay","New York","0708","US-Canada Border","2018-01-01T00:00:00.000","Trucks","16029","44.347229","-75.983592"
"Champlain Rouses Point","New York","0712","US-Canada Border","2018-01-01T00:00:00.000","Buses","457","45.0088325953","-73.4526634854"
"Champlain Rouses Point","New York","0712","US-Canada Border","2018-01-01T00:00:00.000","Bus Passengers","14714","45.0088325953","-73.4526634854"
"Champlain Rouses Point","New York","0712","US-Canada Border","2018-01-01T00:00:00.000","Pedestrians","255","45.0088325953","-73.4526634854"
"Champlain Rouses Point","New York","0712","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","118997","45.0088325953","-73.4526634854"
"Champlain Rouses Point","New York","0712","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","55956","45.0088325953","-73.4526634854"
"Champlain Rouses Point","New York","0712","US-Canada Border","2018-01-01T00:00:00.000","Train Passengers","2394","45.0088325953","-73.4526634854"
"Champlain Rouses Point","New York","0712","US-Canada Border","2018-01-01T00:00:00.000","Trains","87","45.0088325953","-73.4526634854"
"Champlain Rouses Point","New York","0712","US-Canada Border","2018-01-01T00:00:00.000","Trucks","25123","45.0088325953","-73.4526634854"
"Trout River","New York","0715","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","13624","44.992058","-74.308172"
"Trout River","New York","0715","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","7680","44.992058","-74.308172"
"Trout River","New York","0715","US-Canada Border","2018-01-01T00:00:00.000","Train Passengers","104","44.992058","-74.308172"
"Trout River","New York","0715","US-Canada Border","2018-01-01T00:00:00.000","Trains","52","44.992058","-74.308172"
"Trout River","New York","0715","US-Canada Border","2018-01-01T00:00:00.000","Trucks","1214","44.992058","-74.308172"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2018-01-01T00:00:00.000","Buses","828","43.09549","-79.055847"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2018-01-01T00:00:00.000","Bus Passengers","18815","43.09549","-79.055847"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2018-01-01T00:00:00.000","Pedestrians","7017","43.09549","-79.055847"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","585167","43.09549","-79.055847"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","296874","43.09549","-79.055847"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2018-01-01T00:00:00.000","Train Passengers","1391","43.09549","-79.055847"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2018-01-01T00:00:00.000","Trains","173","43.09549","-79.055847"
"Buffalo Niagara Falls","New York","0901","US-Canada Border","2018-01-01T00:00:00.000","Trucks","78189","43.09549","-79.055847"
"Blaine","Washington","3004","US-Canada Border","2018-01-01T00:00:00.000","Buses","844","48.994045","-122.748884"
"Blaine","Washington","3004","US-Canada Border","2018-01-01T00:00:00.000","Bus Passengers","13579","48.994045","-122.748884"
"Blaine","Washington","3004","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","546097","48.994045","-122.748884"
"Blaine","Washington","3004","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","291837","48.994045","-122.748884"
"Blaine","Washington","3004","US-Canada Border","2018-01-01T00:00:00.000","Train Passengers","3715","48.994045","-122.748884"
"Blaine","Washington","3004","US-Canada Border","2018-01-01T00:00:00.000","Trains","244","48.994045","-122.748884"
"Blaine","Washington","3004","US-Canada Border","2018-01-01T00:00:00.000","Trucks","30441","48.994045","-122.748884"
"Port Angeles","Washington","3007","US-Canada Border","2018-01-01T00:00:00.000","Buses","3","48.121858","-123.430694"
"Port Angeles","Washington","3007","US-Canada Border","2018-01-01T00:00:00.000","Bus Passengers","45","48.121858","-123.430694"
"Port Angeles","Washington","3007","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","2639","48.121858","-123.430694"
"Port Angeles","Washington","3007","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","1275","48.121858","-123.430694"
"Port Angeles","Washington","3007","US-Canada Border","2018-01-01T00:00:00.000","Trucks","18","48.121858","-123.430694"
"Sumas","Washington","3009","US-Canada Border","2018-01-01T00:00:00.000","Buses","28","49.002388","-122.264805"
"Sumas","Washington","3009","US-Canada Border","2018-01-01T00:00:00.000","Bus Passengers","717","49.002388","-122.264805"
"Sumas","Washington","3009","US-Canada Border","2018-01-01T00:00:00.000","Pedestrians","2095","49.002388","-122.264805"
"Sumas","Washington","3009","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","107247","49.002388","-122.264805"
"Sumas","Washington","3009","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","62407","49.002388","-122.264805"
"Sumas","Washington","3009","US-Canada Border","2018-01-01T00:00:00.000","Train Passengers","45","49.002388","-122.264805"
"Sumas","Washington","3009","US-Canada Border","2018-01-01T00:00:00.000","Trains","15","49.002388","-122.264805"
"Sumas","Washington","3009","US-Canada Border","2018-01-01T00:00:00.000","Trucks","12122","49.002388","-122.264805"
"Anacortes","Washington","3010","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","1119","48.49617","-122.59953"
"Anacortes","Washington","3010","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","498","48.49617","-122.59953"
"Nighthawk","Washington","3011","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","310","49.000144","-119.67103"
"Nighthawk","Washington","3011","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","164","49.000144","-119.67103"
"Danville","Washington","3012","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","3863","49.000083","-118.503722"
"Danville","Washington","3012","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","2691","49.000083","-118.503722"
"Danville","Washington","3012","US-Canada Border","2018-01-01T00:00:00.000","Trucks","68","49.000083","-118.503722"
"Ferry","Washington","3013","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","804","49.000083","-118.761166"
"Ferry","Washington","3013","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","437","49.000083","-118.761166"
"Ferry","Washington","3013","US-Canada Border","2018-01-01T00:00:00.000","Trucks","5","49.000083","-118.761166"
"Friday Harbor","Washington","3014","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","124","48.534485","-123.016484"
"Friday Harbor","Washington","3014","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","67","48.534485","-123.016484"
"Boundary","Washington","3015","US-Canada Border","2018-01-01T00:00:00.000","Buses","1","49.00075","-117.627583"
"Boundary","Washington","3015","US-Canada Border","2018-01-01T00:00:00.000","Bus Passengers","24","49.00075","-117.627583"
"Boundary","Washington","3015","US-Canada Border","2018-01-01T00:00:00.000","Pedestrians","1","49.00075","-117.627583"
"Boundary","Washington","3015","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","3325","49.00075","-117.627583"
"Boundary","Washington","3015","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","2105","49.00075","-117.627583"
"Boundary","Washington","3015","US-Canada Border","2018-01-01T00:00:00.000","Train Passengers","48","49.00075","-117.627583"
"Boundary","Washington","3015","US-Canada Border","2018-01-01T00:00:00.000","Trains","24","49.00075","-117.627583"
"Boundary","Washington","3015","US-Canada Border","2018-01-01T00:00:00.000","Trucks","22","49.00075","-117.627583"
"Laurier","Washington","3016","US-Canada Border","2018-01-01T00:00:00.000","Buses","2","49.000083","-118.223777"
"Laurier","Washington","3016","US-Canada Border","2018-01-01T00:00:00.000","Bus Passengers","63","49.000083","-118.223777"
"Laurier","Washington","3016","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","4327","49.000083","-118.223777"
"Laurier","Washington","3016","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","2438","49.000083","-118.223777"
"Laurier","Washington","3016","US-Canada Border","2018-01-01T00:00:00.000","Train Passengers","28","49.000083","-118.223777"
"Laurier","Washington","3016","US-Canada Border","2018-01-01T00:00:00.000","Trains","14","49.000083","-118.223777"
"Laurier","Washington","3016","US-Canada Border","2018-01-01T00:00:00.000","Trucks","663","49.000083","-118.223777"
"Point Roberts","Washington","3017","US-Canada Border","2018-01-01T00:00:00.000","Buses","44","49.0020555547","-123.068055556"
"Point Roberts","Washington","3017","US-Canada Border","2018-01-01T00:00:00.000","Bus Passengers","924","49.0020555547","-123.068055556"
"Point Roberts","Washington","3017","US-Canada Border","2018-01-01T00:00:00.000","Pedestrians","1339","49.0020555547","-123.068055556"
"Point Roberts","Washington","3017","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","107810","49.0020555547","-123.068055556"
"Point Roberts","Washington","3017","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","73179","49.0020555547","-123.068055556"
"Point Roberts","Washington","3017","US-Canada Border","2018-01-01T00:00:00.000","Trucks","1074","49.0020555547","-123.068055556"
"Oroville","Washington","3019","US-Canada Border","2018-01-01T00:00:00.000","Buses","11","49.000083","-119.461833"
"Oroville","Washington","3019","US-Canada Border","2018-01-01T00:00:00.000","Bus Passengers","314","49.000083","-119.461833"
"Oroville","Washington","3019","US-Canada Border","2018-01-01T00:00:00.000","Pedestrians","29","49.000083","-119.461833"
"Oroville","Washington","3019","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","19150","49.000083","-119.461833"
"Oroville","Washington","3019","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","11226","49.000083","-119.461833"
"Oroville","Washington","3019","US-Canada Border","2018-01-01T00:00:00.000","Trucks","2042","49.000083","-119.461833"
"Frontier","Washington","3020","US-Canada Border","2018-01-01T00:00:00.000","Buses","29","49.0005","-117.831527"
"Frontier","Washington","3020","US-Canada Border","2018-01-01T00:00:00.000","Bus Passengers","385","49.0005","-117.831527"
"Frontier","Washington","3020","US-Canada Border","2018-01-01T00:00:00.000","Pedestrians","3","49.0005","-117.831527"
"Frontier","Washington","3020","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","7495","49.0005","-117.831527"
"Frontier","Washington","3020","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","3528","49.0005","-117.831527"
"Frontier","Washington","3020","US-Canada Border","2018-01-01T00:00:00.000","Trucks","1972","49.0005","-117.831527"
"Kenneth G Ward","Washington","3023","US-Canada Border","2018-01-01T00:00:00.000","Pedestrians","80","49.002277","-122.485027"
"Kenneth G Ward","Washington","3023","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","70061","49.002277","-122.485027"
"Kenneth G Ward","Washington","3023","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","37245","49.002277","-122.485027"
"Kenneth G Ward","Washington","3023","US-Canada Border","2018-01-01T00:00:00.000","Trucks","3338","49.002277","-122.485027"
"Metaline Falls","Washington","3025","US-Canada Border","2018-01-01T00:00:00.000","Buses","15","48.999972","-117.299444"
"Metaline Falls","Washington","3025","US-Canada Border","2018-01-01T00:00:00.000","Bus Passengers","152","48.999972","-117.299444"
"Metaline Falls","Washington","3025","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","4522","48.999972","-117.299444"
"Metaline Falls","Washington","3025","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","1979","48.999972","-117.299444"
"Metaline Falls","Washington","3025","US-Canada Border","2018-01-01T00:00:00.000","Trucks","624","48.999972","-117.299444"
"Skagway","Alaska","3103","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","922","59.629722","-135.164444"
"Skagway","Alaska","3103","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","463","59.629722","-135.164444"
"Skagway","Alaska","3103","US-Canada Border","2018-01-01T00:00:00.000","Trucks","221","59.629722","-135.164444"
"Alcan","Alaska","3104","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","2091","62.614961","-141.001444"
"Alcan","Alaska","3104","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","795","62.614961","-141.001444"
"Alcan","Alaska","3104","US-Canada Border","2018-01-01T00:00:00.000","Trucks","460","62.614961","-141.001444"
"Dalton Cache","Alaska","3106","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","915","59.450556","-136.361944"
"Dalton Cache","Alaska","3106","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","440","59.450556","-136.361944"
"Dalton Cache","Alaska","3106","US-Canada Border","2018-01-01T00:00:00.000","Trucks","114","59.450556","-136.361944"
"Raymond","Montana","3301","US-Canada Border","2018-01-01T00:00:00.000","Pedestrians","68","48.999194","-104.574333"
"Raymond","Montana","3301","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","3165","48.999194","-104.574333"
"Raymond","Montana","3301","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","1655","48.999194","-104.574333"
"Raymond","Montana","3301","US-Canada Border","2018-01-01T00:00:00.000","Trucks","1656","48.999194","-104.574333"
"Eastport","Idaho","3302","US-Canada Border","2018-01-01T00:00:00.000","Buses","7","49.000555","-116.181027"
"Eastport","Idaho","3302","US-Canada Border","2018-01-01T00:00:00.000","Bus Passengers","208","49.000555","-116.181027"
"Eastport","Idaho","3302","US-Canada Border","2018-01-01T00:00:00.000","Pedestrians","216","49.000555","-116.181027"
"Eastport","Idaho","3302","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","6817","49.000555","-116.181027"
"Eastport","Idaho","3302","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","3486","49.000555","-116.181027"
"Eastport","Idaho","3302","US-Canada Border","2018-01-01T00:00:00.000","Train Passengers","216","49.000555","-116.181027"
"Eastport","Idaho","3302","US-Canada Border","2018-01-01T00:00:00.000","Trains","108","49.000555","-116.181027"
"Eastport","Idaho","3302","US-Canada Border","2018-01-01T00:00:00.000","Trucks","4128","49.000555","-116.181027"
"Turner","Montana","3306","US-Canada Border","2018-01-01T00:00:00.000","Pedestrians","2","48.999527","-108.387916"
"Turner","Montana","3306","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","1320","48.999527","-108.387916"
"Turner","Montana","3306","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","703","48.999527","-108.387916"
"Turner","Montana","3306","US-Canada Border","2018-01-01T00:00:00.000","Trucks","30","48.999527","-108.387916"
"Porthill","Idaho","3308","US-Canada Border","2018-01-01T00:00:00.000","Pedestrians","17","48.999861","-116.49925"
"Porthill","Idaho","3308","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","14725","48.999861","-116.49925"
"Porthill","Idaho","3308","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","8524","48.999861","-116.49925"
"Porthill","Idaho","3308","US-Canada Border","2018-01-01T00:00:00.000","Trucks","393","48.999861","-116.49925"
"Scobey","Montana","3309","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","661","48.999527","-105.407638"
"Scobey","Montana","3309","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","359","48.999527","-105.407638"
"Scobey","Montana","3309","US-Canada Border","2018-01-01T00:00:00.000","Trucks","11","48.999527","-105.407638"
"Sweetgrass","Montana","3310","US-Canada Border","2018-01-01T00:00:00.000","Buses","6","48.998388","-111.959611"
"Sweetgrass","Montana","3310","US-Canada Border","2018-01-01T00:00:00.000","Bus Passengers","171","48.998388","-111.959611"
"Sweetgrass","Montana","3310","US-Canada Border","2018-01-01T00:00:00.000","Pedestrians","220","48.998388","-111.959611"
"Sweetgrass","Montana","3310","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicle Passengers","28008","48.998388","-111.959611"
"Sweetgrass","Montana","3310","US-Canada Border","2018-01-01T00:00:00.000","Personal Vehicles","14596","48.998388","-111.959611"
"Sweetgrass","Montana","3310","US-Canada Border","2018-01-01T00:00:00.000","Train Passengers","138","48.998388","-111.959611"
