region,quarter,candidate,n_oos_prior,rmse_prior_oos,eligible,picked
na,3Q24,cpi_lodging_nsa|level|lag1,1,1.4526110090620001,False,False
na,3Q24,cpi_lodging_nsa|diff|lag0,1,3.97069768807316,False,False
na,3Q24,cpi_lodging_nsa|diff|lag1,1,3.8627413924121843,False,False
na,3Q24,cpi_hotels_motels_nsa|level|lag0,1,3.4481904387471447,False,False
na,3Q24,cpi_hotels_motels_nsa|level|lag1,1,3.5025836111687276,False,False
na,3Q24,cpi_hotels_motels_nsa|diff|lag0,1,7.105815798349953,False,False
na,3Q24,cpi_hotels_motels_nsa|diff|lag1,1,3.7971117082636976,False,False
na,3Q24,bea_hotels_price|level|lag0,1,2.1068492954745413,False,False
na,3Q24,bea_hotels_price|level|lag1,1,1.5257908886114673,False,False
na,3Q24,bea_hotels_price|diff|lag0,1,3.938087189503449,False,False
na,3Q24,bea_hotels_price|diff|lag1,1,3.945936694823104,False,False
na,4Q24,last_q,6,1.4899870133662239,True,True
na,4Q24,persistence,5,2.29634972086135,True,False
na,4Q24,trailing_4q,3,4.345551884422546,False,False
na,4Q24,ar1,2,6.865391125819888,False,False
na,4Q24,last_q_ex_size,4,1.7386771758079744,True,False
na,4Q24,cpi_lodging_sa|level|lag0,2,1.5426739434857963,False,False
na,4Q24,cpi_lodging_sa|level|lag1,2,1.0515952316286432,False,False
na,4Q24,cpi_lodging_sa|diff|lag0,2,3.19325389406859,False,False
na,4Q24,cpi_lodging_sa|diff|lag1,2,3.2533448285135407,False,False
na,4Q24,cpi_lodging_nsa|level|lag0,2,1.3645779979854449,False,False
na,4Q24,cpi_lodging_nsa|level|lag1,2,1.1403371666999917,False,False
na,4Q24,cpi_lodging_nsa|diff|lag0,2,3.1998324364085917,False,False
na,4Q24,cpi_lodging_nsa|diff|lag1,2,3.2211512679582643,False,False
na,4Q24,cpi_hotels_motels_nsa|level|lag0,2,2.442292677765645,False,False
na,4Q24,cpi_hotels_motels_nsa|level|lag1,2,3.0000322552797765,False,False
na,4Q24,cpi_hotels_motels_nsa|diff|lag0,2,5.408228240839261,False,False
na,4Q24,cpi_hotels_motels_nsa|diff|lag1,2,4.803524630736596,False,False
na,4Q24,bea_hotels_price|level|lag0,2,1.547782109741633,False,False
na,4Q24,bea_hotels_price|level|lag1,2,1.1403163911938183,False,False
na,4Q24,bea_hotels_price|diff|lag0,2,3.1578169130754845,False,False
na,4Q24,bea_hotels_price|diff|lag1,2,3.287732336791862,False,False
na,1Q25,last_q,7,1.3804201348036866,True,True
na,1Q25,persistence,6,2.0986246989596147,True,False
na,1Q25,trailing_4q,4,3.7946864752119187,True,False
na,1Q25,ar1,3,5.606555030118804,False,False
na,1Q25,last_q_ex_size,5,1.5655087390064302,True,False
na,1Q25,cpi_lodging_sa|level|lag0,3,1.9501075745288559,False,False
na,1Q25,cpi_lodging_sa|level|lag1,3,0.858709037355046,False,False
na,1Q25,cpi_lodging_sa|diff|lag0,3,2.6829597844923443,False,False
na,1Q25,cpi_lodging_sa|diff|lag1,3,3.0116287533718187,False,False
na,1Q25,cpi_lodging_nsa|level|lag0,3,1.9676505991013085,False,False
na,1Q25,cpi_lodging_nsa|level|lag1,3,0.9339924817634522,False,False
na,1Q25,cpi_lodging_nsa|diff|lag0,3,2.676242920655294,False,False
na,1Q25,cpi_lodging_nsa|diff|lag1,3,2.992385491413976,False,False
na,1Q25,cpi_hotels_motels_nsa|level|lag0,3,2.0595977332721294,False,False
na,1Q25,cpi_hotels_motels_nsa|level|lag1,3,2.456920066982174,False,False
na,1Q25,cpi_hotels_motels_nsa|diff|lag0,3,4.575602469964303,False,False
na,1Q25,cpi_hotels_motels_nsa|diff|lag1,3,4.122721958478716,False,False
na,1Q25,bea_hotels_price|level|lag0,3,1.9694766905353622,False,False
na,1Q25,bea_hotels_price|level|lag1,3,0.9311948108391664,False,False
na,1Q25,bea_hotels_price|diff|lag0,3,2.645476187226618,False,False
na,1Q25,bea_hotels_price|diff|lag1,3,3.0320962731871273,False,False
na,2Q25,last_q,8,1.301804900897212,True,False
na,2Q25,persistence,7,1.948807474640398,True,False
na,2Q25,trailing_4q,5,3.3991951288687448,True,False
na,2Q25,ar1,4,4.8679195769897845,True,False
na,2Q25,last_q_ex_size,6,1.4373109993298048,True,False
na,2Q25,cpi_lodging_sa|level|lag0,4,1.7353083827455833,True,False
na,2Q25,cpi_lodging_sa|level|lag1,4,0.9595640811908578,True,True
na,2Q25,cpi_lodging_sa|diff|lag0,4,2.4514409760683726,True,False
na,2Q25,cpi_lodging_sa|diff|lag1,4,2.8253993225397096,True,False
na,2Q25,cpi_lodging_nsa|level|lag0,4,1.758318743442475,True,False
na,2Q25,cpi_lodging_nsa|level|lag1,4,1.0640365933587117,True,False
na,2Q25,cpi_lodging_nsa|diff|lag0,4,2.4549344328099907,True,False
na,2Q25,cpi_lodging_nsa|diff|lag1,4,2.8352769145142944,True,False
na,2Q25,cpi_hotels_motels_nsa|level|lag0,4,1.9129609704463857,True,False
na,2Q25,cpi_hotels_motels_nsa|level|lag1,4,2.2940000228024755,True,False
na,2Q25,cpi_hotels_motels_nsa|diff|lag0,4,4.027396326759829,True,False
na,2Q25,cpi_hotels_motels_nsa|diff|lag1,4,3.6408259724387153,True,False
na,2Q25,bea_hotels_price|level|lag0,4,1.7362778201725408,True,False
na,2Q25,bea_hotels_price|level|lag1,4,1.015272737383341,True,False
na,2Q25,bea_hotels_price|diff|lag0,4,2.4355168925319792,True,False
na,2Q25,bea_hotels_price|diff|lag1,4,2.8338231641796177,True,False
na,3Q25,last_q,9,1.2322967103024427,True,False
na,3Q25,persistence,8,1.8232650319036177,True,False
na,3Q25,trailing_4q,6,3.1035648368885154,True,False
na,3Q25,ar1,5,4.354512726546825,True,False
na,3Q25,last_q_ex_size,7,1.331655156925325,True,False
na,3Q25,cpi_lodging_sa|level|lag0,5,1.5652819924987103,True,False
na,3Q25,cpi_lodging_sa|level|lag1,5,0.8946447906261963,True,True
na,3Q25,cpi_lodging_sa|diff|lag0,5,2.356333557229329,True,False
na,3Q25,cpi_lodging_sa|diff|lag1,5,2.603563048061732,True,False
na,3Q25,cpi_lodging_nsa|level|lag0,5,1.5868835221311495,True,False
na,3Q25,cpi_lodging_nsa|level|lag1,5,0.9934066864139443,True,False
na,3Q25,cpi_lodging_nsa|diff|lag0,5,2.3630956841641435,True,False
na,3Q25,cpi_lodging_nsa|diff|lag1,5,2.612445026816031,True,False
na,3Q25,cpi_hotels_motels_nsa|level|lag0,5,1.8232776827917427,True,False
na,3Q25,cpi_hotels_motels_nsa|level|lag1,5,2.1007853474513167,True,False
na,3Q25,cpi_hotels_motels_nsa|diff|lag0,5,3.7284277274709092,True,False
na,3Q25,cpi_hotels_motels_nsa|diff|lag1,5,3.326119596124685,True,False
na,3Q25,bea_hotels_price|level|lag0,5,1.5839638923010642,True,False
na,3Q25,bea_hotels_price|level|lag1,5,0.9282941456884737,True,False
na,3Q25,bea_hotels_price|diff|lag0,5,2.349062458135564,True,False
na,3Q25,bea_hotels_price|diff|lag1,5,2.6101319508199676,True,False
na,4Q25,last_q,10,1.288941899388797,True,False
na,4Q25,persistence,9,1.8298842407983686,True,False
na,4Q25,trailing_4q,7,2.9497635906028865,True,False
na,4Q25,ar1,6,4.028284330207221,True,False
na,4Q25,last_q_ex_size,8,1.4448257499914068,True,False
na,4Q25,cpi_lodging_sa|level|lag0,6,1.500213307276084,True,False
na,4Q25,cpi_lodging_sa|level|lag1,6,0.894983086312959,True,False
na,4Q25,cpi_lodging_sa|diff|lag0,6,2.456705869495441,True,False
na,4Q25,cpi_lodging_sa|diff|lag1,6,2.64345270946359,True,False
na,4Q25,cpi_lodging_nsa|level|lag0,6,1.5097429413185595,True,False
na,4Q25,cpi_lodging_nsa|level|lag1,6,0.9797539977483547,True,False
na,4Q25,cpi_lodging_nsa|diff|lag0,6,2.4684072092490363,True,False
na,4Q25,cpi_lodging_nsa|diff|lag1,6,2.652739500953007,True,False
na,4Q25,cpi_hotels_motels_nsa|level|lag0,6,1.9921768396607566,True,False
na,4Q25,cpi_hotels_motels_nsa|level|lag1,6,2.219540068010149,True,False
na,4Q25,cpi_hotels_motels_nsa|diff|lag0,6,3.6277684141755926,True,False
na,4Q25,cpi_hotels_motels_nsa|diff|lag1,6,3.2422385300105065,True,False
na,4Q25,bea_hotels_price|level|lag0,6,1.490100151918968,True,False
na,4Q25,bea_hotels_price|level|lag1,6,0.8930572310202728,True,True
na,4Q25,bea_hotels_price|diff|lag0,6,2.454964839381187,True,False
na,4Q25,bea_hotels_price|diff|lag1,6,2.6499141277892257,True,False
na,1Q26,last_q,11,1.2316592046356152,True,False
na,1Q26,persistence,10,1.7459070256603013,True,False
na,1Q26,trailing_4q,8,2.7848503883877007,True,False
na,1Q26,ar1,7,3.7312118186750585,True,False
na,1Q26,last_q_ex_size,9,1.3748687936145747,True,False
na,1Q26,cpi_lodging_sa|level|lag0,7,1.407354421638025,True,False
na,1Q26,cpi_lodging_sa|level|lag1,7,0.831670236895401,True,False
na,1Q26,cpi_lodging_sa|diff|lag0,7,2.4235648986473333,True,False
na,1Q26,cpi_lodging_sa|diff|lag1,7,2.628635904100376,True,False
na,1Q26,cpi_lodging_nsa|level|lag0,7,1.436958436953294,True,False
na,1Q26,cpi_lodging_nsa|level|lag1,7,0.9085718601455828,True,False
na,1Q26,cpi_lodging_nsa|diff|lag0,7,2.516563381084298,True,False
na,1Q26,cpi_lodging_nsa|diff|lag1,7,2.6341878306607804,True,False
na,1Q26,cpi_hotels_motels_nsa|level|lag0,7,2.6000085722957573,True,False
na,1Q26,cpi_hotels_motels_nsa|level|lag1,7,2.179781668299559,True,False
na,1Q26,cpi_hotels_motels_nsa|diff|lag0,7,3.4489625340273737,True,False
na,1Q26,cpi_hotels_motels_nsa|diff|lag1,7,3.146460965595915,True,False
na,1Q26,bea_hotels_price|level|lag0,7,1.3863842527504953,True,False
na,1Q26,bea_hotels_price|level|lag1,7,0.8271039459134775,True,True
na,1Q26,bea_hotels_price|diff|lag0,7,2.422299260989414,True,False
na,1Q26,bea_hotels_price|diff|lag1,7,2.632213145899473,True,False
na,2Q26,last_q,12,1.2590009663750594,True,False
na,2Q26,persistence,11,1.716795328048481,True,False
na,2Q26,trailing_4q,9,2.7320706328437456,True,False
na,2Q26,ar1,8,3.5313371731223095,True,False
na,2Q26,last_q_ex_size,10,1.3740252884644466,True,False
na,2Q26,cpi_lodging_sa|level|lag0,8,1.6447567403014323,True,False
na,2Q26,cpi_lodging_sa|level|lag1,8,0.9779928822826265,True,False
na,2Q26,cpi_lodging_sa|diff|lag0,8,2.5263658517099725,True,False
na,2Q26,cpi_lodging_sa|diff|lag1,8,2.8205006318678665,True,False
na,2Q26,cpi_lodging_nsa|level|lag0,8,2.3010839424792104,True,False
na,2Q26,cpi_lodging_nsa|level|lag1,8,0.8597692408410204,True,True
na,2Q26,cpi_lodging_nsa|diff|lag0,8,2.4608793901326345,True,False
na,2Q26,cpi_lodging_nsa|diff|lag1,8,2.762094441731383,True,False
na,2Q26,cpi_hotels_motels_nsa|level|lag0,8,3.0055241901058514,True,False
na,2Q26,cpi_hotels_motels_nsa|level|lag1,8,2.860694139554895,True,False
na,2Q26,cpi_hotels_motels_nsa|diff|lag0,8,3.501396296676017,True,False
na,2Q26,cpi_hotels_motels_nsa|diff|lag1,8,3.0279978861055734,True,False
na,2Q26,bea_hotels_price|level|lag0,8,1.5606271285446662,True,False
na,2Q26,bea_hotels_price|level|lag1,8,0.9289632558625339,True,False
na,2Q26,bea_hotels_price|diff|lag0,8,2.5321882271540987,True,False
na,2Q26,bea_hotels_price|diff|lag1,8,2.8235500857361133,True,False
na,3Q26,last_q,13,1.2159117769109604,True,False
na,3Q26,persistence,12,1.680392371652625,True,False
na,3Q26,trailing_4q,10,2.659574718740292,True,False
na,3Q26,ar1,9,3.331692150003184,True,False
na,3Q26,last_q_ex_size,11,1.318697625273185,True,False
na,3Q26,cpi_lodging_sa|level|lag0,9,2.8378640251508283,True,False
na,3Q26,cpi_lodging_sa|level|lag1,9,1.2586109292981356,True,False
na,3Q26,cpi_lodging_sa|diff|lag0,9,2.4195939212251525,True,False
na,3Q26,cpi_lodging_sa|diff|lag1,9,3.003771616502796,True,False
na,3Q26,cpi_lodging_nsa|level|lag0,9,3.1329343014693736,True,False
na,3Q26,cpi_lodging_nsa|level|lag1,9,1.8503247442443838,True,False
na,3Q26,cpi_lodging_nsa|diff|lag0,9,2.4734961756115164,True,False
na,3Q26,cpi_lodging_nsa|diff|lag1,9,3.2408981586634784,True,False
na,3Q26,cpi_hotels_motels_nsa|level|lag0,9,3.148919591496607,True,False
na,3Q26,cpi_hotels_motels_nsa|level|lag1,9,3.15224990788119,True,False
na,3Q26,cpi_hotels_motels_nsa|diff|lag0,9,3.606280510398599,True,False
na,3Q26,cpi_hotels_motels_nsa|diff|lag1,9,3.15287413478229,True,False
na,3Q26,bea_hotels_price|level|lag0,9,2.9157336206657307,True,False
na,3Q26,bea_hotels_price|level|lag1,9,1.1517637329958277,True,True
na,3Q26,bea_hotels_price|diff|lag0,9,2.4033021770874803,True,False
na,3Q26,bea_hotels_price|diff|lag1,9,3.0026190022933137,True,False
na,4Q26,last_q,13,1.2159117769109604,True,False
na,4Q26,persistence,12,1.680392371652625,True,False
na,4Q26,trailing_4q,10,2.659574718740292,True,False
na,4Q26,ar1,9,3.331692150003184,True,False
na,4Q26,last_q_ex_size,11,1.318697625273185,True,False
na,4Q26,cpi_lodging_sa|level|lag0,9,2.8378640251508283,True,False
na,4Q26,cpi_lodging_sa|level|lag1,9,1.2586109292981356,True,False
na,4Q26,cpi_lodging_sa|diff|lag0,9,2.4195939212251525,True,False
na,4Q26,cpi_lodging_sa|diff|lag1,9,3.003771616502796,True,False
na,4Q26,cpi_lodging_nsa|level|lag0,9,3.1329343014693736,True,False
na,4Q26,cpi_lodging_nsa|level|lag1,9,1.8503247442443838,True,False
na,4Q26,cpi_lodging_nsa|diff|lag0,9,2.4734961756115164,True,False
na,4Q26,cpi_lodging_nsa|diff|lag1,9,3.2408981586634784,True,False
na,4Q26,cpi_hotels_motels_nsa|level|lag0,9,3.148919591496607,True,False
na,4Q26,cpi_hotels_motels_nsa|level|lag1,9,3.15224990788119,True,False
na,4Q26,cpi_hotels_motels_nsa|diff|lag0,9,3.606280510398599,True,False
na,4Q26,cpi_hotels_motels_nsa|diff|lag1,9,3.15287413478229,True,False
na,4Q26,bea_hotels_price|level|lag0,9,2.9157336206657307,True,False
na,4Q26,bea_hotels_price|level|lag1,9,1.1517637329958277,True,True
na,4Q26,bea_hotels_price|diff|lag0,9,2.4033021770874803,True,False
na,4Q26,bea_hotels_price|diff|lag1,9,3.0026190022933137,True,False
emea,1Q24,last_q,4,3.8261991695414923,True,True
emea,1Q24,persistence,3,2.465851408405083,False,False
emea,1Q24,trailing_4q,1,0.5027249999999999,False,False
emea,1Q24,ar1,0,,False,False
emea,1Q24,last_q_ex_size,1,0.12253692575787323,False,False
emea,1Q24,hicp_ea_accommodation|level|lag0,0,,False,False
emea,1Q24,hicp_ea_accommodation|level|lag1,0,,False,False
emea,1Q24,hicp_ea_accommodation|diff|lag0,0,,False,False
emea,1Q24,hicp_ea_accommodation|diff|lag1,0,,False,False
emea,1Q24,ine_iph_spain|level|lag0,0,,False,False
emea,1Q24,ine_iph_spain|level|lag1,0,,False,False
emea,1Q24,ine_iph_spain|diff|lag0,0,,False,False
emea,1Q24,ine_iph_spain|diff|lag1,0,,False,False
emea,2Q24,last_q,5,3.450365087349454,True,False
emea,2Q24,persistence,4,2.191299006582625,True,True
emea,2Q24,trailing_4q,2,2.142687690291097,False,False
emea,2Q24,ar1,1,0.9705939899906193,False,False
emea,2Q24,last_q_ex_size,2,1.2939203912289705,False,False
emea,2Q24,hicp_ea_accommodation|level|lag0,1,1.1170587869050057,False,False
emea,2Q24,hicp_ea_accommodation|level|lag1,1,2.6419905061457607,False,False
emea,2Q24,hicp_ea_accommodation|diff|lag0,1,3.5896905684838307,False,False
emea,2Q24,hicp_ea_accommodation|diff|lag1,1,1.643881346315493,False,False
emea,2Q24,ine_iph_spain|level|lag0,1,2.0630357174536487,False,False
emea,2Q24,ine_iph_spain|level|lag1,1,2.9842807591419094,False,False
emea,2Q24,ine_iph_spain|diff|lag0,1,2.627603746229787,False,False
emea,2Q24,ine_iph_spain|diff|lag1,1,1.381098576868912,False,False
emea,3Q24,last_q,6,3.1541218540189604,True,False
emea,3Q24,persistence,5,2.000732231209364,True,True
emea,3Q24,trailing_4q,3,1.8929672902835197,False,False
emea,3Q24,ar1,2,0.9546306025934238,False,False
emea,3Q24,last_q_ex_size,3,1.057262055917701,False,False
emea,3Q24,hicp_ea_accommodation|level|lag0,2,0.8050813834620402,False,False
emea,3Q24,hicp_ea_accommodation|level|lag1,2,2.925635443611647,False,False
emea,3Q24,hicp_ea_accommodation|diff|lag0,2,2.639195017507652,False,False
emea,3Q24,hicp_ea_accommodation|diff|lag1,2,2.2241235037844187,False,False
emea,3Q24,ine_iph_spain|level|lag0,2,1.823409145628453,False,False
emea,3Q24,ine_iph_spain|level|lag1,2,2.745888675445457,False,False
emea,3Q24,ine_iph_spain|diff|lag0,2,2.1400353302499826,False,False
emea,3Q24,ine_iph_spain|diff|lag1,2,1.9198175486351075,False,False
emea,4Q24,last_q,7,2.9201497444480484,True,False
emea,4Q24,persistence,6,1.828232630848711,True,False
emea,4Q24,trailing_4q,4,1.6866374162998101,True,False
emea,4Q24,ar1,3,0.8473873415788391,False,False
emea,4Q24,last_q_ex_size,4,0.920308809602816,True,True
emea,4Q24,hicp_ea_accommodation|level|lag0,3,0.7031892569918645,False,False
emea,4Q24,hicp_ea_accommodation|level|lag1,3,2.4862158209820073,False,False
emea,4Q24,hicp_ea_accommodation|diff|lag0,3,2.345842763943942,False,False
emea,4Q24,hicp_ea_accommodation|diff|lag1,3,1.868493310199921,False,False
emea,4Q24,ine_iph_spain|level|lag0,3,1.5104732507243745,False,False
emea,4Q24,ine_iph_spain|level|lag1,3,2.2878207832314956,False,False
emea,4Q24,ine_iph_spain|diff|lag0,3,2.45958911262712,False,False
emea,4Q24,ine_iph_spain|diff|lag1,3,2.3875681623467875,False,False
emea,1Q25,last_q,8,2.775174530547584,True,False
emea,1Q25,persistence,7,1.772067708215462,True,False
emea,1Q25,trailing_4q,5,1.566024274835802,True,False
emea,1Q25,ar1,4,0.8775350086410751,True,True
emea,1Q25,last_q_ex_size,5,1.0633770850577917,True,False
emea,1Q25,hicp_ea_accommodation|level|lag0,4,0.9916775211876873,True,False
emea,1Q25,hicp_ea_accommodation|level|lag1,4,2.5479145589795182,True,False
emea,1Q25,hicp_ea_accommodation|diff|lag0,4,2.092966109468545,True,False
emea,1Q25,hicp_ea_accommodation|diff|lag1,4,1.6644632763859246,True,False
emea,1Q25,ine_iph_spain|level|lag0,4,1.9845566798290257,True,False
emea,1Q25,ine_iph_spain|level|lag1,4,2.017247545414472,True,False
emea,1Q25,ine_iph_spain|diff|lag0,4,2.1352136536718516,True,False
emea,1Q25,ine_iph_spain|diff|lag1,4,2.0923252817965183,True,False
emea,2Q25,last_q,9,2.7000565714238083,True,False
emea,2Q25,persistence,8,1.7208073926212657,True,False
emea,2Q25,trailing_4q,6,1.4936664731179667,True,False
emea,2Q25,ar1,5,1.0145380789709977,True,False
emea,2Q25,last_q_ex_size,6,1.2729266644750223,True,False
emea,2Q25,hicp_ea_accommodation|level|lag0,5,0.8959590031229813,True,True
emea,2Q25,hicp_ea_accommodation|level|lag1,5,2.2804720450549474,True,False
emea,2Q25,hicp_ea_accommodation|diff|lag0,5,2.1056914257945283,True,False
emea,2Q25,hicp_ea_accommodation|diff|lag1,5,1.4988453869724059,True,False
emea,2Q25,ine_iph_spain|level|lag0,5,2.053053335208356,True,False
emea,2Q25,ine_iph_spain|level|lag1,5,1.8498430685912386,True,False
emea,2Q25,ine_iph_spain|diff|lag0,5,2.029584502000795,True,False
emea,2Q25,ine_iph_spain|diff|lag1,5,2.1483391609910583,True,False
emea,3Q25,last_q,10,2.5809445828998347,True,False
emea,3Q25,persistence,9,1.754024726165512,True,False
emea,3Q25,trailing_4q,7,1.54215073856171,True,False
emea,3Q25,ar1,6,1.2184225989258364,True,False
emea,3Q25,last_q_ex_size,7,1.237507531075785,True,False
emea,3Q25,hicp_ea_accommodation|level|lag0,6,0.8590140783991382,True,True
emea,3Q25,hicp_ea_accommodation|level|lag1,6,2.098476460478628,True,False
emea,3Q25,hicp_ea_accommodation|diff|lag0,6,2.268646936382088,True,False
emea,3Q25,hicp_ea_accommodation|diff|lag1,6,1.6698743087362835,True,False
emea,3Q25,ine_iph_spain|level|lag0,6,1.920834779519724,True,False
emea,3Q25,ine_iph_spain|level|lag1,6,1.6938157163626828,True,False
emea,3Q25,ine_iph_spain|diff|lag0,6,2.7027869224812915,True,False
emea,3Q25,ine_iph_spain|diff|lag1,6,2.5223559806489217,True,False
emea,4Q25,last_q,11,2.479236491708321,True,False
emea,4Q25,persistence,10,1.6715090385636566,True,False
emea,4Q25,trailing_4q,8,1.4495841659657949,True,False
emea,4Q25,ar1,7,1.1359058739772747,True,False
emea,4Q25,last_q_ex_size,8,1.198925238956085,True,False
emea,4Q25,hicp_ea_accommodation|level|lag0,7,1.0231662064122715,True,True
emea,4Q25,hicp_ea_accommodation|level|lag1,7,1.9824087311386824,True,False
emea,4Q25,hicp_ea_accommodation|diff|lag0,7,2.311006844557909,True,False
emea,4Q25,hicp_ea_accommodation|diff|lag1,7,1.603454620052635,True,False
emea,4Q25,ine_iph_spain|level|lag0,7,1.7897562144261088,True,False
emea,4Q25,ine_iph_spain|level|lag1,7,1.569144199568605,True,False
emea,4Q25,ine_iph_spain|diff|lag0,7,2.61094524086387,True,False
emea,4Q25,ine_iph_spain|diff|lag1,7,2.335687421386781,True,False
emea,1Q26,last_q,12,2.373688223700268,True,False
emea,1Q26,persistence,11,1.600835709587623,True,False
emea,1Q26,trailing_4q,9,1.3692193247634052,True,False
emea,1Q26,ar1,8,1.0779328601671625,True,False
emea,1Q26,last_q_ex_size,9,1.1305064887212295,True,False
emea,1Q26,hicp_ea_accommodation|level|lag0,8,0.9910837358353431,True,True
emea,1Q26,hicp_ea_accommodation|level|lag1,8,1.9668909946156643,True,False
emea,1Q26,hicp_ea_accommodation|diff|lag0,8,2.16230182741385,True,False
emea,1Q26,hicp_ea_accommodation|diff|lag1,8,1.659356866295578,True,False
emea,1Q26,ine_iph_spain|level|lag0,8,1.7954296637631455,True,False
emea,1Q26,ine_iph_spain|level|lag1,8,1.4686117130220535,True,False
emea,1Q26,ine_iph_spain|diff|lag0,8,2.4848172852212356,True,False
emea,1Q26,ine_iph_spain|diff|lag1,8,2.2349088571583122,True,False
emea,2Q26,last_q,13,2.2805658778200035,True,False
emea,2Q26,persistence,12,1.532683503423543,True,False
emea,2Q26,trailing_4q,10,1.3013590601271423,True,False
emea,2Q26,ar1,9,1.027137281388321,True,False
emea,2Q26,last_q_ex_size,10,1.0731627458889987,True,False
emea,2Q26,hicp_ea_accommodation|level|lag0,9,0.9345296901048818,True,True
emea,2Q26,hicp_ea_accommodation|level|lag1,9,1.8820602250235041,True,False
emea,2Q26,hicp_ea_accommodation|diff|lag0,9,2.0403570097708985,True,False
emea,2Q26,hicp_ea_accommodation|diff|lag1,9,1.6002636391112788,True,False
emea,2Q26,ine_iph_spain|level|lag0,9,1.7545878063633702,True,False
emea,2Q26,ine_iph_spain|level|lag1,9,1.43329945237946,True,False
emea,2Q26,ine_iph_spain|diff|lag0,9,2.4233338146309134,True,False
emea,2Q26,ine_iph_spain|diff|lag1,9,2.208032656068059,True,False
emea,3Q26,last_q,14,2.2138000522695296,True,False
emea,3Q26,persistence,13,1.49844598116233,True,False
emea,3Q26,trailing_4q,11,1.2967741106211492,True,False
emea,3Q26,ar1,10,0.9930051789558458,True,False
emea,3Q26,last_q_ex_size,11,1.0917933289788069,True,False
emea,3Q26,hicp_ea_accommodation|level|lag0,10,0.9169074699675085,True,True
emea,3Q26,hicp_ea_accommodation|level|lag1,10,1.833501712632765,True,False
emea,3Q26,hicp_ea_accommodation|diff|lag0,10,1.9528144763440742,True,False
emea,3Q26,hicp_ea_accommodation|diff|lag1,10,1.641701869945449,True,False
emea,3Q26,ine_iph_spain|level|lag0,10,1.7279824773473165,True,False
emea,3Q26,ine_iph_spain|level|lag1,10,1.479904755774995,True,False
