model,target,window,fx_estimator,fx_estimator_source,n,rmse_pp,bias_pp,mae_pp,rmse_naive_pp,rmse_prior_year_pp,rmse_ar1_pp,ratio_vs_naive,ratio_vs_prior_year,ratio_vs_ar1,sign_accuracy_vs_naive,jackknife_ratio_min,jackknife_ratio_max,jackknife_below_1,jackknife_n,knowable_before_print,scoring
ar1_expanding,t2_reported_usd_yoy,1Q24-2Q26,eur,est_from_eur,10,2.6820387327036515,-0.22280403628590414,2.2622402758012052,1.19884558755992,4.0710384766601555,2.6820387327036515,2.2371844719073124,0.6588094777487764,1.0,0.4,1.8747270149312778,2.7369512454323237,0,10,yes,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
ar1_expanding,t2_reported_usd_yoy,2Q24-2Q26,eur,est_from_eur,9,2.8270416667211404,-0.25444208784271233,2.5067182589207424,1.0329163412900277,4.214249424169417,2.8270416667211404,2.7369512454323237,0.6708292229946309,1.0,0.3333333333333333,2.3148277722897843,3.0789141983958075,0,9,yes,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
naive_last_q,t2_reported_usd_yoy,1Q24-2Q26,baskets,est_from_regional_baskets,10,0.9485339053872491,-0.35629840015817804,0.8232277601401432,0.9485339053872491,4.0710384766601555,2.6820387327036515,1.0,0.23299556386541895,0.3536615239076252,0.0,1.0,1.0,0,10,yes,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
naive_last_q,t2_reported_usd_yoy,2Q24-2Q26,baskets,est_from_regional_baskets,9,0.8984669423654158,-0.2496596511484637,0.7684700511284249,0.8984669423654158,4.214249424169417,2.8270416667211404,1.0,0.21319738153431533,0.31781170859341307,0.0,1.0,1.0,0,9,yes,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
prior_year_q,t2_reported_usd_yoy,1Q24-2Q26,baskets,est_from_regional_baskets,10,4.0710384766601555,-1.7619281509458413,3.154367843589396,0.9485339053872491,4.0710384766601555,2.6820387327036515,4.29192720844081,1.0,1.5178895170377764,0.2,2.890169453852483,4.968902507429839,0,10,yes,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
prior_year_q,t2_reported_usd_yoy,2Q24-2Q26,baskets,est_from_regional_baskets,9,4.214249424169417,-1.6879367593301267,3.2350919733785206,0.8984669423654158,4.214249424169417,2.8270416667211404,4.69048912703951,1.0,1.490692363603253,0.2222222222222222,3.1161806090253803,5.727077844008722,0,9,yes,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
ar1_expanding,t2_reported_usd_yoy,1Q24-2Q26,baskets,est_from_regional_baskets,10,2.6820387327036515,-0.22280403628590414,2.2622402758012052,0.9485339053872491,4.0710384766601555,2.6820387327036515,2.827562322728654,0.6588094777487764,1.0,0.3,2.347269358047869,3.209643870623496,0,10,yes,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
ar1_expanding,t2_reported_usd_yoy,2Q24-2Q26,baskets,est_from_regional_baskets,9,2.8270416667211404,-0.25444208784271233,2.5067182589207424,0.8984669423654158,4.214249424169417,2.8270416667211404,3.146517176556679,0.6708292229946309,1.0,0.2222222222222222,2.6175115591916334,3.7716805834469698,0,9,yes,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
naive_last_q,t2_reported_usd_yoy,1Q24-2Q26,midpoint,mean of eur and baskets,10,1.043177372856859,-0.42504840015817774,0.876971203514741,1.043177372856859,4.0710384766601555,2.6820387327036515,1.0,0.25624355525931375,0.3889494063366025,0.0,1.0,1.0,0,10,yes,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
naive_last_q,t2_reported_usd_yoy,2Q24-2Q26,midpoint,mean of eur and baskets,9,0.932113805392135,-0.2778263178151301,0.7799627659890893,0.932113805392135,4.214249424169417,2.8270416667211404,1.0,0.22118145168302292,0.32971350099456415,0.0,1.0,1.0,0,9,yes,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
prior_year_q,t2_reported_usd_yoy,1Q24-2Q26,midpoint,mean of eur and baskets,10,4.0710384766601555,-1.7619281509458413,3.154367843589396,1.043177372856859,4.0710384766601555,2.6820387327036515,3.902537174010166,1.0,1.5178895170377764,0.1,2.697247097191989,4.521174774786761,0,10,yes,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
prior_year_q,t2_reported_usd_yoy,2Q24-2Q26,midpoint,mean of eur and baskets,9,4.214249424169417,-1.6879367593301267,3.2350919733785206,0.932113805392135,4.214249424169417,2.8270416667211404,4.521174774786761,1.0,1.490692363603253,0.1111111111111111,3.1508870222432828,5.199264233044869,0,9,yes,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
ar1_expanding,t2_reported_usd_yoy,1Q24-2Q26,midpoint,mean of eur and baskets,10,2.6820387327036515,-0.22280403628590414,2.2622402758012052,1.043177372856859,4.0710384766601555,2.6820387327036515,2.5710284775048233,0.6588094777487764,1.0,0.4,2.1182753398701624,3.0329361611931285,0,10,yes,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
ar1_expanding,t2_reported_usd_yoy,2Q24-2Q26,midpoint,mean of eur and baskets,9,2.8270416667211404,-0.25444208784271233,2.5067182589207424,0.932113805392135,4.214249424169417,2.8270416667211404,3.0329361611931285,0.6708292229946309,1.0,0.3333333333333333,2.49997168748952,3.497062951965518,0,9,yes,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
L_wf,t1_exfx_integer_fair,1Q24-2Q26,none,none,10,1.0488088481701516,-0.5,0.9,0.9082951062292475,1.746424919657298,1.2649110640673518,1.1547005383792517,0.6005461994758755,0.82915619758885,0.14285714285714285,0.9211323729436766,1.2909944487358056,1,10,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix)",model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX
L_wf,t1_exfx_integer_fair,2Q24-2Q26,none,none,9,1.0540925533894598,-0.4444444444444444,0.8888888888888888,0.816496580927726,1.8104634152000358,1.1547005383792515,1.2909944487358056,0.582222509739582,0.912870929175277,0.0,1.0,1.3416407864998736,0,9,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix)",model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX
L_wf,t2_reported_usd_yoy,1Q24-2Q26,eur,est_from_eur,10,1.4361119805081044,-0.5975886680346573,1.1447755293447313,1.19884558755992,4.0710384766601555,2.6820387327036515,1.1979123878923443,0.35276305756910414,0.5354553470823368,0.8,0.8875735464047664,1.323899009456458,1,10,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix)",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
L_wf,t2_reported_usd_yoy,2Q24-2Q26,eur,est_from_eur,9,1.3674769210852564,-0.44755625378318226,1.0555416552388204,1.0329163412900277,4.214249424169417,2.8270416667211404,1.323899009456458,0.3244888433139601,0.4837130408025728,0.7777777777777778,0.8853120748715672,1.4400910800271447,1,9,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix)",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
L_wf,t2_reported_usd_yoy,1Q24-2Q26,baskets,est_from_regional_baskets,10,0.9798885055332953,-0.46008866803465737,0.8118033847600614,0.9485339053872491,4.0710384766601555,2.6820387327036515,1.033055855956193,0.2406974316629862,0.36535210829916337,0.9,0.7944671562745496,1.137314061331845,1,10,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix)",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
L_wf,t2_reported_usd_yoy,2Q24-2Q26,baskets,est_from_regional_baskets,9,0.9681410114495012,-0.3912229204498491,0.7820170501447424,0.8984669423654158,4.214249424169417,2.8270416667211404,1.0775477269098546,0.2297303538554345,0.34245728418016935,0.8888888888888888,0.7879826433922124,1.236830604205499,1,9,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix)",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
L_wf,t2_reported_usd_yoy,1Q24-2Q26,midpoint,mean of eur and baskets,10,1.1962629004184624,-0.5288386680346573,0.9448255293447314,1.043177372856859,4.0710384766601555,2.6820387327036515,1.1467492792164016,0.2938471122974662,0.4460274513681462,0.8,0.8451917133308817,1.239758299022588,1,10,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix)",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
L_wf,t2_reported_usd_yoy,2Q24-2Q26,midpoint,mean of eur and baskets,9,1.1555958258684247,-0.41938958711651564,0.8815972107943756,0.932113805392135,4.214249424169417,2.8270416667211404,1.239758299022588,0.27421154031389117,0.40876504915780315,0.7777777777777778,0.837258751932149,1.400285858717004,1,9,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix)",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
L_wf_gap_lastq,t1_exfx_integer_fair,1Q24-2Q26,none,none,10,1.224744871391589,-0.7,1.1,0.9082951062292475,1.746424919657298,1.2649110640673518,1.348399724926484,0.7012868733182765,0.9682458365518541,0.0,1.1547005383792517,1.3896166675593022,0,10,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix); gap uses the prior print",model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX
L_wf_gap_lastq,t1_exfx_integer_fair,2Q24-2Q26,none,none,9,1.1055415967851334,-0.5555555555555556,1.0,0.816496580927726,1.8104634152000358,1.1547005383792515,1.3540064007726602,0.6106401198187059,0.9574271077563383,0.0,1.0801234497346435,1.414213562373095,0,9,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix); gap uses the prior print",model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX
L_wf_gap_lastq,t2_reported_usd_yoy,1Q24-2Q26,eur,est_from_eur,10,1.4008012010265956,-0.7243414695136178,1.1616887717510784,1.19884558755992,4.0710384766601555,2.6820387327036515,1.1684584032858873,0.3440894034919072,0.5222896984841476,0.5,0.9258633885147506,1.2413385967553594,1,10,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix); gap uses the prior print",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
L_wf_gap_lastq,t2_reported_usd_yoy,2Q24-2Q26,eur,est_from_eur,9,1.266242266556145,-0.5516437173817583,1.0375851643122702,1.0329163412900277,4.214249424169417,2.8270416667211404,1.2258904384983516,0.30046685402483214,0.4479036448107106,0.5555555555555556,0.8578308175892294,1.3586090101242494,1,9,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix); gap uses the prior print",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
L_wf_gap_lastq,t2_reported_usd_yoy,1Q24-2Q26,baskets,est_from_regional_baskets,10,1.0319751176505085,-0.5868414695136179,0.9053887717510787,0.9485339053872491,4.0710384766601555,2.6820387327036515,1.0879686132349624,0.253491860508558,0.3847726377203425,0.6,0.942458157996301,1.1706771974743437,1,10,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix); gap uses the prior print",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
L_wf_gap_lastq,t2_reported_usd_yoy,2Q24-2Q26,baskets,est_from_regional_baskets,9,0.9809221373237014,-0.495310384048425,0.849251830978937,0.8984669423654158,4.214249424169417,2.8270416667211404,1.091773209530897,0.23276318950130262,0.3469783091175287,0.6666666666666666,0.908144631726018,1.206194440244891,1,9,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix); gap uses the prior print",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
L_wf_gap_lastq,t2_reported_usd_yoy,1Q24-2Q26,midpoint,mean of eur and baskets,10,1.1972275051650234,-0.6555914695136178,1.0335387717510784,1.043177372856859,4.0710384766601555,2.6820387327036515,1.1476739587307965,0.2940840554637102,0.4463871049163217,0.5,0.9291632786210519,1.2135697317756708,1,10,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix); gap uses the prior print",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
L_wf_gap_lastq,t2_reported_usd_yoy,2Q24-2Q26,midpoint,mean of eur and baskets,9,1.1020641984210173,-0.5234770507150915,0.9434184976456036,0.932113805392135,4.214249424169417,2.8270416667211404,1.1823279432680274,0.26150901085742506,0.38982948549860374,0.5555555555555556,0.8752280069019467,1.2934100918578362,1,9,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix); gap uses the prior print",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
L_fixed_hicp,t1_exfx_integer_fair,1Q24-2Q26,none,none,10,0.8944271909999159,-0.4,0.6,0.9082951062292475,1.746424919657298,1.2649110640673518,0.9847319278346619,0.5121475197315839,0.7071067811865475,0.2857142857142857,0.816496580927726,1.0504514628777804,8,10,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix)",model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX
L_fixed_hicp,t1_exfx_integer_fair,2Q24-2Q26,none,none,9,0.6666666666666666,-0.2222222222222222,0.4444444444444444,0.816496580927726,1.8104634152000358,1.1547005383792515,0.816496580927726,0.3682298471593293,0.5773502691896257,0.3333333333333333,0.7745966692414833,0.8944271909999159,9,9,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix)",model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX
L_fixed_hicp,t2_reported_usd_yoy,1Q24-2Q26,eur,est_from_eur,10,1.2788865733168453,-0.5946938277753018,1.0538209703571344,1.19884558755992,4.0710384766601555,2.6820387327036515,1.0667650501344692,0.3141425905573933,0.47683374506215764,0.6,0.9631952739972227,1.1241225460820026,1,10,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix)",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
L_fixed_hicp,t2_reported_usd_yoy,2Q24-2Q26,eur,est_from_eur,9,0.9949001383650571,-0.35755620736762445,0.8676974769029938,1.0329163412900277,4.214249424169417,2.8270416667211404,0.9631952739972227,0.23608003186976556,0.3519227007074721,0.6666666666666666,0.9175196983340167,1.036296846082919,8,9,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix)",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
L_fixed_hicp,t2_reported_usd_yoy,1Q24-2Q26,baskets,est_from_regional_baskets,10,0.9298910781024632,-0.457193827775302,0.6852421333360945,0.9485339053872491,4.0710384766601555,2.6820387327036515,0.9803456395402389,0.22841618506768271,0.3467105328359963,0.7,0.844705162623296,1.0566029905973306,9,10,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix)",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
L_fixed_hicp,t2_reported_usd_yoy,2Q24-2Q26,baskets,est_from_regional_baskets,9,0.758939664662434,-0.30122287403429127,0.5546098802129497,0.8984669423654158,4.214249424169417,2.8270416667211404,0.844705162623296,0.1800889288398047,0.2684571909909865,0.7777777777777778,0.7566578444565749,0.9111152062908594,9,9,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix)",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
L_fixed_hicp,t2_reported_usd_yoy,1Q24-2Q26,midpoint,mean of eur and baskets,10,1.0816050652952454,-0.5259438277753018,0.8538709703571342,1.043177372856859,4.0710384766601555,2.6820387327036515,1.0368371606193372,0.2656828402620711,0.4032771980906198,0.6,0.9069475274277274,1.1084750556414014,1,10,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix)",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
L_fixed_hicp,t2_reported_usd_yoy,2Q24-2Q26,midpoint,mean of eur and baskets,9,0.8453783110816467,-0.32938954070095783,0.6937530324585492,0.932113805392135,4.214249424169417,2.8270416667211404,0.9069475274277274,0.200599970716793,0.2990328444865595,0.6666666666666666,0.8782799106469238,0.9845915614928262,9,9,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix)",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
L_reg_lastq,t1_exfx_integer_fair,1Q24-2Q26,none,none,10,0.8944271909999159,-0.2,0.8,0.9082951062292475,1.746424919657298,1.2649110640673518,0.9847319278346619,0.5121475197315839,0.7071067811865475,0.2857142857142857,0.9211323729436766,1.0801234497346435,8,10,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix)",model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX
L_reg_lastq,t1_exfx_integer_fair,2Q24-2Q26,none,none,9,0.8819171036881969,-0.1111111111111111,0.7777777777777778,0.816496580927726,1.8104634152000358,1.1547005383792515,1.0801234497346435,0.48712230044745475,0.7637626158259734,0.16666666666666666,1.0,1.1832159566199232,0,9,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix)",model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX
L_reg_lastq,t2_reported_usd_yoy,1Q24-2Q26,eur,est_from_eur,10,1.1882100713259776,-0.3690274726560479,1.0657139603141306,1.19884558755992,4.0710384766601555,2.6820387327036515,0.9911285353641002,0.2918690349251562,0.44302494846082724,0.7,0.9498653913268378,1.0369114472754535,7,10,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix)",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
L_reg_lastq,t2_reported_usd_yoy,2Q24-2Q26,eur,est_from_eur,9,1.0710427783615089,-0.19359937002917188,0.9676954674270415,1.0329163412900277,4.214249424169417,2.8270416667211404,1.0369114472754535,0.25414793254022927,0.37885638226327445,0.6666666666666666,0.9803816225653597,1.1065626406688656,2,9,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix)",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
L_reg_lastq,t2_reported_usd_yoy,1Q24-2Q26,baskets,est_from_regional_baskets,10,0.8089235067584241,-0.23152747265604798,0.6704770454666662,0.9485339053872491,4.0710384766601555,2.6820387327036515,0.8528145405916432,0.19870200475777813,0.3016076900362218,0.8,0.8082820120315386,0.8837571622918298,10,10,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix)",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
L_reg_lastq,t2_reported_usd_yoy,2Q24-2Q26,baskets,est_from_regional_baskets,9,0.7729762629354497,-0.13726603669583862,0.6249877842631921,0.8984669423654158,4.214249424169417,2.8270416667211404,0.8603279948179465,0.18341967575585422,0.2734223099838366,0.7777777777777778,0.805244700666298,0.903299555006748,9,9,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix)",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
L_reg_lastq,t2_reported_usd_yoy,1Q24-2Q26,midpoint,mean of eur and baskets,10,0.9761380956060548,-0.30027747265604793,0.8657639603141305,1.043177372856859,4.0710384766601555,2.6820387327036515,0.9357354952329827,0.23977619008083412,0.36395376535895535,0.7,0.8887179885296866,0.9758487922401504,10,10,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix)",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
L_reg_lastq,t2_reported_usd_yoy,2Q24-2Q26,midpoint,mean of eur and baskets,9,0.8966990057761219,-0.16543270336250526,0.793751022982597,0.932113805392135,4.214249424169417,2.8270416667211404,0.9620059273758806,0.21277786754466999,0.317186342292624,0.6666666666666666,0.8984483085457878,1.0295679545095149,7,9,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix)",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator
L_reg_persist,t1_exfx_integer_fair,1Q24-2Q26,none,none,10,1.0488088481701516,-0.5,0.9,0.9082951062292475,1.746424919657298,1.2649110640673518,1.1547005383792517,0.6005461994758755,0.82915619758885,0.2857142857142857,0.982607368881035,1.2909944487358056,1,10,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix)",model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX
L_reg_persist,t1_exfx_integer_fair,2Q24-2Q26,none,none,9,1.0540925533894598,-0.4444444444444444,0.8888888888888888,0.816496580927726,1.8104634152000358,1.1547005383792515,1.2909944487358056,0.582222509739582,0.912870929175277,0.16666666666666666,1.0954451150103321,1.414213562373095,0,9,"partly: regional ex-FX through t-1 is known at the prior print; proxies are knowable before the print; the geo term is I's measured in-quarter split (upper bound, as S's measured mix)",model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX
