model,target,fx_estimator,window,n,rmse_pp,rmse_naive_pp,ratio_vs_naive,jackknife_ratio_min,jackknife_ratio_max,jackknife_below_1,ratio_below_1,jackknife_max_below_1,criterion_met,in_pass_criterion,last_q_ratio_vs_naive,last_q_jackknife_max,beats_last_q_ratio,beats_last_q_jackknife_max,L_criterion,L_verdict,L_checks_met,v3_strict_verdict,v3_strict_checks_met
L_wf_rel,t2_reported_usd_yoy,eur,2Q24-2Q26,9,1.456249273890407,1.0329163412900277,1.409842419640366,1.023875710562606,1.5478184450110417,0,False,False,False,True,0.9053688451398634,0.9890838423327626,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,0,FAIL,0
L_wf_rel,t2_reported_usd_yoy,baskets,1Q24-2Q26,10,1.078423474405449,0.9485339053872491,1.136937191470421,0.933475715465831,1.2247434884979689,1,False,False,False,True,0.8764049039121374,0.9180234624270853,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,0,FAIL,0
L_wf_rel,t2_reported_usd_yoy,baskets,2Q24-2Q26,9,1.0782614726791881,0.8984669423654158,1.2001125715771166,0.9589740711799168,1.329661021223744,1,False,False,False,True,0.8713747315707672,0.9236529428212884,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,0,FAIL,0
L_wf_rel,t1_exfx_integer_fair,none,1Q24-2Q26,10,1.0954451150103321,0.9082951062292475,1.2060453783110545,0.9847319278346619,1.3540064007726602,1,False,False,False,False,0.9847319278346619,1.0801234497346435,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,0,FAIL,0
L_wf_rel,t2_reported_usd_yoy,midpoint,1Q24-2Q26,10,1.2826744514709496,1.043177372856859,1.22958423451824,0.9606834647790257,1.3457122994109867,1,False,False,False,False,0.8934579048734853,0.9445747684183187,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,0,FAIL,0
L_wf_rel,t1_exfx_integer_fair,none,2Q24-2Q26,9,1.1055415967851334,0.816496580927726,1.3540064007726602,1.0801234497346435,1.414213562373095,0,False,False,False,False,1.0801234497346435,1.1832159566199232,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,0,FAIL,0
L_wf_rel,t2_reported_usd_yoy,midpoint,2Q24-2Q26,9,1.254357012366975,0.932113805392135,1.3457122994109867,0.9957528334645223,1.5013651961977537,1,False,False,False,False,0.8817436473748929,0.9552389440855495,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,0,FAIL,0
L_wf_own,t2_reported_usd_yoy,eur,1Q24-2Q26,10,1.1051695714176066,1.19884558755992,0.9218614831514894,0.8936540107444254,0.9728368963045039,10,True,True,True,True,0.9163461600083855,0.9688631182720406,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,2,FAIL,3
L_wf_own,t2_reported_usd_yoy,eur,2Q24-2Q26,9,0.9672274107865666,1.0329163412900277,0.9364044038441477,0.8945407522717604,1.0196896284127455,8,True,False,False,True,0.9053688451398634,0.9890838423327626,False,False,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,2,FAIL,3
L_wf_own,t2_reported_usd_yoy,baskets,1Q24-2Q26,10,0.7017050885983935,0.9485339053872491,0.739778604236519,0.7121674664438303,0.8083902277425487,10,True,True,True,True,0.8764049039121374,0.9180234624270853,True,True,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,2,FAIL,3
L_wf_own,t2_reported_usd_yoy,baskets,2Q24-2Q26,9,0.6461646370306199,0.8984669423654158,0.7191857669570418,0.6829614292851072,0.8037100352086062,9,True,True,True,True,0.8713747315707672,0.9236529428212884,True,True,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,2,FAIL,3
L_wf_own,t1_exfx_integer_fair,none,1Q24-2Q26,10,0.7745966692414834,0.9082951062292475,0.8528028654224418,0.778498944161523,0.9128709291752769,10,True,True,True,False,0.9847319278346619,1.0801234497346435,True,True,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,2,FAIL,3
L_wf_own,t2_reported_usd_yoy,midpoint,1Q24-2Q26,10,0.8812719679395957,1.043177372856859,0.8447959003617314,0.8142140531464889,0.9135540730938961,10,True,True,True,False,0.8934579048734853,0.9445747684183187,True,True,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,2,FAIL,3
L_wf_own,t1_exfx_integer_fair,none,2Q24-2Q26,9,0.7453559924999299,0.816496580927726,0.9128709291752769,0.8164965809277261,1.0,7,True,False,False,False,1.0801234497346435,1.1832159566199232,True,True,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,2,FAIL,3
L_wf_own,t2_reported_usd_yoy,midpoint,2Q24-2Q26,9,0.7799265606784962,0.932113805392135,0.8367289017357549,0.7919454810207583,0.9393153720638499,9,True,True,True,False,0.8817436473748929,0.9552389440855495,True,True,"target 2, eur and baskets, both windows: ratio vs naive below the last_q rule's",FAIL,2,FAIL,3
