variant,region,n,first_q,last_q,rmse_pp,rmse_regional_naive_pp,ratio_vs_regional_naive,bias_pp,jackknife_min,jackknife_max,picks
L_reg_lastq,latam,7,4Q24,2Q26,0.9654144927735149,0.9654144927735149,1.0,0.3891428571428572,1.0,1.0,4Q24:last_q;1Q25:last_q;2Q25:last_q;3Q25:last_q;4Q25:last_q;1Q26:last_q;2Q26:last_q
L_reg_lastq,apac,7,4Q24,2Q26,2.19072741898341,2.19072741898341,1.0,-0.023671428571428597,1.0,1.0,4Q24:last_q;1Q25:last_q;2Q25:last_q;3Q25:last_q;4Q25:last_q;1Q26:last_q;2Q26:last_q
L_reg_persist,na,10,1Q24,2Q26,1.6583129656370657,1.3119578301149772,1.2639986801189598,-1.0708199999999999,1.1244375645438252,1.372619812853642,1Q24:persistence;2Q24:persistence;3Q24:persistence;4Q24:persistence;1Q25:persistence;2Q25:persistence;3Q25:persistence;4Q25:persistence;1Q26:persistence;2Q26:persistence
L_reg_persist,emea,10,1Q24,2Q26,1.0463343230057973,1.0026738781877187,1.0435440134303615,0.2,0.8760427993153953,1.2354863768028719,1Q24:persistence;2Q24:persistence;3Q24:persistence;4Q24:persistence;1Q25:persistence;2Q25:persistence;3Q25:persistence;4Q25:persistence;1Q26:persistence;2Q26:persistence
L_reg_persist,latam,7,4Q24,2Q26,1.2087798151146352,0.9654144927735149,1.2520837672966378,0.11061428571428575,1.0992421631894098,1.5707819319434813,4Q24:persistence;1Q25:last_q (persistence unavailable);2Q25:persistence;3Q25:persistence;4Q25:persistence;1Q26:persistence;2Q26:persistence
L_reg_persist,apac,7,4Q24,2Q26,1.6161635751945762,2.19072741898341,0.737729194965088,0.25033571428571433,0.5616436804681526,0.8607640285711885,4Q24:persistence;1Q25:last_q (persistence unavailable);2Q25:persistence;3Q25:persistence;4Q25:persistence;1Q26:persistence;2Q26:persistence
L_wf_rel,na,10,1Q24,2Q26,2.074050756224089,1.3119578301149772,1.5808821812834666,-1.2080528515186582,1.0319227602463854,2.0368142251087784,1Q24:last_q;2Q24:last_q;3Q24:last_q;4Q24:last_q_ex_size;1Q25:last_q;2Q25:last_q_ex_size;3Q25:last_q_ex_size;4Q25:bea_hotels_price|level|lag1;1Q26:bea_hotels_price|level|lag1;2Q26:cpi_lodging_nsa|level|lag1
L_wf_rel,emea,10,1Q24,2Q26,1.0699079151233784,1.0026738781877187,1.0670547407270465,-0.05737229963413002,0.971586772054325,1.1091403448100485,1Q24:last_q;2Q24:last_q;3Q24:last_q;4Q24:last_q;1Q25:last_q;2Q25:hicp_ea_accommodation|level|lag0;3Q25:hicp_ea_accommodation|level|lag0;4Q25:hicp_ea_accommodation|level|lag0;1Q26:hicp_ea_accommodation|level|lag0;2Q26:hicp_ea_accommodation|level|lag0
L_wf_rel,latam,7,4Q24,2Q26,1.010870100023303,0.9654144927735149,1.0470840323923456,0.4053994840564505,1.0021228719850088,1.1176421063960649,4Q24:last_q;1Q25:last_q;2Q25:last_q;3Q25:last_q;4Q25:last_q;1Q26:last_q_ex_size;2Q26:last_q_ex_size
L_wf_rel,apac,7,4Q24,2Q26,2.1988635496546847,2.19072741898341,1.0037138945725388,0.04775714285714283,1.0,1.00587106726454,4Q24:last_q;1Q25:last_q;2Q25:last_q;3Q25:last_q;4Q25:last_q;1Q26:persistence;2Q26:persistence
L_wf_own,na,10,1Q24,2Q26,1.3119578301149772,1.3119578301149772,1.0,-0.6974199999999999,1.0,1.0,1Q24:last_q;2Q24:last_q;3Q24:last_q;4Q24:last_q;1Q25:last_q;2Q25:last_q;3Q25:last_q;4Q25:last_q;1Q26:last_q;2Q26:last_q
L_wf_own,emea,10,1Q24,2Q26,1.0420960034357856,1.0026738781877187,1.0393169963890156,0.46613106633782175,0.885486028055931,1.2052446399173034,1Q24:last_q;2Q24:persistence;3Q24:persistence;4Q24:last_q_ex_size;1Q25:ar1;2Q25:ar1;3Q25:ar1;4Q25:ar1;1Q26:ar1;2Q26:ar1
L_wf_own,latam,7,4Q24,2Q26,0.9654144927735149,0.9654144927735149,1.0,0.3891428571428572,1.0,1.0,4Q24:last_q;1Q25:last_q;2Q25:last_q;3Q25:last_q;4Q25:last_q;1Q26:last_q;2Q26:last_q
L_wf_own,apac,7,4Q24,2Q26,2.1988635496546847,2.19072741898341,1.0037138945725388,0.04775714285714283,1.0,1.00587106726454,4Q24:last_q;1Q25:last_q;2Q25:last_q;3Q25:last_q;4Q25:last_q;1Q26:persistence;2Q26:persistence
