,mirror,spy
2023-04-21,103630.58502421461,105246.4947987336
2023-04-24,103720.86633629784,105366.21704312661
2023-04-25,102438.47884007651,103703.40809322371
2023-04-26,101899.52573481572,103256.44504748983
2023-04-27,103781.51195778491,105302.36517945035
2023-04-28,104722.48840212147,106201.61225955782
2023-05-01,104481.9434634024,106113.81594700295
2023-05-02,102883.85452935663,104905.9515257935
2023-05-03,102131.24382066142,104174.31558783623
2023-05-04,101171.0542160015,103408.09322372098
2023-05-05,104433.46827401924,105379.51951472583
2023-05-08,104290.26164674957,105408.78495224412
2023-05-09,103844.32206817254,104935.21696331179
2023-05-10,103761.3078764277,105379.51951472583
2023-05-11,103805.11447587406,105225.21084417484
2023-05-12,103437.7933821186,105105.48859978183
2023-05-15,103720.38492137766,105464.65533296087
2023-05-16,103060.72813840052,104764.94532684173
2023-05-17,104133.44982916792,106007.39617420916
2023-05-18,104922.64535406348,107047.64945326842
2023-05-19,104889.54971138213,106885.35929975788
2023-05-22,104578.82659390509,106933.2481975151
2023-05-23,103783.81694128277,105749.32822518423
2023-05-24,103381.27191655965,104945.85894059116
2023-05-25,103441.72464504512,105874.37145821695
2023-05-26,104542.6191073403,107236.54454997738
2023-05-29,104542.6191073403,107236.54454997738
2023-05-30,104934.7298872308,107281.77295341475
2023-05-31,104605.71902599024,106701.78519168863
2023-06-01,105930.93477365845,107704.79155027003
2023-06-02,107565.51410911129,109223.93380690132
2023-06-05,106949.72696956336,109061.6436533908
2023-06-06,107311.86048839749,109298.42764785698
2023-06-07,107115.38058422813,108925.95844307874
2023-06-08,107827.21063563725,109588.42152872003
2023-06-09,107936.26489167694,109798.60057998776
2023-06-12,108738.58753611616,110777.66248969059
2023-06-13,108980.46404791722,111503.97743900817
2023-06-14,108957.9718679574,111623.69968340118
2023-06-15,109919.36214761142,113015.13821267993
2023-06-16,109400.78147229349,112586.79862718492
2023-06-19,109400.78147229349,112586.79862718492
2023-06-20,108704.05723948505,112065.34174049538
2023-06-21,108186.20559878818,111450.76755261127
2023-06-22,108733.5542381943,111892.40960970547
2023-06-23,108347.81867614204,111019.76747279645
2023-06-26,108179.81728264807,110567.48343842285
2023-06-27,109173.75803844033,111783.32934259185
2023-06-28,109595.37517810945,111833.8787346689
2023-06-29,110172.48231124069,112294.14425200202
2023-06-30,111827.2892390832,113597.7864687259
2023-07-03,111774.51988884379,113768.05810519595
2023-07-04,111774.51988884379,113768.05810519595
2023-07-05,111380.19186002428,113576.50251416714
2023-07-06,110609.96855735192,112693.2183999787
2023-07-07,110349.74291652594,112392.58254183627
2023-07-10,109947.97507214417,112682.57642269935
2023-07-11,110497.29516701921,113411.55186633675
2023-07-12,111391.4786955622,114310.79894644425
2023-07-13,111780.41784775657,115233.99047543033
2023-07-14,111220.99264412704,115162.15712879454
2023-07-17,112332.0249507364,115555.91028813152
2023-07-18,113013.76488567506,116415.24995344135
2023-07-19,113934.10056982706,116628.08949902892
2023-07-20,113643.0456559796,115915.07702131056
2023-07-21,113070.66883104545,115899.11405539149
2023-07-24,113712.97406968384,116409.92896480167
2023-07-25,113866.0755514719,116707.90432862425
2023-07-26,114211.470942803,116745.15124910207
2023-07-27,113093.36922094459,115976.268390667
2023-07-28,113921.28437765232,117106.97847660097
2023-07-31,114631.062961267,117335.78098810758
2023-08-01,114156.2090417332,116984.59573788808
2023-08-02,112635.603742318,115374.99667438211
2023-08-03,112162.10430155283,115047.75587304121
2023-08-04,109470.10915710937,114512.99651475243
2023-08-07,109087.43833205264,115508.02139037433
2023-08-08,108874.80726913112,115042.43488440153
2023-08-09,108112.93320364457,114244.28658844814
2023-08-10,108077.41627614934,114278.87301460611
2023-08-11,108659.37100640211,114145.8482986139
2023-08-14,108903.7667779424,114848.21879905288
2023-08-15,107210.53662721883,113523.29262777024
2023-08-16,106437.03206270601,112674.59493973979
2023-08-17,105600.07300394932,111812.59478011014
2023-08-18,105873.00564377297,111847.18120626811
2023-08-21,106225.49759678352,112597.44060446431
2023-08-22,106151.91604199602,112288.82326336234
2023-08-23,107502.69859050913,113536.59509936946
2023-08-24,105719.45759821177,111982.86641658019
2023-08-25,106653.38540423753,112767.71224093436
2023-08-28,107385.71669700791,113483.38521297257
2023-08-29,108942.10008874178,115127.57070263656
2023-08-30,109990.45881064715,115579.85473701013
2023-08-31,109826.86267503805,115385.63865166147
2023-09-01,110669.74554823656,115638.38561204671
2023-09-04,110669.74554823656,115638.38561204671
2023-09-05,110619.96606376115,115146.19416287546
2023-09-06,108297.7119798605,114371.99031580068
2023-09-07,106357.93494421248,114023.46555990101
2023-09-08,106770.18197477359,114201.71867933062
2023-09-11,107154.99523844909,114959.95956048634
2023-09-12,106580.85254687745,114313.4594407641
2023-09-13,105934.65518202363,114427.86069651743
2023-09-14,106923.12192626615,115436.18804373853
2023-09-15,106362.01029948225,114020.80506558118
2023-09-18,107204.53148104556,114103.28038949637
2023-09-19,107487.0307862167,113842.55194615158
2023-09-20,106046.38754325017,112788.99619549312
2023-09-21,104782.68971891316,110931.97116024156
2023-09-22,104797.70450801821,110668.58222257697
2023-09-25,105255.15466924848,111171.4156490276
2023-09-26,103431.31973738688,109527.23015936361
2023-09-27,103056.36262756474,109548.51411392237
2023-09-28,103338.9707714066,110213.63769388353
2023-09-29,103223.30209323931,109902.35985846168
2023-10-02,103353.70665857143,109918.32282438077
2023-10-03,102308.55109092018,108457.71144278607
2023-10-04,102554.31957330137,109234.57578418069
2023-10-05,102616.51062009847,109133.4770000266
2023-10-06,103708.6304536137,110453.08218266953
2023-10-09,104647.75043758303,111174.07614334744
2023-10-10,105067.43596687105,111748.74291643387
2023-10-11,105130.05005483027,112224.97139968605
2023-10-12,104939.26800149369,111543.88485380584
2023-10-13,104511.0998960112,111014.44648415675
2023-10-16,104943.30948126149,112150.47755873042
2023-10-17,104967.65894822792,112169.10101896933
2023-10-18,104295.4795695614,110660.60073961741
2023-10-19,103903.18990097212,109678.87833559475
2023-10-20,102155.1508185989,108345.97068135258
2023-10-23,101609.71360014963,108159.73607896347
2023-10-24,101826.98916148915,108941.92140899779
2023-10-25,101213.79182562226,107414.79766940698
2023-10-26,99812.1480931526,106121.79742996248
2023-10-27,99152.38641587828,105648.22944103014
2023-10-30,100368.01913376208,106903.9827599968
2023-10-31,100989.70660067779,107558.46436267857
2023-11-01,102075.49271562394,108710.4584031713
2023-11-02,104636.38731102637,110775.00199537074
2023-11-03,104729.93736456623,111812.59478011014
2023-11-06,105450.58211833867,112060.02075185569
2023-11-07,106083.41726466504,112368.63809295767
2023-11-08,106339.09998856793,112509.64429190944
2023-11-09,105870.4210037708,111594.43424588289
2023-11-10,107524.06076361127,113355.68148562004
2023-11-13,107227.71210897155,113214.67528666827
2023-11-14,109072.27678145972,115396.28062894085
2023-11-15,109565.60438289816,115662.33006092532
2023-11-16,109796.72441160161,115805.99675419691
2023-11-17,110373.41570427528,115931.03998722963
2023-11-20,111110.11793977808,116838.26855029665
2023-11-21,110713.57993065509,116585.5215899114
2023-11-22,111183.33161770513,117027.16364700561
2023-11-23,111183.33161770513,117027.16364700561
2023-11-24,110916.53921099883,117093.67600500173
2023-11-27,110695.36495991956,116902.1204139729
2023-11-28,111029.4706731825,116995.23771516746
2023-11-29,111053.73034767887,116939.36733445074
2023-11-30,111672.68836609722,117357.06494266636
2023-12-01,112687.54029667132,118054.11445446566
2023-12-04,112070.1342228457,117436.87977226169
2023-12-05,112854.45849838485,117434.21927794184
2023-12-06,112228.35937084211,116960.6512890095
2023-12-07,113037.78203947401,117854.57738047729
2023-12-08,113675.88473472923,118352.08981828824
2023-12-11,113163.62761365999,118817.67632426106
2023-12-12,113650.88372544822,119395.00359166732
2023-12-13,115843.16086783072,121025.88660973209
2023-12-14,117054.29795831759,121408.9977917897
2023-12-15,116143.70198276357,121209.46071780137
2023-12-18,116062.29068215589,121895.86825232128
2023-12-19,116680.34374495801,122611.54122435949
2023-12-20,115057.54903122212,120874.23843350094
2023-12-21,115474.90005473566,122068.80038311119
2023-12-22,115436.46397967714,122324.20783781626
2023-12-25,115436.46397967714,122324.20783781626
2023-12-26,115646.11900243134,122829.70175858674
2023-12-27,115685.24155151342,123069.14624737276
2023-12-28,115732.18882849139,123109.05366217044
2023-12-29,115331.10041493479,122760.52890627079
2024-01-01,115331.10041493479,122760.52890627079
2024-01-02,113603.44516572267,122063.47939447149
2024-01-03,113032.67176426307,121055.15204725038
2024-01-04,112255.37070846722,120688.00383111183
2024-01-05,112347.88772417996,120823.68904142389
2024-01-08,113726.08143162078,122545.02886636338
2024-01-09,112972.51807894289,122369.43624125363
2024-01-10,113100.79341573449,123061.16476441322
2024-01-11,112756.22823338343,123021.25734961555
2024-01-12,112802.34475959763,123093.09069625135
2024-01-15,112802.34475959763,123093.09069625135
2024-01-16,111419.15227787879,122627.50419027855
2024-01-17,110924.66404820737,121965.04110463725
2024-01-18,112567.17461332376,123055.84377577352
2024-01-19,113852.77120862935,124598.93048128342
2024-01-22,114791.34216207343,124849.0169473488
2024-01-23,115340.05465086749,125202.86269188816
2024-01-24,115248.50096138583,125357.17136243914
2024-01-25,115809.69360526119,126030.27642535983
2024-01-26,116056.78142074562,125886.60973208823
2024-01-29,116011.86538942867,126863.01114747119
2024-01-30,115669.2504356254,126772.55434059649
2024-01-31,113689.68253483521,124721.31321999629
2024-02-01,114920.58391278797,126338.89376646181
2024-02-02,114775.7851441688,127647.85697182537
2024-02-05,114859.74734256386,127200.89392609146
2024-02-06,115373.8798114202,127570.70263654986
2024-02-07,115594.8263539425,128613.61640992896
2024-02-08,115485.29088942257,128728.01766568229
2024-02-09,115538.89848033898,129403.78322292281
2024-02-12,115482.2728513263,129379.83877404423
2024-02-13,113841.51028675435,127615.93103998723
2024-02-14,113699.49509591004,128767.92508047997
2024-02-15,114723.64273649364,129632.58573442946
2024-02-16,114195.23684782971,129012.69055790565
2024-02-19,114195.23684782971,129012.69055790565
2024-02-20,114072.95092674538,128283.71511426824
2024-02-21,114324.96076942416,128411.41884162078
2024-02-22,115294.79101443173,131055.95019554635
2024-02-23,114806.90154817747,131143.7465081012
2024-02-26,114255.88995016499,130635.59209301088
2024-02-27,114892.44895360198,130917.60449091441
2024-02-28,114499.46745626962,130707.42543964669
2024-02-29,114343.93400685035,131228.88232633623
2024-03-01,114032.59795446985,132463.35169074414
2024-03-04,112593.54451506962,132309.04302019314
2024-03-05,111125.98598848523,130962.83289435177
2024-03-06,110962.99641725844,131635.93795727243
2024-03-07,111366.67464218852,133027.37648655122
2024-03-08,111990.61353413491,132149.4133610025
2024-03-11,112782.85020692422,132032.3516109293
2024-03-12,113086.22936096511,133453.05557772637
2024-03-13,112763.61092923219,133248.1975150983
2024-03-14,113107.44244606233,132960.86412855508
2024-03-15,112685.86016749828,132072.259025727
2024-03-18,113469.07942716937,132865.08633304067
2024-03-19,114535.57024979043,133615.34573123688
2024-03-20,115946.62864648517,134839.1731183654
2024-03-21,114109.33499340898,135243.56825498177
2024-03-22,113943.4187276727,135067.97562987203
2024-03-25,113563.0568293182,134674.22247053502
2024-03-26,113224.99123883383,134373.5866123926
2024-03-27,114988.0745110127,135504.29669832657
2024-03-28,114697.7855589284,135517.59916992576
2024-03-29,114697.7855589284,135517.59916992576
2024-04-01,114116.86683549397,135278.15468113974
2024-04-02,113630.79668497948,134421.4755101498
2024-04-03,113966.69981833985,134586.42615798017
2024-04-04,113007.02284558163,132923.61720807725
2024-04-05,113691.22331345719,134328.3582089552
2024-04-08,113499.29975128408,134354.96315215368
2024-04-09,113853.38306928123,134535.87676590311
2024-04-10,112416.6412461766,133202.96911166093
2024-04-11,114619.43691330169,134200.6544816027
2024-04-12,114428.68268774028,132343.62944635114
2024-04-15,113032.67638431994,130696.78346236731
2024-04-16,111270.68519384469,130406.78958150424
2024-04-17,111075.67567984789,129659.1906776279
2024-04-18,111111.82935811604,129374.51778540452
2024-04-19,111933.19067751554,128278.39412562853
2024-04-22,112970.79181365012,129406.44371724266
2024-04-23,113897.13269150301,130949.53042275255
2024-04-24,114782.23414621867,130992.09833187006
2024-04-25,114800.3153168125,130438.71551334237
2024-04-26,114474.50206186157,131646.57993455185
2024-04-29,116042.10267374999,132133.4503950834
2024-04-30,113993.5956595625,130108.81421768166
2024-05-01,113191.93240058629,129552.7709048341
2024-05-02,114614.85063659913,130827.1476840397
2024-05-03,117804.96622297465,132439.40724186553
2024-05-06,117854.14865157261,133809.5618165855
2024-05-07,118264.60601682666,133995.79641897464
2024-05-08,118371.79304448546,133979.8334530556
2024-05-09,119544.88867697629,134746.05581717083
2024-05-10,119417.97078523535,134916.32745364087
2024-05-13,120098.38706491272,134945.5928911592
2024-05-14,120616.18764877936,135554.8460904036
2024-05-15,121578.06608185734,137244.25998350495
2024-05-16,121826.601935429,136994.1735174395
2024-05-17,122121.05667593557,137169.76614254928
2024-05-20,121955.6611493995,137308.11184718122
2024-05-21,122666.11408911464,137643.33413148162
2024-05-22,121976.34659838646,137244.25998350495
2024-05-23,119860.12069495117,136249.23510788305
2024-05-24,121231.25701100881,137156.46367095003
2024-05-27,121231.25701100881,137156.46367095003
2024-05-28,120964.48750598874,137265.5439380637
2024-05-29,120374.2787815619,136291.80301700055
2024-05-30,120790.81948081804,135392.55593689307
2024-05-31,122426.21870936747,136605.74134674223
2024-06-03,121946.12274987897,136717.4821081757
2024-06-04,122230.17233349418,136869.13028440686
2024-06-05,122548.98487754275,138500.0133024716
2024-06-06,122134.32128971747,138494.69231383188
2024-06-07,122748.9237992068,138335.06265464125
2024-06-10,121654.95355051006,138774.0442174156
2024-06-11,124531.09991830589,139111.92699603585
2024-06-12,126075.47652978612,140218.6926330912
2024-06-13,126034.05438880435,140495.3840423551
2024-06-14,125609.04639299604,140609.78529810839
2024-06-17,127261.77450694022,141713.8904408439
2024-06-18,127090.36154095345,142083.6991513023
2024-06-19,127090.36154095345,142083.6991513023
2024-06-20,126096.997750684,141708.56945220422
2024-06-21,125208.08594318648,141399.95211110226
2024-06-24,126447.2334649269,141043.44587224306
2024-06-25,126195.9582116976,141578.2052305318
2024-06-26,126868.88633494623,141788.38428179958
2024-06-27,127054.97502080555,141993.2423444276
2024-06-28,126421.26217508501,141405.27309974193
2024-07-01,128145.92176273344,141689.9459919653
2024-07-02,129683.71944101926,142669.0079016681
2024-07-03,129963.15627092986,143259.63764067364
2024-07-04,129963.15627092986,143259.63764067364
2024-07-05,131038.7784530919,144164.2057094208
2024-07-08,131245.43805240933,144299.8909197329
2024-07-09,131919.20313282244,144462.1810732434
2024-07-10,133471.37477815308,145858.94059116184
2024-07-11,132271.29945105128,144605.847766515
2024-07-12,132991.26312441906,145513.07632958205
2024-07-15,134684.23075522564,145930.77393779764
2024-07-16,136363.9849250389,146790.11360310746
2024-07-17,135435.00019120902,144773.45890866523
2024-07-18,133564.7318782549,143664.03277729003
2024-07-19,132852.46260840524,142661.02641870858
2024-07-22,132353.4667589544,144145.58224918187
2024-07-23,132581.26808039908,143895.49578311652
2024-07-24,130374.88609696201,140652.35320722588
2024-07-25,130128.42020108023,139920.7172692686
2024-07-26,131124.74853343837,141466.46446909837
2024-07-29,131013.1861820181,141612.7916566898
2024-07-30,131932.4667444936,140849.2297868944
2024-07-31,132672.2512455338,143033.49562348684
2024-08-01,130751.37015443,141163.16811663608
2024-08-02,129196.01424856985,138497.35280815177
2024-08-05,124590.63474442756,134464.0434192673
2024-08-06,124400.99401990365,135677.22882911644
2024-08-07,125091.182771793,134785.9632319685
2024-08-08,127405.95234426718,137898.74158618675
2024-08-09,128511.53408139375,138497.35280815177
2024-08-12,128644.7708394077,138593.13060366613
2024-08-13,129851.42983426731,140854.5507755341
2024-08-14,130479.81785695124,141320.1372815069
2024-08-15,132001.23464411582,143709.26118072736
2024-08-16,132801.12274782045,144033.84148774843
2024-08-19,133354.36182295482,145403.9960624684
2024-08-20,132561.0555736058,145185.83552824115
2024-08-21,132226.6946614331,145701.971426291
2024-08-22,132336.28769811188,144563.2798573975
2024-08-23,133790.3142784422,146079.76161970894
2024-08-26,134440.48751435895,145739.21834676882
2024-08-27,134567.87569628263,145941.415915077
2024-08-28,134398.61081654052,145106.0206986458
2024-08-29,135561.99782646642,145095.37872136643
2024-08-30,135935.628768101,146462.87280176659
2024-09-02,135935.628768101,146462.87280176659
2024-09-03,134118.63507697455,143499.08212945965
2024-09-04,133183.45992753268,143153.21786787987
2024-09-05,132737.60189998537,142791.390640381
2024-09-06,130738.88206987339,140458.13712187725
2024-09-09,132069.90100322606,142011.86580466648
2024-09-10,131062.16330871456,142615.79801527123
2024-09-11,131549.5044838146,144036.50198206826
2024-09-12,131984.2696425767,145292.25530103492
2024-09-13,132540.51323397423,146026.55173331205
2024-09-16,132326.2854316061,146281.95918801715
2024-09-17,132989.35751775364,146353.79253465295
2024-09-18,133426.35331181387,145896.18751163967
2024-09-19,136075.28520061544,148391.73118365393
2024-09-20,135897.30535496355,148075.13235959242
2024-09-23,135284.58484656046,148484.84848484848
2024-09-24,134996.05075906153,148913.1880703435
2024-09-25,134218.2639138403,148585.9472690026
2024-09-26,134449.79880768817,149155.29305344934
2024-09-27,135191.97207335717,148953.09548514112
2024-09-30,136442.67416334216,149642.1635139809
2024-10-01,135123.5481864164,148226.78053582355
2024-10-02,135136.06726129804,148282.6509165403
2024-10-03,134708.45075346742,148005.95950727645
2024-10-04,136087.69486322592,149354.83012743766
2024-10-07,134478.63720476392,148013.940990236
2024-10-08,134783.88010922296,149421.3424854338
2024-10-09,136016.8637768412,150432.33032697474
2024-10-10,135789.01474778124,150206.18830978795
2024-10-11,137361.63018614665,151092.1329182962
2024-10-14,138310.00832789612,152318.6207997446
2024-10-15,138429.87972497632,151174.6082422114
2024-10-16,138947.85571146398,151786.52193577567
2024-10-17,139319.95026775802,151799.8244073749
2024-10-18,139176.96474389522,152395.77513502009
2024-10-21,138369.20259178636,152164.31212919363
2024-10-22,138560.1754171905,152063.2133450395
2024-10-23,137100.42488613137,150685.07728735998
2024-10-24,136930.42517707666,150993.69462846196
2024-10-25,136245.92399960762,150937.82424774524
2024-10-28,137324.46573027407,151395.4292707585
2024-10-29,136745.7411905301,151637.53425386437
2024-10-30,135894.53874841623,151187.91071381062
2024-10-31,134190.64004834573,148186.87312102588
2024-11-01,134081.98583016265,148857.31768962674
2024-11-04,133778.12753837113,148530.07688828584
2024-11-05,135003.6452153685,150333.8920371405
2024-11-06,138606.89180109344,154066.56556788253
2024-11-07,138445.78819527637,155301.0349322904
2024-11-08,138851.43614711412,155952.85604065235
2024-11-11,139235.85069793713,156099.1832282438
2024-11-12,138546.43752934667,155604.3312847527
2024-11-13,139054.03817256715,155684.14611434806
2024-11-14,139541.50479583323,154694.44222736586
2024-11-15,138605.57253488892,152691.09000452285
2024-11-18,139112.02470095293,153334.92962992526
2024-11-19,138784.37594514267,153851.0655279751
2024-11-20,139388.0985304489,153930.88035757045
2024-11-21,140441.6360703502,154758.29409104213
2024-11-22,141931.1371943581,155237.18306861416
2024-11-25,143186.4028094168,155755.9794609839
2024-11-26,143865.12205490906,156599.3561603746
2024-11-27,143838.34999167727,156064.59680208584
2024-11-28,143838.34999167727,156064.59680208584
2024-11-29,144360.0705761048,157056.96118338787
2024-12-02,144043.42324649554,157365.57852448986
2024-12-03,144172.94910907155,157418.78841088674
2024-12-04,143335.60338685525,158395.18982626972
2024-12-05,143514.1565362095,158153.08484316387
2024-12-06,143273.70938201365,158467.02317290552
2024-12-09,143294.4057652709,157620.98597919493
2024-12-10,143605.40656587295,157166.0414505015
2024-12-11,143611.3422801226,158381.8873546705
2024-12-12,143816.26559764624,157554.47362119882
2024-12-13,143332.17416371047,157519.88719504085
2024-12-16,143058.5576042174,158192.99225796154
2024-12-17,143114.94144737863,157514.56620640113
2024-12-18,139249.51092623672,152861.3616409929
2024-12-19,139472.58748843105,152792.18878867693
2024-12-20,141837.35199945292,154564.07800569347
2024-12-23,141300.63785564684,154074.54705084205
2024-12-24,143570.48659412967,157232.5538084976
2024-12-25,143570.48659412967,157232.5538084976
2024-12-26,143866.91455843265,157240.53529145714
2024-12-27,142889.6305877516,155625.61523931148
2024-12-30,141385.18428175434,153861.70750525448
2024-12-31,141486.06909631196,153292.3617208077
2025-01-01,141486.06909631196,153292.3617208077
2025-01-02,140600.2690457107,152911.91103306995
2025-01-03,141441.59543497371,154827.4669433581
2025-01-06,141398.59342837037,155737.35600074494
2025-01-07,141254.58932470527,153986.75073828717
2025-01-08,141600.7542525542,154146.38039747786
2025-01-09,141600.7542525542,154146.38039747786
2025-01-10,138707.85583149685,151831.75033921303
2025-01-13,139428.9681135159,152073.8553223189
2025-01-14,140214.1112895966,152278.71338494692
2025-01-15,142834.96159911735,155040.30648894564
2025-01-16,141527.52259608876,154763.61507968183
2025-01-17,142092.5909103516,156317.34376247105
2025-01-20,142092.5909103516,156317.34376247105
2025-01-21,141302.8506915964,157698.14031447042
2025-01-22,141125.65631834095,158592.06640593824
2025-01-23,141579.56737738076,159454.0665655679
2025-01-24,141233.5189630456,159007.10351983397
2025-01-27,143453.5362747419,156801.55372868277
2025-01-28,143919.20808416227,158113.17742836618
2025-01-29,144080.01232971522,157410.8069279272
2025-01-30,144872.86026572893,158185.010775002
2025-01-31,143399.77554953497,157402.82544496766
2025-02-03,141910.77994952712,156333.30672839013
2025-02-04,142912.99711735133,157389.52297336847
2025-02-05,143618.37769297004,158017.3996328518
2025-02-06,144064.54861691335,158568.12195705963
2025-02-07,142911.9422194793,157150.07848458242
2025-02-10,142686.28633437786,158200.97374092106
2025-02-11,144680.9006339007,158304.733019395
2025-02-12,144506.44251854342,157793.91810998484
2025-02-13,146334.91290741714,159470.02953148694
2025-02-14,146819.71111997036,159438.1035996488
2025-02-17,146819.71111997036,159438.1035996488
2025-02-18,147042.63240992688,159906.35059994145
2025-02-19,147292.29537977435,160321.38771383723
2025-02-20,146711.75574808696,159658.92462819593
2025-02-21,145521.43423548824,156939.8994333147
2025-02-24,145653.95631887845,156208.26349535745
2025-02-25,145422.25690453342,155447.36211988187
2025-02-26,143948.83766539217,155495.2510176391
2025-02-27,143554.1914144077,153020.99130018355
2025-02-28,146064.59780637795,155338.28185276824
2025-03-03,144330.34611254412,152733.65791364035
2025-03-04,140814.83026577102,150887.27485566816
2025-03-05,140497.65904700354,152494.21342485433
2025-03-06,139531.3074089864,149801.79317317155
2025-03-07,141096.74132115816,150594.62048048526
2025-03-10,137625.81762905687,146683.69383031368
2025-03-11,134781.06991732787,145446.56397158594
2025-03-12,133953.11261869012,146191.50238114243
2025-03-13,132029.34955629383,144275.94647085428
