window,optimized_quarter,witness,quarter,booking_quarter,lag,allocated_revenue_musd,backward_share,effective_forward_fee_per_net_gbv,actual_revenue_musd,residual_musd
W1,2024Q1,minimum_same,2026Q1,2025Q2,3,0.0,0.0,0.0,2678.0,-24.5563476323955
W1,2024Q1,minimum_same,2026Q1,2025Q1,4,0.0,0.0,0.0,2678.0,-24.5563476323955
W1,2024Q1,minimum_same,2026Q1,2024Q4,5,0.0,0.0,0.0,2678.0,-24.5563476323955
W1,2024Q1,minimum_same,2026Q1,2024Q3,6,0.0,0.0,0.0,2678.0,-24.5563476323955
W1,2024Q1,minimum_same,2026Q1,2024Q2,7,0.0,0.0,0.0,2678.0,-24.5563476323955
W1,2024Q1,minimum_same,2026Q1,2024Q1,8,175.9503901703056,0.06510516989754864,0.007683423151541729,2678.0,-24.5563476323955
W1,2024Q1,maximum_same,2023Q1,2023Q1,0,1643.7262093907143,0.8951879496512946,0.08057481418581933,1818.0,-18.18000000000029
W1,2024Q1,maximum_same,2023Q1,2022Q4,1,0.0,0.0,0.0,1818.0,-18.18000000000029
W1,2024Q1,maximum_same,2023Q1,2022Q3,2,0.0,0.0,0.0,1818.0,-18.18000000000029
W1,2024Q1,maximum_same,2023Q1,2022Q2,3,0.0,0.0,0.0,1818.0,-18.18000000000029
W1,2024Q1,maximum_same,2023Q1,2022Q1,4,94.99179972479465,0.051733381109038676,0.00552277905376713,1818.0,-18.18000000000029
W1,2024Q1,maximum_same,2023Q1,2021Q4,5,0.0,0.0,0.0,1818.0,-18.18000000000029
W1,2024Q1,maximum_same,2023Q1,2021Q3,6,0.0,0.0,0.0,1818.0,-18.18000000000029
W1,2024Q1,maximum_same,2023Q1,2021Q2,7,0.0,0.0,0.0,1818.0,-18.18000000000029
W1,2024Q1,maximum_same,2023Q1,2021Q1,8,97.46199088449127,0.05307866923966673,0.00946232921208653,1818.0,-18.18000000000029
W1,2024Q1,maximum_same,2024Q1,2024Q1,0,1845.1632448552625,0.8701219689213622,0.08057481418581933,2142.0,21.419999999999618
W1,2024Q1,maximum_same,2024Q1,2023Q4,1,0.0,0.0,0.0,2142.0,21.419999999999618
W1,2024Q1,maximum_same,2024Q1,2023Q3,2,0.0,0.0,0.0,2142.0,21.419999999999618
W1,2024Q1,maximum_same,2024Q1,2023Q2,3,0.0,0.0,0.0,2142.0,21.419999999999618
W1,2024Q1,maximum_same,2024Q1,2023Q1,4,112.66469269684944,0.053129187626427404,0.00552277905376713,2142.0,21.419999999999618
W1,2024Q1,maximum_same,2024Q1,2022Q4,5,0.0,0.0,0.0,2142.0,21.419999999999618
W1,2024Q1,maximum_same,2024Q1,2022Q3,6,0.0,0.0,0.0,2142.0,21.419999999999618
W1,2024Q1,maximum_same,2024Q1,2022Q2,7,0.0,0.0,0.0,2142.0,21.419999999999618
W1,2024Q1,maximum_same,2024Q1,2022Q1,8,162.75206244788833,0.07674884345221039,0.00946232921208653,2142.0,21.419999999999618
W1,2024Q1,maximum_same,2025Q1,2025Q1,0,1974.0829475525736,0.8606971171794983,0.08057481418581933,2272.0,-21.586103810405803
W1,2024Q1,maximum_same,2025Q1,2024Q4,1,0.0,0.0,0.0,2272.0,-21.586103810405803
W1,2024Q1,maximum_same,2025Q1,2024Q3,2,0.0,0.0,0.0,2272.0,-21.586103810405803
W1,2024Q1,maximum_same,2025Q1,2024Q2,3,0.0,0.0,0.0,2272.0,-21.586103810405803
W1,2024Q1,maximum_same,2025Q1,2024Q1,4,126.47164033126727,0.0551414399141833,0.00552277905376713,2272.0,-21.586103810405803
W1,2024Q1,maximum_same,2025Q1,2023Q4,5,0.0,0.0,0.0,2272.0,-21.586103810405803
W1,2024Q1,maximum_same,2025Q1,2023Q3,6,0.0,0.0,0.0,2272.0,-21.586103810405803
W1,2024Q1,maximum_same,2025Q1,2023Q2,7,0.0,0.0,0.0,2272.0,-21.586103810405803
W1,2024Q1,maximum_same,2025Q1,2023Q1,8,193.03151592656522,0.0841614429063186,0.00946232921208653,2272.0,-21.586103810405803
W1,2024Q1,maximum_same,2026Q1,2026Q1,0,2352.784574225924,0.8698617167480992,0.08057481418581933,2678.0,-26.780000000000655
W1,2024Q1,maximum_same,2026Q1,2025Q4,1,0.0,0.0,0.0,2678.0,-26.780000000000655
W1,2024Q1,maximum_same,2026Q1,2025Q3,2,0.0,0.0,0.0,2678.0,-26.780000000000655
W1,2024Q1,maximum_same,2026Q1,2025Q2,3,0.0,0.0,0.0,2678.0,-26.780000000000655
W1,2024Q1,maximum_same,2026Q1,2025Q1,4,135.30808681729468,0.05002554249044087,0.00552277905376713,2678.0,-26.780000000000655
W1,2024Q1,maximum_same,2026Q1,2024Q4,5,0.0,0.0,0.0,2678.0,-26.780000000000655
W1,2024Q1,maximum_same,2026Q1,2024Q3,6,0.0,0.0,0.0,2678.0,-26.780000000000655
W1,2024Q1,maximum_same,2026Q1,2024Q2,7,0.0,0.0,0.0,2678.0,-26.780000000000655
W1,2024Q1,maximum_same,2026Q1,2024Q1,8,216.68733895678156,0.0801127407614599,0.00946232921208653,2678.0,-26.780000000000655
W1,2025Q1,minimum_same,2023Q1,2023Q1,0,1439.181521879661,0.783791089043373,0.07054811381763043,1818.0,-18.18000000000029
W1,2025Q1,minimum_same,2023Q1,2022Q4,1,0.0,0.0,0.0,1818.0,-18.18000000000029
W1,2025Q1,minimum_same,2023Q1,2022Q3,2,317.8592196594702,0.17310896516652516,0.020375591003812196,1818.0,-18.18000000000029
W1,2025Q1,minimum_same,2023Q1,2022Q2,3,0.0,0.0,0.0,1818.0,-18.18000000000029
W1,2025Q1,minimum_same,2023Q1,2022Q1,4,0.0,0.0,0.0,1818.0,-18.18000000000029
W1,2025Q1,minimum_same,2023Q1,2021Q4,5,0.0,0.0,0.0,1818.0,-18.18000000000029
W1,2025Q1,minimum_same,2023Q1,2021Q3,6,0.0,0.0,0.0,1818.0,-18.18000000000029
W1,2025Q1,minimum_same,2023Q1,2021Q2,7,0.0,0.0,0.0,1818.0,-18.18000000000029
W1,2025Q1,minimum_same,2023Q1,2021Q1,8,79.13925846086904,0.04309994579010175,0.007683423151540684,1818.0,-18.18000000000029
W1,2025Q1,minimum_same,2024Q1,2024Q1,0,1615.5518064237367,0.7618443097755034,0.07054811381763043,2142.0,21.420000000000528
W1,2025Q1,minimum_same,2024Q1,2023Q4,1,0.0,0.0,0.0,2142.0,21.420000000000528
W1,2025Q1,minimum_same,2024Q1,2023Q3,2,372.87331536976313,0.17583553337754917,0.020375591003812196,2142.0,21.420000000000528
W1,2025Q1,minimum_same,2024Q1,2023Q2,3,0.0,0.0,0.0,2142.0,21.420000000000528
W1,2025Q1,minimum_same,2024Q1,2023Q1,4,0.0,0.0,0.0,2142.0,21.420000000000528
W1,2025Q1,minimum_same,2024Q1,2022Q4,5,0.0,0.0,0.0,2142.0,21.420000000000528
W1,2025Q1,minimum_same,2024Q1,2022Q3,6,0.0,0.0,0.0,2142.0,21.420000000000528
W1,2025Q1,minimum_same,2024Q1,2022Q2,7,0.0,0.0,0.0,2142.0,21.420000000000528
W1,2025Q1,minimum_same,2024Q1,2022Q1,8,132.15487820649977,0.062320156846947444,0.007683423151540684,2142.0,21.420000000000528
W1,2025Q1,minimum_same,2025Q1,2025Q1,0,1728.4287885319457,0.7532199085430663,0.07054811381763043,2272.0,-22.72000000000071
W1,2025Q1,minimum_same,2025Q1,2024Q4,1,0.0,0.0,0.0,2272.0,-22.72000000000071
W1,2025Q1,minimum_same,2025Q1,2024Q3,2,409.5493791766251,0.17847466321669964,0.020375591003812196,2272.0,-22.72000000000071
W1,2025Q1,minimum_same,2025Q1,2024Q2,3,0.0,0.0,0.0,2272.0,-22.72000000000071
W1,2025Q1,minimum_same,2025Q1,2024Q1,4,0.0,0.0,0.0,2272.0,-22.72000000000071
W1,2025Q1,minimum_same,2025Q1,2023Q4,5,0.0,0.0,0.0,2272.0,-22.72000000000071
W1,2025Q1,minimum_same,2025Q1,2023Q3,6,0.0,0.0,0.0,2272.0,-22.72000000000071
W1,2025Q1,minimum_same,2025Q1,2023Q2,7,0.0,0.0,0.0,2272.0,-22.72000000000071
W1,2025Q1,minimum_same,2025Q1,2023Q1,8,156.74183229142994,0.06830542824023406,0.007683423151540684,2272.0,-22.72000000000071
W1,2025Q1,minimum_same,2026Q1,2026Q1,0,2060.0049234748085,0.7622430981983053,0.07054811381763043,2678.0,-24.556347632389134
W1,2025Q1,minimum_same,2026Q1,2025Q4,1,0.0,0.0,0.0,2678.0,-24.556347632389134
W1,2025Q1,minimum_same,2026Q1,2025Q3,2,466.60103398729933,0.17265173190415492,0.020375591003812196,2678.0,-24.556347632389134
W1,2025Q1,minimum_same,2026Q1,2025Q2,3,0.0,0.0,0.0,2678.0,-24.556347632389134
W1,2025Q1,minimum_same,2026Q1,2025Q1,4,0.0,0.0,0.0,2678.0,-24.556347632389134
W1,2025Q1,minimum_same,2026Q1,2024Q4,5,0.0,0.0,0.0,2678.0,-24.556347632389134
W1,2025Q1,minimum_same,2026Q1,2024Q3,6,0.0,0.0,0.0,2678.0,-24.556347632389134
W1,2025Q1,minimum_same,2026Q1,2024Q2,7,0.0,0.0,0.0,2678.0,-24.556347632389134
W1,2025Q1,minimum_same,2026Q1,2024Q1,8,175.95039017028165,0.06510516989753992,0.007683423151540684,2678.0,-24.556347632389134
W1,2025Q1,maximum_same,2023Q1,2023Q1,0,1643.7262093907143,0.8951879496512947,0.08057481418581933,1818.0,-18.180000000000064
W1,2025Q1,maximum_same,2023Q1,2022Q4,1,0.0,0.0,0.0,1818.0,-18.180000000000064
W1,2025Q1,maximum_same,2023Q1,2022Q3,2,0.0,0.0,0.0,1818.0,-18.180000000000064
W1,2025Q1,maximum_same,2023Q1,2022Q2,3,0.0,0.0,0.0,1818.0,-18.180000000000064
W1,2025Q1,maximum_same,2023Q1,2022Q1,4,94.99179972479453,0.05173338110903862,0.005522779053767124,1818.0,-18.180000000000064
W1,2025Q1,maximum_same,2023Q1,2021Q4,5,0.0,0.0,0.0,1818.0,-18.180000000000064
W1,2025Q1,maximum_same,2023Q1,2021Q3,6,0.0,0.0,0.0,1818.0,-18.180000000000064
W1,2025Q1,maximum_same,2023Q1,2021Q2,7,0.0,0.0,0.0,1818.0,-18.180000000000064
W1,2025Q1,maximum_same,2023Q1,2021Q1,8,97.46199088449129,0.05307866923966675,0.009462329212086533,1818.0,-18.180000000000064
W1,2025Q1,maximum_same,2024Q1,2024Q1,0,1845.1632448552625,0.8701219689213622,0.08057481418581933,2142.0,21.419999999999618
W1,2025Q1,maximum_same,2024Q1,2023Q4,1,0.0,0.0,0.0,2142.0,21.419999999999618
W1,2025Q1,maximum_same,2024Q1,2023Q3,2,0.0,0.0,0.0,2142.0,21.419999999999618
W1,2025Q1,maximum_same,2024Q1,2023Q2,3,0.0,0.0,0.0,2142.0,21.419999999999618
W1,2025Q1,maximum_same,2024Q1,2023Q1,4,112.66469269684933,0.05312918762642735,0.005522779053767124,2142.0,21.419999999999618
W1,2025Q1,maximum_same,2024Q1,2022Q4,5,0.0,0.0,0.0,2142.0,21.419999999999618
W1,2025Q1,maximum_same,2024Q1,2022Q3,6,0.0,0.0,0.0,2142.0,21.419999999999618
W1,2025Q1,maximum_same,2024Q1,2022Q2,7,0.0,0.0,0.0,2142.0,21.419999999999618
W1,2025Q1,maximum_same,2024Q1,2022Q1,8,162.75206244788836,0.0767488434522104,0.009462329212086533,2142.0,21.419999999999618
W1,2025Q1,maximum_same,2025Q1,2025Q1,0,1974.0829475525736,0.8606971171794983,0.08057481418581933,2272.0,-21.586103810405803
W1,2025Q1,maximum_same,2025Q1,2024Q4,1,0.0,0.0,0.0,2272.0,-21.586103810405803
W1,2025Q1,maximum_same,2025Q1,2024Q3,2,0.0,0.0,0.0,2272.0,-21.586103810405803
W1,2025Q1,maximum_same,2025Q1,2024Q2,3,0.0,0.0,0.0,2272.0,-21.586103810405803
W1,2025Q1,maximum_same,2025Q1,2024Q1,4,126.47164033126712,0.055141439914183236,0.005522779053767124,2272.0,-21.586103810405803
W1,2025Q1,maximum_same,2025Q1,2023Q4,5,0.0,0.0,0.0,2272.0,-21.586103810405803
W1,2025Q1,maximum_same,2025Q1,2023Q3,6,0.0,0.0,0.0,2272.0,-21.586103810405803
W1,2025Q1,maximum_same,2025Q1,2023Q2,7,0.0,0.0,0.0,2272.0,-21.586103810405803
W1,2025Q1,maximum_same,2025Q1,2023Q1,8,193.03151592656525,0.08416144290631862,0.009462329212086533,2272.0,-21.586103810405803
W1,2025Q1,maximum_same,2026Q1,2026Q1,0,2352.784574225924,0.8698617167480992,0.08057481418581933,2678.0,-26.780000000000655
W1,2025Q1,maximum_same,2026Q1,2025Q4,1,0.0,0.0,0.0,2678.0,-26.780000000000655
W1,2025Q1,maximum_same,2026Q1,2025Q3,2,0.0,0.0,0.0,2678.0,-26.780000000000655
W1,2025Q1,maximum_same,2026Q1,2025Q2,3,0.0,0.0,0.0,2678.0,-26.780000000000655
W1,2025Q1,maximum_same,2026Q1,2025Q1,4,135.3080868172945,0.050025542490440805,0.005522779053767124,2678.0,-26.780000000000655
W1,2025Q1,maximum_same,2026Q1,2024Q4,5,0.0,0.0,0.0,2678.0,-26.780000000000655
W1,2025Q1,maximum_same,2026Q1,2024Q3,6,0.0,0.0,0.0,2678.0,-26.780000000000655
W1,2025Q1,maximum_same,2026Q1,2024Q2,7,0.0,0.0,0.0,2678.0,-26.780000000000655
W1,2025Q1,maximum_same,2026Q1,2024Q1,8,216.6873389567816,0.08011274076145991,0.009462329212086533,2678.0,-26.780000000000655
W1,2026Q1,minimum_same,2023Q1,2023Q1,0,1439.1815218795819,0.7837910890433282,0.07054811381762656,1818.0,-18.180000000004384
W1,2026Q1,minimum_same,2023Q1,2022Q4,1,0.0,0.0,0.0,1818.0,-18.180000000004384
W1,2026Q1,minimum_same,2023Q1,2022Q3,2,317.8592196595713,0.1731089651665798,0.020375591003818673,1818.0,-18.180000000004384
W1,2026Q1,minimum_same,2023Q1,2022Q2,3,0.0,0.0,0.0,1818.0,-18.180000000004384
W1,2026Q1,minimum_same,2023Q1,2022Q1,4,0.0,0.0,0.0,1818.0,-18.180000000004384
W1,2026Q1,minimum_same,2023Q1,2021Q4,5,0.0,0.0,0.0,1818.0,-18.180000000004384
W1,2026Q1,minimum_same,2023Q1,2021Q3,6,0.0,0.0,0.0,1818.0,-18.180000000004384
W1,2026Q1,minimum_same,2023Q1,2021Q2,7,0.0,0.0,0.0,1818.0,-18.180000000004384
W1,2026Q1,minimum_same,2023Q1,2021Q1,8,79.1392584608511,0.04309994579009188,0.007683423151538941,1818.0,-18.180000000004384
W1,2026Q1,minimum_same,2024Q1,2024Q1,0,1615.551806423648,0.7618443097754616,0.07054811381762656,2142.0,21.420000000000528
W1,2026Q1,minimum_same,2024Q1,2023Q4,1,0.0,0.0,0.0,2142.0,21.420000000000528
W1,2026Q1,minimum_same,2024Q1,2023Q3,2,372.8733153698817,0.1758355333776051,0.020375591003818673,2142.0,21.420000000000528
W1,2026Q1,minimum_same,2024Q1,2023Q2,3,0.0,0.0,0.0,2142.0,21.420000000000528
W1,2026Q1,minimum_same,2024Q1,2023Q1,4,0.0,0.0,0.0,2142.0,21.420000000000528
W1,2026Q1,minimum_same,2024Q1,2022Q4,5,0.0,0.0,0.0,2142.0,21.420000000000528
W1,2026Q1,minimum_same,2024Q1,2022Q3,6,0.0,0.0,0.0,2142.0,21.420000000000528
W1,2026Q1,minimum_same,2024Q1,2022Q2,7,0.0,0.0,0.0,2142.0,21.420000000000528
